LineNo,UTC_Approx,TimeUS,I,Alt,Press,Temp,CRt,SMS,Offset,GndTemp,Health
94215,2023-01-20 10:54:36.677704,397265283,0,55.14016,92314.97,29.12,0.517602,397265,0,20.07363,1
94245,2023-01-20 10:54:36.777832,397365421,0,55.07294,92315.69,29.12,-0.133605,397365,0,20.07363,1
94278,2023-01-20 10:54:36.877653,397465298,0,55.26922,92313.58,29.1,-0.6335592,397465,0,20.07363,1
94312,2023-01-20 10:54:36.977660,397565374,0,55.2262,92314.03,29.09,-0.3881979,397565,0,20.07363,1
94345,2023-01-20 10:54:37.077577,397665292,0,55.15898,92314.77,29.09,0.1537716,397665,0,20.07363,1
94377,2023-01-20 10:54:37.177704,397765402,0,54.9143,92317.39,29.07,0.1722527,397765,0,20.07363,1
94410,2023-01-20 10:54:37.277618,397865305,0,54.70994,92319.61,29.06,-0.5050015,397865,0,20.07363,1
94441,2023-01-20 10:54:37.377614,397965293,0,54.85514,92318.03,29.06,-1.254513,397965,0,20.07363,1
94474,2023-01-20 10:54:37.477634,398065316,0,54.89278,92317.64,29.03,-1.283079,398065,0,20.07363,1
94504,2023-01-20 10:54:37.577603,398165292,0,54.99765,92316.49,29.03,-0.4965925,398165,0,20.07363,1
94541,2023-01-20 10:54:37.677598,398265288,0,54.839,92318.2,29.03,0.2898932,398265,0,20.07363,1
94571,2023-01-20 10:54:37.777682,398365371,0,54.97345,92316.77,29.03,0.4024851,398365,0,20.07363,1
94604,2023-01-20 10:54:37.877568,398465307,0,55.25578,92313.71,29.02,0.2344298,398465,0,20.07363,1
94638,2023-01-20 10:54:37.977492,398565295,0,54.93581,92317.19,29.03,0.4411387,398565,0,20.07363,1
94671,2023-01-20 10:54:38.077594,398665338,0,55.09445,92315.45,29.01,0.6369257,398665,0,20.07363,1
94703,2023-01-20 10:54:38.177788,398765436,0,54.95732,92316.94,29.01,0.2478826,398765,0,20.07363,1
94737,2023-01-20 10:54:38.277623,398865309,0,54.85783,92318.02,28.99,-0.2663624,398865,0,20.07363,1
94768,2023-01-20 10:54:38.377524,398965286,0,54.66154,92320.13,28.98,-0.5612969,398965,0,20.07363,1
94801,2023-01-20 10:54:38.477564,399065328,0,54.52441,92321.62,28.99,-0.9411001,399065,0,20.07363,1
94831,2023-01-20 10:54:38.577538,399165283,0,54.68843,92319.84,28.98,-1.252003,399165,0,20.07363,1
94868,2023-01-20 10:54:38.677539,399265284,0,54.69381,92319.77,28.98,-0.9822761,399265,0,20.07363,1
94898,2023-01-20 10:54:38.777613,399365363,0,54.91698,92317.38,28.99,-0.1756143,399365,0,20.07363,1
94933,2023-01-20 10:54:38.877492,399465299,0,54.90085,92317.55,28.99,0.597434,399465,0,20.07363,1
94967,2023-01-20 10:54:38.977389,399565269,0,54.94118,92317.13,28.99,0.9150505,399565,0,20.07363,1
95000,2023-01-20 10:54:39.077444,399665283,0,54.97076,92316.8,29,0.7789207,399665,0,20.07363,1
95032,2023-01-20 10:54:39.177526,399765292,0,54.8175,92318.44,29.01,0.424329,399765,0,20.07363,1
95065,2023-01-20 10:54:39.277527,399865305,0,54.84169,92318.19,29.01,0.03109217,399865,0,20.07363,1
95096,2023-01-20 10:54:39.377483,399965299,0,54.96269,92316.88,29.02,-0.2529156,399965,0,20.07363,1
95129,2023-01-20 10:54:39.477491,400065285,0,54.84169,92318.19,29.01,-0.1932633,400065,0,20.07363,1
95159,2023-01-20 10:54:39.577532,400165287,0,54.61583,92320.63,29.02,-0.0361371,400165,0,20.07363,1
95196,2023-01-20 10:54:39.677547,400265291,0,54.82556,92318.36,29.01,-0.2974546,400265,0,20.07363,1
95226,2023-01-20 10:54:39.777561,400365303,0,54.77179,92318.95,29.01,-0.5764175,400365,0,20.07363,1
95259,2023-01-20 10:54:39.877508,400465292,0,54.77179,92318.95,29,-0.2856863,400465,0,20.07363,1
95293,2023-01-20 10:54:39.977462,400565301,0,54.84169,92318.19,29.01,0.1184785,400565,0,20.07363,1
95326,2023-01-20 10:54:40.077502,400665340,0,54.88472,92317.73,29,0.2117455,400665,0,20.07363,1
95358,2023-01-20 10:54:40.177485,400765305,0,55.09176,92315.51,28.99,0.3319013,400765,0,20.07363,1
95391,2023-01-20 10:54:40.277512,400865300,0,55.02454,92316.2,28.98,0.6385994,400865,0,20.07363,1
95422,2023-01-20 10:54:40.377531,400965283,0,55.0084,92316.38,28.98,0.7806075,400965,0,20.07363,1
95456,2023-01-20 10:54:40.477583,401065328,0,55.16973,92314.66,28.97,0.5512154,401065,0,20.07363,1
95486,2023-01-20 10:54:40.577537,401165284,0,55.081,92315.62,28.97,0.3008151,401165,0,20.07363,1
95523,2023-01-20 10:54:40.677522,401265299,0,55.19662,92314.38,28.97,0.3108978,401265,0,20.07363,1
95553,2023-01-20 10:54:40.777554,401365369,0,55.20738,92314.25,28.96,0.3646755,401365,0,20.07363,1
95586,2023-01-20 10:54:40.877444,401465303,0,55.0568,92315.86,28.95,0.3008175,401465,0,20.07363,1
95620,2023-01-20 10:54:40.977380,401565284,0,54.95463,92316.96,28.96,0.03949641,401565,0,20.07363,1
95655,2023-01-20 10:54:41.077386,401665264,0,54.94925,92317.02,28.96,-0.4453373,401665,0,20.07363,1
95687,2023-01-20 10:54:41.177478,401765309,0,54.87665,92317.8,28.96,-0.7680011,401765,0,20.07363,1
95720,2023-01-20 10:54:41.277514,401865317,0,54.9842,92316.64,28.96,-0.6478453,401865,0,20.07363,1
95751,2023-01-20 10:54:41.377560,401965339,0,55.04336,92316,28.95,-0.2638459,401965,0,20.07363,1
95784,2023-01-20 10:54:41.477499,402065300,0,55.23158,92314,28.95,0.220145,402065,0,20.07363,1
95815,2023-01-20 10:54:41.577449,402165286,0,55.22082,92314.09,28.94,0.6965757,402165,0,20.07363,1
95901,2023-01-20 10:54:41.677448,402265284,0,55.26653,92313.62,28.94,0.9158873,402265,0,20.07363,1
95931,2023-01-20 10:54:41.777489,402365314,0,54.96,92316.91,28.93,0.6562459,402365,0,20.07363,1
95964,2023-01-20 10:54:41.877472,402465308,0,55.16436,92314.72,28.93,0.006719831,402465,0,20.07363,1
95998,2023-01-20 10:54:41.977406,402565261,0,55.22889,92314.01,28.93,-0.4335785,402565,0,20.07363,1
96031,2023-01-20 10:54:42.077521,402665338,0,55.19394,92314.39,28.93,-0.1613295,402665,0,20.07363,1
96063,2023-01-20 10:54:42.177548,402765310,0,55.32569,92312.98,28.92,0.362159,402765,0,20.07363,1
96096,2023-01-20 10:54:42.277550,402865309,0,55.29073,92313.36,28.91,0.5108857,402865,0,20.07363,1
96127,2023-01-20 10:54:42.377524,402965293,0,55.27191,92313.55,28.9,0.4066896,402965,0,20.07363,1
96160,2023-01-20 10:54:42.477532,403065295,0,55.21276,92314.19,28.9,0.2201498,403065,0,20.07363,1
96191,2023-01-20 10:54:42.577560,403165311,0,55.48164,92311.3,28.89,0.01848698,403165,0,20.07363,1
96228,2023-01-20 10:54:42.677570,403265344,0,55.48702,92311.25,28.89,0.1646912,403265,0,20.07363,1
96258,2023-01-20 10:54:42.777492,403365300,0,55.39828,92312.19,28.89,0.5957437,403365,0,20.07363,1
96291,2023-01-20 10:54:42.877453,403465287,0,55.30418,92313.22,28.89,0.5907011,403465,0,20.07363,1
96325,2023-01-20 10:54:42.977434,403565291,0,55.49508,92311.14,28.88,0.05377292,403565,0,20.07363,1
96358,2023-01-20 10:54:43.077451,403665280,0,55.73977,92308.52,28.88,-0.1041961,403665,0,20.07363,1
96390,2023-01-20 10:54:43.177527,403765314,0,55.86346,92307.17,28.87,0.5865026,403765,0,20.07363,1
96423,2023-01-20 10:54:43.277561,403865326,0,55.57575,92310.28,28.87,1.289806,403865,0,20.07363,1
96454,2023-01-20 10:54:43.377585,403965334,0,55.76666,92308.23,28.86,1.030166,403965,0,20.07363,1
96487,2023-01-20 10:54:43.477495,404065285,0,55.58651,92310.17,28.85,0.1714158,404065,0,20.07363,1
96517,2023-01-20 10:54:43.577449,404165298,0,55.65104,92309.48,28.84,-0.2940893,404165,0,20.07363,1
96554,2023-01-20 10:54:43.677478,404265296,0,55.69406,92309.02,28.84,-0.2629984,404265,0,20.07363,1
96584,2023-01-20 10:54:43.777539,404365301,0,55.77741,92308.11,28.83,-0.05965827,404365,0,20.07363,1
96617,2023-01-20 10:54:43.877505,404465295,0,55.67793,92309.19,28.83,0.2134216,404465,0,20.07363,1
96654,2023-01-20 10:54:43.977495,404565339,0,55.70213,92308.92,28.82,0.2915657,404565,0,20.07363,1
96687,2023-01-20 10:54:44.077410,404665270,0,55.84732,92307.36,28.83,0.120157,404665,0,20.07363,1
96719,2023-01-20 10:54:44.177447,404765313,0,55.53542,92310.72,28.83,0.03781557,404765,0,20.07363,1
96752,2023-01-20 10:54:44.277490,404865310,0,55.6833,92309.11,28.84,-0.04117011,404865,0,20.07363,1
96783,2023-01-20 10:54:44.377527,404965287,0,55.79086,92307.95,28.82,-0.2495587,404965,0,20.07363,1
96816,2023-01-20 10:54:44.477538,405065297,0,55.69137,92309.02,28.83,-0.1411629,405065,0,20.07363,1
96846,2023-01-20 10:54:44.577528,405165303,0,55.54886,92310.58,28.82,0.1562953,405165,0,20.07363,1
96882,2023-01-20 10:54:44.677538,405265333,0,55.62684,92309.72,28.81,-0.03948689,405265,0,20.07363,1
96914,2023-01-20 10:54:44.777490,405365305,0,55.51391,92310.96,28.79,-0.4554224,405365,0,20.07363,1
96946,2023-01-20 10:54:44.877476,405465303,0,55.29073,92313.34,28.79,-0.5697,405465,0,20.07363,1
96980,2023-01-20 10:54:44.977455,405565293,0,55.43862,92311.75,28.77,-0.6654894,405565,0,20.07363,1
97013,2023-01-20 10:54:45.077498,405665293,0,55.13478,92315.04,28.77,-0.8369052,405665,0,20.07363,1
97045,2023-01-20 10:54:45.177554,405765290,0,55.17242,92314.61,28.76,-0.8503509,405765,0,20.07363,1
97078,2023-01-20 10:54:45.270618,405865344,0,55.24771,92313.81,28.76,-0.7890081,405865,0,20.07363,1
97109,2023-01-20 10:54:45.361551,405965293,0,55.42517,92311.89,28.75,-0.4974341,405965,0,20.07363,1
97142,2023-01-20 10:54:45.457710,406065285,0,55.30149,92313.25,28.75,0.1630103,406065,0,20.07363,1
97172,2023-01-20 10:54:45.557689,406165300,0,55.22351,92314.08,28.73,0.5360842,406165,0,20.07363,1
97208,2023-01-20 10:54:45.657685,406265292,0,55.22351,92314.08,28.73,0.1756108,406265,0,20.07363,1
97239,2023-01-20 10:54:45.757734,406365307,0,55.38215,92312.38,28.73,-0.2798104,406365,0,20.07363,1
97272,2023-01-20 10:54:45.864069,406465317,0,54.94925,92317.02,28.72,-0.2688849,406465,0,20.07363,1
97306,2023-01-20 10:54:45.975025,406565342,0,55.35258,92312.67,28.71,-0.215106,406565,0,20.07363,1
97339,2023-01-20 10:54:46.070446,406665301,0,55.35795,92312.62,28.71,-0.2495551,406665,0,20.07363,1
97371,2023-01-20 10:54:46.161415,406765308,0,55.30149,92313.23,28.7,0.1462078,406765,0,20.07363,1
97404,2023-01-20 10:54:46.257603,406865300,0,55.46551,92311.47,28.7,0.6133902,406865,0,20.07363,1
97435,2023-01-20 10:54:46.357646,406965291,0,55.31762,92313.05,28.69,0.5453277,406965,0,20.07363,1
97468,2023-01-20 10:54:46.464032,407065291,0,55.24502,92313.84,28.68,0.2167868,407065,0,20.07363,1
97499,2023-01-20 10:54:46.575106,407165323,0,55.57844,92310.24,28.68,-0.04537463,407165,0,20.07363,1
97535,2023-01-20 10:54:46.670517,407265293,0,55.30418,92313.2,28.68,-0.01512526,407265,0,20.07363,1
97566,2023-01-20 10:54:46.761457,407365303,0,55.52197,92310.87,28.67,0.2747667,407365,0,20.07363,1
97600,2023-01-20 10:54:46.857626,407465317,0,55.36333,92312.56,28.67,0.3159404,407465,0,20.07363,1
97634,2023-01-20 10:54:46.957601,407565293,0,55.28535,92313.42,28.66,0.04957677,407565,0,20.07363,1
97667,2023-01-20 10:54:47.057594,407665287,0,55.20738,92314.26,28.67,-0.2856886,407665,0,20.07363,1
97699,2023-01-20 10:54:47.157625,407765318,0,55.4924,92311.2,28.66,-0.5176007,407765,0,20.07363,1
97732,2023-01-20 10:54:47.257635,407865339,0,55.18318,92314.51,28.66,-0.3184569,407865,0,20.07363,1
97763,2023-01-20 10:54:47.357564,407965287,0,55.22889,92314.01,28.66,0.006724593,407965,0,20.07363,1
97796,2023-01-20 10:54:47.457562,408065288,0,55.33376,92312.88,28.66,-0.1176369,408065,0,20.07363,1
97826,2023-01-20 10:54:47.557556,408165272,0,55.48702,92311.24,28.66,-0.1907396,408165,0,20.07363,1
97862,2023-01-20 10:54:47.657609,408265305,0,55.49777,92311.11,28.65,0.3193021,408265,0,20.07363,1
97893,2023-01-20 10:54:47.757640,408365308,0,55.202,92314.3,28.65,0.7058204,408365,0,20.07363,1
97926,2023-01-20 10:54:47.857664,408465347,0,55.32838,92312.93,28.64,0.2680385,408465,0,20.07363,1
97960,2023-01-20 10:54:47.957556,408565287,0,55.29611,92313.29,28.64,-0.4310584,408565,0,20.07363,1
97993,2023-01-20 10:54:48.057546,408665296,0,55.28804,92313.39,28.64,-0.5175984,408665,0,20.07363,1
98025,2023-01-20 10:54:48.157558,408765307,0,55.34989,92312.72,28.64,-0.157963,408765,0,20.07363,1
98058,2023-01-20 10:54:48.257553,408865298,0,55.47089,92311.41,28.62,0.1134384,408865,0,20.07363,1
98089,2023-01-20 10:54:48.357550,408965290,0,55.50853,92311.02,28.63,0.3579521,408965,0,20.07363,1
98122,2023-01-20 10:54:48.457595,409065290,0,55.27998,92313.47,28.62,0.5360878,409065,0,20.07363,1
98152,2023-01-20 10:54:48.557714,409165335,0,54.95194,92316.98,28.63,0.1302385,409165,0,20.07363,1
98188,2023-01-20 10:54:48.657677,409265343,0,55.1778,92314.56,28.62,-0.8301854,409265,0,20.07363,1
98219,2023-01-20 10:54:48.757496,409365294,0,55.04605,92315.98,28.62,-1.330982,409365,0,20.07363,1
98252,2023-01-20 10:54:48.857432,409465299,0,55.14553,92314.92,28.61,-0.8394265,409465,0,20.07363,1
98288,2023-01-20 10:54:48.957400,409565289,0,55.1052,92315.34,28.62,-0.147047,409565,0,20.07363,1
98322,2023-01-20 10:54:49.057433,409665287,0,55.202,92314.31,28.62,0.1167977,409665,0,20.07363,1
98354,2023-01-20 10:54:49.157585,409765360,0,55.24771,92313.82,28.61,0.2151084,409765,0,20.07363,1
98387,2023-01-20 10:54:49.257560,409865303,0,55.13478,92315.02,28.61,0.3268636,409865,0,20.07363,1
98418,2023-01-20 10:54:49.357556,409965300,0,55.21007,92314.2,28.6,0.2604854,409965,0,20.07363,1
98451,2023-01-20 10:54:49.457538,410065285,0,55.14285,92314.93,28.59,0.02521276,410065,0,20.07363,1
98481,2023-01-20 10:54:49.557543,410165293,0,55.36333,92312.58,28.6,-0.05209566,410165,0,20.07363,1
98517,2023-01-20 10:54:49.657542,410265292,0,55.45475,92311.59,28.6,0.2361107,410265,0,20.07363,1
98548,2023-01-20 10:54:49.757561,410365309,0,55.09714,92315.45,28.59,0.5923855,410365,0,20.07363,1
98581,2023-01-20 10:54:49.857576,410465353,0,55.29611,92313.29,28.58,0.3966105,410465,0,20.07363,1
98615,2023-01-20 10:54:49.957455,410565283,0,55.02454,92316.22,28.58,-0.2823222,410565,0,20.07363,1
98648,2023-01-20 10:54:50.057439,410665287,0,55.18318,92314.5,28.57,-0.6587672,410665,0,20.07363,1
98680,2023-01-20 10:54:50.157464,410765309,0,55.32838,92312.94,28.57,-0.4638326,410765,0,20.07363,1
98713,2023-01-20 10:54:50.257473,410865290,0,55.48164,92311.3,28.55,0.1209915,410865,0,20.07363,1
98744,2023-01-20 10:54:50.357516,410965287,0,55.51928,92310.89,28.56,0.8385813,410965,0,20.07363,1
98777,2023-01-20 10:54:50.457584,411065335,0,55.70481,92308.88,28.55,1.2125,411065,0,20.07363,1
98807,2023-01-20 10:54:50.557538,411165288,0,55.45475,92311.59,28.55,1.084781,411165,0,20.07363,1
98843,2023-01-20 10:54:50.657522,411265299,0,55.64297,92309.55,28.55,0.6503677,411265,0,20.07363,1
98874,2023-01-20 10:54:50.757496,411365319,0,55.50315,92311.07,28.56,0.1554537,411365,0,20.07363,1
98907,2023-01-20 10:54:50.857465,411465311,0,55.39828,92312.2,28.55,-0.1428449,411465,0,20.07363,1
98941,2023-01-20 10:54:50.957444,411565297,0,55.58651,92310.16,28.55,-0.2865351,411565,0,20.07363,1
98974,2023-01-20 10:54:51.057484,411665307,0,55.51391,92310.94,28.55,-0.2772903,411665,0,20.07363,1
99006,2023-01-20 10:54:51.157573,411765340,0,55.72633,92308.67,28.54,0.05378009,411765,0,20.07363,1
99040,2023-01-20 10:54:51.257526,411865303,0,55.72633,92308.67,28.52,0.4856789,411865,0,20.07363,1
99071,2023-01-20 10:54:51.357455,411965289,0,55.63759,92309.61,28.52,0.6705332,411965,0,20.07363,1
99104,2023-01-20 10:54:51.457460,412065287,0,55.60264,92309.98,28.52,0.4596209,412065,0,20.07363,1
99134,2023-01-20 10:54:51.557520,412165292,0,55.77204,92308.17,28.52,0.03024459,412165,0,20.07363,1
99171,2023-01-20 10:54:51.657545,412265292,0,55.68599,92309.1,28.52,-0.08234619,412265,0,20.07363,1
99202,2023-01-20 10:54:51.757603,412365347,0,55.60264,92309.98,28.52,0.1210022,412365,0,20.07363,1
99235,2023-01-20 10:54:51.857516,412465290,0,55.54348,92310.63,28.53,0.02941132,412465,0,20.07363,1
99269,2023-01-20 10:54:51.957475,412565303,0,55.73439,92308.56,28.52,-0.3083802,412565,0,20.07363,1
99302,2023-01-20 10:54:52.057428,412665278,0,55.57844,92310.25,28.53,-0.2772927,412665,0,20.07363,1
99334,2023-01-20 10:54:52.157448,412765297,0,55.76935,92308.19,28.52,0.07057786,412765,0,20.07363,1
99367,2023-01-20 10:54:52.257489,412865309,0,55.66986,92309.26,28.51,0.2579618,412865,0,20.07363,1
99398,2023-01-20 10:54:52.357511,412965280,0,55.64835,92309.5,28.51,0.2268779,412965,0,20.07363,1
99431,2023-01-20 10:54:52.457581,413065329,0,55.4924,92311.19,28.5,0.01933337,413065,0,20.07363,1
99461,2023-01-20 10:54:52.557539,413165288,0,55.45475,92311.59,28.5,-0.383997,413165,0,20.07363,1
99497,2023-01-20 10:54:52.657518,413265295,0,55.34182,92312.8,28.51,-0.7444727,413265,0,20.07363,1
99528,2023-01-20 10:54:52.757473,413365299,0,55.46013,92311.52,28.51,-0.809176,413365,0,20.07363,1
99561,2023-01-20 10:54:52.857474,413465323,0,55.43324,92311.8,28.52,-0.5444968,413465,0,20.07363,1
99595,2023-01-20 10:54:52.957435,413565288,0,55.41173,92312.05,28.53,-0.139488,413565,0,20.07363,1
99628,2023-01-20 10:54:53.057498,413665323,0,55.55424,92310.52,28.53,0.108397,413665,0,20.07363,1
99660,2023-01-20 10:54:53.157537,413765309,0,55.50315,92311.08,28.54,0.2050304,413765,0,20.07363,1
99693,2023-01-20 10:54:53.257517,413865295,0,55.46282,92311.48,28.54,0.2806497,413865,0,20.07363,1
99725,2023-01-20 10:54:53.357456,413965284,0,55.28267,92313.44,28.54,0.1243544,413965,0,20.07363,1
99758,2023-01-20 10:54:53.457476,414065291,0,55.44669,92311.68,28.53,-0.2999807,414065,0,20.07363,1
99788,2023-01-20 10:54:53.557538,414165294,0,55.36333,92312.57,28.52,-0.4940784,414165,0,20.07363,1
99824,2023-01-20 10:54:53.657564,414265295,0,55.4198,92311.95,28.51,-0.241996,414265,0,20.07363,1
99855,2023-01-20 10:54:53.757618,414365348,0,55.44131,92311.73,28.51,0.05293608,414365,0,20.07363,1
99888,2023-01-20 10:54:53.857610,414465387,0,55.444,92311.7,28.51,0.1504052,414465,0,20.07363,1
99925,2023-01-20 10:54:53.957430,414565289,0,55.47895,92311.34,28.5,0.1798153,414565,0,20.07363,1
99958,2023-01-20 10:54:54.057432,414665284,0,55.36333,92312.57,28.49,0.1562893,414665,0,20.07363,1
99990,2023-01-20 10:54:54.157521,414765299,0,55.51928,92310.89,28.48,0.03697157,414765,0,20.07363,1
100023,2023-01-20 10:54:54.257549,414865295,0,55.53542,92310.72,28.47,0.007561441,414865,0,20.07363,1
100054,2023-01-20 10:54:54.357528,414965273,0,55.82312,92307.63,28.46,0.2966118,414965,0,20.07363,1
100087,2023-01-20 10:54:54.457599,415065341,0,55.59726,92310.06,28.46,0.746994,415065,0,20.07363,1
100117,2023-01-20 10:54:54.557550,415165289,0,55.60533,92309.95,28.45,0.8066547,415165,0,20.07363,1
100153,2023-01-20 10:54:54.657507,415265277,0,55.50046,92311.09,28.45,0.2470398,415265,0,20.07363,1
100184,2023-01-20 10:54:54.757480,415365306,0,55.66448,92309.33,28.44,-0.3386247,415365,0,20.07363,1
100217,2023-01-20 10:54:54.857456,415465306,0,55.6833,92309.11,28.44,-0.303334,415465,0,20.07363,1
100251,2023-01-20 10:54:54.957450,415565299,0,55.76128,92308.27,28.45,0.1806581,415565,0,20.07363,1
100284,2023-01-20 10:54:55.052250,415665326,0,55.61071,92309.91,28.46,0.4848337,415665,0,20.07363,1
100316,2023-01-20 10:54:55.143137,415765304,0,55.4682,92311.44,28.45,0.2461994,415765,0,20.07363,1
100349,2023-01-20 10:54:55.237433,415865297,0,55.33107,92312.91,28.46,-0.4117262,415865,0,20.07363,1
100380,2023-01-20 10:54:55.337402,415965287,0,55.60264,92310,28.45,-0.9175658,415965,0,20.07363,1
100413,2023-01-20 10:54:55.441561,416065272,0,55.64028,92309.58,28.46,-0.6486845,416065,0,20.07363,1
100444,2023-01-20 10:54:55.552784,416165288,0,55.79354,92307.95,28.45,0.2571166,416165,0,20.07363,1
100480,2023-01-20 10:54:55.657551,416265292,0,55.61071,92309.91,28.45,0.8898341,416265,0,20.07363,1
100511,2023-01-20 10:54:55.757606,416365339,0,55.51928,92310.88,28.44,0.6638062,416365,0,20.07363,1
100544,2023-01-20 10:54:55.852300,416465309,0,55.64297,92309.55,28.45,-0.05293488,416465,0,20.07363,1
100578,2023-01-20 10:54:55.943115,416565291,0,55.5892,92310.14,28.44,-0.4293728,416565,0,20.07363,1
100611,2023-01-20 10:54:56.037359,416665281,0,55.54886,92310.56,28.43,-0.2335918,416665,0,20.07363,1
100643,2023-01-20 10:54:56.137372,416765305,0,55.42517,92311.91,28.43,-0.08318305,416765,0,20.07363,1
100676,2023-01-20 10:54:56.241574,416865316,0,55.39022,92312.29,28.43,-0.3335822,416865,0,20.07363,1
100707,2023-01-20 10:54:56.352820,416965329,0,55.60264,92309.98,28.42,-0.5461717,416965,0,20.07363,1
100740,2023-01-20 10:54:56.452258,417065279,0,55.74515,92308.45,28.4,-0.1991439,417065,0,20.07363,1
100770,2023-01-20 10:54:56.543075,417165264,0,56.01941,92305.51,28.4,0.6570852,417165,0,20.07363,1
100807,2023-01-20 10:54:56.637337,417265283,0,55.75859,92308.3,28.41,1.362907,417265,0,20.07363,1
100838,2023-01-20 10:54:56.737340,417365313,0,55.93605,92306.41,28.4,1.271317,417365,0,20.07363,1
100871,2023-01-20 10:54:56.837314,417465311,0,55.72633,92308.67,28.4,0.5428076,417465,0,20.07363,1
100905,2023-01-20 10:54:56.937284,417565303,0,55.65104,92309.48,28.4,-0.138644,417565,0,20.07363,1
100938,2023-01-20 10:54:57.037328,417665355,0,55.68868,92309.07,28.41,-0.5285215,417665,0,20.07363,1
100970,2023-01-20 10:54:57.137289,417765302,0,55.74515,92308.45,28.39,-0.618428,417765,0,20.07363,1
101003,2023-01-20 10:54:57.237282,417865296,0,55.68868,92309.06,28.4,-0.3192973,417865,0,20.07363,1
101034,2023-01-20 10:54:57.337245,417965287,0,55.68061,92309.14,28.4,0.02016545,417965,0,20.07363,1
101067,2023-01-20 10:54:57.437233,418065294,0,55.69944,92308.95,28.4,0.02856612,418065,0,20.07363,1
101097,2023-01-20 10:54:57.537220,418165285,0,55.59995,92310.02,28.39,-0.1033568,418165,0,20.07363,1
101134,2023-01-20 10:54:57.637273,418265336,0,55.55155,92310.54,28.4,-0.2075493,418265,0,20.07363,1
101165,2023-01-20 10:54:57.737251,418365302,0,55.54617,92310.59,28.4,-0.359633,418365,0,20.07363,1
101198,2023-01-20 10:54:57.837244,418465299,0,55.56231,92310.42,28.39,-0.4386139,418465,0,20.07363,1
101232,2023-01-20 10:54:57.937208,418565291,0,55.444,92311.69,28.38,-0.3293812,418565,0,20.07363,1
101265,2023-01-20 10:54:58.037196,418665296,0,55.27729,92313.5,28.38,-0.3100598,418665,0,20.07363,1
101297,2023-01-20 10:54:58.137207,418765303,0,55.49508,92311.16,28.36,-0.5352533,418765,0,20.07363,1
101330,2023-01-20 10:54:58.237221,418865308,0,55.50315,92311.07,28.36,-0.5243301,418865,0,20.07363,1
101410,2023-01-20 10:54:58.337264,418965332,0,55.50315,92311.08,28.35,-0.007565028,418965,0,20.07363,1
101443,2023-01-20 10:54:58.437243,419065302,0,55.45206,92311.63,28.35,0.392406,419065,0,20.07363,1
101473,2023-01-20 10:54:58.537220,419165285,0,55.42517,92311.91,28.35,0.2251971,419165,0,20.07363,1
101509,2023-01-20 10:54:58.637183,419265258,0,55.54617,92310.61,28.35,-0.08318065,419265,0,20.07363,1
101540,2023-01-20 10:54:58.737221,419365312,0,55.61877,92309.83,28.35,-0.02940774,419365,0,20.07363,1
101573,2023-01-20 10:54:58.837210,419465309,0,55.49777,92311.13,28.35,0.2898884,419465,0,20.07363,1
101609,2023-01-20 10:54:58.937243,419565338,0,55.39022,92312.27,28.35,0.3243375,419565,0,20.07363,1
101641,2023-01-20 10:54:59.037206,419665297,0,55.38753,92312.31,28.36,-0.1394856,419665,0,20.07363,1
101673,2023-01-20 10:54:59.137228,419765316,0,55.40635,92312.09,28.35,-0.5612933,419765,0,20.07363,1
101706,2023-01-20 10:54:59.237211,419865300,0,55.36871,92312.5,28.34,-0.4932308,419865,0,20.07363,1
101737,2023-01-20 10:54:59.337200,419965296,0,55.18856,92314.45,28.33,-0.2705634,419965,0,20.07363,1
101770,2023-01-20 10:54:59.437207,420065300,0,55.22351,92314.06,28.33,-0.3671956,420065,0,20.07363,1
101800,2023-01-20 10:54:59.537226,420165298,0,55.33107,92312.92,28.33,-0.5638182,420165,0,20.07363,1
101836,2023-01-20 10:54:59.637284,420265343,0,55.41442,92312.02,28.33,-0.3125787,420265,0,20.07363,1
101867,2023-01-20 10:54:59.737247,420365309,0,55.40904,92312.08,28.32,0.2806509,420365,0,20.07363,1
101901,2023-01-20 10:54:59.837210,420465282,0,55.38215,92312.38,28.32,0.5781054,420465,0,20.07363,1
101935,2023-01-20 10:54:59.937186,420565283,0,55.45744,92311.55,28.32,0.404166,420565,0,20.07363,1
101968,2023-01-20 10:55:00.037199,420665305,0,55.43593,92311.78,28.31,0.1739275,420665,0,20.07363,1
102000,2023-01-20 10:55:00.137214,420765303,0,55.52466,92310.84,28.32,0.1630032,420765,0,20.07363,1
102033,2023-01-20 10:55:00.237270,420865344,0,55.56499,92310.41,28.32,0.2756035,420865,0,20.07363,1
102064,2023-01-20 10:55:00.337229,420965293,0,55.50853,92310.99,28.31,0.3646779,420965,0,20.07363,1
102097,2023-01-20 10:55:00.437205,421065265,0,55.51391,92310.96,28.31,0.3067029,421065,0,20.07363,1
102127,2023-01-20 10:55:00.537221,421165285,0,55.57037,92310.34,28.31,0.1075602,421165,0,20.07363,1
102163,2023-01-20 10:55:00.637218,421265284,0,55.64297,92309.55,28.31,0.0420177,421265,0,20.07363,1
102194,2023-01-20 10:55:00.737248,421365311,0,55.7801,92308.09,28.3,0.2739262,421365,0,20.07363,1
102227,2023-01-20 10:55:00.837235,421465306,0,55.81237,92307.72,28.3,0.6184304,421465,0,20.07363,1
