LineNo,UTC_Approx,TimeUS,C,NI,FIX,FIY,AFI,HAGL,offset,RI,rng,Herr,eAng,eVel,ePos
93504,2023-01-20 10:54:34.499271,395067012,0,0,0,0,0,55.81,0.16,0,0,0.5,0.000332661,0.01732068,0.03980298
93536,2023-01-20 10:54:34.599271,395167013,0,0,0,0,0,55.8,0.16,0,0,0.5,0.0002141621,0.01454065,0.03063525
93571,2023-01-20 10:54:34.699262,395267007,0,0,0,0,0,55.8,0.16,0,0,0.5,0.0004307217,0.02353419,0.05657917
93603,2023-01-20 10:54:34.799252,395367000,0,0,0,0,0,55.8,0.16,0,0,0.5,0.0003025436,0.01841463,0.04080859
93634,2023-01-20 10:54:34.899179,395467001,0,0,0,0,0,55.79,0.16,0,0,0.5,0.000237874,0.01757732,0.0429851
93670,2023-01-20 10:54:34.999105,395567001,0,0,0,0,0,55.79,0.16,0,0,0.5,0.0001853186,0.01389996,0.03080611
93701,2023-01-20 10:54:35.099139,395666997,0,0,0,0,0,55.78,0.16,0,0,0.5,0.0003000748,0.01061048,0.02820097
93735,2023-01-20 10:54:35.199204,395767023,0,0,0,0,0,55.77,0.16,0,0,0.5,0.0002470638,0.007860436,0.01921706
93766,2023-01-20 10:54:35.299215,395866997,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0002084701,0.006004283,0.01905338
93799,2023-01-20 10:54:35.399254,395966999,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0001808627,0.002451363,0.01144118
93830,2023-01-20 10:54:35.499209,396067004,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0001948924,0.006849494,0.0202728
93862,2023-01-20 10:54:35.599148,396166993,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0001256157,0.002901597,0.01626142
93897,2023-01-20 10:54:35.699161,396266994,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0003013151,0.01000767,0.03480444
93929,2023-01-20 10:54:35.799195,396367015,0,0,0,0,0,55.72,0.16,0,0,0.5,0.0002012711,0.004330891,0.01949054
93960,2023-01-20 10:54:35.899177,396467016,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0002509785,0.007562731,0.02729631
93996,2023-01-20 10:54:35.999164,396567022,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0001101052,0.005590635,0.02115409
94028,2023-01-20 10:54:36.090249,396667014,0,0,0,0,0,55.69,0.16,0,0,0.5,0.0001958377,0.007593823,0.0247216
94060,2023-01-20 10:54:36.181287,396767037,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0002042283,0.007580128,0.01983653
94093,2023-01-20 10:54:36.279397,396866997,0,0,0,0,0,55.68,0.16,0,0,0.5,0.00024576,0.009192301,0.02898753
94124,2023-01-20 10:54:36.379405,396967008,0,0,0,0,0,55.69,0.16,0,0,0.5,0.0002464511,0.007706496,0.02292609
94158,2023-01-20 10:54:36.479407,397066998,0,0,0,0,0,55.68,0.16,0,0,0.5,0.0006735286,0.01279918,0.03351016
94188,2023-01-20 10:54:36.579428,397167003,0,0,0,0,0,55.69,0.16,0,0,0.5,0.0002104481,0.00745764,0.02244323
94225,2023-01-20 10:54:36.679414,397266993,0,0,0,0,0,55.68,0.16,0,0,0.5,0.0001843566,0.0132574,0.03330638
94255,2023-01-20 10:54:36.779425,397367014,0,0,0,0,0,55.68,0.16,0,0,0.5,0.0002372679,0.009430991,0.02610706
94288,2023-01-20 10:54:36.879355,397467001,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0002695015,0.009322675,0.0279236
94322,2023-01-20 10:54:36.979291,397567006,0,0,0,0,0,55.67,0.16,0,0,0.5,0.0001905059,0.006061128,0.01842771
94355,2023-01-20 10:54:37.079283,397666998,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0002657238,0.01021047,0.02875212
94387,2023-01-20 10:54:37.179365,397767063,0,0,0,0,0,55.66,0.16,0,0,0.5,0.000205533,0.007669555,0.02082928
94420,2023-01-20 10:54:37.279350,397867037,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0002255681,0.01088651,0.03283462
94451,2023-01-20 10:54:37.379351,397967030,0,0,0,0,0,55.63,0.16,0,0,0.5,0.0001156752,0.008319003,0.02807546
94484,2023-01-20 10:54:37.479316,398066998,0,0,0,0,0,55.62,0.16,0,0,0.5,0.000306292,0.01400877,0.04449086
94514,2023-01-20 10:54:37.579317,398167006,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0002421451,0.009731034,0.030763
94551,2023-01-20 10:54:37.679307,398266997,0,0,0,0,0,55.6,0.16,0,0,0.5,0.0003476921,0.01514836,0.04757168
94581,2023-01-20 10:54:37.779323,398367012,0,0,0,0,0,55.6,0.16,0,0,0.5,0.0001710737,0.01066606,0.03291086
94614,2023-01-20 10:54:37.879260,398467000,0,0,0,0,0,55.6,0.16,0,0,0.5,0.0004477345,0.01252409,0.02941006
94648,2023-01-20 10:54:37.979199,398567004,0,0,0,0,0,55.61,0.16,0,0,0.5,0.0003943496,0.008242889,0.01911064
94681,2023-01-20 10:54:38.079256,398666998,0,0,0,0,0,55.61,0.16,0,0,0.5,0.0004140631,0.001872937,0.009787387
94713,2023-01-20 10:54:38.179418,398767065,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0003026935,0.003207367,0.006462535
94747,2023-01-20 10:54:38.279325,398867012,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0004602674,0.01494469,0.04067197
94778,2023-01-20 10:54:38.379263,398967026,0,0,0,0,0,55.63,0.16,0,0,0.5,0.0004376089,0.01150334,0.02644959
94811,2023-01-20 10:54:38.479237,399067001,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0003398506,0.005458319,0.02355699
94841,2023-01-20 10:54:38.579256,399167001,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0001345332,0.006393956,0.02444573
94878,2023-01-20 10:54:38.679258,399267003,0,0,0,0,0,55.63,0.16,0,0,0.5,0.0001499369,0.005624679,0.02645495
94908,2023-01-20 10:54:38.779264,399367014,0,0,0,0,0,55.63,0.16,0,0,0.5,0.0002385145,0.005960277,0.02037107
94943,2023-01-20 10:54:38.879188,399466996,0,0,0,0,0,55.63,0.16,0,0,0.5,0.0004127067,0.01434105,0.04090031
94977,2023-01-20 10:54:38.979116,399566997,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0003037419,0.01066786,0.02530793
95010,2023-01-20 10:54:39.079167,399667005,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0003132683,0.01343734,0.03571229
95042,2023-01-20 10:54:39.179232,399766996,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0003006446,0.009151119,0.02078531
95075,2023-01-20 10:54:39.279221,399867000,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0005938311,0.02360459,0.06043056
95106,2023-01-20 10:54:39.379181,399966998,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0004875061,0.01685873,0.03740762
95139,2023-01-20 10:54:39.479202,400066996,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0003370526,0.01508729,0.04168857
95169,2023-01-20 10:54:39.579239,400166993,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0001605633,0.00894747,0.02156684
95206,2023-01-20 10:54:39.679256,400267000,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0003192108,0.008558027,0.02096283
95236,2023-01-20 10:54:39.779255,400366997,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0001344128,0.005468617,0.0157615
95269,2023-01-20 10:54:39.879211,400466996,0,0,0,0,0,55.61,0.16,0,0,0.5,0.000246778,0.01267574,0.02876597
95303,2023-01-20 10:54:39.979157,400566998,0,0,0,0,0,55.61,0.16,0,0,0.5,0.0001551142,0.008410385,0.02344431
95336,2023-01-20 10:54:40.079162,400667000,0,0,0,0,0,55.61,0.16,0,0,0.5,0.0003355097,0.006226265,0.01093198
95368,2023-01-20 10:54:40.179176,400766996,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0003626272,0.004641509,0.01308045
95401,2023-01-20 10:54:40.279225,400867012,0,0,0,0,0,55.62,0.16,0,0,0.5,0.0003015589,0.01118448,0.02393143
95433,2023-01-20 10:54:40.379247,400966998,0,0,0,0,0,55.63,0.16,0,0,0.5,0.0002119705,0.007559631,0.02157602
95466,2023-01-20 10:54:40.479266,401067011,0,0,0,0,0,55.63,0.16,0,0,0.5,0.0001408523,0.005773683,0.01392848
95496,2023-01-20 10:54:40.579250,401166997,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0003214076,0.00562253,0.02095654
95533,2023-01-20 10:54:40.679222,401267000,0,0,0,0,0,55.64,0.16,0,0,0.5,0.0005165649,0.00814091,0.02068648
95563,2023-01-20 10:54:40.779180,401366996,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0003637921,0.006724993,0.02332539
95596,2023-01-20 10:54:40.879139,401466999,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0002635728,0.004991195,0.01774218
95631,2023-01-20 10:54:40.979095,401567000,0,0,0,0,0,55.67,0.16,0,0,0.5,0.0002120179,0.004725027,0.01931775
95665,2023-01-20 10:54:41.079119,401666996,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0001954793,0.005848459,0.01195276
95697,2023-01-20 10:54:41.179165,401766996,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0001158341,0.003545388,0.01317942
95730,2023-01-20 10:54:41.279202,401867004,0,0,0,0,0,55.65,0.16,0,0,0.5,0.0001289795,0.00872361,0.01999646
95761,2023-01-20 10:54:41.379234,401967013,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0001049706,0.004571024,0.01650602
95794,2023-01-20 10:54:41.479194,402066996,0,0,0,0,0,55.65,0.16,0,0,0.5,0.0002909375,0.005332239,0.01330417
95825,2023-01-20 10:54:41.579160,402166998,0,0,0,0,0,55.67,0.16,0,0,0.5,0.0003024209,0.002524859,0.01223211
95911,2023-01-20 10:54:41.679164,402267000,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0001889566,0.006665293,0.01632149
95941,2023-01-20 10:54:41.779181,402367005,0,0,0,0,0,55.68,0.16,0,0,0.5,0.0001278086,0.004727725,0.02041356
95974,2023-01-20 10:54:41.879166,402467003,0,0,0,0,0,55.65,0.16,0,0,0.5,0.0002092136,0.01062269,0.02225248
96008,2023-01-20 10:54:41.979143,402566998,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0001780329,0.007776397,0.02027191
96041,2023-01-20 10:54:42.079190,402667006,0,0,0,0,0,55.65,0.16,0,0,0.5,0.0003963105,0.02083958,0.04658491
96073,2023-01-20 10:54:42.179234,402766995,0,0,0,0,0,55.65,0.16,0,0,0.5,0.0002414272,0.01314802,0.03665247
96106,2023-01-20 10:54:42.279244,402867003,0,0,0,0,0,55.65,0.16,0,0,0.5,0.0004081442,0.02006176,0.04737249
96137,2023-01-20 10:54:42.379252,402967022,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0002179267,0.01091626,0.03663044
96170,2023-01-20 10:54:42.479234,403066996,0,0,0,0,0,55.65,0.16,0,0,0.5,0.0005312929,0.02723061,0.06611874
96201,2023-01-20 10:54:42.579247,403166997,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0001675651,0.01542257,0.04686806
96238,2023-01-20 10:54:42.679225,403267000,0,0,0,0,0,55.66,0.16,0,0,0.5,0.0002431336,0.01586793,0.04110292
96268,2023-01-20 10:54:42.779187,403366996,0,0,0,0,0,55.68,0.16,0,0,0.5,5.745659E-05,0.007599048,0.03327246
96301,2023-01-20 10:54:42.879171,403467005,0,0,0,0,0,55.67,0.16,0,0,0.5,0.000112036,0.009248321,0.0289471
96335,2023-01-20 10:54:42.979140,403566997,0,0,0,0,0,55.68,0.16,0,0,0.5,0.0002382129,0.006119819,0.02819784
96368,2023-01-20 10:54:43.079168,403666996,0,0,0,0,0,55.68,0.16,0,0,0.5,0.0005556002,0.009053778,0.02462989
96400,2023-01-20 10:54:43.179212,403766998,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0002815571,0.008694587,0.03552632
96433,2023-01-20 10:54:43.279239,403867003,0,0,0,0,0,55.72,0.16,0,0,0.5,0.0003124953,0.01199229,0.04390163
96464,2023-01-20 10:54:43.379260,403967008,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0002786589,0.01212697,0.04456353
96497,2023-01-20 10:54:43.479205,404066996,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0002264475,0.009574197,0.0407439
96527,2023-01-20 10:54:43.579146,404166996,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0002748812,0.01133576,0.04135131
96564,2023-01-20 10:54:43.679179,404266996,0,0,0,0,0,55.77,0.16,0,0,0.5,0.0003950896,0.016542,0.04938793
96594,2023-01-20 10:54:43.779236,404366997,0,0,0,0,0,55.79,0.16,0,0,0.5,0.0003129565,0.01549858,0.04675606
96629,2023-01-20 10:54:43.879223,404467014,0,0,0,0,0,55.8,0.16,0,0,0.5,0.0001326308,0.007017304,0.03340673
96664,2023-01-20 10:54:43.979152,404566997,0,0,0,0,0,55.81,0.16,0,0,0.5,0.0001800364,0.008362783,0.03558767
96697,2023-01-20 10:54:44.079136,404666996,0,0,0,0,0,55.81,0.16,0,0,0.5,0.0002283613,0.009446426,0.03538109
96729,2023-01-20 10:54:44.179158,404767024,0,0,0,0,0,55.83,0.16,0,0,0.5,0.0001588133,0.009425265,0.03795226
96762,2023-01-20 10:54:44.279184,404867003,0,0,0,0,0,55.82,0.16,0,0,0.5,0.0002003941,0.007407312,0.0297819
96793,2023-01-20 10:54:44.379250,404967009,0,0,0,0,0,55.83,0.16,0,0,0.5,0.0002880298,0.007423119,0.02860781
96826,2023-01-20 10:54:44.479254,405067014,0,0,0,0,0,55.82,0.16,0,0,0.5,0.0002178542,0.006028602,0.02726533
96856,2023-01-20 10:54:44.579222,405166998,0,0,0,0,0,55.83,0.16,0,0,0.5,0.0001363676,0.007013138,0.02758884
96893,2023-01-20 10:54:44.679201,405266996,0,0,0,0,0,55.81,0.16,0,0,0.5,0.0004199012,0.01102491,0.03394413
96924,2023-01-20 10:54:44.779190,405367005,0,0,0,0,0,55.82,0.16,0,0,0.5,0.000310911,0.008903165,0.02694068
96957,2023-01-20 10:54:44.879180,405467007,0,0,0,0,0,55.82,0.16,0,0,0.5,0.0003280352,0.01114792,0.0260467
96991,2023-01-20 10:54:44.979156,405566994,0,0,0,0,0,55.81,0.16,0,0,0.5,0.0001965055,0.007009992,0.01963453
97024,2023-01-20 10:54:45.079214,405667008,0,0,0,0,0,55.8,0.16,0,0,0.5,0.0001772333,0.005633699,0.01414683
97055,2023-01-20 10:54:45.179265,405767000,0,0,0,0,0,55.79,0.16,0,0,0.5,0.0001329275,0.00313649,0.007459918
97088,2023-01-20 10:54:45.272125,405867000,0,0,0,0,0,55.77,0.16,0,0,0.5,0.0002022775,0.00693546,0.02168593
97119,2023-01-20 10:54:45.363106,405967002,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0001534345,0.002646452,0.01176902
97152,2023-01-20 10:54:45.459422,406066998,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0003590177,0.01622825,0.04042466
97182,2023-01-20 10:54:45.559385,406166997,0,0,0,0,0,55.74,0.16,0,0,0.5,0.000262249,0.00978362,0.02882891
97219,2023-01-20 10:54:45.659406,406267012,0,0,0,0,0,55.72,0.16,0,0,0.5,0.0002034506,0.00423272,0.01559224
97249,2023-01-20 10:54:45.759426,406366999,0,0,0,0,0,55.72,0.16,0,0,0.5,0.0001997877,0.002707958,0.01079342
97282,2023-01-20 10:54:45.865943,406467006,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0001988344,0.005977314,0.02003236
97316,2023-01-20 10:54:45.976874,406567009,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0004825487,0.0016607,0.01206088
97349,2023-01-20 10:54:46.071988,406666997,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0004088586,0.005372535,0.01386952
97381,2023-01-20 10:54:46.162954,406767000,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0002687185,0.0059585,0.008249031
97414,2023-01-20 10:54:46.259305,406867001,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0003248032,0.006046951,0.01705076
97445,2023-01-20 10:54:46.359348,406966993,0,0,0,0,0,55.73,0.16,0,0,0.5,0.0001747619,0.005700625,0.01376353
97478,2023-01-20 10:54:46.465932,407067002,0,0,0,0,0,55.72,0.16,0,0,0.5,0.0003413297,0.00825442,0.0215673
97509,2023-01-20 10:54:46.576962,407166994,0,0,0,0,0,55.73,0.16,0,0,0.5,0.0003670265,0.004414308,0.01461023
97545,2023-01-20 10:54:46.672067,407266997,0,0,0,0,0,55.73,0.16,0,0,0.5,0.0004930373,0.005414085,0.01350771
97576,2023-01-20 10:54:46.763005,407367005,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0002348345,0.003205264,0.01150805
97610,2023-01-20 10:54:46.859313,407467004,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0002138345,0.004491372,0.0163478
97644,2023-01-20 10:54:46.959301,407566993,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0001421315,0.003307243,0.01083276
97677,2023-01-20 10:54:47.059315,407667008,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0002112955,0.00603585,0.0203116
97709,2023-01-20 10:54:47.159321,407767014,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0003424512,0.001991898,0.009392393
97742,2023-01-20 10:54:47.259292,407866996,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0004091215,0.00685291,0.0223364
97773,2023-01-20 10:54:47.359273,407966996,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0001762666,0.00480722,0.01033178
97806,2023-01-20 10:54:47.459277,408067002,0,0,0,0,0,55.75,0.16,0,0,0.5,6.763032E-05,0.003760212,0.01367263
97836,2023-01-20 10:54:47.559278,408166994,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0001843273,0.003162241,0.007503868
97872,2023-01-20 10:54:47.659311,408267006,0,0,0,0,0,55.75,0.16,0,0,0.5,0.000469922,0.01410854,0.03214103
97903,2023-01-20 10:54:47.759333,408367000,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0002410685,0.008899318,0.02498728
97936,2023-01-20 10:54:47.859317,408467001,0,0,0,0,0,55.75,0.16,0,0,0.5,0.000435126,0.01191835,0.02992814
97970,2023-01-20 10:54:47.959277,408567009,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0003938493,0.009011596,0.01723421
98003,2023-01-20 10:54:48.059255,408667005,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0004836714,0.01721855,0.04014229
98035,2023-01-20 10:54:48.159251,408767000,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0004917443,0.0123202,0.02430062
98068,2023-01-20 10:54:48.259252,408866997,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0002944308,0.01101382,0.02924839
98099,2023-01-20 10:54:48.359258,408966998,0,0,0,0,0,55.76,0.16,0,0,0.5,0.000168209,0.008962952,0.0170706
98132,2023-01-20 10:54:48.459308,409067002,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0001450239,0.00313803,0.01399943
98162,2023-01-20 10:54:48.559376,409166996,0,0,0,0,0,55.77,0.16,0,0,0.5,0.0001516432,0.00268708,0.005489414
98198,2023-01-20 10:54:48.659340,409267008,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0002208845,0.008696184,0.0249334
98229,2023-01-20 10:54:48.759200,409367000,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0002701199,0.004514104,0.01568086
98264,2023-01-20 10:54:48.859140,409467007,0,0,0,0,0,55.74,0.16,0,0,0.5,0.000462959,0.02058713,0.05042222
98298,2023-01-20 10:54:48.959103,409566993,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0003603692,0.01268678,0.03767835
98332,2023-01-20 10:54:49.059155,409667007,0,0,0,0,0,55.72,0.16,0,0,0.5,0.0003730022,0.0162288,0.04285809
98364,2023-01-20 10:54:49.159271,409767045,0,0,0,0,0,55.73,0.16,0,0,0.5,0.000160552,0.01077636,0.03259657
98397,2023-01-20 10:54:49.259257,409867000,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0002832806,0.009951206,0.02296921
98428,2023-01-20 10:54:49.359254,409966998,0,0,0,0,0,55.72,0.16,0,0,0.5,0.0002951286,0.009717191,0.02254471
98461,2023-01-20 10:54:49.459264,410067011,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0001817312,0.006057999,0.01593032
98491,2023-01-20 10:54:49.559243,410166993,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0002520384,0.005804336,0.01450985
98527,2023-01-20 10:54:49.659267,410267017,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0003150615,0.01399344,0.03857132
98558,2023-01-20 10:54:49.759261,410367009,0,0,0,0,0,55.71,0.16,0,0,0.5,0.000275641,0.008976536,0.02720179
98591,2023-01-20 10:54:49.859222,410467000,0,0,0,0,0,55.69,0.16,0,0,0.5,0.0002642167,0.00914823,0.02681033
98625,2023-01-20 10:54:49.959168,410566997,0,0,0,0,0,55.69,0.16,0,0,0.5,6.783325E-05,0.004078289,0.01671214
98658,2023-01-20 10:54:50.059158,410667006,0,0,0,0,0,55.69,0.16,0,0,0.5,0.000187192,0.01147207,0.03329898
98690,2023-01-20 10:54:50.159151,410766996,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0001295768,0.004653161,0.01906215
98723,2023-01-20 10:54:50.259180,410866996,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0003904804,0.009678395,0.01763196
98754,2023-01-20 10:54:50.359241,410967011,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0003193944,0.008058074,0.01532347
98787,2023-01-20 10:54:50.459250,411067001,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0003903461,0.01171366,0.02502584
98817,2023-01-20 10:54:50.559264,411167014,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0003086746,0.01147264,0.03065498
98853,2023-01-20 10:54:50.659235,411267013,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0002327343,0.01128075,0.02684789
98884,2023-01-20 10:54:50.759175,411366999,0,0,0,0,0,55.77,0.16,0,0,0.5,0.0002814283,0.01159406,0.03413625
98917,2023-01-20 10:54:50.859149,411466996,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0002958863,0.0118388,0.0282921
98951,2023-01-20 10:54:50.959153,411567006,0,0,0,0,0,55.77,0.16,0,0,0.5,0.0001751545,0.008998648,0.026606
98984,2023-01-20 10:54:51.059183,411667005,0,0,0,0,0,55.78,0.16,0,0,0.5,0.0003271308,0.01144359,0.02641564
99017,2023-01-20 10:54:51.159230,411766996,0,0,0,0,0,55.79,0.16,0,0,0.5,0.0003701638,0.0109778,0.0267342
99050,2023-01-20 10:54:51.259227,411867005,0,0,0,0,0,55.8,0.16,0,0,0.5,0.0004220505,0.01237351,0.03112057
99081,2023-01-20 10:54:51.359162,411966997,0,0,0,0,0,55.81,0.16,0,0,0.5,0.0002299995,0.009568356,0.02949617
99114,2023-01-20 10:54:51.459170,412066996,0,0,0,0,0,55.81,0.16,0,0,0.5,8.123142E-05,0.002967156,0.01728393
99144,2023-01-20 10:54:51.559222,412166994,0,0,0,0,0,55.82,0.16,0,0,0.5,0.0002591507,0.004317402,0.02004094
99181,2023-01-20 10:54:51.659253,412267000,0,0,0,0,0,55.82,0.16,0,0,0.5,0.0002770863,0.01107145,0.03040578
99212,2023-01-20 10:54:51.759268,412367012,0,0,0,0,0,55.83,0.16,0,0,0.5,0.0002819507,0.008916642,0.0263983
99245,2023-01-20 10:54:51.859245,412467020,0,0,0,0,0,55.83,0.16,0,0,0.5,0.0002994041,0.005303461,0.01677427
99279,2023-01-20 10:54:51.959169,412566998,0,0,0,0,0,55.83,0.16,0,0,0.5,0.0001529017,0.002962341,0.01483209
99312,2023-01-20 10:54:52.059146,412666996,0,0,0,0,0,55.82,0.16,0,0,0.5,7.970707E-05,0.006127448,0.01330878
99344,2023-01-20 10:54:52.159146,412766995,0,0,0,0,0,55.82,0.16,0,0,0.5,0.0001439865,0.00236554,0.01087419
99377,2023-01-20 10:54:52.259184,412867003,0,0,0,0,0,55.82,0.16,0,0,0.5,0.0003956202,0.008532656,0.02041839
99408,2023-01-20 10:54:52.359235,412967003,0,0,0,0,0,55.82,0.16,0,0,0.5,0.0003566478,0.006104248,0.0173956
99441,2023-01-20 10:54:52.459254,413067002,0,0,0,0,0,55.81,0.16,0,0,0.5,0.000200833,0.003968158,0.008152777
99471,2023-01-20 10:54:52.559248,413166997,0,0,0,0,0,55.81,0.16,0,0,0.5,0.0001500603,0.004719413,0.0125673
99507,2023-01-20 10:54:52.659222,413267000,0,0,0,0,0,55.79,0.16,0,0,0.5,0.0002127166,0.009844841,0.02181974
99538,2023-01-20 10:54:52.759185,413367011,0,0,0,0,0,55.79,0.16,0,0,0.5,0.0002687981,0.007299564,0.02067844
99571,2023-01-20 10:54:52.859152,413467001,0,0,0,0,0,55.78,0.16,0,0,0.5,0.0004963108,0.00487355,0.01639822
99605,2023-01-20 10:54:52.959145,413566998,0,0,0,0,0,55.78,0.16,0,0,0.5,0.00037,0.003739318,0.01462146
99638,2023-01-20 10:54:53.059176,413667000,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0004055802,0.01505276,0.03533226
99670,2023-01-20 10:54:53.159225,413766996,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0002489386,0.007074016,0.0159254
99703,2023-01-20 10:54:53.259225,413867004,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0001223317,0.01117662,0.02743484
99735,2023-01-20 10:54:53.359164,413966993,0,0,0,0,0,55.74,0.16,0,0,0.5,0.0001624998,0.005550569,0.01461722
99768,2023-01-20 10:54:53.459182,414066996,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0002415726,0.01488739,0.03762245
99798,2023-01-20 10:54:53.559242,414166997,0,0,0,0,0,55.72,0.16,0,0,0.5,0.000139633,0.007136731,0.02140619
99834,2023-01-20 10:54:53.659269,414267000,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0001482448,0.01064305,0.02868164
99865,2023-01-20 10:54:53.759277,414367007,0,0,0,0,0,55.71,0.16,0,0,0.5,0.000109164,0.005097987,0.01580094
99900,2023-01-20 10:54:53.859240,414467019,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0002522957,0.006497727,0.01751474
99935,2023-01-20 10:54:53.959136,414566997,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0001564256,0.005111393,0.01482988
99968,2023-01-20 10:54:54.059145,414666996,0,0,0,0,0,55.7,0.16,0,0,0.5,0.0001177245,0.005227046,0.01429603
100000,2023-01-20 10:54:54.159223,414767000,0,0,0,0,0,55.71,0.16,0,0,0.5,7.774118E-05,0.004905567,0.01530533
100033,2023-01-20 10:54:54.259257,414867003,0,0,0,0,0,55.71,0.16,0,0,0.5,0.0004195099,0.01601543,0.04124328
100064,2023-01-20 10:54:54.359250,414966994,0,0,0,0,0,55.72,0.16,0,0,0.5,0.0004098371,0.01181706,0.03293232
100097,2023-01-20 10:54:54.459263,415067005,0,0,0,0,0,55.73,0.16,0,0,0.5,0.0002585662,0.005398128,0.01676903
100127,2023-01-20 10:54:54.559259,415166998,0,0,0,0,0,55.75,0.16,0,0,0.5,0.0003267051,0.005697159,0.02318929
100163,2023-01-20 10:54:54.659224,415266995,0,0,0,0,0,55.76,0.16,0,0,0.5,0.0003382314,0.006981135,0.02545467
100194,2023-01-20 10:54:54.759185,415367012,0,0,0,0,0,55.77,0.16,0,0,0.5,0.0001890775,0.006924592,0.02391183
100227,2023-01-20 10:54:54.859153,415467003,0,0,0,0,0,55.79,0.16,0,0,0.5,0.0002416146,0.008198092,0.02569042
