LineNo,UTC_Approx,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
4041,2023-01-20 10:50:02.065060,122067284,0.81,-0.36,-0.67,0.86,219.48,220.73,0.07,0.02,3
4072,2023-01-20 10:50:02.165123,122167281,0.64,0.35,-1.02,0.74,219.48,220.75,0.07,0.02,3
4106,2023-01-20 10:50:02.265198,122267334,0.52,0.17,-1.21,-0.12,219.48,220.63,0.07,0.02,3
4137,2023-01-20 10:50:02.365132,122367270,0.68,-0.07,-1.37,-0.46,219.47,220.5,0.07,0.03,3
4169,2023-01-20 10:50:02.464878,122467276,0.65,0.28,-1.22,-0.89,219.48,220.65,0.08,0.02,3
4202,2023-01-20 10:50:02.564183,122566977,0.66,-0.16,-0.82,-0.86,219.48,221.04,0.08,0.02,3
4236,2023-01-20 10:50:02.663989,122666902,0.7,-0.47,-0.44,-0.87,219.49,221.53,0.07,0.02,3
4268,2023-01-20 10:50:02.764067,122766943,0.78,-0.33,-0.15,-0.49,219.49,222.03,0.07,0.02,3
4302,2023-01-20 10:50:02.864056,122866935,0.84,0.1,0.01,-0.05,219.49,222.34,0.09,0.01,3
4333,2023-01-20 10:50:02.964001,122966905,1.05,0.3,-0.09,-0.28,219.49,222.44,0.09,0.02,3
4366,2023-01-20 10:50:03.064023,123066937,1.29,0.51,-0.04,-0.63,219.49,222.34,0.13,0.02,3
4396,2023-01-20 10:50:03.164043,123166959,1.96,1.06,0.31,-0.15,219.5,222.07,0.13,0.02,3
4431,2023-01-20 10:50:03.263982,123266895,2.41,1.48,0.46,0.57,219.51,221.83,0.15,0.01,3
4461,2023-01-20 10:50:03.364003,123366911,2.98,1.85,0.16,0.91,219.49,221.93,0.15,0.01,3
4494,2023-01-20 10:50:03.464003,123466900,3.15,2.32,-0.18,0.72,219.47,222.27,0.18,0.02,3
4526,2023-01-20 10:50:03.564001,123566885,3.2,2.66,-0.32,0.48,219.47,222.81,0.18,0.02,3
4560,2023-01-20 10:50:03.664042,123666923,3.06,2.34,-0.37,0.34,219.46,223.42,0.16,0.02,3
4592,2023-01-20 10:50:03.764046,123766931,2.78,2.09,-0.22,0.35,219.47,223.99,0.16,0.02,3
4626,2023-01-20 10:50:03.864225,123866912,2.36,1.62,-0.09,0.46,219.48,224.32,0.15,0.02,3
4658,2023-01-20 10:50:03.964597,123966972,1.79,1.01,0.14,0.63,219.49,224.54,0.15,0.02,3
4691,2023-01-20 10:50:04.064714,124066935,0.44,0.09,0.14,0.67,219.49,224.36,0.17,0.02,3
4721,2023-01-20 10:50:04.164782,124166936,-1.44,-1.74,-0.07,0.84,219.49,223.86,0.17,0.02,3
4756,2023-01-20 10:50:04.264848,124266981,-3.24,-3.62,-0.35,0.76,219.5,223.38,0.15,0.01,3
4786,2023-01-20 10:50:04.364796,124366933,-4.68,-4.73,-0.7,-0.18,219.52,223,0.15,0.02,3
4819,2023-01-20 10:50:04.464742,124466907,-4.89,-5.34,-0.88,-0.72,219.54,222.68,0.16,0.02,3
4852,2023-01-20 10:50:04.564725,124566930,-3.91,-4.54,-0.75,-1.01,219.53,222.23,0.16,0.02,3
4886,2023-01-20 10:50:04.664724,124666916,-2.76,-2.99,-0.52,-0.81,219.52,221.81,0.16,0.02,3
4918,2023-01-20 10:50:04.764784,124766933,-2.38,-1.88,-0.25,-0.7,219.51,221.14,0.16,0.02,3
4952,2023-01-20 10:50:04.864826,124866991,-2.45,-1.26,0.06,-0.56,219.49,220.27,0.16,0.02,3
4982,2023-01-20 10:50:04.964723,124966935,-2.74,-1.78,0.48,-0.3,219.47,219.97,0.16,0.02,3
5015,2023-01-20 10:50:05.064765,125066963,-2.83,-2.5,0.82,0,219.46,220.38,0.19,0.01,3
5045,2023-01-20 10:50:05.164788,125166937,-2.55,-2.78,0.95,0.19,219.45,221.2,0.19,0.01,3
5080,2023-01-20 10:50:05.264795,125266930,-2.11,-2.68,1.07,0.34,219.45,222.15,0.16,0.01,3
5110,2023-01-20 10:50:05.365181,125367321,-1.6,-2.26,1.27,0.48,219.44,222.76,0.16,0.01,3
5143,2023-01-20 10:50:05.464807,125466940,-1.23,-1.41,1.34,0.89,219.44,223,0.14,0.02,3
5175,2023-01-20 10:50:05.564822,125566941,-0.94,-1,0.94,0.9,219.44,222.72,0.14,0.01,3
5210,2023-01-20 10:50:05.664819,125666932,-0.74,-0.85,0.19,-0.11,219.46,222.16,0.15,0.01,3
5242,2023-01-20 10:50:05.765158,125767268,-0.73,-0.61,-0.59,-1.16,219.47,221.35,0.15,0.02,3
5276,2023-01-20 10:50:05.859257,125867280,-0.65,-0.38,-0.91,-2.06,219.47,220.41,0.17,0.01,3
5306,2023-01-20 10:50:05.950172,125967269,-0.44,0.23,-0.67,-1.99,219.47,219.35,0.17,0.01,3
5339,2023-01-20 10:50:06.045233,126067287,-0.33,0.31,-0.44,-1.87,219.47,218.19,0.18,0.01,3
5369,2023-01-20 10:50:06.144889,126166907,-0.68,0.62,-0.36,-1.94,219.47,217,0.18,0.01,3
5404,2023-01-20 10:50:06.244372,126266925,-1.24,0.56,-0.56,-2.13,219.47,216.03,0.15,0.01,3
5436,2023-01-20 10:50:06.343446,126367238,-1.98,-0.08,-0.7,-2.42,215.99,212.33,0.15,0.01,3
5469,2023-01-20 10:50:06.442402,126466906,-2.65,-1.05,-0.8,-2.48,215.99,212.49,0.14,0.01,3
5501,2023-01-20 10:50:06.542401,126566917,-2.96,-2.5,-1.31,-2.85,216.02,212.99,0.14,0.01,3
5535,2023-01-20 10:50:06.642422,126666973,-2.81,-2.91,-2.09,-3.59,216.06,213.77,0.19,0.01,3
5567,2023-01-20 10:50:06.742302,126766917,-1.93,-2.44,-2.21,-3.84,216.06,214.25,0.19,0.01,3
5601,2023-01-20 10:50:06.842259,126866949,-1.15,-1.35,-2.1,-3.79,216.06,214.25,0.18,0,3
5631,2023-01-20 10:50:06.942166,126966945,-0.54,0.13,-1.85,-3.11,216.06,213.64,0.18,0.01,3
5664,2023-01-20 10:50:07.042143,127066982,-0.31,0.5,-2,-3.33,216.06,212.89,0.16,0.01,3
5694,2023-01-20 10:50:07.142051,127166908,-0.31,0.47,-2.27,-3.42,216.06,212.35,0.16,0.01,3
5729,2023-01-20 10:50:07.242085,127266925,-0.32,0.11,-2.4,-3.55,216.06,212.09,0.17,0.01,3
5759,2023-01-20 10:50:07.342488,127367265,-0.53,-0.36,-2.38,-3.47,216.06,212.18,0.17,0.01,3
5792,2023-01-20 10:50:07.442149,127466926,-0.61,-0.53,-2.11,-2.95,216.06,212.35,0.18,0.01,3
5824,2023-01-20 10:50:07.542071,127566935,-0.53,-0.1,-2.16,-2.43,216.06,212.55,0.18,0.01,3
5858,2023-01-20 10:50:07.646755,127666932,-0.39,-0.07,-2.36,-2.17,216.06,212.69,0.17,0.02,3
5890,2023-01-20 10:50:07.758030,127766934,-0.03,0.15,-2.68,-2.48,216.06,212.7,0.17,0.01,3
5924,2023-01-20 10:50:07.856549,127866940,0.3,0.36,-3.4,-3.14,216.06,212.76,0.18,0.01,3
5955,2023-01-20 10:50:07.947325,127966927,0.64,0.41,-3.89,-4.06,216.06,212.83,0.18,0.01,3
5989,2023-01-20 10:50:08.041976,128066932,0.88,0.67,-4.07,-4.31,216.05,212.98,0.17,0.01,3
6019,2023-01-20 10:50:08.141987,128166961,1.21,1.15,-3.55,-3.77,216.06,213.2,0.17,0.01,3
6054,2023-01-20 10:50:08.241958,128266925,1.42,1.5,-2.64,-2.77,216.09,213.59,0.15,0.01,3
6084,2023-01-20 10:50:08.342347,128367272,1.55,1.59,-1.53,-1.18,216.11,214.35,0.15,0.01,3
6117,2023-01-20 10:50:08.442033,128466937,1.64,1.55,-1.17,-0.45,216.12,215.17,0.15,0.01,3
6149,2023-01-20 10:50:08.542014,128566924,1.67,1.44,-1.42,-0.63,216.12,215.69,0.15,0.01,3
6183,2023-01-20 10:50:08.642024,128666942,1.6,1.42,-1.8,-1.27,216.11,215.88,0.15,0.01,3
6215,2023-01-20 10:50:08.742006,128766932,1.21,1.17,-2.45,-1.92,216.09,215.84,0.15,0.01,3
6249,2023-01-20 10:50:08.842074,128866964,0.76,0.8,-2.77,-2.53,216.08,215.48,0.13,0,3
6282,2023-01-20 10:50:08.942129,128966921,0.03,0.07,-3.05,-2.6,216.08,214.97,0.13,0.01,3
6315,2023-01-20 10:50:09.042208,129066927,-0.45,-0.83,-3.09,-2.48,216.08,214.57,0.15,0.01,3
6345,2023-01-20 10:50:09.142239,129166919,-0.61,-1.31,-2.85,-2.15,216.08,214.58,0.15,0.01,3
6380,2023-01-20 10:50:09.242207,129266941,-0.52,-1.34,-2.45,-1.11,216.08,214.98,0.14,0.01,3
6410,2023-01-20 10:50:09.342331,129367245,-0.17,-1.33,-1.42,-0.33,216.07,215.49,0.14,0,3
6443,2023-01-20 10:50:09.441987,129467523,0.26,-1.09,0.22,1.44,216.07,216.14,0.13,0,3
6475,2023-01-20 10:50:09.540852,129567608,0.74,-0.45,1.35,3.13,216.08,217.01,0.13,0,3
6509,2023-01-20 10:50:09.640110,129667597,1.08,0.41,1.78,3.72,216.09,217.94,0.15,0,3
6541,2023-01-20 10:50:09.740116,129767604,1.25,0.72,1.38,3.47,216.08,218.56,0.15,0,3
6575,2023-01-20 10:50:09.840175,129867673,1.22,0.89,0.93,2.95,216.07,219,0.17,0,3
6606,2023-01-20 10:50:09.940098,129967618,1.02,0.92,0.78,2.74,216.07,219.23,0.17,0,3
6639,2023-01-20 10:50:10.040097,130067620,0.89,0.57,0.62,2.68,216.06,219.35,0.16,0,3
6669,2023-01-20 10:50:10.140167,130167665,0.9,0.49,0.34,2.16,216.06,219.58,0.16,0,3
6704,2023-01-20 10:50:10.240012,130267599,0.94,0.46,0.12,1.5,216.05,219.78,0.16,0,3
6734,2023-01-20 10:50:10.339856,130367701,1.03,0.3,0.17,1.06,216.06,219.87,0.16,0.01,3
6767,2023-01-20 10:50:10.439611,130467623,1.07,0.46,0.52,1.16,216.06,219.8,0.15,0.01,3
6799,2023-01-20 10:50:10.539611,130567650,0.9,0.73,2,2.01,216.09,219.56,0.15,0,3
6833,2023-01-20 10:50:10.639571,130667633,0.81,1,4.71,4.71,216.13,219.3,0.14,0.01,3
6865,2023-01-20 10:50:10.739553,130767633,0.58,1.17,7.67,8.3,216.16,218.91,0.14,0.01,3
6899,2023-01-20 10:50:10.839590,130867716,0.38,0.97,9.32,10.82,216.18,218.54,0.15,0.01,3
6929,2023-01-20 10:50:10.939434,130967648,0.2,0.58,9.49,10.95,216.18,218.25,0.15,0.01,3
6962,2023-01-20 10:50:11.039416,131067650,0.07,0.43,8.89,9.23,216.18,217.77,0.13,0.01,3
6992,2023-01-20 10:50:11.139541,131167688,-0.05,0.34,8.46,7.72,216.18,217.15,0.13,0.01,3
7028,2023-01-20 10:50:11.239522,131267620,-0.27,0.49,8.14,7.08,216.18,216.55,0.12,0.01,3
7058,2023-01-20 10:50:11.339539,131367644,-0.66,0.02,7.92,6.56,216.18,215.87,0.12,0.01,3
7091,2023-01-20 10:50:11.439518,131467625,-1.07,-0.22,7.62,6.36,216.19,215.35,0.11,0.01,3
7122,2023-01-20 10:50:11.539534,131567635,-1.23,-0.46,7.31,6.09,216.19,214.99,0.11,0.01,3
7156,2023-01-20 10:50:11.639529,131667626,-1.29,-0.8,6.96,5.67,216.2,214.72,0.11,0.01,3
7188,2023-01-20 10:50:11.739535,131767633,-1.44,-0.46,6.81,5.12,216.2,214.73,0.11,0.02,3
7222,2023-01-20 10:50:11.839559,131867687,-1.6,-0.71,6.72,5.05,216.21,214.91,0.1,0.01,3
7252,2023-01-20 10:50:11.939432,131967635,-1.9,-0.87,6.71,5.35,216.21,215.3,0.1,0.01,3
7285,2023-01-20 10:50:12.039445,132067661,-2.12,-1.1,6.6,5.5,216.21,216.06,0.11,0.01,3
7315,2023-01-20 10:50:12.139548,132167683,-2.26,-1.29,6.59,5.5,216.21,217.09,0.11,0.01,3
7350,2023-01-20 10:50:12.239555,132267642,-2.24,-1.6,6.5,5.36,216.21,218.06,0.09,0.01,3
7380,2023-01-20 10:50:12.339555,132367646,-2.07,-2.14,6.57,4.95,216.21,218.41,0.09,0.01,3
7413,2023-01-20 10:50:12.439495,132467591,-1.77,-2.15,6.52,4.94,216.21,218.36,0.09,0.01,3
7445,2023-01-20 10:50:12.539520,132567623,-1.51,-1.84,6.35,4.96,216.22,218.21,0.09,0.01,3
7479,2023-01-20 10:50:12.639520,132667624,-1.2,-1.69,6.02,4.76,216.23,218.26,0.09,0.01,3
7511,2023-01-20 10:50:12.739523,132767616,-0.67,-1.36,5.74,3.89,216.23,218.49,0.09,0.01,3
7545,2023-01-20 10:50:12.839541,132867657,-0.05,-0.82,5.47,3.34,216.23,218.07,0.11,0.01,3
7575,2023-01-20 10:50:12.939451,132967641,0.05,-0.22,5.17,3.21,215.9,216.99,0.11,0.01,3
7609,2023-01-20 10:50:13.039430,133067635,0.01,0,4.92,3.33,215.03,215.81,0.11,0.01,3
7639,2023-01-20 10:50:13.139558,133167689,0.07,0.01,4.7,2.98,213.94,214.66,0.11,0.01,3
7674,2023-01-20 10:50:13.239526,133267613,0.22,-0.27,4.53,2.68,212.87,213.32,0.13,0.01,3
7704,2023-01-20 10:50:13.339542,133367632,0.11,-0.61,4.45,2.51,212.27,211.55,0.13,0.02,3
7737,2023-01-20 10:50:13.439529,133467621,0.17,-0.77,4.38,2.69,212.27,209.74,0.13,0.01,3
7769,2023-01-20 10:50:13.539551,133567642,0.36,-0.05,4.5,3.04,212.27,208.32,0.13,0.01,3
7803,2023-01-20 10:50:13.639543,133667635,0.48,0.63,4.59,3.14,212.27,207.34,0.13,0.01,3
7835,2023-01-20 10:50:13.739537,133767630,0.26,0.68,4.47,2.99,212.27,206.95,0.13,0.01,3
7869,2023-01-20 10:50:13.839529,133867656,0.21,-0.09,4.35,2.66,212.27,207.34,0.13,0.01,3
7901,2023-01-20 10:50:13.939426,133967636,0.59,0.44,4.25,1.92,212.27,207.88,0.13,0.01,3
7934,2023-01-20 10:50:14.039419,134067650,0.92,1.38,4.39,1.79,212.27,208.39,0.14,0.01,3
7964,2023-01-20 10:50:14.139518,134167675,1.16,1.47,4.61,2.58,212.28,209.07,0.14,0.01,3
7999,2023-01-20 10:50:14.239492,134267602,1.21,1.75,4.89,3.06,212.28,209.72,0.14,0.01,3
8029,2023-01-20 10:50:14.339543,134367645,0.99,1.3,5.16,3.39,212.29,210.16,0.14,0.01,3
8062,2023-01-20 10:50:14.439522,134467620,0.75,0.84,5.32,3.83,212.29,210.44,0.13,0.01,3
8095,2023-01-20 10:50:14.539538,134567636,0.6,0.64,5.45,3.95,212.29,210.81,0.13,0.01,3
8129,2023-01-20 10:50:14.639534,134667632,0.64,0.62,5.56,4.11,212.3,211.32,0.14,0.01,3
8161,2023-01-20 10:50:14.739525,134767623,1.01,0.93,5.81,4.04,212.3,211.97,0.14,0.01,3
8195,2023-01-20 10:50:14.839512,134867643,1.34,1.03,5.95,4.47,212.3,212.36,0.18,0.02,3
8225,2023-01-20 10:50:14.939425,134967640,1.29,0.8,5.96,4.8,212.3,212.27,0.18,0.01,3
8258,2023-01-20 10:50:15.039379,135067619,1.14,0.78,6.02,4.74,212.3,211.96,0.17,0.01,3
8288,2023-01-20 10:50:15.139493,135167668,1.07,1.11,6.04,4.69,212.3,211.46,0.17,0.02,3
8323,2023-01-20 10:50:15.239492,135267620,1,1.1,6.01,5.19,212.3,211.22,0.15,0.01,3
8353,2023-01-20 10:50:15.339532,135367640,0.96,1.02,5.96,5.06,212.3,211.15,0.15,0.01,3
8386,2023-01-20 10:50:15.439583,135467680,0.91,0.77,5.91,4.93,212.3,211.11,0.14,0.01,3
8418,2023-01-20 10:50:15.539554,135567654,0.71,0.65,5.89,4.63,211.84,210.99,0.14,0.01,3
8452,2023-01-20 10:50:15.639519,135667620,0.36,0.71,5.94,4.66,210.66,210.66,0.14,0.01,3
8484,2023-01-20 10:50:15.739527,135767625,0.14,0,6.01,4.71,209.33,210.2,0.14,0.01,3
8518,2023-01-20 10:50:15.839536,135867645,-0.06,0.04,6.08,4.97,207.16,209.35,0.12,0.01,3
8548,2023-01-20 10:50:15.939512,135967652,-0.01,0.18,6.15,4.85,204.3,207.74,0.12,0.01,3
8581,2023-01-20 10:50:16.039490,136067637,-0.04,0.24,6.21,4.95,201.06,205.09,0.12,0.01,3
8611,2023-01-20 10:50:16.139506,136167622,-0.07,0.51,6.41,5.42,197.47,201.52,0.12,0.02,3
8646,2023-01-20 10:50:16.239502,136267621,-0.37,0.74,6.61,5.7,193.88,197.47,0.13,0.03,3
8676,2023-01-20 10:50:16.339435,136367608,-0.72,0.83,7.01,5.99,190.41,193.27,0.13,0.04,3
8709,2023-01-20 10:50:16.439427,136467610,-1.29,0.61,7.28,6.38,187.1,189.22,0.17,0.05,3
8741,2023-01-20 10:50:16.539557,136567682,-1.92,0.06,7.18,6.53,183.81,185.53,0.17,0.06,3
8775,2023-01-20 10:50:16.639527,136667618,-2.67,-0.45,6.92,6.47,180.55,182.08,0.17,0.06,3
8807,2023-01-20 10:50:16.739547,136767641,-3.45,-1.16,6.75,6.31,177.29,178.9,0.17,0.07,3
8841,2023-01-20 10:50:16.839524,136867628,-4.28,-1.59,6.46,6.14,174.04,176.14,0.15,0.07,3
8871,2023-01-20 10:50:16.939511,136967639,-4.9,-2.19,6.13,5.97,170.8,173.45,0.15,0.08,3
8904,2023-01-20 10:50:17.039514,137067645,-5.56,-2.42,5.7,5.54,167.57,170.54,0.13,0.08,3
8934,2023-01-20 10:50:17.139539,137167641,-6.3,-2.91,5.22,5.34,164.32,167.71,0.13,0.09,3
8969,2023-01-20 10:50:17.239598,137267686,-6.94,-3.7,4.77,5.42,161.06,165.21,0.12,0.09,3
8999,2023-01-20 10:50:17.339565,137367662,-7.26,-4.21,4.36,5.28,157.78,162.48,0.12,0.09,3
9032,2023-01-20 10:50:17.439514,137467612,-7.51,-4.63,3.96,4.78,154.51,159.43,0.1,0.1,3
9064,2023-01-20 10:50:17.539533,137567620,-7.68,-4.57,3.45,4.72,151.26,156.22,0.1,0.1,3
9098,2023-01-20 10:50:17.639612,137667693,-7.81,-4.74,2.93,4.35,147.99,152.64,0.08,0.1,3
9130,2023-01-20 10:50:17.739558,137767639,-7.87,-4.77,2.36,3.88,144.73,148.83,0.08,0.11,3
9164,2023-01-20 10:50:17.836053,137867661,-8.04,-4.71,1.84,3.54,141.45,145.04,0.08,0.1,3
9194,2023-01-20 10:50:17.927120,137967633,-8.18,-4.79,1.6,3.1,138.16,141.22,0.08,0.1,3
9227,2023-01-20 10:50:18.022165,138067644,-8.41,-4.65,1.39,3.14,134.86,137.51,0.07,0.09,3
9258,2023-01-20 10:50:18.132938,138167620,-8.37,-4.96,1.14,3.22,131.53,133.93,0.07,0.09,3
9293,2023-01-20 10:50:18.239499,138267629,-8.13,-4.9,0.8,2.76,128.25,130.23,0.07,0.09,3
9323,2023-01-20 10:50:18.339618,138367707,-7.8,-4.86,0.5,2.66,125.43,126.71,0.07,0.08,3
9356,2023-01-20 10:50:18.436053,138467639,-7.71,-4.82,0.39,3.02,124.49,123.47,0.06,0.08,3
9388,2023-01-20 10:50:18.527161,138567645,-7.51,-4.99,0.42,3.33,124.48,121.1,0.06,0.08,3
9422,2023-01-20 10:50:18.620012,138667616,-7.46,-4.9,0.16,3.57,124.52,119.89,0.05,0.07,3
9454,2023-01-20 10:50:18.720000,138767638,-7.25,-5.14,-0.07,3.29,124.55,119.51,0.05,0.07,3
9488,2023-01-20 10:50:18.819948,138867620,-7.05,-5.14,-0.33,3.02,124.11,119.76,0.05,0.06,3
9520,2023-01-20 10:50:18.919888,138967596,-6.64,-4.98,-0.68,2.67,121.3,120.15,0.05,0.05,3
9553,2023-01-20 10:50:19.019956,139067686,-6.17,-4.65,-0.91,1.94,117.99,119.62,0.05,0.04,3
9583,2023-01-20 10:50:19.119942,139167636,-5.71,-4.36,-0.72,1.43,116.75,118.1,0.05,0.04,3
9618,2023-01-20 10:50:19.219941,139267612,-5.39,-4.37,-0.43,1.51,116.72,116.79,0.05,0.03,3
9648,2023-01-20 10:50:19.319935,139367631,-5.05,-4.29,-0.16,1.53,116.7,116.08,0.05,0.03,3
9681,2023-01-20 10:50:19.419924,139467652,-4.82,-3.81,-0.01,1.73,116.69,115.76,0.06,0.03,3
9713,2023-01-20 10:50:19.519844,139567624,-4.69,-3.68,0.23,1.89,116.67,115.65,0.06,0.03,3
9747,2023-01-20 10:50:19.619782,139667606,-4.67,-3.78,0.45,1.88,116.65,115.71,0.08,0.03,3
9779,2023-01-20 10:50:19.719801,139767627,-4.35,-4.1,0.86,2.09,116.61,116.01,0.08,0.03,3
9813,2023-01-20 10:50:19.819774,139867605,-4.18,-3.75,1.12,2.6,116.6,116.43,0.07,0.03,3
9843,2023-01-20 10:50:19.919772,139967620,-3.87,-3.32,1.5,2.7,116.57,116.66,0.07,0.04,3
9876,2023-01-20 10:50:20.019843,140067703,-3.64,-3.31,1.66,2.74,116.56,116.83,0.07,0.04,3
9906,2023-01-20 10:50:20.119787,140167637,-3.41,-3.56,1.84,3.02,116.55,117.09,0.07,0.04,3
9941,2023-01-20 10:50:20.219811,140267640,-3.19,-4,1.91,3.2,116.54,117.33,0.08,0.04,3
