LineNo,UTC_Approx,TimeUS,Id,Pri,Total,Free,Name
1859,2023-01-20 10:49:56.743806,116745566,1,1,352,144,idle
1906,2023-01-20 10:49:56.843613,116845584,2,60,1104,768,UART_RX
1950,2023-01-20 10:49:56.943603,116945575,3,60,656,400,OTG1
2001,2023-01-20 10:49:57.043960,117045923,4,183,1360,1016,monitor
2047,2023-01-20 10:49:57.145001,117146943,5,181,1872,1488,timer
2096,2023-01-20 10:49:57.250003,117246969,6,181,848,592,rcout
2154,2023-01-20 10:49:57.361038,117346978,7,177,1360,912,rcin
2213,2023-01-20 10:49:57.460264,117448358,8,58,2384,1456,io
2271,2023-01-20 10:49:57.552151,117549429,9,59,1360,824,storage
2326,2023-01-20 10:49:57.647407,117649477,10,60,656,248,UART3
2382,2023-01-20 10:49:57.748451,117750544,11,60,656,264,UART4
2431,2023-01-20 10:49:57.848450,117850569,12,60,656,264,UART5
2473,2023-01-20 10:49:57.949759,117951908,13,176,1360,856,I2C0
2516,2023-01-20 10:49:58.049825,118051948,14,59,1616,896,OSD
2555,2023-01-20 10:49:58.150993,118153032,15,59,1912,392,log_io
2598,2023-01-20 10:49:58.252881,118254896,16,181,1360,720,SPI1
2636,2023-01-20 10:49:58.352432,118354478,255,255,1536,1264,ISR
2677,2023-01-20 10:49:58.452404,118454465,0,182,7168,5368,ArduCopter
2715,2023-01-20 10:49:58.553465,118555528,1,1,352,144,idle
2758,2023-01-20 10:49:58.655208,118657287,2,60,1104,768,UART_RX
2799,2023-01-20 10:49:58.755197,118757302,3,60,656,400,OTG1
2841,2023-01-20 10:49:58.856214,118858330,4,183,1360,1016,monitor
2881,2023-01-20 10:49:58.957365,118959480,5,181,1872,1488,timer
2921,2023-01-20 10:49:59.057361,119059460,6,181,848,592,rcout
2959,2023-01-20 10:49:59.158405,119160477,7,177,1360,912,rcin
3002,2023-01-20 10:49:59.258424,119260486,8,58,2384,1456,io
3040,2023-01-20 10:49:59.358479,119360542,9,59,1360,824,storage
3083,2023-01-20 10:49:59.460004,119462070,10,60,656,248,UART3
3123,2023-01-20 10:49:59.561256,119563327,11,60,656,264,UART4
3165,2023-01-20 10:49:59.662554,119664638,12,60,656,264,UART5
3207,2023-01-20 10:49:59.763634,119765736,13,176,1360,856,I2C0
3269,2023-01-20 10:49:59.865322,119867434,14,59,1616,896,OSD
3308,2023-01-20 10:49:59.965341,119967458,15,59,1912,392,log_io
3348,2023-01-20 10:50:00.068835,120070935,16,181,1360,720,SPI1
3389,2023-01-20 10:50:00.170152,120172225,255,255,1536,1264,ISR
3428,2023-01-20 10:50:00.270824,120272895,0,182,7168,5368,ArduCopter
3467,2023-01-20 10:50:00.371190,120373269,1,1,352,144,idle
3507,2023-01-20 10:50:00.471037,120473113,2,60,1104,768,UART_RX
3548,2023-01-20 10:50:00.572458,120574527,3,60,656,400,OTG1
3590,2023-01-20 10:50:00.673095,120675171,4,183,1360,1016,monitor
3630,2023-01-20 10:50:00.774858,120776946,5,181,1872,1488,timer
3670,2023-01-20 10:50:00.877614,120879720,6,181,848,592,rcout
3707,2023-01-20 10:50:00.978426,120980550,7,177,1360,912,rcin
3739,2023-01-20 10:50:01.080236,121082359,8,58,2384,1456,io
3772,2023-01-20 10:50:01.180278,121182394,9,59,1360,824,storage
3804,2023-01-20 10:50:01.280222,121282380,10,60,656,248,UART3
3835,2023-01-20 10:50:01.381241,121383454,11,60,656,264,UART4
3868,2023-01-20 10:50:01.482414,121484594,12,60,656,264,UART5
3900,2023-01-20 10:50:01.582453,121584582,13,176,1360,856,I2C0
3936,2023-01-20 10:50:01.683559,121685677,14,59,1616,896,OSD
3966,2023-01-20 10:50:01.784889,121787005,15,59,1912,392,log_io
4000,2023-01-20 10:50:01.884859,121887039,16,181,1360,720,SPI1
4031,2023-01-20 10:50:01.984768,121987024,255,255,1536,1264,ISR
4064,2023-01-20 10:50:02.085977,122088187,0,182,7168,5368,ArduCopter
4096,2023-01-20 10:50:02.187372,122189515,1,1,352,144,idle
4129,2023-01-20 10:50:02.288425,122290562,2,60,1104,768,UART_RX
4159,2023-01-20 10:50:02.388532,122390671,3,60,656,400,OTG1
4192,2023-01-20 10:50:02.489850,122492347,4,183,1360,1016,monitor
4225,2023-01-20 10:50:02.589198,122592092,5,181,1872,1488,timer
4261,2023-01-20 10:50:02.690126,122693030,6,181,848,592,rcout
4291,2023-01-20 10:50:02.790280,122793147,7,177,1360,912,rcin
4326,2023-01-20 10:50:02.891631,122894517,8,58,2384,1456,io
4356,2023-01-20 10:50:02.991733,122994644,9,59,1360,824,storage
4389,2023-01-20 10:50:03.092666,123095581,10,60,656,248,UART3
4421,2023-01-20 10:50:03.192745,123195662,11,60,656,264,UART4
4454,2023-01-20 10:50:03.294097,123297009,12,60,656,264,UART5
4484,2023-01-20 10:50:03.394209,123397115,13,176,1360,856,I2C0
4517,2023-01-20 10:50:03.495148,123498041,14,59,1616,896,OSD
4549,2023-01-20 10:50:03.595274,123598154,15,59,1912,392,log_io
4585,2023-01-20 10:50:03.696689,123699571,16,181,1360,720,SPI1
4615,2023-01-20 10:50:03.796662,123799548,255,255,1536,1264,ISR
4651,2023-01-20 10:50:03.907270,123909823,0,182,7168,5368,ArduCopter
4684,2023-01-20 10:50:04.011145,124013402,1,1,352,144,idle
4714,2023-01-20 10:50:04.111423,124113613,2,60,1104,768,UART_RX
4749,2023-01-20 10:50:04.212445,124214576,3,60,656,400,OTG1
4779,2023-01-20 10:50:04.313807,124315942,4,183,1360,1016,monitor
4812,2023-01-20 10:50:04.414868,124417013,5,181,1872,1488,timer
4842,2023-01-20 10:50:04.514824,124517009,6,181,848,592,rcout
4879,2023-01-20 10:50:04.615828,124618040,7,177,1360,912,rcin
4911,2023-01-20 10:50:04.715893,124718063,8,58,2384,1456,io
4944,2023-01-20 10:50:04.816232,124818374,9,59,1360,824,storage
4975,2023-01-20 10:50:04.917336,124919526,10,60,656,248,UART3
5008,2023-01-20 10:50:05.018331,125020551,11,60,656,264,UART4
5038,2023-01-20 10:50:05.118399,125120571,12,60,656,264,UART5
5073,2023-01-20 10:50:05.220500,125222633,13,176,1360,856,I2C0
5103,2023-01-20 10:50:05.320184,125322322,14,59,1616,896,OSD
5136,2023-01-20 10:50:05.421251,125423390,15,59,1912,392,log_io
5166,2023-01-20 10:50:05.522541,125524666,16,181,1360,720,SPI1
5203,2023-01-20 10:50:05.623493,125625607,255,255,1536,1264,ISR
5235,2023-01-20 10:50:05.723530,125725641,0,182,7168,5368,ArduCopter
5268,2023-01-20 10:50:05.821467,125825719,1,1,352,144,idle
5300,2023-01-20 10:50:05.914040,125927531,2,60,1104,768,UART_RX
5332,2023-01-20 10:50:06.005403,126027471,3,60,656,400,OTG1
5363,2023-01-20 10:50:06.105719,126127751,4,183,1360,1016,monitor
5397,2023-01-20 10:50:06.207590,126229683,5,181,1872,1488,timer
5430,2023-01-20 10:50:06.307700,126331045,6,181,848,592,rcout
5462,2023-01-20 10:50:06.407566,126432066,7,177,1360,912,rcin
5493,2023-01-20 10:50:06.507564,126532076,8,58,2384,1456,io
5528,2023-01-20 10:50:06.608616,126633145,9,59,1360,824,storage
5561,2023-01-20 10:50:06.709980,126734574,10,60,656,248,UART3
5594,2023-01-20 10:50:06.809917,126834578,11,60,656,264,UART4
5625,2023-01-20 10:50:06.909858,126934608,12,60,656,264,UART5
5657,2023-01-20 10:50:07.010637,127035470,13,176,1360,856,I2C0
5688,2023-01-20 10:50:07.112569,127137420,14,59,1616,896,OSD
5722,2023-01-20 10:50:07.213434,127238292,15,59,1912,392,log_io
5753,2023-01-20 10:50:07.312709,127337505,16,181,1360,720,SPI1
5785,2023-01-20 10:50:07.414943,127439697,255,255,1536,1264,ISR
5816,2023-01-20 10:50:07.514757,127539597,0,182,7168,5368,ArduCopter
5851,2023-01-20 10:50:07.617464,127640609,1,1,352,144,idle
5884,2023-01-20 10:50:07.730327,127742038,2,60,1104,768,UART_RX
5917,2023-01-20 10:50:07.833978,127842078,3,60,656,400,OTG1
5949,2023-01-20 10:50:07.924751,127942063,4,183,1360,1016,monitor
5982,2023-01-20 10:50:08.018166,128043117,5,181,1872,1488,timer
6013,2023-01-20 10:50:08.119668,128144638,6,181,848,592,rcout
6047,2023-01-20 10:50:08.220752,128245728,7,177,1360,912,rcin
6078,2023-01-20 10:50:08.322111,128347045,8,58,2384,1456,io
6111,2023-01-20 10:50:08.422206,128447108,9,59,1360,824,storage
6141,2023-01-20 10:50:08.523118,128548027,10,60,656,248,UART3
6177,2023-01-20 10:50:08.623203,128648119,11,60,656,264,UART4
6209,2023-01-20 10:50:08.724959,128749884,12,60,656,264,UART5
6243,2023-01-20 10:50:08.824668,128849575,13,176,1360,856,I2C0
6276,2023-01-20 10:50:08.925727,128950535,14,59,1616,896,OSD
6309,2023-01-20 10:50:09.025850,129050575,15,59,1912,392,log_io
6339,2023-01-20 10:50:09.127337,129152023,16,181,1360,720,SPI1
6374,2023-01-20 10:50:09.227324,129252031,255,255,1536,1264,ISR
6404,2023-01-20 10:50:09.327134,129352021,0,182,7168,5368,ArduCopter
6437,2023-01-20 10:50:09.427032,129452384,1,1,352,144,idle
6467,2023-01-20 10:50:09.526858,129553441,2,60,1104,768,UART_RX
6503,2023-01-20 10:50:09.627645,129655132,3,60,656,400,OTG1
6535,2023-01-20 10:50:09.727649,129755137,4,183,1360,1016,monitor
6569,2023-01-20 10:50:09.828725,129856220,5,181,1872,1488,timer
6600,2023-01-20 10:50:09.928763,129956280,6,181,848,592,rcout
6633,2023-01-20 10:50:10.029885,130057410,7,177,1360,912,rcin
6663,2023-01-20 10:50:10.130898,130158398,8,58,2384,1456,io
6698,2023-01-20 10:50:10.232319,130259886,9,59,1360,824,storage
6728,2023-01-20 10:50:10.332072,130359897,10,60,656,248,UART3
6761,2023-01-20 10:50:10.432208,130460218,11,60,656,264,UART4
6791,2023-01-20 10:50:10.532106,130560143,12,60,656,264,UART5
6827,2023-01-20 10:50:10.632185,130660246,13,176,1360,856,I2C0
6859,2023-01-20 10:50:10.733206,130761285,14,59,1616,896,OSD
6896,2023-01-20 10:50:10.834623,130862745,15,59,1912,392,log_io
6926,2023-01-20 10:50:10.935637,130963848,16,181,1360,720,SPI1
6959,2023-01-20 10:50:11.035664,131063901,255,255,1536,1264,ISR
6991,2023-01-20 10:50:11.137460,131165609,0,182,7168,5368,ArduCopter
7027,2023-01-20 10:50:11.237479,131265577,1,1,352,144,idle
7057,2023-01-20 10:50:11.337778,131365883,2,60,1104,768,UART_RX
7090,2023-01-20 10:50:11.438612,131466719,3,60,656,400,OTG1
7144,2023-01-20 10:50:11.540211,131568312,4,183,1360,1016,monitor
7180,2023-01-20 10:50:11.648582,131676679,5,181,1872,1488,timer
7210,2023-01-20 10:50:11.741226,131769324,6,181,848,592,rcout
7244,2023-01-20 10:50:11.842329,131870459,7,177,1360,912,rcin
7275,2023-01-20 10:50:11.948196,131976405,8,58,2384,1456,io
7307,2023-01-20 10:50:12.049822,132078030,9,59,1360,824,storage
7340,2023-01-20 10:50:12.149819,132177946,10,60,656,248,UART3
7372,2023-01-20 10:50:12.249902,132277990,11,60,656,264,UART4
7403,2023-01-20 10:50:12.351029,132379120,12,60,656,264,UART5
7435,2023-01-20 10:50:12.452117,132480214,13,176,1360,856,I2C0
7468,2023-01-20 10:50:12.553181,132581286,14,59,1616,896,OSD
7503,2023-01-20 10:50:12.653168,132681271,15,59,1912,392,log_io
7534,2023-01-20 10:50:12.753198,132781290,16,181,1360,720,SPI1
7567,2023-01-20 10:50:12.854517,132882644,255,255,1536,1264,ISR
7599,2023-01-20 10:50:12.954474,132982675,0,182,7168,5368,ArduCopter
7631,2023-01-20 10:50:13.054490,133082684,1,1,352,144,idle
7664,2023-01-20 10:50:13.155587,133183706,2,60,1104,768,UART_RX
7696,2023-01-20 10:50:13.257044,133285132,3,60,656,400,OTG1
7727,2023-01-20 10:50:13.357164,133385255,4,183,1360,1016,monitor
7759,2023-01-20 10:50:13.457078,133485170,5,181,1872,1488,timer
7792,2023-01-20 10:50:13.557140,133585231,6,181,848,592,rcout
7827,2023-01-20 10:50:13.657157,133685249,7,177,1360,912,rcin
7858,2023-01-20 10:50:13.758163,133786257,8,58,2384,1456,io
7891,2023-01-20 10:50:13.859998,133888142,9,59,1360,824,storage
7924,2023-01-20 10:50:13.962261,133990490,10,60,656,248,UART3
7957,2023-01-20 10:50:14.062281,134090495,11,60,656,264,UART4
7989,2023-01-20 10:50:14.162331,134190472,12,60,656,264,UART5
8022,2023-01-20 10:50:14.263459,134291567,13,176,1360,856,I2C0
8052,2023-01-20 10:50:14.364575,134392676,14,59,1616,896,OSD
8085,2023-01-20 10:50:14.465585,134493683,15,59,1912,392,log_io
8118,2023-01-20 10:50:14.565625,134593723,16,181,1360,720,SPI1
8154,2023-01-20 10:50:14.665878,134693976,255,255,1536,1264,ISR
8184,2023-01-20 10:50:14.767132,134795230,0,182,7168,5368,ArduCopter
8218,2023-01-20 10:50:14.868109,134896264,1,1,352,144,idle
8248,2023-01-20 10:50:14.968040,134996279,2,60,1104,768,UART_RX
8281,2023-01-20 10:50:15.068098,135096320,3,60,656,400,OTG1
8313,2023-01-20 10:50:15.169498,135197654,4,183,1360,1016,monitor
8346,2023-01-20 10:50:15.269541,135297663,5,181,1872,1488,timer
8376,2023-01-20 10:50:15.369643,135397745,6,181,848,592,rcout
8409,2023-01-20 10:50:15.470607,135498705,7,177,1360,912,rcin
8441,2023-01-20 10:50:15.572107,135600208,8,58,2384,1456,io
8477,2023-01-20 10:50:15.673211,135701311,9,59,1360,824,storage
8507,2023-01-20 10:50:15.773228,135801326,10,60,656,248,UART3
8541,2023-01-20 10:50:15.877193,135905314,11,60,656,264,UART4
8571,2023-01-20 10:50:15.978146,136006298,12,60,656,264,UART5
8604,2023-01-20 10:50:16.078218,136106353,13,176,1360,856,I2C0
8636,2023-01-20 10:50:16.179715,136207818,14,59,1616,896,OSD
8669,2023-01-20 10:50:16.279716,136307856,15,59,1912,392,log_io
8699,2023-01-20 10:50:16.380679,136408874,16,181,1360,720,SPI1
8732,2023-01-20 10:50:16.481996,136510154,255,255,1536,1264,ISR
8765,2023-01-20 10:50:16.582155,136610255,0,182,7168,5368,ArduCopter
8800,2023-01-20 10:50:16.682128,136710220,1,1,352,144,idle
8831,2023-01-20 10:50:16.783170,136811265,2,60,1104,768,UART_RX
8864,2023-01-20 10:50:16.884534,136912649,3,60,656,400,OTG1
8895,2023-01-20 10:50:16.984514,137012652,4,183,1360,1016,monitor
8927,2023-01-20 10:50:17.084534,137112652,5,181,1872,1488,timer
8960,2023-01-20 10:50:17.185614,137213703,6,181,848,592,rcout
8992,2023-01-20 10:50:17.285919,137314011,7,177,1360,912,rcin
9023,2023-01-20 10:50:17.387538,137415639,8,58,2384,1456,io
9055,2023-01-20 10:50:17.487533,137515625,9,59,1360,824,storage
9088,2023-01-20 10:50:17.587634,137615715,10,60,656,248,UART3
9123,2023-01-20 10:50:17.688602,137716683,11,60,656,264,UART4
9154,2023-01-20 10:50:17.789810,137817892,12,60,656,264,UART5
9187,2023-01-20 10:50:17.881644,137917709,13,176,1360,856,I2C0
9218,2023-01-20 10:50:17.973676,138018741,14,59,1616,896,OSD
9251,2023-01-20 10:50:18.080663,138120440,15,59,1912,392,log_io
9284,2023-01-20 10:50:18.191540,138220511,16,181,1360,720,SPI1
9316,2023-01-20 10:50:18.292356,138320464,255,255,1536,1264,ISR
9347,2023-01-20 10:50:18.393479,138421547,0,182,7168,5368,ArduCopter
9379,2023-01-20 10:50:18.486198,138522681,1,1,352,144,idle
9412,2023-01-20 10:50:18.577361,138622747,2,60,1104,768,UART_RX
9447,2023-01-20 10:50:18.676080,138723703,3,60,656,400,OTG1
9478,2023-01-20 10:50:18.787913,138835574,4,183,1360,1016,monitor
9514,2023-01-20 10:50:18.889996,138937693,5,181,1872,1488,timer
9544,2023-01-20 10:50:18.989989,139037722,6,181,848,592,rcout
9577,2023-01-20 10:50:19.091140,139138845,7,177,1360,912,rcin
9609,2023-01-20 10:50:19.192813,139240482,8,58,2384,1456,io
9642,2023-01-20 10:50:19.292826,139340516,9,59,1360,824,storage
9672,2023-01-20 10:50:19.393829,139441544,10,60,656,248,UART3
9705,2023-01-20 10:50:19.493810,139541577,11,60,656,264,UART4
9738,2023-01-20 10:50:19.594862,139642682,12,60,656,264,UART5
9773,2023-01-20 10:50:19.694880,139742705,13,176,1360,856,I2C0
9803,2023-01-20 10:50:19.794872,139842700,14,59,1616,896,OSD
9837,2023-01-20 10:50:19.895871,139943715,15,59,1912,392,log_io
9867,2023-01-20 10:50:19.995882,140043743,16,181,1360,720,SPI1
9900,2023-01-20 10:50:20.097386,140145238,255,255,1536,1264,ISR
9932,2023-01-20 10:50:20.197396,140245238,0,182,7168,5368,ArduCopter
9968,2023-01-20 10:50:20.297509,140345289,1,1,352,144,idle
9998,2023-01-20 10:50:20.397571,140445286,2,60,1104,768,UART_RX
10031,2023-01-20 10:50:20.498533,140546251,3,60,656,400,OTG1
10064,2023-01-20 10:50:20.598551,140646274,4,183,1360,1016,monitor
10099,2023-01-20 10:50:20.700140,140747825,5,181,1872,1488,timer
10131,2023-01-20 10:50:20.800344,140847991,6,181,848,592,rcout
10163,2023-01-20 10:50:20.901014,140948781,7,177,1360,912,rcin
10195,2023-01-20 10:50:21.001364,141049248,8,58,2384,1456,io
10226,2023-01-20 10:50:21.102315,141150143,9,59,1360,824,storage
10261,2023-01-20 10:50:21.202497,141250271,10,60,656,248,UART3
10291,2023-01-20 10:50:21.303711,141351510,11,60,656,264,UART4
10324,2023-01-20 10:50:21.406088,141453909,12,60,656,264,UART5
10354,2023-01-20 10:50:21.506214,141553999,13,176,1360,856,I2C0
10390,2023-01-20 10:50:21.607372,141655128,14,59,1616,896,OSD
10422,2023-01-20 10:50:21.707327,141755144,15,59,1912,392,log_io
10455,2023-01-20 10:50:21.808355,141856230,16,181,1360,720,SPI1
10486,2023-01-20 10:50:21.909762,141957651,255,255,1536,1264,ISR
10519,2023-01-20 10:50:22.009772,142057668,0,182,7168,5368,ArduCopter
10549,2023-01-20 10:50:22.109797,142157643,1,1,352,144,idle
10584,2023-01-20 10:50:22.213046,142260850,2,60,1104,768,UART_RX
10617,2023-01-20 10:50:22.314881,142362721,3,60,656,400,OTG1
10650,2023-01-20 10:50:22.416028,142463890,4,183,1360,1016,monitor
10682,2023-01-20 10:50:22.516155,142563971,5,181,1872,1488,timer
10718,2023-01-20 10:50:22.617799,142665579,6,181,848,592,rcout
10750,2023-01-20 10:50:22.717761,142765558,7,177,1360,912,rcin
10784,2023-01-20 10:50:22.817772,142865589,8,58,2384,1456,io
10814,2023-01-20 10:50:22.918771,142966619,9,59,1360,824,storage
10847,2023-01-20 10:50:23.018752,143066616,10,60,656,248,UART3
10877,2023-01-20 10:50:23.118854,143166667,11,60,656,264,UART4
10936,2023-01-20 10:50:23.220509,143268287,12,60,656,264,UART5
10966,2023-01-20 10:50:23.320504,143368311,13,176,1360,856,I2C0
10999,2023-01-20 10:50:23.428099,143475925,14,59,1616,896,OSD
11032,2023-01-20 10:50:23.530128,143577939,15,59,1912,392,log_io
11067,2023-01-20 10:50:23.631233,143679039,16,181,1360,720,SPI1
11098,2023-01-20 10:50:23.742911,143790732,255,255,1536,1264,ISR
11132,2023-01-20 10:50:23.843723,143891559,0,182,7168,5368,ArduCopter
11165,2023-01-20 10:50:23.944803,143992656,1,1,352,144,idle
11198,2023-01-20 10:50:24.045821,144093655,2,60,1104,768,UART_RX
11230,2023-01-20 10:50:24.145924,144193696,3,60,656,400,OTG1
11263,2023-01-20 10:50:24.245944,144293712,4,183,1360,1016,monitor
11293,2023-01-20 10:50:24.345892,144393722,5,181,1872,1488,timer
11326,2023-01-20 10:50:24.447308,144495141,6,181,848,592,rcout
11360,2023-01-20 10:50:24.547374,144595141,7,177,1360,912,rcin
11396,2023-01-20 10:50:24.648485,144696257,8,58,2384,1456,io
11427,2023-01-20 10:50:24.748447,144796300,9,59,1360,824,storage
11461,2023-01-20 10:50:24.849783,144897678,10,60,656,248,UART3
11491,2023-01-20 10:50:24.949758,144997652,11,60,656,264,UART4
11524,2023-01-20 10:50:25.049793,145097672,12,60,656,264,UART5
11556,2023-01-20 10:50:25.150867,145198717,13,176,1360,856,I2C0
11590,2023-01-20 10:50:25.252400,145300239,14,59,1616,896,OSD
11620,2023-01-20 10:50:25.352407,145400252,15,59,1912,392,log_io
11653,2023-01-20 10:50:25.452396,145500237,16,181,1360,720,SPI1
11685,2023-01-20 10:50:25.553422,145601249,255,255,1536,1264,ISR
11721,2023-01-20 10:50:25.653461,145701289,0,182,7168,5368,ArduCopter
11751,2023-01-20 10:50:25.757446,145805287,1,1,352,144,idle
11786,2023-01-20 10:50:25.857466,145905326,2,60,1104,768,UART_RX
11816,2023-01-20 10:50:25.958413,146006297,3,60,656,400,OTG1
11849,2023-01-20 10:50:26.058450,146106322,4,183,1360,1016,monitor
11881,2023-01-20 10:50:26.159917,146207751,5,181,1872,1488,timer
11914,2023-01-20 10:50:26.260011,146307852,6,181,848,592,rcout
11944,2023-01-20 10:50:26.361014,146408891,7,177,1360,912,rcin
11977,2023-01-20 10:50:26.462293,146510165,8,58,2384,1456,io
12010,2023-01-20 10:50:26.562392,146610234,9,59,1360,824,storage
12045,2023-01-20 10:50:26.663451,146711285,10,60,656,248,UART3
12076,2023-01-20 10:50:26.763443,146811282,11,60,656,264,UART4
12109,2023-01-20 10:50:26.864829,146912686,12,60,656,264,UART5
12140,2023-01-20 10:50:26.965084,147012965,13,176,1360,856,I2C0
12172,2023-01-20 10:50:27.064811,147112695,14,59,1616,896,OSD
12205,2023-01-20 10:50:27.164783,147212657,15,59,1912,392,log_io
12237,2023-01-20 10:50:27.266153,147314014,16,181,1360,720,SPI1
12268,2023-01-20 10:50:27.367786,147415633,255,255,1536,1264,ISR
12300,2023-01-20 10:50:27.461753,147515680,0,182,7168,5368,ArduCopter
12333,2023-01-20 10:50:27.553691,147616679,1,1,352,144,idle
12368,2023-01-20 10:50:27.649158,147716713,2,60,1104,768,UART_RX
12399,2023-01-20 10:50:27.750379,147817941,3,60,656,400,OTG1
12433,2023-01-20 10:50:27.850107,147917705,4,183,1360,1016,monitor
12464,2023-01-20 10:50:27.951034,148018697,5,181,1872,1488,timer
12496,2023-01-20 10:50:28.051070,148118751,6,181,848,592,rcout
12529,2023-01-20 10:50:28.152793,148220449,7,177,1360,912,rcin
12562,2023-01-20 10:50:28.252841,148320472,8,58,2384,1456,io
12593,2023-01-20 10:50:28.353888,148421493,9,59,1360,824,storage
12625,2023-01-20 10:50:28.461118,148522673,10,60,656,248,UART3
12658,2023-01-20 10:50:28.572049,148622645,11,60,656,264,UART4
12693,2023-01-20 10:50:28.669112,148723781,12,60,656,264,UART5
12724,2023-01-20 10:50:28.761505,148825312,13,176,1360,856,I2C0
12757,2023-01-20 10:50:28.858614,148926295,14,59,1616,896,OSD
12790,2023-01-20 10:50:28.960255,149028052,15,59,1912,392,log_io
12822,2023-01-20 10:50:29.060256,149128066,16,181,1360,720,SPI1
12855,2023-01-20 10:50:29.161345,149229100,255,255,1536,1264,ISR
12888,2023-01-20 10:50:29.261377,149329151,0,182,7168,5368,ArduCopter
12919,2023-01-20 10:50:29.362436,149430275,1,1,352,144,idle
12952,2023-01-20 10:50:29.462391,149530243,2,60,1104,768,UART_RX
12984,2023-01-20 10:50:29.562420,149630252,3,60,656,400,OTG1
13020,2023-01-20 10:50:29.663453,149731284,4,183,1360,1016,monitor
13050,2023-01-20 10:50:29.765310,149833150,5,181,1872,1488,timer
13084,2023-01-20 10:50:29.865297,149933155,6,181,848,592,rcout
13114,2023-01-20 10:50:29.966367,150034247,7,177,1360,912,rcin
13147,2023-01-20 10:50:30.067402,150135267,8,58,2384,1456,io
13179,2023-01-20 10:50:30.167483,150235314,9,59,1360,824,storage
13212,2023-01-20 10:50:30.268479,150336298,10,60,656,248,UART3
13242,2023-01-20 10:50:30.368578,150436396,11,60,656,264,UART4
13275,2023-01-20 10:50:30.469889,150537711,12,60,656,264,UART5
13308,2023-01-20 10:50:30.569873,150637700,13,176,1360,856,I2C0
13344,2023-01-20 10:50:30.671002,150738833,14,59,1616,896,OSD
13374,2023-01-20 10:50:30.772676,150840508,15,59,1912,392,log_io
13408,2023-01-20 10:50:30.873687,150941545,16,181,1360,720,SPI1
13438,2023-01-20 10:50:30.973672,151041563,255,255,1536,1264,ISR
13471,2023-01-20 10:50:31.073747,151141582,0,182,7168,5368,ArduCopter
13503,2023-01-20 10:50:31.174948,151242694,1,1,352,144,idle
13536,2023-01-20 10:50:31.276262,151344024,2,60,1104,768,UART_RX
13566,2023-01-20 10:50:31.377457,151445270,3,60,656,400,OTG1
13599,2023-01-20 10:50:31.477405,151545244,4,183,1360,1016,monitor
13631,2023-01-20 10:50:31.578395,151646254,5,181,1872,1488,timer
13667,2023-01-20 10:50:31.678442,151746295,6,181,848,592,rcout
13697,2023-01-20 10:50:31.779911,151847751,7,177,1360,912,rcin
13732,2023-01-20 10:50:31.880971,151948827,8,58,2384,1456,io
13763,2023-01-20 10:50:31.982351,152050230,9,59,1360,824,storage
13795,2023-01-20 10:50:32.082382,152150243,10,60,656,248,UART3
13828,2023-01-20 10:50:32.182405,152250239,11,60,656,264,UART4
13860,2023-01-20 10:50:32.283463,152351286,12,60,656,264,UART5
13891,2023-01-20 10:50:32.383485,152451302,13,176,1360,856,I2C0
13923,2023-01-20 10:50:32.485142,152552979,14,59,1616,896,OSD
13956,2023-01-20 10:50:32.585209,152653071,15,59,1912,392,log_io
13991,2023-01-20 10:50:32.686161,152754015,16,181,1360,720,SPI1
14022,2023-01-20 10:50:32.786222,152854063,255,255,1536,1264,ISR
14055,2023-01-20 10:50:32.887363,152955220,0,182,7168,5368,ArduCopter
14086,2023-01-20 10:50:32.987477,153055355,1,1,352,144,idle
14118,2023-01-20 10:50:33.088412,153156268,2,60,1104,768,UART_RX
14151,2023-01-20 10:50:33.188503,153256331,3,60,656,400,OTG1
14183,2023-01-20 10:50:33.289855,153357676,4,183,1360,1016,monitor
14215,2023-01-20 10:50:33.389895,153457712,5,181,1872,1488,timer
14247,2023-01-20 10:50:33.490857,153558678,6,181,848,592,rcout
14282,2023-01-20 10:50:33.590998,153658824,7,177,1360,912,rcin
14317,2023-01-20 10:50:33.692380,153760212,8,58,2384,1456,io
14348,2023-01-20 10:50:33.793453,153861292,9,59,1360,824,storage
14386,2023-01-20 10:50:33.894876,153962740,10,60,656,248,UART3
14417,2023-01-20 10:50:33.994846,154062737,11,60,656,264,UART4
14449,2023-01-20 10:50:34.095911,154163789,12,60,656,264,UART5
14482,2023-01-20 10:50:34.195967,154263832,13,176,1360,856,I2C0
14514,2023-01-20 10:50:34.296006,154363847,14,59,1616,896,OSD
14545,2023-01-20 10:50:34.396041,154463858,15,59,1912,392,log_io
14580,2023-01-20 10:50:34.496230,154564011,16,181,1360,720,SPI1
14639,2023-01-20 10:50:34.607699,154675446,255,255,1536,1264,ISR
14648,2023-01-20 10:50:34.698833,154766624,0,182,7168,5368,ArduCopter
14679,2023-01-20 10:50:34.798830,154866670,1,1,352,144,idle
14738,2023-01-20 10:50:34.905003,154972879,2,60,1104,768,UART_RX
14770,2023-01-20 10:50:35.005797,155073699,3,60,656,400,OTG1
14803,2023-01-20 10:50:35.107313,155175128,4,183,1360,1016,monitor
14835,2023-01-20 10:50:35.208917,155276653,5,181,1872,1488,timer
14866,2023-01-20 10:50:35.311284,155379023,6,181,848,592,rcout
14898,2023-01-20 10:50:35.412382,155480123,7,177,1360,912,rcin
14931,2023-01-20 10:50:35.512389,155580129,8,58,2384,1456,io
