LineNo,UTC_Approx,TimeUS,Id,Pri,Total,Free,Name
176157,2023-01-20 10:58:44.687359,645784670,9,59,1360,824,storage
176189,2023-01-20 10:58:44.787323,645884671,10,60,656,248,UART3
176222,2023-01-20 10:58:44.888335,645985679,11,60,656,264,UART4
176253,2023-01-20 10:58:44.988445,646085780,12,60,656,264,UART5
176289,2023-01-20 10:58:45.088575,646185894,13,176,1360,856,I2C0
176319,2023-01-20 10:58:45.189831,646287134,14,59,1616,896,OSD
176352,2023-01-20 10:58:45.289799,646387115,15,59,1912,392,log_io
176383,2023-01-20 10:58:45.389800,646487132,16,181,1360,720,SPI1
176418,2023-01-20 10:58:45.490914,646588227,255,255,1536,1264,ISR
176450,2023-01-20 10:58:45.591034,646688323,0,182,7168,5368,ArduCopter
176484,2023-01-20 10:58:45.692356,646789655,1,1,352,144,idle
176515,2023-01-20 10:58:45.792360,646889671,2,60,1104,768,UART_RX
176548,2023-01-20 10:58:45.893344,646990670,3,60,656,400,OTG1
176579,2023-01-20 10:58:45.993342,647090682,4,183,1360,1016,monitor
176615,2023-01-20 10:58:46.095108,647192424,5,181,1872,1488,timer
176645,2023-01-20 10:58:46.196176,647293465,6,181,848,592,rcout
176678,2023-01-20 10:58:46.296191,647393479,7,177,1360,912,rcin
176709,2023-01-20 10:58:46.397359,647494647,8,58,2384,1456,io
176744,2023-01-20 10:58:46.497350,647594639,9,59,1360,824,storage
176776,2023-01-20 10:58:46.598408,647695699,10,60,656,248,UART3
176811,2023-01-20 10:58:46.699992,647797310,11,60,656,264,UART4
176845,2023-01-20 10:58:46.801340,647898685,12,60,656,264,UART5
176875,2023-01-20 10:58:46.902281,647999623,13,176,1360,856,I2C0
176909,2023-01-20 10:58:47.002361,648099699,14,59,1616,896,OSD
176942,2023-01-20 10:58:47.103376,648200692,15,59,1912,392,log_io
176975,2023-01-20 10:58:47.203410,648300705,16,181,1360,720,SPI1
177005,2023-01-20 10:58:47.304907,648402216,255,255,1536,1264,ISR
177039,2023-01-20 10:58:47.404919,648502239,0,182,7168,5368,ArduCopter
177073,2023-01-20 10:58:47.505923,648603226,1,1,352,144,idle
177108,2023-01-20 10:58:47.605987,648703276,2,60,1104,768,UART_RX
177139,2023-01-20 10:58:47.709941,648807238,3,60,656,400,OTG1
177173,2023-01-20 10:58:47.809974,648907282,4,183,1360,1016,monitor
177203,2023-01-20 10:58:47.910916,649008261,5,181,1872,1488,timer
177237,2023-01-20 10:58:48.012232,649109605,6,181,848,592,rcout
177270,2023-01-20 10:58:48.113786,649211117,7,177,1360,912,rcin
177303,2023-01-20 10:58:48.214848,649312142,8,58,2384,1456,io
177334,2023-01-20 10:58:48.315953,649413241,9,59,1360,824,storage
177367,2023-01-20 10:58:48.416236,649513519,10,60,656,248,UART3
177399,2023-01-20 10:58:48.517340,649614632,11,60,656,264,UART4
177434,2023-01-20 10:58:48.617343,649714642,12,60,656,264,UART5
177465,2023-01-20 10:58:48.718680,649815981,13,176,1360,856,I2C0
177500,2023-01-20 10:58:48.821273,649918579,14,59,1616,896,OSD
177533,2023-01-20 10:58:48.921388,650018714,15,59,1912,392,log_io
177566,2023-01-20 10:58:49.022299,650119635,16,181,1360,720,SPI1
177600,2023-01-20 10:58:49.122545,650219857,255,255,1536,1264,ISR
177632,2023-01-20 10:58:49.223639,650320932,0,182,7168,5368,ArduCopter
177664,2023-01-20 10:58:49.325098,650422392,1,1,352,144,idle
177696,2023-01-20 10:58:49.426163,650523457,2,60,1104,768,UART_RX
177729,2023-01-20 10:58:49.527373,650624664,3,60,656,400,OTG1
177763,2023-01-20 10:58:49.627383,650724675,4,183,1360,1016,monitor
177795,2023-01-20 10:58:49.728533,650825837,5,181,1872,1488,timer
177828,2023-01-20 10:58:49.829931,650927253,6,181,848,592,rcout
177860,2023-01-20 10:58:49.930880,651028236,7,177,1360,912,rcin
177893,2023-01-20 10:58:50.030905,651128272,8,58,2384,1456,io
177927,2023-01-20 10:58:50.132617,651229943,9,59,1360,824,storage
177959,2023-01-20 10:58:50.232631,651329931,10,60,656,248,UART3
177991,2023-01-20 10:58:50.333665,651430963,11,60,656,264,UART4
178023,2023-01-20 10:58:50.430628,651531018,12,60,656,264,UART5
178056,2023-01-20 10:58:50.522480,651632148,13,176,1360,856,I2C0
178090,2023-01-20 10:58:50.615735,651733235,14,59,1616,896,OSD
178122,2023-01-20 10:58:50.715798,651833313,15,59,1912,392,log_io
178155,2023-01-20 10:58:50.817175,651934706,16,181,1360,720,SPI1
178187,2023-01-20 10:58:50.917117,652034672,255,255,1536,1264,ISR
178220,2023-01-20 10:58:51.018075,652135649,0,182,7168,5368,ArduCopter
178254,2023-01-20 10:58:51.118115,652235690,1,1,352,144,idle
178286,2023-01-20 10:58:51.218128,652335709,2,60,1104,768,UART_RX
178318,2023-01-20 10:58:51.318085,652435701,3,60,656,400,OTG1
178350,2023-01-20 10:58:51.418110,652535747,4,183,1360,1016,monitor
178383,2023-01-20 10:58:51.519727,652637322,5,181,1872,1488,timer
178418,2023-01-20 10:58:51.620769,652738337,6,181,848,592,rcout
178449,2023-01-20 10:58:51.722463,652840054,7,177,1360,912,rcin
178483,2023-01-20 10:58:51.823057,652940676,8,58,2384,1456,io
178513,2023-01-20 10:58:51.924730,653042395,9,59,1360,824,storage
178548,2023-01-20 10:58:52.024723,653142420,10,60,656,248,UART3
178580,2023-01-20 10:58:52.124732,653242424,11,60,656,264,UART4
178613,2023-01-20 10:58:52.224755,653342441,12,60,656,264,UART5
178644,2023-01-20 10:58:52.324726,653442409,13,176,1360,856,I2C0
178677,2023-01-20 10:58:52.425823,653543502,14,59,1616,896,OSD
178709,2023-01-20 10:58:52.527478,653645149,15,59,1912,392,log_io
178745,2023-01-20 10:58:52.628451,653746126,16,181,1360,720,SPI1
178775,2023-01-20 10:58:52.728501,653846209,255,255,1536,1264,ISR
178809,2023-01-20 10:58:52.829518,653947226,0,182,7168,5368,ArduCopter
178839,2023-01-20 10:58:52.930615,654048241,1,1,352,144,idle
178874,2023-01-20 10:58:53.032058,654149645,2,60,1104,768,UART_RX
178907,2023-01-20 10:58:53.131992,654249634,3,60,656,400,OTG1
178940,2023-01-20 10:58:53.233061,654350750,4,183,1360,1016,monitor
178971,2023-01-20 10:58:53.334502,654452221,5,181,1872,1488,timer
179004,2023-01-20 10:58:53.435600,654553329,6,181,848,592,rcout
179037,2023-01-20 10:58:53.537301,654655003,7,177,1360,912,rcin
179073,2023-01-20 10:58:53.637269,654754960,8,58,2384,1456,io
179104,2023-01-20 10:58:53.738279,654855986,9,59,1360,824,storage
179137,2023-01-20 10:58:53.838275,654956012,10,60,656,248,UART3
179169,2023-01-20 10:58:53.938226,655056013,11,60,656,264,UART4
179204,2023-01-20 10:58:54.038219,655156012,12,60,656,264,UART5
179236,2023-01-20 10:58:54.138309,655256033,13,176,1360,856,I2C0
179269,2023-01-20 10:58:54.238365,655356049,14,59,1616,896,OSD
179301,2023-01-20 10:58:54.339640,655457330,15,59,1912,392,log_io
179333,2023-01-20 10:58:54.439623,655557314,16,181,1360,720,SPI1
179366,2023-01-20 10:58:54.539623,655657308,255,255,1536,1264,ISR
179401,2023-01-20 10:58:54.639607,655757294,0,182,7168,5368,ArduCopter
179433,2023-01-20 10:58:54.739639,655857340,1,1,352,144,idle
179465,2023-01-20 10:58:54.839628,655957339,2,60,1104,768,UART_RX
179496,2023-01-20 10:58:54.940691,656058403,3,60,656,400,OTG1
179531,2023-01-20 10:58:55.040701,656158413,4,183,1360,1016,monitor
179564,2023-01-20 10:58:55.141983,656259691,5,181,1872,1488,timer
179597,2023-01-20 10:58:55.242959,656360663,6,181,848,592,rcout
179629,2023-01-20 10:58:55.344429,656462128,7,177,1360,912,rcin
179661,2023-01-20 10:58:55.444452,656562141,8,58,2384,1456,io
179694,2023-01-20 10:58:55.544473,656662145,9,59,1360,824,storage
179729,2023-01-20 10:58:55.644539,656762210,10,60,656,248,UART3
179761,2023-01-20 10:58:55.745595,656863286,11,60,656,264,UART4
179796,2023-01-20 10:58:55.847102,656964831,12,60,656,264,UART5
179827,2023-01-20 10:58:55.948058,657065845,13,176,1360,856,I2C0
179863,2023-01-20 10:58:56.050192,657167977,14,59,1616,896,OSD
179896,2023-01-20 10:58:56.150854,657268574,15,59,1912,392,log_io
179928,2023-01-20 10:58:56.250933,657368626,16,181,1360,720,SPI1
179982,2023-01-20 10:58:56.362735,657480437,255,255,1536,1264,ISR
180016,2023-01-20 10:58:56.452394,657570102,0,182,7168,5368,ArduCopter
180049,2023-01-20 10:58:56.553529,657671243,1,1,352,144,idle
180131,2023-01-20 10:58:56.654705,657772421,2,60,1104,768,UART_RX
180163,2023-01-20 10:58:56.754723,657872437,3,60,656,400,OTG1
180196,2023-01-20 10:58:56.862521,657980242,4,183,1360,1016,monitor
180227,2023-01-20 10:58:56.964409,658082143,5,181,1872,1488,timer
180263,2023-01-20 10:58:57.064495,658182222,6,181,848,592,rcout
180293,2023-01-20 10:58:57.165582,658283291,7,177,1360,912,rcin
180326,2023-01-20 10:58:57.267030,658384729,8,58,2384,1456,io
180358,2023-01-20 10:58:57.368021,658485715,9,59,1360,824,storage
180393,2023-01-20 10:58:57.469445,658587135,10,60,656,248,UART3
180425,2023-01-20 10:58:57.569456,658687143,11,60,656,264,UART4
180459,2023-01-20 10:58:57.670464,658788156,12,60,656,264,UART5
180490,2023-01-20 10:58:57.770584,658888285,13,176,1360,856,I2C0
180523,2023-01-20 10:58:57.871897,658989608,14,59,1616,896,OSD
180554,2023-01-20 10:58:57.971909,659089629,15,59,1912,392,log_io
180590,2023-01-20 10:58:58.071921,659189639,16,181,1360,720,SPI1
180620,2023-01-20 10:58:58.173018,659290729,255,255,1536,1264,ISR
180653,2023-01-20 10:58:58.274777,659392485,0,182,7168,5368,ArduCopter
180684,2023-01-20 10:58:58.375758,659493464,1,1,352,144,idle
180719,2023-01-20 10:58:58.475738,659593456,2,60,1104,768,UART_RX
180751,2023-01-20 10:58:58.576874,659694608,3,60,656,400,OTG1
180785,2023-01-20 10:58:58.676901,659794629,4,183,1360,1016,monitor
180816,2023-01-20 10:58:58.776943,659894658,5,181,1872,1488,timer
180849,2023-01-20 10:58:58.877932,659995667,6,181,848,592,rcout
180882,2023-01-20 10:58:58.977964,660095729,7,177,1360,912,rcin
180918,2023-01-20 10:58:59.079579,660197334,8,58,2384,1456,io
180949,2023-01-20 10:58:59.180589,660298322,9,59,1360,824,storage
180981,2023-01-20 10:58:59.281905,660399617,10,60,656,248,UART3
181013,2023-01-20 10:58:59.382258,660499949,11,60,656,264,UART4
181047,2023-01-20 10:58:59.482933,660600617,12,60,656,264,UART5
181081,2023-01-20 10:58:59.582980,660700661,13,176,1360,856,I2C0
181114,2023-01-20 10:58:59.684464,660802157,14,59,1616,896,OSD
181146,2023-01-20 10:58:59.785528,660903237,15,59,1912,392,log_io
181178,2023-01-20 10:58:59.889500,661007206,16,181,1360,720,SPI1
181210,2023-01-20 10:58:59.989455,661107155,255,255,1536,1264,ISR
181246,2023-01-20 10:59:00.090642,661208347,0,182,7168,5368,ArduCopter
181277,2023-01-20 10:59:00.191988,661309697,1,1,352,144,idle
181310,2023-01-20 10:59:00.284764,661410677,2,60,1104,768,UART_RX
181341,2023-01-20 10:59:00.377372,661512247,3,60,656,400,OTG1
181375,2023-01-20 10:59:00.475020,661612150,4,183,1360,1016,monitor
181408,2023-01-20 10:59:00.576016,661713234,5,181,1872,1488,timer
181441,2023-01-20 10:59:00.686120,661814947,6,181,848,592,rcout
181473,2023-01-20 10:59:00.796708,661914733,7,177,1360,912,rcin
181505,2023-01-20 10:59:00.889253,662015684,8,58,2384,1456,io
181537,2023-01-20 10:59:00.980379,662115721,9,59,1360,824,storage
181573,2023-01-20 10:59:01.080423,662217685,10,60,656,248,UART3
181603,2023-01-20 10:59:01.180908,662318171,11,60,656,264,UART4
181637,2023-01-20 10:59:01.281466,662418731,12,60,656,264,UART5
181667,2023-01-20 10:59:01.382414,662519681,13,176,1360,856,I2C0
181702,2023-01-20 10:59:01.490156,662627417,14,59,1616,896,OSD
181734,2023-01-20 10:59:01.591065,662728318,15,59,1912,392,log_io
181769,2023-01-20 10:59:01.693100,662830372,16,181,1360,720,SPI1
181800,2023-01-20 10:59:01.792684,662929976,255,255,1536,1264,ISR
181833,2023-01-20 10:59:01.892600,663029924,0,182,7168,5368,ArduCopter
181864,2023-01-20 10:59:01.992563,663129919,1,1,352,144,idle
181900,2023-01-20 10:59:02.093670,663230995,2,60,1104,768,UART_RX
181930,2023-01-20 10:59:02.194927,663332216,3,60,656,400,OTG1
181964,2023-01-20 10:59:02.294838,663432137,4,183,1360,1016,monitor
181994,2023-01-20 10:59:02.395963,663533275,5,181,1872,1488,timer
182029,2023-01-20 10:59:02.497363,663634689,6,181,848,592,rcout
182061,2023-01-20 10:59:02.598351,663735690,7,177,1360,912,rcin
182095,2023-01-20 10:59:02.698370,663835691,8,58,2384,1456,io
182129,2023-01-20 10:59:02.800264,663937566,9,59,1360,824,storage
182159,2023-01-20 10:59:02.899936,664037266,10,60,656,248,UART3
182193,2023-01-20 10:59:03.001327,664138684,11,60,656,264,UART4
182226,2023-01-20 10:59:03.102278,664239613,12,60,656,264,UART5
182259,2023-01-20 10:59:03.202403,664339715,13,176,1360,856,I2C0
182290,2023-01-20 10:59:03.303448,664440713,14,59,1616,896,OSD
182323,2023-01-20 10:59:03.403507,664540729,15,59,1912,392,log_io
182356,2023-01-20 10:59:03.505180,664642436,16,181,1360,720,SPI1
182392,2023-01-20 10:59:03.606040,664743328,255,255,1536,1264,ISR
182422,2023-01-20 10:59:03.706166,664843477,0,182,7168,5368,ArduCopter
182456,2023-01-20 10:59:03.807784,664945117,1,1,352,144,idle
182489,2023-01-20 10:59:03.907769,665045116,2,60,1104,768,UART_RX
182523,2023-01-20 10:59:04.008753,665146110,3,60,656,400,OTG1
182556,2023-01-20 10:59:04.108784,665246114,4,183,1360,1016,monitor
182589,2023-01-20 10:59:04.208976,665346282,5,181,1872,1488,timer
182620,2023-01-20 10:59:04.309970,665447274,6,181,848,592,rcout
182653,2023-01-20 10:59:04.411171,665548477,7,177,1360,912,rcin
182685,2023-01-20 10:59:04.512343,665649672,8,58,2384,1456,io
182721,2023-01-20 10:59:04.613335,665750682,9,59,1360,824,storage
182751,2023-01-20 10:59:04.713355,665850681,10,60,656,248,UART3
182785,2023-01-20 10:59:04.813380,665950692,11,60,656,264,UART4
182815,2023-01-20 10:59:04.913382,666050722,12,60,656,264,UART5
182849,2023-01-20 10:59:05.014872,666152235,13,176,1360,856,I2C0
182882,2023-01-20 10:59:05.114916,666252272,14,59,1616,896,OSD
182916,2023-01-20 10:59:05.214895,666352242,15,59,1912,392,log_io
182947,2023-01-20 10:59:05.315925,666453246,16,181,1360,720,SPI1
182980,2023-01-20 10:59:05.417673,666554973,255,255,1536,1264,ISR
183012,2023-01-20 10:59:05.518669,666655974,0,182,7168,5368,ArduCopter
183048,2023-01-20 10:59:05.618691,666756002,1,1,352,144,idle
183078,2023-01-20 10:59:05.718698,666856019,2,60,1104,768,UART_RX
183112,2023-01-20 10:59:05.818699,666956032,3,60,656,400,OTG1
183142,2023-01-20 10:59:05.918703,667056050,4,183,1360,1016,monitor
183177,2023-01-20 10:59:06.020222,667157575,5,181,1872,1488,timer
183211,2023-01-20 10:59:06.121027,667258353,6,181,848,592,rcout
183243,2023-01-20 10:59:06.222322,667359627,7,177,1360,912,rcin
183275,2023-01-20 10:59:06.322336,667459642,8,58,2384,1456,io
183307,2023-01-20 10:59:06.423348,667560653,9,59,1360,824,storage
183340,2023-01-20 10:59:06.523392,667660691,10,60,656,248,UART3
183375,2023-01-20 10:59:06.624857,667762153,11,60,656,264,UART4
183406,2023-01-20 10:59:06.724927,667862225,12,60,656,264,UART5
183439,2023-01-20 10:59:06.825969,667963277,13,176,1360,856,I2C0
183473,2023-01-20 10:59:06.927488,668064826,14,59,1616,896,OSD
183506,2023-01-20 10:59:07.027474,668164832,15,59,1912,392,log_io
183540,2023-01-20 10:59:07.128396,668265750,16,181,1360,720,SPI1
183572,2023-01-20 10:59:07.228487,668365832,255,255,1536,1264,ISR
183604,2023-01-20 10:59:07.328529,668465849,0,182,7168,5368,ArduCopter
183638,2023-01-20 10:59:07.428677,668565980,1,1,352,144,idle
183671,2023-01-20 10:59:07.530246,668667555,2,60,1104,768,UART_RX
183706,2023-01-20 10:59:07.630258,668767579,3,60,656,400,OTG1
183737,2023-01-20 10:59:07.731303,668868653,4,183,1360,1016,monitor
183792,2023-01-20 10:59:07.832790,668970155,5,181,1872,1488,timer
183824,2023-01-20 10:59:07.943341,669080693,6,181,848,592,rcout
183860,2023-01-20 10:59:08.044811,669182151,7,177,1360,912,rcin
183891,2023-01-20 10:59:08.144902,669282229,8,58,2384,1456,io
183924,2023-01-20 10:59:08.246000,669383319,9,59,1360,824,storage
183955,2023-01-20 10:59:08.347389,669484707,10,60,656,248,UART3
183990,2023-01-20 10:59:08.448374,669585688,11,60,656,264,UART4
184022,2023-01-20 10:59:08.558169,669695477,12,60,656,264,UART5
184056,2023-01-20 10:59:08.659971,669797276,13,176,1360,856,I2C0
184088,2023-01-20 10:59:08.760021,669897327,14,59,1616,896,OSD
184120,2023-01-20 10:59:08.860175,669997486,15,59,1912,392,log_io
184154,2023-01-20 10:59:08.961009,670098329,16,181,1360,720,SPI1
184189,2023-01-20 10:59:09.062356,670199663,255,255,1536,1264,ISR
184220,2023-01-20 10:59:09.163395,670300674,0,182,7168,5368,ArduCopter
184252,2023-01-20 10:59:09.264862,670402139,1,1,352,144,idle
184284,2023-01-20 10:59:09.364848,670502137,2,60,1104,768,UART_RX
184318,2023-01-20 10:59:09.460006,670603235,3,60,656,400,OTG1
184351,2023-01-20 10:59:09.554542,670707124,4,183,1360,1016,monitor
184384,2023-01-20 10:59:09.655627,670807216,5,181,1872,1488,timer
184416,2023-01-20 10:59:09.766664,670907296,6,181,848,592,rcout
184448,2023-01-20 10:59:09.870961,671008304,7,177,1360,912,rcin
184480,2023-01-20 10:59:09.970944,671108289,8,58,2384,1456,io
184515,2023-01-20 10:59:10.072355,671209688,9,59,1360,824,storage
184546,2023-01-20 10:59:10.172308,671309624,10,60,656,248,UART3
184581,2023-01-20 10:59:10.265800,671409624,11,60,656,264,UART4
184612,2023-01-20 10:59:10.357775,671510703,12,60,656,264,UART5
184646,2023-01-20 10:59:10.455043,671612139,13,176,1360,856,I2C0
184679,2023-01-20 10:59:10.555101,671712176,14,59,1616,896,OSD
184712,2023-01-20 10:59:10.655028,671812147,15,59,1912,392,log_io
184744,2023-01-20 10:59:10.756089,671913307,16,181,1360,720,SPI1
184776,2023-01-20 10:59:10.857393,672014683,255,255,1536,1264,ISR
184808,2023-01-20 10:59:10.958336,672115678,0,182,7168,5368,ArduCopter
184843,2023-01-20 10:59:11.058377,672215699,1,1,352,144,idle
184874,2023-01-20 10:59:11.158751,672316001,2,60,1104,768,UART_RX
184908,2023-01-20 10:59:11.260436,672417686,3,60,656,400,OTG1
184938,2023-01-20 10:59:11.360420,672517719,4,183,1360,1016,monitor
184973,2023-01-20 10:59:11.460371,672617695,5,181,1872,1488,timer
185005,2023-01-20 10:59:11.561417,672718751,6,181,848,592,rcout
185039,2023-01-20 10:59:11.662637,672819996,7,177,1360,912,rcin
185070,2023-01-20 10:59:11.762365,672919757,8,58,2384,1456,io
185103,2023-01-20 10:59:11.863439,673020841,9,59,1360,824,storage
185134,2023-01-20 10:59:11.963448,673120846,10,60,656,248,UART3
185170,2023-01-20 10:59:12.063494,673220875,11,60,656,264,UART4
185200,2023-01-20 10:59:12.165074,673322428,12,60,656,264,UART5
185234,2023-01-20 10:59:12.265068,673422411,13,176,1360,856,I2C0
185265,2023-01-20 10:59:12.365173,673522513,14,59,1616,896,OSD
185300,2023-01-20 10:59:12.466128,673623467,15,59,1912,392,log_io
185332,2023-01-20 10:59:12.567385,673724723,16,181,1360,720,SPI1
185366,2023-01-20 10:59:12.667608,673824947,255,255,1536,1264,ISR
185397,2023-01-20 10:59:12.768373,673925715,0,182,7168,5368,ArduCopter
185430,2023-01-20 10:59:12.869768,674027129,1,1,352,144,idle
185461,2023-01-20 10:59:12.969772,674127161,2,60,1104,768,UART_RX
185497,2023-01-20 10:59:13.070856,674228253,3,60,656,400,OTG1
185527,2023-01-20 10:59:13.170889,674328287,4,183,1360,1016,monitor
185610,2023-01-20 10:59:13.272575,674429950,5,181,1872,1488,timer
185640,2023-01-20 10:59:13.372659,674530003,6,181,848,592,rcout
185676,2023-01-20 10:59:13.473674,674631007,7,177,1360,912,rcin
185708,2023-01-20 10:59:13.574892,674732222,8,58,2384,1456,io
185741,2023-01-20 10:59:13.674861,674832224,9,59,1360,824,storage
185772,2023-01-20 10:59:13.775812,674933221,10,60,656,248,UART3
185807,2023-01-20 10:59:13.875835,675033242,11,60,656,264,UART4
185838,2023-01-20 10:59:13.975870,675133260,12,60,656,264,UART5
185874,2023-01-20 10:59:14.075887,675233259,13,176,1360,856,I2C0
185904,2023-01-20 10:59:14.175946,675333300,14,59,1616,896,OSD
185937,2023-01-20 10:59:14.277282,675434623,15,59,1912,392,log_io
185967,2023-01-20 10:59:14.378347,675535679,16,181,1360,720,SPI1
186002,2023-01-20 10:59:14.478366,675635696,255,255,1536,1264,ISR
186035,2023-01-20 10:59:14.579959,675737289,0,182,7168,5368,ArduCopter
186068,2023-01-20 10:59:14.679971,675837304,1,1,352,144,idle
186100,2023-01-20 10:59:14.779948,675937283,2,60,1104,768,UART_RX
186132,2023-01-20 10:59:14.879919,676037277,3,60,656,400,OTG1
186163,2023-01-20 10:59:14.981002,676138389,4,183,1360,1016,monitor
186198,2023-01-20 10:59:15.082295,676239675,5,181,1872,1488,timer
186229,2023-01-20 10:59:15.182308,676339674,6,181,848,592,rcout
186262,2023-01-20 10:59:15.283317,676440668,7,177,1360,912,rcin
186297,2023-01-20 10:59:15.383965,676541302,8,58,2384,1456,io
186331,2023-01-20 10:59:15.485105,676642435,9,59,1360,824,storage
186365,2023-01-20 10:59:15.586197,676743522,10,60,656,248,UART3
186397,2023-01-20 10:59:15.687785,676845140,11,60,656,264,UART4
186429,2023-01-20 10:59:15.787722,676945113,12,60,656,264,UART5
186461,2023-01-20 10:59:15.888840,677046232,13,176,1360,856,I2C0
186492,2023-01-20 10:59:15.988897,677146284,14,59,1616,896,OSD
186527,2023-01-20 10:59:16.089880,677247245,15,59,1912,392,log_io
186558,2023-01-20 10:59:16.190884,677348223,16,181,1360,720,SPI1
186591,2023-01-20 10:59:16.290918,677448272,255,255,1536,1264,ISR
186622,2023-01-20 10:59:16.390973,677548346,0,182,7168,5368,ArduCopter
186656,2023-01-20 10:59:16.492292,677649641,1,1,352,144,idle
186689,2023-01-20 10:59:16.592414,677749734,2,60,1104,768,UART_RX
186721,2023-01-20 10:59:16.693392,677850725,3,60,656,400,OTG1
186753,2023-01-20 10:59:16.793536,677950886,4,183,1360,1016,monitor
186785,2023-01-20 10:59:16.894893,678052265,5,181,1872,1488,timer
186816,2023-01-20 10:59:16.995117,678152511,6,181,848,592,rcout
186851,2023-01-20 10:59:17.095868,678253242,7,177,1360,912,rcin
186882,2023-01-20 10:59:17.195924,678353276,8,58,2384,1456,io
186915,2023-01-20 10:59:17.297621,678454961,9,59,1360,824,storage
186946,2023-01-20 10:59:17.398693,678556022,10,60,656,248,UART3
186981,2023-01-20 10:59:17.499988,678657319,11,60,656,264,UART4
187015,2023-01-20 10:59:17.600267,678757600,12,60,656,264,UART5
187046,2023-01-20 10:59:17.701113,678858450,13,176,1360,856,I2C0
187079,2023-01-20 10:59:17.801337,678958678,14,59,1616,896,OSD
187110,2023-01-20 10:59:17.902281,679059650,15,59,1912,392,log_io
187142,2023-01-20 10:59:18.002351,679159746,16,181,1360,720,SPI1
187176,2023-01-20 10:59:18.103309,679260675,255,255,1536,1264,ISR
187208,2023-01-20 10:59:18.203394,679360732,0,182,7168,5368,ArduCopter
187240,2023-01-20 10:59:18.304789,679462147,1,1,352,144,idle
187272,2023-01-20 10:59:18.404736,679562113,2,60,1104,768,UART_RX
187307,2023-01-20 10:59:18.504925,679662276,3,60,656,400,OTG1
187341,2023-01-20 10:59:18.605948,679763275,4,183,1360,1016,monitor
187375,2023-01-20 10:59:18.708046,679865378,5,181,1872,1488,timer
187408,2023-01-20 10:59:18.808502,679965842,6,181,848,592,rcout
187443,2023-01-20 10:59:18.910175,680067566,7,177,1360,912,rcin
187475,2023-01-20 10:59:19.011035,680168465,8,58,2384,1456,io
187512,2023-01-20 10:59:19.111196,680268575,9,59,1360,824,storage
187567,2023-01-20 10:59:19.221114,680378447,10,60,656,248,UART3
187597,2023-01-20 10:59:19.312781,680470113,11,60,656,264,UART4
187631,2023-01-20 10:59:19.413884,680571215,12,60,656,264,UART5
187664,2023-01-20 10:59:19.523348,680680679,13,176,1360,856,I2C0
187698,2023-01-20 10:59:19.624824,680782153,14,59,1616,896,OSD
187728,2023-01-20 10:59:19.724897,680882219,15,59,1912,392,log_io
187762,2023-01-20 10:59:19.824825,680982150,16,181,1360,720,SPI1
187792,2023-01-20 10:59:19.925884,681083239,255,255,1536,1264,ISR
187827,2023-01-20 10:59:20.025911,681183286,0,182,7168,5368,ArduCopter
187858,2023-01-20 10:59:20.127327,681284692,1,1,352,144,idle
187891,2023-01-20 10:59:20.224847,681384660,2,60,1104,768,UART_RX
187922,2023-01-20 10:59:20.315898,681484706,3,60,656,400,OTG1
187958,2023-01-20 10:59:20.408558,681585675,4,183,1360,1016,monitor
187990,2023-01-20 10:59:20.508567,681685697,5,181,1872,1488,timer
188023,2023-01-20 10:59:20.608554,681785699,6,181,848,592,rcout
188053,2023-01-20 10:59:20.708669,681885848,7,177,1360,912,rcin
188087,2023-01-20 10:59:20.810007,681987221,8,58,2384,1456,io
188118,2023-01-20 10:59:20.910994,682088253,9,59,1360,824,storage
188153,2023-01-20 10:59:21.012357,682189651,10,60,656,248,UART3
188184,2023-01-20 10:59:21.113410,682290668,11,60,656,264,UART4
188217,2023-01-20 10:59:21.215240,682392470,12,60,656,264,UART5
188247,2023-01-20 10:59:21.315212,682492454,13,176,1360,856,I2C0
188282,2023-01-20 10:59:21.415251,682592492,14,59,1616,896,OSD
188314,2023-01-20 10:59:21.516322,682693480,15,59,1912,392,log_io
188348,2023-01-20 10:59:21.616400,682793506,16,181,1360,720,SPI1
188378,2023-01-20 10:59:21.716361,682893568,255,255,1536,1264,ISR
188412,2023-01-20 10:59:21.817361,682994660,0,182,7168,5368,ArduCopter
188442,2023-01-20 10:59:21.918325,683095661,1,1,352,144,idle
188478,2023-01-20 10:59:22.018319,683195682,2,60,1104,768,UART_RX
188510,2023-01-20 10:59:22.119935,683297274,3,60,656,400,OTG1
188542,2023-01-20 10:59:22.219945,683397267,4,183,1360,1016,monitor
188574,2023-01-20 10:59:22.319982,683497316,5,181,1872,1488,timer
188608,2023-01-20 10:59:22.419953,683597292,6,181,848,592,rcout
188641,2023-01-20 10:59:22.521084,683698400,7,177,1360,912,rcin
188673,2023-01-20 10:59:22.622375,683799675,8,58,2384,1456,io
188704,2023-01-20 10:59:22.722375,683899680,9,59,1360,824,storage
188737,2023-01-20 10:59:22.823327,684000643,10,60,656,248,UART3
188769,2023-01-20 10:59:22.923353,684100696,11,60,656,264,UART4
188803,2023-01-20 10:59:23.024795,684202152,12,60,656,264,UART5
188835,2023-01-20 10:59:23.125902,684303235,13,176,1360,856,I2C0
188867,2023-01-20 10:59:23.225183,684402498,14,59,1616,896,OSD
188898,2023-01-20 10:59:23.329989,684507300,15,59,1912,392,log_io
188933,2023-01-20 10:59:23.431017,684608326,16,181,1360,720,SPI1
