LineNo,UTC_Approx,TimeUS,LiftMax,BatVolt,ThLimit,ThrAvMx,FailFlags
51714,2023-01-20 10:52:27.960117,268267968,0.9017006,0.9389567,1,0.3483579,2
51746,2023-01-20 10:52:28.060116,268367961,0.9016508,0.938925,1,0.3449579,2
51777,2023-01-20 10:52:28.160198,268467992,0.9016169,0.9389034,1,0.3473493,2
51812,2023-01-20 10:52:28.260175,268567975,0.9016547,0.9389274,1,0.3429862,2
51845,2023-01-20 10:52:28.360125,268667968,0.9016371,0.9389163,1,0.3451283,2
51877,2023-01-20 10:52:28.460089,268767937,0.9016424,0.9389196,1,0.3483265,2
51908,2023-01-20 10:52:28.560139,268867965,0.901612,0.9389002,1,0.3425591,2
51942,2023-01-20 10:52:28.660137,268967941,0.9016109,0.9388995,1,0.3495556,2
51973,2023-01-20 10:52:28.760203,269067986,0.9015343,0.9388508,1,0.342229,2
52009,2023-01-20 10:52:28.860443,269168261,0.9015085,0.9388344,1,0.3466396,2
52042,2023-01-20 10:52:28.960075,269267966,0.9014722,0.9388112,1,0.3482575,2
52075,2023-01-20 10:52:29.060180,269368049,0.9014696,0.9388096,1,0.344645,2
52106,2023-01-20 10:52:29.160151,269467935,0.9014248,0.9387811,1,0.3467796,2
52141,2023-01-20 10:52:29.260210,269567959,0.901392,0.9387602,1,0.3479102,2
52174,2023-01-20 10:52:29.360224,269667972,0.9013155,0.9387115,1,0.3473535,2
52206,2023-01-20 10:52:29.460218,269768001,0.9013196,0.9387141,1,0.3480216,2
52237,2023-01-20 10:52:29.560100,269867941,0.9013282,0.9387196,1,0.345984,2
52271,2023-01-20 10:52:29.660114,269967943,0.9013385,0.9387261,1,0.3470026,2
52302,2023-01-20 10:52:29.760214,270067984,0.9013295,0.9387204,1,0.3497587,2
52336,2023-01-20 10:52:29.860185,270167973,0.9013275,0.9387191,1,0.3490366,2
52369,2023-01-20 10:52:29.960108,270267963,0.9012909,0.9386958,1,0.3452841,2
52402,2023-01-20 10:52:30.060146,270368019,0.9012415,0.9386643,1,0.3512495,2
52432,2023-01-20 10:52:30.160091,270467949,0.9011852,0.9386284,1,0.3490845,2
52467,2023-01-20 10:52:30.260145,270567961,0.9012365,0.9386612,1,0.3507712,2
52500,2023-01-20 10:52:30.360220,270667976,0.9012215,0.9386516,1,0.3506524,2
52532,2023-01-20 10:52:30.460190,270767947,0.9012163,0.9386483,1,0.351402,2
52563,2023-01-20 10:52:30.560172,270867971,0.9011862,0.9386292,1,0.3484533,2
52597,2023-01-20 10:52:30.660141,270967945,0.9011719,0.93862,1,0.3490649,2
52628,2023-01-20 10:52:30.760207,271067989,0.90113,0.9385933,1,0.3500352,2
52662,2023-01-20 10:52:30.860159,271167974,0.9011143,0.9385833,1,0.352758,2
52695,2023-01-20 10:52:30.960077,271267960,0.9010983,0.9385731,1,0.3533798,2
52727,2023-01-20 10:52:31.060107,271367963,0.9010665,0.9385529,1,0.3533253,2
52758,2023-01-20 10:52:31.160180,271467947,0.9010689,0.9385544,1,0.3505137,2
52794,2023-01-20 10:52:31.260218,271567954,0.9010463,0.93854,1,0.3514512,2
52827,2023-01-20 10:52:31.360270,271668014,0.9009669,0.9384894,1,0.3495842,2
52859,2023-01-20 10:52:31.460158,271767946,0.9010131,0.9385189,1,0.352471,2
52890,2023-01-20 10:52:31.560106,271867961,0.9009896,0.9385039,1,0.3467369,2
52924,2023-01-20 10:52:31.660089,271967939,0.9009605,0.9384854,1,0.3535028,2
52955,2023-01-20 10:52:31.760149,272067945,0.900904,0.9384494,1,0.3501929,2
52989,2023-01-20 10:52:31.860172,272167974,0.900898,0.9384456,1,0.3522309,2
53022,2023-01-20 10:52:31.960111,272267959,0.9008613,0.9384222,1,0.3564937,2
53054,2023-01-20 10:52:32.060167,272368028,0.9009081,0.938452,1,0.3551753,2
53085,2023-01-20 10:52:32.160091,272467943,0.900917,0.9384577,1,0.3504388,2
53120,2023-01-20 10:52:32.260140,272567957,0.9008667,0.9384257,1,0.3497624,2
53153,2023-01-20 10:52:32.360210,272667972,0.9008164,0.9383936,1,0.3525286,2
53185,2023-01-20 10:52:32.460188,272767948,0.9007251,0.9383354,1,0.3524576,2
53216,2023-01-20 10:52:32.560172,272867964,0.9006705,0.9383007,1,0.350211,2
53250,2023-01-20 10:52:32.660180,272967998,0.9006574,0.9382923,1,0.3512698,2
53281,2023-01-20 10:52:32.760112,273067951,0.9006299,0.9382748,1,0.3508831,2
53315,2023-01-20 10:52:32.860099,273167970,0.900595,0.9382526,1,0.3500805,2
53348,2023-01-20 10:52:32.960055,273267963,0.9005286,0.9382102,1,0.3490449,2
53380,2023-01-20 10:52:33.060089,273367968,0.9004732,0.938175,1,0.3503513,2
53411,2023-01-20 10:52:33.160142,273467948,0.9004372,0.938152,1,0.348574,2
53446,2023-01-20 10:52:33.260196,273567965,0.9004603,0.9381667,1,0.3482717,2
53480,2023-01-20 10:52:33.360339,273668094,0.9003913,0.9381228,1,0.3508402,2
53512,2023-01-20 10:52:33.454661,273767927,0.9003376,0.9380885,1,0.3503872,2
53543,2023-01-20 10:52:33.545526,273867961,0.9003118,0.9380721,1,0.3521236,2
53577,2023-01-20 10:52:33.640008,273967942,0.9003165,0.9380751,1,0.3521948,2
53608,2023-01-20 10:52:33.740015,274067955,0.9002823,0.9380533,1,0.3549659,2
53642,2023-01-20 10:52:33.840018,274167979,0.9003447,0.9380931,1,0.3509823,2
53726,2023-01-20 10:52:33.940009,274268015,0.9002923,0.9380597,1,0.3509227,2
53758,2023-01-20 10:52:34.039965,274367992,0.9002428,0.9380282,1,0.3465359,2
53789,2023-01-20 10:52:34.139937,274467948,0.9002159,0.9380111,1,0.3497969,2
53825,2023-01-20 10:52:34.239968,274567980,0.9001458,0.9379663,1,0.35642,2
53858,2023-01-20 10:52:34.339926,274667966,0.9000945,0.9379337,1,0.3513864,2
53890,2023-01-20 10:52:34.439898,274767949,0.900091,0.9379314,1,0.3514213,2
53921,2023-01-20 10:52:34.539938,274867973,0.900085,0.9379276,1,0.3478928,2
53955,2023-01-20 10:52:34.639960,274967989,0.8999841,0.9378633,1,0.3473861,2
53986,2023-01-20 10:52:34.739905,275067943,0.8999382,0.9378341,1,0.3488775,2
54020,2023-01-20 10:52:34.839897,275167978,0.8998526,0.9377795,1,0.347385,2
54053,2023-01-20 10:52:34.939785,275267960,0.899839,0.9377708,1,0.3569364,2
54086,2023-01-20 10:52:35.039780,275367982,0.8997877,0.9377381,1,0.3534556,2
54117,2023-01-20 10:52:35.139816,275467944,0.8998181,0.9377575,1,0.3545091,2
54152,2023-01-20 10:52:35.239920,275568003,0.8998291,0.9377646,1,0.354614,2
54185,2023-01-20 10:52:35.339891,275667973,0.8998487,0.937777,1,0.3540231,2
54217,2023-01-20 10:52:35.439871,275767955,0.8997422,0.9377092,1,0.351387,2
54249,2023-01-20 10:52:35.539951,275868041,0.8997136,0.9376909,1,0.3519099,2
54283,2023-01-20 10:52:35.639848,275967947,0.8996959,0.9376796,1,0.3490754,2
54314,2023-01-20 10:52:35.739834,276067947,0.8996224,0.9376328,1,0.3487626,2
54348,2023-01-20 10:52:35.839871,276167982,0.8995759,0.9376032,1,0.3500251,2
54381,2023-01-20 10:52:35.939915,276268002,0.8995802,0.9376059,1,0.3497746,2
54413,2023-01-20 10:52:36.039883,276367958,0.8995264,0.9375716,1,0.3486957,2
54444,2023-01-20 10:52:36.139860,276467943,0.8994555,0.9375264,1,0.3492531,2
54479,2023-01-20 10:52:36.239877,276567967,0.8994119,0.9374986,1,0.3487501,2
54512,2023-01-20 10:52:36.339891,276667985,0.8993736,0.9374742,1,0.3469921,2
54544,2023-01-20 10:52:36.439859,276767952,0.8993672,0.9374701,1,0.3490306,2
54575,2023-01-20 10:52:36.539940,276868023,0.8993163,0.9374377,1,0.3532997,2
54609,2023-01-20 10:52:36.639863,276967945,0.8992286,0.9373818,1,0.3478999,2
54640,2023-01-20 10:52:36.739844,277067937,0.8992429,0.9373909,1,0.3508094,2
54674,2023-01-20 10:52:36.839830,277167961,0.8991508,0.9373322,1,0.3520468,2
54707,2023-01-20 10:52:36.939749,277267957,0.8990988,0.937299,1,0.3497273,2
54739,2023-01-20 10:52:37.039746,277367965,0.8990787,0.9372862,1,0.3534397,2
54770,2023-01-20 10:52:37.139817,277467946,0.8990295,0.9372548,1,0.3483407,2
54806,2023-01-20 10:52:37.239936,277568013,0.8990492,0.9372674,1,0.3515544,2
54840,2023-01-20 10:52:37.339893,277667977,0.8990466,0.9372658,1,0.3540748,2
54872,2023-01-20 10:52:37.439844,277767939,0.8990028,0.9372378,1,0.3480707,2
54903,2023-01-20 10:52:37.539852,277867961,0.8989785,0.9372223,1,0.3483794,2
54937,2023-01-20 10:52:37.639839,277967948,0.8990054,0.9372395,1,0.3517202,2
54969,2023-01-20 10:52:37.739841,278067929,0.8989778,0.9372218,1,0.3492933,2
55003,2023-01-20 10:52:37.839932,278168020,0.8989542,0.9372068,1,0.3508655,2
55036,2023-01-20 10:52:37.939884,278268002,0.8989379,0.9371964,1,0.3493077,2
55068,2023-01-20 10:52:38.039835,278367963,0.8989148,0.9371817,1,0.349584,2
55099,2023-01-20 10:52:38.139825,278467934,0.8988632,0.9371488,1,0.3498715,2
55134,2023-01-20 10:52:38.239864,278567961,0.8988426,0.9371357,1,0.3480943,2
55167,2023-01-20 10:52:38.339878,278667976,0.8988372,0.9371322,1,0.3549425,2
55199,2023-01-20 10:52:38.439865,278767960,0.8988033,0.9371106,1,0.3570781,2
55230,2023-01-20 10:52:38.539922,278868006,0.8987619,0.9370842,1,0.3481128,2
55264,2023-01-20 10:52:38.639868,278967948,0.8988099,0.9371148,1,0.3526583,2
55295,2023-01-20 10:52:38.739852,279067940,0.8988225,0.9371229,1,0.354775,2
55329,2023-01-20 10:52:38.839875,279167974,0.8987849,0.9370989,1,0.3548238,2
55364,2023-01-20 10:52:38.939856,279267973,0.8987904,0.9371024,1,0.3550959,2
55396,2023-01-20 10:52:39.039839,279367958,0.8987463,0.9370742,1,0.3552957,2
55427,2023-01-20 10:52:39.139892,279467989,0.8987156,0.9370547,1,0.3542617,2
55462,2023-01-20 10:52:39.239919,279568007,0.8986654,0.9370227,1,0.3494297,2
55495,2023-01-20 10:52:39.339889,279667986,0.8986505,0.9370131,1,0.3527241,2
55527,2023-01-20 10:52:39.439828,279767938,0.898581,0.9369689,1,0.3522082,2
55558,2023-01-20 10:52:39.539830,279867958,0.8985695,0.9369615,1,0.3498514,2
55592,2023-01-20 10:52:39.639836,279967961,0.8984991,0.9369166,1,0.3507789,2
55623,2023-01-20 10:52:39.739881,280067974,0.898511,0.9369242,1,0.3533182,2
55658,2023-01-20 10:52:39.839916,280168005,0.8984482,0.9368842,1,0.3513352,2
55691,2023-01-20 10:52:39.939836,280267964,0.8984345,0.9368754,1,0.3557345,2
55723,2023-01-20 10:52:40.039809,280367955,0.8983977,0.936852,1,0.3534266,2
55755,2023-01-20 10:52:40.139830,280467961,0.8983893,0.9368466,1,0.3554804,2
55790,2023-01-20 10:52:40.239846,280567965,0.8983665,0.936832,1,0.3556779,2
55823,2023-01-20 10:52:40.339864,280667975,0.8983566,0.9368258,1,0.3482953,2
55855,2023-01-20 10:52:40.439831,280767933,0.8983437,0.9368175,1,0.3518048,2
55886,2023-01-20 10:52:40.539917,280868009,0.8983036,0.9367919,1,0.3522719,2
55919,2023-01-20 10:52:40.639865,280967949,0.8982476,0.9367562,1,0.3525566,2
55951,2023-01-20 10:52:40.739861,281067943,0.8982595,0.9367638,1,0.358322,2
55985,2023-01-20 10:52:40.839878,281167971,0.8982027,0.9367275,1,0.3580232,2
56018,2023-01-20 10:52:40.939839,281267966,0.8982145,0.9367351,1,0.3538584,2
56050,2023-01-20 10:52:41.039823,281367959,0.8981928,0.9367213,1,0.3589664,2
56081,2023-01-20 10:52:41.139882,281467989,0.8982273,0.9367433,1,0.3542143,2
56116,2023-01-20 10:52:41.239872,281567966,0.8982323,0.9367465,1,0.3550876,2
56149,2023-01-20 10:52:41.339866,281667969,0.8981372,0.9366857,1,0.3540789,2
56181,2023-01-20 10:52:41.439834,281767940,0.8980876,0.9366542,1,0.354975,2
56212,2023-01-20 10:52:41.539870,281867972,0.8980492,0.9366297,1,0.3511927,2
56245,2023-01-20 10:52:41.639843,281967937,0.8979777,0.9365841,1,0.3520694,2
56277,2023-01-20 10:52:41.739857,282067939,0.8979668,0.9365771,1,0.3498534,2
56311,2023-01-20 10:52:41.839936,282168023,0.8979599,0.9365727,1,0.350204,2
56344,2023-01-20 10:52:41.939915,282268035,0.8978882,0.936527,1,0.3532259,2
56376,2023-01-20 10:52:42.036290,282367949,0.8978102,0.9364772,1,0.3547622,2
56407,2023-01-20 10:52:42.127443,282467944,0.8978042,0.9364734,1,0.3517313,2
56442,2023-01-20 10:52:42.220414,282567963,0.8978179,0.9364821,1,0.3546023,2
56475,2023-01-20 10:52:42.320380,282667976,0.8977599,0.9364451,1,0.3581175,2
56507,2023-01-20 10:52:42.420361,282767990,0.8977202,0.9364197,1,0.3577078,2
56538,2023-01-20 10:52:42.520365,282867972,0.89765,0.936375,1,0.3619703,2
56571,2023-01-20 10:52:42.620353,282967943,0.897633,0.9363641,1,0.3600451,2
56603,2023-01-20 10:52:42.720353,283067939,0.897691,0.9364011,1,0.3510993,2
56637,2023-01-20 10:52:42.820379,283167974,0.8976891,0.9363999,1,0.3550434,2
56670,2023-01-20 10:52:42.920314,283267965,0.8976527,0.9363767,1,0.3562607,2
56702,2023-01-20 10:52:43.020270,283367959,0.8975658,0.9363213,1,0.3515584,2
56733,2023-01-20 10:52:43.120324,283467985,0.8975015,0.9362802,1,0.3515014,2
56768,2023-01-20 10:52:43.220325,283567964,0.8975117,0.9362867,1,0.3503173,2
56801,2023-01-20 10:52:43.320321,283667967,0.8974128,0.9362236,1,0.3495268,2
56833,2023-01-20 10:52:43.420285,283767944,0.8973492,0.936183,1,0.3516547,2
56864,2023-01-20 10:52:43.520272,283867968,0.8972979,0.9361503,1,0.3524264,2
56897,2023-01-20 10:52:43.620240,283967950,0.8972372,0.9361116,1,0.3525703,2
56929,2023-01-20 10:52:43.720362,284067989,0.8971594,0.9360619,1,0.3518519,2
56963,2023-01-20 10:52:43.820384,284167976,0.897116,0.9360342,1,0.3491044,2
56998,2023-01-20 10:52:43.920218,284267957,0.8971037,0.9360264,1,0.3496284,2
57030,2023-01-20 10:52:44.020108,284367953,0.8970282,0.9359782,1,0.3502711,2
57062,2023-01-20 10:52:44.120156,284467945,0.8970087,0.9359657,1,0.3568326,2
57098,2023-01-20 10:52:44.220204,284567961,0.8969598,0.9359345,1,0.3531426,2
57131,2023-01-20 10:52:44.320155,284667972,0.8970114,0.9359674,1,0.353068,2
57163,2023-01-20 10:52:44.420127,284767988,0.8969871,0.9359519,1,0.3517298,2
57194,2023-01-20 10:52:44.520126,284867967,0.8970307,0.9359797,1,0.3523403,2
57227,2023-01-20 10:52:44.620118,284967936,0.8970076,0.935965,1,0.3506438,2
57259,2023-01-20 10:52:44.720163,285067944,0.8969647,0.9359376,1,0.3556713,2
57293,2023-01-20 10:52:44.820213,285167977,0.8969552,0.9359316,1,0.3523929,2
57326,2023-01-20 10:52:44.920134,285267961,0.896913,0.9359046,1,0.3549393,2
57358,2023-01-20 10:52:45.020128,285368001,0.8968863,0.9358876,1,0.3527593,2
57389,2023-01-20 10:52:45.120099,285467948,0.8968471,0.9358626,1,0.3514024,2
57425,2023-01-20 10:52:45.220146,285567968,0.8968416,0.9358591,1,0.3532055,2
57458,2023-01-20 10:52:45.320194,285667975,0.8968036,0.9358348,1,0.3522846,2
57490,2023-01-20 10:52:45.420183,285767940,0.8968031,0.9358345,1,0.3500173,2
57521,2023-01-20 10:52:45.520165,285867962,0.8967896,0.9358259,1,0.3477324,2
57554,2023-01-20 10:52:45.620129,285967949,0.8967326,0.9357895,1,0.3489766,2
57586,2023-01-20 10:52:45.720215,286067996,0.8966635,0.9357454,1,0.3493087,2
57620,2023-01-20 10:52:45.820213,286167975,0.896648,0.9357355,1,0.3480012,2
57653,2023-01-20 10:52:45.920136,286267962,0.8965198,0.9356536,1,0.3479973,2
57685,2023-01-20 10:52:46.020084,286367960,0.8964622,0.9356169,1,0.3461093,2
57716,2023-01-20 10:52:46.120072,286467945,0.8963752,0.9355613,1,0.3475433,2
57751,2023-01-20 10:52:46.220098,286567967,0.8963299,0.9355324,1,0.3485568,2
57785,2023-01-20 10:52:46.320150,286668011,0.8963193,0.9355256,1,0.3485558,2
57817,2023-01-20 10:52:46.420099,286767946,0.8962607,0.9354882,1,0.3481649,2
57848,2023-01-20 10:52:46.520149,286867958,0.8962522,0.9354827,1,0.3483239,2
57881,2023-01-20 10:52:46.620164,286967943,0.8962262,0.9354662,1,0.3464527,2
57913,2023-01-20 10:52:46.720169,287067948,0.8961797,0.9354365,1,0.3488516,2
57947,2023-01-20 10:52:46.820193,287167982,0.8961346,0.9354077,1,0.3500665,2
57980,2023-01-20 10:52:46.920130,287267968,0.8961152,0.9353953,1,0.3522851,2
58012,2023-01-20 10:52:47.020132,287368001,0.8961732,0.9354324,1,0.3485366,2
58043,2023-01-20 10:52:47.120115,287467946,0.896176,0.9354342,1,0.3499299,2
58078,2023-01-20 10:52:47.220172,287567969,0.8961614,0.9354248,1,0.3503927,2
58111,2023-01-20 10:52:47.320196,287667981,0.8961236,0.9354007,1,0.3519478,2
58143,2023-01-20 10:52:47.420177,287767949,0.8961091,0.9353914,1,0.3487449,2
58174,2023-01-20 10:52:47.520209,287867970,0.8961136,0.9353943,1,0.3509708,2
58207,2023-01-20 10:52:47.620238,287967990,0.8960689,0.9353657,1,0.3479794,2
58239,2023-01-20 10:52:47.720199,288067948,0.8960379,0.9353459,1,0.347924,2
58273,2023-01-20 10:52:47.820226,288167987,0.8960654,0.9353635,1,0.3475162,2
58306,2023-01-20 10:52:47.920132,288267959,0.8959582,0.935295,1,0.348428,2
58338,2023-01-20 10:52:48.020087,288367966,0.8959267,0.9352749,1,0.3524895,2
58369,2023-01-20 10:52:48.120074,288467947,0.8958648,0.9352354,1,0.3519365,2
58404,2023-01-20 10:52:48.220097,288567965,0.895828,0.9352119,1,0.3494674,2
58437,2023-01-20 10:52:48.320152,288668014,0.8958356,0.9352167,1,0.3495334,2
58470,2023-01-20 10:52:48.420173,288768020,0.8958026,0.9351957,1,0.3494991,2
58501,2023-01-20 10:52:48.520149,288867942,0.8957424,0.9351572,1,0.3497236,2
58534,2023-01-20 10:52:48.620180,288967941,0.8957589,0.9351678,1,0.3483602,2
58566,2023-01-20 10:52:48.720134,289067947,0.8957746,0.9351778,1,0.3487468,2
58600,2023-01-20 10:52:48.820123,289167979,0.8957398,0.9351556,1,0.350574,2
58635,2023-01-20 10:52:48.920165,289268028,0.895648,0.9350969,1,0.3535279,2
58667,2023-01-20 10:52:49.020109,289367973,0.8957071,0.9351346,1,0.3494622,2
58698,2023-01-20 10:52:49.120094,289467937,0.8956365,0.9350896,1,0.3492732,2
58733,2023-01-20 10:52:49.220134,289567956,0.8956565,0.9351023,1,0.3512988,2
58766,2023-01-20 10:52:49.320184,289667983,0.8956652,0.9351079,1,0.3527642,2
58798,2023-01-20 10:52:49.420170,289767955,0.8955984,0.9350653,1,0.3529042,2
58829,2023-01-20 10:52:49.520159,289867964,0.8955256,0.9350187,1,0.3531326,2
58862,2023-01-20 10:52:49.620174,289967987,0.8955275,0.93502,1,0.3509417,2
58894,2023-01-20 10:52:49.720169,290067946,0.8955565,0.9350385,1,0.3503941,2
58928,2023-01-20 10:52:49.820210,290167972,0.8955089,0.9350081,1,0.3515116,2
58961,2023-01-20 10:52:49.920153,290267976,0.8954762,0.9349872,1,0.3541527,2
58993,2023-01-20 10:52:50.020102,290367969,0.8954899,0.9349959,1,0.3488659,2
59024,2023-01-20 10:52:50.120103,290467947,0.8955085,0.9350078,1,0.3482712,2
59059,2023-01-20 10:52:50.220174,290568003,0.8954769,0.9349876,1,0.3484544,2
59093,2023-01-20 10:52:50.320143,290667988,0.8953667,0.9349173,1,0.3503907,2
59125,2023-01-20 10:52:50.420086,290767939,0.8953348,0.9348969,1,0.3486617,2
59156,2023-01-20 10:52:50.520307,290868143,0.8953283,0.9348927,1,0.3484466,2
59239,2023-01-20 10:52:50.620123,290967947,0.8952742,0.9348581,1,0.3491338,2
59271,2023-01-20 10:52:50.720123,291067953,0.8952298,0.9348298,1,0.3459856,2
59305,2023-01-20 10:52:50.820135,291167973,0.8952431,0.9348383,1,0.3508748,2
59338,2023-01-20 10:52:50.920141,291267990,0.8951452,0.9347758,1,0.3494046,2
59370,2023-01-20 10:52:51.020168,291368014,0.8951355,0.9347696,1,0.3493394,2
59401,2023-01-20 10:52:51.120153,291467941,0.8950993,0.9347464,1,0.350967,2
59436,2023-01-20 10:52:51.220240,291567990,0.895039,0.9347079,1,0.3484285,2
59469,2023-01-20 10:52:51.320180,291667974,0.8950347,0.9347051,1,0.350329,2
59501,2023-01-20 10:52:51.420160,291767988,0.8950198,0.9346956,1,0.3484244,2
59532,2023-01-20 10:52:51.520439,291868261,0.8949862,0.9346741,1,0.3492019,2
59565,2023-01-20 10:52:51.618319,291967943,0.8949193,0.9346314,1,0.349604,2
59597,2023-01-20 10:52:51.709334,292067939,0.894866,0.9345974,1,0.3489105,2
59631,2023-01-20 10:52:51.800548,292168100,0.8948707,0.9346004,1,0.3455697,2
59664,2023-01-20 10:52:51.900361,292267942,0.894885,0.9346095,1,0.348003,2
59696,2023-01-20 10:52:52.000530,292368140,0.8948083,0.9345605,1,0.3477699,2
59727,2023-01-20 10:52:52.100324,292467950,0.8947542,0.9345259,1,0.3483555,2
59762,2023-01-20 10:52:52.200568,292568210,0.8947138,0.9345001,1,0.3472807,2
59795,2023-01-20 10:52:52.300350,292667971,0.8946867,0.9344828,1,0.3494075,2
59827,2023-01-20 10:52:52.400496,292768096,0.8946695,0.9344718,1,0.3477339,2
59858,2023-01-20 10:52:52.500618,292868230,0.8946422,0.9344543,1,0.3493747,2
59891,2023-01-20 10:52:52.600519,292968144,0.894672,0.9344734,1,0.3483442,2
59923,2023-01-20 10:52:52.700292,293067949,0.8946063,0.9344314,1,0.3490021,2
59958,2023-01-20 10:52:52.800564,293168253,0.8945689,0.9344075,1,0.3486934,2
59991,2023-01-20 10:52:52.900259,293267943,0.8945732,0.9344102,1,0.3478567,2
60023,2023-01-20 10:52:53.000555,293368235,0.8945827,0.9344163,1,0.3472493,2
60054,2023-01-20 10:52:53.100280,293467949,0.8945543,0.9343982,1,0.3462773,2
60089,2023-01-20 10:52:53.200569,293568228,0.8945323,0.9343841,1,0.3474653,2
60122,2023-01-20 10:52:53.300301,293667973,0.8944816,0.9343517,1,0.3469678,2
60154,2023-01-20 10:52:53.400545,293768231,0.8944035,0.9343017,1,0.347383,2
60185,2023-01-20 10:52:53.500582,293868280,0.8943478,0.9342662,1,0.3480297,2
60218,2023-01-20 10:52:53.600548,293968257,0.8943298,0.9342546,1,0.351271,2
60250,2023-01-20 10:52:53.700233,294067942,0.894419,0.9343117,1,0.3437878,2
60284,2023-01-20 10:52:53.800581,294168291,0.8944395,0.9343248,1,0.347491,2
60319,2023-01-20 10:52:53.900155,294267945,0.8944162,0.9343099,1,0.3480199,2
60351,2023-01-20 10:52:54.000488,294368358,0.8943017,0.9342367,1,0.3484762,2
60382,2023-01-20 10:52:54.100123,294467988,0.8942755,0.93422,1,0.3475727,2
60418,2023-01-20 10:52:54.200485,294568345,0.8942799,0.9342228,1,0.3460366,2
60451,2023-01-20 10:52:54.300173,294667974,0.8942147,0.9341811,1,0.3451993,2
60483,2023-01-20 10:52:54.400544,294768287,0.8941643,0.9341489,1,0.3463689,2
60513,2023-01-20 10:52:54.500487,294868233,0.8940955,0.9341049,1,0.3485124,2
60546,2023-01-20 10:52:54.600554,294968303,0.8940715,0.9340895,1,0.3478497,2
60578,2023-01-20 10:52:54.700154,295067951,0.8940529,0.9340777,1,0.3509739,2
60612,2023-01-20 10:52:54.800509,295168354,0.8940451,0.9340727,1,0.3521758,2
60646,2023-01-20 10:52:54.900087,295267943,0.8940972,0.934106,1,0.3511245,2
60678,2023-01-20 10:52:55.000496,295368363,0.8940855,0.9340985,1,0.3484454,2
60709,2023-01-20 10:52:55.100091,295467941,0.8940632,0.9340842,1,0.3481562,2
60744,2023-01-20 10:52:55.200502,295568334,0.8940579,0.9340809,1,0.3471441,2
60778,2023-01-20 10:52:55.300142,295667984,0.894029,0.9340624,1,0.3496603,2
60810,2023-01-20 10:52:55.400491,295768343,0.8940113,0.934051,1,0.3436021,2
60841,2023-01-20 10:52:55.500434,295868246,0.8939319,0.9340003,1,0.3437145,2
60874,2023-01-20 10:52:55.600524,295968297,0.8938819,0.9339684,1,0.3430873,2
60906,2023-01-20 10:52:55.700181,296067938,0.8938048,0.9339191,1,0.3459081,2
60940,2023-01-20 10:52:55.800563,296168304,0.8937303,0.9338714,1,0.3464455,2
60973,2023-01-20 10:52:55.900135,296267943,0.8936682,0.9338317,1,0.3403023,2
61005,2023-01-20 10:52:56.000493,296368368,0.8936712,0.9338336,1,0.3435386,2
61036,2023-01-20 10:52:56.100141,296467989,0.8936613,0.9338273,1,0.3413504,2
61071,2023-01-20 10:52:56.200498,296568319,0.8936439,0.9338162,1,0.3434774,2
61104,2023-01-20 10:52:56.300191,296667971,0.8936193,0.9338005,1,0.3468437,2
61136,2023-01-20 10:52:56.400549,296768288,0.8935228,0.9337388,1,0.3446029,2
61167,2023-01-20 10:52:56.500398,296868143,0.8934857,0.933715,1,0.3413413,2
61200,2023-01-20 10:52:56.600555,296968306,0.8935469,0.9337541,1,0.3430433,2
61232,2023-01-20 10:52:56.700193,297067993,0.8934899,0.9337177,1,0.3391336,2
61266,2023-01-20 10:52:56.800506,297168355,0.893488,0.9337165,1,0.3426306,2
61299,2023-01-20 10:52:56.900089,297267951,0.8933995,0.9336599,1,0.3426422,2
61332,2023-01-20 10:52:57.000546,297368421,0.8934042,0.933663,1,0.3439678,2
61363,2023-01-20 10:52:57.100100,297467927,0.8933331,0.9336175,1,0.3390396,2
61398,2023-01-20 10:52:57.200530,297568310,0.8933409,0.9336224,1,0.3440582,2
61431,2023-01-20 10:52:57.300179,297667990,0.8933102,0.9336028,1,0.3454945,2
61463,2023-01-20 10:52:57.400493,297768336,0.8932166,0.9335429,1,0.3513881,2
61494,2023-01-20 10:52:57.500157,297867966,0.8932583,0.9335696,1,0.3433444,2
61527,2023-01-20 10:52:57.600519,297968295,0.8933387,0.933621,1,0.3493334,2
61559,2023-01-20 10:52:57.700188,298067943,0.893328,0.9336141,1,0.3486853,2
61593,2023-01-20 10:52:57.800579,298168313,0.8933346,0.9336184,1,0.346789,2
61626,2023-01-20 10:52:57.900143,298267945,0.8933262,0.9336131,1,0.345478,2
61658,2023-01-20 10:52:58.000489,298368359,0.8933507,0.9336287,1,0.3456869,2
61689,2023-01-20 10:52:58.100140,298467987,0.8932936,0.9335922,1,0.3435981,2
61724,2023-01-20 10:52:58.200479,298568303,0.8932142,0.9335414,1,0.3446662,2
61757,2023-01-20 10:52:58.300184,298667970,0.8931812,0.9335203,1,0.3443028,2
61789,2023-01-20 10:52:58.400535,298768284,0.8930935,0.9334642,1,0.3436678,2
61820,2023-01-20 10:52:58.500216,298867965,0.8930591,0.9334422,1,0.343468,2
61853,2023-01-20 10:52:58.600548,298968296,0.8930458,0.9334337,1,0.3432625,2
61885,2023-01-20 10:52:58.700260,299068002,0.8930342,0.9334263,1,0.3441016,2
61919,2023-01-20 10:52:58.800572,299168308,0.8930569,0.9334408,1,0.3457812,2
61954,2023-01-20 10:52:58.900146,299267949,0.8929979,0.9334031,1,0.3429669,2
