LineNo,UTC_Approx,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
339,2023-01-20 10:49:56.256672,116245429,0,0,0,0.2924092,0.6490136,0.6490136,0.66,NaN,0,0.008586347,2,2
945,2023-01-20 10:49:56.347642,116345445,0,0,0,0.2924092,0.6536537,0.6536537,0.68,NaN,0,0.01273823,2,2
1107,2023-01-20 10:49:56.449107,116451677,0,0,0,0.2924092,0.6598852,0.6598852,0.68,NaN,0,0.01848149,2,2
1322,2023-01-20 10:49:56.562052,116563611,0,0,0,0.2924092,0.6663998,0.6663998,0.69,NaN,0,0.0245688,2,2
1532,2023-01-20 10:49:56.662906,116664362,0,0,0,0.2924092,0.6746222,0.6746222,0.64,NaN,0,0.03230286,3,3
1867,2023-01-20 10:49:56.762599,116764429,0,0,0,0.2924092,0.6828099,0.6828099,0.66,NaN,0,0.04018551,3,3
1913,2023-01-20 10:49:56.862403,116864374,0,0,0,0.2924092,0.6920131,0.6920131,0.68,NaN,0,0.04890031,3,3
1960,2023-01-20 10:49:56.962388,116964360,0,0,0,0.2924092,0.7004534,0.7004534,0.63,NaN,0,0.05691338,3,3
2008,2023-01-20 10:49:57.062454,117064413,0,0,0,0.2924092,0.7105504,0.7105504,0.68,NaN,0,0.06652206,3,3
2054,2023-01-20 10:49:57.162408,117164347,0,0,0,0.2924092,0.7201301,0.7201301,0.66,NaN,0,0.07543045,4,4
2107,2023-01-20 10:49:57.269298,117264348,0,0,0,0.2924092,0.7291277,0.7291277,0.65,NaN,0,0.08393973,4,4
2165,2023-01-20 10:49:57.380359,117364380,0,0,0,0.2924092,0.7368051,0.7368051,0.67,NaN,0,0.09149504,4,4
2222,2023-01-20 10:49:57.474837,117464387,0,0,0,0.2924092,0.7473138,0.7473138,0.7,NaN,0,0.1016986,4,4
2280,2023-01-20 10:49:57.565746,117564383,0,0,0,0.2924092,0.7558153,0.7558153,0.68,NaN,0,0.1095898,4,4
2335,2023-01-20 10:49:57.662320,117664394,0,0,0,0.2924092,0.7658761,0.7658761,0.68,NaN,0,0.1196505,5,5
2390,2023-01-20 10:49:57.762288,117764384,0,0,0,0.2924092,0.7752693,0.7752693,0.69,NaN,0,0.1286775,5,5
2438,2023-01-20 10:49:57.862256,117864379,0,0,0,0.2924092,0.7860947,0.7860947,0.69,NaN,0,0.1391977,5,5
2480,2023-01-20 10:49:57.962240,117964393,0,0,0,0.2924092,0.7959962,0.7959962,0.68,NaN,0,0.148611,5,5
2522,2023-01-20 10:49:58.062343,118064456,0,0,0,0.2924092,0.8050171,0.8050171,0.68,NaN,0,0.1576318,5,5
2561,2023-01-20 10:49:58.162363,118164393,0,0,0,0.2924092,0.8124271,0.8124271,0.68,NaN,0,0.1642485,5,5
2604,2023-01-20 10:49:58.262374,118264392,0,0,0,0.2924092,0.8220556,0.8220556,0.68,NaN,0,0.1733887,6,6
2643,2023-01-20 10:49:58.362337,118364385,0,0,0,0.2924092,0.8312989,0.8312989,0.69,NaN,0,0.1824489,6,6
2683,2023-01-20 10:49:58.462314,118464375,0,0,0,0.2924092,0.8414274,0.8414274,0.67,NaN,0,0.1922111,6,6
2723,2023-01-20 10:49:58.562332,118564395,0,0,0,0.2924092,0.8503708,0.8503708,0.65,NaN,0,0.2004221,6,6
2764,2023-01-20 10:49:58.662309,118664390,0,0,0,0.2924092,0.8595593,0.8595593,0.7,NaN,0,0.2090613,6,6
2804,2023-01-20 10:49:58.762287,118764394,0,0,0,0.2924092,0.8675911,0.8675911,0.7,NaN,0,0.216971,6,6
2848,2023-01-20 10:49:58.862284,118864400,0,0,0,0.2924092,0.8748894,0.8748894,0.69,NaN,0,0.2242693,6,6
2886,2023-01-20 10:49:58.962276,118964391,0,0,0,0.2924092,0.8807951,0.8807951,0.69,NaN,0,0.2298698,6,6
2927,2023-01-20 10:49:59.062381,119064478,0,0,0,0.2924092,0.8887762,0.8887762,0.67,NaN,0,0.2380341,6,6
2965,2023-01-20 10:49:59.162309,119164380,0,0,0,0.2924092,0.8961814,0.8961814,0.67,NaN,0,0.2454392,6,6
3007,2023-01-20 10:49:59.262303,119264365,0,0,0,0.2924092,0.9039668,0.9039668,0.62,NaN,0,0.2526143,7,7
3045,2023-01-20 10:49:59.362313,119364376,0,0,0,0.2924092,0.910385,0.910385,0.62,NaN,0,0.2585441,7,7
3085,2023-01-20 10:49:59.462315,119464381,0,0,0,0.2924092,0.9170378,0.9170378,0.58,NaN,0,0.2644035,7,7
3125,2023-01-20 10:49:59.562314,119564384,0,0,0,0.2924092,0.9222446,0.9222446,0.52,NaN,0,0.2696103,7,7
3164,2023-01-20 10:49:59.662303,119664387,0,0,0,0.2924092,0.9285625,0.9285625,0.51,NaN,0,0.275318,7,7
3205,2023-01-20 10:49:59.762306,119764408,0,0,0,0.2924092,0.9338225,0.9338225,0.48,NaN,0,0.2804559,7,7
3246,2023-01-20 10:49:59.862285,119864397,0,0,0,0.2924092,0.9367694,0.9367694,0.58,NaN,0,0.2834027,7,7
3284,2023-01-20 10:49:59.962272,119964389,0,0,0,0.2924092,0.937907,0.937907,0.58,NaN,0,0.2850897,7,7
3324,2023-01-20 10:50:00.062351,120064453,0,0,0,0.2924092,0.9373479,0.9373479,0.62,NaN,0,0.2842864,7,7
3362,2023-01-20 10:50:00.162308,120164383,0,0,0,0.2924092,0.9354739,0.9354739,0.6,NaN,0,0.2824124,6,6
3405,2023-01-20 10:50:00.262319,120264389,0,0,0,0.2924092,0.9334226,0.9334226,0.67,NaN,0,0.2806663,7,7
3442,2023-01-20 10:50:00.362366,120364444,0,0,0,0.2924092,0.9311355,0.9311355,0.65,NaN,0,0.2788064,6,6
3484,2023-01-20 10:50:00.462351,120464428,0,0,0,0.2924092,0.9295204,0.9295204,0.65,NaN,0,0.2776796,6,6
3523,2023-01-20 10:50:00.562308,120564378,0,0,0,0.2924092,0.9278754,0.9278754,0.71,NaN,0,0.2764619,7,7
3565,2023-01-20 10:50:00.662303,120664378,0,0,0,0.2924092,0.9277226,0.9277226,0.68,NaN,0,0.2763091,6,6
3605,2023-01-20 10:50:00.762290,120764377,0,0,0,0.2924092,0.9275584,0.9275584,0.62,NaN,0,0.2761448,6,6
3647,2023-01-20 10:50:00.862304,120864407,0,0,0,0.2924092,0.9262863,0.9262863,0.65,NaN,0,0.2756662,6,6
3683,2023-01-20 10:50:00.962321,120964442,0,0,0,0.2924092,0.9240707,0.9240707,0.65,NaN,0,0.2738169,6,6
3716,2023-01-20 10:50:01.062276,121064400,0,0,0,0.2924092,0.9234792,0.9234792,0.55,NaN,0,0.2738357,6,6
3746,2023-01-20 10:50:01.162326,121164443,0.03124952,2.420694E-05,0.009156894,0.2924092,0.9226285,0.9226285,0.56,NaN,0,0.2729849,6,6
3781,2023-01-20 10:50:01.262304,121264453,0.08124886,6.356835E-05,0.04574153,0.2924092,0.9221285,0.9221285,0.58,NaN,0,0.272485,6,6
3811,2023-01-20 10:50:01.362254,121364457,0.1312484,0.0001019388,0.09187626,0.2924092,0.9209543,0.9209543,0.58,NaN,0,0.271799,6,6
3844,2023-01-20 10:50:01.462259,121464450,0.1812481,0.0001381934,0.1407811,0.2924092,0.9216653,0.9216653,0.52,NaN,0,0.27251,5,5
3876,2023-01-20 10:50:01.562310,121564450,0.2312481,0.0001713037,0.1904898,0.2924092,0.922168,0.922168,0.1,NaN,0,0.2731348,4,4
3910,2023-01-20 10:50:01.662329,121664448,0.281248,0.0002042353,0.2404266,0.2924092,0.9262649,0.9262649,0.29,NaN,0,0.2772318,5,5
3942,2023-01-20 10:50:01.762340,121764457,0.331248,0.0002334118,0.2904306,0.2924092,0.9304829,0.9304829,-0.7,NaN,0,0.2814497,5,5
3976,2023-01-20 10:50:01.862302,121864465,0.3812479,0.0002478659,0.3404585,0.2924092,0.9351445,0.9351445,-0.46,NaN,0,0.2861114,10,10
4007,2023-01-20 10:50:01.962224,121964463,0.4119067,0.0001090467,0.3888803,0.2924092,0.9440839,0.9436575,-1.32,NaN,0,0.2951736,17,17
4040,2023-01-20 10:50:02.062236,122064462,0.3127031,4.49419E-05,0.3642189,0.2924092,0.966525,0.9646008,-0.93,NaN,0,0.3165442,26,38
4070,2023-01-20 10:50:02.162301,122164461,0.2981971,3.257394E-05,0.3174429,0.2924092,0.9957858,1.002795,-0.22,NaN,0,0.3552876,30,55
4105,2023-01-20 10:50:02.262317,122264453,0.3117432,2.95043E-06,0.3096819,0.2924092,1.026866,1.046901,0.85,NaN,0,0.4002481,28,52
4135,2023-01-20 10:50:02.362318,122364456,0.2940469,1.475215E-05,0.3017328,0.2924092,1.054899,1.087806,1.04,NaN,0,0.4424349,22,47
4168,2023-01-20 10:50:02.462057,122464444,0.2887374,3.662705E-05,0.2929359,0.2924092,1.07794,1.129072,1.04,NaN,0,0.4841284,15,42
4201,2023-01-20 10:50:02.562039,122564825,0.2911269,2.968311E-05,0.2905205,0.2924092,1.096851,1.165275,1.19,NaN,0,0.5213683,10,37
4235,2023-01-20 10:50:02.661812,122664726,0.3031548,4.860759E-05,0.2955498,0.2924092,1.112497,1.20023,1.14,NaN,0,0.5563234,5,28
4267,2023-01-20 10:50:02.761973,122764850,0.3070276,1.570582E-05,0.301955,0.2924092,1.126173,1.228915,1.24,NaN,0,0.5850085,2,20
4301,2023-01-20 10:50:02.861899,122864778,0.3200844,9.23872E-07,0.3115529,0.2924092,1.139453,1.269554,1.22,NaN,0,0.6256475,0,17
4332,2023-01-20 10:50:02.961828,122964732,0.3275253,9.328127E-06,0.318671,0.2924092,1.153971,1.307828,1.32,NaN,0,0.6644715,0,13
4365,2023-01-20 10:50:03.061862,123064776,0.3243316,3.129244E-05,0.3236311,0.2924092,1.171252,1.356324,1.38,NaN,0,0.7141272,0,10
4395,2023-01-20 10:50:03.161822,123164738,0.3250945,5.757809E-05,0.3241163,0.2924092,1.192375,1.403012,1.4,NaN,0,0.7624012,2,11
4430,2023-01-20 10:50:03.261817,123264731,0.3386857,0.0001240671,0.3314794,0.2924092,1.217843,1.465503,1.3,NaN,0,0.82709,2,13
4460,2023-01-20 10:50:03.361844,123364752,0.3330501,0.000210315,0.3356481,0.2924092,1.247947,1.51634,1.39,NaN,0,0.8795754,5,15
4493,2023-01-20 10:50:03.461842,123464740,0.3381305,0.000300616,0.3325053,0.2924092,1.282915,1.556099,1.31,NaN,0,0.9212868,10,16
4525,2023-01-20 10:50:03.561938,123564822,0.3528715,0.000388056,0.3462598,0.2924092,1.323279,1.58243,1.46,NaN,0,0.9492046,17,12
4559,2023-01-20 10:50:03.661960,123664841,0.3734039,0.0003374517,0.3619868,0.2924092,1.370315,1.603315,1.47,NaN,0,0.9710059,27,16
4591,2023-01-20 10:50:03.761858,123764743,0.3786276,0.0002621412,0.3753707,0.2924092,1.426094,1.624121,1.53,NaN,0,0.9915066,40,25
4625,2023-01-20 10:50:03.862085,123864778,0.3763675,0.000164032,0.375923,0.2924092,1.491046,1.656356,1.62,NaN,0,1.022947,52,39
4657,2023-01-20 10:50:03.962046,123964429,0.3707899,7.659197E-05,0.3743035,0.2924092,1.563427,1.697386,1.71,NaN,0,1.063062,61,50
4690,2023-01-20 10:50:04.062198,124064421,0.347554,1.847744E-05,0.3626034,0.2924092,1.640228,1.752558,1.71,NaN,0,1.116342,66,58
4720,2023-01-20 10:50:04.162261,124164416,0.3329656,0.0001882613,0.3457927,0.2924092,1.717372,1.814359,1.85,NaN,0,1.176556,66,58
4755,2023-01-20 10:50:04.262289,124264422,0.3160445,0.0006540716,0.3318705,0.2924092,1.791658,1.878815,1.83,NaN,0,1.238937,63,65
4785,2023-01-20 10:50:04.362301,124364438,0.3073789,0.001062155,0.3144203,0.2924092,1.86016,1.942369,1.91,NaN,0,1.301209,56,62
4818,2023-01-20 10:50:04.462263,124464427,0.3359056,0.001516074,0.3223829,0.2924092,1.923119,2.001191,1.98,NaN,0,1.359299,53,60
4851,2023-01-20 10:50:04.562276,124564480,0.3404792,0.001122296,0.3346279,0.2924092,1.984152,2.054407,2.08,NaN,0,1.412088,53,57
4885,2023-01-20 10:50:04.662274,124664467,0.3486014,0.0005164146,0.342574,0.2924092,2.045093,2.108345,2.25,NaN,0,1.464988,54,55
4917,2023-01-20 10:50:04.762287,124764437,0.3471715,0.0002133548,0.3463241,0.2924092,2.106347,2.162937,2.29,NaN,0,1.518909,55,52
4951,2023-01-20 10:50:04.862294,124864458,0.3365634,9.903312E-05,0.342377,0.2924092,2.168596,2.224689,2.42,NaN,0,1.58066,57,56
4981,2023-01-20 10:50:04.962239,124964450,0.3377727,0.0001617372,0.3403973,0.2924092,2.232281,2.291509,2.38,NaN,0,1.647053,58,60
5014,2023-01-20 10:50:05.062275,125064474,0.3356613,0.0003111959,0.3350849,0.2924092,2.297848,2.360441,2.46,NaN,0,1.715558,60,60
5044,2023-01-20 10:50:05.162300,125164450,0.3476865,0.0004159808,0.3410095,0.2924092,2.364961,2.428236,2.6,NaN,0,1.783902,61,65
5079,2023-01-20 10:50:05.262319,125264454,0.340139,0.0003837049,0.3433245,0.2924092,2.433091,2.497402,2.73,NaN,0,1.853496,61,62
5109,2023-01-20 10:50:05.362348,125364488,0.3321114,0.0002690852,0.3368253,0.2924092,2.501463,2.568422,2.78,NaN,0,1.925309,61,65
5142,2023-01-20 10:50:05.462299,125464432,0.3216757,0.0001349151,0.3286192,0.2924092,2.568961,2.64384,2.82,NaN,0,2.001948,59,62
5174,2023-01-20 10:50:05.562317,125564436,0.3217809,9.268522E-05,0.3243555,0.2924092,2.634413,2.717155,2.89,NaN,0,2.076301,55,59
5209,2023-01-20 10:50:05.662384,125664496,0.3263882,4.446507E-05,0.3243885,0.2924092,2.696886,2.788691,2.97,NaN,0,2.14924,51,57
5241,2023-01-20 10:50:05.762346,125764456,0.3151673,8.124113E-05,0.3205378,0.2924092,2.756531,2.855786,3.14,NaN,0,2.217251,48,53
5275,2023-01-20 10:50:05.856696,125864464,0.3015795,0.0001981854,0.3095127,0.2924092,2.813179,2.918265,3.29,NaN,0,2.281377,44,49
5305,2023-01-20 10:50:05.947647,125964492,0.3072439,0.0002005994,0.3093844,0.2924092,2.86606,2.977226,3.4,NaN,0,2.34162,40,47
5338,2023-01-20 10:50:06.042406,126064461,0.3182037,0.0001781583,0.3114177,0.2924092,2.915798,3.035779,3.5,NaN,0,2.401455,36,46
5368,2023-01-20 10:50:06.142715,126164733,0.304903,0.0001907945,0.3081466,0.2924092,2.963586,3.096208,3.58,NaN,0,2.461823,32,40
5403,2023-01-20 10:50:06.242305,126264832,0.3055302,0.0002127886,0.3092931,0.2924092,3.008129,3.152341,3.76,NaN,0,2.518445,28,35
5435,2023-01-20 10:50:06.340963,126364724,0.3023897,0.0002585053,0.3050156,0.2924092,3.050213,3.207438,3.86,NaN,0,2.573175,25,33
5468,2023-01-20 10:50:06.440238,126464742,0.3013436,0.0003162026,0.3010692,0.2924092,3.08983,3.260615,4.09,NaN,0,2.625681,21,29
5500,2023-01-20 10:50:06.540228,126564744,0.3229873,0.0007333159,0.3137155,0.2924092,3.126987,3.311794,4.24,NaN,0,2.676799,17,20
5534,2023-01-20 10:50:06.640293,126664842,0.2942175,0.000982374,0.3094175,0.2924092,3.161172,3.361496,4.21,NaN,0,2.726196,12,19
5566,2023-01-20 10:50:06.740139,126764752,0.2834228,0.0009460449,0.2932442,0.2924092,3.191581,3.410634,4.24,NaN,0,2.775639,6,16
5600,2023-01-20 10:50:06.839823,126864511,0.291683,0.0007125735,0.2900423,0.2924092,3.217583,3.456561,4.32,NaN,0,2.822604,0,13
5630,2023-01-20 10:50:06.939764,126964541,0.3070016,0.0004493892,0.2959341,0.2924092,3.239732,3.497422,4.39,NaN,0,2.863892,-5,3
5663,2023-01-20 10:50:07.039670,127064508,0.3023356,0.0005469024,0.3038764,0.2924092,3.258929,3.531953,4.45,NaN,0,2.898606,-9,0
5693,2023-01-20 10:50:07.139645,127164501,0.3056909,0.0005716383,0.3012575,0.2924092,3.274968,3.562934,4.57,NaN,0,2.929038,-14,-3
5728,2023-01-20 10:50:07.239657,127264499,0.317549,0.0006310344,0.309746,0.2924092,3.288092,3.591345,4.69,NaN,0,2.956838,-18,-12
5758,2023-01-20 10:50:07.339773,127364552,0.3155285,0.00059852,0.3171227,0.2924092,3.298833,3.619351,4.61,NaN,0,2.983562,-22,-16
5791,2023-01-20 10:50:07.439712,127464487,0.3087142,0.0004474819,0.3108908,0.2924092,3.307622,3.643073,4.58,NaN,0,3.006492,-25,-20
5823,2023-01-20 10:50:07.539584,127564446,0.3159867,0.0002959371,0.3111602,0.2924092,3.314814,3.663421,4.52,NaN,0,3.025923,-28,-25
5857,2023-01-20 10:50:07.644018,127664473,0.3231755,0.0002413094,0.3208803,0.2924092,3.320703,3.677894,4.56,NaN,0,3.039114,-30,-30
5889,2023-01-20 10:50:07.755376,127764549,0.3209689,0.0002941489,0.3211308,0.2924092,3.32562,3.689852,4.62,NaN,0,3.050585,-31,-32
5923,2023-01-20 10:50:07.854376,127864546,0.3385853,0.0004904568,0.3292158,0.2924092,3.330547,3.69888,4.75,NaN,0,3.059124,-30,-29
5954,2023-01-20 10:50:07.945119,127964498,0.3348544,0.0008305013,0.3329133,0.2924092,3.337794,3.708062,4.8,NaN,0,3.067268,-28,-30
5988,2023-01-20 10:50:08.039607,128064562,0.3231426,0.0009638965,0.3304898,0.2924092,3.346997,3.719634,4.76,NaN,0,3.07817,-27,-25
6018,2023-01-20 10:50:08.139526,128164500,0.3316918,0.0008099377,0.3281451,0.2924092,3.357591,3.734357,4.73,NaN,0,3.091427,-26,-25
6053,2023-01-20 10:50:08.239527,128264495,0.3496779,0.0005443692,0.342126,0.2924092,3.370579,3.749176,4.8,NaN,0,3.105025,-23,-26
6083,2023-01-20 10:50:08.339567,128364493,0.3367532,0.0002059937,0.3400572,0.2924092,3.386326,3.767319,4.74,NaN,0,3.121459,-21,-26
6116,2023-01-20 10:50:08.439616,128464520,0.3417507,0.000140518,0.3391555,0.2924092,3.404672,3.78615,4.68,NaN,0,3.138215,-18,-21
6148,2023-01-20 10:50:08.539543,128564453,0.3434803,0.0001385212,0.344237,0.2924092,3.425427,3.805227,4.76,NaN,0,3.154607,-16,-19
6182,2023-01-20 10:50:08.639565,128664483,0.3411236,0.0001980066,0.341009,0.2924092,3.446761,3.825428,4.82,NaN,0,3.172549,-16,-15
6214,2023-01-20 10:50:08.739573,128764499,0.3429355,0.000264734,0.3409118,0.2924092,3.467965,3.848281,4.88,NaN,0,3.192472,-16,-14
6248,2023-01-20 10:50:08.839615,128864507,0.3389402,0.0003607273,0.3441685,0.2924092,3.489366,3.87224,4.93,NaN,0,3.212525,-16,-17
6281,2023-01-20 10:50:08.939701,128964495,0.3257314,0.0003258884,0.3342402,0.2924092,3.510855,3.900461,4.98,NaN,0,3.236841,-17,-17
6314,2023-01-20 10:50:09.039788,129064508,0.330277,0.000336051,0.3287361,0.2924092,3.53329,3.929667,5.03,NaN,0,3.262019,-16,-13
6344,2023-01-20 10:50:09.139858,129164539,0.3338365,0.000308156,0.3318818,0.2924092,3.557081,3.962663,5.08,NaN,0,3.290376,-16,-11
6379,2023-01-20 10:50:09.239746,129264475,0.3201529,0.0001634955,0.3310731,0.2924092,3.58127,3.993751,5.21,NaN,0,3.317618,-17,-10
6409,2023-01-20 10:50:09.339583,129364492,0.3048518,9.337068E-05,0.3168575,0.2924092,3.604841,4.02575,5.2,NaN,0,3.345406,-19,-9
6442,2023-01-20 10:50:09.439372,129464876,0.308414,0.0001520514,0.3093089,0.2924092,3.626137,4.057746,5.38,NaN,0,3.373618,-23,-13
6474,2023-01-20 10:50:09.538016,129564737,0.3150462,0.0004634559,0.3119251,0.2924092,3.643768,4.088022,5.46,NaN,0,3.400048,-28,-19
6508,2023-01-20 10:50:09.637260,129664747,0.3084038,0.0006275475,0.3130081,0.2924092,3.658195,4.115745,5.49,NaN,0,3.425025,-32,-25
6540,2023-01-20 10:50:09.737241,129764729,0.3020386,0.0005724132,0.3057728,0.2924092,3.670001,4.142907,5.58,NaN,0,3.449624,-36,-26
6574,2023-01-20 10:50:09.837252,129864749,0.3088906,0.0004693866,0.3060957,0.2924092,3.679662,4.16703,5.6,NaN,0,3.470572,-40,-31
6605,2023-01-20 10:50:09.937205,129964724,0.3113126,0.0003760457,0.3093478,0.2924092,3.687566,4.18859,5.65,NaN,0,3.48902,-42,-35
6638,2023-01-20 10:50:10.037199,130064723,0.3105595,0.000376761,0.3125543,0.2924092,3.694035,4.206223,5.79,NaN,0,3.503662,-45,-41
6668,2023-01-20 10:50:10.137220,130164719,0.3079088,0.0002472997,0.3101152,0.2924092,3.69933,4.223646,5.84,NaN,0,3.518339,-47,-42
6703,2023-01-20 10:50:10.237150,130264729,0.3054368,0.0001098514,0.3072247,0.2924092,3.703662,4.24066,5.85,NaN,0,3.532545,-49,-42
6733,2023-01-20 10:50:10.336889,130364726,0.3080412,6.455183E-05,0.3089448,0.2924092,3.707208,4.256905,5.86,NaN,0,3.545494,-51,-45
6766,2023-01-20 10:50:10.437432,130465443,0.3097762,7.474422E-05,0.307891,0.2924092,3.710109,4.280044,5.89,NaN,0,3.565948,-54,-44
6798,2023-01-20 10:50:10.537348,130565386,0.3186734,0.0002229512,0.3133427,0.2924092,3.712485,4.297885,5.8,NaN,0,3.58086,-56,-47
6832,2023-01-20 10:50:10.637324,130665386,0.3161022,0.001114368,0.3161098,0.2924092,3.714427,4.3114,5.9,NaN,0,3.591689,-57,-51
6864,2023-01-20 10:50:10.737302,130765382,0.3232906,0.003453165,0.3200348,0.2924092,3.716017,4.323621,5.91,NaN,0,3.600735,-59,-54
6898,2023-01-20 10:50:10.837274,130865398,0.3281424,0.005965203,0.3322764,0.2924092,3.717317,4.331879,5.87,NaN,0,3.606491,-60,-58
6928,2023-01-20 10:50:10.937165,130965377,0.3131289,0.005829602,0.3289574,0.2924092,3.718382,4.338176,5.85,NaN,0,3.60992,-61,-59
6961,2023-01-20 10:50:11.037168,131065404,0.3088958,0.004117161,0.3191846,0.2924092,3.719254,4.343413,5.92,NaN,0,3.612593,-61,-58
6990,2023-01-20 10:50:11.137233,131165382,0.310223,0.002840877,0.317346,0.2924092,3.719966,4.349279,6.04,NaN,0,3.616567,-62,-57
7026,2023-01-20 10:50:11.237274,131265372,0.3097954,0.002358228,0.3139293,0.2924092,3.72055,4.356816,6.32,NaN,0,3.621296,-63,-59
7056,2023-01-20 10:50:11.337306,131365411,0.3172626,0.002077371,0.3156126,0.2924092,3.721027,4.368256,6.24,NaN,0,3.630661,-64,-55
7089,2023-01-20 10:50:11.437316,131465423,0.310178,0.00191018,0.3178616,0.2924092,3.721418,4.379845,6.15,NaN,0,3.640174,-65,-57
7121,2023-01-20 10:50:11.537279,131565380,0.3046735,0.001732528,0.3123184,0.2924092,3.721738,4.39318,6.21,NaN,0,3.65174,-66,-58
7155,2023-01-20 10:50:11.637289,131665386,0.3012337,0.00148502,0.3035061,0.2924092,3.721999,4.406783,6.26,NaN,0,3.663695,-68,-54
7187,2023-01-20 10:50:11.737324,131765422,0.2965449,0.001208305,0.299996,0.2924092,3.722213,4.423098,6.07,NaN,0,3.678606,-69,-60
7221,2023-01-20 10:50:11.837274,131865400,0.2840072,0.001145303,0.2927894,0.2924092,3.722389,4.439027,6.13,NaN,0,3.692887,-71,-59
7251,2023-01-20 10:50:11.937193,131965394,0.286392,0.001255989,0.2868274,0.2924092,3.722532,4.455629,6.13,NaN,0,3.70839,-73,-59
7284,2023-01-20 10:50:12.037188,132065406,0.2983247,0.001448423,0.2932797,0.2924092,3.722649,4.467664,6.23,NaN,0,3.71896,-74,-63
7314,2023-01-20 10:50:12.137242,132165379,0.2925318,0.001435012,0.2949892,0.2924092,3.722745,4.47864,6.25,NaN,0,3.728106,-75,-65
7349,2023-01-20 10:50:12.237281,132265368,0.2999025,0.001465559,0.296671,0.2924092,3.722824,4.486315,6.38,NaN,0,3.734499,-76,-66
7379,2023-01-20 10:50:12.337309,132365400,0.3096484,0.001374096,0.3042068,0.2924092,3.722888,4.493701,6.28,NaN,0,3.740786,-77,-71
7412,2023-01-20 10:50:12.437339,132465435,0.3074951,0.001358032,0.3088937,0.2924092,3.72294,4.498314,6.16,NaN,0,3.744545,-77,-69
7444,2023-01-20 10:50:12.537280,132565383,0.3070471,0.001321077,0.3069682,0.2924092,3.722983,4.50098,6.09,NaN,0,3.746295,-77,-72
7478,2023-01-20 10:50:12.637287,132665391,0.3160074,0.001238257,0.3108844,0.2924092,3.72302,4.498612,6.05,NaN,0,3.7435,-77,-77
7510,2023-01-20 10:50:12.737328,132765422,0.3229779,0.0008497238,0.3192165,0.2924092,3.723047,4.493422,6.04,NaN,0,3.738492,-77,-78
7544,2023-01-20 10:50:12.837276,132865390,0.3199703,0.0005729496,0.3218968,0.2924092,3.723071,4.48339,6.29,NaN,0,3.728705,-76,-75
7574,2023-01-20 10:50:12.937190,132965378,0.3156048,0.000513643,0.3193497,0.2924092,3.723093,4.476121,6.23,NaN,0,3.721559,-75,-78
7608,2023-01-20 10:50:13.037184,133065391,0.3199261,0.0005413294,0.3179647,0.2924092,3.723105,4.47072,6.21,NaN,0,3.716707,-74,-77
7638,2023-01-20 10:50:13.137244,133165376,0.3116348,0.0004093647,0.3164026,0.2924092,3.723117,4.466806,6.27,NaN,0,3.713342,-74,-72
7673,2023-01-20 10:50:13.237292,133265379,0.3197987,0.0003651381,0.315385,0.2924092,3.723129,4.464834,6.18,NaN,0,3.711797,-74,-70
7703,2023-01-20 10:50:13.337311,133365401,0.310782,0.0003263056,0.3162052,0.2924092,3.723141,4.465332,6.14,NaN,0,3.712295,-74,-76
7736,2023-01-20 10:50:13.437333,133465425,0.3073457,0.0003744066,0.3107008,0.2924092,3.723154,4.467007,6.21,NaN,0,3.71397,-74,-71
7768,2023-01-20 10:50:13.537297,133565388,0.3163171,0.0004630387,0.3135112,0.2924092,3.723156,4.470651,5.72,NaN,0,3.718041,-74,-71
7802,2023-01-20 10:50:13.637289,133665381,0.3106273,0.000495851,0.3168197,0.2924092,3.723156,4.46914,5.43,NaN,0,3.717262,-74,-73
7834,2023-01-20 10:50:13.737330,133765423,0.3002262,0.0004512966,0.3068817,0.2924092,3.723156,4.464472,5.39,NaN,0,3.712778,-74,-72
7868,2023-01-20 10:50:13.837284,133865409,0.314685,0.0003558397,0.3101504,0.2924092,3.723156,4.452202,5.49,NaN,0,3.70185,-72,-70
7900,2023-01-20 10:50:13.937173,133965381,0.31196,0.0002069175,0.3127675,0.2924092,3.723156,4.437841,5.48,NaN,0,3.688954,-71,-70
7933,2023-01-20 10:50:14.037183,134065416,0.2919157,0.0002124012,0.3007568,0.2924092,3.723156,4.423534,5.2,NaN,0,3.676295,-70,-66
7963,2023-01-20 10:50:14.137222,134165381,0.325274,0.0004504621,0.3076436,0.2924092,3.723156,4.407894,5.39,NaN,0,3.661326,-68,-65
7998,2023-01-20 10:50:14.237277,134265387,0.3458862,0.0006903708,0.3328465,0.2924092,3.723156,4.381649,5.66,NaN,0,3.636364,-65,-70
8028,2023-01-20 10:50:14.337307,134365410,0.3464828,0.0007143021,0.3439187,0.2924092,3.723156,4.352804,5.7,NaN,0,3.607518,-62,-72
8061,2023-01-20 10:50:14.437319,134465417,0.3549339,0.0008311272,0.3510127,0.2924092,3.723156,4.324946,5.71,NaN,0,3.579844,-60,-72
8094,2023-01-20 10:50:14.537285,134565383,0.347196,0.0008731484,0.3489178,0.2924092,3.723156,4.302962,5.82,NaN,0,3.55786,-57,-69
8128,2023-01-20 10:50:14.637290,134665388,0.3560615,0.0009488761,0.3505643,0.2924092,3.723156,4.286378,5.78,NaN,0,3.541398,-56,-68
