LineNo,UTC_Approx,TimeUS,Dp,Blk,Bytes,FMn,FMx,FAv
118748,2023-01-20 10:55:50.957552,471689239,32,326,13257,11815,16216,13924
119074,2023-01-20 10:55:51.957160,472691689,32,325,13214,11238,16321,14049
119401,2023-01-20 10:55:52.959807,473694023,32,326,13262,11365,15604,13553
119732,2023-01-20 10:55:53.959842,474696571,32,330,13402,11660,16036,13789
120058,2023-01-20 10:55:54.962298,475699000,32,325,13214,11850,16317,13974
120385,2023-01-20 10:55:55.965205,476701929,32,326,13257,11230,16308,13748
120711,2023-01-20 10:55:56.966846,477703913,32,325,13214,11448,15687,13625
121039,2023-01-20 10:55:57.952055,478708994,32,327,13305,11729,16071,13842
121367,2023-01-20 10:55:58.954859,479711458,32,327,13252,11976,16323,14067
121741,2023-01-20 10:55:59.957145,480713942,32,373,14620,11328,16318,13888
122067,2023-01-20 10:56:00.959888,481716566,32,325,13214,11503,15900,13618
122394,2023-01-20 10:56:01.962396,482719428,32,326,13257,11838,16229,13938
122721,2023-01-20 10:56:02.964997,483721704,32,326,13262,11159,16350,14038
123051,2023-01-20 10:56:03.967243,484723949,32,329,13348,11334,15574,13520
123377,2023-01-20 10:56:04.969744,485726464,32,325,13214,11538,15939,13665
123703,2023-01-20 10:56:05.972199,486728932,32,325,13214,11873,16286,13979
124029,2023-01-20 10:56:06.952746,487729245,32,325,13224,11242,16331,14027
124356,2023-01-20 10:56:07.954554,488731513,32,326,13262,11363,15608,13560
124685,2023-01-20 10:56:08.957189,489733938,32,328,13295,11698,16011,13786
125012,2023-01-20 10:56:09.959918,490736627,32,326,13268,11907,16320,14029
125339,2023-01-20 10:56:10.962140,491738927,32,326,13257,11242,16254,13493
125665,2023-01-20 10:56:11.962202,492739237,32,325,13214,11451,15887,13709
125995,2023-01-20 10:56:12.964831,493741874,32,329,13375,11843,16099,13912
126324,2023-01-20 10:56:13.967599,494744285,32,328,13305,12136,16299,14105
126651,2023-01-20 10:56:14.969798,495746481,32,326,13257,11240,16212,13503
127026,2023-01-20 10:56:15.971912,496748931,32,374,14635,11449,15747,13650
127353,2023-01-20 10:56:16.974814,497751497,32,326,13257,11660,16105,13802
127680,2023-01-20 10:56:17.957373,498753992,32,326,13262,12163,16346,14331
128009,2023-01-20 10:56:18.959517,499756521,32,328,13295,11296,15589,13458
128335,2023-01-20 10:56:19.962251,500758951,32,325,13214,11467,15814,13606
128661,2023-01-20 10:56:20.964776,501761494,32,325,13214,11888,16215,13957
128991,2023-01-20 10:56:21.967288,502764002,32,329,13371,11171,16340,14042
129318,2023-01-20 10:56:22.967615,503764335,32,326,13262,11378,15626,13538
129650,2023-01-20 10:56:23.969886,504766575,32,331,13442,11636,15994,13727
129998,2023-01-20 10:56:24.972426,505769390,32,347,14076,11840,16250,14108
130325,2023-01-20 10:56:25.959028,506771480,32,326,13253,11239,16317,13671
130651,2023-01-20 10:56:26.977148,507773887,32,325,13214,11446,15793,13562
130980,2023-01-20 10:56:27.960190,508776911,32,328,13359,11752,16128,13794
131308,2023-01-20 10:56:28.962243,509778905,32,327,13252,12183,16338,14332
131635,2023-01-20 10:56:29.964831,510781462,32,326,13257,11239,15455,13415
131961,2023-01-20 10:56:30.967555,511784254,32,325,13214,11588,15881,13659
132288,2023-01-20 10:56:31.969694,512786721,32,326,13257,11840,16210,13904
132664,2023-01-20 10:56:32.971614,513789327,32,375,14683,10868,16324,13861
132994,2023-01-20 10:56:33.974521,514792358,32,329,13348,11295,15484,13333
133320,2023-01-20 10:56:34.976740,515794557,32,325,13214,11446,15880,13514
133646,2023-01-20 10:56:35.963555,516797138,32,325,13214,12021,16215,14193
133973,2023-01-20 10:56:36.962290,517799554,32,326,13257,11150,16325,13937
134298,2023-01-20 10:56:37.964765,518802055,32,324,13181,11411,15671,13468
134628,2023-01-20 10:56:38.969700,519807059,32,329,13343,11615,15942,13632
134954,2023-01-20 10:56:39.972187,520809547,32,325,13214,12080,16296,14271
135281,2023-01-20 10:56:40.974686,521812040,32,326,13257,11238,16316,13664
135607,2023-01-20 10:56:41.977468,522814865,32,325,13214,11445,15738,13545
135935,2023-01-20 10:56:42.980558,523817909,32,327,13311,11751,16121,13796
136267,2023-01-20 10:56:43.982208,524819610,32,331,13423,12206,16317,14350
136594,2023-01-20 10:56:44.984965,525822318,32,326,13257,11203,16335,13651
136920,2023-01-20 10:56:45.987204,526824558,32,325,13214,11410,15703,13506
137247,2023-01-20 10:56:46.969866,527827078,32,326,13257,11716,16140,13797
137573,2023-01-20 10:56:47.972463,528829878,32,325,13214,12242,16330,14349
137951,2023-01-20 10:56:48.974772,529832164,32,377,14721,11274,15461,13489
138278,2023-01-20 10:56:49.977131,530834569,32,326,13257,11375,15788,13449
138604,2023-01-20 10:56:50.979815,531837207,32,325,13214,11921,16137,14106
138931,2023-01-20 10:56:51.982164,532839558,32,326,13257,12155,16342,14227
139257,2023-01-20 10:56:52.985008,533842396,32,325,13214,11340,15579,13392
139588,2023-01-20 10:56:53.987689,534845077,32,330,13396,11592,15871,13584
139913,2023-01-20 10:56:54.989672,535847061,32,324,13181,11956,16172,14139
140240,2023-01-20 10:56:55.992236,536849627,32,326,13257,11114,16332,13927
140566,2023-01-20 10:56:56.974834,537852089,32,325,13214,11375,15614,13432
140893,2023-01-20 10:56:57.977521,538854892,32,326,13257,11627,15997,13676
141223,2023-01-20 10:56:58.979888,539857243,32,329,13354,12130,16298,14299
141550,2023-01-20 10:56:59.982200,540859556,32,326,13257,11204,15363,13329
141876,2023-01-20 10:57:00.984761,541862110,32,325,13214,11442,15756,13535
142206,2023-01-20 10:57:01.987486,542864835,32,329,13371,11748,16139,13849
142534,2023-01-20 10:57:02.990230,543867595,32,327,13308,12241,16326,14341
142886,2023-01-20 10:57:03.992787,544870146,32,351,14215,11351,15460,13439
143213,2023-01-20 10:57:04.994164,545872087,32,326,13257,11477,15824,13502
143588,2023-01-20 10:57:05.977474,546874605,32,374,14635,11783,16158,14040
143915,2023-01-20 10:57:06.979975,547877313,32,326,13257,11111,16321,13814
144241,2023-01-20 10:57:07.982627,548879969,32,325,13214,11286,15579,13297
144571,2023-01-20 10:57:08.984745,549882090,32,329,13343,11615,15906,13862
144897,2023-01-20 10:57:09.987289,550884627,32,325,13214,12041,16246,14111
145224,2023-01-20 10:57:10.989778,551887116,32,326,13257,11199,16322,13865
145550,2023-01-20 10:57:11.992261,552889598,32,325,13214,11374,15841,13418
145877,2023-01-20 10:57:12.995112,553892497,32,326,13257,11779,16093,14034
146206,2023-01-20 10:57:13.997270,554894587,32,328,13320,12134,16326,14219
146536,2023-01-20 10:57:14.979863,555897465,32,329,13381,11197,16192,13504
146862,2023-01-20 10:57:15.981808,556899607,32,325,13214,11372,15785,13393
147189,2023-01-20 10:57:16.984305,557902157,32,326,13257,11744,16080,14025
147515,2023-01-20 10:57:17.989369,558907117,32,325,13214,12213,16343,14242
147844,2023-01-20 10:57:18.991657,559909550,32,328,13300,11254,15413,13317
148171,2023-01-20 10:57:19.994267,560912085,32,326,13257,11406,15873,13466
148496,2023-01-20 10:57:20.996714,561914550,32,324,13185,11886,16197,14139
148823,2023-01-20 10:57:22.000242,562917993,32,326,13285,11222,16304,13622
149150,2023-01-20 10:57:23.001836,563919587,32,326,13352,11422,15534,13417
149476,2023-01-20 10:57:23.986395,564922302,32,325,13209,11572,15958,13603
149800,2023-01-20 10:57:24.987274,565924590,32,323,13156,11950,16336,14251
150173,2023-01-20 10:57:25.990077,566927361,32,372,14577,11099,16342,13535
150500,2023-01-20 10:57:26.992727,567930088,32,326,13352,11416,15767,13380
150825,2023-01-20 10:57:27.994738,568932101,32,324,13185,11780,16091,14031
151153,2023-01-20 10:57:28.997191,569934548,32,327,13285,12138,16339,14230
151480,2023-01-20 10:57:30.000194,570937563,32,326,13292,11237,15468,13319
151804,2023-01-20 10:57:31.002196,571939563,32,323,13156,11547,16072,13663
152130,2023-01-20 10:57:32.005944,572943312,32,325,13228,12042,16310,14279
152454,2023-01-20 10:57:33.007674,573945026,32,323,13156,11141,15463,13386
152783,2023-01-20 10:57:33.990829,574947053,32,328,13405,11461,15693,13543
153109,2023-01-20 10:57:35.011142,575949602,32,325,13242,11719,16211,13820
153431,2023-01-20 10:57:35.994770,576952129,32,321,13070,11247,16274,13958
153760,2023-01-20 10:57:36.997497,577954890,32,328,13470,11297,15642,13512
154086,2023-01-20 10:57:38.000189,578957585,32,325,13242,11533,15735,13591
154414,2023-01-20 10:57:39.002145,579959526,32,327,13271,11843,16253,13956
154740,2023-01-20 10:57:40.004648,580962051,32,325,13228,11184,16283,13700
155069,2023-01-20 10:57:41.007313,581964694,32,328,13328,11293,15586,13535
155397,2023-01-20 10:57:42.010928,582968355,32,327,13308,11751,15953,13791
155746,2023-01-20 10:57:43.012658,583970036,32,348,14119,12032,16318,14202
156074,2023-01-20 10:57:43.994829,584972045,32,327,13267,11251,16330,13702
156401,2023-01-20 10:57:44.997230,585974528,32,326,13257,11457,15710,13560
156732,2023-01-20 10:57:46.000194,586977543,32,330,13424,11786,16215,13775
157059,2023-01-20 10:57:47.003363,587980697,32,326,13257,12171,16327,14318
157384,2023-01-20 10:57:48.004686,588982066,32,324,13181,11302,16328,13740
157713,2023-01-20 10:57:49.007211,589984550,32,328,13295,11594,15847,13708
158040,2023-01-20 10:57:50.009651,590987029,32,326,13262,11837,16093,13825
158412,2023-01-20 10:57:51.012204,591989540,32,371,14562,11227,16321,14086
158738,2023-01-20 10:57:52.015007,592992341,32,325,13214,11196,15532,13384
159065,2023-01-20 10:57:53.017212,593994545,32,326,13257,11708,15933,13692
159394,2023-01-20 10:57:54.000177,594997485,32,328,13305,12120,16322,14305
159721,2023-01-20 10:57:55.002197,595999530,32,326,13262,11262,16275,13643
160048,2023-01-20 10:57:56.004729,597002069,32,326,13257,11317,15613,13470
160374,2023-01-20 10:57:57.009695,598007031,32,325,13214,11743,16188,13782
160701,2023-01-20 10:57:58.012203,599009542,32,326,13257,11195,16297,13984
161029,2023-01-20 10:57:59.014709,600012050,32,327,13252,11229,15511,13454
161357,2023-01-20 10:58:00.017198,601014547,32,327,13305,11535,15752,13617
161684,2023-01-20 10:58:01.021119,602018459,32,326,13268,11864,16309,13933
162011,2023-01-20 10:58:02.002056,603019592,32,326,13257,11316,16328,14063
162336,2023-01-20 10:58:03.004751,604022298,32,324,13181,11317,15610,13535
162666,2023-01-20 10:58:04.006898,605024558,32,329,13348,11655,15906,13782
162993,2023-01-20 10:58:05.009323,606027066,32,326,13262,11947,16124,13922
163320,2023-01-20 10:58:06.012983,607030709,32,326,13257,11123,16309,13737
163695,2023-01-20 10:58:07.014353,608032071,32,374,14635,11352,15583,13532
164022,2023-01-20 10:58:08.016818,609034538,32,326,13257,11654,16107,13708
164350,2023-01-20 10:58:09.019367,610037138,32,327,13252,12099,16348,14279
164677,2023-01-20 10:58:10.021869,611039599,32,326,13262,11294,16268,13659
165004,2023-01-20 10:58:11.024606,612042335,32,326,13257,11403,15663,13509
165330,2023-01-20 10:58:12.024862,613044983,32,325,13214,11775,16238,13835
165657,2023-01-20 10:58:13.009730,614047060,32,326,13257,11227,16331,14011
165986,2023-01-20 10:58:14.012462,615049563,32,328,13305,11228,15500,13440
166314,2023-01-20 10:58:15.014749,616052101,32,327,13305,11475,15677,13561
166640,2023-01-20 10:58:16.017525,617054874,32,325,13214,11810,16252,13868
166970,2023-01-20 10:58:17.019809,618057215,32,329,13381,12262,16329,14371
167296,2023-01-20 10:58:18.022193,619059541,32,325,13214,11379,16319,13750
167625,2023-01-20 10:58:19.024678,620062054,32,328,13295,11531,15835,13671
167954,2023-01-20 10:58:20.027330,621064672,32,328,13343,11876,16324,13946
168283,2023-01-20 10:58:21.030134,622067456,32,328,13351,11313,16331,14067
168609,2023-01-20 10:58:22.011192,623068331,32,325,13214,11314,15628,13516
168958,2023-01-20 10:58:23.012724,624070008,32,348,14119,11706,15966,13707
169337,2023-01-20 10:58:24.014702,625072058,32,378,14755,12035,16289,14339
169664,2023-01-20 10:58:25.017157,626074568,32,326,13262,11170,16338,13800
169991,2023-01-20 10:58:26.019762,627077130,32,326,13257,11279,15595,13323
170317,2023-01-20 10:58:27.022462,628079836,32,325,13214,11800,16093,13991
170644,2023-01-20 10:58:28.024659,629082039,32,326,13257,12106,16323,14201
170972,2023-01-20 10:58:29.027203,630084565,32,327,13252,11344,16117,13559
171300,2023-01-20 10:58:30.029719,631087092,32,327,13305,11404,15660,13425
171626,2023-01-20 10:58:31.012459,632089551,32,325,13214,11888,16181,14080
171953,2023-01-20 10:58:32.016789,633092339,32,326,13257,12147,16346,14216
172279,2023-01-20 10:58:33.017199,634094530,32,325,13214,11192,15485,13329
172610,2023-01-20 10:58:34.019809,635097147,32,330,13402,11584,15951,13625
172936,2023-01-20 10:58:35.022202,636099536,32,325,13229,12004,16303,14201
173263,2023-01-20 10:58:36.024710,637102060,32,326,13257,11117,16304,13604
173589,2023-01-20 10:58:37.029724,638107052,32,325,13214,11346,15553,13421
173916,2023-01-20 10:58:38.032225,639109559,32,326,13257,11598,16110,13717
174244,2023-01-20 10:58:39.034713,640112040,32,327,13252,12130,16298,14283
174620,2023-01-20 10:58:40.037201,641114534,32,375,14683,11253,16313,13658
174947,2023-01-20 10:58:41.036674,642117623,32,326,13257,11267,15725,13320
175273,2023-01-20 10:58:42.021221,643118432,32,325,13214,11799,16092,14015
175600,2023-01-20 10:58:43.022240,644119577,32,326,13257,12191,16301,14224
175929,2023-01-20 10:58:44.024957,645122296,32,328,13305,11189,15483,13295
176257,2023-01-20 10:58:45.027245,646124574,32,327,13305,11383,15900,13503
176583,2023-01-20 10:58:46.029722,647127055,32,325,13214,11867,16181,14081
176910,2023-01-20 10:58:47.032505,648129837,32,326,13257,12240,16322,14254
177238,2023-01-20 10:58:48.034667,649132031,32,327,13284,11257,15483,13319
177567,2023-01-20 10:58:49.037222,650134554,32,328,13295,11493,15948,13598
177895,2023-01-20 10:58:50.039770,651137133,32,327,13316,11933,16232,14149
178222,2023-01-20 10:58:51.022015,652139589,32,326,13257,11231,16322,13929
178547,2023-01-20 10:58:52.024630,653142327,32,324,13181,11275,15568,13370
178873,2023-01-20 10:58:53.027402,654144986,32,325,13214,11527,16114,13673
179203,2023-01-20 10:58:54.029255,655147054,32,329,13348,12059,16261,14230
179530,2023-01-20 10:58:55.031858,656149570,32,326,13262,11129,16262,13612
179857,2023-01-20 10:58:56.034322,657152117,32,326,13257,11353,15603,13420
180232,2023-01-20 10:58:57.037131,658154863,32,374,14635,11562,16022,13708
180559,2023-01-20 10:58:58.039488,659157208,32,326,13257,12100,16317,14154
180887,2023-01-20 10:58:59.041788,660159551,32,327,13252,11252,16318,13569
181214,2023-01-20 10:59:00.044343,661162045,32,326,13257,11312,15856,13449
181544,2023-01-20 10:59:01.027709,662164970,32,329,13376,11796,16110,14016
181873,2023-01-20 10:59:02.030304,663167651,32,328,13351,12169,16297,14177
182223,2023-01-20 10:59:03.032709,664170059,32,349,14196,11340,16116,13445
182553,2023-01-20 10:59:04.034725,665172075,32,329,13348,11438,15891,13821
182879,2023-01-20 10:59:05.037180,666174542,32,325,13214,11879,16226,14017
183208,2023-01-20 10:59:06.039788,667177136,32,328,13359,12223,16343,14157
183534,2023-01-20 10:59:07.042500,668179857,32,325,13214,11221,15568,13252
183859,2023-01-20 10:59:08.044715,669182055,32,324,13181,11747,16114,13927
184188,2023-01-20 10:59:09.047306,670184617,32,328,13295,12038,16330,14156
184514,2023-01-20 10:59:10.049732,671187069,32,325,13214,11161,16221,13530
184842,2023-01-20 10:59:11.032228,672189569,32,327,13305,11433,15689,13383
185168,2023-01-20 10:59:12.034954,673192342,32,325,13214,11868,16181,14041
185495,2023-01-20 10:59:13.037165,674194562,32,326,13257,12169,16292,14226
185872,2023-01-20 10:59:14.039863,675197242,32,376,14697,11198,15389,13177
186196,2023-01-20 10:59:15.042159,676199545,32,323,13156,11590,15932,13769
186525,2023-01-20 10:59:16.044678,677202054,32,328,13443,11753,15987,13859
186849,2023-01-20 10:59:17.049688,678207072,32,323,13156,12083,16318,14080
187173,2023-01-20 10:59:18.052137,679209518,32,323,13156,11336,16308,13572
187504,2023-01-20 10:59:19.054651,680212059,32,330,13460,11779,16029,13931
187828,2023-01-20 10:59:20.057186,681214558,32,323,13156,11854,16197,13993
188155,2023-01-20 10:59:21.040332,682217616,32,326,13287,11325,16313,13868
188480,2023-01-20 10:59:22.042164,683219521,32,324,13199,11326,15692,13426
188805,2023-01-20 10:59:23.044954,684222306,32,324,13185,11887,16209,14055
189132,2023-01-20 10:59:24.047234,685224587,32,326,13247,12197,16302,14229
189458,2023-01-20 10:59:25.049706,686227093,32,325,13228,11325,15484,13356
189785,2023-01-20 10:59:26.052510,687229863,32,326,13367,11583,15888,13589
190109,2023-01-20 10:59:27.054704,688232078,32,323,13156,11972,16294,14140
190433,2023-01-20 10:59:28.057222,689234550,32,323,13156,11220,16324,13657
190759,2023-01-20 10:59:29.039937,690237156,32,325,13194,11381,15732,13535
191088,2023-01-20 10:59:30.042448,691239594,32,328,13470,11608,15953,13651
191413,2023-01-20 10:59:31.045003,692242358,32,324,13204,12112,16292,14242
191738,2023-01-20 10:59:32.047713,693244988,32,324,13185,11316,16293,13714
192065,2023-01-20 10:59:33.049695,694247044,32,326,13257,11563,15834,13632
192394,2023-01-20 10:59:34.052210,695249557,32,328,13305,11826,16151,13876
192721,2023-01-20 10:59:35.054791,696252130,32,326,13257,11158,16324,14018
193048,2023-01-20 10:59:36.057534,697254880,32,326,13262,11279,15524,13453
193376,2023-01-20 10:59:37.059877,698257225,32,327,13311,11598,15894,13677
193702,2023-01-20 10:59:38.062223,699259555,32,325,13214,11861,16277,13962
194030,2023-01-20 10:59:39.064726,700262043,32,327,13252,11289,16322,14061
194360,2023-01-20 10:59:40.046970,701264654,32,329,13371,11367,15660,13548
194734,2023-01-20 10:59:41.049742,702267495,32,373,14661,11734,16062,13784
195083,2023-01-20 10:59:42.052221,703270025,32,348,14119,12051,16260,14208
195409,2023-01-20 10:59:43.054345,704272080,32,325,13214,11190,15483,13295
195738,2023-01-20 10:59:44.056814,705274546,32,328,13315,11528,15808,13511
196064,2023-01-20 10:59:45.059397,706277133,32,325,13214,11948,16196,14126
196392,2023-01-20 10:59:46.062049,707280222,32,327,13305,11137,16263,13883
196718,2023-01-20 10:59:47.064321,708282436,32,325,13214,11258,15551,13365
197045,2023-01-20 10:59:48.067605,709285293,32,326,13257,11625,15929,13622
197375,2023-01-20 10:59:49.049892,710287700,32,329,13322,12004,16193,14179
197702,2023-01-20 10:59:50.058150,711290253,32,326,13257,11203,16335,13941
198029,2023-01-20 10:59:51.054721,712292693,32,326,13262,11324,15617,13416
198356,2023-01-20 10:59:52.057510,713295512,32,326,13257,11643,15990,13653
198683,2023-01-20 10:59:53.059855,714297852,32,326,13268,12092,16319,14272
199012,2023-01-20 10:59:54.062263,715300260,32,328,13305,11134,16181,13576
199339,2023-01-20 10:59:55.064693,716302685,32,326,13257,11359,15652,13451
199666,2023-01-20 10:59:56.067327,717305351,32,326,13262,11726,16129,13780
199993,2023-01-20 10:59:57.072307,718310293,32,326,13257,12214,16311,14326
200368,2023-01-20 10:59:58.074980,719312988,32,374,14635,11219,15413,13331
200697,2023-01-20 10:59:59.057458,720315590,32,328,13295,11457,15766,13468
201023,2023-01-20 11:00:00.059751,721318064,32,325,13214,11877,16125,14050
201349,2023-01-20 11:00:01.062658,722320999,32,325,13224,11114,16302,13897
201676,2023-01-20 11:00:02.064350,723322716,32,326,13262,11307,16200,13595
202003,2023-01-20 11:00:03.066943,724325284,32,326,13257,11525,15935,13574
202332,2023-01-20 11:00:04.069411,725327776,32,328,13305,12004,16139,14134
202659,2023-01-20 11:00:05.071935,726330268,32,326,13257,11149,16347,13934
202985,2023-01-20 11:00:06.074689,727333027,32,325,13214,11270,15563,13374
203313,2023-01-20 11:00:07.076892,728335269,32,327,13305,11608,15927,13607
203640,2023-01-20 11:00:08.060039,729337860,32,326,13268,12038,16265,14215
203968,2023-01-20 11:00:09.062341,730340258,32,327,13252,11166,15331,13311
204295,2023-01-20 11:00:10.064716,731342699,32,326,13257,11391,15705,13481
204621,2023-01-20 11:00:11.067661,732345544,32,325,13214,11729,16160,13794
204949,2023-01-20 11:00:12.070246,733348228,32,327,13305,12247,16309,14344
205275,2023-01-20 11:00:13.072270,734350274,32,325,13214,11254,15448,13410
205605,2023-01-20 11:00:14.074734,735352719,32,329,13348,11530,15757,13589
205980,2023-01-20 11:00:15.077303,736355306,32,374,14635,11532,16050,13849
206307,2023-01-20 11:00:16.080175,737358156,32,326,13257,12183,16306,14218
206634,2023-01-20 11:00:17.082374,738360341,32,326,13262,11253,15426,13275
206961,2023-01-20 11:00:18.064921,739362714,32,326,13257,11471,15927,13566
207292,2023-01-20 11:00:19.067430,740365362,32,330,13366,12003,16168,14151
207623,2023-01-20 11:00:20.069914,741367873,32,330,13421,11121,16309,13887
207971,2023-01-20 11:00:21.073047,742371020,32,347,14076,11285,15581,13252
208298,2023-01-20 11:00:22.074703,743372681,32,326,13272,11537,16039,13921
208625,2023-01-20 11:00:23.077308,744375291,32,326,13243,12000,16248,14118
208955,2023-01-20 11:00:24.079898,745377874,32,329,13359,11189,16328,13851
209282,2023-01-20 11:00:25.082266,746380244,32,326,13257,11387,15649,13345
209608,2023-01-20 11:00:26.085047,747383017,32,325,13214,11754,16104,14014
209936,2023-01-20 11:00:27.087273,748385273,32,327,13305,12180,16262,14193
210262,2023-01-20 11:00:28.069832,749387698,32,325,13214,11250,16310,13567
210591,2023-01-20 11:00:29.072438,750390251,32,328,13295,11502,15826,13481
210917,2023-01-20 11:00:30.074764,751392747,32,325,13214,11842,16189,14088
211293,2023-01-20 11:00:31.077537,752395547,32,375,14678,12214,16308,14136
211620,2023-01-20 11:00:32.079841,753397826,32,326,13262,11196,15529,13180
211947,2023-01-20 11:00:33.082260,754400263,32,326,13257,11582,15907,13816
212276,2023-01-20 11:00:34.084999,755402983,32,328,13305,11912,16095,13965
212603,2023-01-20 11:00:35.084518,756403338,32,326,13257,11100,16329,13799
212929,2023-01-20 11:00:36.089567,757408350,32,325,13214,11264,15612,13268
213255,2023-01-20 11:00:37.091801,758410598,32,325,13229,11665,15964,13881
213582,2023-01-20 11:00:38.074909,759413080,32,326,13257,11946,16173,14061
213910,2023-01-20 11:00:39.077253,760415586,32,327,13252,11226,16327,13845
214238,2023-01-20 11:00:40.080305,761418669,32,327,13311,11386,15679,13363
214564,2023-01-20 11:00:41.082416,762420774,32,325,13214,11753,16100,14009
214892,2023-01-20 11:00:42.084691,763423072,32,327,13305,12179,16315,14215
215218,2023-01-20 11:00:43.087267,764425617,32,325,13214,11249,16349,13575
215548,2023-01-20 11:00:44.089708,765428087,32,329,13348,11448,15741,13448
215874,2023-01-20 11:00:45.092548,766430908,32,325,13214,11788,16135,14031
216201,2023-01-20 11:00:46.094715,767433075,32,326,13257,12214,16325,14237
216528,2023-01-20 11:00:47.077331,768435587,32,326,13262,11245,15428,13295
216904,2023-01-20 11:00:48.079951,769438277,32,375,14678,11412,15832,13586
217232,2023-01-20 11:00:49.082182,770440569,32,327,13252,11857,16105,13970
217559,2023-01-20 11:00:50.085035,771443400,32,326,13257,11099,16308,13794
217887,2023-01-20 11:00:51.087216,772445601,32,327,13284,11227,15520,13224
218215,2023-01-20 11:00:52.090122,773448509,32,327,13305,11594,15893,13825
218541,2023-01-20 11:00:53.092192,774450578,32,325,13214,11929,16156,14007
218870,2023-01-20 11:00:54.086101,775453101,32,328,13305,11102,16309,13802
219196,2023-01-20 11:00:55.097543,776455929,32,325,13224,11262,15555,13245
219523,2023-01-20 11:00:56.099914,777458314,32,326,13268,11629,15976,13887
219851,2023-01-20 11:00:57.082387,778460598,32,327,13305,12001,16174,14065
220177,2023-01-20 11:00:58.084784,779463065,32,325,13214,11223,16324,13861
220509,2023-01-20 11:00:59.087309,780465661,32,331,13409,11410,15724,13440
220837,2023-01-20 11:01:00.090196,781468550,32,327,13308,11750,16118,14023
221186,2023-01-20 11:01:01.092744,782471104,32,348,14119,12242,16327,14143
221513,2023-01-20 11:01:02.094657,783473047,32,326,13262,11260,15368,13183
221840,2023-01-20 11:01:03.097190,784475560,32,326,13257,11498,15834,13782
222218,2023-01-20 11:01:04.099761,785478149,32,377,14726,11823,16132,13875
222545,2023-01-20 11:01:05.102517,786480890,32,326,13257,12121,16330,14292
222870,2023-01-20 11:01:06.095303,787483145,32,324,13185,11259,15495,13460
223195,2023-01-20 11:01:07.087258,788485561,32,324,13185,11569,15945,13777
223523,2023-01-20 11:01:08.089756,789488083,32,327,13400,12008,16167,13954
223850,2023-01-20 11:01:09.092225,790490580,32,326,13237,11188,16281,13736
224174,2023-01-20 11:01:10.094991,791493372,32,323,13156,11397,15773,13639
224497,2023-01-20 11:01:11.097206,792495567,32,322,13123,11740,16145,13965
224824,2023-01-20 11:01:12.099878,793498230,32,326,13377,12177,16301,14100
225150,2023-01-20 11:01:13.102178,794500560,32,325,13233,11228,15604,13191
225477,2023-01-20 11:01:14.104780,795503126,32,326,13247,11571,15912,13828
225803,2023-01-20 11:01:15.089479,796508064,32,325,13228,11897,16230,14074
226127,2023-01-20 11:01:16.101929,797510586,32,323,13156,11247,16264,13531
226452,2023-01-20 11:01:17.094320,798513065,32,324,13185,11440,15904,13467
226778,2023-01-20 11:01:18.096801,799515572,32,325,13247,11930,16212,14141
227106,2023-01-20 11:01:19.099818,800518605,32,327,13361,12001,16315,14184
227430,2023-01-20 11:01:20.102063,801520833,32,323,13156,11091,15467,13295
227754,2023-01-20 11:01:21.104301,802523075,32,323,13156,11661,16133,13683
228085,2023-01-20 11:01:22.106879,803525617,32,330,13540,12054,16300,14246
228411,2023-01-20 11:01:23.109304,804528066,32,325,13233,12133,16334,14203
228738,2023-01-20 11:01:24.112159,805530883,32,326,13247,11102,15510,13321
229064,2023-01-20 11:01:25.105117,806533070,32,325,13224,11634,15972,13617
229390,2023-01-20 11:01:26.097412,807535586,32,325,13214,11963,16310,14218
229717,2023-01-20 11:01:27.099932,808538275,32,326,13268,11363,16311,13965
230045,2023-01-20 11:01:28.102223,809540564,32,327,13305,11296,15595,13447
230373,2023-01-20 11:01:29.105007,810543353,32,327,13252,11706,16103,13728
230700,2023-01-20 11:01:30.107224,811545573,32,326,13257,12148,16301,14296
231026,2023-01-20 11:01:31.110114,812548482,32,325,13214,11333,16305,13730
231400,2023-01-20 11:01:32.112221,813550563,32,373,14620,11460,15906,13556
231727,2023-01-20 11:01:33.114733,814553093,32,326,13262,11951,16217,14133
232057,2023-01-20 11:01:34.117555,815555891,32,329,13348,12131,16329,14226
232383,2023-01-20 11:01:35.099963,816558288,32,325,13214,11385,16337,13648
232710,2023-01-20 11:01:36.102308,817560600,32,326,13257,11549,15941,13577
233036,2023-01-20 11:01:37.104663,818563058,32,325,13214,11932,16279,14182
233369,2023-01-20 11:01:38.107443,819565818,32,332,13473,11284,16309,13922
233699,2023-01-20 11:01:39.110099,820568491,32,329,13346,11217,15564,13393
234048,2023-01-20 11:01:40.112703,821571084,32,348,14119,11691,16072,13848
234373,2023-01-20 11:01:41.114688,822573058,32,324,13181,12020,16316,14172
234699,2023-01-20 11:01:42.117168,823575572,32,325,13214,11302,16314,13627
235029,2023-01-20 11:01:43.119847,824578226,32,329,13412,11429,15872,13486
235357,2023-01-20 11:01:44.122457,825580858,32,327,13252,11831,16161,14061
235684,2023-01-20 11:01:45.104836,826583073,32,326,13257,12185,16308,14229
236010,2023-01-20 11:01:46.107244,827585571,32,325,13214,11423,16309,13673
236337,2023-01-20 11:01:47.109718,828588049,32,326,13257,11464,16008,13589
