LineNo,UTC_Approx,UTC_GPS,TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,GPSAlt,Roll,Pitch,Yaw
39800,2023-01-20 10:51:51.881821,2023-01-20 10:51:51.800000,232109940,471129800,2245,39.8052507,32.383537,788.84,54.59,778.8,8.72,7.26,102.05
41010,2023-01-20 10:51:55.614776,2023-01-20 10:51:55.600000,235862433,471133600,2245,39.8051858,32.3834895,789.11,54.86,781.32,-3.95,1.97,212.06
42084,2023-01-20 10:51:58.899843,2023-01-20 10:51:58.800000,239147680,471136800,2245,39.8050674,32.383403,789.23,54.98,784.32,-1.94,-4.65,209.68
42846,2023-01-20 10:52:01.099871,2023-01-20 10:52:01.000000,241347707,471139000,2245,39.8049505,32.3833149,789.46,55.21,786.03,-2.78,-1.95,209.48
43560,2023-01-20 10:52:03.259879,2023-01-20 10:52:03.200000,243507686,471141200,2245,39.8048332,32.3832274,789.46,55.21,786.49,-2.43,-1.89,209.48
44284,2023-01-20 10:52:05.420058,2023-01-20 10:52:05.400000,245687730,471143400,2245,39.8047165,32.3831395,789.35,55.1,786.29,-2.12,-2.75,210.1
45003,2023-01-20 10:52:07.619931,2023-01-20 10:52:07.600000,247887712,471145600,2245,39.8046,32.3830493,789.36,55.11,787.06,-3.11,-3.47,209.91
45692,2023-01-20 10:52:09.779979,2023-01-20 10:52:09.600000,250047720,471147600,2245,39.8044829,32.3829614,789.33,55.08,787.01,-2.18,-3.08,210.44
46410,2023-01-20 10:52:11.939859,2023-01-20 10:52:11.800000,252207693,471149800,2245,39.8043657,32.3828734,789.27,55.02,787.18,-2.24,-4.06,210.31
47098,2023-01-20 10:52:14.054771,2023-01-20 10:52:14.000000,254328011,471152000,2245,39.8042485,32.3827857,789.19,54.94,786.68,-1.7,-3.11,210.89
47791,2023-01-20 10:52:16.180139,2023-01-20 10:52:16.000000,256467856,471154000,2245,39.8041314,32.3826983,789.04,54.79,786.14,-1.89,-3.23,210.71
48551,2023-01-20 10:52:18.319932,2023-01-20 10:52:18.200000,258607698,471156200,2245,39.8040143,32.3826106,788.99,54.74,785.92,-2.14,-2.35,210.03
49272,2023-01-20 10:52:20.499850,2023-01-20 10:52:20.400000,260787687,471158400,2245,39.8038963,32.3825225,788.97,54.72,786.2,-1.92,-3.51,210.46
49960,2023-01-20 10:52:22.640266,2023-01-20 10:52:22.600000,262928069,471160600,2245,39.8037786,32.3824343,788.97,54.72,786.06,-1.7,-2.28,209.99
50653,2023-01-20 10:52:24.759957,2023-01-20 10:52:24.600000,265067657,471162600,2245,39.8036622,32.3823454,788.97,54.72,786.06,-2.64,-3.05,209.3
51367,2023-01-20 10:52:26.920486,2023-01-20 10:52:26.800000,267228345,471164800,2245,39.8035451,32.3822567,789.01,54.76,786.54,-2.79,-3.66,209.59
52061,2023-01-20 10:52:29.059846,2023-01-20 10:52:29.000000,269367715,471167000,2245,39.8034277,32.3821696,789.06,54.81,786.55,-2.7,-3.07,209.69
52771,2023-01-20 10:52:31.220283,2023-01-20 10:52:31.200000,271528016,471169200,2245,39.8033094,32.3820822,789,54.75,786.25,-1.66,-2.18,210.17
53464,2023-01-20 10:52:33.359980,2023-01-20 10:52:33.200000,273667735,471171200,2245,39.8031918,32.3819948,788.99,54.74,786.32,-1.58,-2.63,210.43
54235,2023-01-20 10:52:35.539608,2023-01-20 10:52:35.400000,275867698,471173400,2245,39.8030755,32.3819048,789.04,54.79,786.81,-2.27,-4.08,211.2
54947,2023-01-20 10:52:37.679590,2023-01-20 10:52:37.600000,278007691,471175600,2245,39.8029586,32.3818166,789.13,54.88,787.85,-2.28,-3.86,209.77
55635,2023-01-20 10:52:39.800278,2023-01-20 10:52:39.800000,280128352,471177800,2245,39.8028416,32.3817295,789.11,54.86,787.91,-2.14,-2.57,209.88
56330,2023-01-20 10:52:41.939574,2023-01-20 10:52:41.800000,282267693,471179800,2245,39.8027237,32.3816421,789.08,54.83,787.83,-1.02,-2.05,210.87
57042,2023-01-20 10:52:44.099886,2023-01-20 10:52:44.000000,284447687,471182000,2245,39.8026062,32.3815538,789.07,54.82,787.77,-1.57,-2.88,210.71
57761,2023-01-20 10:52:46.239843,2023-01-20 10:52:46.200000,286587711,471184200,2245,39.8024893,32.3814656,789.11,54.86,787.81,-1.35,-1.81,210.66
58456,2023-01-20 10:52:48.419843,2023-01-20 10:52:48.400000,288767690,471186400,2245,39.8023723,32.3813756,789.17,54.92,787.62,-2.95,-2.96,209.53
59216,2023-01-20 10:52:50.559869,2023-01-20 10:52:50.400000,290907698,471188400,2245,39.8022549,32.3812894,789.16,54.91,787.09,-2.15,-2.99,209.82
59932,2023-01-20 10:52:52.720022,2023-01-20 10:52:52.600000,293087686,471190600,2245,39.8021379,32.3812006,789.21,54.96,787.7,-2.04,-2.84,209.81
60625,2023-01-20 10:52:54.860162,2023-01-20 10:52:54.800000,295228014,471192800,2245,39.8020211,32.3811121,789.21,54.96,787.81,-2.13,-1.91,210.06
61318,2023-01-20 10:52:57.000225,2023-01-20 10:52:57.000000,297368100,471195000,2245,39.8019038,32.3810254,789.16,54.91,787.76,-1.44,-1.7,211.01
62030,2023-01-20 10:52:59.179890,2023-01-20 10:52:59.000000,299547719,471197000,2245,39.8017869,32.3809361,789.28,55.03,788.2,-1.92,-3.32,211.18
62724,2023-01-20 10:53:01.299966,2023-01-20 10:53:01.200000,301667731,471199200,2245,39.8016688,32.380849,789.33,55.08,787.68,-0.62,-1.56,211.07
63436,2023-01-20 10:53:03.459983,2023-01-20 10:53:03.400000,303847701,471201400,2245,39.8015521,32.3807596,789.36,55.11,787.91,-2.05,-3.22,209.41
64155,2023-01-20 10:53:05.619936,2023-01-20 10:53:05.600000,306007690,471203600,2245,39.8014338,32.3806727,789.32,55.07,788.06,-0.57,-2.14,211.82
64890,2023-01-20 10:53:07.759886,2023-01-20 10:53:07.600000,308147694,471205600,2245,39.8013167,32.3805843,789.28,55.03,788.97,-1.52,-2.91,211.96
65612,2023-01-20 10:53:09.899885,2023-01-20 10:53:09.800000,310287733,471207800,2245,39.8011998,32.3804965,789.3,55.05,789.53,-0.46,-3.24,212.72
66300,2023-01-20 10:53:12.020293,2023-01-20 10:53:12.000000,312428040,471210000,2245,39.8010827,32.3804079,789.38,55.13,789.89,-1.24,-3.35,211.19
67020,2023-01-20 10:53:14.200277,2023-01-20 10:53:14.200000,314608029,471212200,2245,39.8009658,32.3803199,789.38,55.13,789.57,-1.34,-2.94,209.51
67707,2023-01-20 10:53:16.320205,2023-01-20 10:53:16.200000,316728014,471214200,2245,39.800849,32.3802321,789.32,55.07,789.95,-1.99,-2.69,208.62
68400,2023-01-20 10:53:18.459878,2023-01-20 10:53:18.400000,318867700,471216400,2245,39.8007312,32.3801446,789.25,55,789.63,-1.4,-1.97,210.15
69113,2023-01-20 10:53:20.620275,2023-01-20 10:53:20.600000,321028016,471218600,2245,39.8006138,32.3800556,789.19,54.94,789.61,-2.03,-2.02,209.98
69803,2023-01-20 10:53:22.739777,2023-01-20 10:53:22.600000,323167737,471220600,2245,39.8004961,32.3799688,789.18,54.93,789.59,-1.09,-1.3,209.57
70569,2023-01-20 10:53:24.899915,2023-01-20 10:53:24.800000,325328026,471222800,2245,39.8003788,32.3798801,789.23,54.98,790,-1.73,-1.59,209.68
71284,2023-01-20 10:53:27.059555,2023-01-20 10:53:27.000000,327487688,471225000,2245,39.8002622,32.3797919,789.21,54.96,790.51,-1.42,-2.52,210.42
71976,2023-01-20 10:53:29.219616,2023-01-20 10:53:29.200000,329647702,471227200,2245,39.8001459,32.3797032,789.3,55.05,790.23,-1.21,-2.9,210.38
72692,2023-01-20 10:53:31.340065,2023-01-20 10:53:31.200000,331787721,471229200,2245,39.8000287,32.3796146,789.31,55.06,790.01,-1.96,-2.85,210.32
73408,2023-01-20 10:53:33.539855,2023-01-20 10:53:33.400000,333987684,471231400,2245,39.7999114,32.3795282,789.27,55.02,789.27,-0.02,6.55,211.11
74875,2023-01-20 10:53:38.040123,2023-01-20 10:53:38.000000,338487967,471236000,2245,39.7997957,32.3794379,789.54,55.29,790.32,0.14,4.65,209.77
76411,2023-01-20 10:53:42.779927,2023-01-20 10:53:42.600000,343247742,471240600,2245,39.7998386,32.3792709,789.77,55.52,790.01,3.47,-7.13,303.96
77557,2023-01-20 10:53:46.280089,2023-01-20 10:53:46.200000,346747931,471244200,2245,39.7999156,32.3791269,789.79,55.54,789.28,14.98,-3.59,340.87
78757,2023-01-20 10:53:49.956870,2023-01-20 10:53:49.800000,350440242,471247800,2245,39.7999867,32.3791735,789.21,54.96,787.47,-1.39,-8.47,29.27
79847,2023-01-20 10:53:53.140206,2023-01-20 10:53:53.000000,353627987,471251000,2245,39.8001034,32.3792614,789.57,55.32,785.85,-0.53,-19.78,30.02
80544,2023-01-20 10:53:55.279916,2023-01-20 10:53:55.200000,355767712,471253200,2245,39.8002189,32.3793518,789.24,54.99,783.69,-2.6,-15.36,29.36
81255,2023-01-20 10:53:57.419875,2023-01-20 10:53:57.400000,357907726,471255400,2245,39.8003377,32.3794375,789.12,54.87,782.79,0.09,-14.59,29.83
81941,2023-01-20 10:53:59.540056,2023-01-20 10:53:59.400000,360047677,471257400,2245,39.8004555,32.3795259,789.1,54.85,782.4,-0.13,-13.09,30.11
82660,2023-01-20 10:54:01.699929,2023-01-20 10:54:01.600000,362207666,471259600,2245,39.8005732,32.3796146,789.18,54.93,781.86,-0.56,-13.45,29.85
83353,2023-01-20 10:54:03.859861,2023-01-20 10:54:03.800000,364367719,471261800,2245,39.8006914,32.3797019,789.34,55.09,781.44,-0.38,-15.3,30.2
84066,2023-01-20 10:54:06.000293,2023-01-20 10:54:06.000000,366508208,471264000,2245,39.800809,32.3797893,789.4,55.15,781.69,0.19,-14.65,30.05
84785,2023-01-20 10:54:08.159781,2023-01-20 10:54:08.000000,368687688,471266000,2245,39.8009262,32.379879,789.46,55.21,781.03,-1.94,-16.53,31.08
85525,2023-01-20 10:54:10.319628,2023-01-20 10:54:10.200000,370847682,471268200,2245,39.8010436,32.3799673,789.41,55.16,779.98,-1.1,-15.3,30.78
86218,2023-01-20 10:54:12.439609,2023-01-20 10:54:12.400000,372967683,471270400,2245,39.801161,32.3800539,789.4,55.15,779.2,-0.18,-14.9,29.95
86931,2023-01-20 10:54:14.600291,2023-01-20 10:54:14.600000,375128394,471272600,2245,39.8012779,32.3801431,789.36,55.11,777.67,-1.57,-15.45,30.48
87648,2023-01-20 10:54:16.759615,2023-01-20 10:54:16.600000,377287680,471274600,2245,39.8013948,32.380231,789.33,55.08,777.01,-0.95,-15.6,29.53
88337,2023-01-20 10:54:18.880344,2023-01-20 10:54:18.800000,379428002,471276800,2245,39.8015115,32.3803193,789.32,55.07,776.35,-2.4,-14.37,30.51
89032,2023-01-20 10:54:21.019826,2023-01-20 10:54:21.000000,381567683,471279000,2245,39.8016293,32.3804067,789.31,55.06,776.77,-1.46,-15.22,29.96
89743,2023-01-20 10:54:23.180225,2023-01-20 10:54:23.000000,383728010,471281000,2245,39.8017455,32.3804957,789.2,54.95,776.49,-2.41,-15.22,30.94
90510,2023-01-20 10:54:25.339972,2023-01-20 10:54:25.200000,385887738,471283200,2245,39.8018624,32.3805855,789.21,54.96,776.08,-4.01,-14.54,28.63
91205,2023-01-20 10:54:27.509134,2023-01-20 10:54:27.400000,388067666,471285400,2245,39.8019794,32.3806731,789.04,54.79,775.59,-3.14,-15.86,29.56
91918,2023-01-20 10:54:29.639888,2023-01-20 10:54:29.600000,390207679,471287600,2245,39.8020967,32.3807605,789.11,54.86,776.09,-2.49,-14.88,29.53
92636,2023-01-20 10:54:31.819990,2023-01-20 10:54:31.800000,392387747,471289800,2245,39.802214,32.3808493,789,54.75,776.44,-3.22,-16.56,31.57
93323,2023-01-20 10:54:33.939918,2023-01-20 10:54:33.800000,394507734,471291800,2245,39.8023313,32.380936,789.1,54.85,776.89,-0.93,-14.43,29.75
94019,2023-01-20 10:54:36.090862,2023-01-20 10:54:36.000000,396667688,471294000,2245,39.8024485,32.3810242,789,54.75,776.55,-3.13,-16.15,30.09
94730,2023-01-20 10:54:38.220041,2023-01-20 10:54:38.200000,398807683,471296200,2245,39.8025662,32.3811125,788.91,54.66,776.93,-1.3,-13.95,30.88
95424,2023-01-20 10:54:40.379931,2023-01-20 10:54:40.200000,400967682,471298200,2245,39.8026838,32.3812013,788.91,54.66,777.37,-2.37,-14.66,30.32
96187,2023-01-20 10:54:42.559957,2023-01-20 10:54:42.400000,403147710,471300400,2245,39.8027999,32.3812904,788.94,54.69,777.28,-2.73,-16.39,29.8
96907,2023-01-20 10:54:44.699885,2023-01-20 10:54:44.600000,405287684,471302600,2245,39.8029181,32.3813762,789.07,54.82,777.58,-0.78,-15.45,31.45
97595,2023-01-20 10:54:46.839983,2023-01-20 10:54:46.800000,407447674,471304800,2245,39.8030355,32.3814649,789.02,54.77,777.9,-1.43,-15.47,30.93
98316,2023-01-20 10:54:49.000261,2023-01-20 10:54:49.000000,409608160,471307000,2245,39.8031529,32.381554,789.03,54.78,778.21,-1.36,-14.3,30.14
99008,2023-01-20 10:54:51.159932,2023-01-20 10:54:51.000000,411767698,471309000,2245,39.8032701,32.3816427,789.05,54.8,778.39,-2.12,-15.03,30.02
99720,2023-01-20 10:54:53.320175,2023-01-20 10:54:53.200000,413927984,471311200,2245,39.8033874,32.3817314,789.02,54.77,778.64,-3.1,-14.23,29.73
100415,2023-01-20 10:54:55.444244,2023-01-20 10:54:55.400000,416067685,471313400,2245,39.8035047,32.3818183,789.09,54.84,778.55,-2.42,-14.92,29.85
101128,2023-01-20 10:54:57.619643,2023-01-20 10:54:57.600000,418247708,471315600,2245,39.8036216,32.3819085,789.08,54.83,778.24,-3.92,-16.47,29.75
101893,2023-01-20 10:54:59.759620,2023-01-20 10:54:59.600000,420387682,471317600,2245,39.8037405,32.3819943,788.98,54.73,778.23,-2.23,-14.89,30.16
102582,2023-01-20 10:55:01.919599,2023-01-20 10:55:01.800000,422547694,471319800,2245,39.8038571,32.3820837,789.15,54.9,778.39,-1.33,-15.51,30.31
103273,2023-01-20 10:55:04.019574,2023-01-20 10:55:04.000000,424647712,471322000,2245,39.803975,32.3821714,788.91,54.66,777.22,-1.34,-11.45,30.01
103991,2023-01-20 10:55:06.200289,2023-01-20 10:55:06.200000,426847909,471324200,2245,39.8040911,32.3822617,788.97,54.72,776.86,-3.42,-14.16,29.59
104706,2023-01-20 10:55:08.380251,2023-01-20 10:55:08.200000,429027992,471326200,2245,39.8042095,32.3823483,789.12,54.87,775.34,-0.86,-16.75,30.69
105400,2023-01-20 10:55:10.519878,2023-01-20 10:55:10.400000,431167683,471328400,2245,39.8043264,32.3824377,789.04,54.79,775.72,-1.31,-15.39,30.94
106115,2023-01-20 10:55:12.659839,2023-01-20 10:55:12.600000,433307668,471330600,2245,39.8044433,32.3825262,789.12,54.87,776.23,-1.52,-15.1,31.61
106805,2023-01-20 10:55:14.800289,2023-01-20 10:55:14.800000,435448030,471332800,2245,39.8045615,32.3826131,789.25,55,777.11,-1.7,-15.23,30.36
107547,2023-01-20 10:55:16.899911,2023-01-20 10:55:16.800000,437567677,471334800,2245,39.8046793,32.3827013,789.1,54.85,777.58,-3.77,-11.63,28.88
108262,2023-01-20 10:55:19.079879,2023-01-20 10:55:19.000000,439747738,471337000,2245,39.8047978,32.3827871,789.07,54.82,778.08,-0.77,-13.58,30.59
108978,2023-01-20 10:55:21.260133,2023-01-20 10:55:21.200000,441927979,471339200,2245,39.8049137,32.3828786,789.11,54.86,778.91,-3.32,-15.18,29.82
109693,2023-01-20 10:55:23.419970,2023-01-20 10:55:23.400000,444087716,471341400,2245,39.8050307,32.3829668,789.11,54.86,778.37,-2.93,-15.79,29.03
110391,2023-01-20 10:55:25.580145,2023-01-20 10:55:25.400000,446267872,471343400,2245,39.8051482,32.3830552,789.04,54.79,777.69,-2.34,-16.92,30.36
111166,2023-01-20 10:55:27.899826,2023-01-20 10:55:27.800000,448587683,471345800,2245,39.8052646,32.3831445,788.66,54.41,776.58,-5.12,1.87,28.67
112991,2023-01-20 10:55:33.559953,2023-01-20 10:55:33.400000,454247690,471351400,2245,39.8053894,32.3832107,788.86,54.61,778.4,-8.82,-14.33,321.89
114032,2023-01-20 10:55:36.699905,2023-01-20 10:55:36.600000,457407693,471354600,2245,39.8054508,32.3830543,789.01,54.76,780.43,3.92,-8.24,299.66
115544,2023-01-20 10:55:41.179909,2023-01-20 10:55:41.000000,461887702,471359000,2245,39.805473,32.3828811,789.08,54.83,780.98,-5.77,4.69,203.28
116234,2023-01-20 10:55:43.349393,2023-01-20 10:55:43.200000,464057440,471361200,2245,39.8054291,32.3828525,789,54.75,780.75,-1.88,3.49,212.28
117307,2023-01-20 10:55:46.559931,2023-01-20 10:55:46.400000,467290592,471364400,2245,39.8053105,32.3827685,788.89,54.64,780.75,-3.34,-4.21,205.78
117996,2023-01-20 10:55:48.720269,2023-01-20 10:55:48.600000,469451246,471366600,2245,39.8051926,32.3826824,788.89,54.64,780.8,0.38,-2.17,210.93
118715,2023-01-20 10:55:50.879782,2023-01-20 10:55:50.800000,471611306,471368800,2245,39.805077,32.3825917,788.86,54.61,780.46,-1.71,-2.21,209.8
119435,2023-01-20 10:55:53.081686,2023-01-20 10:55:53.000000,473816928,471371000,2245,39.804961,32.3825012,789.03,54.78,781.82,-2.85,-2.96,208.95
120155,2023-01-20 10:55:55.280290,2023-01-20 10:55:55.200000,476016941,471373200,2245,39.8048435,32.3824127,789.27,55.02,782.8,-2.91,-2.49,208.8
120843,2023-01-20 10:55:57.420221,2023-01-20 10:55:57.400000,478156875,471375400,2245,39.804725,32.3823267,789.31,55.06,782.95,-0.98,-1.25,211.37
121607,2023-01-20 10:55:59.540050,2023-01-20 10:55:59.400000,480296621,471377400,2245,39.8046076,32.3822393,789.3,55.05,783.47,-0.75,-2.14,212.51
122295,2023-01-20 10:56:01.679953,2023-01-20 10:56:01.600000,482436648,471379600,2245,39.8044902,32.3821512,789.34,55.09,783.43,0,-1.67,211.94
123016,2023-01-20 10:56:03.860196,2023-01-20 10:56:03.800000,484616861,471381800,2245,39.8043734,32.3820606,789.44,55.19,783.18,-2.15,-2.07,209
123736,2023-01-20 10:56:06.060230,2023-01-20 10:56:06.000000,486816944,471384000,2245,39.8042558,32.3819718,789.54,55.29,783.1,-2.21,-3.76,211.01
124423,2023-01-20 10:56:08.179816,2023-01-20 10:56:08.000000,488956734,471386000,2245,39.8041377,32.3818857,789.59,55.34,782.49,-0.15,-2.54,210.98
125139,2023-01-20 10:56:10.340365,2023-01-20 10:56:10.200000,491117039,471388200,2245,39.8040206,32.3817966,789.64,55.39,782.31,-1.08,-2.85,209.83
125828,2023-01-20 10:56:12.479609,2023-01-20 10:56:12.400000,493256574,471390400,2245,39.8039034,32.3817086,789.57,55.32,782.22,-1.09,-3.16,210.37
126547,2023-01-20 10:56:14.600301,2023-01-20 10:56:14.600000,495377014,471392600,2245,39.8037858,32.3816218,789.42,55.17,781.66,-0.1,-2.1,210.64
127283,2023-01-20 10:56:16.719805,2023-01-20 10:56:16.600000,497496569,471394600,2245,39.8036688,32.3815345,789.21,54.96,781.34,-0.09,-1.62,211.25
128005,2023-01-20 10:56:18.879607,2023-01-20 10:56:18.800000,499676589,471396800,2245,39.8035515,32.3814461,789.18,54.93,781.47,-0.8,-3.33,209.95
128695,2023-01-20 10:56:21.039905,2023-01-20 10:56:21.000000,501836626,471399000,2245,39.8034343,32.381358,789.24,54.99,781.72,-0.27,-2.33,210.56
129410,2023-01-20 10:56:23.200302,2023-01-20 10:56:23.200000,503996941,471401200,2245,39.8033176,32.3812695,789.32,55.07,781.84,0.51,-3.02,212.61
130098,2023-01-20 10:56:25.320410,2023-01-20 10:56:25.200000,506117059,471403200,2245,39.8032004,32.3811827,789.33,55.08,781.05,0.8,-2.14,212.22
130814,2023-01-20 10:56:27.490643,2023-01-20 10:56:27.400000,508296565,471405400,2245,39.8030831,32.3810936,789.37,55.12,780.96,0.27,-3.31,212.01
131506,2023-01-20 10:56:29.619925,2023-01-20 10:56:29.600000,510436602,471407600,2245,39.8029654,32.3810058,789.37,55.12,781.05,0.73,-2.49,211.2
132220,2023-01-20 10:56:31.759679,2023-01-20 10:56:31.600000,512576577,471409600,2245,39.8028481,32.3809176,789.44,55.19,781.77,0.72,-2.12,211.7
132964,2023-01-20 10:56:33.939433,2023-01-20 10:56:33.800000,514757239,471411800,2245,39.8027312,32.3808276,789.36,55.11,782.39,-2.02,-4.9,208.38
133679,2023-01-20 10:56:36.060108,2023-01-20 10:56:36.000000,516897212,471414000,2245,39.8026129,32.3807415,789.37,55.12,782.86,0.72,-3.68,212.26
134367,2023-01-20 10:56:38.200230,2023-01-20 10:56:38.200000,519037546,471416200,2245,39.8024956,32.3806536,789.36,55.11,782.57,0.65,-2.34,211.45
135084,2023-01-20 10:56:40.359925,2023-01-20 10:56:40.200000,521197232,471418200,2245,39.8023786,32.380564,789.3,55.05,782.87,0.08,-2.53,212.1
135772,2023-01-20 10:56:42.519950,2023-01-20 10:56:42.400000,523357269,471420400,2245,39.8022615,32.3804765,789.26,55.01,782.85,-1.31,-3.52,206.79
136492,2023-01-20 10:56:44.659882,2023-01-20 10:56:44.600000,525497226,471422600,2245,39.802144,32.3803899,789.3,55.05,783.13,1,-2.15,209.06
137182,2023-01-20 10:56:46.800286,2023-01-20 10:56:46.800000,527657438,471424800,2245,39.802027,32.3803012,789.16,54.91,783.11,0.62,-2.63,210.07
137952,2023-01-20 10:56:48.979856,2023-01-20 10:56:48.800000,529837249,471426800,2245,39.8019102,32.3802125,789.23,54.98,782.92,-1.51,-4.47,211.25
138665,2023-01-20 10:56:51.119884,2023-01-20 10:56:51.000000,531977243,471429000,2245,39.801794,32.3801232,789.2,54.95,782.8,-1.98,-3.22,207
139353,2023-01-20 10:56:53.260295,2023-01-20 10:56:53.200000,534117649,471431200,2245,39.801677,32.3800361,789.34,55.09,782.48,-1.46,-3.32,207.31
140074,2023-01-20 10:56:55.436366,2023-01-20 10:56:55.400000,536297282,471433400,2245,39.8015597,32.3799471,789.2,54.95,782.22,-1.58,-4.39,207.29
140760,2023-01-20 10:56:57.559961,2023-01-20 10:56:57.400000,538437252,471435400,2245,39.8014422,32.3798591,789,54.75,781.75,-1.97,-4.2,208.61
141449,2023-01-20 10:56:59.680002,2023-01-20 10:56:59.600000,540557310,471437600,2245,39.8013245,32.3797737,788.93,54.68,781.97,0.31,-2.29,211.01
142167,2023-01-20 10:57:01.819871,2023-01-20 10:57:01.800000,542697234,471439800,2245,39.8012077,32.3796848,788.93,54.68,782.26,-0.09,-3.44,212.25
142889,2023-01-20 10:57:04.000221,2023-01-20 10:57:04.000000,544877580,471442000,2245,39.8010907,32.3795951,788.97,54.72,782.38,-1.54,-5.16,207.63
143624,2023-01-20 10:57:06.140131,2023-01-20 10:57:06.000000,547037234,471444000,2245,39.8009742,32.3795062,789.07,54.82,782.38,-3.39,-4.04,207.37
144311,2023-01-20 10:57:08.259959,2023-01-20 10:57:08.200000,549157252,471446200,2245,39.8008562,32.3794206,788.86,54.61,782.21,-1.98,-3.32,205.72
145029,2023-01-20 10:57:10.400222,2023-01-20 10:57:10.400000,551297570,471448400,2245,39.800739,32.379331,788.88,54.63,781.9,-2.68,-1.77,206.71
145743,2023-01-20 10:57:12.579932,2023-01-20 10:57:12.400000,553477226,471450400,2245,39.8006214,32.3792438,788.91,54.66,781.53,-2.07,-2.35,207.45
146440,2023-01-20 10:57:14.739723,2023-01-20 10:57:14.600000,555657266,471452600,2245,39.800504,32.3791549,788.81,54.56,782.03,-1.67,-3.71,208.33
147158,2023-01-20 10:57:16.900218,2023-01-20 10:57:16.800000,557817944,471454800,2245,39.8003862,32.3790665,788.86,54.61,781.87,-1.87,-1.73,210.28
147848,2023-01-20 10:57:19.019592,2023-01-20 10:57:19.000000,559937472,471457000,2245,39.8002687,32.3789791,788.86,54.61,781.77,-2.52,-1.9,209.34
