LineNo,UTC_Approx,TimeUS,TPD,PD,DVD,TVD,VD,DAD,TAD,AD
75003,2023-01-20 10:53:38.420298,338868130,-55.56,-55.96973,0,0.4097314,0.368151,0,0.1456393,0.2495909
75034,2023-01-20 10:53:38.520230,338968054,-55.56,-55.97957,0,0.4195703,0.3907689,0,0.1328001,0.6064062
75067,2023-01-20 10:53:38.620261,339068071,-55.56,-55.98769,0,0.4276855,0.3674843,0,0.1346218,0.03048706
75100,2023-01-20 10:53:38.720330,339168100,-55.56,-56.00007,0,0.4400684,0.3837148,0,0.2486442,-0.1639299
75133,2023-01-20 10:53:38.820306,339268055,-55.56,-56.01134,0,0.4513379,0.435098,0,0.2389692,0.2508812
75166,2023-01-20 10:53:38.920281,339368084,-55.56,-56.02444,0,0.4644434,0.4205089,0,0.1967808,0.2260065
75199,2023-01-20 10:53:39.020303,339468146,-55.56,-56.03556,0,0.4755664,0.4313776,0,0.1913701,0.2300777
75232,2023-01-20 10:53:39.120270,339568098,-55.56,-56.05033,0,0.4903369,0.456547,0,0.2220939,0.1211767
75268,2023-01-20 10:53:39.220278,339668095,-55.56,-56.06064,0,0.5006445,0.4590767,0,0.1834268,0.311161
75298,2023-01-20 10:53:39.320235,339768056,-55.56,-56.06585,0,0.5058496,0.4861286,0,0.08847654,0.4648123
75334,2023-01-20 10:53:39.420252,339868077,-55.56,-56.06509,0,0.5050927,0.5132244,0,-0.007499674,0.2299967
75365,2023-01-20 10:53:39.520227,339968062,-55.56,-56.06537,0,0.5053711,0.510646,0,-0.04727218,0.2376308
75398,2023-01-20 10:53:39.620251,340068081,-55.56,-56.06321,0,0.5032129,0.5117419,0,-0.1016567,0.3372917
75431,2023-01-20 10:53:39.720375,340168142,-55.56,-56.06423,0,0.5042334,0.523618,0,-0.1338428,0.1297607
75464,2023-01-20 10:53:39.818535,340268094,-55.56,-56.06721,0,0.5072168,0.5427828,0,-0.08899093,-0.1543503
75495,2023-01-20 10:53:39.909475,340368076,-55.56,-56.07431,0,0.5143066,0.4978678,0,-0.01191942,-0.08637238
75528,2023-01-20 10:53:40.000665,340468267,-55.56,-56.08488,0,0.5248828,0.5095013,0,0.06241756,-0.01825047
75560,2023-01-20 10:53:40.100473,340568077,-55.56,-56.10078,0,0.5407861,0.5397958,0,0.1328928,0.2051744
75595,2023-01-20 10:53:40.200720,340668325,-55.56,-56.11668,0,0.5566797,0.5251754,0,0.2146405,-0.06750774
75625,2023-01-20 10:53:40.300513,340768100,-55.56,-56.13317,0,0.5731689,0.493322,0,0.2823934,0.2184324
75658,2023-01-20 10:53:40.400684,340868253,-55.56,-56.14661,0,0.5866162,0.5262023,0,0.3500926,0.01194859
75689,2023-01-20 10:53:40.500462,340968054,-55.56,-56.15424,0,0.5942432,0.5656763,0,0.3777816,-0.009542465
75722,2023-01-20 10:53:40.600655,341068269,-55.56,-56.16131,0,0.6013086,0.5322807,0,0.4034172,0.1075335
75755,2023-01-20 10:53:40.700491,341168117,-55.56,-56.16825,0,0.6082519,0.567675,0,0.397993,0.2291632
75789,2023-01-20 10:53:40.800751,341268314,-55.56,-56.1744,0,0.6143994,0.5872814,0,0.3537858,0.3310852
75820,2023-01-20 10:53:40.911486,341368094,-55.56,-56.17197,0,0.6119677,0.573417,0,0.2247066,0.2266321
75853,2023-01-20 10:53:41.018545,341468234,-55.56,-56.16709,0,0.6070898,0.5705889,0,0.1398696,0.2464752
75886,2023-01-20 10:53:41.109370,341568058,-55.56,-56.15727,0,0.5972705,0.6354834,0,0.03386328,0.1602802
75921,2023-01-20 10:53:41.200679,341668346,-55.56,-56.15211,0,0.5921143,0.6145251,0,-0.02830924,0.1487293
75951,2023-01-20 10:53:41.300361,341768054,-55.56,-56.14008,0,0.5800781,0.5741653,0,-0.07926755,0.08973694
75984,2023-01-20 10:53:41.400645,341868364,-55.56,-56.13242,0,0.572417,0.5695211,0,-0.1693735,0.05028343
76014,2023-01-20 10:53:41.500323,341968055,-55.56,-56.11929,0,0.5592871,0.577207,0,-0.1934032,-0.02099037
76047,2023-01-20 10:53:41.600644,342068389,-55.56,-56.11655,0,0.5565527,0.57276,0,-0.07017997,-0.3668633
76080,2023-01-20 10:53:41.700363,342168102,-55.56,-56.10622,0,0.5462255,0.5695515,0,0.0132319,-0.3460703
76114,2023-01-20 10:53:41.800668,342268401,-55.56,-56.1072,0,0.5472021,0.5133367,0,0.0534957,-0.04847813
76145,2023-01-20 10:53:41.900290,342368086,-55.56,-56.10138,0,0.5413769,0.5051754,0,0.05218237,-0.003211975
76178,2023-01-20 10:53:42.000596,342468455,-55.56,-56.10471,0,0.544707,0.5262519,0,0.1298536,-0.2805738
76210,2023-01-20 10:53:42.100242,342568047,-55.56,-56.10307,0,0.5430713,0.5424147,0,0.1230061,-0.4327011
76245,2023-01-20 10:53:42.200689,342668441,-55.56,-56.1117,0,0.5516992,0.4823025,0,0.2419067,-0.04852295
76275,2023-01-20 10:53:42.300328,342768118,-55.56,-56.11564,0,0.5556396,0.528636,0,0.2866548,0.1866264
76308,2023-01-20 10:53:42.400613,342868442,-55.56,-56.12682,0,0.5668262,0.5101265,0,0.3393809,0.01666927
76339,2023-01-20 10:53:42.500273,342968056,-55.56,-56.13674,0,0.5767431,0.495293,0,0.3853756,0.1617966
76372,2023-01-20 10:53:42.600648,343068385,-55.56,-56.15144,0,0.5914356,0.5048828,0,0.4553036,0.123086
76405,2023-01-20 10:53:42.700319,343168100,-55.56,-56.16251,0,0.6025097,0.5122432,0,0.4357263,0.5927219
76440,2023-01-20 10:53:42.800571,343268395,-55.56,-56.17451,0,0.6145068,0.5554702,0,0.3663495,0.1892319
76471,2023-01-20 10:53:42.900280,343368126,-55.56,-56.17961,0,0.6196094,0.5775257,0,0.3007131,0.3054914
76504,2023-01-20 10:53:43.000604,343468471,-55.56,-56.18646,0,0.6264648,0.5697124,0,0.2746752,0.01992226
76537,2023-01-20 10:53:43.100257,343568066,-55.56,-56.19151,0,0.6315088,0.6004806,0,0.2566153,0.2884436
76572,2023-01-20 10:53:43.200688,343668439,-55.56,-56.19752,0,0.6375195,0.6038925,0,0.2734012,-0.08120632
76602,2023-01-20 10:53:43.300267,343768062,-55.56,-56.20185,0,0.6418506,0.5708781,0,0.321656,0.08025932
76635,2023-01-20 10:53:43.400595,343868434,-55.56,-56.2092,0,0.6491992,0.5638464,0,0.3813641,0.08493137
76665,2023-01-20 10:53:43.500212,343968064,-55.56,-56.21647,0,0.6564746,0.5850629,0,0.3785344,0.2870598
76698,2023-01-20 10:53:43.600586,344068450,-55.56,-56.22296,0,0.6629639,0.5811049,0,0.3866903,0.04448318
76731,2023-01-20 10:53:43.700291,344168116,-55.56,-56.2328,0,0.6727979,0.5922271,0,0.4064823,0.2058411
76764,2023-01-20 10:53:43.800625,344268411,-55.56,-56.23888,0,0.6788818,0.6220447,0,0.3901781,0.3366585
76796,2023-01-20 10:53:43.900248,344368076,-55.56,-56.24732,0,0.6873193,0.6256655,0,0.3317237,0.3002605
76830,2023-01-20 10:53:44.000606,344468475,-55.56,-56.25117,0,0.6911719,0.6179639,0,0.3114378,0.189332
76863,2023-01-20 10:53:44.100214,344568081,-55.56,-56.26046,0,0.7004589,0.6221489,0,0.3456997,0.1363459
76898,2023-01-20 10:53:44.200627,344668492,-55.56,-56.26396,0,0.7039648,0.6265887,0,0.3456992,0.141284
76928,2023-01-20 10:53:44.300209,344768063,-55.56,-56.27368,0,0.7136816,0.6498887,0,0.3520252,0.253294
76961,2023-01-20 10:53:44.400590,344868433,-55.56,-56.27605,0,0.7160547,0.6308175,0,0.3696118,0.118969
76992,2023-01-20 10:53:44.500239,344968049,-55.56,-56.2818,0,0.7217969,0.6090525,0,0.4066794,0.1668625
77025,2023-01-20 10:53:44.600621,345068399,-55.56,-56.28258,0,0.722583,0.6413203,0,0.4510662,0.03667641
77058,2023-01-20 10:53:44.700317,345168107,-55.56,-56.28512,0,0.725122,0.6231555,0,0.4492379,0.3270674
77091,2023-01-20 10:53:44.800614,345268416,-55.56,-56.28314,0,0.7231445,0.6548871,0,0.3533104,0.3381023
77121,2023-01-20 10:53:44.900324,345368152,-55.56,-56.28749,0,0.7274951,0.6632178,0,0.3236513,0.1172962
77155,2023-01-20 10:53:45.000597,345468450,-55.56,-56.28352,0,0.7235253,0.6592435,0,0.3079991,0.2670803
77188,2023-01-20 10:53:45.100249,345568065,-55.56,-56.2832,0,0.7231982,0.6825197,0,0.2414873,0.3910217
77223,2023-01-20 10:53:45.200669,345668448,-55.56,-56.27609,0,0.7160937,0.6872131,0,0.1430554,0.3227978
77253,2023-01-20 10:53:45.300269,345768075,-55.56,-56.27081,0,0.7108057,0.6972295,0,0.06952449,0.3383198
77286,2023-01-20 10:53:45.400607,345868440,-55.56,-56.25751,0,0.6975098,0.7011633,0,-0.02240342,0.2469425
77316,2023-01-20 10:53:45.500339,345968127,-55.56,-56.25171,0,0.6917139,0.6960737,0,-0.04445153,0.2277365
77349,2023-01-20 10:53:45.600652,346068395,-55.56,-56.24036,0,0.6803564,0.7011475,0,-0.09154817,0.1865101
77382,2023-01-20 10:53:45.700373,346168112,-55.56,-56.23672,0,0.6767187,0.7278773,0,-0.1565881,0.4198322
77415,2023-01-20 10:53:45.800657,346268391,-55.56,-56.22864,0,0.6686426,0.6910205,0,-0.2055802,0.05764866
77446,2023-01-20 10:53:45.900272,346368074,-55.56,-56.22502,0,0.6650195,0.6988832,0,-0.2005923,0.01086044
77480,2023-01-20 10:53:46.000587,346468456,-55.56,-56.21635,0,0.6563476,0.6699028,0,-0.1880769,-0.002566338
77513,2023-01-20 10:53:46.100209,346568070,-55.56,-56.21061,0,0.6506152,0.681382,0,-0.1726144,0.0412159
77548,2023-01-20 10:53:46.200628,346668481,-55.56,-56.19982,0,0.6398193,0.6586676,0,-0.1836915,0.147583
77582,2023-01-20 10:53:46.300208,346768047,-55.56,-56.18987,0,0.629873,0.6735734,0,-0.2226147,0.1156855
77615,2023-01-20 10:53:46.400610,346868436,-55.56,-56.17509,0,0.6150976,0.6646035,0,-0.2234596,-0.2108068
77645,2023-01-20 10:53:46.500279,346968067,-55.56,-56.15988,0,0.5998779,0.6667505,0,-0.2217678,-0.1817818
77678,2023-01-20 10:53:46.600656,347068406,-55.56,-56.14173,0,0.5817334,0.6259677,0,-0.1989441,-0.1778955
77711,2023-01-20 10:53:46.700304,347168105,-55.56,-56.12503,0,0.5650342,0.5414869,0,-0.1135117,-0.2507029
77744,2023-01-20 10:53:46.800575,347268426,-55.56,-56.10506,0,0.5450586,0.5274458,0,-0.04219667,-0.003322601
77774,2023-01-20 10:53:46.900198,347368056,-55.56,-56.08474,0,0.5247363,0.5025884,0,-0.001028628,-0.3940344
77808,2023-01-20 10:53:47.000600,347468466,-55.56,-56.0605,0,0.5005029,0.5185421,0,-0.005739267,-0.3801365
77840,2023-01-20 10:53:47.100244,347568041,-55.56,-56.03119,0,0.4711914,0.4961176,0,-0.0301068,-0.07858658
77875,2023-01-20 10:53:47.200681,347668409,-55.56,-55.99601,0,0.4360156,0.4362163,0,-0.1333389,-0.1090584
77905,2023-01-20 10:53:47.300285,347768063,-55.56,-55.95875,0,0.39875,0.4452417,0,-0.2610913,-0.0907383
77938,2023-01-20 10:53:47.400590,347868417,-55.56,-55.92059,0,0.3605957,0.4564574,0,-0.4291039,-0.1742687
77969,2023-01-20 10:53:47.500283,347968070,-55.56,-55.8862,0,0.3262012,0.371383,0,-0.3847809,-0.546689
78002,2023-01-20 10:53:47.600668,348068416,-55.56,-55.85634,0,0.2963379,0.3475616,0,-0.3403193,-0.3945169
78035,2023-01-20 10:53:47.700347,348168091,-55.56,-55.83194,0,0.2719385,0.316537,0,-0.2648224,-0.3520107
78068,2023-01-20 10:53:47.800656,348268395,-55.56,-55.80873,0,0.2487354,0.2622642,0,-0.2035688,-0.09410477
78098,2023-01-20 10:53:47.900280,348368087,-55.56,-55.78357,0,0.2235742,0.2848808,0,-0.1919767,-0.2111177
78132,2023-01-20 10:53:48.000575,348468449,-55.56,-55.75753,0,0.1975293,0.2124596,0,-0.1587101,-0.5806789
78164,2023-01-20 10:53:48.100228,348568088,-55.56,-55.73316,0,0.1731641,0.1815894,0,-0.1261923,-0.08698654
78199,2023-01-20 10:53:48.200555,348668456,-55.56,-55.70977,0,0.1497754,0.195336,0,-0.1770986,-0.2427387
78229,2023-01-20 10:53:48.291210,348768062,-55.56,-55.68761,0,0.1276074,0.1841861,0,-0.2161702,-0.03789997
78260,2023-01-20 10:53:48.382560,348868432,-55.56,-55.66932,0,0.1093164,0.1248047,0,-0.1836067,-0.3936291
78293,2023-01-20 10:53:48.489293,348968042,-55.56,-55.65531,0,0.09530762,0.1240529,0,-0.1245598,-0.0102129
78326,2023-01-20 10:53:48.600638,349068420,-55.56,-55.64301,0,0.08301269,0.1076695,0,-0.1375212,-0.2164545
78359,2023-01-20 10:53:48.700310,349168128,-55.56,-55.63772,0,0.07772461,0.08198337,0,-0.07264313,-0.1875792
78392,2023-01-20 10:53:48.800599,349268453,-55.56,-55.63381,0,0.07381348,0.07233317,0,-0.01414125,0.003587723
78424,2023-01-20 10:53:48.900223,349368085,-55.56,-55.63214,0,0.07214355,0.0507583,0,0.04303486,-0.2922354
78458,2023-01-20 10:53:49.000609,349468478,-55.56,-55.63308,0,0.07307617,0.02616748,0,0.1355415,-0.1015348
78490,2023-01-20 10:53:49.100240,349568049,-55.56,-55.63341,0,0.07341308,0.08510249,0,0.0938156,0.3053226
78525,2023-01-20 10:53:49.200674,349668424,-55.56,-55.63313,0,0.073125,0.0794715,0,0.06562643,-0.1291256
78555,2023-01-20 10:53:49.300252,349768068,-55.56,-55.6332,0,0.07320312,0.03571913,0,0.1117875,0.01405334
78588,2023-01-20 10:53:49.400536,349868470,-55.56,-55.63428,0,0.07428711,0.02840617,0,0.1261048,0.1508036
78619,2023-01-20 10:53:49.491198,349968051,-55.56,-55.63045,0,0.07044922,0.07442983,0,0.07362303,0.0170536
78650,2023-01-20 10:53:49.582525,350068364,-55.56,-55.62347,0,0.06347656,0.08613165,0,-0.06116052,0.2404776
78685,2023-01-20 10:53:49.689368,350168109,-55.56,-55.61342,0,0.05342285,0.1280464,0,-0.2465467,0.1761465
78718,2023-01-20 10:53:49.800544,350268425,-55.56,-55.60508,0,0.04507812,0.09193105,0,-0.269771,-0.2344637
78748,2023-01-20 10:53:49.891241,350368110,-55.56,-55.60082,0,0.04082031,0.09315481,0,-0.2084331,-0.1355743
78785,2023-01-20 10:53:49.982501,350468413,-55.56,-55.60081,0,0.04081543,0.04338279,0,-0.1129395,-0.1818123
78819,2023-01-20 10:53:50.080446,350568102,-55.56,-55.59977,0,0.03977539,0.04759167,0,-0.05601972,0.01492786
78852,2023-01-20 10:53:50.180739,350668408,-55.56,-55.59957,0,0.03957031,0.07700767,0,-0.0922443,0.2655611
78884,2023-01-20 10:53:50.280377,350768065,-55.56,-55.59892,0,0.0389209,0.0749682,0,-0.1005046,-0.1873655
78915,2023-01-20 10:53:50.380573,350868283,-55.56,-55.59935,0,0.03935547,0.05568573,0,-0.1311068,0.08146477
78948,2023-01-20 10:53:50.480363,350968057,-55.56,-55.59829,0,0.03828613,0.08415018,0,-0.2730681,0.4816542
78979,2023-01-20 10:53:50.580617,351068286,-55.56,-55.60045,0,0.0404541,0.111462,0,-0.2991567,0.06898975
79014,2023-01-20 10:53:50.680481,351168149,-55.56,-55.60638,0,0.04638183,0.0683337,0,-0.1659646,-0.1914911
79045,2023-01-20 10:53:50.780640,351268312,-55.56,-55.61797,0,0.05796875,0.06229976,0,-0.07562368,0.1839762
79078,2023-01-20 10:53:50.880351,351368089,-55.56,-55.63222,0,0.07221679,0.09770142,0,-0.05451053,0.05653286
79110,2023-01-20 10:53:50.980436,351468254,-55.56,-55.65064,0,0.09064453,0.09049204,0,0.05533674,0.096838
79192,2023-01-20 10:53:51.080259,351568050,-55.56,-55.66951,0,0.1095166,0.1089113,0,0.04274651,0.2773666
79225,2023-01-20 10:53:51.180573,351668309,-55.56,-55.68968,0,0.1296826,0.146007,0,-0.004430444,0.2175369
79257,2023-01-20 10:53:51.280369,351768050,-55.56,-55.71077,0,0.1507666,0.1722911,0,-0.01535445,0.235671
79288,2023-01-20 10:53:51.380809,351868434,-55.56,-55.73482,0,0.1748193,0.1723101,0,0.04479032,0.02915955
79320,2023-01-20 10:53:51.480387,351968052,-55.56,-55.76101,0,0.2010107,0.1456286,0,0.167253,0.1827106
79351,2023-01-20 10:53:51.580430,352068158,-55.56,-55.78944,0,0.2294385,0.1403399,0,0.2743875,0.3220482
79386,2023-01-20 10:53:51.680351,352168093,-55.56,-55.8195,0,0.2595068,0.1915354,0,0.3350188,0.4593086
79418,2023-01-20 10:53:51.780400,352268144,-55.56,-55.84457,0,0.2845703,0.2493375,0,0.1983895,0.861515
79450,2023-01-20 10:53:51.880294,352368087,-55.56,-55.86499,0,0.3049902,0.2827705,0,0.0453433,0.2227278
79482,2023-01-20 10:53:51.980264,352468119,-55.56,-55.88512,0,0.3251269,0.2923524,0,0.08480196,0.09484959
79516,2023-01-20 10:53:52.080241,352568102,-55.56,-55.9054,0,0.3453955,0.3297374,0,0.1546377,-0.008508682
79549,2023-01-20 10:53:52.180254,352668107,-55.56,-55.92729,0,0.36729,0.265382,0,0.3414192,-0.04135609
79581,2023-01-20 10:53:52.280214,352768052,-55.56,-55.95066,0,0.390664,0.2603275,0,0.54936,0.1851387
79612,2023-01-20 10:53:52.380245,352868066,-55.56,-55.97034,0,0.4103369,0.2825141,0,0.5655367,0.5265799
79645,2023-01-20 10:53:52.480264,352968050,-55.56,-55.98271,0,0.4227148,0.3521113,0,0.4851192,0.4042053
79676,2023-01-20 10:53:52.580311,353068057,-55.56,-55.98975,0,0.429751,0.3873949,0,0.3303425,0.4545631
79711,2023-01-20 10:53:52.680350,353168136,-55.56,-55.99003,0,0.4300342,0.4051467,0,0.2355222,-0.02534008
79743,2023-01-20 10:53:52.780228,353268073,-55.56,-55.99088,0,0.4308789,0.3627428,0,0.2304467,0.2240782
79775,2023-01-20 10:53:52.880204,353368064,-55.56,-55.98786,0,0.4278613,0.4142861,0,0.1968815,0.1167021
79807,2023-01-20 10:53:52.980185,353468048,-55.56,-55.98177,0,0.4217676,0.4252118,0,0.06357741,0.3861017
79842,2023-01-20 10:53:53.080252,353568069,-55.56,-55.97204,0,0.412041,0.4341558,0,-0.01854272,-0.2070446
79876,2023-01-20 10:53:53.180310,353668068,-55.56,-55.96427,0,0.4042724,0.383481,0,0.05933021,-0.09683323
79908,2023-01-20 10:53:53.280273,353768047,-55.56,-55.95488,0,0.3948828,0.3630699,0,0.1375748,-0.09686661
79939,2023-01-20 10:53:53.380313,353868121,-55.56,-55.94396,0,0.3839648,0.3540137,0,0.1423197,0.1433887
79972,2023-01-20 10:53:53.480261,353968052,-55.56,-55.92765,0,0.3676465,0.3639106,0,0.1172294,-0.3552828
80003,2023-01-20 10:53:53.580288,354068049,-55.56,-55.91254,0,0.3525391,0.3282754,0,0.2226416,-0.2721739
80038,2023-01-20 10:53:53.680360,354168104,-55.56,-55.89269,0,0.3326953,0.2934213,0,0.274268,-0.2893057
80070,2023-01-20 10:53:53.780330,354268060,-55.56,-55.87273,0,0.3127344,0.2563829,0,0.1926662,0.2522745
80104,2023-01-20 10:53:53.880280,354368066,-55.56,-55.84618,0,0.2861865,0.3319295,0,-0.04587284,0.3838558
80136,2023-01-20 10:53:53.980239,354468099,-55.56,-55.82204,0,0.262041,0.2927392,0,-0.1156943,-0.4379148
80172,2023-01-20 10:53:54.080227,354568051,-55.56,-55.79899,0,0.2389892,0.2321505,0,-0.03271924,-0.2375469
80205,2023-01-20 10:53:54.180310,354668070,-55.56,-55.77965,0,0.2196484,0.2621097,0,-0.1615082,0.3696833
80237,2023-01-20 10:53:54.280276,354768051,-55.56,-55.75841,0,0.1984082,0.2478613,0,-0.313898,-0.206378
80268,2023-01-20 10:53:54.380270,354868078,-55.56,-55.7437,0,0.1837012,0.2317372,0,-0.2921105,-0.3080339
80301,2023-01-20 10:53:54.480258,354968047,-55.56,-55.73021,0,0.17021,0.2395496,0,-0.2462791,0.358099
80332,2023-01-20 10:53:54.580293,355068049,-55.56,-55.71949,0,0.1594873,0.2113159,0,-0.2636368,-0.009663582
80367,2023-01-20 10:53:54.680346,355168135,-55.56,-55.709,0,0.148999,0.212594,0,-0.1346634,-0.4613924
80399,2023-01-20 10:53:54.780232,355268070,-55.56,-55.70151,0,0.1415137,0.1706304,0,-0.0514422,-0.08126831
80431,2023-01-20 10:53:54.880231,355368084,-55.56,-55.68955,0,0.1295508,0.1434703,0,-0.1101666,-0.163187
80463,2023-01-20 10:53:54.980200,355468059,-55.56,-55.6775,0,0.1175,0.1323334,0,-0.1513041,-0.0147686
80498,2023-01-20 10:53:55.080230,355568047,-55.56,-55.66236,0,0.1023633,0.1585558,0,-0.1635815,-0.002824783
80531,2023-01-20 10:53:55.180317,355668080,-55.56,-55.64858,0,0.0885791,0.1385541,0,-0.181347,-0.2303715
80564,2023-01-20 10:53:55.280348,355768144,-55.56,-55.63353,0,0.07352539,0.1013106,0,-0.2205946,-0.03189945
80595,2023-01-20 10:53:55.380206,355868058,-55.56,-55.62492,0,0.06491699,0.07612775,0,-0.165079,-0.5552349
80628,2023-01-20 10:53:55.480227,355968043,-55.56,-55.62174,0,0.06173828,0.05802168,0,-0.01771264,-0.1055403
80659,2023-01-20 10:53:55.580287,356068044,-55.56,-55.619,0,0.05899902,0.08602409,0,-0.09302944,0.3009129
80694,2023-01-20 10:53:55.680371,356168115,-55.56,-55.61135,0,0.05135254,0.1039337,0,-0.1635784,0.02416325
80725,2023-01-20 10:53:55.780306,356268048,-55.56,-55.60569,0,0.04568848,0.09623549,0,-0.2161546,-0.2960577
80757,2023-01-20 10:53:55.880272,356368065,-55.56,-55.59826,0,0.03825684,0.05516362,0,-0.2034529,-0.0172224
80790,2023-01-20 10:53:55.980263,356468118,-55.56,-55.59028,0,0.0302832,0.08379749,0,-0.3170132,0.4686289
80825,2023-01-20 10:53:56.080231,356568051,-55.56,-55.57855,0,0.0185498,0.09427542,0,-0.4534408,-0.5215902
80858,2023-01-20 10:53:56.180312,356668073,-55.56,-55.575,0,0.01500488,0.05166736,0,-0.3034504,-0.4017048
80890,2023-01-20 10:53:56.280272,356768041,-55.56,-55.57165,0,0.01165039,0.09800145,0,-0.2916106,0.08505154
80921,2023-01-20 10:53:56.380282,356868076,-55.56,-55.56854,0,0.008544922,0.06652549,0,-0.3339201,-0.2849169
80954,2023-01-20 10:53:56.480281,356968070,-55.56,-55.56299,0,0.002993164,0.07218435,0,-0.4135312,-0.331748
80985,2023-01-20 10:53:56.580321,357068097,-55.56,-55.56078,0,0.00078125,0.05679177,0,-0.3236192,-0.1631432
81020,2023-01-20 10:53:56.680334,357168098,-55.56,-55.55635,0,-0.003652344,0.08685245,0,-0.2941355,-0.08252335
81052,2023-01-20 10:53:56.780288,357268040,-55.56,-55.55376,0,-0.006240234,0.06135577,0,-0.2986184,-0.2425346
81084,2023-01-20 10:53:56.880281,357368077,-55.56,-55.5471,0,-0.01289551,0.09778741,0,-0.3735249,-0.1094847
81116,2023-01-20 10:53:56.980459,357468313,-55.56,-55.54289,0,-0.01710938,-0.007182605,0,-0.3047929,0.06850052
81151,2023-01-20 10:53:57.080220,357568035,-55.56,-55.53687,0,-0.02312988,0.01556808,0,-0.2507555,-0.2483377
81184,2023-01-20 10:53:57.180359,357668111,-55.56,-55.5324,0,-0.02759766,0.04339392,0,-0.3462153,0.3543501
81216,2023-01-20 10:53:57.280313,357768103,-55.56,-55.52296,0,-0.03703613,0.06994723,0,-0.3752291,-0.2527704
81247,2023-01-20 10:53:57.380219,357868071,-55.56,-55.51781,0,-0.0421875,-0.03353839,0,-0.345729,-0.2914906
81281,2023-01-20 10:53:57.480217,357968030,-55.56,-55.51584,0,-0.04415527,-0.06760771,0,-0.04695447,-0.7127333
81312,2023-01-20 10:53:57.580305,358068054,-55.56,-55.51925,0,-0.04074707,-0.02435282,0,0.1155769,0.2274027
81347,2023-01-20 10:53:57.680371,358168111,-55.56,-55.51726,0,-0.04273926,-0.0350017,0,0.09020144,-0.2861776
81379,2023-01-20 10:53:57.780312,358268057,-55.56,-55.51709,0,-0.04290527,-0.02518962,0,0.1313458,0.1155424
81411,2023-01-20 10:53:57.880296,358368104,-55.56,-55.51583,0,-0.04416504,-0.02011444,0,0.08605462,0.3029747
81443,2023-01-20 10:53:57.980422,358468308,-55.56,-55.51704,0,-0.04295898,-0.04527181,0,0.01262419,0.3339252
81478,2023-01-20 10:53:58.080264,358568089,-55.56,-55.52045,0,-0.03955078,-0.06311177,0,0.0001300162,0.01200485
81511,2023-01-20 10:53:58.180343,358668073,-55.56,-55.52911,0,-0.03088379,-0.06457044,0,0.08572274,-0.02596474
81543,2023-01-20 10:53:58.273097,358768064,-55.56,-55.53774,0,-0.02226074,-0.06953423,0,0.1758171,-0.1465149
81574,2023-01-20 10:53:58.364082,358868081,-55.56,-55.54801,0,-0.01199219,-0.08870769,0,0.2750666,-0.1803684
81607,2023-01-20 10:53:58.460481,358968059,-55.56,-55.55765,0,-0.002348633,-0.067622,0,0.3846467,-0.2156401
81638,2023-01-20 10:53:58.560489,359068089,-55.56,-55.56551,0,0.005507812,-0.09566062,0,0.4640029,-0.1923666
81673,2023-01-20 10:53:58.667190,359168114,-55.56,-55.56741,0,0.007412109,-0.1249136,0,0.449079,0.2845955
81705,2023-01-20 10:53:58.778162,359268044,-55.56,-55.56383,0,0.003828125,-0.01811804,0,0.2673301,0.4796267
81739,2023-01-20 10:53:58.873345,359368363,-55.56,-55.55518,0,-0.004814453,-0.004503805,0,0.1514713,-0.1790571
81771,2023-01-20 10:53:58.964271,359468349,-55.56,-55.54767,0,-0.0123291,-0.02718619,0,0.175605,-0.3953667
81806,2023-01-20 10:53:59.067075,359568043,-55.56,-55.53894,0,-0.02105469,-0.01020531,0,0.0984424,0.07447052
81839,2023-01-20 10:53:59.178230,359668144,-55.56,-55.52977,0,-0.03023437,-0.04726854,0,0.008359337,-0.07433319
81871,2023-01-20 10:53:59.273057,359768078,-55.56,-55.51813,0,-0.04187012,-0.05393836,0,-0.08884834,-0.01410484
81902,2023-01-20 10:53:59.364008,359868083,-55.56,-55.50921,0,-0.05079101,-0.08931897,0,-0.01865812,-0.4443092
81935,2023-01-20 10:53:59.460412,359968054,-55.56,-55.50188,0,-0.05812012,-0.07141434,0,-0.1243115,0.1667786
81967,2023-01-20 10:53:59.560434,360068050,-55.56,-55.49591,0,-0.06408691,-0.04062227,0,-0.1037453,0.07763863
82002,2023-01-20 10:53:59.660463,360168107,-55.56,-55.48923,0,-0.0707666,-0.03350057,0,-0.06651656,-0.02854061
82034,2023-01-20 10:53:59.760347,360268055,-55.56,-55.48188,0,-0.07812011,0.005390764,0,-0.1556724,0.4517164
82066,2023-01-20 10:53:59.860338,360368114,-55.56,-55.47359,0,-0.08641113,-0.01508714,0,-0.2415762,-0.2584972
82098,2023-01-20 10:53:59.960535,360468382,-55.56,-55.46835,0,-0.09165039,-0.02473412,0,-0.183532,-0.4073439
82133,2023-01-20 10:54:00.060203,360568039,-55.56,-55.46678,0,-0.09322266,-0.06994137,0,-0.09994874,-0.1748247
82166,2023-01-20 10:54:00.160317,360668089,-55.56,-55.46778,0,-0.0922168,-0.04553596,0,-0.1092322,0.02260303
82198,2023-01-20 10:54:00.260307,360768053,-55.56,-55.46875,0,-0.09124511,-0.03920033,0,-0.1253942,-0.05581093
82229,2023-01-20 10:54:00.360338,360868083,-55.56,-55.47185,0,-0.08814941,-0.05981012,0,-0.07875393,-0.1780224
