LineNo,UTC_Approx,TimeUS,TPE,PE,DVE,TVE,VE,DAE,TAE,AE
70789,2023-01-20 10:53:25.539961,325968050,89.47496,89.52781,-3.500057,-3.552909,-3.530507,0,0.02777239,0.03288748
70823,2023-01-20 10:53:25.639952,326068050,89.12461,89.1768,-3.500057,-3.552245,-3.547581,0,0.02749997,0.03537517
70856,2023-01-20 10:53:25.740307,326168420,88.77425,88.825,-3.500057,-3.550809,-3.536984,0,0.01496113,0.03208687
70890,2023-01-20 10:53:25.839930,326268058,88.4239,88.47902,-3.500057,-3.555175,-3.54075,0,0.002508662,0.02242616
70921,2023-01-20 10:53:25.939928,326368072,88.07357,88.13248,-3.500057,-3.558964,-3.528133,0,-0.008510115,0.002109691
70954,2023-01-20 10:53:26.039949,326468089,87.7232,87.78463,-3.500057,-3.561483,-3.504699,0,-0.05528257,-0.01100554
70987,2023-01-20 10:53:26.139929,326568035,87.37287,87.43952,-3.500057,-3.566708,-3.540656,0,-0.04625379,-0.0330702
71022,2023-01-20 10:53:26.239967,326668062,87.02251,87.08904,-3.500057,-3.566581,-3.512893,0,-0.07909725,-0.0411623
71052,2023-01-20 10:53:26.339926,326768043,86.67219,86.73669,-3.500057,-3.564559,-3.53636,0,-0.01571872,-0.03883539
71085,2023-01-20 10:53:26.439951,326868074,86.32182,86.38973,-3.500057,-3.567977,-3.547989,0,-0.003855665,-0.03538883
71116,2023-01-20 10:53:26.539936,326968039,85.97148,86.04173,-3.500057,-3.570311,-3.524184,0,-0.03833666,-0.03164515
71149,2023-01-20 10:53:26.639980,327068068,85.62113,85.69095,-3.500057,-3.569872,-3.545893,0,-0.02239908,-0.03255541
71182,2023-01-20 10:53:26.740288,327168367,85.27078,85.34134,-3.500057,-3.570614,-3.501218,0,-0.04691479,-0.03430235
71216,2023-01-20 10:53:26.839966,327268056,84.92043,84.98837,-3.500057,-3.567997,-3.530827,0,-0.03959923,-0.03271798
71247,2023-01-20 10:53:26.939931,327368060,84.5701,84.63564,-3.500057,-3.565604,-3.537603,0,-0.0312655,-0.03561759
71280,2023-01-20 10:53:27.039896,327468035,84.21974,84.28709,-3.500057,-3.567401,-3.51692,0,-0.0583855,-0.03734468
71314,2023-01-20 10:53:27.139924,327568032,83.86939,83.93647,-3.500057,-3.567137,-3.573509,0,-0.009300985,-0.03605426
71349,2023-01-20 10:53:27.239981,327668069,83.51904,83.59066,-3.500057,-3.571678,-3.530556,0,-0.04804296,-0.03706732
71379,2023-01-20 10:53:27.340011,327768096,83.16871,83.24276,-3.500057,-3.57411,-3.570238,0,-0.04665593,-0.05553061
71412,2023-01-20 10:53:27.439975,327868058,82.81834,82.89252,-3.500057,-3.574247,-3.522288,0,-0.06942245,-0.05825866
71443,2023-01-20 10:53:27.539947,327968031,82.468,82.54438,-3.500057,-3.576434,-3.531482,0,-0.07997604,-0.05998917
71476,2023-01-20 10:53:27.639974,328068061,82.11765,82.19076,-3.500057,-3.573163,-3.536991,0,-0.05579145,-0.07235913
71509,2023-01-20 10:53:27.740321,328168412,81.76732,81.83523,-3.500057,-3.567963,-3.518919,0,-0.05832603,-0.06426185
71543,2023-01-20 10:53:27.839952,328268056,81.41695,81.48052,-3.500057,-3.563632,-3.546607,0,-0.0004244423,-0.05014871
71574,2023-01-20 10:53:27.939983,328368112,81.06662,81.11871,-3.500057,-3.552142,-3.537252,0,0.02970055,-0.02294389
71607,2023-01-20 10:53:28.039896,328468033,80.71627,80.7619,-3.500057,-3.545692,-3.516716,0,-0.01187647,-0.003261003
71640,2023-01-20 10:53:28.139926,328568042,80.36591,80.41477,-3.500057,-3.54891,-3.531824,0,-0.06338002,-0.02427443
71675,2023-01-20 10:53:28.239968,328668078,80.01556,80.0655,-3.500057,-3.549989,-3.498561,0,-0.1366217,-0.06441594
71705,2023-01-20 10:53:28.339903,328768031,79.66523,79.71797,-3.500057,-3.552797,-3.517276,0,-0.148062,-0.1005825
71738,2023-01-20 10:53:28.439938,328868065,79.31487,79.37319,-3.500057,-3.558387,-3.498957,0,-0.1501794,-0.1181894
71769,2023-01-20 10:53:28.539931,328968027,78.96453,79.02446,-3.500057,-3.559984,-3.501154,0,-0.1692656,-0.1343837
71802,2023-01-20 10:53:28.640015,329068099,78.61418,78.67142,-3.500057,-3.557303,-3.516265,0,-0.09767091,-0.1307129
71835,2023-01-20 10:53:28.740217,329168316,78.26385,78.31704,-3.500057,-3.553251,-3.495774,0,-0.09395944,-0.09909482
71869,2023-01-20 10:53:28.839899,329268036,77.91348,77.96228,-3.500057,-3.548861,-3.533431,0,-0.05049275,-0.09091102
71902,2023-01-20 10:53:28.939862,329368072,77.56314,77.61064,-3.500057,-3.547552,-3.514739,0,-0.08622647,-0.08604136
71935,2023-01-20 10:53:29.039816,329468036,77.21279,77.26208,-3.500057,-3.549349,-3.539669,0,-0.07363747,-0.08024635
71968,2023-01-20 10:53:29.139901,329568038,76.86244,76.90965,-3.500057,-3.547259,-3.520139,0,-0.09490069,-0.08039754
72004,2023-01-20 10:53:29.240021,329668106,76.51208,76.55714,-3.500057,-3.545106,-3.511966,0,-0.05475985,-0.06775939
72034,2023-01-20 10:53:29.339959,329768038,76.16176,76.20844,-3.500057,-3.546737,-3.532036,0,-0.06392545,-0.05188795
72067,2023-01-20 10:53:29.439996,329868074,75.8114,75.85769,-3.500057,-3.546341,-3.536941,0,-0.03008783,-0.04843134
72098,2023-01-20 10:53:29.539953,329968039,75.46105,75.50951,-3.500057,-3.548514,-3.567503,0,-0.03565302,-0.0496337
72131,2023-01-20 10:53:29.639951,330068041,75.1107,75.1637,-3.500057,-3.55306,-3.549077,0,-0.02271202,-0.04050089
72164,2023-01-20 10:53:29.740242,330168333,74.76037,74.81448,-3.500057,-3.554164,-3.562327,0,-0.03252442,-0.04776325
72198,2023-01-20 10:53:29.839945,330268039,74.41,74.46369,-3.500057,-3.553749,-3.534976,0,-0.04162933,-0.03855105
72229,2023-01-20 10:53:29.939999,330368101,74.05967,74.11594,-3.500057,-3.556327,-3.566521,0,-0.03620541,-0.03544062
72262,2023-01-20 10:53:30.036401,330468065,73.70931,73.76322,-3.500057,-3.553964,-3.554956,0,-0.03620611,-0.03455836
72295,2023-01-20 10:53:30.127481,330568045,73.35896,73.41008,-3.500057,-3.551171,-3.554907,0,-0.03202128,-0.03027299
72330,2023-01-20 10:53:30.220430,330668082,73.00861,73.05914,-3.500057,-3.550585,-3.570756,0,-0.03049392,-0.02311643
72360,2023-01-20 10:53:30.320399,330768058,72.65828,72.70336,-3.500057,-3.545135,-3.566323,0,0.002669747,-0.01587395
72393,2023-01-20 10:53:30.422621,330868073,72.30793,72.34583,-3.500057,-3.537963,-3.577152,0,0.05294232,-0.0003458905
72423,2023-01-20 10:53:30.533499,330968103,71.95757,71.98904,-3.500057,-3.531517,-3.54869,0,0.04184078,0.02494779
72457,2023-01-20 10:53:30.636456,331068120,71.60726,71.62638,-3.500057,-3.519174,-3.564758,0,0.09963285,0.03651273
72490,2023-01-20 10:53:30.727524,331168096,71.25687,71.26054,-3.500057,-3.503724,-3.552036,0,0.1084681,0.07199045
72524,2023-01-20 10:53:30.820413,331268081,70.90652,70.90145,-3.500057,-3.494984,-3.536204,0,0.1020608,0.09592782
72555,2023-01-20 10:53:30.920371,331368068,70.55617,70.54198,-3.500057,-3.485863,-3.535355,0,0.09369183,0.095569
72588,2023-01-20 10:53:31.020331,331468045,70.20586,70.18536,-3.500057,-3.479559,-3.52295,0,0.05916773,0.09089128
72621,2023-01-20 10:53:31.120372,331568051,69.85551,69.8363,-3.500057,-3.480844,-3.522079,0,0.02770415,0.0709288
72656,2023-01-20 10:53:31.220472,331668125,69.50516,69.48303,-3.500057,-3.477933,-3.499361,0,-0.01009844,0.0428221
72686,2023-01-20 10:53:31.320404,331768059,69.15476,69.1273,-3.500057,-3.472587,-3.505695,0,0.02538018,0.0344207
72720,2023-01-20 10:53:31.420385,331868042,68.80445,68.77714,-3.500057,-3.472743,-3.479628,0,-0.006511507,0.02819396
72751,2023-01-20 10:53:31.520405,331968059,68.4541,68.42533,-3.500057,-3.471288,-3.498766,0,0.007117006,0.01488582
72784,2023-01-20 10:53:31.620414,332068070,68.10375,68.07475,-3.500057,-3.471053,-3.469166,0,-0.01757581,0.005405215
72817,2023-01-20 10:53:31.720434,332168106,67.7534,67.72813,-3.500057,-3.474794,-3.485479,0,-0.0462906,-0.006588738
72851,2023-01-20 10:53:31.820406,332268105,67.40308,67.3793,-3.500057,-3.476273,-3.458137,0,-0.06559754,-0.029813
72882,2023-01-20 10:53:31.920345,332368111,67.05273,67.03178,-3.500057,-3.4791,-3.4792,1.04635E-06,-0.04451161,-0.04898524
72915,2023-01-20 10:53:32.020239,332468059,66.70234,66.68748,-3.499918,-3.48505,-3.465331,0.005146547,-0.08337918,-0.06226383
72948,2023-01-20 10:53:32.120244,332568061,66.35207,66.33872,-3.498284,-3.484934,-3.463978,0.03173758,-0.02254075,-0.06561273
72983,2023-01-20 10:53:32.220255,332668076,66.00214,65.99065,-3.492876,-3.481372,-3.474808,0.07820563,0.05363636,-0.03557194
73013,2023-01-20 10:53:32.320211,332768059,65.65301,65.64602,-3.482542,-3.475555,-3.465615,0.1282553,0.1238367,0.02565292
73046,2023-01-20 10:53:32.420227,332868083,65.30515,65.29766,-3.4672,-3.459704,-3.465304,0.1783049,0.2275788,0.09542859
73077,2023-01-20 10:53:32.520296,332968087,64.95906,64.94897,-3.446846,-3.436759,-3.443515,0.2283546,0.2932166,0.1759373
73110,2023-01-20 10:53:32.620303,333068051,64.61527,64.60757,-3.421484,-3.413779,-3.426913,0.2784042,0.3245246,0.2421384
73143,2023-01-20 10:53:32.720308,333168096,64.27425,64.26826,-3.391111,-3.38512,-3.405577,0.3284539,0.3644408,0.2887194
73177,2023-01-20 10:53:32.820234,333268063,63.93652,63.93161,-3.355729,-3.350822,-3.353343,0.3785035,0.388771,0.3302641
73208,2023-01-20 10:53:32.920225,333368099,63.60262,63.60225,-3.315337,-3.314971,-3.312567,0.4285531,0.4096538,0.36782
73241,2023-01-20 10:53:33.020160,333468057,63.27297,63.27529,-3.269935,-3.272259,-3.28841,0.4786028,0.4911539,0.4120556
73274,2023-01-20 10:53:33.120214,333568047,62.94812,62.9577,-3.219523,-3.229103,-3.211776,0.5286524,0.4877172,0.4520163
73309,2023-01-20 10:53:33.220341,333668130,62.62863,62.64642,-3.164101,-3.181894,-3.176448,0.5787021,0.5690004,0.4999069
73339,2023-01-20 10:53:33.320228,333768048,62.31488,62.33635,-3.103669,-3.125134,-3.117343,0.6287517,0.6485991,0.5630814
73372,2023-01-20 10:53:33.420238,333868082,62.00746,62.02957,-3.038228,-3.060338,-3.07547,0.6788014,0.744208,0.6483871
73403,2023-01-20 10:53:33.520213,333968045,61.70679,61.72948,-2.967777,-2.990457,-3.028635,0.728851,0.8760022,0.7433507
73437,2023-01-20 10:53:33.620217,334068035,61.41348,61.43231,-2.892315,-2.911153,-2.9548,0.7789007,0.9527392,0.8426618
73470,2023-01-20 10:53:33.720312,334168108,61.12797,61.14321,-2.811844,-2.827088,-2.929309,0.8289502,1.101727,0.9327331
73503,2023-01-20 10:53:33.820318,334268105,60.8507,60.86471,-2.726363,-2.740372,-2.810339,0.8789999,1.126423,1.016765
73536,2023-01-20 10:53:33.920256,334368085,60.58234,60.5948,-2.635876,-2.648337,-2.72546,0.9287025,1.14942,1.070022
73569,2023-01-20 10:53:34.020207,334468059,60.32323,60.32924,-2.540809,-2.546825,-2.676262,0.9672813,1.297047,1.135313
73603,2023-01-20 10:53:34.120263,334568059,60.07374,60.06971,-2.443052,-2.439023,-2.579776,0.9820749,1.369568,1.211572
73638,2023-01-20 10:53:34.220324,334668084,59.83416,59.81662,-2.344664,-2.327125,-2.477267,0.9830061,1.406108,1.292453
73668,2023-01-20 10:53:34.320254,334768052,59.60436,59.57289,-2.246252,-2.214782,-2.359457,0.9830843,1.432189,1.357233
73701,2023-01-20 10:53:34.420276,334868099,59.38443,59.3429,-2.147823,-2.106299,-2.268998,0.9831612,1.450043,1.411716
73731,2023-01-20 10:53:34.520291,334968088,59.17437,59.12398,-2.049537,-1.999151,-2.152939,0.9777486,1.437887,1.441349
73764,2023-01-20 10:53:34.620267,335068048,58.97408,58.91635,-1.952785,-1.895055,-2.094879,0.9506267,1.472925,1.463937
73797,2023-01-20 10:53:34.720295,335168097,58.78333,58.72487,-1.859847,-1.801394,-1.993792,0.9039678,1.407944,1.449144
73831,2023-01-20 10:53:34.820208,335268036,58.60161,58.5363,-1.771979,-1.706667,-1.902575,0.8484634,1.414935,1.422813
73862,2023-01-20 10:53:34.920193,335368066,58.42836,58.3506,-1.690662,-1.612903,-1.810923,0.7712198,1.394242,1.406637
73895,2023-01-20 10:53:35.020153,335468046,58.26291,58.17424,-1.618174,-1.529497,-1.727186,0.6744853,1.319834,1.371117
73927,2023-01-20 10:53:35.120285,335568099,58.10415,58.00246,-1.555613,-1.453929,-1.668011,0.5744643,1.233068,1.3119
73962,2023-01-20 10:53:35.220325,335668085,57.95121,57.83763,-1.50306,-1.389471,-1.603667,0.4744432,1.127791,1.230622
73992,2023-01-20 10:53:35.320231,335768035,57.80302,57.67971,-1.460513,-1.337202,-1.537242,0.3744221,1.003123,1.139671
74025,2023-01-20 10:53:35.420247,335868088,57.65853,57.52267,-1.427972,-1.292118,-1.494717,0.2744788,0.9382226,1.042932
74056,2023-01-20 10:53:35.520224,335968076,57.51693,57.36183,-1.40517,-1.250072,-1.476747,0.1827064,0.9460869,0.9893107
74089,2023-01-20 10:53:35.620200,336068052,57.37708,57.20634,-1.390448,-1.219711,-1.445157,0.1140283,0.8874596,0.9352462
74126,2023-01-20 10:53:35.720297,336168106,57.23851,57.04902,-1.381611,-1.192128,-1.42035,0.06224297,0.863068,0.895078
74159,2023-01-20 10:53:35.820304,336268087,57.10052,56.89802,-1.377548,-1.175043,-1.388984,0.02044067,0.7857702,0.8518513
74190,2023-01-20 10:53:35.920239,336368067,56.96273,56.75362,-1.376568,-1.167452,-1.357202,0.001731338,0.7308017,0.7976243
74223,2023-01-20 10:53:36.020193,336468048,56.82508,56.611,-1.376473,-1.162401,-1.337154,-0.0001633453,0.6993204,0.753374
74255,2023-01-20 10:53:36.120226,336568036,56.6874,56.46935,-1.376426,-1.15837,-1.318619,-0.000243988,0.7064831,0.7290114
74290,2023-01-20 10:53:36.220297,336668076,56.54974,56.33464,-1.376392,-1.161299,-1.30322,-0.0003245163,0.6712956,0.7101564
74320,2023-01-20 10:53:36.320234,336768040,56.41208,56.20658,-1.376371,-1.170883,-1.276464,-0.000405159,0.5892557,0.6652945
74353,2023-01-20 10:53:36.420287,336868109,56.27444,56.07651,-1.376364,-1.178429,-1.279456,-0.0004857254,0.5960258,0.6284502
74384,2023-01-20 10:53:36.520251,336968046,56.13676,55.94233,-1.37637,-1.181946,-1.286256,-0.0005663681,0.6417201,0.6212833
74417,2023-01-20 10:53:36.620264,337068038,55.99909,55.80817,-1.376389,-1.185471,-1.283371,-0.0006469726,0.6519527,0.6259888
74450,2023-01-20 10:53:36.720313,337168087,55.86151,55.67364,-1.376422,-1.188551,-1.268653,-0.0007275772,0.6468779,0.6369499
74483,2023-01-20 10:53:36.820262,337268045,55.72381,55.54235,-1.376468,-1.195003,-1.279131,-0.0008081818,0.6582228,0.6426059
74514,2023-01-20 10:53:36.920233,337368057,55.58622,55.4118,-1.376527,-1.202108,-1.272803,-0.0008887863,0.6153069,0.6370383
74547,2023-01-20 10:53:37.020211,337468057,55.44854,55.28159,-1.376599,-1.209646,-1.264611,-0.0009693909,0.5862608,0.6224859
74579,2023-01-20 10:53:37.120310,337568102,55.31088,55.15181,-1.376685,-1.217613,-1.261719,-0.001049995,0.5691046,0.6060426
74614,2023-01-20 10:53:37.220319,337668076,55.17322,55.0209,-1.376784,-1.224469,-1.289373,-0.001128845,0.6018987,0.5922613
74644,2023-01-20 10:53:37.320251,337768049,55.03555,54.8887,-1.376882,-1.230032,-1.288218,-0.0008456087,0.6213521,0.5916479
74677,2023-01-20 10:53:37.420227,337868061,54.89784,54.75775,-1.376936,-1.236844,-1.267455,-0.0002607,0.5953449,0.5938286
74708,2023-01-20 10:53:37.520197,337968045,54.76019,54.62337,-1.376944,-1.240118,-1.288895,-4.490636E-06,0.6789919,0.6172521
74741,2023-01-20 10:53:37.620198,338068053,54.62251,54.4931,-1.377062,-1.247648,-1.297338,-0.004112385,0.6465945,0.6335365
74774,2023-01-20 10:53:37.720318,338168153,54.48476,54.37209,-1.378295,-1.265624,-1.292505,-0.02348659,0.5833644,0.6096887
74807,2023-01-20 10:53:37.820222,338268045,54.34678,54.2438,-1.382218,-1.279245,-1.316889,-0.0561301,0.5665662,0.5764754
74838,2023-01-20 10:53:37.920207,338368051,54.20822,54.10654,-1.389568,-1.287888,-1.309041,-0.09087358,0.5621976,0.5646815
74871,2023-01-20 10:53:38.020185,338468037,54.06875,53.96745,-1.400392,-1.299088,-1.351415,-0.1256143,0.5781286,0.5500197
74904,2023-01-20 10:53:38.120239,338568048,53.92802,53.82059,-1.414689,-1.307257,-1.360735,-0.160355,0.5488454,0.5343594
74939,2023-01-20 10:53:38.220291,338668072,53.78569,53.67239,-1.43246,-1.319159,-1.36094,-0.1950958,0.5022185,0.5005404
74969,2023-01-20 10:53:38.320234,338768044,53.6414,53.5203,-1.453704,-1.332601,-1.394824,-0.2298365,0.4844472,0.4634354
75002,2023-01-20 10:53:38.420277,338868109,53.49483,53.36927,-1.478423,-1.352856,-1.399864,-0.2645772,0.4111691,0.4195798
75033,2023-01-20 10:53:38.520214,338968038,53.3456,53.21973,-1.506615,-1.380741,-1.43574,-0.2993179,0.3364848,0.3454978
75066,2023-01-20 10:53:38.620245,339068055,53.19339,53.07187,-1.538281,-1.416762,-1.433187,-0.3340586,0.2145273,0.2344899
75099,2023-01-20 10:53:38.720314,339168084,53.03783,52.92155,-1.57342,-1.457146,-1.449519,-0.3687994,0.1103056,0.1162399
75132,2023-01-20 10:53:38.820290,339268039,52.87858,52.76809,-1.612034,-1.501541,-1.493104,-0.4035401,0.05230202,-0.02243917
75165,2023-01-20 10:53:38.920265,339368068,52.7153,52.60785,-1.654121,-1.546665,-1.507128,-0.4382809,-0.01087929,-0.1411651
75198,2023-01-20 10:53:39.020287,339468130,52.54764,52.44436,-1.699682,-1.5964,-1.563084,-0.4730217,-0.05245449,-0.2651109
75231,2023-01-20 10:53:39.120254,339568082,52.37525,52.2753,-1.748796,-1.648845,-1.573138,-0.5111812,-0.1540247,-0.393461
75267,2023-01-20 10:53:39.220261,339668079,52.19773,52.10529,-1.802588,-1.710146,-1.588297,-0.568969,-0.2831925,-0.5271353
75297,2023-01-20 10:53:39.320220,339768040,52.0145,51.92721,-1.863326,-1.776036,-1.654384,-0.6483228,-0.3603024,-0.6486629
75333,2023-01-20 10:53:39.420236,339868061,51.82475,51.74553,-1.932469,-1.853245,-1.682379,-0.7364549,-0.5868381,-0.7706959
75364,2023-01-20 10:53:39.520203,339968038,51.62769,51.5564,-2.011276,-1.939992,-1.744804,-0.8442003,-0.7920161,-0.8877937
75397,2023-01-20 10:53:39.620235,340068065,51.4224,51.36449,-2.101919,-2.044014,-1.833067,-0.9733555,-1.090127,-1.021821
75430,2023-01-20 10:53:39.720353,340168120,51.20798,51.16864,-2.205553,-2.166212,-1.920926,-1.107512,-1.359618,-1.187784
75463,2023-01-20 10:53:39.818521,340268078,50.98354,50.9704,-2.322038,-2.308903,-1.950618,-1.240905,-1.711619,-1.377965
75494,2023-01-20 10:53:39.909460,340368060,50.74816,50.76366,-2.450559,-2.466062,-2.072063,-1.3589,-1.97446,-1.52236
75527,2023-01-20 10:53:40.000648,340468250,50.50114,50.54768,-2.588046,-2.634588,-2.203778,-1.438013,-2.194384,-1.634477
75559,2023-01-20 10:53:40.100450,340568053,50.24202,50.3288,-2.730783,-2.817561,-2.315246,-1.489532,-2.43972,-1.768749
75594,2023-01-20 10:53:40.200704,340668309,49.97063,50.09507,-2.876928,-3.001361,-2.429921,-1.525307,-2.66991,-1.931357
75624,2023-01-20 10:53:40.300493,340768080,49.68695,49.84859,-3.023876,-3.185522,-2.529659,-1.52481,-2.833203,-2.102947
75657,2023-01-20 10:53:40.400668,340868237,49.39122,49.59109,-3.168243,-3.368121,-2.71,-1.495838,-2.889974,-2.259025
75688,2023-01-20 10:53:40.500445,340968037,49.08385,49.32271,-3.308637,-3.547494,-2.820753,-1.462865,-2.94727,-2.379158
75721,2023-01-20 10:53:40.600639,341068253,48.76527,49.03734,-3.445093,-3.717163,-2.967054,-1.430088,-3.008138,-2.483572
75754,2023-01-20 10:53:40.700472,341168098,48.43581,48.75126,-3.577734,-3.893178,-3.1305,-1.397492,-3.103856,-2.613951
75788,2023-01-20 10:53:40.800734,341268298,48.09577,48.44309,-3.706679,-4.053998,-3.262188,-1.365058,-3.137483,-2.714667
75819,2023-01-20 10:53:40.911468,341368078,47.74541,48.11631,-3.832054,-4.202952,-3.418255,-1.332684,-3.130271,-2.78768
75852,2023-01-20 10:53:41.018530,341468218,47.38488,47.77037,-3.953769,-4.339267,-3.584828,-1.293502,-2.998349,-2.815144
75885,2023-01-20 10:53:41.109356,341568042,47.01434,47.39187,-4.070673,-4.448202,-3.761465,-1.234879,-2.770061,-2.735244
75920,2023-01-20 10:53:41.200662,341668329,46.634,46.99973,-4.181105,-4.546828,-3.912086,-1.159863,-2.589242,-2.608779
75950,2023-01-20 10:53:41.300337,341768030,46.24421,46.59254,-4.284312,-4.632642,-4.050116,-1.081857,-2.445064,-2.486361
75983,2023-01-20 10:53:41.400629,341868348,45.84534,46.17087,-4.380314,-4.705852,-4.136454,-1.00387,-2.346729,-2.363191
76013,2023-01-20 10:53:41.500306,341968038,45.43776,45.74625,-4.469178,-4.777669,-4.308824,-0.9258462,-2.228199,-2.258305
76046,2023-01-20 10:53:41.600624,342068369,45.02185,45.31424,-4.550944,-4.843332,-4.445312,-0.8477333,-2.124459,-2.173962
76079,2023-01-20 10:53:41.700347,342168086,44.59802,44.86425,-4.625628,-4.891859,-4.510594,-0.7694882,-1.969211,-2.064056
76113,2023-01-20 10:53:41.800652,342268385,44.16665,44.40568,-4.69323,-4.932268,-4.571939,-0.6910666,-1.936573,-1.943066
76144,2023-01-20 10:53:41.900270,342368066,43.72817,43.93867,-4.753724,-4.964231,-4.683662,-0.6124352,-1.743262,-1.835097
76177,2023-01-20 10:53:42.000576,342468435,43.2831,43.46176,-4.807065,-4.985726,-4.759274,-0.5335717,-1.565577,-1.699977
76209,2023-01-20 10:53:42.100226,342568031,42.8321,42.98616,-4.853188,-5.007251,-4.800151,-0.4544791,-1.506221,-1.585357
76244,2023-01-20 10:53:42.200673,342668425,42.37585,42.50948,-4.892024,-5.025647,-4.80668,-0.3751655,-1.464853,-1.497502
76274,2023-01-20 10:53:42.300312,342768102,41.91509,42.03406,-4.92351,-5.042484,-4.865073,-0.2956394,-1.435453,-1.432191
76307,2023-01-20 10:53:42.400597,342868426,41.45053,41.55307,-4.947581,-5.050115,-4.889625,-0.2159106,-1.319746,-1.36502
76338,2023-01-20 10:53:42.500245,342968028,40.98292,41.05783,-4.964181,-5.039088,-4.917477,-0.1359862,-1.076871,-1.255117
76371,2023-01-20 10:53:42.600632,343068369,40.51299,40.55772,-4.973347,-5.018071,-4.935755,-0.06029489,-0.9131687,-1.096415
76404,2023-01-20 10:53:42.700303,343168084,40.04144,40.05749,-4.976504,-4.992557,-4.974052,-0.01270726,-0.7988546,-0.9506396
76439,2023-01-20 10:53:42.800555,343268379,39.56873,39.56326,-4.9769,-4.971433,-4.940913,-0.0001385964,-0.8555,-0.86752
76470,2023-01-20 10:53:42.900265,343368110,39.09502,39.05627,-4.976857,-4.938105,-4.949088,0.002476608,-0.7238078,-0.7868612
76503,2023-01-20 10:53:43.000584,343468451,38.62041,38.55287,-4.97562,-4.908074,-4.943819,0.02962716,-0.6737265,-0.7156974
76536,2023-01-20 10:53:43.100241,343568050,38.14521,38.06119,-4.969983,-4.885964,-4.947269,0.09360692,-0.6154797,-0.6718168
76571,2023-01-20 10:53:43.200672,343668423,37.67001,37.56716,-4.957183,-4.854334,-4.92428,0.1742079,-0.5511653,-0.6035749
76601,2023-01-20 10:53:43.300251,343768046,37.19557,37.06796,-4.936583,-4.808975,-4.868436,0.2554455,-0.3857847,-0.5007246
76634,2023-01-20 10:53:43.400579,343868418,36.72269,36.57887,-4.908138,-4.764312,-4.910663,0.3368197,-0.2299728,-0.3913487
76664,2023-01-20 10:53:43.500192,343968044,36.25217,36.0836,-4.871812,-4.70324,-4.818996,0.4183244,-0.1256656,-0.2653721
76697,2023-01-20 10:53:43.600570,344068434,35.78481,35.59518,-4.827571,-4.637937,-4.78294,0.4999551,0.008204727,-0.1374328
76730,2023-01-20 10:53:43.700275,344168100,35.3214,35.10671,-4.77538,-4.56069,-4.727018,0.5817074,0.1777164,-0.00853802
76763,2023-01-20 10:53:43.800609,344268395,34.86275,34.62426,-4.715209,-4.476708,-4.656221,0.6635759,0.2600222,0.1215882
76795,2023-01-20 10:53:43.900232,344368060,34.4097,34.14169,-4.647029,-4.379019,-4.564855,0.7455557,0.461395,0.2609063
76829,2023-01-20 10:53:44.000590,344468459,33.96305,33.6777,-4.57081,-4.285451,-4.481573,0.8276428,0.5050017,0.3773964
76862,2023-01-20 10:53:44.100198,344568065,33.52362,33.22073,-4.486526,-4.183634,-4.383155,0.9098334,0.6182321,0.4782587
76897,2023-01-20 10:53:44.200611,344668476,33.09225,32.77785,-4.394153,-4.079749,-4.269709,0.9921234,0.6638443,0.5613559
76927,2023-01-20 10:53:44.300193,344768047,32.66974,32.35928,-4.293665,-3.983204,-4.19288,1.074509,0.6910246,0.6073561
76960,2023-01-20 10:53:44.400574,344868417,32.25695,31.94781,-4.18504,-3.875892,-4.032551,1.156986,0.7636313,0.6658968
76991,2023-01-20 10:53:44.500223,344968033,31.85471,31.54239,-4.068185,-3.755868,-3.943513,1.24275,0.9459295,0.7671885
77024,2023-01-20 10:53:44.600605,345068383,31.46389,31.15396,-3.942051,-3.632119,-3.788568,1.347077,1.064432,0.8890561
77057,2023-01-20 10:53:44.700301,345168091,31.08555,30.7728,-3.804495,-3.491746,-3.674918,1.47259,1.258645,1.04013
77090,2023-01-20 10:53:44.800597,345268399,30.72091,30.40673,-3.65412,-3.339945,-3.533757,1.604231,1.439222,1.202209
77120,2023-01-20 10:53:44.900301,345368129,30.3713,30.05088,-3.490724,-3.170304,-3.394747,1.736004,1.658776,1.382097
77154,2023-01-20 10:53:45.000580,345468433,30.03802,29.71111,-3.314276,-2.987375,-3.22247,1.867893,1.810448,1.55379
77187,2023-01-20 10:53:45.100214,345568030,29.72239,29.38928,-3.124752,-2.791637,-3.012639,1.999891,1.928135,1.718143
77222,2023-01-20 10:53:45.200653,345668432,29.42575,29.09273,-2.922126,-2.589103,-2.817094,2.131936,2.096572,1.859188
77252,2023-01-20 10:53:45.300253,345768059,29.1494,28.80746,-2.706723,-2.364782,-2.603067,2.252501,2.278766,2.017477
77285,2023-01-20 10:53:45.400591,345868424,28.89454,28.54842,-2.481018,-2.134892,-2.368977,2.336226,2.343408,2.159389
77315,2023-01-20 10:53:45.500323,345968111,28.66205,28.30934,-2.24862,-1.895912,-2.138696,2.389752,2.432539,2.2638
77348,2023-01-20 10:53:45.600636,346068379,28.4525,28.09684,-2.01143,-1.655768,-1.905444,2.428624,2.451919,2.327465
77381,2023-01-20 10:53:45.700357,346168096,28.2663,27.9134,-1.771916,-1.419023,-1.663033,2.431204,2.46049,2.350032
77414,2023-01-20 10:53:45.800641,346268375,28.10354,27.75789,-1.533758,-1.188108,-1.421219,2.402209,2.445238,2.344642
