LineNo,UTC_Approx,TimeUS,C,YC,YCS,Y0,Y1,Y2,Y3,Y4,W0,W1,W2,W3,W4
30587,2023-01-20 10:51:23.299376,203467014,0,74.47472,0.6150387,74.48548,75.08372,80.47591,71.906,74.03483,0.8999329,0.03218148,0.0001677383,0.0002326632,0.06748525
30618,2023-01-20 10:51:23.399375,203566995,0,74.39557,0.6156254,74.40633,75.00456,80.397,71.82676,73.95565,0.8999329,0.03218148,0.0001677383,0.0002326632,0.06748525
30646,2023-01-20 10:51:23.499382,203667003,0,74.94391,0.6074036,74.95369,75.53352,80.74963,72.45471,74.51755,0.9001442,0.03255535,0.0001838006,0.0002202533,0.06689654
30677,2023-01-20 10:51:23.599385,203767007,0,75.1461,0.6079975,75.15588,75.7357,80.95123,72.65711,74.7198,0.9001442,0.03255535,0.0001838006,0.0002202533,0.06689654
30706,2023-01-20 10:51:23.699363,203867001,0,75.7569,0.6006431,75.76582,76.33057,81.40073,73.33315,75.34171,0.9003394,0.03291626,0.000201514,0.000209088,0.06633373
30736,2023-01-20 10:51:23.799343,203966998,0,76.03464,0.6012317,76.04355,76.60829,81.67771,73.61115,75.61952,0.9003394,0.03291626,0.000201514,0.000209088,0.06633373
30767,2023-01-20 10:51:23.899333,204067008,0,76.34811,0.5952138,76.35658,76.905,81.82014,73.99586,75.94534,0.9003964,0.03302919,0.0002035058,0.0002052104,0.06616567
30796,2023-01-20 10:51:23.999303,204166998,0,76.57512,0.59582,76.58359,77.13201,82.04655,74.2231,76.17241,0.9003964,0.03302919,0.0002035058,0.0002052104,0.06616567
30826,2023-01-20 10:51:24.099273,204266995,0,76.97424,0.590292,76.98224,77.51701,82.30168,74.68176,76.58181,0.9004734,0.03318256,0.0002090969,0.0002004519,0.06593451
30859,2023-01-20 10:51:24.199293,204367042,0,77.14375,0.5909033,77.15176,77.68654,82.47078,74.85145,76.75138,0.9004734,0.03318256,0.0002090969,0.0002004519,0.06593451
30890,2023-01-20 10:51:24.299234,204466998,0,77.19265,0.5862266,77.20043,77.72192,82.38171,74.95839,76.81037,0.9004803,0.03319813,0.000205794,0.0001994571,0.06591639
30926,2023-01-20 10:51:24.399250,204567029,0,77.19114,0.5868306,77.19892,77.72035,82.3796,74.95717,76.80891,0.9004803,0.03319813,0.000205794,0.0001994571,0.06591639
31005,2023-01-20 10:51:24.499224,204667004,0,76.81724,0.5827842,76.82675,77.32064,82.17187,74.60211,76.42648,0.9004233,0.03309629,0.0001948152,0.0002016202,0.06608406
31039,2023-01-20 10:51:24.599219,204766999,0,76.50762,0.5834033,76.51713,77.01108,81.86188,74.29253,76.1169,0.9004233,0.03309629,0.0001948152,0.0002016202,0.06608406
31071,2023-01-20 10:51:24.699237,204867000,0,75.82162,0.5794171,75.83131,76.31178,81.03269,73.66749,75.44188,0.9002745,0.03281704,0.0001744455,0.0002086837,0.06652538
31103,2023-01-20 10:51:24.799261,204967007,0,75.39872,0.5800397,75.4084,75.88886,80.60844,73.24504,75.0191,0.9002745,0.03281704,0.0001744455,0.0002086837,0.06652538
31135,2023-01-20 10:51:24.899200,205066999,0,75.23997,0.5753629,75.24947,75.71632,80.30167,73.14736,74.87119,0.9002408,0.03275172,0.0001673836,0.0002098679,0.0666303
31167,2023-01-20 10:51:24.999159,205167011,0,75.32881,0.5759774,75.33832,75.80517,80.39078,73.23613,74.96001,0.9002408,0.03275172,0.0001673836,0.0002098679,0.0666303
31201,2023-01-20 10:51:25.099148,205267004,0,75.36152,0.570569,75.37103,75.82345,80.26653,73.33411,75.00443,0.9001377,0.03254429,0.0001535753,0.0002149819,0.06694953
31233,2023-01-20 10:51:25.199141,205367002,0,75.62838,0.5712014,75.63789,76.09032,80.53434,73.60065,75.27121,0.9001377,0.03254429,0.0001535753,0.0002149819,0.06694953
31264,2023-01-20 10:51:25.299227,205467014,0,75.473,0.5652939,75.48254,75.9199,80.21404,73.5141,75.12823,0.8999963,0.03226354,0.0001377273,0.0002223244,0.06738011
31298,2023-01-20 10:51:25.399291,205567004,0,75.33786,0.5659322,75.34741,75.78478,80.07874,73.37901,74.99312,0.8999963,0.03226354,0.0001377273,0.0002223244,0.06738011
31329,2023-01-20 10:51:25.499281,205666999,0,74.12729,0.5611726,74.13702,74.56173,78.72638,72.228,73.79348,0.8997733,0.03185659,0.0001190213,0.0002340777,0.0680172
31363,2023-01-20 10:51:25.599276,205766999,0,73.06922,0.5618035,73.07893,73.5037,77.66516,71.17087,72.73569,0.8997733,0.03185659,0.0001190213,0.0002340777,0.0680172
31395,2023-01-20 10:51:25.699222,205867010,0,72.01952,0.5567723,72.02895,72.44122,76.47659,70.17813,71.69614,0.8997913,0.03183186,0.0001168348,0.0002338425,0.0680262
31427,2023-01-20 10:51:25.799145,205966998,0,71.11015,0.55742,71.11956,71.5319,75.56425,69.26957,70.78703,0.8997913,0.03183186,0.0001168348,0.0002338425,0.0680262
31459,2023-01-20 10:51:25.890228,206067015,0,68.72746,0.5526429,68.73547,69.14933,72.80023,66.96857,68.42896,0.8995997,0.0314809,0.0001033396,0.0002444613,0.06857154
31489,2023-01-20 10:51:25.981227,206167024,0,68.33868,0.5532959,68.34669,68.7605,72.4128,66.57948,68.04006,0.8995997,0.0314809,0.0001033396,0.0002444613,0.06857154
31524,2023-01-20 10:51:26.079328,206266995,0,67.35652,0.5466437,67.36485,67.76557,71.29954,65.6553,67.06815,0.8992804,0.03092539,8.550907E-05,0.0002626371,0.06944606
31554,2023-01-20 10:51:26.179335,206367016,0,67.34622,0.5473037,67.35454,67.75526,71.28916,65.64501,67.05785,0.8992804,0.03092539,8.550907E-05,0.0002626371,0.06944606
31587,2023-01-20 10:51:26.279339,206466999,0,66.69193,0.5431722,66.70087,67.09659,70.58709,65.01408,66.40792,0.8988186,0.03022374,6.78315E-05,0.0002889578,0.07060092
31620,2023-01-20 10:51:26.379381,206567010,0,66.91478,0.5438363,66.92372,67.31945,70.80894,65.23717,66.63085,0.8988186,0.03022374,6.78315E-05,0.0002889578,0.07060092
31653,2023-01-20 10:51:26.479345,206667002,0,66.75514,0.5414659,66.76411,67.15395,70.59308,65.10245,66.47546,0.8987349,0.03007464,6.443015E-05,0.0002943868,0.07083175
31685,2023-01-20 10:51:26.579314,206767015,0,66.98477,0.5421198,66.99372,67.38359,70.82168,65.33233,66.70516,0.8987349,0.03007464,6.443015E-05,0.0002943868,0.07083175
31719,2023-01-20 10:51:26.679290,206866998,0,67.05942,0.5390594,67.06861,67.4549,70.86266,65.42271,66.78262,0.8985369,0.02975778,5.818892E-05,0.0003070984,0.07134006
31749,2023-01-20 10:51:26.779325,206967030,0,67.55909,0.5397285,67.56827,67.95461,71.36018,65.92293,67.28247,0.8985369,0.02975778,5.818892E-05,0.0003070984,0.07134006
31783,2023-01-20 10:51:26.879235,207066999,0,67.8163,0.5345396,67.82545,68.20703,71.5688,66.2011,67.54333,0.8984943,0.0296489,5.624548E-05,0.0003110064,0.07148961
31813,2023-01-20 10:51:26.979169,207167008,0,67.87306,0.5352145,67.88221,68.26379,71.62528,66.25793,67.60011,0.8984943,0.0296489,5.624548E-05,0.0003110064,0.07148961
31848,2023-01-20 10:51:27.079143,207266999,0,67.40255,0.5287312,67.41168,67.78463,71.06967,65.82446,67.13597,0.8983644,0.02945404,5.228656E-05,0.0003188765,0.0718105
31878,2023-01-20 10:51:27.179154,207367012,0,67.23625,0.529401,67.24538,67.61831,70.90405,65.65797,66.96961,0.8983644,0.02945404,5.228656E-05,0.0003188765,0.0718105
31911,2023-01-20 10:51:27.279215,207466995,0,67.44382,0.5198914,67.45251,67.81954,71.0476,65.89134,67.18153,0.8985911,0.0296305,7.214295E-05,0.0003090437,0.07139713
31944,2023-01-20 10:51:27.379323,207567005,0,67.45825,0.5205853,67.46694,67.83398,71.06197,65.9058,67.19597,0.8985911,0.0296305,7.214295E-05,0.0003090437,0.07139713
31977,2023-01-20 10:51:27.479332,207667002,0,67.63554,0.508409,67.64368,68.00025,71.12673,66.1291,67.38114,0.8988612,0.02985251,7.816034E-05,0.0002973227,0.07091079
32009,2023-01-20 10:51:27.579333,207767012,0,67.5328,0.5091186,67.54095,67.89751,71.02444,66.02626,67.27837,0.8988612,0.02985251,7.816034E-05,0.0002973227,0.07091079
32043,2023-01-20 10:51:27.679311,207866999,0,67.18635,0.4978005,67.1945,67.53911,70.55502,65.73256,66.94118,0.8986508,0.02951192,6.903672E-05,0.0003105278,0.07145773
32073,2023-01-20 10:51:27.779319,207967015,0,67.49884,0.4985106,67.50699,67.85162,70.86616,66.04539,67.25379,0.8986508,0.02951192,6.903672E-05,0.0003105278,0.07145773
32107,2023-01-20 10:51:27.879241,208066999,0,68.37135,0.4865426,68.37886,68.70998,71.58934,66.97866,68.13689,0.8988966,0.02974,7.410638E-05,0.0002986596,0.07099066
32137,2023-01-20 10:51:27.979161,208166995,0,68.89194,0.4872839,68.89944,69.23059,72.10778,67.49977,68.65764,0.8988966,0.02974,7.410638E-05,0.0002986596,0.07099066
32173,2023-01-20 10:51:28.079176,208267014,0,69.55485,0.4752107,69.56174,69.87957,72.62387,68.2225,69.33098,0.8991354,0.02996326,7.939064E-05,0.0002874494,0.07053437
32203,2023-01-20 10:51:28.179193,208367016,0,69.92329,0.4759696,69.93017,70.24802,72.99084,68.59129,69.69953,0.8991354,0.02996326,7.939064E-05,0.0002874494,0.07053437
32236,2023-01-20 10:51:28.279248,208467020,0,70.31538,0.4647796,70.3217,70.62743,73.24992,69.03751,70.10101,0.8993837,0.03020799,8.572896E-05,0.0002759416,0.07004663
32268,2023-01-20 10:51:28.379313,208567025,0,70.18329,0.4655415,70.18962,70.49534,73.11827,68.90535,69.96889,0.8993837,0.03020799,8.572896E-05,0.0002759416,0.07004663
32301,2023-01-20 10:51:28.479287,208667005,0,70.55908,0.4560035,70.56473,70.86198,73.40005,69.31844,70.35101,0.8998491,0.03073844,0.000102904,0.0002544091,0.0690551
32333,2023-01-20 10:51:28.579281,208767024,0,70.17414,0.4567945,70.17979,70.47702,73.01654,68.93315,69.96596,0.8998491,0.03073844,0.000102904,0.0002544091,0.0690551
32367,2023-01-20 10:51:28.679238,208867014,0,70.0256,0.4497387,70.03082,70.3184,72.76469,68.82693,69.82468,0.9000491,0.03099774,0.000111141,0.0002445132,0.0685975
32398,2023-01-20 10:51:28.779190,208967002,0,69.58293,0.4505408,69.58816,69.8757,72.32372,68.38385,69.38187,0.9000491,0.03099774,0.000111141,0.0002445132,0.0685975
32434,2023-01-20 10:51:28.879165,209066995,0,69.22099,0.4458119,69.2261,69.50741,71.89667,68.04935,69.02471,0.9000388,0.03095562,0.0001088818,0.0002453761,0.06865136
32464,2023-01-20 10:51:28.979151,209166994,0,69.00209,0.4466048,69.00722,69.28851,71.67863,67.83026,68.80575,0.9000388,0.03095562,0.0001088818,0.0002453761,0.06865136
32500,2023-01-20 10:51:29.079170,209266999,0,68.93533,0.4423742,68.94031,69.21545,71.54675,67.79067,68.74373,0.9000525,0.03096064,0.0001082627,0.0002447345,0.06863382
32530,2023-01-20 10:51:29.179194,209367001,0,68.99937,0.4431895,69.00435,69.2795,71.61055,67.85477,68.80779,0.9000525,0.03096064,0.0001082627,0.0002447345,0.06863382
32564,2023-01-20 10:51:29.279213,209466995,0,68.9591,0.4395703,68.96391,69.23327,71.5087,67.84007,68.77197,0.9000843,0.03100425,0.0001089674,0.000242906,0.06855951
32597,2023-01-20 10:51:29.379243,209566999,0,68.87447,0.4403909,68.87929,69.14864,71.4244,67.75539,68.68732,0.9000843,0.03100425,0.0001089674,0.000242906,0.06855951
32630,2023-01-20 10:51:29.479273,209667010,0,68.69601,0.4379214,68.70074,68.96635,71.20703,67.59334,68.5117,0.9000736,0.03097416,0.000107452,0.0002436033,0.06860109
32662,2023-01-20 10:51:29.579274,209766995,0,68.44572,0.4387286,68.45046,68.71604,70.95775,67.34282,68.26134,0.9000736,0.03097416,0.000107452,0.0002436033,0.06860109
32696,2023-01-20 10:51:29.679224,209867001,0,67.9949,0.4371562,67.99963,68.26158,70.47089,66.90756,67.8132,0.9000097,0.03089031,0.0001037653,0.0002463753,0.06874985
32727,2023-01-20 10:51:29.779158,209967011,0,67.72221,0.4379813,67.72695,67.98888,70.19936,66.63461,67.54043,0.9000097,0.03089031,0.0001037653,0.0002463753,0.06874985
32761,2023-01-20 10:51:29.879131,210066995,0,67.64616,0.4371527,67.65086,67.9109,70.1039,66.5667,67.46577,0.9000265,0.03090836,0.0001041986,0.0002455961,0.06871539
32791,2023-01-20 10:51:29.979137,210166995,0,67.6352,0.4379777,67.63988,67.89993,70.09298,66.55572,67.4548,0.9000265,0.03090836,0.0001041986,0.0002455961,0.06871539
32827,2023-01-20 10:51:30.079165,210267008,0,67.59902,0.4377019,67.60368,67.86183,70.03694,66.52791,67.42009,0.9000062,0.03089004,0.0001031273,0.0002462244,0.06875433
32857,2023-01-20 10:51:30.179189,210367016,0,67.60545,0.4385258,67.61012,67.86826,70.04333,66.53435,67.42651,0.9000062,0.03089004,0.0001031273,0.0002462244,0.06875433
32890,2023-01-20 10:51:30.279232,210467024,0,67.55971,0.4387954,67.56436,67.82119,69.98392,66.4944,67.38179,0.8999709,0.03085344,0.0001014846,0.0002475528,0.06882652
32923,2023-01-20 10:51:30.379270,210567024,0,67.62899,0.4396173,67.63366,67.89049,70.05293,66.56376,67.4511,0.8999709,0.03085344,0.0001014846,0.0002475528,0.06882652
32956,2023-01-20 10:51:30.479244,210667002,0,67.689,0.4401573,67.69366,67.95003,70.10744,66.62602,67.51153,0.8999562,0.03083462,0.0001007365,0.0002482055,0.06886029
32988,2023-01-20 10:51:30.579221,210766995,0,67.717,0.4409616,67.72166,67.97803,70.13535,66.65405,67.53954,0.8999562,0.03083462,0.0001007365,0.0002482055,0.06886029
33022,2023-01-20 10:51:30.679232,210867011,0,67.83816,0.4416387,67.84283,68.09884,70.25185,66.77707,67.66108,0.8999318,0.03080327,9.958596E-05,0.0002493146,0.06891593
33053,2023-01-20 10:51:30.779228,210967010,0,67.95128,0.4424553,67.95594,68.21196,70.36447,66.89029,67.77422,0.8999318,0.03080327,9.958596E-05,0.0002493146,0.06891593
33087,2023-01-20 10:51:30.879189,211067000,0,68.03067,0.4431973,68.03532,68.29121,70.44187,66.97045,67.85377,0.8999354,0.03080705,9.971538E-05,0.0002491647,0.0689087
33117,2023-01-20 10:51:30.979151,211166998,0,68.1178,0.444011,68.12245,68.37834,70.52863,67.05767,67.94093,0.8999354,0.03080705,9.971538E-05,0.0002491647,0.0689087
33153,2023-01-20 10:51:31.079227,211266999,0,68.08096,0.4447545,68.08561,68.34132,70.49025,67.0215,67.90419,0.8999336,0.03080143,9.955634E-05,0.0002493271,0.06891607
33184,2023-01-20 10:51:31.179330,211366998,0,68.15659,0.4455504,68.16122,68.41695,70.56554,67.09721,67.97984,0.8999336,0.03080143,9.955634E-05,0.0002493271,0.06891607
33214,2023-01-20 10:51:31.279349,211466996,0,68.26768,0.4462743,68.27234,68.52778,70.67308,67.20979,68.09123,0.8999168,0.03076562,9.850787E-05,0.0002504742,0.0689686
33244,2023-01-20 10:51:31.379352,211567000,0,68.52505,0.4470824,68.5297,68.78519,70.92966,67.46727,68.34866,0.8999168,0.03076562,9.850787E-05,0.0002504742,0.0689686
33274,2023-01-20 10:51:31.479350,211666998,0,69.16122,0.4476913,69.16588,69.42142,71.56322,68.104,68.98503,0.8999098,0.03075062,9.807711E-05,0.0002509567,0.06899058
33303,2023-01-20 10:51:31.579348,211766996,0,69.52531,0.4484968,69.52995,69.78555,71.926,68.46834,69.34921,0.8999098,0.03075062,9.807711E-05,0.0002509567,0.06899058
33334,2023-01-20 10:51:31.679363,211867018,0,69.45468,0.4486197,69.46088,69.70525,72.11703,68.36028,69.26216,0.899923,0.03076206,9.85252E-05,0.0002504687,0.06896596
33362,2023-01-20 10:51:31.779341,211967003,0,69.59245,0.4494076,69.59866,69.84301,72.25538,68.49792,69.39988,0.899923,0.03076206,9.85252E-05,0.0002504687,0.06896596
33393,2023-01-20 10:51:31.879323,212067000,0,69.7375,0.4485327,69.74361,69.9871,72.39214,68.64638,69.54545,0.900003,0.03086223,0.0001020718,0.0002468018,0.06878591
33420,2023-01-20 10:51:31.979315,212167008,0,69.56312,0.4493367,69.56923,69.81273,72.21704,68.47217,69.37112,0.900003,0.03086223,0.0001020718,0.0002468018,0.06878591
33452,2023-01-20 10:51:32.079315,212266999,0,69.31422,0.446885,69.32024,69.56107,71.94024,68.23489,69.12422,0.9000465,0.03090046,0.0001034602,0.0002451505,0.06870455
33479,2023-01-20 10:51:32.179327,212366995,0,69.07758,0.447692,69.08359,69.32446,71.70264,67.99847,68.88766,0.9000465,0.03090046,0.0001034602,0.0002451505,0.06870455
33509,2023-01-20 10:51:32.279352,212467005,0,69.43969,0.4438326,69.44542,69.68338,72.03636,68.37215,69.25156,0.9002883,0.03123089,0.0001157882,0.0002337289,0.06813122
33539,2023-01-20 10:51:32.379362,212566999,0,69.77091,0.4446214,69.77507,70.02379,72.10052,68.74318,69.59964,0.9002883,0.03123089,0.0001157882,0.0002337289,0.06813122
33569,2023-01-20 10:51:32.479361,212666997,0,70.33052,0.4396306,70.33437,70.57932,72.61873,69.31936,70.16202,0.9005249,0.03154564,0.0001290358,0.0002231963,0.06757726
33598,2023-01-20 10:51:32.579360,212766998,0,70.46812,0.4404509,70.47197,70.71693,72.75578,69.45709,70.29966,0.9005249,0.03154564,0.0001290358,0.0002231963,0.06757726
33629,2023-01-20 10:51:32.679359,212867003,0,70.8012,0.4348679,70.80484,71.04308,73.01904,69.81948,70.63778,0.9005984,0.03165657,0.0001329025,0.000219474,0.0673927
33656,2023-01-20 10:51:32.779347,212966998,0,70.97412,0.4356971,70.97775,71.21601,73.19131,69.99256,70.81075,0.9005984,0.03165657,0.0001329025,0.000219474,0.0673927
33687,2023-01-20 10:51:32.879353,213067019,0,71.25394,0.4299867,71.25739,71.48944,73.40702,70.29933,71.09519,0.9006677,0.03173565,0.0001359993,0.0002166094,0.06724408
33714,2023-01-20 10:51:32.979344,213167028,0,71.30338,0.4308087,71.30683,71.53888,73.45625,70.34882,71.14464,0.9006677,0.03173565,0.0001359993,0.0002166094,0.06724408
33747,2023-01-20 10:51:33.079324,213266999,0,71.23762,0.4253837,71.24095,71.46533,73.31322,70.31612,71.08458,0.9006402,0.03171314,0.0001333153,0.0002171201,0.0672961
33774,2023-01-20 10:51:33.179342,213367001,0,71.1122,0.4262315,71.11553,71.3399,73.18828,70.19058,70.95912,0.9006402,0.03171314,0.0001333153,0.0002171201,0.0672961
33803,2023-01-20 10:51:33.279355,213467008,0,70.8809,0.421277,70.88416,71.10192,72.89144,69.98754,70.73267,0.9005931,0.03163695,0.0001289224,0.000219144,0.06742195
33832,2023-01-20 10:51:33.379349,213566999,0,70.84973,0.4221331,70.853,71.07076,72.8604,69.95634,70.7015,0.9005931,0.03163695,0.0001289224,0.000219144,0.06742195
33862,2023-01-20 10:51:33.479332,213666997,0,70.94016,0.4183829,70.9433,71.15583,72.89745,70.06939,70.79581,0.9006128,0.03168701,0.0001299435,0.0002175531,0.06735275
33891,2023-01-20 10:51:33.579327,213767013,0,70.94976,0.4192277,70.9529,71.16543,72.90701,70.07899,70.80541,0.9006128,0.03168701,0.0001299435,0.0002175531,0.06735275
33922,2023-01-20 10:51:33.679273,213866999,0,71.09362,0.4161113,71.09663,71.30532,73.01135,70.23942,70.9521,0.9006746,0.03178523,0.0001336818,0.0002144625,0.067192
33953,2023-01-20 10:51:33.779230,213967001,0,71.16656,0.4169779,71.16956,71.37827,73.08401,70.31243,71.02505,0.9006746,0.03178523,0.0001336818,0.0002144625,0.067192
33989,2023-01-20 10:51:33.879214,214067025,0,70.97202,0.4142182,70.97503,71.17945,72.84692,70.1364,70.83374,0.90057,0.03161941,0.0001257852,0.0002192728,0.06746565
34019,2023-01-20 10:51:33.979169,214167019,0,70.83254,0.4150975,70.8372,71.03101,72.98532,69.95253,70.67625,0.90057,0.03161941,0.0001257852,0.0002192728,0.06746565
34054,2023-01-20 10:51:34.079139,214266994,0,70.91231,0.4125382,70.91687,71.10741,73.03136,70.04636,70.75843,0.9006032,0.03166837,0.0001274081,0.0002176311,0.06738332
34084,2023-01-20 10:51:34.179154,214367006,0,70.77303,0.4134124,70.7776,70.96819,72.89172,69.90715,70.61919,0.9006032,0.03166837,0.0001274081,0.0002176311,0.06738332
34117,2023-01-20 10:51:34.279191,214466999,0,70.47747,0.4109621,70.48196,70.66867,72.55285,69.62926,70.32679,0.9005675,0.03163512,0.0001249762,0.0002186431,0.06745376
34152,2023-01-20 10:51:34.379248,214567001,0,70.18114,0.4118396,70.18562,70.37238,72.25536,69.33322,70.03056,0.9005675,0.03163512,0.0001249762,0.0002186431,0.06745376
34185,2023-01-20 10:51:34.479268,214667013,0,69.85225,0.4091562,69.85666,70.03908,71.87623,69.0246,69.70535,0.900506,0.03156634,0.000120986,0.0002207595,0.06758591
34217,2023-01-20 10:51:34.579250,214766999,0,69.85205,0.41002,69.85645,70.03886,71.87603,69.02438,69.70514,0.900506,0.03156634,0.000120986,0.0002207595,0.06758591
34251,2023-01-20 10:51:34.679211,214867002,0,70.04132,0.407176,70.04562,70.22398,72.02033,69.23196,69.89764,0.9005179,0.03158664,0.0001211417,0.0002199858,0.06755426
34281,2023-01-20 10:51:34.779179,214967022,0,70.308,0.4080617,70.3123,70.49065,72.28809,69.49837,70.16424,0.9005179,0.03158664,0.0001211417,0.0002199858,0.06755426
34315,2023-01-20 10:51:34.879166,215067015,0,70.38779,0.4054666,70.39201,70.56631,72.32212,69.59672,70.24736,0.9005094,0.03156919,0.0001198861,0.0002203284,0.06758115
34345,2023-01-20 10:51:34.979156,215166999,0,70.06738,0.4063559,70.07159,70.24593,72.00047,69.27657,69.92703,0.9005094,0.03156919,0.0001198861,0.0002203284,0.06758115
34380,2023-01-20 10:51:35.072051,215267004,0,68.19619,0.4054169,68.19877,68.38075,69.839,67.45827,68.07481,0.9005489,0.0316128,0.0001216155,0.0002187842,0.06749792
34410,2023-01-20 10:51:35.163063,215366999,0,66.64862,0.4062903,66.65124,66.83306,68.29826,65.90919,66.52674,0.9005489,0.0316128,0.0001216155,0.0002187842,0.06749792
34443,2023-01-20 10:51:35.259423,215466999,0,65.17898,0.4063047,65.18163,65.3624,66.8255,64.44215,65.05733,0.9005235,0.03156999,0.0001198101,0.00022003,0.0675666
34476,2023-01-20 10:51:35.359442,215567007,0,64.21753,0.4071923,64.22021,64.40086,65.86866,63.47971,64.09555,0.9005235,0.03156999,0.0001198101,0.00022003,0.0675666
34510,2023-01-20 10:51:35.459428,215666998,0,63.48568,0.4073435,63.48838,63.66808,65.131,62.75102,63.36414,0.9005035,0.03152092,0.000118034,0.0002213732,0.06763618
34542,2023-01-20 10:51:35.559415,215766999,0,63.1232,0.4082287,63.12592,63.30556,64.77032,62.38816,63.00153,0.9005035,0.03152092,0.000118034,0.0002213732,0.06763618
34576,2023-01-20 10:51:35.659424,215867011,0,62.87362,0.4084616,62.87638,63.05541,64.5155,62.14109,62.75238,0.9004639,0.03143696,0.0001150531,0.0002237835,0.06776031
34607,2023-01-20 10:51:35.759414,215966995,0,62.97386,0.4093268,62.97661,63.15565,64.61523,62.24142,62.85265,0.9004639,0.03143696,0.0001150531,0.0002237835,0.06776031
34641,2023-01-20 10:51:35.859426,216067020,0,63.18908,0.4095494,63.19181,63.37016,64.82282,62.45981,63.06843,0.9004579,0.03141267,0.0001142815,0.0002244055,0.06779078
34671,2023-01-20 10:51:35.959394,216167014,0,63.55366,0.4104298,63.55638,63.73479,65.18559,62.82479,63.43315,0.9004579,0.03141267,0.0001142815,0.0002244055,0.06779078
34706,2023-01-20 10:51:36.065924,216266995,0,63.97383,0.4105773,63.97656,64.15448,65.59886,63.24763,63.85386,0.9004402,0.0313604,0.0001126369,0.0002258396,0.06786099
34736,2023-01-20 10:51:36.176982,216367002,0,64.45732,0.4114555,64.46003,64.63801,66.07996,63.73164,64.33752,0.9004402,0.0313604,0.0001126369,0.0002258396,0.06786099
34769,2023-01-20 10:51:36.272083,216467008,0,64.61961,0.4105986,64.62233,64.79901,66.22954,63.89953,64.50077,0.9004055,0.03126453,0.000109596,0.0002285053,0.06799184
34801,2023-01-20 10:51:36.362995,216566995,0,64.782,0.4114607,64.78472,64.96143,66.39115,64.0621,64.66322,0.9004055,0.03126453,0.000109596,0.0002285053,0.06799184
34834,2023-01-20 10:51:36.459303,216667002,0,64.947,0.4109763,64.9497,65.12576,66.54883,64.23009,64.82875,0.9004198,0.03125861,0.0001097346,0.0002284635,0.06798349
34866,2023-01-20 10:51:36.559300,216767008,0,65.03085,0.4118537,65.03355,65.20961,66.63226,64.31406,64.91264,0.9004198,0.03125861,0.0001097346,0.0002284635,0.06798349
34900,2023-01-20 10:51:36.659248,216866999,0,64.99785,0.4105299,65.00053,65.17547,66.58827,64.28577,64.88042,0.9004443,0.03125313,0.0001100654,0.0002282751,0.06796429
34931,2023-01-20 10:51:36.759179,216966998,0,64.96541,0.4114082,64.96809,65.14302,66.55598,64.2533,64.84798,0.9004443,0.03125313,0.0001100654,0.0002282751,0.06796429
34965,2023-01-20 10:51:36.859205,217067005,0,64.93817,0.4093758,64.9408,65.11377,66.50865,64.23457,64.8222,0.9004743,0.03127207,0.000110951,0.0002274023,0.06791539
34996,2023-01-20 10:51:36.959294,217167014,0,64.70238,0.4102406,64.70502,64.87794,66.27396,63.99854,64.58633,0.9004743,0.03127207,0.000110951,0.0002274023,0.06791539
35028,2023-01-20 10:51:37.059315,217267000,0,64.22976,0.4073292,64.23235,64.40229,65.77312,63.53825,64.11576,0.9004794,0.03126526,0.0001105796,0.0002274008,0.06791729
35055,2023-01-20 10:51:37.159326,217367007,0,64.70982,0.4082145,64.71239,64.88245,66.25139,64.01858,64.59595,0.9004794,0.03126526,0.0001105796,0.0002274008,0.06791729
35085,2023-01-20 10:51:37.259331,217467000,0,65.75046,0.4062608,65.753,65.92138,67.26788,65.06832,65.63837,0.9004376,0.03118303,0.0001075911,0.0002298041,0.06804191
35115,2023-01-20 10:51:37.359344,217566995,0,66.30674,0.4071483,66.30927,66.47775,67.82198,65.62497,66.19481,0.9004376,0.03118303,0.0001075911,0.0002298041,0.06804191
35145,2023-01-20 10:51:37.459325,217667007,0,66.02052,0.4066863,66.02444,66.18185,67.75511,65.30981,65.89477,0.9003795,0.03110796,0.0001045668,0.0002322726,0.06817568
35174,2023-01-20 10:51:37.559259,217767005,0,66.13342,0.4075554,66.13734,66.29474,67.86854,65.4226,66.00763,0.9003795,0.03110796,0.0001045668,0.0002322726,0.06817568
35208,2023-01-20 10:51:37.659204,217866998,0,66.1739,0.4078315,66.17783,66.33468,67.90305,65.46555,66.04855,0.9003542,0.03107506,0.0001032738,0.0002333614,0.06823413
35238,2023-01-20 10:51:37.759171,217967002,0,66.19277,0.4087157,66.19671,66.35355,67.922,65.4844,66.06742,0.9003542,0.03107506,0.0001032738,0.0002333614,0.06823413
35272,2023-01-20 10:51:37.859150,218066999,0,66.55441,0.4093499,66.55694,66.72338,68.04579,65.88236,66.44427,0.9003305,0.03104457,0.000102127,0.0002343888,0.06828831
35302,2023-01-20 10:51:37.959164,218167017,0,66.64304,0.4102148,66.64557,66.81201,68.13391,65.97113,66.53294,0.9003305,0.03104457,0.000102127,0.0002343888,0.06828831
35338,2023-01-20 10:51:38.059217,218267010,0,66.7609,0.4109462,66.76343,66.9298,68.25057,66.0894,66.65089,0.9003273,0.03104158,0.0001019885,0.0002345008,0.06829467
35368,2023-01-20 10:51:38.159313,218367002,0,66.88651,0.4118237,66.88902,67.0554,68.37557,66.21513,66.77653,0.9003273,0.03104158,0.0001019885,0.0002345008,0.06829467
