LineNo,UTC_Approx,TimeUS,Status,Lat,Lng,Spacing,TerrH,CHeight,Pending,Loaded,ROfs
78797,2023-01-20 10:53:50.075021,350562676,2,39.7999894,32.3791755,100,728.7612,60.44831,0,504,-8.45717
79170,2023-01-20 10:53:51.074867,351562661,2,39.8000136,32.3791937,100,728.7164,60.56008,0,504,-8.45717
79494,2023-01-20 10:53:52.074792,352562653,2,39.8000517,32.3792215,100,728.6486,60.86207,0,504,-8.45717
79820,2023-01-20 10:53:53.074832,353562652,2,39.8001001,32.3792586,100,728.5632,61.01707,0,504,-8.45717
80149,2023-01-20 10:53:54.074852,354562679,2,39.8001534,32.3793018,100,728.4706,60.939,0,504,-8.45717
80475,2023-01-20 10:53:55.074877,355562696,2,39.8002077,32.3793433,100,728.3834,60.88987,0,504,-8.45717
80803,2023-01-20 10:53:56.074837,356562661,2,39.8002627,32.3793837,100,728.3011,60.88784,0,504,-8.45717
81129,2023-01-20 10:53:57.074897,357562715,2,39.8003187,32.3794232,100,728.2232,60.92403,0,504,-8.45717
81456,2023-01-20 10:53:58.074840,358562670,2,39.8003731,32.3794644,100,728.149,60.98121,0,504,-8.45717
81784,2023-01-20 10:53:59.061110,359562671,2,39.8004285,32.3795056,100,728.0689,61.08149,0,504,-8.45717
82111,2023-01-20 10:54:00.054833,360562673,2,39.8004836,32.3795471,100,727.9719,61.10548,0,504,-8.45717
82438,2023-01-20 10:54:01.054799,361562657,2,39.8005375,32.3795884,100,727.8679,61.26473,0,504,-8.45717
82765,2023-01-20 10:54:02.054804,362562671,2,39.8005926,32.3796288,100,727.7549,61.46091,0,504,-8.45717
83091,2023-01-20 10:54:03.054818,363562654,2,39.8006478,32.3796698,100,727.6325,61.6466,0,504,-8.45717
83420,2023-01-20 10:54:04.054806,364562676,2,39.800702,32.3797099,100,727.5042,61.84526,0,504,-8.45717
83747,2023-01-20 10:54:05.054785,365562648,2,39.8007572,32.3797511,100,727.3643,61.98096,0,504,-8.45717
84074,2023-01-20 10:54:06.054800,366562669,2,39.800812,32.3797916,100,727.2176,62.19357,0,504,-8.45717
84400,2023-01-20 10:54:07.054803,367562661,2,39.8008656,32.3798328,100,727.063,62.38824,0,504,-8.45717
84726,2023-01-20 10:54:08.034705,368562664,2,39.8009193,32.3798738,100,726.9004,62.5709,0,504,-8.45717
85104,2023-01-20 10:54:09.034667,369562665,2,39.800974,32.3799146,100,726.7279,62.73846,0,504,-8.45717
85430,2023-01-20 10:54:10.034585,370562712,2,39.8010279,32.3799557,100,726.5478,62.86291,0,504,-8.45717
85759,2023-01-20 10:54:11.034557,371562667,2,39.8010834,32.3799965,100,726.3567,63.06463,0,504,-8.45717
86086,2023-01-20 10:54:12.034612,372562713,2,39.8011386,32.3800374,100,726.1575,63.22649,0,504,-8.45717
86413,2023-01-20 10:54:13.034540,373562657,2,39.8011931,32.3800783,100,725.9509,63.48465,0,504,-8.45717
86741,2023-01-20 10:54:14.034570,374562671,2,39.8012473,32.3801192,100,725.7368,63.63252,0,504,-8.45717
87069,2023-01-20 10:54:15.034526,375562651,2,39.8013007,32.3801614,100,725.6007,63.73901,0,504,-8.45717
87395,2023-01-20 10:54:16.034538,376562651,2,39.8013547,32.3802023,100,725.8267,63.52536,0,504,-8.45717
87723,2023-01-20 10:54:17.034545,377562655,2,39.8014097,32.380242,100,726.0443,63.26977,0,504,-8.45717
88049,2023-01-20 10:54:18.014971,378562643,2,39.8014644,32.3802833,100,726.2596,63.0652,0,504,-8.45717
88378,2023-01-20 10:54:19.014927,379562647,2,39.8015188,32.3803249,100,726.4672,62.86043,0,504,-8.45717
88703,2023-01-20 10:54:20.014953,380562672,2,39.8015738,32.3803658,100,726.6639,62.64929,0,504,-8.45717
89029,2023-01-20 10:54:21.014816,381562673,2,39.801629,32.3804065,100,726.8516,62.46556,0,504,-8.45717
89357,2023-01-20 10:54:22.014803,382562659,2,39.8016834,32.3804472,100,727.03,62.25232,0,504,-8.45717
89683,2023-01-20 10:54:23.014816,383562665,2,39.8017367,32.3804886,100,727.2023,62.00669,0,504,-8.45717
90012,2023-01-20 10:54:24.014791,384562645,2,39.8017895,32.3805306,100,727.3676,61.8887,0,504,-8.45717
90388,2023-01-20 10:54:25.014877,385562721,2,39.8018445,32.3805718,100,727.5226,61.74046,0,504,-8.45717
90715,2023-01-20 10:54:26.014813,386562668,2,39.8018993,32.380613,100,727.6688,61.46879,0,504,-8.45717
91042,2023-01-20 10:54:27.014837,387562712,2,39.8019527,32.380653,100,727.8028,61.27674,0,504,-8.45717
91367,2023-01-20 10:54:27.995503,388562677,2,39.8020056,32.3806934,100,727.9297,61.12046,0,504,-8.45717
91695,2023-01-20 10:54:28.994806,389562649,2,39.8020608,32.3807347,100,728.0509,61.07806,0,504,-8.45717
92022,2023-01-20 10:54:29.994814,390562669,2,39.8021165,32.3807751,100,728.1609,60.95994,0,504,-8.45717
92348,2023-01-20 10:54:30.994816,391562669,2,39.8021706,32.3808158,100,728.2634,60.76913,0,504,-8.45717
92676,2023-01-20 10:54:31.994816,392562663,2,39.8022234,32.3808565,100,728.3523,60.66816,0,504,-8.45717
93001,2023-01-20 10:54:32.994777,393562667,2,39.8022783,32.3808979,100,728.4203,60.69844,0,504,-8.45717
93330,2023-01-20 10:54:33.994853,394562697,2,39.8023343,32.3809382,100,728.4677,60.63882,0,504,-8.45717
93657,2023-01-20 10:54:34.994821,395562714,2,39.8023895,32.3809784,100,728.4987,60.57596,0,504,-8.45717
93983,2023-01-20 10:54:35.994858,396562715,2,39.8024428,32.3810197,100,728.5164,60.49377,0,504,-8.45717
94311,2023-01-20 10:54:36.974955,397562667,2,39.8024969,32.3810616,100,728.5172,60.44903,0,504,-8.45717
94637,2023-01-20 10:54:37.974855,398562657,2,39.8025526,32.3811026,100,728.4975,60.41031,0,504,-8.45717
94966,2023-01-20 10:54:38.974789,399562667,2,39.8026081,32.3811435,100,728.4604,60.48917,0,504,-8.45717
95292,2023-01-20 10:54:39.974874,400562712,2,39.8026625,32.3811848,100,728.4083,60.50447,0,504,-8.45717
95619,2023-01-20 10:54:40.974753,401562656,2,39.8027152,32.3812258,100,728.3421,60.60651,0,504,-8.45717
95997,2023-01-20 10:54:41.974854,402562708,2,39.8027689,32.3812665,100,728.2572,60.69241,0,504,-8.45717
96324,2023-01-20 10:54:42.974815,403562671,2,39.8028221,32.381307,100,728.1567,60.7966,0,504,-8.45717
96652,2023-01-20 10:54:43.974829,404562672,2,39.8028779,32.3813471,100,728.0546,61.01245,0,504,-8.45717
96979,2023-01-20 10:54:44.974837,405562674,2,39.8029332,32.3813875,100,727.9615,61.11747,0,504,-8.45717
97305,2023-01-20 10:54:45.972028,406562641,2,39.8029876,32.3814285,100,727.8748,61.12625,0,504,-8.45717
97633,2023-01-20 10:54:46.954989,407562681,2,39.8030418,32.3814697,100,727.793,61.23812,0,504,-8.45717
97959,2023-01-20 10:54:47.954922,408562652,2,39.8030959,32.3815112,100,727.7161,61.31957,0,504,-8.45717
98287,2023-01-20 10:54:48.954773,409562662,2,39.8031506,32.3815521,100,727.8383,61.19585,0,504,-8.45717
98614,2023-01-20 10:54:49.954839,410562666,2,39.8032047,32.3815937,100,727.9615,61.02286,0,504,-8.45717
98940,2023-01-20 10:54:50.954794,411562646,2,39.8032589,32.3816344,100,728.0758,60.97108,0,504,-8.45717
99268,2023-01-20 10:54:51.954829,412562655,2,39.8033132,32.3816746,100,728.1816,60.91634,0,504,-8.45717
99594,2023-01-20 10:54:52.954810,413562663,2,39.8033676,32.3817164,100,728.2798,60.79161,0,504,-8.45717
99923,2023-01-20 10:54:53.954784,414562641,2,39.803422,32.3817572,100,728.3691,60.61729,0,504,-8.45717
100250,2023-01-20 10:54:54.954852,415562701,2,39.8034771,32.3817974,100,728.4506,60.61612,0,504,-8.45717
100577,2023-01-20 10:54:55.940715,416562648,2,39.8035309,32.3818389,100,728.5223,60.56853,0,504,-8.45717
100904,2023-01-20 10:54:56.934699,417562717,2,39.8035847,32.3818803,100,728.5853,60.4872,0,504,-8.45717
101231,2023-01-20 10:54:57.934596,418562678,2,39.803639,32.3819212,100,728.6406,60.43406,0,504,-8.45717
101607,2023-01-20 10:54:58.934576,419562671,2,39.8036955,32.3819603,100,728.69,60.36144,0,504,-8.45717
101933,2023-01-20 10:54:59.934576,420562672,2,39.8037498,32.3820017,100,728.7281,60.25728,0,504,-8.45717
102259,2023-01-20 10:55:00.934550,421562647,2,39.8038018,32.3820432,100,728.7556,60.29971,0,504,-8.45717
102587,2023-01-20 10:55:01.934558,422562656,2,39.803858,32.3820844,100,728.7783,60.37962,0,504,-8.45717
102913,2023-01-20 10:55:02.934559,423562655,2,39.8039144,32.382126,100,728.792,60.27916,0,504,-8.45717
103241,2023-01-20 10:55:03.934527,424562651,2,39.8039704,32.3821679,100,728.7963,60.12665,0,504,-8.45717
103569,2023-01-20 10:55:04.927428,425562635,2,39.804023,32.3822099,100,728.7741,60.19993,0,504,-8.45717
103895,2023-01-20 10:55:05.922594,426562648,2,39.8040757,32.3822501,100,728.7236,60.2639,0,504,-8.45717
104223,2023-01-20 10:55:06.914911,427562640,2,39.8041302,32.3822905,100,728.6561,60.24879,0,504,-8.45717
104549,2023-01-20 10:55:07.914820,428562665,2,39.8041844,32.3823292,100,728.5745,60.48521,0,504,-8.45717
104878,2023-01-20 10:55:08.914812,429562669,2,39.8042382,32.3823708,100,728.472,60.65283,0,504,-8.45717
105204,2023-01-20 10:55:09.914870,430562715,2,39.8042928,32.3824126,100,728.3514,60.69284,0,504,-8.45717
105531,2023-01-20 10:55:10.914827,431562664,2,39.8043481,32.3824539,100,728.2137,60.85256,0,504,-8.45717
105857,2023-01-20 10:55:11.914877,432562698,2,39.8044018,32.3824958,100,728.0815,61.00636,0,504,-8.45717
106186,2023-01-20 10:55:12.914823,433562646,2,39.8044577,32.3825364,100,727.982,61.16056,0,504,-8.45717
106514,2023-01-20 10:55:13.914853,434562648,2,39.804513,32.3825775,100,727.8742,61.30306,0,504,-8.45717
106891,2023-01-20 10:55:14.914861,435562661,2,39.8045679,32.3826178,100,727.7592,61.50486,0,504,-8.45717
107217,2023-01-20 10:55:15.894937,436562700,2,39.8046236,32.3826592,100,727.6332,61.63174,0,504,-8.45717
107544,2023-01-20 10:55:16.894910,437562672,2,39.804679,32.3827011,100,727.4984,61.61256,0,504,-8.45717
107871,2023-01-20 10:55:17.894887,438562677,2,39.8047344,32.3827402,100,727.3586,61.6629,0,504,-8.45717
108199,2023-01-20 10:55:18.894873,439562665,2,39.8047878,32.3827795,100,727.2134,61.85346,0,504,-8.45717
108525,2023-01-20 10:55:19.894857,440562660,2,39.8048407,32.382821,100,727.0578,62.06703,0,504,-8.45717
108851,2023-01-20 10:55:20.894857,441562667,2,39.8048943,32.3828637,100,726.8903,62.21793,0,504,-8.45717
109178,2023-01-20 10:55:21.894880,442562672,2,39.8049475,32.3829038,100,726.9316,62.22148,0,504,-8.45717
109505,2023-01-20 10:55:22.894884,443562665,2,39.8050023,32.3829449,100,726.9655,62.1965,0,504,-8.45717
109834,2023-01-20 10:55:23.894839,444562682,2,39.8050556,32.3829865,100,726.9824,62.12992,0,504,-8.45717
110161,2023-01-20 10:55:24.883302,445562699,2,39.8051094,32.3830269,100,726.9904,62.07772,0,504,-8.45717
110488,2023-01-20 10:55:25.874913,446562668,2,39.8051647,32.383067,100,726.9892,62.06889,0,504,-8.45717
110814,2023-01-20 10:55:26.874949,447562721,2,39.8052188,32.3831076,100,726.972,62.05506,0,504,-8.45717
111140,2023-01-20 10:55:27.874819,448562676,2,39.8052636,32.3831437,100,726.9414,61.73348,0,504,-8.45717
111467,2023-01-20 10:55:28.874899,449562680,2,39.8052933,32.3831671,100,726.9176,61.54871,0,504,-8.45717
111794,2023-01-20 10:55:29.874819,450562666,2,39.8053142,32.3831821,100,726.9026,61.73956,0,504,-8.45717
112118,2023-01-20 10:55:30.874877,451562668,2,39.8053355,32.3831978,100,726.8845,62.05993,0,504,-8.45717
112441,2023-01-20 10:55:31.874881,452562662,2,39.8053596,32.3832115,100,726.8741,62.05884,0,504,-8.45717
112766,2023-01-20 10:55:32.874846,453562668,2,39.8053794,32.3832183,100,726.8778,62.05184,0,504,-8.45717
113094,2023-01-20 10:55:33.868152,454562672,2,39.8053939,32.3832021,100,726.9467,61.95742,0,504,-8.45717
113421,2023-01-20 10:55:34.854990,455562668,2,39.8054087,32.3831598,100,727.1011,61.98206,0,504,-8.45717
113746,2023-01-20 10:55:35.854958,456562675,2,39.8054301,32.3831047,100,727.3107,61.71032,0,504,-8.45717
114071,2023-01-20 10:55:36.854863,457562659,2,39.8054546,32.3830449,100,727.5481,61.47655,0,504,-8.45717
114444,2023-01-20 10:55:37.854859,458562667,2,39.8054782,32.3829865,100,727.7877,61.28639,0,504,-8.45717
114768,2023-01-20 10:55:38.854822,459562666,2,39.8054954,32.3829405,100,727.9786,61.1214,0,504,-8.45717
115097,2023-01-20 10:55:39.854944,460562725,2,39.8054975,32.3829113,100,728.0838,60.85199,0,504,-8.45717
115422,2023-01-20 10:55:40.854812,461562661,2,39.8054799,32.382887,100,728.129,60.92245,0,504,-8.45717
115747,2023-01-20 10:55:41.854873,462562710,2,39.8054585,32.3828712,100,728.1348,60.92251,0,504,-8.45717
116072,2023-01-20 10:55:42.854883,463562675,2,39.8054395,32.3828587,100,728.1333,60.90595,0,504,-8.45717
116403,2023-01-20 10:55:43.835415,464563381,2,39.8054177,32.3828457,100,728.1257,60.8476,0,504,-8.45717
116729,2023-01-20 10:55:44.835323,465563345,2,39.8053889,32.3828261,100,728.1205,60.79434,0,504,-8.45717
117054,2023-01-20 10:55:45.834645,466563088,2,39.8053477,32.3827959,100,728.1141,60.81112,0,504,-8.45717
117381,2023-01-20 10:55:46.832286,467563038,2,39.8052957,32.3827577,100,728.0964,60.77611,0,504,-8.45717
117708,2023-01-20 10:55:47.832648,468563637,2,39.8052414,32.3827183,100,728.0641,60.74509,0,504,-8.45717
118035,2023-01-20 10:55:48.832585,469563635,2,39.8051865,32.3826777,100,728.0212,60.88149,0,504,-8.45717
118363,2023-01-20 10:55:49.832649,470564007,2,39.8051322,32.3826355,100,727.971,60.90288,0,504,-8.45717
118689,2023-01-20 10:55:50.832575,471564001,2,39.8050796,32.3825937,100,727.9118,60.94792,0,504,-8.45717
119016,2023-01-20 10:55:51.829530,472564023,2,39.805026,32.3825522,100,727.8364,61.07648,0,504,-8.45717
119343,2023-01-20 10:55:52.829906,473564049,2,39.804974,32.3825116,100,727.7517,61.26754,0,504,-8.45717
119670,2023-01-20 10:55:53.827627,474564360,2,39.8049222,32.3824708,100,727.6871,61.42477,0,504,-8.45717
119999,2023-01-20 10:55:54.827680,475564370,2,39.8048684,32.3824308,100,727.7935,61.45639,0,504,-8.45717
120326,2023-01-20 10:55:55.827631,476564330,2,39.8048128,32.3823913,100,728.0009,61.27962,0,504,-8.45717
120652,2023-01-20 10:55:56.827083,477564097,2,39.8047578,32.3823513,100,728.1932,61.12461,0,504,-8.45717
120980,2023-01-20 10:55:57.807178,478564029,2,39.8047025,32.3823101,100,728.3731,60.92662,0,504,-8.45717
121305,2023-01-20 10:55:58.807383,479564074,2,39.8046481,32.3822695,100,728.5333,60.76464,0,504,-8.45717
121681,2023-01-20 10:55:59.807297,480563990,2,39.8045928,32.3822283,100,728.6786,60.62745,0,504,-8.45717
122007,2023-01-20 10:56:00.807436,481564079,2,39.804538,32.3821873,100,728.8062,60.48285,0,504,-8.45717
122334,2023-01-20 10:56:01.807312,482564019,2,39.8044832,32.382146,100,728.9172,60.434,0,504,-8.45717
122661,2023-01-20 10:56:02.807395,483564037,2,39.804429,32.3821041,100,729.0128,60.36663,0,504,-8.45717
122987,2023-01-20 10:56:03.808649,484565294,2,39.8043762,32.3820627,100,729.0905,60.35194,0,504,-8.45717
123317,2023-01-20 10:56:04.807393,485564040,2,39.8043217,32.3820226,100,729.1477,60.32538,0,504,-8.45717
123643,2023-01-20 10:56:05.807373,486564041,2,39.8042688,32.3819825,100,729.1895,60.32347,0,504,-8.45717
123968,2023-01-20 10:56:06.788682,487564037,2,39.804215,32.381941,100,729.2169,60.38067,0,504,-8.45717
124295,2023-01-20 10:56:07.787532,488564364,2,39.8041594,32.3819015,100,729.2217,60.37003,0,504,-8.45717
124622,2023-01-20 10:56:08.787398,489564377,2,39.8041056,32.3818612,100,729.2135,60.40784,0,504,-8.45717
124950,2023-01-20 10:56:09.787415,490564045,2,39.8040507,32.3818196,100,729.1884,60.41911,0,504,-8.45717
125277,2023-01-20 10:56:10.787435,491564077,2,39.8039955,32.381778,100,729.1458,60.51186,0,504,-8.45717
125603,2023-01-20 10:56:11.787375,492564401,2,39.8039405,32.3817369,100,729.1025,60.50746,0,504,-8.45717
125930,2023-01-20 10:56:12.787434,493564440,2,39.8038866,32.381696,100,729.0522,60.50513,0,504,-8.45717
126258,2023-01-20 10:56:13.787398,494564079,2,39.8038313,32.3816549,100,728.9913,60.50375,0,504,-8.45717
126588,2023-01-20 10:56:14.787382,495564029,2,39.8037754,32.3816138,100,728.9208,60.48201,0,504,-8.45717
126963,2023-01-20 10:56:15.787463,496564423,2,39.8037197,32.3815726,100,728.8419,60.44299,0,504,-8.45717
127290,2023-01-20 10:56:16.787392,497564040,2,39.8036652,32.3815317,100,728.7563,60.44815,0,504,-8.45717
127617,2023-01-20 10:56:17.767485,498564041,2,39.80361,32.3814916,100,728.6608,60.48621,0,504,-8.45717
127943,2023-01-20 10:56:18.767091,499564054,2,39.8035573,32.3814507,100,728.5618,60.61274,0,504,-8.45717
128272,2023-01-20 10:56:19.767338,500564022,2,39.8035044,32.3814094,100,728.4541,60.77212,0,504,-8.45717
128598,2023-01-20 10:56:20.767712,501564358,2,39.8034491,32.3813691,100,728.3333,60.91463,0,504,-8.45717
128925,2023-01-20 10:56:21.767361,502564032,2,39.8033952,32.3813288,100,728.2068,61.07742,0,504,-8.45717
129251,2023-01-20 10:56:22.767671,503564355,2,39.8033412,32.3812871,100,728.1154,61.19576,0,504,-8.45717
129579,2023-01-20 10:56:23.767369,504564041,2,39.8032862,32.3812466,100,728.0334,61.30332,0,504,-8.45717
129908,2023-01-20 10:56:24.767688,505564375,2,39.8032311,32.3812054,100,727.9475,61.40363,0,504,-8.45717
130234,2023-01-20 10:56:25.767729,506564366,2,39.8031757,32.3811643,100,727.8566,61.4965,0,504,-8.45717
130560,2023-01-20 10:56:26.767022,507564024,2,39.8031223,32.3811232,100,727.7661,61.61705,0,504,-8.45717
130887,2023-01-20 10:56:27.747024,508564032,2,39.8030685,32.3810829,100,727.7833,61.58343,0,504,-8.45717
131214,2023-01-20 10:56:28.747751,509564398,2,39.8030128,32.381042,100,727.8792,61.45518,0,504,-8.45717
131543,2023-01-20 10:56:29.747730,510564362,2,39.8029583,32.3810006,100,727.9568,61.42665,0,504,-8.45717
131869,2023-01-20 10:56:30.747403,511564085,2,39.8029039,32.3809592,100,728.017,61.35472,0,504,-8.45717
132195,2023-01-20 10:56:31.747155,512564035,2,39.8028488,32.3809181,100,728.0605,61.38752,0,504,-8.45717
132571,2023-01-20 10:56:32.747424,513564430,2,39.8027946,32.3808768,100,728.0863,61.32462,0,504,-8.45717
132897,2023-01-20 10:56:33.746972,514564663,2,39.8027416,32.3808354,100,728.0944,61.28162,0,504,-8.45717
133227,2023-01-20 10:56:34.746958,515564660,2,39.8026868,32.3807952,100,728.087,61.2882,0,504,-8.45717
133553,2023-01-20 10:56:35.746981,516564682,2,39.802631,32.3807551,100,728.063,61.3029,0,504,-8.45717
133880,2023-01-20 10:56:36.727473,517564688,2,39.8025764,32.3807144,100,728.0214,61.36693,0,504,-8.45717
134206,2023-01-20 10:56:37.727508,518564675,2,39.8025214,32.3806734,100,727.9622,61.41296,0,504,-8.45717
134534,2023-01-20 10:56:38.727321,519564667,2,39.8024676,32.3806316,100,727.885,61.46869,0,504,-8.45717
134862,2023-01-20 10:56:39.727373,520564685,2,39.802413,32.3805895,100,727.7898,61.51572,0,504,-8.45717
135189,2023-01-20 10:56:40.727360,521564677,2,39.8023591,32.3805495,100,727.6816,61.62893,0,504,-8.45717
135515,2023-01-20 10:56:41.727358,522564671,2,39.8023048,32.3805091,100,727.5557,61.73507,0,504,-8.45717
135842,2023-01-20 10:56:42.727351,523564667,2,39.8022501,32.380468,100,727.4111,61.84902,0,504,-8.45717
136169,2023-01-20 10:56:43.727394,524564712,2,39.802195,32.3804272,100,727.2525,62.04419,0,504,-8.45717
136501,2023-01-20 10:56:44.727360,525564682,2,39.8021405,32.3803872,100,727.1135,62.18765,0,504,-8.45717
136826,2023-01-20 10:56:45.727412,526564732,2,39.8020867,32.3803451,100,726.9605,62.21483,0,504,-8.45717
137152,2023-01-20 10:56:46.707510,527564656,2,39.8020321,32.3803049,100,726.8038,62.35672,0,504,-8.45717
137479,2023-01-20 10:56:47.707433,528564664,2,39.8019774,32.3802652,100,726.6401,62.53118,0,504,-8.45717
137806,2023-01-20 10:56:48.707332,529564663,2,39.8019244,32.3802239,100,726.4648,62.74536,0,504,-8.45717
138184,2023-01-20 10:56:49.707325,530564660,2,39.8018716,32.3801824,100,726.2808,62.99417,0,504,-8.45717
138510,2023-01-20 10:56:50.707329,531564685,2,39.8018165,32.3801403,100,726.1549,63.06983,0,504,-8.45717
138837,2023-01-20 10:56:51.707327,532564676,2,39.801762,32.3800993,100,726.252,62.98226,0,504,-8.45717
139163,2023-01-20 10:56:52.707324,533564678,2,39.8017075,32.3800588,100,726.3346,63.00719,0,504,-8.45717
139491,2023-01-20 10:56:53.707333,534564675,2,39.8016527,32.3800178,100,726.4059,62.91719,0,504,-8.45717
139820,2023-01-20 10:56:54.707333,535564671,2,39.8015996,32.3799771,100,726.466,62.7841,0,504,-8.45717
140147,2023-01-20 10:56:55.697180,536564680,2,39.801545,32.3799361,100,726.5122,62.65949,0,504,-8.45717
140473,2023-01-20 10:56:56.687489,537564670,2,39.8014897,32.3798952,100,726.5438,62.44873,0,504,-8.45717
140798,2023-01-20 10:56:57.687387,538564687,2,39.8014351,32.3798538,100,726.5656,62.44658,0,504,-8.45717
141125,2023-01-20 10:56:58.687445,539564723,2,39.8013794,32.3798133,100,726.5695,62.40648,0,504,-8.45717
141454,2023-01-20 10:56:59.687381,540564689,2,39.8013241,32.3797734,100,726.5598,62.37773,0,504,-8.45717
141780,2023-01-20 10:57:00.687412,541564727,2,39.8012695,32.379732,100,726.6637,62.24216,0,504,-8.45717
142106,2023-01-20 10:57:01.687361,542564673,2,39.801215,32.3796902,100,726.8421,62.08746,0,504,-8.45717
142433,2023-01-20 10:57:02.687379,543564683,2,39.8011611,32.3796494,100,727.0088,61.96326,0,504,-8.45717
142760,2023-01-20 10:57:03.687356,544564681,2,39.8011075,32.3796082,100,727.1677,61.79788,0,504,-8.45717
143090,2023-01-20 10:57:04.679525,545564692,2,39.8010528,32.3795661,100,727.3212,61.74512,0,504,-8.45717
143465,2023-01-20 10:57:05.667602,546564682,2,39.8009993,32.3795252,100,727.4621,61.65244,0,504,-8.45717
143792,2023-01-20 10:57:06.667452,547564676,2,39.8009454,32.379485,100,727.5939,61.4273,0,504,-8.45717
144118,2023-01-20 10:57:07.667372,548564682,2,39.8008895,32.3794449,100,727.7191,61.17173,0,504,-8.45717
144446,2023-01-20 10:57:08.667383,549564682,2,39.8008341,32.3794039,100,727.8367,61.04094,0,504,-8.45717
144774,2023-01-20 10:57:09.667371,550564669,2,39.8007794,32.3793613,100,727.9476,60.95502,0,504,-8.45717
145101,2023-01-20 10:57:10.667381,551564684,2,39.8007245,32.3793202,100,728.0477,60.82197,0,504,-8.45717
145426,2023-01-20 10:57:11.667359,552564652,2,39.8006708,32.3792809,100,728.1359,60.72729,0,504,-8.45717
145753,2023-01-20 10:57:12.667375,553564670,2,39.8006167,32.3792403,100,728.2179,60.701,0,504,-8.45717
146080,2023-01-20 10:57:13.667430,554564732,2,39.8005629,32.3791991,100,728.2922,60.54847,0,504,-8.45717
146409,2023-01-20 10:57:14.647145,555564669,2,39.8005089,32.3791587,100,728.3571,60.45425,0,504,-8.45717
146738,2023-01-20 10:57:15.647133,556564733,2,39.8004565,32.3791185,100,728.4131,60.43307,0,504,-8.45717
147064,2023-01-20 10:57:16.646998,557564667,2,39.8004005,32.3790773,100,728.4653,60.38519,0,504,-8.45717
147391,2023-01-20 10:57:17.646984,558564692,2,39.8003436,32.3790352,100,728.562,60.3276,0,504,-8.45717
147718,2023-01-20 10:57:18.646983,559564699,2,39.8002887,32.3789947,100,728.6595,60.20713,0,504,-8.45717
148047,2023-01-20 10:57:19.646859,560564663,2,39.8002354,32.378953,100,728.8644,60.00933,0,504,-8.45717
148372,2023-01-20 10:57:20.646961,561564682,2,39.8001885,32.3789169,100,729.0801,59.80853,0,504,-8.45717
148697,2023-01-20 10:57:21.646877,562564686,2,39.8001521,32.3788907,100,729.2415,59.64178,0,504,-8.45717
149025,2023-01-20 10:57:22.646958,563564666,2,39.800129,32.3788728,100,729.3504,59.60424,0,504,-8.45717
149348,2023-01-20 10:57:23.646969,564564679,2,39.8001069,32.3788563,100,729.4528,59.5924,0,504,-8.45717
149676,2023-01-20 10:57:24.642794,565564686,2,39.8000872,32.3788404,100,729.5502,59.61422,0,504,-8.45717
150049,2023-01-20 10:57:25.627454,566564685,2,39.8000695,32.3788255,100,729.6409,59.57797,0,504,-8.45717
150376,2023-01-20 10:57:26.627360,567564669,2,39.8000643,32.3788048,100,729.7432,59.53659,0,504,-8.45717
150700,2023-01-20 10:57:27.627318,568564664,2,39.8000767,32.3787715,100,729.881,59.4676,0,504,-8.45717
151026,2023-01-20 10:57:28.627411,569564719,2,39.8001003,32.3787245,100,730.0661,59.21178,0,504,-8.45717
151353,2023-01-20 10:57:29.627373,570564692,2,39.8001301,32.3786683,100,730.2822,59.06888,0,504,-8.45717
151678,2023-01-20 10:57:30.627416,571564743,2,39.8001584,32.3786109,100,730.5032,58.90948,0,504,-8.45717
152003,2023-01-20 10:57:31.627373,572564687,2,39.8001809,32.3785614,100,730.6936,58.71332,0,504,-8.45717
152328,2023-01-20 10:57:32.627345,573564668,2,39.8001977,32.3785314,100,730.8033,58.65158,0,504,-8.45717
152653,2023-01-20 10:57:33.627361,574564669,2,39.8002137,32.3785278,100,730.795,58.54353,0,504,-8.45717
152981,2023-01-20 10:57:34.607548,575564696,2,39.8002302,32.3785431,100,730.7012,58.39226,0,504,-8.45717
153305,2023-01-20 10:57:35.607434,576564686,2,39.8002502,32.3785575,100,730.6068,58.43098,0,504,-8.45717
153629,2023-01-20 10:57:36.607350,577564690,2,39.800274,32.3785711,100,730.5107,58.53955,0,504,-8.45717
153959,2023-01-20 10:57:37.607333,578564666,2,39.8002986,32.3785881,100,730.3993,58.64246,0,504,-8.45717
154283,2023-01-20 10:57:38.607351,579564683,2,39.8003313,32.3786143,100,730.2363,59.00325,0,504,-8.45717
154611,2023-01-20 10:57:39.607364,580564682,2,39.8003752,32.3786492,100,730.0213,59.34015,0,504,-8.45717
154938,2023-01-20 10:57:40.607328,581564671,2,39.8004282,32.3786889,100,729.8036,59.52911,0,504,-8.45717
155264,2023-01-20 10:57:41.607355,582564675,2,39.8004833,32.3787308,100,729.6116,59.60875,0,504,-8.45717
155591,2023-01-20 10:57:42.607337,583564664,2,39.8005389,32.3787716,100,729.4285,59.72481,0,504,-8.45717
155915,2023-01-20 10:57:43.587649,584564722,2,39.800593,32.3788117,100,729.2531,59.75821,0,504,-8.45717
156246,2023-01-20 10:57:44.587432,585564671,2,39.8006468,32.3788517,100,729.0821,59.93627,0,504,-8.45717
156572,2023-01-20 10:57:45.588604,586564718,2,39.8007001,32.3788922,100,728.9131,60.15059,0,504,-8.45717
