LineNo,UTC_Approx,TimeUS,C,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
19279,2023-01-20 10:50:48.859167,168966995,0,0.47,0.01,0.05,0.13,0,0.009007415,0.08909588,0.02049057,0,48,107327,0,0
19310,2023-01-20 10:50:48.959124,169067000,0,0.47,0.01,0.06,0.13,0,0.00915679,0.08909588,0.02049057,0,48,107327,0,0
19342,2023-01-20 10:50:49.059133,169167000,0,0.53,0.01,0.06,0.29,0,0.009141914,0.08909588,0.02049057,0,48,107327,0,0
19376,2023-01-20 10:50:49.159182,169267001,0,0.53,0.01,0.07,0.21,0,0.009224353,0.08909588,0.02049057,0,48,107327,0,0
19408,2023-01-20 10:50:49.259240,169367003,0,0.38,0.02,0.08,0.18,0,0.009078329,0.08909588,0.02049057,0,48,107327,0,0
19439,2023-01-20 10:50:49.359296,169466999,0,0.38,0.02,0.09,0.27,0,0.009106319,0.08909588,0.02049057,0,48,107327,0,0
19473,2023-01-20 10:50:49.459271,169566999,0,0.33,0.02,0.1,0.21,0,0.009083936,0.08909588,0.02049057,0,48,107327,0,0
19505,2023-01-20 10:50:49.559187,169666997,0,0.33,0.02,0.1,0.21,0,0.009227943,0.08909588,0.02049057,0,48,107327,0,0
19540,2023-01-20 10:50:49.659186,169766999,0,0.19,0.01,0.08,0.14,0,0.009156139,0.08909588,0.02049057,0,48,107327,0,0
19571,2023-01-20 10:50:49.759239,169867002,0,0.19,0.01,0.07,0.08,0,0.009251157,0.08909588,0.02049057,0,48,107327,0,0
19605,2023-01-20 10:50:49.859222,169966995,0,0.18,0.01,0.06,0.13,0,0.009179757,0.08909588,0.02049057,0,48,107327,0,0
19636,2023-01-20 10:50:49.959192,170067016,0,0.18,0.01,0.05,0.16,0,0.009295638,0.08909588,0.02049057,0,48,107327,0,0
19668,2023-01-20 10:50:50.059158,170167008,0,0.18,0.02,0.04,0.11,0,0.009330803,0.08909588,0.02049057,0,48,107327,0,0
19744,2023-01-20 10:50:50.159136,170266994,0,0.18,0.02,0.05,0.14,0,0.009438409,0.08909588,0.02049057,0,48,107327,0,0
19776,2023-01-20 10:50:50.259172,170367009,0,0.02,0.02,0.04,0.12,0,0.009385123,0.08909588,0.02049057,0,48,107327,0,0
19807,2023-01-20 10:50:50.359215,170467008,0,0.02,0.02,0.04,0.05,0,0.009409833,0.08909588,0.02049057,0,48,107327,0,0
19841,2023-01-20 10:50:50.459229,170566995,0,0.05,0.02,0.05,0.13,0,0.009314819,0.08909588,0.02049057,0,48,107327,0,0
19873,2023-01-20 10:50:50.559247,170666995,0,0.05,0.02,0.04,0.07,0,0.00934485,0.08909588,0.02049057,0,48,107327,0,0
19908,2023-01-20 10:50:50.659271,170767013,0,0.07,0.02,0.03,0.08,0,0.009254387,0.08909588,0.02049057,0,48,107327,0,0
19939,2023-01-20 10:50:50.759258,170867002,0,0.07,0.02,0.02,0.05,0,0.009272644,0.08909588,0.02049057,0,48,107327,0,0
19973,2023-01-20 10:50:50.859207,170966995,0,0.14,0.02,0.02,0.1,0,0.009200524,0.08909588,0.02049057,0,48,107327,0,0
20004,2023-01-20 10:50:50.959148,171067008,0,0.14,0.02,0.02,0.13,0,0.009256384,0.08909588,0.02049057,0,48,107327,0,0
20036,2023-01-20 10:50:51.059155,171167002,0,0.17,0.02,0,0.1,0,0.009229871,0.08909588,0.02049057,0,48,107327,0,0
20070,2023-01-20 10:50:51.159229,171267003,0,0.17,0.02,0.01,0.08,0,0.00923813,0.08909588,0.02049057,0,48,107327,0,0
20102,2023-01-20 10:50:51.259288,171367034,0,0.2,0.02,0.01,0.12,0,0.009176294,0.08909588,0.02049057,0,48,107327,0,0
20133,2023-01-20 10:50:51.359250,171466999,0,0.2,0.02,0.03,0.07,0,0.009225067,0.08909588,0.02049057,0,48,107327,0,0
20167,2023-01-20 10:50:51.459216,171566995,0,0.39,0.02,0.04,0.08,0,0.009173615,0.08909588,0.02049057,0,48,107327,0,0
20199,2023-01-20 10:50:51.559181,171667007,0,0.39,0.02,0.04,0.13,0,0.009234226,0.08909588,0.02049057,0,48,107327,0,0
20234,2023-01-20 10:50:51.659189,171767000,0,0.11,0.02,0.05,0.12,0,0.009258058,0.08909588,0.02049057,0,48,107327,0,0
20265,2023-01-20 10:50:51.759246,171866998,0,0.11,0.02,0.05,0.12,0,0.009385347,0.08909588,0.02049057,0,48,107327,0,0
20299,2023-01-20 10:50:51.859252,171967019,0,0.25,0.03,0.03,0.08,0,0.00941917,0.08909588,0.02049057,0,48,107327,0,0
20330,2023-01-20 10:50:51.959167,172066999,0,0.25,0.03,0.03,0.08,0,0.009466506,0.08909588,0.02049057,0,48,107327,0,0
20362,2023-01-20 10:50:52.059134,172166995,0,0.25,0.03,0.04,0.08,0,0.009347912,0.08909588,0.02049057,0,48,107327,0,0
20396,2023-01-20 10:50:52.159141,172267004,0,0.25,0.03,0.03,0.09,0,0.009332682,0.08909588,0.02049057,0,48,107327,0,0
20428,2023-01-20 10:50:52.259163,172367001,0,0.03,0.03,0.05,0.08,0,0.009191967,0.08909588,0.02049057,0,48,107327,0,0
20459,2023-01-20 10:50:52.359204,172466999,0,0.03,0.03,0.04,0.09,0,0.009210978,0.08909588,0.02049057,0,48,107327,0,0
20493,2023-01-20 10:50:52.459237,172567004,0,0.22,0.03,0.01,0.1,0,0.009177487,0.08909588,0.02049057,0,48,107327,0,0
20525,2023-01-20 10:50:52.559254,172667004,0,0.22,0.03,0.03,0.07,0,0.009253804,0.08909588,0.02049057,0,48,107327,0,0
20560,2023-01-20 10:50:52.659223,172766998,0,0.15,0.03,0.02,0.12,0,0.009182882,0.08909588,0.02049057,0,48,107327,0,0
20591,2023-01-20 10:50:52.759192,172867022,0,0.15,0.03,0.04,0.16,0,0.009226237,0.08909588,0.02049057,0,48,107327,0,0
20625,2023-01-20 10:50:52.859144,172966997,0,0.14,0.03,0.03,0.12,0,0.009186863,0.08909588,0.02049057,0,48,107327,0,0
20656,2023-01-20 10:50:52.959144,173066999,0,0.14,0.03,0.02,0.1,0,0.009316679,0.08909588,0.02049057,0,48,107327,0,0
20688,2023-01-20 10:50:53.059171,173167004,0,0.08,0.02,0,0.19,0,0.009221825,0.08909588,0.02049057,0,48,107327,0,0
20722,2023-01-20 10:50:53.159202,173266995,0,0.08,0.02,0,0.11,0,0.009228172,0.08909588,0.02049057,0,48,107327,0,0
20754,2023-01-20 10:50:53.259234,173367003,0,0.1,0.02,0,0.14,0,0.009194043,0.08909588,0.02049057,0,48,107327,0,0
20785,2023-01-20 10:50:53.359254,173467009,0,0.1,0.02,0.01,0.15,0,0.009285734,0.08909588,0.02049057,0,48,107327,0,0
20819,2023-01-20 10:50:53.459215,173566994,0,0.27,0.02,0.01,0.16,0,0.009254194,0.08909588,0.02049057,0,48,107327,0,0
20851,2023-01-20 10:50:53.559175,173667002,0,0.27,0.02,0.01,0.13,0,0.009322364,0.08909588,0.02049057,0,48,107327,0,0
20886,2023-01-20 10:50:53.659195,173767005,0,0.52,0.01,0,0.13,0,0.009170013,0.08909588,0.02049057,0,48,107327,0,0
20918,2023-01-20 10:50:53.759252,173866998,0,0.52,0.01,0.03,0.05,0,0.009099069,0.08909588,0.02049057,0,48,107327,0,0
20954,2023-01-20 10:50:53.859258,173967018,0,0.83,0.01,0.01,0.09,0,0.008978195,0.08909588,0.02049057,0,48,107327,0,0
20985,2023-01-20 10:50:53.959172,174066999,0,0.83,0.01,0.01,0.12,0,0.009007791,0.08909588,0.02049057,0,48,107327,0,0
21017,2023-01-20 10:50:54.053754,174166995,0,0.38,0.01,0.02,0.09,0,0.008887799,0.08909588,0.02049057,0,48,107327,0,0
21051,2023-01-20 10:50:54.144651,174266999,0,0.38,0.01,0.02,0.09,0,0.008864481,0.08909588,0.02049057,0,48,107327,0,0
21083,2023-01-20 10:50:54.243493,174367005,0,0.44,0.01,0.01,0.09,0,0.0087873,0.08909588,0.02049057,0,48,107327,0,0
21114,2023-01-20 10:50:54.354686,174466995,0,0.44,0.01,0.02,0.09,0,0.008889582,0.08909588,0.02049057,0,48,107327,0,0
21149,2023-01-20 10:50:54.459241,174566995,0,0.39,0.01,0,0.08,0,0.008868764,0.08909588,0.02049057,0,48,107327,0,0
21181,2023-01-20 10:50:54.559233,174667005,0,0.39,0.01,0,0.12,0,0.008963834,0.08909588,0.02049057,0,48,107327,0,0
21216,2023-01-20 10:50:54.659195,174766995,0,0.34,0.01,0,0.13,0,0.008959879,0.08909588,0.02049057,0,48,107327,0,0
21247,2023-01-20 10:50:54.759189,174867023,0,0.34,0.01,0,0.08,0,0.009074906,0.08909588,0.02049057,0,48,107327,0,0
21281,2023-01-20 10:50:54.859146,174966999,0,0.23,0.01,0,0.11,0,0.009036239,0.08909588,0.02049057,0,48,107327,0,0
21312,2023-01-20 10:50:54.959137,175066999,0,0.23,0.01,0,0.11,0,0.009110384,0.08909588,0.02049057,0,48,107327,0,0
21344,2023-01-20 10:50:55.059165,175167004,0,0.37,0.01,0.02,0.01,0,0.009141973,0.08909588,0.02049057,0,48,107327,0,0
21378,2023-01-20 10:50:55.159206,175267000,0,0.37,0.01,0.03,0.08,0,0.009269619,0.08909588,0.02049057,0,48,107327,0,0
21410,2023-01-20 10:50:55.259197,175367002,0,0.21,0.01,0.06,0.08,0,0.009322891,0.08909588,0.02049057,0,48,107327,0,0
21441,2023-01-20 10:50:55.359149,175467004,0,0.21,0.01,0.07,0.1,0,0.009489151,0.08909588,0.02049057,0,48,107327,0,0
21475,2023-01-20 10:50:55.459161,175567000,0,0.33,0,0.07,0.08,0,0.009455265,0.08909588,0.02049057,0,48,107327,0,0
21507,2023-01-20 10:50:55.559224,175667001,0,0.33,0,0.07,0.2,0,0.009535192,0.08909588,0.02049057,0,48,107327,0,0
21542,2023-01-20 10:50:55.659256,175767004,0,0.16,0.01,0.07,0.06,0,0.009619975,0.08909588,0.02049057,0,48,107327,0,0
21573,2023-01-20 10:50:55.759271,175867014,0,0.16,0.01,0.06,0.07,0,0.009804138,0.08909588,0.02049057,0,48,107327,0,0
21607,2023-01-20 10:50:55.859241,175967015,0,0.05,0.01,0.06,0.13,0,0.009769853,0.08909588,0.02049057,0,48,107327,0,0
21638,2023-01-20 10:50:55.959175,176067004,0,0.05,0.01,0.06,0.05,0,0.009790094,0.08909588,0.02049057,0,48,107327,0,0
21670,2023-01-20 10:50:56.059136,176166995,0,0.19,0.01,0.04,0.11,0,0.009666486,0.08909588,0.02049057,0,48,107327,0,0
21704,2023-01-20 10:50:56.159129,176266999,0,0.19,0.01,0.06,0.1,0,0.009834007,0.08909588,0.02049057,0,48,107327,0,0
21736,2023-01-20 10:50:56.253758,176367011,0,0.08,0.01,0.06,0.14,0,0.00991169,0.08909588,0.02049057,0,48,107327,0,0
21767,2023-01-20 10:50:56.344649,176466995,0,0.08,0.01,0.08,0.06,0,0.009991208,0.08909588,0.02049057,0,48,107327,0,0
21801,2023-01-20 10:50:56.439108,176566999,0,0.14,0.01,0.08,0.13,0,0.009810515,0.08909588,0.02049057,0,48,107327,0,0
21833,2023-01-20 10:50:56.539099,176667009,0,0.14,0.01,0.1,0.08,0,0.009720934,0.08909588,0.02049057,0,48,107327,0,0
21868,2023-01-20 10:50:56.639074,176766995,0,0.02,0.01,0.09,0.14,0,0.009580093,0.08909588,0.02049057,0,48,107327,0,0
21899,2023-01-20 10:50:56.739097,176867017,0,0.02,0.01,0.09,0.05,0,0.009645493,0.08909588,0.02049057,0,48,107327,0,0
21933,2023-01-20 10:50:56.839062,176966999,0,0.08,0.01,0.04,0.08,0,0.009625362,0.08909588,0.02049057,0,48,107327,0,0
21964,2023-01-20 10:50:56.939011,177066995,0,0.08,0.01,0.05,0.14,0,0.009787561,0.08909588,0.02049057,0,48,107327,0,0
21996,2023-01-20 10:50:57.043371,177166995,0,0.06,0.01,0.03,0.15,0,0.009687611,0.08909588,0.02049057,0,48,107327,0,0
22030,2023-01-20 10:50:57.154631,177266999,0,0.06,0.01,0.01,0.16,0,0.00970876,0.08909588,0.02049057,0,48,107327,0,0
22062,2023-01-20 10:50:57.253800,177366998,0,0.06,0.01,0.02,0.1,0,0.009661003,0.08909588,0.02049057,0,48,107327,0,0
22092,2023-01-20 10:50:57.344651,177467000,0,0.06,0.01,0.03,0.08,0,0.009645576,0.08909588,0.02049057,0,48,107327,0,0
22126,2023-01-20 10:50:57.439062,177566999,0,0.13,0.01,0.05,0.07,0,0.009503857,0.08909588,0.02049057,0,48,107327,0,0
22158,2023-01-20 10:50:57.539034,177667002,0,0.13,0.01,0.05,0.1,0,0.009488734,0.08909588,0.02049057,0,48,107327,0,0
22193,2023-01-20 10:50:57.639015,177766995,0,0.11,0.01,0.04,0.04,0,0.009320169,0.08909588,0.02049057,0,48,107327,0,0
22224,2023-01-20 10:50:57.739064,177867026,0,0.11,0.01,0.03,0.05,0,0.009293152,0.08909588,0.02049057,0,48,107327,0,0
22258,2023-01-20 10:50:57.839037,177967015,0,0.1,0.01,0.05,0.15,0,0.00919212,0.08909588,0.02049057,0,48,107327,0,0
22289,2023-01-20 10:50:57.938953,178066999,0,0.1,0.01,0.03,0.04,0,0.009250986,0.08909588,0.02049057,0,48,107327,0,0
22321,2023-01-20 10:50:58.038917,178166999,0,0.12,0.02,0.03,0.07,0,0.009294044,0.08909588,0.02049057,0,48,107327,0,0
22355,2023-01-20 10:50:58.138928,178266999,0,0.12,0.02,0.05,0.04,0,0.009440196,0.08909588,0.02049057,0,48,107327,0,0
22387,2023-01-20 10:50:58.238946,178367013,0,0.21,0.01,0.04,0.07,0,0.009378829,0.08909588,0.02049057,0,48,107327,0,0
22418,2023-01-20 10:50:58.338920,178466996,0,0.21,0.01,0.05,0.03,0,0.009396676,0.08909588,0.02049057,0,48,107327,0,0
22452,2023-01-20 10:50:58.438931,178567000,0,0.13,0.01,0.03,0.09,0,0.009283599,0.08909588,0.02049057,0,48,107327,0,0
22484,2023-01-20 10:50:58.538968,178667006,0,0.13,0.01,0.04,0.09,0,0.009304671,0.08909588,0.02049057,0,48,107327,0,0
22519,2023-01-20 10:50:58.638973,178766995,0,0.17,0.01,0.03,0.07,0,0.009202673,0.08909588,0.02049057,0,48,107327,0,0
22550,2023-01-20 10:50:58.738973,178867002,0,0.17,0.01,0.03,0.09,0,0.009302851,0.08909588,0.02049057,0,48,107327,0,0
22585,2023-01-20 10:50:58.838955,178967008,0,0.25,0.01,0.04,0.09,0,0.009330997,0.08909588,0.02049057,0,48,107327,0,0
22618,2023-01-20 10:50:58.938893,179066995,0,0.25,0.01,0.05,0.04,0,0.009421414,0.08909588,0.02049057,0,48,107327,0,0
22650,2023-01-20 10:50:59.038879,179166999,0,0.23,0.01,0.02,0.04,0,0.009325187,0.08909588,0.02049057,0,48,107327,0,0
22684,2023-01-20 10:50:59.138922,179267008,0,0.23,0.01,0.04,0.04,0,0.009324996,0.08909588,0.02049057,0,48,107327,0,0
22716,2023-01-20 10:50:59.238937,179367003,0,0.09,0.01,0.07,0.05,0,0.009194195,0.08909588,0.02049057,0,48,107327,0,0
22747,2023-01-20 10:50:59.338954,179467023,0,0.09,0.01,0.06,0.07,0,0.009152719,0.08909588,0.02049057,0,48,107327,0,0
22781,2023-01-20 10:50:59.438929,179567009,0,0.1,0.01,0.04,0.04,0,0.00907186,0.08909588,0.02049057,0,48,107327,0,0
22813,2023-01-20 10:50:59.538900,179667003,0,0.1,0.01,0.06,0.01,0,0.009194899,0.08909588,0.02049057,0,48,107327,0,0
22848,2023-01-20 10:50:59.638906,179767002,0,0.2,0.01,0.07,0.12,0,0.009177896,0.08909588,0.02049057,0,48,107327,0,0
22879,2023-01-20 10:50:59.738970,179867011,0,0.2,0.01,0.08,0.06,0,0.009258525,0.08909588,0.02049057,0,48,107327,0,0
22913,2023-01-20 10:50:59.838967,179966995,0,0.26,0.01,0.06,0.08,0,0.009168987,0.08909588,0.02049057,0,48,107327,0,0
22944,2023-01-20 10:50:59.938916,180066995,0,0.26,0.01,0.06,0.05,0,0.009186921,0.08909588,0.02049057,0,48,107327,0,0
22976,2023-01-20 10:51:00.038895,180167008,0,0.11,0,0.07,0.11,0,0.009122091,0.08909588,0.02049057,0,48,107327,0,0
23010,2023-01-20 10:51:00.138873,180266995,0,0.11,0,0.08,0.04,0,0.009177247,0.08909588,0.02049057,0,48,107327,0,0
23042,2023-01-20 10:51:00.238886,180367001,0,0.16,0,0.08,0.07,0,0.009177604,0.08909588,0.02049057,0,48,107327,0,0
23073,2023-01-20 10:51:00.338941,180467024,0,0.16,0,0.08,0.02,0,0.009354674,0.08909588,0.02049057,0,48,107327,0,0
23107,2023-01-20 10:51:00.438944,180567015,0,0.09,0.01,0.07,0.07,0,0.009338843,0.08909588,0.02049057,0,48,107327,0,0
23139,2023-01-20 10:51:00.538910,180666998,0,0.09,0.01,0.06,0.04,0,0.009496073,0.08909588,0.02049057,0,48,107327,0,0
23174,2023-01-20 10:51:00.638912,180767009,0,0.23,0,0.08,0.1,0,0.009596143,0.08909588,0.02049057,0,48,107327,0,0
23205,2023-01-20 10:51:00.738911,180867002,0,0.23,0,0.08,0.06,0,0.009752126,0.08909588,0.02049057,0,48,107327,0,0
23239,2023-01-20 10:51:00.838909,180967000,0,0.19,0,0.09,0.05,0,0.009744883,0.08909588,0.02049057,0,48,107327,0,0
23270,2023-01-20 10:51:00.938906,181067008,0,0.19,0,0.09,0.05,0,0.009889642,0.08909588,0.02049057,0,48,107327,0,0
23302,2023-01-20 10:51:01.038899,181166999,0,0.1,0,0.08,0.09,0,0.009907474,0.08909588,0.02049057,0,48,107327,0,0
23336,2023-01-20 10:51:01.138923,181267001,0,0.1,0,0.08,0.05,0,0.01005906,0.08909588,0.02049057,0,48,107327,0,0
23368,2023-01-20 10:51:01.238940,181367007,0,0.11,0,0.08,0.09,0,0.01001968,0.08909588,0.02049057,0,48,107327,0,0
23399,2023-01-20 10:51:01.338926,181467000,0,0.11,0,0.08,0.05,0,0.01007778,0.08909588,0.02049057,0,48,107327,0,0
23433,2023-01-20 10:51:01.438919,181566995,0,0.1,0,0.08,0.07,0,0.01000675,0.08909588,0.02049057,0,48,107327,0,0
23465,2023-01-20 10:51:01.538930,181667003,0,0.1,0,0.08,0.07,0,0.01000707,0.08909588,0.02049057,0,48,107327,0,0
23500,2023-01-20 10:51:01.638944,181767015,0,0.09,0,0.06,0.08,0,0.009912181,0.08909588,0.02049057,0,48,107327,0,0
23531,2023-01-20 10:51:01.738929,181867002,0,0.09,0,0.06,0.11,0,0.009916698,0.08909588,0.02049057,0,48,107327,0,0
23565,2023-01-20 10:51:01.838908,181966995,0,0.11,0,0.05,0.04,0,0.009730035,0.08909588,0.02049057,0,48,107327,0,0
23596,2023-01-20 10:51:01.938882,182066999,0,0.11,0,0.06,0.08,0,0.009648412,0.08909588,0.02049057,0,48,107327,0,0
23628,2023-01-20 10:51:02.038868,182166999,0,0.06,0,0.05,0.11,0,0.009521649,0.08909588,0.02049057,0,48,107327,0,0
23662,2023-01-20 10:51:02.138879,182266995,0,0.06,0,0.06,0.09,0,0.009526596,0.08909588,0.02049057,0,48,107327,0,0
23694,2023-01-20 10:51:02.238902,182367001,0,0.07,0,0.05,0.08,0,0.009468251,0.08909588,0.02049057,0,48,107327,0,0
23725,2023-01-20 10:51:02.338940,182467015,0,0.07,0,0.06,0.15,0,0.009562113,0.08909588,0.02049057,0,48,107327,0,0
23759,2023-01-20 10:51:02.438942,182567011,0,0.05,0,0.06,0.06,0,0.009558004,0.08909588,0.02049057,0,48,107327,0,0
23791,2023-01-20 10:51:02.538909,182666998,0,0.05,0,0.07,0.07,0,0.009616153,0.08909588,0.02049057,0,48,107327,0,0
23826,2023-01-20 10:51:02.638894,182766999,0,0.03,0,0.05,0.1,0,0.009530566,0.08909588,0.02049057,0,48,107327,0,0
23857,2023-01-20 10:51:02.738882,182866998,0,0.03,0,0.07,0.11,0,0.009548226,0.08909588,0.02049057,0,48,107327,0,0
23891,2023-01-20 10:51:02.838875,182966994,0,0.17,0,0.06,0.07,0,0.009469623,0.08909588,0.02049057,0,48,107327,0,0
23922,2023-01-20 10:51:02.938904,183067013,0,0.17,0,0.05,0.16,0,0.009513441,0.08909588,0.02049057,0,48,107327,0,0
23954,2023-01-20 10:51:03.038918,183167016,0,0.05,0,0.06,0.07,0,0.009425106,0.08909588,0.02049057,0,48,107327,0,0
23988,2023-01-20 10:51:03.138909,183266994,0,0.05,0,0.06,0.08,0,0.009425449,0.08909588,0.02049057,0,48,107327,0,0
24020,2023-01-20 10:51:03.238947,183367027,0,0.11,0,0.05,0.06,0,0.009361967,0.08909588,0.02049057,0,48,107327,0,0
24051,2023-01-20 10:51:03.338926,183467015,0,0.11,0,0.03,0.1,0,0.009459205,0.08909588,0.02049057,0,48,107327,0,0
24085,2023-01-20 10:51:03.438906,183566995,0,0.07,0,0.04,0.07,0,0.009442898,0.08909588,0.02049057,0,48,107327,0,0
24117,2023-01-20 10:51:03.538922,183666999,0,0.07,0,0.04,0.06,0,0.009462269,0.08909588,0.02049057,0,48,107327,0,0
24152,2023-01-20 10:51:03.638931,183766999,0,0.21,0,0.05,0.07,0,0.009421973,0.08909588,0.02049057,0,48,107327,0,0
24183,2023-01-20 10:51:03.738935,183866999,0,0.21,0,0.03,0.1,0,0.009519579,0.08909588,0.02049057,0,48,107327,0,0
24216,2023-01-20 10:51:03.838920,183966995,0,0.08,0,0.03,0.08,0,0.009580116,0.08909588,0.02049057,0,48,107327,0,0
24251,2023-01-20 10:51:03.938890,184066999,0,0.08,0,0.02,0.06,0,0.009729855,0.08909588,0.02049057,0,48,107327,0,0
24283,2023-01-20 10:51:04.038878,184166995,0,0.21,0,0.03,0.08,0,0.009688152,0.08909588,0.02049057,0,48,107327,0,0
24317,2023-01-20 10:51:04.138911,184266994,0,0.21,0,0.04,0.11,0,0.009714736,0.08909588,0.02049057,0,48,107327,0,0
24349,2023-01-20 10:51:04.238938,184367001,0,0.17,0,0.05,0.07,0,0.009648372,0.08909588,0.02049057,0,48,107327,0,0
24380,2023-01-20 10:51:04.338930,184466995,0,0.17,0,0.05,0.1,0,0.009737257,0.08909588,0.02049057,0,48,107327,0,0
24416,2023-01-20 10:51:04.438939,184567014,0,0.06,0,0.04,0.08,0,0.009667953,0.08909588,0.02049057,0,48,107327,0,0
24449,2023-01-20 10:51:04.538916,184667014,0,0.06,0,0.05,0.13,0,0.009650047,0.08909588,0.02049057,0,48,107327,0,0
24484,2023-01-20 10:51:04.638887,184766999,0,0.07,0,0.06,0.1,0,0.009526925,0.08909588,0.02049057,0,48,107327,0,0
24515,2023-01-20 10:51:04.738888,184866998,0,0.07,0,0.06,0.3,0,0.009579076,0.08909588,0.02049057,0,48,107327,0,0
24548,2023-01-20 10:51:04.838897,184967005,0,0.25,0,0.05,0.12,0,0.00954603,0.08909588,0.02049057,0,48,107327,0,0
24580,2023-01-20 10:51:04.938899,185067004,0,0.25,0,0.07,0.12,0,0.00959071,0.08909588,0.02049057,0,48,107327,0,0
24612,2023-01-20 10:51:05.038898,185166995,0,0.1,0,0.03,0.08,0,0.009523358,0.08909588,0.02049057,0,48,107327,0,0
24646,2023-01-20 10:51:05.138916,185266998,0,0.1,0,0.05,0.05,0,0.009521854,0.08909588,0.02049057,0,48,107327,0,0
24678,2023-01-20 10:51:05.238926,185367005,0,0.08,0,0.05,0.1,0,0.009454611,0.08909588,0.02049057,0,48,107327,0,0
24709,2023-01-20 10:51:05.338915,185467011,0,0.08,0,0.06,0.07,0,0.009507484,0.08909588,0.02049057,0,48,107327,0,0
24743,2023-01-20 10:51:05.438893,185566995,0,0.11,0,0.03,0.05,0,0.009504389,0.08909588,0.02049057,0,48,107327,0,0
24775,2023-01-20 10:51:05.538908,185667001,0,0.11,0,0.03,0.06,0,0.009564193,0.08909588,0.02049057,0,48,107327,0,0
24810,2023-01-20 10:51:05.638911,185766995,0,0.18,0,0.03,0.11,0,0.009506044,0.08909588,0.02049057,0,48,107327,0,0
24841,2023-01-20 10:51:05.738925,185866998,0,0.18,0,0.03,0.12,0,0.009550825,0.08909588,0.02049057,0,48,107327,0,0
24874,2023-01-20 10:51:05.838927,185966999,0,0.19,0,0.02,0.06,0,0.009456363,0.08909588,0.02049057,0,48,107327,0,0
24906,2023-01-20 10:51:05.938913,186066999,0,0.19,0,0.03,0.04,0,0.009452658,0.08909588,0.02049057,0,48,107327,0,0
24938,2023-01-20 10:51:06.038904,186166995,0,0.14,0,0.04,0.07,0,0.009370581,0.08909588,0.02049057,0,48,107327,0,0
24972,2023-01-20 10:51:06.138919,186267000,0,0.14,0,0.03,0.02,0,0.00935159,0.08909588,0.02049057,0,48,107327,0,0
25004,2023-01-20 10:51:06.238932,186367013,0,0.16,0,0.04,0.05,0,0.009281948,0.08909588,0.02049057,0,48,107327,0,0
25035,2023-01-20 10:51:06.338899,186466995,0,0.16,0,0.04,0.08,0,0.009329374,0.08909588,0.02049057,0,48,107327,0,0
25069,2023-01-20 10:51:06.435446,186567015,0,0.25,0,0.04,0.02,0,0.009254506,0.08909588,0.02049057,0,48,107327,0,0
25101,2023-01-20 10:51:06.526531,186667002,0,0.25,0,0.05,0.12,0,0.00932127,0.08909588,0.02049057,0,48,107327,0,0
25136,2023-01-20 10:51:06.619326,186766995,0,0.2,0,0.06,0.19,0,0.009262316,0.08909588,0.02049057,0,48,107327,0,0
25167,2023-01-20 10:51:06.719237,186866999,0,0.2,0,0.06,0.1,0,0.0093015,0.08909588,0.02049057,0,48,107327,0,0
25249,2023-01-20 10:51:06.819180,186967002,0,0.01,0,0.05,0.22,0,0.009264189,0.08909588,0.02049057,0,48,107327,0,0
25281,2023-01-20 10:51:06.919252,187066995,0,0.01,0,0.04,0.19,0,0.009434413,0.08909588,0.02049057,0,48,107327,0,0
25313,2023-01-20 10:51:07.019326,187166995,0,0.21,0,0.05,0.18,0,0.009446378,0.08909588,0.02049057,0,48,107327,0,0
25347,2023-01-20 10:51:07.119381,187266999,0,0.21,0,0.07,0.1,0,0.00958016,0.08909588,0.02049057,0,48,107327,0,0
25379,2023-01-20 10:51:07.219447,187367025,0,0.1,0,0.07,0.19,0,0.009582403,0.08909588,0.02049057,0,48,107327,0,0
25410,2023-01-20 10:51:07.319421,187467011,0,0.1,0,0.07,0.04,0,0.009586542,0.08909588,0.02049057,0,48,107327,0,0
25444,2023-01-20 10:51:07.421509,187567009,0,0.17,0,0.08,0.2,0,0.009629725,0.08909588,0.02049057,0,48,107327,0,0
25476,2023-01-20 10:51:07.532322,187667002,0,0.17,0,0.05,0.17,0,0.009584463,0.08909588,0.02049057,0,48,107327,0,0
25511,2023-01-20 10:51:07.635457,187766995,0,0.04,0,0.09,0.09,0,0.009534224,0.08909588,0.02049057,0,48,107327,0,0
25542,2023-01-20 10:51:07.726566,187867011,0,0.04,0,0.12,0.1,0,0.009722061,0.08909588,0.02049057,0,48,107327,0,0
25575,2023-01-20 10:51:07.819367,187966999,0,0.1,0,0.12,0.13,0,0.009762973,0.08909588,0.02049057,0,48,107327,0,0
25607,2023-01-20 10:51:07.919326,188067001,0,0.1,0,0.07,0.06,0,0.009907691,0.08909588,0.02049057,0,48,107327,0,0
25639,2023-01-20 10:51:08.019291,188167004,0,0.06,0,0.07,0.07,0,0.009929815,0.08909588,0.02049057,0,48,107327,0,0
25673,2023-01-20 10:51:08.119290,188267016,0,0.06,0,0.08,0.15,0,0.0100439,0.08909588,0.02049057,0,48,107327,0,0
25705,2023-01-20 10:51:08.219261,188366998,0,0.09,0,0.07,0.08,0,0.009989886,0.08909588,0.02049057,0,48,107327,0,0
25736,2023-01-20 10:51:08.319269,188467004,0,0.09,0,0.07,0.16,0,0.01001917,0.08909588,0.02049057,0,48,107327,0,0
