LineNo,UTC_Approx,TimeUS,C,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
3447,2023-01-20 10:50:00.364270,120366348,0,0.03,0,0.02,0,0,0.009449091,0.08909588,0.02049057,0,48,109375,0,0
3487,2023-01-20 10:50:00.464283,120466359,0,0.03,0,0.02,0,0,0.009520018,0.08909588,0.02049057,0,48,109375,0,0
3527,2023-01-20 10:50:00.564280,120566349,0,0.03,0,0.02,0.01,0,0.009596288,0.08909588,0.02049057,0,48,109375,0,0
3568,2023-01-20 10:50:00.664271,120666346,0,0.03,0,0.01,0,0,0.009667703,0.08909588,0.02049057,0,48,109375,0,0
3609,2023-01-20 10:50:00.764268,120766355,0,0.03,0,0.02,0.01,0,0.009744308,0.08909588,0.02049057,0,48,109375,0,0
3650,2023-01-20 10:50:00.864250,120866353,0,0.04,0,0.02,0.01,0,0.009816291,0.08909588,0.02049057,0,48,109375,0,0
3687,2023-01-20 10:50:00.964226,120966347,0,0.04,0,0.02,0,0,0.009892921,0.08909588,0.02049057,0,48,109375,0,0
3719,2023-01-20 10:50:01.064251,121066375,0,0.04,0,0.02,0.01,0,0.009965664,0.08909588,0.02049057,0,48,109375,0,0
3750,2023-01-20 10:50:01.164248,121166365,0,0.04,0,0.02,0.01,0,0.01004234,0.08909588,0.02049057,0,48,109375,0,0
3784,2023-01-20 10:50:01.264210,121266360,0,0.03,0,0.02,0.01,0,0.01011511,0.08909588,0.02049057,0,48,109375,0,0
3815,2023-01-20 10:50:01.364148,121366352,0,0.03,0,0.02,0.01,0,0.01019187,0.08909588,0.02049057,0,48,109375,0,0
3847,2023-01-20 10:50:01.464163,121466353,0,0.06,0,0.02,0.01,0,0.01026559,0.08909588,0.02049057,0,48,109375,0,0
3880,2023-01-20 10:50:01.564214,121566352,0,0.06,0,0.02,0.02,0,0.01034147,0.08909588,0.02049057,0,48,109375,0,0
3913,2023-01-20 10:50:01.664229,121666348,0,0.08,0,0.04,0.01,0,0.01041535,0.08909588,0.02049057,0,48,109375,0,0
3946,2023-01-20 10:50:01.764239,121766356,0,0.08,0,0.04,0.03,0,0.01050084,0.08909588,0.02049057,0,48,109375,0,0
3979,2023-01-20 10:50:01.864187,121866351,0,0.05,0,0.08,0.05,0,0.0105728,0.08909588,0.02049057,0,48,109375,0,0
