LogFile,AnchorCount,FirstGpsUtc,LastGpsUtc,MessageTypeCount,InfoLineCount,UnparsedLineCount
00000003_birinci uçuş.log,4610,2023-01-20 10:49:56.200000,2023-01-20 11:05:18.000000,55,130,8
