LineNo,UTC_Approx,TimeUS,C,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11
53311,2023-01-20 10:52:32.859126,273166996,0,0.0001138548,7.733481E-06,8.333439E-06,9.373264E-06,0.04394361,0.04505084,0.008212549,0.5492216,0.5523441,0.1286261,4.230437E-11,4.215016E-11
53476,2023-01-20 10:52:33.359255,273667010,0,0.0001139736,7.864081E-06,8.478358E-06,9.440698E-06,0.04584947,0.04707367,0.008260692,0.5716288,0.5752854,0.1290244,4.247638E-11,4.232055E-11
53638,2023-01-20 10:52:33.839036,274166996,0,0.0001138748,7.690601E-06,8.343582E-06,9.56834E-06,0.04376316,0.04479547,0.008210569,0.5506009,0.5538234,0.1287303,4.224265E-11,4.209077E-11
53854,2023-01-20 10:52:34.338959,274666999,0,0.0001133086,7.79745E-06,8.463002E-06,1.029207E-05,0.0450934,0.04606432,0.008242756,0.569865,0.5734493,0.1290025,4.236371E-11,4.221288E-11
54016,2023-01-20 10:52:34.838925,275167005,0,0.0001142132,7.63521E-06,8.303363E-06,9.533756E-06,0.04309217,0.04392066,0.008188048,0.547971,0.5510933,0.1286138,4.213998E-11,4.199749E-11
54181,2023-01-20 10:52:35.338934,275667016,0,0.0001140013,7.744548E-06,8.374801E-06,9.981309E-06,0.04439653,0.04522672,0.00822194,0.5664219,0.5698074,0.1288759,4.227097E-11,4.213152E-11
54344,2023-01-20 10:52:35.838885,276166996,0,0.0001143879,7.599069E-06,8.315581E-06,9.707302E-06,0.04263827,0.043393,0.008172731,0.5453866,0.5483569,0.1284968,4.208683E-11,4.195629E-11
54508,2023-01-20 10:52:36.338911,276667005,0,0.0001150226,7.704591E-06,8.394306E-06,9.327949E-06,0.04391551,0.04465353,0.008206941,0.5633681,0.5665712,0.12872,4.222359E-11,4.209658E-11
54670,2023-01-20 10:52:36.838866,277166996,0,0.0001149361,7.580313E-06,8.205567E-06,9.647742E-06,0.04200608,0.04268883,0.00815365,0.5415258,0.5443038,0.1282999,4.203194E-11,4.191425E-11
54836,2023-01-20 10:52:37.338916,277667000,0,0.0001151839,7.73082E-06,8.360629E-06,9.628769E-06,0.04382483,0.04461828,0.008201953,0.561842,0.564937,0.1286281,4.223317E-11,4.211564E-11
54999,2023-01-20 10:52:37.838917,278167005,0,0.0001158105,7.622984E-06,8.27193E-06,9.139413E-06,0.04237026,0.0431605,0.008162206,0.5425582,0.5453311,0.1283367,4.208537E-11,4.197345E-11
55163,2023-01-20 10:52:38.338903,278667001,0,0.0001159697,7.762064E-06,8.403369E-06,9.175369E-06,0.04417249,0.04504104,0.00820992,0.5628933,0.566021,0.1286832,4.227141E-11,4.215836E-11
