LineNo,UTC_Approx,TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
48574,2023-01-20 10:52:18.380208,258667981,39.8040111,32.3826082,788.99,54.74201,55.38201
48605,2023-01-20 10:52:18.480167,258767931,39.8040058,32.3826041,788.99,54.7431,55.38309
48636,2023-01-20 10:52:18.580193,258867944,39.8040004,32.3826,788.99,54.74503,55.38503
48670,2023-01-20 10:52:18.680183,258967925,39.8039953,32.382596,788.99,54.74538,55.38538
48701,2023-01-20 10:52:18.780195,259067930,39.80399,32.3825919,788.99,54.74592,55.38592
48738,2023-01-20 10:52:18.880456,259168241,39.8039846,32.3825879,788.99,54.74415,55.38415
48770,2023-01-20 10:52:18.980151,259267999,39.8039792,32.3825839,788.99,54.74268,55.38268
48802,2023-01-20 10:52:19.080118,259367935,39.8039736,32.3825799,788.99,54.74014,55.38014
48833,2023-01-20 10:52:19.180170,259467933,39.803968,32.3825758,788.98,54.73791,55.37791
48868,2023-01-20 10:52:19.280467,259568215,39.8039626,32.3825719,788.98,54.73543,55.37543
48901,2023-01-20 10:52:19.380207,259667951,39.803957,32.3825679,788.98,54.73488,55.37488
48933,2023-01-20 10:52:19.480153,259767928,39.8039515,32.3825639,788.98,54.73384,55.37384
48964,2023-01-20 10:52:19.580118,259867934,39.803946,32.3825599,788.98,54.73384,55.37384
48998,2023-01-20 10:52:19.680132,259967969,39.8039406,32.3825559,788.98,54.7317,55.3717
49029,2023-01-20 10:52:19.780079,260067931,39.8039351,32.3825519,788.97,54.72978,55.36978
49065,2023-01-20 10:52:19.880111,260167965,39.8039298,32.3825479,788.97,54.72716,55.36716
49097,2023-01-20 10:52:19.980089,260267940,39.8039243,32.3825438,788.97,54.72567,55.36567
49129,2023-01-20 10:52:20.080133,260367954,39.803919,32.3825398,788.97,54.7236,55.3636
49160,2023-01-20 10:52:20.180146,260467929,39.8039137,32.3825357,788.97,54.72239,55.36239
49195,2023-01-20 10:52:20.280461,260568264,39.8039083,32.3825316,788.97,54.72209,55.36209
49228,2023-01-20 10:52:20.380125,260667962,39.8039029,32.3825275,788.97,54.72296,55.36296
49260,2023-01-20 10:52:20.480090,260767929,39.8038974,32.3825234,788.97,54.72515,55.36515
49292,2023-01-20 10:52:20.580100,260867932,39.8038919,32.3825192,788.97,54.72758,55.36758
49326,2023-01-20 10:52:20.680119,260967928,39.8038865,32.382515,788.97,54.72897,55.36897
49357,2023-01-20 10:52:20.780150,261067931,39.803881,32.3825108,788.97,54.72935,55.36935
49392,2023-01-20 10:52:20.880150,261167958,39.8038755,32.3825067,788.97,54.72883,55.36883
49424,2023-01-20 10:52:20.980147,261267996,39.80387,32.3825025,788.97,54.72873,55.36873
49456,2023-01-20 10:52:21.080148,261367959,39.8038647,32.3824984,788.97,54.7272,55.3672
49487,2023-01-20 10:52:21.180172,261467925,39.8038593,32.3824943,788.97,54.72614,55.36614
49522,2023-01-20 10:52:21.280404,261568148,39.8038538,32.3824903,788.97,54.72411,55.36411
49555,2023-01-20 10:52:21.380211,261667959,39.8038482,32.3824862,788.97,54.72409,55.36409
49587,2023-01-20 10:52:21.480147,261767929,39.8038427,32.3824821,788.97,54.72408,55.36408
49618,2023-01-20 10:52:21.580172,261867995,39.8038371,32.382478,788.97,54.72629,55.36629
49652,2023-01-20 10:52:21.680153,261967965,39.8038315,32.3824738,788.97,54.72894,55.36893
49683,2023-01-20 10:52:21.780144,262067933,39.803826,32.3824697,788.98,54.73209,55.37209
49718,2023-01-20 10:52:21.880144,262167952,39.8038205,32.3824656,788.98,54.73385,55.37385
49750,2023-01-20 10:52:21.980092,262267931,39.803815,32.3824615,788.98,54.73503,55.37503
49782,2023-01-20 10:52:22.080152,262367949,39.8038096,32.3824574,788.98,54.73337,55.37337
49813,2023-01-20 10:52:22.180192,262467929,39.8038041,32.3824533,788.98,54.73192,55.37192
49848,2023-01-20 10:52:22.280332,262568105,39.8037986,32.3824492,788.97,54.72976,55.36976
49881,2023-01-20 10:52:22.380129,262667961,39.8037932,32.3824451,788.97,54.72872,55.36872
49913,2023-01-20 10:52:22.480093,262767926,39.8037876,32.3824409,788.97,54.72599,55.36599
49944,2023-01-20 10:52:22.580123,262867944,39.803782,32.3824368,788.97,54.72381,55.36381
49979,2023-01-20 10:52:22.680152,262967941,39.8037763,32.3824326,788.97,54.72119,55.36119
50010,2023-01-20 10:52:22.780171,263067923,39.8037707,32.3824283,788.97,54.72131,55.36131
50045,2023-01-20 10:52:22.880207,263167995,39.8037652,32.3824241,788.97,54.72191,55.36191
50077,2023-01-20 10:52:22.980150,263267991,39.8037597,32.3824199,788.97,54.72434,55.36434
50109,2023-01-20 10:52:23.080141,263367950,39.8037542,32.3824157,788.97,54.72577,55.36577
50140,2023-01-20 10:52:23.180177,263467933,39.8037487,32.3824115,788.97,54.72823,55.36823
50175,2023-01-20 10:52:23.273125,263568114,39.8037432,32.3824073,788.97,54.72899,55.36899
50208,2023-01-20 10:52:23.363974,263667964,39.8037377,32.3824032,788.98,54.73032,55.37032
50240,2023-01-20 10:52:23.460363,263767932,39.8037322,32.382399,788.97,54.72991,55.36991
50271,2023-01-20 10:52:23.560399,263867984,39.8037267,32.3823949,788.97,54.7298,55.3698
50305,2023-01-20 10:52:23.660315,263967922,39.8037212,32.3823908,788.97,54.72895,55.36895
50336,2023-01-20 10:52:23.760292,264067925,39.8037157,32.3823867,788.97,54.72815,55.36815
50373,2023-01-20 10:52:23.860587,264168240,39.8037103,32.3823826,788.97,54.72712,55.36712
50405,2023-01-20 10:52:23.960279,264267947,39.8037049,32.3823784,788.97,54.72635,55.36635
50437,2023-01-20 10:52:24.060289,264367964,39.8036995,32.3823742,788.97,54.72511,55.36511
50468,2023-01-20 10:52:24.160290,264467966,39.8036942,32.3823701,788.97,54.72401,55.36401
50504,2023-01-20 10:52:24.260295,264567985,39.8036889,32.3823659,788.97,54.72316,55.36316
50537,2023-01-20 10:52:24.360246,264667957,39.8036835,32.3823618,788.97,54.72307,55.36307
50569,2023-01-20 10:52:24.460219,264767923,39.8036782,32.3823577,788.97,54.72228,55.36228
50600,2023-01-20 10:52:24.560255,264867935,39.8036729,32.3823536,788.97,54.72197,55.36197
50634,2023-01-20 10:52:24.660244,264967925,39.8036675,32.3823495,788.97,54.72308,55.36308
50666,2023-01-20 10:52:24.760306,265068006,39.8036622,32.3823454,788.97,54.72482,55.36481
50700,2023-01-20 10:52:24.860212,265167979,39.8036568,32.3823413,788.97,54.72631,55.36631
50734,2023-01-20 10:52:24.960092,265267958,39.8036515,32.3823373,788.97,54.72719,55.36719
50766,2023-01-20 10:52:25.060100,265367941,39.8036462,32.3823333,788.97,54.72762,55.36761
50797,2023-01-20 10:52:25.160188,265467920,39.8036409,32.3823292,788.97,54.72837,55.36837
50832,2023-01-20 10:52:25.260253,265567960,39.8036355,32.3823251,788.97,54.72947,55.36947
50865,2023-01-20 10:52:25.360225,265667963,39.8036302,32.3823211,788.98,54.73155,55.37155
50897,2023-01-20 10:52:25.460204,265767924,39.8036246,32.3823169,788.98,54.73374,55.37374
50928,2023-01-20 10:52:25.560323,265867992,39.8036191,32.3823127,788.98,54.73662,55.37662
50962,2023-01-20 10:52:25.660229,265967942,39.8036135,32.3823086,788.98,54.73978,55.37978
50993,2023-01-20 10:52:25.760117,266067935,39.803608,32.3823045,788.99,54.74488,55.38488
51027,2023-01-20 10:52:25.860086,266167947,39.8036024,32.3823004,788.99,54.74675,55.38675
51060,2023-01-20 10:52:25.960099,266267961,39.8035968,32.3822962,788.99,54.74661,55.38661
51092,2023-01-20 10:52:26.060133,266367969,39.8035913,32.3822921,788.99,54.74543,55.38543
51123,2023-01-20 10:52:26.160179,266467970,39.8035859,32.3822879,788.99,54.7446,55.3846
51158,2023-01-20 10:52:26.260150,266567948,39.8035805,32.3822838,788.99,54.74517,55.38517
51191,2023-01-20 10:52:26.360113,266667952,39.8035752,32.3822797,788.99,54.74781,55.38781
51223,2023-01-20 10:52:26.460077,266767920,39.8035697,32.3822756,789,54.75111,55.39111
51254,2023-01-20 10:52:26.560127,266867952,39.8035643,32.3822716,789,54.75391,55.39391
51288,2023-01-20 10:52:26.660128,266967932,39.8035589,32.3822675,789,54.75741,55.39741
51319,2023-01-20 10:52:26.760155,267067937,39.8035536,32.3822634,789.01,54.76014,55.40014
51353,2023-01-20 10:52:26.860200,267168016,39.8035483,32.3822593,789.01,54.76307,55.40307
51387,2023-01-20 10:52:26.960042,267267930,39.8035429,32.3822551,789.01,54.76576,55.40576
51419,2023-01-20 10:52:27.060102,267367968,39.8035375,32.3822509,789.01,54.76738,55.40738
51450,2023-01-20 10:52:27.160136,267467918,39.8035322,32.3822467,789.01,54.76756,55.40756
51485,2023-01-20 10:52:27.260198,267567946,39.8035268,32.3822426,789.01,54.7679,55.4079
51518,2023-01-20 10:52:27.360218,267667965,39.8035214,32.3822385,789.01,54.76738,55.40738
51550,2023-01-20 10:52:27.460181,267767963,39.8035161,32.3822344,789.01,54.76691,55.40691
51581,2023-01-20 10:52:27.560106,267867946,39.8035106,32.3822303,789.01,54.76485,55.40485
51615,2023-01-20 10:52:27.660098,267967927,39.8035051,32.3822263,789.01,54.76276,55.40276
51646,2023-01-20 10:52:27.760152,268067924,39.8034997,32.3822222,789.01,54.76143,55.40142
51680,2023-01-20 10:52:27.860170,268167957,39.8034941,32.3822182,789.01,54.76167,55.40167
51713,2023-01-20 10:52:27.960097,268267948,39.8034884,32.3822143,789.01,54.76297,55.40297
51745,2023-01-20 10:52:28.060098,268367943,39.8034828,32.3822103,789.01,54.76729,55.40729
51776,2023-01-20 10:52:28.160177,268467971,39.8034772,32.3822063,789.02,54.77292,55.41292
51811,2023-01-20 10:52:28.260159,268567958,39.8034715,32.3822022,789.02,54.77918,55.41918
51844,2023-01-20 10:52:28.360107,268667950,39.8034659,32.3821981,789.03,54.78598,55.42598
51876,2023-01-20 10:52:28.460072,268767920,39.8034603,32.382194,789.04,54.79224,55.43224
51907,2023-01-20 10:52:28.560122,268867948,39.8034548,32.38219,789.04,54.79705,55.43705
51941,2023-01-20 10:52:28.660119,268967923,39.8034493,32.3821859,789.05,54.80233,55.44233
51972,2023-01-20 10:52:28.760186,269067969,39.8034438,32.3821819,789.05,54.80749,55.44749
52008,2023-01-20 10:52:28.860425,269168243,39.8034384,32.3821778,789.06,54.81194,55.45193
52041,2023-01-20 10:52:28.960058,269267949,39.8034331,32.3821737,789.06,54.81302,55.45302
52074,2023-01-20 10:52:29.060163,269368032,39.8034277,32.3821696,789.06,54.8132,55.4532
52105,2023-01-20 10:52:29.160134,269467918,39.8034224,32.3821655,789.06,54.81208,55.45208
52140,2023-01-20 10:52:29.260193,269567942,39.803417,32.3821614,789.05,54.80833,55.44833
52173,2023-01-20 10:52:29.360206,269667954,39.8034115,32.3821573,789.05,54.80334,55.44334
52205,2023-01-20 10:52:29.460196,269767979,39.803406,32.3821532,789.04,54.79802,55.43801
52236,2023-01-20 10:52:29.560083,269867924,39.8034005,32.3821492,789.04,54.79234,55.43233
52270,2023-01-20 10:52:29.660096,269967925,39.8033951,32.3821451,789.03,54.78778,55.42778
52301,2023-01-20 10:52:29.760193,270067963,39.8033896,32.382141,789.03,54.78409,55.42409
52335,2023-01-20 10:52:29.860168,270167956,39.8033841,32.382137,789.03,54.78081,55.42081
52368,2023-01-20 10:52:29.960087,270267942,39.8033787,32.3821331,789.02,54.77775,55.41775
52401,2023-01-20 10:52:30.060129,270368002,39.8033732,32.3821291,789.02,54.77436,55.41436
52431,2023-01-20 10:52:30.160073,270467931,39.8033678,32.3821251,789.02,54.77057,55.41057
52466,2023-01-20 10:52:30.260128,270567944,39.8033623,32.3821211,789.01,54.76758,55.40758
52499,2023-01-20 10:52:30.360202,270667958,39.8033568,32.3821171,789.01,54.76566,55.40566
52531,2023-01-20 10:52:30.460172,270767929,39.8033513,32.3821131,789.01,54.76394,55.40394
52562,2023-01-20 10:52:30.560152,270867951,39.8033459,32.3821092,789.01,54.76237,55.40237
52596,2023-01-20 10:52:30.660125,270967928,39.8033403,32.3821051,789.01,54.76002,55.40002
52627,2023-01-20 10:52:30.760190,271067972,39.8033348,32.382101,789,54.75764,55.39764
52661,2023-01-20 10:52:30.860142,271167957,39.8033293,32.3820969,789,54.75604,55.39604
52694,2023-01-20 10:52:30.960060,271267943,39.8033238,32.3820928,789,54.75469,55.39469
52726,2023-01-20 10:52:31.060089,271367945,39.8033183,32.3820887,789,54.75286,55.39286
52757,2023-01-20 10:52:31.160162,271467929,39.8033127,32.3820847,789,54.75193,55.39193
52793,2023-01-20 10:52:31.260201,271567937,39.8033072,32.3820806,789,54.75134,55.39133
52826,2023-01-20 10:52:31.360252,271667997,39.8033016,32.3820765,789,54.75146,55.39146
52858,2023-01-20 10:52:31.460141,271767929,39.8032961,32.3820724,789,54.75092,55.39091
52889,2023-01-20 10:52:31.560089,271867944,39.8032906,32.3820683,789,54.75062,55.39062
52923,2023-01-20 10:52:31.660068,271967918,39.803285,32.3820642,789,54.7506,55.3906
52954,2023-01-20 10:52:31.760132,272067928,39.8032796,32.3820601,789,54.75081,55.39081
52988,2023-01-20 10:52:31.860154,272167956,39.803274,32.382056,789,54.75009,55.39009
53021,2023-01-20 10:52:31.960093,272267941,39.8032685,32.3820519,788.99,54.74832,55.38832
53053,2023-01-20 10:52:32.060147,272368008,39.803263,32.3820478,788.99,54.74514,55.38514
53084,2023-01-20 10:52:32.160074,272467926,39.8032574,32.3820437,788.99,54.74346,55.38346
53119,2023-01-20 10:52:32.260123,272567939,39.8032518,32.3820395,788.99,54.74236,55.38235
53152,2023-01-20 10:52:32.360193,272667955,39.8032462,32.3820355,788.99,54.74222,55.38222
53184,2023-01-20 10:52:32.460171,272767931,39.8032407,32.3820314,788.99,54.74178,55.38178
53215,2023-01-20 10:52:32.560154,272867946,39.8032352,32.3820273,788.99,54.74154,55.38154
53249,2023-01-20 10:52:32.660163,272967981,39.8032298,32.3820233,788.99,54.74147,55.38147
53280,2023-01-20 10:52:32.760094,273067934,39.8032243,32.3820192,788.99,54.74268,55.38268
53314,2023-01-20 10:52:32.860081,273167952,39.8032189,32.3820152,788.99,54.74333,55.38333
53347,2023-01-20 10:52:32.960037,273267945,39.8032134,32.3820111,788.99,54.74338,55.38338
53379,2023-01-20 10:52:33.060072,273367951,39.803208,32.382007,788.99,54.74194,55.38194
53410,2023-01-20 10:52:33.160124,273467930,39.8032025,32.382003,788.99,54.74121,55.38121
53445,2023-01-20 10:52:33.260179,273567948,39.8031972,32.3819989,788.99,54.74081,55.38081
53479,2023-01-20 10:52:33.360322,273668077,39.8031918,32.3819948,788.99,54.74152,55.38152
53511,2023-01-20 10:52:33.454645,273767909,39.8031865,32.3819907,788.99,54.74227,55.38227
53542,2023-01-20 10:52:33.545510,273867943,39.8031813,32.3819867,788.99,54.74295,55.38295
53576,2023-01-20 10:52:33.639991,273967925,39.8031761,32.3819826,788.99,54.744,55.384
53607,2023-01-20 10:52:33.739998,274067938,39.803171,32.3819785,788.99,54.74524,55.38524
53641,2023-01-20 10:52:33.840001,274167962,39.8031658,32.3819745,788.99,54.74725,55.38725
53725,2023-01-20 10:52:33.939989,274267995,39.8031606,32.3819704,788.99,54.74932,55.38932
53757,2023-01-20 10:52:34.039948,274367975,39.8031553,32.3819664,789,54.75172,55.39172
53788,2023-01-20 10:52:34.139915,274467926,39.8031501,32.3819623,789,54.75364,55.39364
53824,2023-01-20 10:52:34.239942,274567954,39.8031448,32.3819583,789,54.75556,55.39556
53857,2023-01-20 10:52:34.339909,274667949,39.8031395,32.3819542,789,54.7568,55.3968
53889,2023-01-20 10:52:34.439881,274767932,39.8031343,32.3819502,789,54.75838,55.39838
53920,2023-01-20 10:52:34.539921,274867956,39.8031289,32.3819461,789.01,54.76127,55.40127
53954,2023-01-20 10:52:34.639943,274967972,39.8031236,32.381942,789.01,54.76551,55.40551
53985,2023-01-20 10:52:34.739888,275067926,39.8031182,32.3819379,789.01,54.76962,55.40962
54019,2023-01-20 10:52:34.839879,275167960,39.8031128,32.3819337,789.02,54.77262,55.41262
54052,2023-01-20 10:52:34.939767,275267942,39.8031074,32.3819296,789.02,54.77341,55.41341
54085,2023-01-20 10:52:35.039763,275367965,39.803102,32.3819255,789.02,54.77372,55.41372
54116,2023-01-20 10:52:35.139799,275467927,39.8030965,32.3819214,789.02,54.77416,55.41416
54151,2023-01-20 10:52:35.239903,275567986,39.8030912,32.3819172,789.02,54.77689,55.41689
54184,2023-01-20 10:52:35.339874,275667956,39.8030859,32.3819131,789.03,54.78122,55.42122
54216,2023-01-20 10:52:35.439854,275767938,39.8030807,32.381909,789.03,54.78695,55.42695
54248,2023-01-20 10:52:35.539931,275868021,39.8030755,32.3819048,789.04,54.79465,55.43465
54282,2023-01-20 10:52:35.639830,275967929,39.8030703,32.3819007,789.05,54.80293,55.44293
54313,2023-01-20 10:52:35.739817,276067930,39.803065,32.3818965,789.06,54.81149,55.45149
54347,2023-01-20 10:52:35.839854,276167965,39.8030597,32.3818924,789.07,54.82019,55.46019
54380,2023-01-20 10:52:35.939897,276267984,39.8030544,32.3818883,789.07,54.82877,55.46877
54412,2023-01-20 10:52:36.039865,276367940,39.803049,32.3818842,789.08,54.83612,55.47612
54443,2023-01-20 10:52:36.139843,276467926,39.8030435,32.38188,789.09,54.84244,55.48244
54478,2023-01-20 10:52:36.239859,276567949,39.8030381,32.381876,789.09,54.84722,55.48722
54511,2023-01-20 10:52:36.339874,276667968,39.8030326,32.3818719,789.1,54.85131,55.49131
54543,2023-01-20 10:52:36.439842,276767935,39.8030271,32.3818678,789.1,54.85404,55.49404
54574,2023-01-20 10:52:36.539923,276868006,39.8030215,32.3818637,789.1,54.85567,55.49567
54608,2023-01-20 10:52:36.639845,276967927,39.8030159,32.3818595,789.1,54.85808,55.49808
54639,2023-01-20 10:52:36.739827,277067920,39.8030103,32.3818553,789.11,54.86059,55.50059
54673,2023-01-20 10:52:36.839808,277167939,39.8030047,32.3818512,789.11,54.8625,55.50249
54706,2023-01-20 10:52:36.939732,277267940,39.8029991,32.3818469,789.11,54.86514,55.50514
54738,2023-01-20 10:52:37.039729,277367948,39.8029935,32.3818428,789.11,54.86757,55.50757
54769,2023-01-20 10:52:37.139796,277467924,39.802988,32.3818387,789.12,54.87036,55.51036
54805,2023-01-20 10:52:37.239919,277567996,39.8029825,32.3818346,789.12,54.87317,55.51316
54839,2023-01-20 10:52:37.339875,277667959,39.8029771,32.3818305,789.12,54.87538,55.51538
54871,2023-01-20 10:52:37.439826,277767921,39.8029717,32.3818264,789.12,54.87772,55.51772
54902,2023-01-20 10:52:37.539832,277867941,39.8029663,32.3818223,789.13,54.8813,55.5213
54936,2023-01-20 10:52:37.639822,277967931,39.8029608,32.3818182,789.13,54.88445,55.52444
54968,2023-01-20 10:52:37.739824,278067912,39.8029554,32.3818141,789.13,54.88712,55.52712
55002,2023-01-20 10:52:37.839915,278168003,39.8029498,32.38181,789.13,54.88906,55.52906
55035,2023-01-20 10:52:37.939867,278267985,39.8029443,32.3818059,789.14,54.89249,55.53249
55067,2023-01-20 10:52:38.039817,278367945,39.8029388,32.3818018,789.14,54.89589,55.53589
55098,2023-01-20 10:52:38.139808,278467917,39.8029333,32.3817977,789.14,54.89802,55.53802
55133,2023-01-20 10:52:38.239847,278567944,39.8029278,32.3817936,789.14,54.89729,55.53729
55166,2023-01-20 10:52:38.339861,278667959,39.8029224,32.3817896,789.14,54.89565,55.53565
55198,2023-01-20 10:52:38.439847,278767942,39.8029169,32.3817855,789.14,54.89389,55.53389
55229,2023-01-20 10:52:38.539904,278867988,39.8029114,32.3817814,789.14,54.89362,55.53362
55263,2023-01-20 10:52:38.639851,278967931,39.802906,32.3817774,789.14,54.89363,55.53363
55294,2023-01-20 10:52:38.739835,279067922,39.8029004,32.3817732,789.14,54.89267,55.53267
55328,2023-01-20 10:52:38.839858,279167957,39.8028948,32.3817691,789.13,54.88958,55.52958
55363,2023-01-20 10:52:38.939838,279267955,39.8028892,32.381765,789.13,54.88549,55.52549
55395,2023-01-20 10:52:39.039819,279367938,39.8028836,32.3817609,789.13,54.88076,55.52076
55426,2023-01-20 10:52:39.139870,279467967,39.802878,32.3817568,789.12,54.87693,55.51693
55461,2023-01-20 10:52:39.239902,279567990,39.8028725,32.3817527,789.12,54.87449,55.51449
55494,2023-01-20 10:52:39.339857,279667954,39.802867,32.3817486,789.12,54.87323,55.51323
55526,2023-01-20 10:52:39.439810,279767920,39.8028614,32.3817444,789.12,54.87117,55.51117
55557,2023-01-20 10:52:39.539813,279867940,39.802856,32.3817403,789.11,54.86938,55.50938
55591,2023-01-20 10:52:39.639818,279967943,39.8028504,32.3817362,789.11,54.86767,55.50767
55622,2023-01-20 10:52:39.739864,280067957,39.8028449,32.381732,789.11,54.86526,55.50526
55657,2023-01-20 10:52:39.839897,280167987,39.8028394,32.3817278,789.11,54.86217,55.50217
55690,2023-01-20 10:52:39.939817,280267946,39.8028338,32.3817237,789.11,54.85996,55.49996
55722,2023-01-20 10:52:40.039792,280367938,39.8028283,32.3817196,789.1,54.85784,55.49784
55754,2023-01-20 10:52:40.139812,280467943,39.8028229,32.3817155,789.1,54.85682,55.49682
55789,2023-01-20 10:52:40.239826,280567945,39.8028173,32.3817114,789.1,54.85671,55.49671
55822,2023-01-20 10:52:40.339847,280667958,39.8028118,32.3817073,789.1,54.85659,55.49659
55854,2023-01-20 10:52:40.439813,280767916,39.8028062,32.3817032,789.1,54.85516,55.49516
55885,2023-01-20 10:52:40.539900,280867992,39.8028006,32.3816992,789.1,54.8525,55.4925
55918,2023-01-20 10:52:40.639848,280967932,39.802795,32.3816951,789.09,54.84982,55.48981
55950,2023-01-20 10:52:40.739844,281067926,39.8027895,32.3816911,789.09,54.84622,55.48622
55984,2023-01-20 10:52:40.839860,281167953,39.8027841,32.3816871,789.09,54.84134,55.48134
56017,2023-01-20 10:52:40.939822,281267949,39.8027786,32.381683,789.08,54.83662,55.47662
56049,2023-01-20 10:52:41.039801,281367937,39.8027731,32.3816789,789.08,54.83291,55.47291
56080,2023-01-20 10:52:41.139865,281467972,39.8027677,32.3816748,789.08,54.83115,55.47115
56115,2023-01-20 10:52:41.239856,281567949,39.8027622,32.3816707,789.08,54.83085,55.47085
56148,2023-01-20 10:52:41.339849,281667951,39.8027567,32.3816667,789.08,54.83109,55.47109
56180,2023-01-20 10:52:41.439817,281767923,39.8027513,32.3816626,789.08,54.83197,55.47197
56211,2023-01-20 10:52:41.539852,281867954,39.8027458,32.3816585,789.08,54.83326,55.47326
56244,2023-01-20 10:52:41.639826,281967920,39.8027403,32.3816544,789.08,54.83376,55.47376
56276,2023-01-20 10:52:41.739841,282067922,39.8027348,32.3816503,789.08,54.83382,55.47382
56310,2023-01-20 10:52:41.839919,282168006,39.8027292,32.3816462,789.08,54.83301,55.47301
56343,2023-01-20 10:52:41.939898,282268017,39.8027237,32.3816421,789.08,54.83141,55.47141
56375,2023-01-20 10:52:42.036273,282367931,39.8027182,32.381638,789.07,54.82869,55.46869
56406,2023-01-20 10:52:42.127428,282467927,39.8027126,32.3816339,789.07,54.82459,55.46459
56441,2023-01-20 10:52:42.220396,282567945,39.8027071,32.3816298,789.06,54.81973,55.45973
56474,2023-01-20 10:52:42.320363,282667959,39.8027017,32.3816258,789.06,54.81307,55.45307
56506,2023-01-20 10:52:42.420342,282767972,39.8026962,32.3816218,789.05,54.80639,55.44639
56537,2023-01-20 10:52:42.520344,282867952,39.8026908,32.3816177,789.05,54.8004,55.4404
56570,2023-01-20 10:52:42.620332,282967922,39.8026854,32.3816137,789.04,54.79753,55.43753
56602,2023-01-20 10:52:42.720335,283067922,39.8026801,32.3816097,789.04,54.79756,55.43756
56636,2023-01-20 10:52:42.820362,283167957,39.8026748,32.3816057,789.04,54.79902,55.43902
56669,2023-01-20 10:52:42.920296,283267947,39.8026694,32.3816016,789.05,54.80003,55.44003
56701,2023-01-20 10:52:43.020252,283367941,39.8026641,32.3815976,789.05,54.80201,55.44201
56732,2023-01-20 10:52:43.120306,283467967,39.8026588,32.3815935,789.05,54.80429,55.44429
56767,2023-01-20 10:52:43.220308,283567947,39.8026535,32.3815895,789.05,54.80672,55.44672
56800,2023-01-20 10:52:43.320304,283667950,39.8026483,32.3815855,789.06,54.80997,55.44997
56832,2023-01-20 10:52:43.420268,283767926,39.802643,32.3815815,789.06,54.81308,55.45308
56863,2023-01-20 10:52:43.520255,283867951,39.8026376,32.3815775,789.06,54.81632,55.45632
56896,2023-01-20 10:52:43.620224,283967933,39.8026322,32.3815734,789.06,54.81911,55.45911
56928,2023-01-20 10:52:43.720344,284067971,39.8026267,32.3815693,789.07,54.82095,55.46095
56962,2023-01-20 10:52:43.820366,284167958,39.8026214,32.3815652,789.07,54.82255,55.46255
56997,2023-01-20 10:52:43.920200,284267939,39.8026159,32.3815611,789.07,54.82327,55.46326
57029,2023-01-20 10:52:44.020090,284367935,39.8026105,32.381557,789.07,54.82388,55.46387
57061,2023-01-20 10:52:44.120138,284467927,39.8026051,32.381553,789.07,54.82277,55.46277
57097,2023-01-20 10:52:44.220184,284567941,39.8025996,32.3815488,789.07,54.82207,55.46207
57130,2023-01-20 10:52:44.320138,284667955,39.8025941,32.3815447,789.07,54.8204,55.4604
57162,2023-01-20 10:52:44.420110,284767971,39.8025886,32.3815406,789.06,54.81869,55.45869
57193,2023-01-20 10:52:44.520107,284867948,39.8025829,32.3815364,789.06,54.81696,55.45696
57226,2023-01-20 10:52:44.620101,284967919,39.8025774,32.3815322,789.06,54.81676,55.45676
57258,2023-01-20 10:52:44.720146,285067927,39.8025721,32.3815281,789.06,54.81689,55.45689
57292,2023-01-20 10:52:44.820195,285167959,39.8025666,32.381524,789.06,54.81706,55.45706
57325,2023-01-20 10:52:44.920113,285267940,39.8025612,32.3815198,789.06,54.81576,55.45576
57357,2023-01-20 10:52:45.020111,285367984,39.8025558,32.3815157,789.06,54.81546,55.45546
57388,2023-01-20 10:52:45.120081,285467930,39.8025503,32.3815115,789.06,54.81532,55.45532
57424,2023-01-20 10:52:45.220128,285567950,39.8025448,32.3815073,789.06,54.81622,55.45622
57457,2023-01-20 10:52:45.320177,285667958,39.8025392,32.3815031,789.06,54.81791,55.45791
57489,2023-01-20 10:52:45.420166,285767923,39.8025337,32.381499,789.07,54.82094,55.46094
57520,2023-01-20 10:52:45.520149,285867945,39.8025282,32.3814949,789.07,54.82575,55.46575
57553,2023-01-20 10:52:45.620112,285967932,39.8025229,32.3814909,789.08,54.83072,55.47071
57585,2023-01-20 10:52:45.720198,286067979,39.8025175,32.3814868,789.08,54.836,55.476
57619,2023-01-20 10:52:45.820196,286167958,39.8025122,32.3814828,789.09,54.84107,55.48107
57652,2023-01-20 10:52:45.920119,286267945,39.8025068,32.3814787,789.09,54.84644,55.48643
57684,2023-01-20 10:52:46.020066,286367942,39.8025013,32.3814746,789.1,54.8512,55.4912
57715,2023-01-20 10:52:46.120055,286467928,39.8024958,32.3814705,789.1,54.85621,55.49621
57750,2023-01-20 10:52:46.220077,286567946,39.8024903,32.3814664,789.11,54.86,55.5
57784,2023-01-20 10:52:46.320125,286667986,39.8024849,32.3814624,789.11,54.86202,55.50202
57816,2023-01-20 10:52:46.420082,286767929,39.8024794,32.3814583,789.11,54.86316,55.50316
57847,2023-01-20 10:52:46.520128,286867937,39.802474,32.3814542,789.11,54.86421,55.50421
57880,2023-01-20 10:52:46.620146,286967925,39.8024685,32.3814501,789.11,54.86499,55.50499
57912,2023-01-20 10:52:46.720151,287067930,39.802463,32.3814459,789.11,54.86611,55.50611
57946,2023-01-20 10:52:46.820176,287167965,39.8024576,32.3814418,789.11,54.86631,55.50631
