LineNo,UTC_Approx,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip
4839,2023-01-20 10:50:04.465185,124467350,0,8.264401,10.10611,13.04917,0
4872,2023-01-20 10:50:04.565159,124567364,0,6.796466,7.78913,9.596861,0
4908,2023-01-20 10:50:04.665195,124667386,0,10.27294,5.455222,7.248089,0
4938,2023-01-20 10:50:04.765232,124767381,0,13.44144,6.685338,7.370722,0
4972,2023-01-20 10:50:04.865249,124867414,0,13.90769,5.473828,6.790229,0
5002,2023-01-20 10:50:04.965151,124967363,0,12.18993,5.040027,6.205664,0
5035,2023-01-20 10:50:05.065188,125067385,0,10.87593,6.918385,15.23829,0
5067,2023-01-20 10:50:05.165235,125167384,0,10.82033,7.022107,14.75268,0
5100,2023-01-20 10:50:05.265222,125267357,0,11.44234,6.731788,11.02793,0
5130,2023-01-20 10:50:05.365570,125367710,0,11.61957,8.890942,17.99704,0
5163,2023-01-20 10:50:05.465222,125467355,0,8.73663,8.674878,11.71343,0
5195,2023-01-20 10:50:05.565249,125567368,0,10.884,7.536083,9.364409,0
5232,2023-01-20 10:50:05.665272,125667385,0,7.852646,6.8647,10.74587,0
5262,2023-01-20 10:50:05.765555,125767665,0,12.33973,6.763263,8.300508,0
5296,2023-01-20 10:50:05.859607,125867665,0,8.900393,7.579624,14.06942,0
5326,2023-01-20 10:50:05.950508,125967638,0,8.072558,4.802477,9.211391,0
5359,2023-01-20 10:50:06.045612,126067666,0,9.127496,6.422495,11.54331,0
5391,2023-01-20 10:50:06.145369,126167387,0,11.92139,6.823075,12.18208,0
5424,2023-01-20 10:50:06.244808,126267366,0,10.76751,7.463331,12.74986,0
5456,2023-01-20 10:50:06.343825,126367621,0,13.20091,6.384772,9.641227,0
5489,2023-01-20 10:50:06.442855,126467359,0,14.08042,6.328526,9.669012,0
5521,2023-01-20 10:50:06.542851,126567367,0,13.85962,8.440497,11.36603,0
5557,2023-01-20 10:50:06.642882,126667433,0,10.01021,7.68201,11.07313,0
5587,2023-01-20 10:50:06.742759,126767374,0,9.167591,6.714518,7.563424,0
5621,2023-01-20 10:50:06.842683,126867373,0,9.592052,8.053023,9.971704,0
5651,2023-01-20 10:50:06.942595,126967375,0,9.596925,9.562042,9.890361,0
5684,2023-01-20 10:50:07.042589,127067428,0,11.47451,9.614907,12.90948,0
5716,2023-01-20 10:50:07.142517,127167374,0,12.619,10.55442,13.8507,0
5749,2023-01-20 10:50:07.242516,127267356,0,10.40079,10.14748,12.05913,0
5779,2023-01-20 10:50:07.342864,127367641,0,8.409411,9.910058,11.17733,0
5812,2023-01-20 10:50:07.442565,127467343,0,9.746742,7.191741,8.823756,0
5844,2023-01-20 10:50:07.542491,127567355,0,9.115365,7.23364,10.25429,0
5880,2023-01-20 10:50:07.647261,127667387,0,9.468361,6.937843,10.17224,0
5910,2023-01-20 10:50:07.758506,127767362,0,10.39952,7.956953,9.311532,0
