LineNo,UTC_Approx,TimeUS,BT,BST,Maj,Min,Pat,FWT,GH,FWS,APJ
1771,2023-01-20 10:49:56.675829,116677333,10,5009,4,3,2,255,4243552743,ArduCopter V4.3.2 (fcef79e7),127
