LineNo,UTC_Approx,TimeUS,Instance,Volt,VoltR,Curr,CurrTot,EnrgTot,Temp,Res,RemPct
68855,2023-01-20 10:53:19.849596,320262475,0,14.87626,15.6131,7.988771,458.554,6.980247,0,0.0922339,92
68886,2023-01-20 10:53:19.940494,320362543,0,14.87183,15.61385,8.044959,458.7776,6.983572,0,0.0922339,92
68919,2023-01-20 10:53:20.038307,320462477,0,14.87095,15.61166,8.03077,459.0005,6.986888,0,0.0922339,92
68950,2023-01-20 10:53:20.149615,320562502,0,14.86031,15.61412,8.172656,459.2276,6.990263,0,0.09223517,92
68985,2023-01-20 10:53:20.254683,320662481,0,14.85588,15.61439,8.223736,459.456,6.993656,0,0.0922337,92
69017,2023-01-20 10:53:20.354661,320762493,0,14.85677,15.61258,8.193088,459.6837,6.997038,0,0.09225001,92
69050,2023-01-20 10:53:20.454684,320862502,0,14.8612,15.61352,8.154778,459.9102,7.000405,0,0.0922555,92
69081,2023-01-20 10:53:20.554735,320962497,0,14.85499,15.61261,8.210965,460.1383,7.003793,0,0.09226929,92
69116,2023-01-20 10:53:20.654785,321062533,0,14.85716,15.61459,8.209547,460.3665,7.007183,0,0.09226239,92
69147,2023-01-20 10:53:20.754707,321162475,0,14.85411,15.61141,8.205857,460.5943,7.010567,0,0.09228729,92
69183,2023-01-20 10:53:20.854653,321262463,0,14.85322,15.61163,8.216074,460.8225,7.013957,0,0.09230754,92
69214,2023-01-20 10:53:20.954617,321362486,0,14.85234,15.61226,8.231397,461.0512,7.017354,0,0.09231962,92
69247,2023-01-20 10:53:21.049608,321462472,0,14.86209,15.61125,8.116469,461.2766,7.020704,0,0.09230176,92
69278,2023-01-20 10:53:21.140510,321562477,0,14.85913,15.61268,8.164143,461.5034,7.024075,0,0.09229996,92
69313,2023-01-20 10:53:21.238495,321662536,0,14.85411,15.60986,8.185427,461.731,7.027454,0,0.09232909,92
69345,2023-01-20 10:53:21.349664,321762493,0,14.85056,15.60962,8.218627,461.9592,7.030844,0,0.09235771,92
69378,2023-01-20 10:53:21.449722,321862490,0,14.84702,15.61024,8.262044,462.1887,7.034251,0,0.09237733,92
69409,2023-01-20 10:53:21.540555,321962487,0,14.85411,15.61049,8.18798,462.4162,7.03763,0,0.09237733,92
69442,2023-01-20 10:53:21.634540,322062487,0,14.85027,15.60912,8.212384,462.6443,7.041018,0,0.09240343,92
69473,2023-01-20 10:53:21.734472,322162467,0,14.84613,15.61147,8.282476,462.8744,7.044433,0,0.09240403,92
69509,2023-01-20 10:53:21.834439,322262480,0,14.8417,15.60737,8.282476,463.1045,7.047848,0,0.09244457,92
69540,2023-01-20 10:53:21.934450,322362530,0,14.83904,15.60978,8.336109,463.3362,7.051286,0,0.09245756,92
69573,2023-01-20 10:53:22.034364,322462460,0,14.84702,15.60855,8.236506,463.5648,7.054681,0,0.09245756,92
69604,2023-01-20 10:53:22.134415,322562481,0,14.83845,15.60963,8.340082,463.7965,7.058119,0,0.09246672,92
69639,2023-01-20 10:53:22.234438,322662492,0,14.84791,15.60614,8.203304,464.0244,7.061503,0,0.0924302,92
69671,2023-01-20 10:53:22.334405,322762481,0,14.85588,15.60913,8.149671,464.2508,7.064867,0,0.09242707,92
69704,2023-01-20 10:53:22.434415,322862505,0,14.85943,15.60354,8.055174,464.4746,7.068192,0,0.09237757,92
69735,2023-01-20 10:53:22.534449,322962535,0,14.84525,15.60736,8.249275,464.7039,7.071596,0,0.09238485,92
69768,2023-01-20 10:53:22.634413,323062467,0,14.84791,15.60459,8.190535,464.9313,7.074972,0,0.09238485,92
69799,2023-01-20 10:53:22.734505,323162470,0,14.85125,15.60254,8.135765,465.1573,7.078328,0,0.09234346,92
69836,2023-01-20 10:53:22.834516,323262475,0,14.85765,15.60696,8.113915,465.3827,7.081677,0,0.09234859,92
69867,2023-01-20 10:53:22.934361,323362470,0,14.85588,15.60712,8.134347,465.6086,7.085034,0,0.0923539,92
69900,2023-01-20 10:53:23.034290,323462476,0,14.84879,15.60445,8.180318,465.8359,7.088409,0,0.09237518,92
69931,2023-01-20 10:53:23.134370,323562494,0,14.85943,15.60483,8.070498,466.0602,7.091741,0,0.09236187,92
69966,2023-01-20 10:53:23.234421,323662505,0,14.85224,15.60472,8.147117,466.2865,7.095103,0,0.09236187,92
69998,2023-01-20 10:53:23.334399,323762484,0,14.85322,15.60367,8.126686,466.5122,7.098455,0,0.09234362,92
70031,2023-01-20 10:53:23.434410,323862497,0,14.84436,15.6028,8.210965,466.7403,7.101842,0,0.09236857,92
70062,2023-01-20 10:53:23.534391,323962480,0,14.84436,15.60493,8.233951,466.969,7.105237,0,0.09237017,92
70095,2023-01-20 10:53:23.634393,324062492,0,14.84791,15.60495,8.195642,467.1967,7.108618,0,0.09237146,92
70126,2023-01-20 10:53:23.734354,324162478,0,14.84633,15.60347,8.195358,467.4243,7.111997,0,0.09238701,92
70162,2023-01-20 10:53:23.834361,324262503,0,14.8417,15.60347,8.244167,467.6534,7.115397,0,0.09240104,92
70195,2023-01-20 10:53:23.934330,324362478,0,14.83638,15.60301,8.295246,467.8838,7.118815,0,0.09241813,92
70228,2023-01-20 10:53:24.034332,324462472,0,14.84525,15.60102,8.177765,468.111,7.122187,0,0.09241813,92
70308,2023-01-20 10:53:24.134387,324562493,0,14.85145,15.60214,8.124131,468.3367,7.12554,0,0.09240251,92
70344,2023-01-20 10:53:24.234409,324662493,0,14.84791,15.6,8.142009,468.5629,7.128898,0,0.09237239,92
70376,2023-01-20 10:53:24.334408,324762494,0,14.84141,15.60288,8.243599,468.7919,7.132297,0,0.0923714,92
70409,2023-01-20 10:53:24.434409,324862496,0,14.84791,15.60105,8.154778,469.0185,7.135661,0,0.0923568,92
70440,2023-01-20 10:53:24.534453,324962536,0,14.84791,15.59944,8.139456,469.2447,7.139019,0,0.09233184,92
70473,2023-01-20 10:53:24.634389,325062470,0,14.85765,15.5991,8.032188,469.4677,7.142333,0,0.09230963,92
70504,2023-01-20 10:53:24.734380,325162464,0,14.84791,15.6002,8.149671,469.694,7.145694,0,0.09230963,92
70540,2023-01-20 10:53:24.834379,325262474,0,14.85027,15.59849,8.107388,469.9193,7.149039,0,0.09228856,92
70572,2023-01-20 10:53:24.934373,325362493,0,14.85854,15.59649,7.998988,470.1415,7.152341,0,0.09225536,92
70605,2023-01-20 10:53:25.034354,325462482,0,14.84702,15.59717,8.129238,470.3673,7.155694,0,0.09227852,92
70636,2023-01-20 10:53:25.134445,325562548,0,14.85056,15.59728,8.093484,470.5923,7.159035,0,0.09226143,92
70671,2023-01-20 10:53:25.234398,325662484,0,14.85234,15.59679,8.070498,470.8164,7.162363,0,0.09224406,92
70703,2023-01-20 10:53:25.334395,325762479,0,14.85322,15.5965,8.059147,471.0403,7.165688,0,0.09222812,92
70736,2023-01-20 10:53:25.434417,325862502,0,14.85677,15.59602,8.016865,471.263,7.168998,0,0.09221165,92
70767,2023-01-20 10:53:25.534399,325962488,0,14.84347,15.59603,8.159886,471.4897,7.172362,0,0.09222633,92
70800,2023-01-20 10:53:25.634385,326062482,0,14.84791,15.59718,8.124131,471.7153,7.175713,0,0.09222831,92
70832,2023-01-20 10:53:25.734370,326162482,0,14.85234,15.59409,8.044959,471.9388,7.179032,0,0.09220072,92
70868,2023-01-20 10:53:25.834383,326262510,0,14.85224,15.59576,8.064822,472.1629,7.18236,0,0.09219339,92
70899,2023-01-20 10:53:25.934334,326362477,0,14.85322,15.59278,8.024527,472.3857,7.18567,0,0.0921626,92
70932,2023-01-20 10:53:26.034334,326462476,0,14.84702,15.59335,8.096038,472.6107,7.18901,0,0.09218474,92
70963,2023-01-20 10:53:26.134381,326562489,0,14.85411,15.5955,8.042404,472.8341,7.192329,0,0.09218568,92
70998,2023-01-20 10:53:26.234383,326662477,0,14.85322,15.59153,8.011758,473.0566,7.195634,0,0.09215292,92
71030,2023-01-20 10:53:26.334385,326762501,0,14.85499,15.59271,8.006649,473.2791,7.198939,0,0.09213738,92
71063,2023-01-20 10:53:26.434430,326862554,0,14.85224,15.59315,8.042121,473.5026,7.202259,0,0.09212906,92
71094,2023-01-20 10:53:26.534372,326962476,0,14.85145,15.59403,8.060283,473.7264,7.205582,0,0.09212799,92
71127,2023-01-20 10:53:26.634396,327062484,0,14.84347,15.59143,8.116469,473.9519,7.208929,0,0.0921524,92
71158,2023-01-20 10:53:26.734396,327162476,0,14.84347,15.59159,8.116469,474.1773,7.212276,0,0.09217275,92
71194,2023-01-20 10:53:26.834370,327262457,0,14.84613,15.59419,8.116469,474.4028,7.215622,0,0.09216567,92
71225,2023-01-20 10:53:26.934365,327362491,0,14.85519,15.59212,7.996718,474.625,7.218924,0,0.0921537,92
71258,2023-01-20 10:53:27.034335,327462476,0,14.84081,15.59194,8.149671,474.8513,7.222283,0,0.09216623,92
71290,2023-01-20 10:53:27.134401,327562511,0,14.83461,15.59151,8.210965,475.0795,7.225668,0,0.09218168,92
71325,2023-01-20 10:53:27.234383,327662471,0,14.83904,15.5918,8.164994,475.3063,7.229033,0,0.0921928,92
71357,2023-01-20 10:53:27.334408,327762493,0,14.83727,15.59067,8.170102,475.5333,7.232401,0,0.09221382,92
71390,2023-01-20 10:53:27.434405,327862488,0,14.85027,15.59012,8.025095,475.7562,7.235712,0,0.09219293,92
71421,2023-01-20 10:53:27.534400,327962484,0,14.84879,15.59112,8.052621,475.9799,7.239033,0,0.0921851,92
71454,2023-01-20 10:53:27.634401,328062487,0,14.86209,15.58842,7.881505,476.1989,7.242287,0,0.09215618,92
71485,2023-01-20 10:53:27.734426,328162516,0,14.8612,15.58576,7.866181,476.4175,7.245535,0,0.09211134,92
71521,2023-01-20 10:53:27.834368,328262470,0,14.86829,15.58651,7.799778,476.6341,7.248755,0,0.09208284,92
71552,2023-01-20 10:53:27.934358,328362486,0,14.86799,15.58948,7.834967,476.8517,7.251992,0,0.09208573,92
71585,2023-01-20 10:53:28.034331,328462469,0,14.86829,15.58786,7.815103,477.0688,7.255219,0,0.09207429,92
71616,2023-01-20 10:53:28.134378,328562495,0,14.85322,15.58552,7.950462,477.2897,7.258501,0,0.09210734,92
71651,2023-01-20 10:53:28.234384,328662493,0,14.83904,15.59048,8.159886,477.5164,7.261865,0,0.0920887,92
71683,2023-01-20 10:53:28.334352,328762479,0,14.84613,15.58973,8.075606,477.7407,7.265195,0,0.09207927,92
71716,2023-01-20 10:53:28.434417,328862546,0,14.83904,15.58745,8.126686,477.9666,7.268547,0,0.09209299,92
71747,2023-01-20 10:53:28.534394,328962492,0,14.84141,15.58615,8.084686,478.1911,7.271879,0,0.09211801,92
71780,2023-01-20 10:53:28.634383,329062466,0,14.84436,15.58479,8.034743,478.4142,7.275191,0,0.09215372,92
71811,2023-01-20 10:53:28.734373,329162471,0,14.85765,15.58745,7.919815,478.6343,7.278461,0,0.09214836,92
71847,2023-01-20 10:53:28.834335,329262468,0,14.86031,15.58623,7.878952,478.8531,7.281713,0,0.09213391,92
71880,2023-01-20 10:53:28.934271,329362476,0,14.85322,15.58358,7.930031,479.0735,7.284986,0,0.09210033,92
71913,2023-01-20 10:53:29.034288,329462513,0,14.85716,15.58436,7.897397,479.2929,7.288246,0,0.09208079,92
71944,2023-01-20 10:53:29.134334,329562475,0,14.85765,15.58697,7.919815,479.5129,7.291514,0,0.09208761,92
71980,2023-01-20 10:53:29.234375,329662460,0,14.84879,15.58634,8.009203,479.7354,7.294817,0,0.09208763,92
72012,2023-01-20 10:53:29.334399,329762478,0,14.8417,15.58478,8.067945,479.9595,7.298144,0,0.09210283,92
72045,2023-01-20 10:53:29.434421,329862498,0,14.8355,15.58611,8.149671,480.1859,7.301504,0,0.09210354,91
72076,2023-01-20 10:53:29.534403,329962488,0,14.84141,15.58604,8.084686,480.4105,7.304837,0,0.09210482,91
72109,2023-01-20 10:53:29.634403,330062493,0,14.83993,15.58522,8.090929,480.6353,7.308172,0,0.09211404,91
72139,2023-01-20 10:53:29.734437,330162528,0,14.83018,15.58519,8.195642,480.8631,7.31155,0,0.09212264,91
72175,2023-01-20 10:53:29.834384,330262478,0,14.82132,15.5864,8.305463,481.0937,7.314968,0,0.09211849,91
72206,2023-01-20 10:53:29.934403,330362505,0,14.83107,15.58516,8.185427,481.3211,7.318341,0,0.09212687,91
72239,2023-01-20 10:53:30.031302,330462468,0,14.82171,15.5837,8.269139,481.5508,7.321744,0,0.0921487,91
72270,2023-01-20 10:53:30.122408,330562477,0,14.82309,15.583,8.244167,481.7798,7.32514,0,0.09217519,91
72305,2023-01-20 10:53:30.214824,330662476,0,14.82841,15.58309,8.185427,482.0072,7.328511,0,0.09219814,91
72337,2023-01-20 10:53:30.314872,330762531,0,14.83284,15.58238,8.131793,482.2332,7.331864,0,0.09217437,91
72370,2023-01-20 10:53:30.416434,330862491,0,14.83461,15.58236,8.113915,482.4585,7.335207,0,0.0921557,91
72401,2023-01-20 10:53:30.527306,330962515,0,14.8293,15.58257,8.172656,482.6856,7.338574,0,0.09217039,91
72434,2023-01-20 10:53:30.631336,331062499,0,14.83648,15.5812,8.08185,482.9101,7.341904,0,0.09214746,91
72466,2023-01-20 10:53:30.722414,331162486,0,14.83638,15.58083,8.080714,483.1346,7.345234,0,0.09212653,91
72502,2023-01-20 10:53:30.814821,331262487,0,14.83461,15.57854,8.078159,483.359,7.348564,0,0.09209096,91
72533,2023-01-20 10:53:30.914799,331362495,0,14.84525,15.58138,7.99388,483.5811,7.351861,0,0.09208731,91
72566,2023-01-20 10:53:31.014794,331462510,0,14.84525,15.57858,7.965786,483.8024,7.355146,0,0.09206088,91
72597,2023-01-20 10:53:31.114798,331562479,0,14.84535,15.57849,7.965502,484.0236,7.35843,0,0.09203953,91
72632,2023-01-20 10:53:31.214843,331662495,0,14.84702,15.57916,7.95557,484.2446,7.361712,0,0.09202861,91
72664,2023-01-20 10:53:31.314836,331762491,0,14.85234,15.58076,7.914707,484.4645,7.364977,0,0.09203359,91
72698,2023-01-20 10:53:31.414850,331862508,0,14.83904,15.57973,8.047512,484.6881,7.368295,0,0.09203914,91
72729,2023-01-20 10:53:31.514848,331962503,0,14.8355,15.57909,8.078159,484.9125,7.371624,0,0.09205031,91
72762,2023-01-20 10:53:31.614836,332062491,0,14.83057,15.58025,8.144279,485.1387,7.374979,0,0.09204911,91
72793,2023-01-20 10:53:31.714843,332162514,0,14.83107,15.57963,8.131793,485.3647,7.37833,0,0.09205405,91
72829,2023-01-20 10:53:31.814789,332262484,0,14.82486,15.57719,8.170102,485.5916,7.381694,0,0.09208234,91
72860,2023-01-20 10:53:31.914730,332362492,0,14.82752,15.57701,8.136901,485.8176,7.385046,0,0.0921095,91
72893,2023-01-20 10:53:32.014667,332462487,0,14.82841,15.57758,8.131793,486.0435,7.388396,0,0.09212838,91
72924,2023-01-20 10:53:32.114661,332562479,0,14.82368,15.57802,8.186845,486.2709,7.391767,0,0.09214099,91
72959,2023-01-20 10:53:32.214678,332662498,0,14.82043,15.57912,8.233951,486.4997,7.395158,0,0.09214164,91
72991,2023-01-20 10:53:32.314693,332762539,0,14.82664,15.5779,8.152225,486.7263,7.398517,0,0.09215418,91
73024,2023-01-20 10:53:32.414645,332862505,0,14.83284,15.57715,8.078159,486.9506,7.401845,0,0.09213812,91
73055,2023-01-20 10:53:32.514703,332962498,0,14.84613,15.57439,7.907045,487.1703,7.405105,0,0.09210239,91
73088,2023-01-20 10:53:32.614754,333062500,0,14.85677,15.57472,7.797225,487.3869,7.408323,0,0.09207737,91
73119,2023-01-20 10:53:32.714693,333162479,0,14.83451,15.57423,8.033607,487.61,7.411633,0,0.09207737,91
73155,2023-01-20 10:53:32.814656,333262483,0,14.84613,15.57251,7.891721,487.8292,7.414888,0,0.09204328,91
73186,2023-01-20 10:53:32.914622,333362494,0,14.84613,15.57103,7.878952,488.0481,7.418138,0,0.09200429,91
73219,2023-01-20 10:53:33.014608,333462509,0,14.83816,15.57292,7.986218,488.27,7.421431,0,0.09200429,91
73250,2023-01-20 10:53:33.114647,333562484,0,14.83018,15.57173,8.057729,488.4938,7.424749,0,0.0920297,91
73285,2023-01-20 10:53:33.214693,333662480,0,14.83156,15.5733,8.059147,488.7177,7.42807,0,0.09203723,91
73317,2023-01-20 10:53:33.314654,333762473,0,14.83373,15.57111,8.011758,488.9402,7.431371,0,0.09203723,91
73350,2023-01-20 10:53:33.414669,333862513,0,14.83195,15.57334,8.055174,489.1641,7.434691,0,0.09203891,91
73381,2023-01-20 10:53:33.514671,333962503,0,14.8417,15.57219,7.937692,489.3846,7.437963,0,0.09202789,91
73415,2023-01-20 10:53:33.614706,334062525,0,14.82398,15.57479,8.159886,489.6114,7.441325,0,0.09201246,91
73446,2023-01-20 10:53:33.714721,334162518,0,14.80891,15.57198,8.291841,489.8417,7.444736,0,0.09202605,91
73481,2023-01-20 10:53:33.814719,334262503,0,14.80625,15.57425,8.346325,490.0735,7.448168,0,0.09201606,91
73514,2023-01-20 10:53:33.914668,334362495,0,14.81777,15.57527,8.233951,490.3022,7.451557,0,0.09199709,91
73547,2023-01-20 10:53:34.014638,334462493,0,14.80891,15.57107,8.282476,490.5323,7.454965,0,0.09202106,91
73578,2023-01-20 10:53:34.114688,334562487,0,14.80448,15.57562,8.382081,490.7651,7.458412,0,0.09199822,91
73614,2023-01-20 10:53:34.214704,334662461,0,14.803,15.57124,8.348595,490.997,7.461844,0,0.09202041,91
73646,2023-01-20 10:53:34.314718,334762513,0,14.79916,15.57178,8.394851,491.2303,7.465297,0,0.09203514,91
73679,2023-01-20 10:53:34.414670,334862494,0,14.7965,15.5716,8.42039,491.4642,7.468758,0,0.09205018,91
73709,2023-01-20 10:53:34.514673,334962472,0,14.78498,15.57084,8.535318,491.7013,7.472262,0,0.0920712,91
73742,2023-01-20 10:53:34.614698,335062478,0,14.78675,15.57154,8.522549,491.938,7.475763,0,0.09208329,91
73773,2023-01-20 10:53:34.714713,335162514,0,14.78055,15.5722,8.596613,492.1769,7.479294,0,0.09208778,91
73809,2023-01-20 10:53:34.814662,335262488,0,14.78036,15.57026,8.575614,492.4151,7.482815,0,0.09211075,91
73840,2023-01-20 10:53:34.914670,335362541,0,14.79207,15.5713,8.4587,492.6502,7.486292,0,0.09212131,91
73873,2023-01-20 10:53:35.014596,335462493,0,14.79828,15.56828,8.361649,492.8824,7.489728,0,0.09208778,91
73903,2023-01-20 10:53:35.114672,335562490,0,14.78587,15.56684,8.476577,493.1179,7.49321,0,0.09213217,91
73938,2023-01-20 10:53:35.214739,335662496,0,14.79828,15.57025,8.379527,493.3506,7.496655,0,0.0921265,91
73970,2023-01-20 10:53:35.314696,335762497,0,14.79316,15.56673,8.396837,493.5839,7.500106,0,0.0921265,91
74003,2023-01-20 10:53:35.414649,335862489,0,14.80271,15.56516,8.279922,493.8139,7.50351,0,0.092085,91
74034,2023-01-20 10:53:35.514632,335962484,0,14.79828,15.56593,8.338663,494.0456,7.506938,0,0.09205928,91
74067,2023-01-20 10:53:35.614669,336062524,0,14.80182,15.56451,8.287584,494.2759,7.510348,0,0.09202739,91
74101,2023-01-20 10:53:35.714662,336162473,0,14.81334,15.56354,8.154778,494.5023,7.513702,0,0.0919945,91
74137,2023-01-20 10:53:35.814692,336262473,0,14.81383,15.56056,8.121577,494.7279,7.517045,0,0.091944,91
74168,2023-01-20 10:53:35.914657,336362483,0,14.81423,15.56443,8.159886,494.9546,7.520403,0,0.09193738,91
74201,2023-01-20 10:53:36.014604,336462461,0,14.83461,15.56333,7.927476,495.1748,7.523669,0,0.09192298,91
74231,2023-01-20 10:53:36.114664,336562476,0,14.83816,15.56251,7.881505,495.3938,7.526918,0,0.09190486,91
74266,2023-01-20 10:53:36.214731,336662509,0,14.8355,15.56004,7.886613,495.6129,7.53017,0,0.09187,91
74298,2023-01-20 10:53:36.314663,336762468,0,14.8355,15.55892,7.877533,495.8317,7.533415,0,0.09183348,91
74331,2023-01-20 10:53:36.414665,336862489,0,14.81866,15.56172,8.090929,496.0565,7.536747,0,0.09183893,91
74362,2023-01-20 10:53:36.514678,336962475,0,14.81689,15.56077,8.098592,496.2815,7.54008,0,0.09185312,91
74395,2023-01-20 10:53:36.614710,337062484,0,14.8293,15.55864,7.9428,496.5021,7.543353,0,0.09182411,91
74426,2023-01-20 10:53:36.714735,337162509,0,14.82575,15.56017,7.998988,496.7244,7.546648,0,0.09181453,91
74461,2023-01-20 10:53:36.814706,337262486,0,14.81777,15.56159,8.101713,496.9494,7.549982,0,0.09180935,91
74492,2023-01-20 10:53:36.914715,337362537,0,14.80005,15.56116,8.290139,497.1798,7.553392,0,0.09180889,91
74525,2023-01-20 10:53:37.014646,337462495,0,14.80005,15.56202,8.300354,497.4103,7.556804,0,0.09180003,91
74555,2023-01-20 10:53:37.114680,337562475,0,14.81246,15.56151,8.159886,497.6369,7.560161,0,0.09179708,91
74590,2023-01-20 10:53:37.214714,337662469,0,14.83993,15.55781,7.822764,497.8542,7.563385,0,0.09176815,91
74622,2023-01-20 10:53:37.314693,337762489,0,14.83451,15.55776,7.883208,498.0733,7.566635,0,0.09174529,91
74655,2023-01-20 10:53:37.414671,337862504,0,14.82043,15.55688,8.027081,498.2963,7.56994,0,0.09174529,91
74686,2023-01-20 10:53:37.514685,337962532,0,14.8222,15.5586,8.027081,498.5193,7.573246,0,0.09173881,91
74719,2023-01-20 10:53:37.614620,338062476,0,14.8222,15.55755,8.016865,498.7419,7.576546,0,0.09172494,91
74750,2023-01-20 10:53:37.714677,338162513,0,14.80803,15.56057,8.205857,498.97,7.579923,0,0.09170798,91
74785,2023-01-20 10:53:37.814668,338262490,0,14.81777,15.5572,8.062837,499.1939,7.583241,0,0.09170798,91
74816,2023-01-20 10:53:37.914663,338362506,0,14.83156,15.55756,7.917261,499.4139,7.586504,0,0.0916983,91
74849,2023-01-20 10:53:38.014633,338462488,0,14.80891,15.55704,8.157332,499.6405,7.589859,0,0.09171209,91
74880,2023-01-20 10:53:38.114665,338562477,0,14.79739,15.55622,8.272261,499.8702,7.593259,0,0.09173243,91
74915,2023-01-20 10:53:38.214738,338662517,0,14.79207,15.55816,8.351433,500.1023,7.596692,0,0.09173178,91
74947,2023-01-20 10:53:38.314680,338762489,0,14.79916,15.55952,8.290139,500.3326,7.6001,0,0.09171799,91
74980,2023-01-20 10:53:38.414644,338862477,0,14.80596,15.55449,8.161305,500.5592,7.603456,0,0.09171799,91
75011,2023-01-20 10:53:38.514648,338962473,0,14.79739,15.55492,8.256936,500.7886,7.60685,0,0.09174439,91
75044,2023-01-20 10:53:38.614683,339062495,0,14.78055,15.55881,8.484239,501.0244,7.610334,0,0.0917301,91
75075,2023-01-20 10:53:38.714725,339162497,0,14.80714,15.55576,8.162441,501.2511,7.613692,0,0.09171549,91
75110,2023-01-20 10:53:38.814789,339262535,0,14.81777,15.552,8.009203,501.4737,7.616991,0,0.09167242,91
75143,2023-01-20 10:53:38.914705,339362505,0,14.78429,15.55348,8.388324,501.7066,7.620435,0,0.09169673,91
75176,2023-01-20 10:53:39.014640,339462484,0,14.77523,15.55513,8.504671,501.9428,7.623925,0,0.09170242,91
75206,2023-01-20 10:53:39.114648,339562477,0,14.78498,15.55444,8.389742,502.1759,7.62737,0,0.09171428,91
75243,2023-01-20 10:53:39.214666,339662483,0,14.77346,15.55384,8.507224,502.4123,7.630862,0,0.0917309,91
75275,2023-01-20 10:53:39.314664,339762484,0,14.75751,15.55566,8.701325,502.654,7.634429,0,0.09172799,91
75311,2023-01-20 10:53:39.414662,339862486,0,14.72226,15.55451,9.072217,502.906,7.63814,0,0.0917367,91
75342,2023-01-20 10:53:39.514705,339962540,0,14.72472,15.55399,9.038447,503.1573,7.641839,0,0.09174968,91
75375,2023-01-20 10:53:39.614643,340062477,0,14.72295,15.5544,9.061433,503.4088,7.645543,0,0.0917574,91
75406,2023-01-20 10:53:39.714732,340162502,0,14.6999,15.55353,9.301504,503.6673,7.649342,0,0.09177297,91
75441,2023-01-20 10:53:39.813438,340262490,0,14.70345,15.5584,9.319382,503.9261,7.653148,0,0.09173902,91
75472,2023-01-20 10:53:39.904415,340362513,0,14.71497,15.55173,9.11762,504.1795,7.656876,0,0.09177402,91
75503,2023-01-20 10:53:39.995360,340462501,0,14.71635,15.55231,9.106269,504.4324,7.660598,0,0.09180008,91
75535,2023-01-20 10:53:40.094922,340562525,0,14.71763,15.54839,9.043555,504.6837,7.664297,0,0.09186223,91
75568,2023-01-20 10:53:40.194865,340662470,0,14.72029,15.55087,9.038447,504.9346,7.667991,0,0.09189419,91
75602,2023-01-20 10:53:40.294900,340762488,0,14.71763,15.55147,9.071649,505.1867,7.6717,0,0.09191725,91
75633,2023-01-20 10:53:40.394924,340862494,0,14.74156,15.54926,8.790713,505.4309,7.675301,0,0.09188093,91
75666,2023-01-20 10:53:40.494895,340962485,0,14.75574,15.54523,8.598315,505.6697,7.678825,0,0.0918191,91
75697,2023-01-20 10:53:40.594880,341062493,0,14.76814,15.54309,8.44593,505.9044,7.68229,0,0.09175342,91
75730,2023-01-20 10:53:40.694886,341162511,0,14.7708,15.54524,8.443376,506.139,7.685755,0,0.0917208,91
75763,2023-01-20 10:53:40.794887,341262523,0,14.77346,15.53956,8.359095,506.3712,7.689186,0,0.0916479,91
75797,2023-01-20 10:53:40.905296,341362517,0,14.74599,15.54228,8.688556,506.6126,7.692745,0,0.0916479,91
75830,2023-01-20 10:53:41.013301,341462471,0,14.73309,15.54364,8.84236,506.8581,7.696362,0,0.09166706,91
75861,2023-01-20 10:53:41.104289,341562473,0,14.73624,15.54103,8.77539,507.1019,7.699955,0,0.09171002,91
75894,2023-01-20 10:53:41.195284,341662484,0,14.73358,15.54256,8.818807,507.3469,7.703565,0,0.09173384,91
75928,2023-01-20 10:53:41.294789,341762481,0,14.72472,15.54407,8.931181,507.595,7.707218,0,0.09174063,91
75959,2023-01-20 10:53:41.394799,341862517,0,14.71408,15.5421,9.023123,507.8458,7.710908,0,0.09176615,91
75991,2023-01-20 10:53:41.494751,341962482,0,14.70847,15.5463,9.131807,508.0994,7.714638,0,0.09174797,91
76022,2023-01-20 10:53:41.594743,342062488,0,14.73004,15.54266,8.857116,508.3454,7.718262,0,0.09174797,91
76055,2023-01-20 10:53:41.694751,342162490,0,14.76903,15.54087,8.415282,508.5792,7.721715,0,0.09171921,91
76089,2023-01-20 10:53:41.794754,342262487,0,14.7708,15.53276,8.315678,508.8102,7.725127,0,0.0916288,91
76121,2023-01-20 10:53:41.894714,342362507,0,14.75928,15.53937,8.514886,509.0468,7.728619,0,0.09161463,91
76153,2023-01-20 10:53:41.994629,342462485,0,14.77612,15.53775,8.315678,509.2778,7.732032,0,0.09159006,91
76185,2023-01-20 10:53:42.094720,342562528,0,14.77839,15.53293,8.243599,509.5069,7.735418,0,0.09153046,91
76218,2023-01-20 10:53:42.194713,342662468,0,14.79562,15.53728,8.1037,509.7318,7.738747,0,0.09152098,91
76252,2023-01-20 10:53:42.294678,342762466,0,14.81955,15.5318,7.787009,509.9482,7.741952,0,0.09146742,91
76283,2023-01-20 10:53:42.394650,342862477,0,14.82752,15.53225,7.707836,510.1623,7.745128,0,0.0914297,91
76316,2023-01-20 10:53:42.494693,342962478,0,14.8293,15.53265,7.695066,510.3761,7.748298,0,0.09140392,91
76347,2023-01-20 10:53:42.594728,343062468,0,14.84928,15.53287,7.480251,510.5839,7.751383,0,0.09138574,91
76380,2023-01-20 10:53:42.694749,343162527,0,14.85499,15.52917,7.38093,510.789,7.754431,0,0.09134026,91
76415,2023-01-20 10:53:42.794662,343262484,0,14.83904,15.53103,7.577585,510.9995,7.757554,0,0.09132075,91
76447,2023-01-20 10:53:42.894660,343362504,0,14.83461,15.5339,7.656757,511.2122,7.76071,0,0.09132984,91
