LineNo,UTC_Approx,TimeUS,chan,txp,rxp,rxdp,flags,ss,tf
120940,2023-01-20 10:55:57.681528,478426417,2,36872,562,0,6,0,8
121266,2023-01-20 10:55:58.672020,479428855,2,36955,563,0,6,0,8
121642,2023-01-20 10:55:59.674752,480431376,2,37040,564,0,6,0,8
121968,2023-01-20 10:56:00.677451,481434103,2,37123,565,0,6,0,8
122294,2023-01-20 10:56:01.679802,482436497,2,37206,566,0,6,0,8
122622,2023-01-20 10:56:02.682231,483438883,2,37290,567,0,6,0,8
122948,2023-01-20 10:56:03.682578,484439231,2,37373,568,0,6,0,8
123278,2023-01-20 10:56:04.685175,485441827,2,37457,569,0,6,0,8
123604,2023-01-20 10:56:05.687182,486443869,2,37540,570,0,6,0,8
123931,2023-01-20 10:56:06.679512,487444229,2,37624,571,0,6,0,8
124258,2023-01-20 10:56:07.669590,488446449,2,37707,572,0,6,0,8
124585,2023-01-20 10:56:08.671967,489448942,2,37791,573,0,6,0,8
124913,2023-01-20 10:56:09.674781,490451432,2,37875,574,0,6,0,8
125240,2023-01-20 10:56:10.677513,491454157,2,37959,575,0,6,0,8
125565,2023-01-20 10:56:11.679416,492456429,2,38042,576,0,6,0,8
125894,2023-01-20 10:56:12.681893,493458883,2,38126,577,0,6,0,8
126222,2023-01-20 10:56:13.682410,494459127,2,38211,578,0,6,0,8
126552,2023-01-20 10:56:14.684697,495461380,2,38295,579,0,6,0,8
126882,2023-01-20 10:56:15.687294,496464284,2,38378,580,0,6,0,8
127259,2023-01-20 10:56:16.689701,497466517,2,38461,581,0,6,0,8
127586,2023-01-20 10:56:17.672199,498468735,2,38545,582,0,6,0,8
127935,2023-01-20 10:56:18.674760,499471735,2,38628,583,0,6,0,8
128264,2023-01-20 10:56:19.677020,500473839,2,38713,584,0,6,0,8
128590,2023-01-20 10:56:20.680037,501476696,2,38796,585,0,6,0,8
128917,2023-01-20 10:56:21.682158,502478851,2,38880,586,0,6,0,8
129243,2023-01-20 10:56:22.684741,503481414,2,38963,587,0,6,0,8
129571,2023-01-20 10:56:23.687191,504483857,2,39047,588,0,6,0,8
129900,2023-01-20 10:56:24.689684,505486375,2,39130,589,0,6,0,8
130227,2023-01-20 10:56:25.692447,506489111,2,39214,590,0,6,0,8
130553,2023-01-20 10:56:26.694447,507491432,2,39297,591,0,6,0,8
130879,2023-01-20 10:56:27.676775,508493774,2,39381,592,0,6,0,8
131206,2023-01-20 10:56:28.679856,509496516,2,39464,593,0,6,0,8
131536,2023-01-20 10:56:29.682189,510498844,2,39549,594,0,6,0,8
131862,2023-01-20 10:56:30.684698,511501380,2,39632,595,0,6,0,8
132188,2023-01-20 10:56:31.687061,512503852,2,39715,596,0,6,0,8
132564,2023-01-20 10:56:32.687242,513504234,2,39799,597,0,6,0,8
132891,2023-01-20 10:56:33.689305,514507004,2,39882,598,0,6,0,8
133221,2023-01-20 10:56:34.691761,515509473,2,39966,599,0,6,0,8
133547,2023-01-20 10:56:35.694270,516511978,2,40049,600,0,6,0,8
133874,2023-01-20 10:56:36.677292,517514467,2,40133,601,0,6,0,9
134200,2023-01-20 10:56:37.680293,518517499,2,40216,602,0,6,0,10
134528,2023-01-20 10:56:38.682154,519519490,2,40300,603,0,6,0,11
134856,2023-01-20 10:56:39.684677,520521987,2,40384,604,0,6,0,12
135182,2023-01-20 10:56:40.687189,521524506,2,40471,605,0,6,0,13
135508,2023-01-20 10:56:41.689688,522527001,2,40554,606,0,6,0,13
135835,2023-01-20 10:56:42.692423,523529740,2,40638,607,0,6,0,13
136162,2023-01-20 10:56:43.694656,524531973,2,40721,608,0,6,0,13
136494,2023-01-20 10:56:44.697164,525534496,2,40807,609,0,6,0,13
136820,2023-01-20 10:56:45.699737,526537056,2,40890,610,0,6,0,13
137147,2023-01-20 10:56:46.682387,527539531,2,40973,611,0,6,0,13
137474,2023-01-20 10:56:47.685059,528542293,2,41057,612,0,6,0,13
137801,2023-01-20 10:56:48.687610,529544937,2,41140,613,0,6,0,13
138179,2023-01-20 10:56:49.689648,530546982,2,41225,614,0,6,0,13
138505,2023-01-20 10:56:50.692151,531549510,2,41308,615,0,6,0,13
138832,2023-01-20 10:56:51.694718,532552064,2,41392,616,0,6,0,13
139158,2023-01-20 10:56:52.697471,533554827,2,41475,617,0,6,0,13
139486,2023-01-20 10:56:53.699737,534557078,2,41559,618,0,6,0,13
139815,2023-01-20 10:56:54.702129,535559466,2,41642,619,0,6,0,13
140142,2023-01-20 10:56:55.694190,536561984,2,41726,620,0,6,0,13
140468,2023-01-20 10:56:56.684847,537562029,2,41809,621,0,6,0,13
140799,2023-01-20 10:56:57.687424,538564724,2,41893,622,0,6,0,13
141128,2023-01-20 10:56:58.690139,539567417,2,41976,623,0,6,0,13
141457,2023-01-20 10:56:59.692135,540569443,2,42061,624,0,6,0,13
141805,2023-01-20 10:57:00.694650,541571965,2,42144,625,0,6,0,13
142131,2023-01-20 10:57:01.697213,542574529,2,42227,626,0,6,0,13
142458,2023-01-20 10:57:02.699744,543577049,2,42311,627,0,6,0,13
142787,2023-01-20 10:57:03.702402,544579731,2,42394,628,0,6,0,13
143116,2023-01-20 10:57:04.695271,545581997,2,42478,629,0,6,0,13
143491,2023-01-20 10:57:05.687401,546584487,2,42561,630,0,6,0,13
143818,2023-01-20 10:57:06.689760,547586987,2,42645,631,0,6,0,13
144144,2023-01-20 10:57:07.692149,548589464,2,42728,632,0,6,0,13
144472,2023-01-20 10:57:08.695024,549592321,2,42813,633,0,6,0,13
144800,2023-01-20 10:57:09.697209,550594506,2,42897,634,0,6,0,13
145127,2023-01-20 10:57:10.699730,551597033,2,42981,635,0,6,0,13
145453,2023-01-20 10:57:11.702174,552599469,2,43064,636,0,6,0,13
145780,2023-01-20 10:57:12.704701,553601998,2,43148,637,0,6,0,13
146108,2023-01-20 10:57:13.709693,554606998,2,43231,638,0,6,0,13
146438,2023-01-20 10:57:14.689533,555607066,2,43320,639,0,6,0,13
146765,2023-01-20 10:57:15.691838,556609446,2,43407,640,0,6,0,13
147090,2023-01-20 10:57:16.694339,557611979,2,43492,641,0,6,0,13
147417,2023-01-20 10:57:17.694304,558612020,2,43576,642,0,6,0,13
147744,2023-01-20 10:57:18.696779,559614501,2,43659,643,0,6,0,13
148073,2023-01-20 10:57:19.699750,560617530,2,43744,644,0,6,0,13
148399,2023-01-20 10:57:20.701743,561619464,2,43827,645,0,6,0,13
148725,2023-01-20 10:57:21.704223,562621996,2,43911,646,0,6,0,13
149052,2023-01-20 10:57:22.706788,563624507,2,44000,647,0,6,0,13
149378,2023-01-20 10:57:23.709316,564627013,2,44083,648,0,6,0,13
149704,2023-01-20 10:57:24.702189,565629843,2,44166,649,0,6,0,13
150077,2023-01-20 10:57:25.694772,566632003,2,44249,650,0,6,0,13
150404,2023-01-20 10:57:26.697201,567634512,2,44335,651,0,6,0,13
150728,2023-01-20 10:57:27.699716,568637048,2,44418,652,0,6,0,13
151054,2023-01-20 10:57:28.702185,569639494,2,44502,653,0,6,0,13
151381,2023-01-20 10:57:29.705026,570642349,2,44586,654,0,6,0,13
151705,2023-01-20 10:57:30.707616,571644961,2,44669,655,0,6,0,13
152030,2023-01-20 10:57:31.709683,572646993,2,44753,656,0,6,0,13
152355,2023-01-20 10:57:32.712179,573649519,2,44836,657,0,6,0,13
152682,2023-01-20 10:57:33.714729,574652021,2,44922,658,0,6,0,13
153009,2023-01-20 10:57:34.697616,575654746,2,45005,659,0,6,0,13
153333,2023-01-20 10:57:35.699799,576657058,2,45088,660,0,6,0,13
153658,2023-01-20 10:57:36.702111,577659473,2,45171,661,0,6,0,13
153988,2023-01-20 10:57:37.704667,578661997,2,45259,662,0,6,0,13
154315,2023-01-20 10:57:38.707233,579664587,2,45342,663,0,6,0,13
154645,2023-01-20 10:57:39.710078,580667409,2,45426,664,0,6,0,13
154972,2023-01-20 10:57:40.712095,581669429,2,45510,665,0,6,0,13
155322,2023-01-20 10:57:41.714626,582671959,2,45593,666,0,6,0,13
155649,2023-01-20 10:57:42.717176,583674494,2,45677,667,0,6,0,13
155976,2023-01-20 10:57:43.699975,584677049,2,45760,668,0,6,0,13
156306,2023-01-20 10:57:44.702489,585679725,2,45844,669,0,6,0,13
156634,2023-01-20 10:57:45.704690,586681954,2,45929,670,0,6,0,13
156961,2023-01-20 10:57:46.707181,587684483,2,46013,671,0,6,0,13
157287,2023-01-20 10:57:47.709730,588687030,2,46096,672,0,6,0,13
157613,2023-01-20 10:57:48.712168,589689475,2,46180,673,0,6,0,13
157942,2023-01-20 10:57:49.714978,590692275,2,46264,674,0,6,0,13
158313,2023-01-20 10:57:50.717128,591694447,2,46347,675,0,6,0,13
158640,2023-01-20 10:57:51.719726,592697027,2,46431,676,0,6,0,13
158967,2023-01-20 10:57:52.722159,593699463,2,46514,677,0,6,0,13
159295,2023-01-20 10:57:53.704916,594702002,2,46598,678,0,6,0,13
159624,2023-01-20 10:57:54.709732,595706980,2,46681,679,0,6,0,13
159951,2023-01-20 10:57:55.712306,596709511,2,46765,680,0,6,0,13
160277,2023-01-20 10:57:56.714678,597711990,2,46848,681,0,6,0,13
160604,2023-01-20 10:57:57.717189,598714482,2,46932,682,0,6,0,13
160930,2023-01-20 10:57:58.720230,599717523,2,47015,683,0,6,0,13
161260,2023-01-20 10:57:59.722143,600719439,2,47100,684,0,6,0,13
161586,2023-01-20 10:58:00.724684,601721982,2,47183,685,0,6,0,13
161913,2023-01-20 10:58:01.727174,602724509,2,47270,686,0,6,0,13
162239,2023-01-20 10:58:02.709413,603726988,2,47353,687,0,6,0,13
162567,2023-01-20 10:58:03.720325,604729819,2,47437,688,0,6,0,13
162895,2023-01-20 10:58:04.714288,605731973,2,47520,689,0,6,0,13
163221,2023-01-20 10:58:05.716748,606734486,2,47603,690,0,6,0,13
163548,2023-01-20 10:58:06.719351,607737039,2,47687,691,0,6,0,13
163925,2023-01-20 10:58:07.721776,608739515,2,47770,692,0,6,0,13
164252,2023-01-20 10:58:08.724606,609742302,2,47854,693,0,6,0,13
164581,2023-01-20 10:58:09.727202,610744923,2,47938,694,0,6,0,13
164908,2023-01-20 10:58:10.729275,611746968,2,48022,695,0,6,0,13
165234,2023-01-20 10:58:11.731791,612749481,2,48105,696,0,6,0,13
165561,2023-01-20 10:58:12.714833,613751996,2,48189,697,0,6,0,13
165888,2023-01-20 10:58:13.714878,614752064,2,48272,698,0,6,0,13
166218,2023-01-20 10:58:14.717428,615754735,2,48356,699,0,6,0,13
166544,2023-01-20 10:58:15.719726,616757031,2,48439,700,0,6,0,13
166873,2023-01-20 10:58:16.722166,617759474,2,48525,701,0,6,0,13
167199,2023-01-20 10:58:17.724672,618761979,2,48608,702,0,6,0,13
167529,2023-01-20 10:58:18.727297,619764603,2,48692,703,0,6,0,13
167859,2023-01-20 10:58:19.730088,620767400,2,48776,704,0,6,0,13
168185,2023-01-20 10:58:20.732141,621769446,2,48859,705,0,6,0,13
168534,2023-01-20 10:58:21.734653,622771966,2,48943,706,0,6,0,13
168860,2023-01-20 10:58:22.717263,623774458,2,49026,707,0,6,0,13
169237,2023-01-20 10:58:23.719784,624777040,2,49110,708,0,6,0,13
169567,2023-01-20 10:58:24.722368,625779697,2,49193,709,0,6,0,13
169894,2023-01-20 10:58:25.724619,626781974,2,49277,710,0,6,0,13
170220,2023-01-20 10:58:26.727192,627784525,2,49360,711,0,6,0,13
170547,2023-01-20 10:58:27.729637,628786984,2,49444,712,0,6,0,13
170873,2023-01-20 10:58:28.729676,629787007,2,49527,713,0,6,0,13
171203,2023-01-20 10:58:29.732140,630789473,2,49612,714,0,6,0,13
171529,2023-01-20 10:58:30.734907,631792269,2,49695,715,0,6,0,13
171856,2023-01-20 10:58:31.717380,632794473,2,49779,716,0,6,0,13
172182,2023-01-20 10:58:32.719754,633797020,2,49862,717,0,6,0,13
172510,2023-01-20 10:58:33.722209,634799480,2,49946,718,0,6,0,13
172839,2023-01-20 10:58:34.724721,635801974,2,50029,719,0,6,0,13
173164,2023-01-20 10:58:35.729675,636806978,2,50112,720,0,6,0,13
173491,2023-01-20 10:58:36.732177,637809507,2,50196,721,0,6,0,13
173817,2023-01-20 10:58:37.734677,638811972,2,50279,722,0,6,0,13
174144,2023-01-20 10:58:38.737146,639814477,2,50368,723,0,6,0,13
174473,2023-01-20 10:58:39.740236,640817542,2,50457,724,0,6,0,13
174850,2023-01-20 10:58:40.742193,641819477,2,50543,725,0,6,0,13
175176,2023-01-20 10:58:41.724866,642821976,2,50626,726,0,6,0,13
175503,2023-01-20 10:58:42.727242,643824506,2,50713,727,0,6,0,13
175830,2023-01-20 10:58:43.729702,644827008,2,50796,728,0,6,0,13
176159,2023-01-20 10:58:44.732505,645829832,2,50880,729,0,6,0,13
176486,2023-01-20 10:58:45.734699,646832003,2,50963,730,0,6,0,13
176813,2023-01-20 10:58:46.737148,647834476,2,51047,731,0,6,0,13
177141,2023-01-20 10:58:47.739753,648837052,2,51132,732,0,6,0,13
177467,2023-01-20 10:58:48.742165,649839466,2,51215,733,0,6,0,13
177796,2023-01-20 10:58:49.745017,650842323,2,51300,734,0,6,0,13
178123,2023-01-20 10:58:50.727427,651844943,2,51392,735,0,6,0,13
178450,2023-01-20 10:58:51.729386,652846978,2,51476,736,0,6,0,13
178776,2023-01-20 10:58:52.731802,653849511,2,51559,737,0,6,0,13
179103,2023-01-20 10:58:53.734298,654852005,2,51643,738,0,6,0,13
179431,2023-01-20 10:58:54.737122,655854823,2,51726,739,0,6,0,13
179759,2023-01-20 10:58:55.739357,656857047,2,51810,740,0,6,0,13
180135,2023-01-20 10:58:56.741758,657859472,2,51893,741,0,6,0,13
180462,2023-01-20 10:58:57.744322,658862021,2,51977,742,0,6,0,13
180791,2023-01-20 10:58:58.746874,659864593,2,52060,743,0,6,0,13
181122,2023-01-20 10:58:59.749722,660867425,2,52145,744,0,6,0,13
181449,2023-01-20 10:59:00.746549,661869473,2,52228,745,0,6,0,13
181798,2023-01-20 10:59:01.734691,662871971,2,52312,746,0,6,0,13
182124,2023-01-20 10:59:02.737196,663874510,2,52395,747,0,6,0,13
182451,2023-01-20 10:59:03.739734,664877053,2,52478,748,0,6,0,13
182780,2023-01-20 10:59:04.742415,665879735,2,52562,749,0,6,0,13
183107,2023-01-20 10:59:05.744646,666881970,2,52645,750,0,6,0,13
183434,2023-01-20 10:59:06.747212,667884511,2,52729,751,0,6,0,13
183760,2023-01-20 10:59:07.749647,668887002,2,52812,752,0,6,0,13
184086,2023-01-20 10:59:08.752173,669889479,2,52896,753,0,6,0,13
184414,2023-01-20 10:59:09.750040,670892312,2,52980,754,0,6,0,13
184742,2023-01-20 10:59:10.737322,671894521,2,53064,755,0,6,0,13
185068,2023-01-20 10:59:11.739684,672897069,2,53147,756,0,6,0,13
185396,2023-01-20 10:59:12.742145,673899486,2,53231,757,0,6,0,13
185771,2023-01-20 10:59:13.744623,674902018,2,53314,758,0,6,0,13
186098,2023-01-20 10:59:14.749687,675907022,2,53397,759,0,6,0,13
186427,2023-01-20 10:59:15.752160,676909538,2,53484,760,0,6,0,13
186751,2023-01-20 10:59:16.754650,677911994,2,53567,761,0,6,0,13
187075,2023-01-20 10:59:17.757138,678914476,2,53650,762,0,6,0,13
187401,2023-01-20 10:59:18.760223,679917557,2,53735,763,0,6,0,13
187730,2023-01-20 10:59:19.762153,680919473,2,53822,764,0,6,0,13
188055,2023-01-20 10:59:20.744816,681922007,2,53905,765,0,6,0,13
188380,2023-01-20 10:59:21.747266,682924504,2,53991,766,0,6,0,13
188705,2023-01-20 10:59:22.749687,683926994,2,54075,767,0,6,0,13
189031,2023-01-20 10:59:23.752538,684929851,2,54158,768,0,6,0,13
189357,2023-01-20 10:59:24.754698,685932009,2,54241,769,0,6,0,13
189686,2023-01-20 10:59:25.757173,686934485,2,54328,770,0,6,0,13
190009,2023-01-20 10:59:26.759746,687937047,2,54411,771,0,6,0,13
190334,2023-01-20 10:59:27.762180,688939496,2,54494,772,0,6,0,13
190658,2023-01-20 10:59:28.765021,689942318,2,54577,773,0,6,0,13
190989,2023-01-20 10:59:29.747866,690944943,2,54666,774,0,6,0,13
191315,2023-01-20 10:59:30.749768,691946990,2,54749,775,0,6,0,13
191639,2023-01-20 10:59:31.752225,692949524,2,54832,776,0,6,0,13
191966,2023-01-20 10:59:32.754715,693952009,2,54916,777,0,6,0,13
192293,2023-01-20 10:59:33.757500,694954803,2,54999,778,0,6,0,13
192621,2023-01-20 10:59:34.759773,695957070,2,55082,779,0,6,0,13
192949,2023-01-20 10:59:35.762162,696959468,2,55166,780,0,6,0,13
193275,2023-01-20 10:59:36.764723,697962024,2,55249,781,0,6,0,13
193605,2023-01-20 10:59:37.767270,698964569,2,55333,782,0,6,0,13
193933,2023-01-20 10:59:38.770080,699967437,2,55416,783,0,6,0,13
194262,2023-01-20 10:59:39.768988,700969436,2,55501,784,0,6,0,13
194611,2023-01-20 10:59:40.754294,701971951,2,55584,785,0,6,0,13
194983,2023-01-20 10:59:41.754312,702972031,2,55668,786,0,6,0,13
195309,2023-01-20 10:59:42.756738,703974469,2,55751,787,0,6,0,13
195636,2023-01-20 10:59:43.759332,704977038,2,55835,788,0,6,0,13
195965,2023-01-20 10:59:44.761998,705979731,2,55918,789,0,6,0,13
196292,2023-01-20 10:59:45.762016,706980126,2,56002,790,0,6,0,13
196619,2023-01-20 10:59:46.764241,707982433,2,56085,791,0,6,0,13
196946,2023-01-20 10:59:47.767264,708984896,2,56169,792,0,6,0,13
197274,2023-01-20 10:59:48.752250,709985237,2,56254,793,0,6,0,13
197602,2023-01-20 10:59:49.749789,710987610,2,56338,794,0,6,0,13
197929,2023-01-20 10:59:50.752155,711990117,2,56422,795,0,6,0,13
198256,2023-01-20 10:59:51.754654,712992629,2,56505,796,0,6,0,13
198583,2023-01-20 10:59:52.757450,713995449,2,56589,797,0,6,0,13
198910,2023-01-20 10:59:53.759760,714997732,2,56672,798,0,6,0,13
199239,2023-01-20 10:59:54.762176,716000141,2,56756,799,0,6,0,13
199565,2023-01-20 10:59:55.764647,717002623,2,56839,800,0,6,0,13
199893,2023-01-20 10:59:56.767190,718005148,2,56923,801,0,6,0,13
200268,2023-01-20 10:59:57.772136,719010125,2,57006,802,0,6,0,13
200595,2023-01-20 10:59:58.754527,720012627,2,57090,803,0,6,0,13
200923,2023-01-20 10:59:59.756917,721015128,2,57174,804,0,6,0,13
201249,2023-01-20 11:00:00.759450,722017701,2,57258,805,0,6,0,13
201577,2023-01-20 11:00:01.762265,723020615,2,57341,806,0,6,0,13
201904,2023-01-20 11:00:02.764297,724022614,2,57428,807,0,6,0,13
202231,2023-01-20 11:00:03.766842,725025153,2,57511,808,0,6,0,13
202559,2023-01-20 11:00:04.769384,726027686,2,57594,809,0,6,0,13
202886,2023-01-20 11:00:05.771845,727030150,2,57678,810,0,6,0,13
203213,2023-01-20 11:00:06.774650,728032959,2,57761,811,0,6,0,13
203540,2023-01-20 11:00:07.776735,729035120,2,57845,812,0,6,0,13
203866,2023-01-20 11:00:08.759874,730037695,2,57928,813,0,6,0,13
204195,2023-01-20 11:00:09.762352,731040269,2,58013,814,0,6,0,13
204522,2023-01-20 11:00:10.764695,732042652,2,58096,815,0,6,0,13
204850,2023-01-20 11:00:11.767510,733045461,2,58180,816,0,6,0,13
205176,2023-01-20 11:00:12.770112,734048064,2,58263,817,0,6,0,13
205504,2023-01-20 11:00:13.772181,735050135,2,58347,818,0,6,0,13
205881,2023-01-20 11:00:14.774683,736052637,2,58430,819,0,6,0,13
206208,2023-01-20 11:00:15.777226,737055219,2,58514,820,0,6,0,13
206535,2023-01-20 11:00:16.780094,738058042,2,58597,821,0,6,0,13
206863,2023-01-20 11:00:17.765886,739060236,2,58681,822,0,6,0,13
207189,2023-01-20 11:00:18.782995,740062613,2,58764,823,0,6,0,13
207522,2023-01-20 11:00:19.767325,741065285,2,58850,824,0,6,0,13
207851,2023-01-20 11:00:20.769877,742067823,2,58934,825,0,6,0,13
208177,2023-01-20 11:00:21.772446,743070453,2,59017,826,0,6,0,13
208526,2023-01-20 11:00:22.774712,744072678,2,59101,827,0,6,0,13
208853,2023-01-20 11:00:23.777114,745075121,2,59184,828,0,6,0,13
209182,2023-01-20 11:00:24.779717,746077686,2,59268,829,0,6,0,13
209508,2023-01-20 11:00:25.782151,747080120,2,59355,830,0,6,0,13
209836,2023-01-20 11:00:26.784995,748082954,2,59441,831,0,6,0,13
210162,2023-01-20 11:00:27.770364,749085262,2,59527,832,0,6,0,13
210489,2023-01-20 11:00:28.769900,750087649,2,59611,833,0,6,0,13
210817,2023-01-20 11:00:29.772259,751090208,2,59695,834,0,6,0,13
211193,2023-01-20 11:00:30.774664,752092629,2,59779,835,0,6,0,13
211520,2023-01-20 11:00:31.777503,753095462,2,59862,836,0,6,0,13
211846,2023-01-20 11:00:32.779719,754097680,2,59945,837,0,6,0,13
212175,2023-01-20 11:00:33.782197,755100151,2,60029,838,0,6,0,13
212503,2023-01-20 11:00:34.784272,756103021,2,60112,839,0,6,0,13
212830,2023-01-20 11:00:35.789283,757108103,2,60196,840,0,6,0,13
213156,2023-01-20 11:00:36.791780,758110505,2,60279,841,0,6,0,13
213483,2023-01-20 11:00:37.777126,759113025,2,60363,842,0,6,0,13
213809,2023-01-20 11:00:38.777341,760115596,2,60446,843,0,6,0,13
214138,2023-01-20 11:00:39.780309,761118624,2,60531,844,0,6,0,13
214464,2023-01-20 11:00:40.782223,762120554,2,60614,845,0,6,0,13
214792,2023-01-20 11:00:41.784741,763123075,2,60701,846,0,6,0,13
215118,2023-01-20 11:00:42.787227,764125556,2,60784,847,0,6,0,13
215446,2023-01-20 11:00:43.789811,765128134,2,60868,848,0,6,0,13
215774,2023-01-20 11:00:44.792536,766130901,2,60951,849,0,6,0,13
216101,2023-01-20 11:00:45.794731,767133057,2,61035,850,0,6,0,13
216427,2023-01-20 11:00:46.777412,768135566,2,61118,851,0,6,0,13
216804,2023-01-20 11:00:47.780262,769138388,2,61202,852,0,6,0,13
217131,2023-01-20 11:00:48.782207,770140554,2,61285,853,0,6,0,13
217459,2023-01-20 11:00:49.784997,771143339,2,61369,854,0,6,0,13
217788,2023-01-20 11:00:50.787155,772145543,2,61455,855,0,6,0,13
218114,2023-01-20 11:00:51.790122,773148474,2,61538,856,0,6,0,13
218442,2023-01-20 11:00:52.792100,774150495,2,61622,857,0,6,0,13
218769,2023-01-20 11:00:53.794724,775153083,2,61705,858,0,6,0,13
219098,2023-01-20 11:00:54.797529,776155922,2,61789,859,0,6,0,13
219425,2023-01-20 11:00:55.800090,777158444,2,61872,860,0,6,0,13
219750,2023-01-20 11:00:56.782312,778160541,2,61956,861,0,6,0,13
220079,2023-01-20 11:00:57.804226,779162992,2,62039,862,0,6,0,13
220404,2023-01-20 11:00:58.784719,780163092,2,62123,863,0,6,0,13
220735,2023-01-20 11:00:59.787266,781165589,2,62207,864,0,6,0,13
221064,2023-01-20 11:01:00.790151,782168468,2,62291,865,0,6,0,13
221390,2023-01-20 11:01:01.792169,783170489,2,62374,866,0,6,0,13
221741,2023-01-20 11:01:02.794670,784172997,2,62457,867,0,6,0,13
222069,2023-01-20 11:01:03.794748,785173086,2,62541,868,0,6,0,13
222446,2023-01-20 11:01:04.797231,786175562,2,62624,869,0,6,0,13
222775,2023-01-20 11:01:05.800086,787178412,2,62708,870,0,6,0,13
223098,2023-01-20 11:01:06.782578,788180908,2,62791,871,0,6,0,13
223426,2023-01-20 11:01:07.784717,789182977,2,62877,872,0,6,0,13
223751,2023-01-20 11:01:08.784726,790183051,2,62961,873,0,6,0,13
224077,2023-01-20 11:01:09.787229,791185557,2,63045,874,0,6,0,13
224401,2023-01-20 11:01:10.789693,792188012,2,63128,875,0,6,0,13
224727,2023-01-20 11:01:11.792184,793190506,2,63214,876,0,6,0,13
225052,2023-01-20 11:01:12.795002,794193314,2,63297,877,0,6,0,13
225378,2023-01-20 11:01:13.797184,795195503,2,63380,878,0,6,0,13
225707,2023-01-20 11:01:14.800079,796198413,2,63464,879,0,6,0,13
226032,2023-01-20 11:01:15.802133,797200488,2,63547,880,0,6,0,13
226354,2023-01-20 11:01:16.784357,798203024,2,63630,881,0,6,0,13
226680,2023-01-20 11:01:17.789333,799207989,2,63714,882,0,6,0,13
227007,2023-01-20 11:01:18.791848,800210537,2,63801,883,0,6,0,13
227333,2023-01-20 11:01:19.794198,801213024,2,63884,884,0,6,0,13
227657,2023-01-20 11:01:20.796787,802215503,2,63967,885,0,6,0,13
227985,2023-01-20 11:01:21.800138,803218918,2,64052,886,0,6,0,13
228316,2023-01-20 11:01:22.801813,804220515,2,64140,887,0,6,0,13
228641,2023-01-20 11:01:23.804272,805223004,2,64226,888,0,6,0,13
228966,2023-01-20 11:01:24.788535,806225514,2,64309,889,0,6,0,13
229293,2023-01-20 11:01:25.789897,807228029,2,64393,890,0,6,0,13
229619,2023-01-20 11:01:26.792597,808230854,2,64476,891,0,6,0,13
229947,2023-01-20 11:01:27.794636,809233005,2,64560,892,0,6,0,13
230273,2023-01-20 11:01:28.797208,810235522,2,64644,893,0,6,0,13
230604,2023-01-20 11:01:29.800088,811238409,2,64728,894,0,6,0,13
230930,2023-01-20 11:01:30.802158,812240478,2,64811,895,0,6,0,13
231257,2023-01-20 11:01:31.805931,813244256,2,64895,896,0,6,0,13
231631,2023-01-20 11:01:32.807185,814245507,2,64978,897,0,6,0,13
231959,2023-01-20 11:01:33.810111,815248430,2,65062,898,0,6,0,13
232285,2023-01-20 11:01:34.792395,816250537,2,65145,899,0,6,0,13
232611,2023-01-20 11:01:35.794790,817253029,2,65228,900,0,6,0,13
232938,2023-01-20 11:01:36.797683,818255831,2,65312,901,0,6,0,13
233267,2023-01-20 11:01:37.800089,819258434,2,65395,902,0,6,0,13
233595,2023-01-20 11:01:38.802156,820260516,2,65480,903,0,6,0,13
233922,2023-01-20 11:01:39.804696,821263044,2,27,904,0,6,0,13
234252,2023-01-20 11:01:40.807226,822265569,2,111,905,0,6,0,13
234580,2023-01-20 11:01:41.811002,823269348,2,194,906,0,6,0,13
234907,2023-01-20 11:01:42.812148,824270484,2,278,907,0,6,0,13
235257,2023-01-20 11:01:43.814610,825272960,2,361,908,0,6,0,13
235584,2023-01-20 11:01:44.795407,826273030,2,445,909,0,6,0,13
235910,2023-01-20 11:01:45.797185,827275481,2,528,910,0,6,0,13
236239,2023-01-20 11:01:46.800103,828278383,2,612,911,0,6,0,13
236565,2023-01-20 11:01:47.803351,829281665,2,695,912,0,6,0,13
236893,2023-01-20 11:01:48.804695,830283007,2,780,913,0,6,0,13
237270,2023-01-20 11:01:49.807208,831285533,2,863,914,0,6,0,13
237597,2023-01-20 11:01:50.809629,832287996,2,947,915,0,6,0,13
237923,2023-01-20 11:01:51.812196,833290510,2,1030,916,0,6,0,13
238251,2023-01-20 11:01:52.814939,834293292,2,1115,917,0,6,0,13
238580,2023-01-20 11:01:53.817200,835295479,2,1199,918,0,6,0,13
238908,2023-01-20 11:01:54.800098,836298353,2,1282,919,0,6,0,13
239236,2023-01-20 11:01:55.802241,837300465,2,1366,920,0,6,0,13
239561,2023-01-20 11:01:56.804655,838303008,2,1449,921,0,6,0,13
239888,2023-01-20 11:01:57.809682,839307980,2,1533,922,0,6,0,13
240215,2023-01-20 11:01:58.812158,840310517,2,1618,923,0,6,0,13
240544,2023-01-20 11:01:59.814682,841313000,2,1702,924,0,6,0,13
240870,2023-01-20 11:02:00.817177,842315507,2,1790,925,0,6,0,13
241197,2023-01-20 11:02:01.821119,843319450,2,1879,926,0,6,0,13
241523,2023-01-20 11:02:02.822177,844320493,2,1961,927,0,6,0,13
241852,2023-01-20 11:02:03.804442,845323009,2,2052,928,0,6,0,13
