LineNo,UTC_Approx,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
71807,2023-01-20 10:53:28.662299,329090386,0,-0.0826395,-0.04331551,0.02883625,-0.3799996,-0.1681201,-9.883363,0,0,32.14007,1,1,7973,996
71808,2023-01-20 10:53:28.701930,329130023,0,-0.0519254,0.1048913,0.0129665,-0.6169731,-0.03748021,-9.795879,0,0,32.14167,1,1,7973,996
71839,2023-01-20 10:53:28.742025,329170124,0,-0.00731714,0.1529199,0.0248844,-0.6072994,-0.09133516,-9.854198,0,0,32.14322,1,1,7973,996
71841,2023-01-20 10:53:28.781973,329210078,0,0.06400499,0.07394549,-0.002414985,-0.5223842,0.02158564,-9.474734,0,0,32.14447,1,1,7973,996
71844,2023-01-20 10:53:28.821944,329250068,0,0.1550881,-0.03889724,0.03371423,-0.388321,0.1550625,-9.505169,0,0,32.14525,1,1,7973,996
71873,2023-01-20 10:53:28.862334,329290487,0,0.02431822,-0.01409568,0.02973696,-0.3965218,-0.07974697,-9.629034,0,0,32.14557,1,1,7973,996
71876,2023-01-20 10:53:28.901852,329330034,0,-0.03571632,0.04734581,0.03871371,-0.4518558,-0.03300646,-9.659002,0,0,32.14663,1,1,7973,996
71906,2023-01-20 10:53:28.941843,329370054,0,-0.0643368,0.0744064,0.04497822,-0.4232872,-0.03165216,-9.82181,0,0,32.14853,1,1,7973,996
71907,2023-01-20 10:53:28.981862,329410102,0,0.02862406,0.04302693,0.01495281,-0.4983776,-0.003230935,-9.633209,0,0,32.15014,1,1,7973,996
71910,2023-01-20 10:53:29.021823,329450058,0,0.1100819,-0.01054747,0.0007861449,-0.5067876,0.07110595,-9.633403,0,0,32.15144,1,1,7973,996
71939,2023-01-20 10:53:29.062180,329490381,0,0.05792277,0.1046052,-0.005407481,-0.5560145,-0.01132919,-9.596663,0,0,32.15211,1,1,7973,996
71940,2023-01-20 10:53:29.101929,329530097,0,0.01544885,0.06242399,-0.01755402,-0.4232113,0.05656763,-9.559174,0,0,32.15247,1,1,7973,996
71972,2023-01-20 10:53:29.141900,329570035,0,-0.08339027,-0.02867389,-0.02530785,-0.3645708,-0.07652494,-9.694011,0,0,32.15182,1,1,7973,996
71973,2023-01-20 10:53:29.181947,329610049,0,-0.08410032,-0.1452218,-0.05344173,-0.4062505,-0.02165853,-9.57007,0,0,32.15081,1,1,7973,996
71977,2023-01-20 10:53:29.222134,329650220,0,0.004531171,-0.08298766,-0.030237,-0.5322841,0.04210641,-9.734375,0,0,32.14935,1,1,7973,996
72008,2023-01-20 10:53:29.262285,329690368,0,0.0106379,0.05345957,-0.03756001,-0.626123,-0.03476899,-9.721894,0,0,32.14812,1,1,7973,996
72009,2023-01-20 10:53:29.301966,329730047,0,0.0989221,0.1023477,-0.04418265,-0.5655128,0.1746454,-9.550048,0,0,32.14679,1,1,7973,996
72038,2023-01-20 10:53:29.342010,329770089,0,0.01528861,0.001950369,-0.02186066,-0.4782659,0.03139082,-9.739826,0,0,32.14543,1,1,7973,996
72039,2023-01-20 10:53:29.381981,329810057,0,-0.008825265,-0.05631823,-0.041364,-0.3963982,-0.00913979,-9.465382,0,0,32.14435,1,1,7973,996
72042,2023-01-20 10:53:29.421975,329850052,0,0.05098722,-0.1151788,-0.009008376,-0.5411159,0.08939312,-9.72178,0,0,32.14355,1,1,7973,996
72072,2023-01-20 10:53:29.462338,329890418,0,0.004535778,0.03051043,0.01098921,-0.5867731,-0.02573029,-9.910626,0,0,32.14366,1,1,7973,996
72073,2023-01-20 10:53:29.501980,329930063,0,0.07938258,0.1923995,-0.005911889,-0.6506951,0.06463225,-9.798129,0,0,32.1431,1,1,7973,996
72102,2023-01-20 10:53:29.541957,329970043,0,0.07302361,0.04088183,-0.009548686,-0.3732741,0.1556728,-9.550956,0,0,32.14251,1,1,7973,996
72103,2023-01-20 10:53:29.581951,330010040,0,-0.03889146,-0.1003815,0.01216392,-0.301526,-0.02909012,-9.669638,0,0,32.14254,1,1,7973,996
72106,2023-01-20 10:53:29.621970,330050060,0,-0.02077311,0.03751612,0.01915428,-0.6453698,-0.0933653,-9.875579,0,0,32.14239,1,1,7973,996
72135,2023-01-20 10:53:29.662281,330090371,0,-0.01689894,0.08180631,0.03131272,-0.4888614,-0.03900534,-9.755612,0,0,32.14279,1,1,7973,996
72137,2023-01-20 10:53:29.701946,330130037,0,-0.02465421,0.09995048,0.04238253,-0.4757593,0.01874999,-9.756808,0,0,32.14365,1,1,7973,996
72168,2023-01-20 10:53:29.741970,330170061,0,0.07024038,0.01524481,0.003261773,-0.4376348,0.1006421,-9.514074,0,0,32.14542,1,1,7973,996
72170,2023-01-20 10:53:29.781975,330210066,0,0.009505044,-0.04572381,0.01565059,-0.4471739,0.03501997,-9.709101,0,0,32.14791,1,1,7973,996
72173,2023-01-20 10:53:29.821970,330250063,0,-0.09611061,0.0914466,0.03656619,-0.5911232,-0.1136507,-9.96204,0,0,32.15075,1,1,7973,996
72202,2023-01-20 10:53:29.862280,330290376,0,-0.00327225,0.02080387,0.01825997,-0.5212298,0.04504185,-9.712845,0,0,32.15384,1,1,7973,996
72203,2023-01-20 10:53:29.901948,330330047,0,0.09174309,-0.08195858,0.007722297,-0.3529626,0.1522182,-9.639086,0,0,32.1573,1,1,7973,996
72233,2023-01-20 10:53:29.941944,330370046,0,0.005004912,-0.002062426,-0.01848265,-0.3859413,-0.003998011,-9.647977,0,0,32.1607,1,1,7973,996
72234,2023-01-20 10:53:29.981959,330410065,0,-0.06079751,0.06422247,-0.03103975,-0.5269929,0.02578882,-9.754582,0,0,32.16401,1,1,7973,996
72237,2023-01-20 10:53:30.019995,330450056,0,-0.1048235,-0.02644889,-0.01114933,-0.4096116,0.00256864,-9.807101,0,0,32.16724,1,1,7973,996
72266,2023-01-20 10:53:30.056724,330490374,0,-0.05944868,-0.0931708,-0.02370329,-0.4752532,-0.06306428,-9.781882,0,0,32.16972,1,1,7973,996
72267,2023-01-20 10:53:30.092856,330530037,0,0.0758741,-0.0542277,-0.02062844,-0.5736611,0.1055548,-9.760644,0,0,32.17177,1,1,7973,996
72299,2023-01-20 10:53:30.129303,330570046,0,0.05021056,0.1057024,0.01218458,-0.5868641,0.07642195,-9.85726,0,0,32.17317,1,1,7973,996
72300,2023-01-20 10:53:30.165766,330610071,0,-0.02781501,0.0417174,0.001282602,-0.3839791,-0.004058532,-9.73029,0,0,32.1743,1,1,7973,996
72303,2023-01-20 10:53:30.202429,330650080,0,-0.06443661,-0.1204257,-0.01891131,-0.2811295,-0.002032157,-9.710363,0,0,32.17614,1,1,7973,996
72334,2023-01-20 10:53:30.242720,330690374,0,-0.08918598,-0.08602351,-0.003667386,-0.3572989,-0.05164924,-9.82013,0,0,32.17756,1,1,7973,996
72335,2023-01-20 10:53:30.282464,330730121,0,0.05666625,-0.01122853,-0.002851129,-0.6433224,0.02222809,-9.822462,0,0,32.17949,1,1,7973,996
72364,2023-01-20 10:53:30.322392,330770052,0,0.03144696,0.05310039,0.01618805,-0.5803148,0.0642426,-9.692879,0,0,32.18205,1,1,7973,996
72365,2023-01-20 10:53:30.362417,330810079,0,-0.02149996,-0.01055303,0.01827418,-0.3472329,0.04541097,-9.691686,0,0,32.18404,1,1,7973,996
72368,2023-01-20 10:53:30.402685,330850087,0,-0.02780028,-0.06855344,-0.005672455,-0.3225262,0.03124766,-9.60473,0,0,32.18563,1,1,7973,996
72398,2023-01-20 10:53:30.447367,330890398,0,-0.08644432,-0.04984267,-0.008113559,-0.4333563,0.004567777,-9.730495,0,0,32.1863,1,1,7973,996
72399,2023-01-20 10:53:30.491338,330930067,0,-0.07420661,0.1284794,0.02220101,-0.6507887,-0.1359466,-9.946093,0,0,32.18651,1,1,7973,996
72427,2023-01-20 10:53:30.535681,330970071,0,0.02100251,0.1053467,0.009016273,-0.6760842,0.07125663,-9.61344,0,0,32.18705,1,1,7973,996
72429,2023-01-20 10:53:30.580007,331010060,0,0.0452322,-0.02233153,0.02971838,-0.3858474,0.1061822,-9.627425,0,0,32.18795,1,1,7973,996
72432,2023-01-20 10:53:30.620019,331050075,0,-0.02305226,-0.1339805,-0.00548292,-0.2652261,-0.003998272,-9.594806,0,0,32.18821,1,1,7973,996
72462,2023-01-20 10:53:30.656734,331090381,0,-0.09460531,-0.06090175,-0.01274751,-0.4935388,-0.007043246,-9.737669,0,0,32.18757,1,1,7973,996
72464,2023-01-20 10:53:30.692887,331130071,0,-0.1282615,0.1025613,0.01202946,-0.6603885,-0.05912555,-9.98845,0,0,32.18672,1,1,7973,996
72494,2023-01-20 10:53:30.729340,331170090,0,-0.004449146,0.05383059,-0.002015552,-0.5929838,0.02747313,-9.602583,0,0,32.18645,1,1,7973,996
72497,2023-01-20 10:53:30.765767,331210080,0,0.1379784,-0.05796285,0.008936691,-0.4242528,0.1981438,-9.506929,0,0,32.18695,1,1,7973,996
72500,2023-01-20 10:53:30.802420,331250083,0,0.001536154,-0.02454693,0.008523485,-0.3341425,0.008888737,-9.708929,0,0,32.18761,1,1,7973,996
72529,2023-01-20 10:53:30.842705,331290380,0,-0.09931038,0.06813893,-0.01156917,-0.4887963,-0.0469019,-9.765224,0,0,32.18905,1,1,7973,996
72530,2023-01-20 10:53:30.882349,331330035,0,-0.1325315,-0.05136837,0.005330149,-0.3693884,-0.003187372,-9.782264,0,0,32.19066,1,1,7973,996
72559,2023-01-20 10:53:30.922370,331370068,0,-0.04004252,-0.09776983,-0.007389138,-0.4661577,-0.05890938,-9.697261,0,0,32.19246,1,1,7973,996
72561,2023-01-20 10:53:30.962388,331410098,0,0.1128852,-0.07473753,-0.01956616,-0.5769603,0.1273836,-9.624373,0,0,32.19464,1,1,7973,996
72564,2023-01-20 10:53:31.002349,331450069,0,0.05629883,0.06356563,-0.009855193,-0.5678945,0.01388683,-9.768504,0,0,32.19684,1,1,7973,996
72593,2023-01-20 10:53:31.042672,331490378,0,-0.09068368,0.06362075,-0.02018981,-0.4817037,-0.07532506,-9.639436,0,0,32.19881,1,1,7973,996
72594,2023-01-20 10:53:31.082425,331530118,0,-0.07434824,-0.08997482,-0.02081662,-0.3356687,0.07781723,-9.604238,0,0,32.20077,1,1,7973,996
72625,2023-01-20 10:53:31.122364,331570043,0,-0.112897,-0.1536839,0.002373189,-0.3489482,-0.05749102,-9.75942,0,0,32.2027,1,1,7973,996
72627,2023-01-20 10:53:31.162392,331610057,0,0.04501053,-0.1433404,-0.003672809,-0.5113134,0.03794557,-9.703426,0,0,32.20394,1,1,7973,996
72630,2023-01-20 10:53:31.202455,331650107,0,0.03922773,-0.05211271,0.006168385,-0.5110194,0.005541828,-9.740311,0,0,32.20549,1,1,7973,996
72661,2023-01-20 10:53:31.242722,331690375,0,0.004000402,0.1167672,0.000366756,-0.6083833,0.00348347,-9.733535,0,0,32.20672,1,1,7973,996
72662,2023-01-20 10:53:31.282398,331730052,0,0.0009241003,0.05027226,0.01535864,-0.4614017,0.08402975,-9.560544,0,0,32.20779,1,1,7973,996
72690,2023-01-20 10:53:31.322429,331770085,0,-0.07952648,-0.1083447,0.03800048,-0.3124666,-0.1100758,-9.598075,0,0,32.20856,1,1,7973,996
72693,2023-01-20 10:53:31.362400,331810057,0,-0.008386646,-0.09447073,0.01648634,-0.5011279,-0.1293802,-9.655788,0,0,32.20913,1,1,7973,996
72696,2023-01-20 10:53:31.402437,331850095,0,0.06009952,-0.03281419,0.01272019,-0.3743751,0.01362305,-9.662861,0,0,32.20956,1,1,7973,996
72726,2023-01-20 10:53:31.442799,331890456,0,0.03545557,0.160153,0.0001044186,-0.6427269,-0.05322059,-9.784599,0,0,32.21022,1,1,7973,996
72727,2023-01-20 10:53:31.482409,331930065,0,-0.006598006,0.08125965,-0.002744428,-0.5198845,0.01463226,-9.568377,0,0,32.21014,1,1,7973,996
72755,2023-01-20 10:53:31.522386,331970040,0,-0.01000335,-0.07176457,0.01498891,-0.3967516,0.001648061,-9.509789,0,0,32.21063,1,1,7973,996
72757,2023-01-20 10:53:31.562450,332010103,0,-0.003937915,-0.1044686,0.008119276,-0.4863915,-0.09638155,-9.663627,0,0,32.21129,1,1,7973,996
72760,2023-01-20 10:53:31.602433,332050086,0,0.01924167,-0.03164663,0.02226301,-0.5600867,0.02838506,-9.691792,0,0,32.212,1,1,7973,996
72789,2023-01-20 10:53:31.642724,332090383,0,0.004192792,0.1127654,0.0217549,-0.5424214,-0.04253809,-9.803682,0,0,32.21319,1,1,7973,996
72791,2023-01-20 10:53:31.682428,332130094,0,0.01749356,0.08512526,-0.003800251,-0.4779496,0.0368695,-9.548799,0,0,32.21415,1,1,7973,996
72821,2023-01-20 10:53:31.722399,332170071,0,0.0115014,-0.07892117,-0.003476541,-0.354587,0.01982594,-9.569069,0,0,32.21524,1,1,7973,996
72824,2023-01-20 10:53:31.762405,332210084,0,-0.05359628,-0.1406852,-0.01355848,-0.4001017,-0.131175,-9.606283,0,0,32.21585,1,1,7973,996
72827,2023-01-20 10:53:31.802445,332250132,0,0.01427237,-0.0178437,0.01475827,-0.6660208,0.03499158,-9.835224,0,0,32.21645,1,1,7973,996
72856,2023-01-20 10:53:31.842666,332290380,0,0.06935926,0.02645825,0.03788109,-0.5855632,0.01475975,-9.781394,0,0,32.21781,1,1,7973,996
72857,2023-01-20 10:53:31.882313,332330054,0,0.1430894,-0.009849598,0.001403336,-0.4579794,0.05899159,-9.49826,0,0,32.21954,1,1,7973,996
72886,2023-01-20 10:53:31.922290,332370058,0,0.07767744,-0.02633105,0.001604177,-0.4005886,0.01778911,-9.719569,0,0,32.22156,1,1,7973,996
72888,2023-01-20 10:53:31.962292,332410087,0,-0.1010943,0.09447574,-0.003168758,-0.4900844,-0.1800369,-9.860096,0,0,32.22438,1,1,7973,996
72891,2023-01-20 10:53:32.002242,332450062,0,-0.06723092,0.04939351,-0.009948479,-0.5755994,-0.02146642,-9.759931,0,0,32.22644,1,1,7973,996
72920,2023-01-20 10:53:32.042599,332490418,0,0.02412046,-0.07220824,0.01156198,-0.4462325,-0.04907233,-9.738621,0,0,32.22779,1,1,7973,996
72921,2023-01-20 10:53:32.082263,332530081,0,0.1221568,-0.05625068,-0.0220417,-0.5027287,0.03835966,-9.55667,0,0,32.22895,1,1,7973,996
72952,2023-01-20 10:53:32.122241,332570058,0,0.1020151,0.05346724,0.01117428,-0.5184988,0.08034565,-9.702983,0,0,32.22987,1,1,7973,996
72954,2023-01-20 10:53:32.162245,332610062,0,-0.07358301,0.05858608,0.02275869,-0.3830707,-0.1101594,-9.728399,0,0,32.23116,1,1,7973,996
72957,2023-01-20 10:53:32.202229,332650045,0,-0.06791987,0.006813874,-0.00609383,-0.386867,-0.04536029,-9.671312,0,0,32.23278,1,1,7973,996
72988,2023-01-20 10:53:32.242559,332690386,0,-0.02844456,0.08788875,0.01744053,-0.5204195,0.05967365,-9.875392,0,0,32.23378,1,1,7973,996
72989,2023-01-20 10:53:32.282284,332730122,0,0.05831505,0.2875898,0.0177455,-0.7096499,0.004728365,-9.992612,0,0,32.23369,1,1,7973,996
73017,2023-01-20 10:53:32.322197,332770045,0,0.1016228,0.2395238,0.02717635,-0.5928187,0.1293042,-9.611347,0,0,32.23341,1,1,7973,996
73019,2023-01-20 10:53:32.362208,332810067,0,0.07797987,0.1220584,0.02947491,-0.3475925,0.08432774,-9.758043,0,0,32.23397,1,1,7973,996
73022,2023-01-20 10:53:32.402214,332850081,0,0.05791092,0.04157564,-0.0220594,-0.3094214,0.03779048,-9.649208,0,0,32.23404,1,1,7973,996
73052,2023-01-20 10:53:32.442550,332890392,0,-0.05857734,0.1191899,-0.02063729,-0.4712505,-0.03520719,-9.904415,0,0,32.2341,1,1,7973,996
73053,2023-01-20 10:53:32.482254,332930070,0,-0.1319951,0.2212654,-0.01891461,-0.5427625,-0.1509387,-9.985583,0,0,32.23411,1,1,7973,996
73081,2023-01-20 10:53:32.522246,332970036,0,-0.0164141,0.1242727,-0.05330745,-0.5677774,0.03461686,-9.725467,0,0,32.23407,1,1,7973,996
73083,2023-01-20 10:53:32.562292,333010056,0,0.08831666,0.08602447,-0.0246869,-0.5162022,0.107915,-9.637367,0,0,32.23479,1,1,7973,996
73086,2023-01-20 10:53:32.602316,333050057,0,0.02575225,0.184285,-0.05184091,-0.4992312,-0.00346201,-9.551361,0,0,32.23554,1,1,7973,996
73115,2023-01-20 10:53:32.642608,333090365,0,-0.05502556,0.1992058,-0.03864734,-0.4538474,0.01396945,-9.598816,0,0,32.23687,1,1,7973,996
73117,2023-01-20 10:53:32.682271,333130044,0,-0.1060542,0.1942896,-0.03456137,-0.4891316,-0.08444201,-9.911825,0,0,32.23759,1,1,7973,996
73147,2023-01-20 10:53:32.722264,333170053,0,-0.0301774,0.07748286,-0.02481357,-0.476932,0.04623426,-9.700327,0,0,32.23836,1,1,7973,996
73150,2023-01-20 10:53:32.762264,333210069,0,0.06764961,0.04106223,-0.005591775,-0.379825,0.007332548,-9.81037,0,0,32.23867,1,1,7973,996
73153,2023-01-20 10:53:32.802222,333250043,0,0.07934487,0.1178177,-0.03802711,-0.4929961,-0.0422941,-9.759448,0,0,32.23949,1,1,7973,996
73181,2023-01-20 10:53:32.842539,333290378,0,0.05041334,0.1694453,-0.01975501,-0.4676691,0.04291733,-9.718238,0,0,32.24151,1,1,7973,996
73183,2023-01-20 10:53:32.882185,333330042,0,-0.08297729,0.1547372,0.004110168,-0.3975182,-0.1209745,-9.833115,0,0,32.24388,1,1,7973,996
73212,2023-01-20 10:53:32.922181,333370056,0,-0.09015501,0.1142643,0.004562176,-0.4799601,-0.05022552,-9.667915,0,0,32.24566,1,1,7973,996
73214,2023-01-20 10:53:32.962185,333410078,0,-0.004478368,0.05664841,0.03898948,-0.3975401,0.01280113,-9.747275,0,0,32.24707,1,1,7973,996
73217,2023-01-20 10:53:33.002162,333450070,0,0.08511313,0.05878783,0.03239625,-0.4068466,0.006290368,-9.707692,0,0,32.24791,1,1,7973,996
73245,2023-01-20 10:53:33.042497,333490380,0,0.1310919,0.07584745,0.02778007,-0.3962131,0.03972632,-9.564387,0,0,32.24883,1,1,7973,996
73247,2023-01-20 10:53:33.082185,333530042,0,0.04529683,0.1057588,0.0283827,-0.2727836,-0.04937966,-9.786524,0,0,32.24918,1,1,7973,996
73278,2023-01-20 10:53:33.122213,333570045,0,-0.03986399,0.1534806,0.01659273,-0.4038905,-0.1265427,-9.839562,0,0,32.24861,1,1,7973,996
73280,2023-01-20 10:53:33.162261,333610067,0,-0.04926151,0.1028286,0.03623975,-0.3794431,-0.02361121,-9.874803,0,0,32.24761,1,1,7973,996
73283,2023-01-20 10:53:33.202263,333650046,0,-0.06099124,0.0484731,0.05065578,-0.3494761,-0.1213322,-9.862288,0,0,32.24635,1,1,7973,996
73313,2023-01-20 10:53:33.242573,333690369,0,0.03472335,-0.01789441,0.0297531,-0.3431145,-0.01580992,-9.832768,0,0,32.24596,1,1,7973,996
73315,2023-01-20 10:53:33.282255,333730063,0,0.07847045,-0.02495776,0.04769525,-0.3226487,0.02584218,-9.777709,0,0,32.24612,1,1,7973,996
73343,2023-01-20 10:53:33.322281,333770102,0,0.07603517,0.1404889,0.02722127,-0.4914137,-0.01312971,-9.898009,0,0,32.24714,1,1,7973,996
73345,2023-01-20 10:53:33.362225,333810059,0,0.1142094,0.2111852,0.02779293,-0.4536614,0.07933004,-9.912579,0,0,32.24858,1,1,7973,996
73348,2023-01-20 10:53:33.402199,333850045,0,-9.24152E-05,0.1394074,0.04261523,-0.2354762,-0.02154726,-9.93539,0,0,32.24958,1,1,7973,996
73377,2023-01-20 10:53:33.442556,333890397,0,-0.02563098,0.1230242,0.01250086,-0.3079907,-0.05107329,-9.716741,0,0,32.25073,1,1,7973,996
73379,2023-01-20 10:53:33.482228,333930064,0,0.04928112,0.05317517,0.01737183,-0.1979346,0.09859478,-9.650693,0,0,32.25132,1,1,7973,996
73407,2023-01-20 10:53:33.522215,333970046,0,-0.03210364,0.008239916,0.01066386,-0.2387169,-0.04632046,-9.69887,0,0,32.25161,1,1,7973,996
73410,2023-01-20 10:53:33.562274,334010101,0,0.02177436,0.07073423,-0.00885761,-0.3740125,-0.09157338,-9.710957,0,0,32.25214,1,1,7973,996
73413,2023-01-20 10:53:33.602239,334050061,0,0.005666793,0.1698192,-0.0199968,-0.4263094,-0.03276545,-9.867028,0,0,32.25312,1,1,7973,996
73441,2023-01-20 10:53:33.642560,334090373,0,-0.0008869956,0.1869818,-0.02663328,-0.3670843,-0.07140072,-9.934139,0,0,32.25377,1,1,7973,996
73444,2023-01-20 10:53:33.682314,334130118,0,0.00854022,0.05424369,-0.06383593,-0.2141881,-0.08658577,-9.756856,0,0,32.25401,1,1,7973,996
73474,2023-01-20 10:53:33.722275,334170070,0,0.02189085,-0.03178599,-0.07091986,-0.1272837,0.03346841,-9.799399,0,0,32.25446,1,1,7973,996
73476,2023-01-20 10:53:33.762286,334210072,0,-0.1007327,-0.0199169,-0.086148,-0.1230832,-0.127565,-10.07653,0,0,32.25497,1,1,7973,996
73479,2023-01-20 10:53:33.802340,334250119,0,-0.1635079,0.1460501,-0.1039236,-0.2491993,-0.2227489,-10.16013,0,0,32.2548,1,1,7973,996
73507,2023-01-20 10:53:33.842590,334290386,0,-0.1280734,0.1565907,-0.1260501,-0.3459938,-0.04295667,-10.14668,0,0,32.2553,1,1,7973,996
73511,2023-01-20 10:53:33.882229,334330042,0,-0.09067619,0.1828551,-0.1058919,-0.2928859,-0.01896154,-10.20146,0,0,32.25583,1,1,7973,996
73540,2023-01-20 10:53:33.922251,334370081,0,-0.05660501,0.2253966,-0.09144757,-0.3374158,-0.05500442,-9.988885,0,0,32.25539,1,1,7973,996
73542,2023-01-20 10:53:33.962227,334410074,0,0.03655745,0.1727047,-0.06424618,-0.2574359,0.05097521,-9.702912,0,0,32.2552,1,1,7973,996
73545,2023-01-20 10:53:34.002184,334450046,0,0.01663795,0.06736264,-0.0371343,-0.1638147,0.01363025,-9.757287,0,0,32.25494,1,1,7973,996
73573,2023-01-20 10:53:34.042992,334490831,0,-0.03078792,-0.005605919,-0.006968231,-0.09935542,0.006984862,-9.930651,0,0,32.25483,1,1,7973,996
73575,2023-01-20 10:53:34.082225,334530042,0,-0.02900087,-0.01804545,0.0272699,-0.04378892,-0.0005152117,-10.04746,0,0,32.25544,1,1,7973,996
73607,2023-01-20 10:53:34.122241,334570036,0,-0.06053416,-0.05841387,0.03576347,0.05276603,-0.08380684,-9.92462,0,0,32.25664,1,1,7973,996
73609,2023-01-20 10:53:34.162345,334610118,0,-0.04467747,-0.04375433,0.01829903,-0.05287571,-0.03775879,-9.981766,0,0,32.25836,1,1,7973,996
73612,2023-01-20 10:53:34.202304,334650057,0,-0.03479856,0.009939767,0.03256064,-0.1184907,0.007381952,-9.951846,0,0,32.26079,1,1,7973,996
73642,2023-01-20 10:53:34.242590,334690358,0,-0.01106541,0.03977263,0.04777243,-0.0763557,0.02275438,-9.962985,0,0,32.26329,1,1,7973,996
73644,2023-01-20 10:53:34.282453,334730236,0,-0.009103746,0.04339918,0.04708793,-0.008132054,-0.03213848,-9.980642,0,0,32.26548,1,1,7973,996
73672,2023-01-20 10:53:34.322239,334770037,0,-0.03302572,0.07078723,0.0433061,-0.03130807,-0.1197497,-10.03613,0,0,32.26786,1,1,7973,996
73674,2023-01-20 10:53:34.362247,334810060,0,-0.06233168,0.06160713,0.03845663,-0.02202481,-0.09239797,-9.930623,0,0,32.27042,1,1,7973,996
73677,2023-01-20 10:53:34.402297,334850124,0,-0.06109142,0.01917252,0.03643355,0.02141185,-0.04297975,-9.958026,0,0,32.27293,1,1,7973,996
73705,2023-01-20 10:53:34.442581,334890398,0,-0.06920188,0.07097507,0.03614143,0.05024296,-0.09173971,-9.998396,0,0,32.27557,1,1,7973,996
73707,2023-01-20 10:53:34.482232,334930039,0,-0.1011769,0.06542569,0.02970422,0.1020097,-0.1549162,-10.16097,0,0,32.2784,1,1,7973,996
73735,2023-01-20 10:53:34.522251,334970048,0,-0.09741604,0.009714108,0.01102319,0.1269168,-0.1260303,-9.992553,0,0,32.28123,1,1,7973,996
73737,2023-01-20 10:53:34.562297,335010084,0,-0.04634554,-0.03562225,0.01497841,0.1226268,-0.009804963,-9.985676,0,0,32.28358,1,1,7973,996
73740,2023-01-20 10:53:34.602264,335050042,0,-0.0139841,-0.07857209,0.02655194,0.1698093,0.04451139,-9.932978,0,0,32.28577,1,1,7973,996
73768,2023-01-20 10:53:34.642588,335090374,0,-0.005446217,-0.1128266,0.02606769,0.2504582,0.0195505,-9.993989,0,0,32.2875,1,1,7973,996
73771,2023-01-20 10:53:34.682268,335130062,0,0.0186029,-0.1505557,0.008148581,0.3014875,-0.04825776,-9.945959,0,0,32.2896,1,1,7973,996
73801,2023-01-20 10:53:34.722256,335170059,0,-0.01506911,-0.1767516,-0.01661148,0.2485839,-0.001177478,-9.939817,0,0,32.29148,1,1,7973,996
73804,2023-01-20 10:53:34.762241,335210052,0,0.02329653,-0.1813654,-0.02244369,0.1791863,0.04245856,-9.868475,0,0,32.29268,1,1,7973,996
73807,2023-01-20 10:53:34.802216,335250036,0,0.03766532,-0.1864034,-0.01652788,0.1829759,0.04930933,-9.955141,0,0,32.29295,1,1,7973,996
73835,2023-01-20 10:53:34.842537,335290375,0,0.05242572,-0.1627753,-0.02097289,0.1577069,0.06382534,-10.01622,0,0,32.29291,1,1,7973,996
73837,2023-01-20 10:53:34.882201,335330057,0,0.04869204,-0.1549531,-0.0113632,0.1659284,0.06905808,-10.01358,0,0,32.29296,1,1,7973,996
73866,2023-01-20 10:53:34.922167,335370041,0,0.005738094,-0.1412973,-0.02696164,0.1735355,0.006615184,-10.04049,0,0,32.293,1,1,7973,996
73867,2023-01-20 10:53:34.962161,335410053,0,-0.03728834,-0.1003896,-0.0324501,0.1372252,-0.02608086,-10.00918,0,0,32.29287,1,1,7973,996
73871,2023-01-20 10:53:35.002160,335450067,0,-0.02799642,-0.04940777,-0.03959779,0.1073653,0.02928557,-9.8502,0,0,32.293,1,1,7973,996
73899,2023-01-20 10:53:35.042829,335490704,0,0.03134984,-0.08247858,-0.04276144,0.124204,0.05808116,-9.795323,0,0,32.29325,1,1,7973,996
73901,2023-01-20 10:53:35.082195,335530039,0,0.0355003,-0.08151411,-0.04776709,0.1723079,0.04611959,-9.808362,0,0,32.29465,1,1,7973,996
73931,2023-01-20 10:53:35.122220,335570032,0,0.03595212,-0.06556465,-0.05198963,0.2112703,0.07195839,-9.819021,0,0,32.29651,1,1,7973,996
73932,2023-01-20 10:53:35.162279,335610060,0,0.04071825,-0.03283487,-0.05580058,0.2450637,0.09701095,-9.865047,0,0,32.29863,1,1,7973,996
73936,2023-01-20 10:53:35.202288,335650040,0,0.04339169,-0.0653253,-0.04328511,0.3886078,0.05587355,-9.822039,0,0,32.30106,1,1,7973,996
73966,2023-01-20 10:53:35.242612,335690382,0,0.05980723,-0.09206464,-0.0355273,0.4176399,0.02038897,-9.803471,0,0,32.3037,1,1,7973,996
73968,2023-01-20 10:53:35.282251,335730038,0,0.06900378,-0.1016334,-0.02521118,0.3152207,0.01120139,-9.828189,0,0,32.3061,1,1,7973,996
73996,2023-01-20 10:53:35.322212,335770017,0,0.03276562,-0.07475882,-0.04597823,0.3884292,-0.02147562,-9.749691,0,0,32.30891,1,1,7973,996
73997,2023-01-20 10:53:35.362240,335810062,0,0.02023601,-0.1078667,-0.04590718,0.3748834,-0.02709655,-9.697542,0,0,32.31134,1,1,7973,996
74001,2023-01-20 10:53:35.402227,335850066,0,0.04551812,-0.09920345,-0.04029398,0.319479,0.03576944,-9.595751,0,0,32.31377,1,1,7973,996
