LineNo,UTC_Approx,TimeUS,Name,Value,Default
603,2023-01-20 10:49:56.289011,116280983,BRD_SERIAL_NUM,0,0
604,2023-01-20 10:49:56.289036,116281011,BRD_SAFETY_MASK,16368,16368
605,2023-01-20 10:49:56.289065,116281043,BRD_SAFETYOPTION,3,3
606,2023-01-20 10:49:56.289099,116281081,BRD_RTC_TYPES,1,1
607,2023-01-20 10:49:56.289134,116281119,BRD_RTC_TZ_MIN,0,0
608,2023-01-20 10:49:56.289216,116281209,BRD_SD_SLOWDOWN,0,0
609,2023-01-20 10:49:56.289252,116281248,BRD_OPTIONS,1,1
610,2023-01-20 10:49:56.289286,116281286,BRD_BOOT_DELAY,0,0
611,2023-01-20 10:49:56.289322,116281326,BRD_ALT_CONFIG,0,0
612,2023-01-20 10:49:56.289370,116281378,BARO1_GND_PRESS,92910.32,0
613,2023-01-20 10:49:56.289399,116281410,BARO_GND_TEMP,0,0
614,2023-01-20 10:49:56.289432,116281446,BARO_ALT_OFFSET,0,0
615,2023-01-20 10:49:56.289461,116281478,BARO_PRIMARY,0,0
616,2023-01-20 10:49:56.289491,116281511,BARO_EXT_BUS,-1,-1
617,2023-01-20 10:49:56.289522,116281546,BARO2_GND_PRESS,0,0
618,2023-01-20 10:49:56.289554,116281581,BARO3_GND_PRESS,0,0
619,2023-01-20 10:49:56.289587,116281617,BARO_FLTR_RNG,0,0
620,2023-01-20 10:49:56.289621,116281654,BARO_PROBE_EXT,0,0
621,2023-01-20 10:49:56.289654,116281691,BARO1_DEVID,357889,0
622,2023-01-20 10:49:56.289693,116281733,BARO2_DEVID,0,0
623,2023-01-20 10:49:56.289776,116281825,BARO3_DEVID,0,0
624,2023-01-20 10:49:56.289812,116281864,BARO_ALTERR_MAX,2000,2000
625,2023-01-20 10:49:56.289849,116281905,BARO_OPTIONS,0,0
626,2023-01-20 10:49:56.289890,116281950,GPS_TYPE,1,1
627,2023-01-20 10:49:56.289922,116281985,GPS_TYPE2,0,0
628,2023-01-20 10:49:56.290829,116282982,GPS_TYPE2,0,0
629,2023-01-20 10:49:56.290857,116283013,GPS_NAVFILTER,8,8
630,2023-01-20 10:49:56.290887,116283046,GPS_AUTO_SWITCH,1,1
631,2023-01-20 10:49:56.290920,116283082,GPS_MIN_DGPS,100,100
632,2023-01-20 10:49:56.290954,116283120,GPS_SBAS_MODE,2,2
633,2023-01-20 10:49:56.291041,116283215,GPS_MIN_ELEV,-100,-100
634,2023-01-20 10:49:56.291080,116283258,GPS_INJECT_TO,127,127
635,2023-01-20 10:49:56.291112,116283294,GPS_SBP_LOGMASK,-256,-256
636,2023-01-20 10:49:56.291145,116283330,GPS_RAW_DATA,0,0
637,2023-01-20 10:49:56.291180,116283368,GPS_GNSS_MODE,0,0
638,2023-01-20 10:49:56.291218,116283410,GPS_SAVE_CFG,2,2
639,2023-01-20 10:49:56.291266,116283463,GPS_GNSS_MODE2,0,0
640,2023-01-20 10:49:56.291302,116283503,GPS_AUTO_CONFIG,1,1
641,2023-01-20 10:49:56.291339,116283543,GPS_RATE_MS,200,200
642,2023-01-20 10:49:56.291375,116283583,GPS_RATE_MS2,200,200
643,2023-01-20 10:49:56.291422,116283634,GPS_POS1_X,0,0
644,2023-01-20 10:49:56.291463,116283680,GPS_POS1_Y,0,0
645,2023-01-20 10:49:56.291502,116283722,GPS_POS1_Z,0,0
646,2023-01-20 10:49:56.291598,116283828,GPS_POS2_X,0,0
647,2023-01-20 10:49:56.291637,116283871,GPS_POS2_Y,0,0
648,2023-01-20 10:49:56.291676,116283914,GPS_POS2_Z,0,0
649,2023-01-20 10:49:56.291725,116283968,GPS_DELAY_MS,0,0
650,2023-01-20 10:49:56.293144,116285527,GPS_DELAY_MS,0,0
651,2023-01-20 10:49:56.293183,116285570,GPS_DELAY_MS2,0,0
652,2023-01-20 10:49:56.293223,116285615,GPS_BLEND_MASK,5,5
653,2023-01-20 10:49:56.293267,116285663,GPS_BLEND_TC,10,10
654,2023-01-20 10:49:56.293309,116285709,GPS_DRV_OPTIONS,0,0
655,2023-01-20 10:49:56.293369,116285775,GPS_COM_PORT,1,1
656,2023-01-20 10:49:56.293443,116285856,GPS_COM_PORT2,1,1
657,2023-01-20 10:49:56.293489,116285907,GPS_MB1_TYPE,0,0
658,2023-01-20 10:49:56.293550,116285974,GPS_MB2_TYPE,0,0
659,2023-01-20 10:49:56.293599,116286028,GPS_PRIMARY,0,0
660,2023-01-20 10:49:56.293642,116286075,SCHED_DEBUG,0,0
661,2023-01-20 10:49:56.293670,116286106,SCHED_LOOP_RATE,400,400
662,2023-01-20 10:49:56.293699,116286138,SCHED_OPTIONS,0,0
663,2023-01-20 10:49:56.293777,116286224,AVOID_ENABLE,3,3
664,2023-01-20 10:49:56.293806,116286255,AVOID_ANGLE_MAX,1000,1000
665,2023-01-20 10:49:56.293835,116286287,AVOID_DIST_MAX,5,5
666,2023-01-20 10:49:56.293865,116286320,AVOID_MARGIN,2,2
667,2023-01-20 10:49:56.293895,116286353,AVOID_BEHAVE,0,0
668,2023-01-20 10:49:56.293926,116286387,AVOID_BACKUP_SPD,0.75,0.75
669,2023-01-20 10:49:56.293958,116286423,AVOID_ALT_MIN,0,0
670,2023-01-20 10:49:56.294015,116286485,AVOID_ACCEL_MAX,3,3
671,2023-01-20 10:49:56.294049,116286522,AVOID_BACKUP_DZ,0.1,0.1
672,2023-01-20 10:49:56.295365,116287969,AVOID_BACKUP_DZ,0.1,0.1
673,2023-01-20 10:49:56.295404,116288012,RALLY_TOTAL,0,0
674,2023-01-20 10:49:56.295432,116288043,RALLY_LIMIT_KM,0.3,0.3
675,2023-01-20 10:49:56.295462,116288076,RALLY_INCL_HOME,1,1
676,2023-01-20 10:49:56.295491,116288108,MOT_YAW_HEADROOM,200,200
677,2023-01-20 10:49:56.295520,116288140,MOT_THST_EXPO,0.65,0.65
678,2023-01-20 10:49:56.295597,116288225,MOT_SPIN_MAX,0.95,0.95
679,2023-01-20 10:49:56.295626,116288257,MOT_BAT_VOLT_MAX,16.8,0
680,2023-01-20 10:49:56.295657,116288291,MOT_BAT_VOLT_MIN,13.2,0
681,2023-01-20 10:49:56.295688,116288325,MOT_BAT_CURR_MAX,0,0
682,2023-01-20 10:49:56.295720,116288360,MOT_PWM_TYPE,0,0
683,2023-01-20 10:49:56.295752,116288395,MOT_PWM_MIN,1000,1000
684,2023-01-20 10:49:56.295785,116288431,MOT_PWM_MAX,2000,2000
685,2023-01-20 10:49:56.295821,116288471,MOT_SPIN_MIN,0.15,0.15
686,2023-01-20 10:49:56.295869,116288524,MOT_SPIN_ARM,0.1,0.1
687,2023-01-20 10:49:56.295903,116288561,MOT_BAT_CURR_TC,5,5
688,2023-01-20 10:49:56.295938,116288600,MOT_THST_HOVER,0.2924092,0.35
689,2023-01-20 10:49:56.295975,116288640,MOT_HOVER_LEARN,2,2
690,2023-01-20 10:49:56.296011,116288680,MOT_SAFE_DISARM,0,0
691,2023-01-20 10:49:56.296049,116288721,MOT_SPOOL_TIME,0.5,0.5
692,2023-01-20 10:49:56.296140,116288822,MOT_BOOST_SCALE,0,0
693,2023-01-20 10:49:56.296184,116288870,MOT_BAT_IDX,0,0
694,2023-01-20 10:49:56.296223,116288913,MOT_SLEW_UP_TIME,0,0
695,2023-01-20 10:49:56.296264,116288958,MOT_SLEW_DN_TIME,0,0
696,2023-01-20 10:49:56.297699,116290536,MOT_SLEW_DN_TIME,0,0
697,2023-01-20 10:49:56.297740,116290581,MOT_SAFE_TIME,1,1
698,2023-01-20 10:49:56.297777,116290621,RCMAP_ROLL,1,1
699,2023-01-20 10:49:56.297805,116290652,RCMAP_PITCH,2,2
700,2023-01-20 10:49:56.297834,116290684,RCMAP_THROTTLE,3,3
701,2023-01-20 10:49:56.297867,116290720,RCMAP_YAW,4,4
702,2023-01-20 10:49:56.297915,116290773,EK3_ENABLE,1,1
703,2023-01-20 10:49:56.297974,116290838,EK3_VELNE_M_NSE,0.3,0.3
704,2023-01-20 10:49:56.298004,116290871,EK3_VELD_M_NSE,0.5,0.5
705,2023-01-20 10:49:56.298033,116290903,EK3_VEL_I_GATE,500,500
706,2023-01-20 10:49:56.298064,116290937,EK3_POSNE_M_NSE,0.5,0.5
707,2023-01-20 10:49:56.298095,116290971,EK3_POS_I_GATE,500,500
708,2023-01-20 10:49:56.298138,116291018,EK3_GLITCH_RAD,25,25
709,2023-01-20 10:49:56.298171,116291054,EK3_ALT_M_NSE,2,2
710,2023-01-20 10:49:56.298203,116291090,EK3_HGT_I_GATE,500,500
711,2023-01-20 10:49:56.298237,116291127,EK3_HGT_DELAY,60,60
712,2023-01-20 10:49:56.298316,116291214,EK3_MAG_M_NSE,0.05,0.05
713,2023-01-20 10:49:56.298351,116291252,EK3_MAG_CAL,3,3
714,2023-01-20 10:49:56.298389,116291294,EK3_MAG_I_GATE,300,300
715,2023-01-20 10:49:56.298425,116291334,EK3_EAS_M_NSE,1.4,1.4
716,2023-01-20 10:49:56.298462,116291374,EK3_EAS_I_GATE,400,400
717,2023-01-20 10:49:56.298503,116291420,EK3_RNG_M_NSE,0.5,0.5
718,2023-01-20 10:49:56.298541,116291461,EK3_RNG_I_GATE,500,500
719,2023-01-20 10:49:56.298579,116291503,EK3_MAX_FLOW,2.5,2.5
720,2023-01-20 10:49:56.300399,116293504,EK3_MAX_FLOW,2.5,2.5
721,2023-01-20 10:49:56.300454,116293565,EK3_FLOW_M_NSE,0.25,0.25
722,2023-01-20 10:49:56.300494,116293609,EK3_FLOW_I_GATE,300,300
723,2023-01-20 10:49:56.300534,116293653,EK3_FLOW_DELAY,10,10
724,2023-01-20 10:49:56.300575,116293698,EK3_GYRO_P_NSE,0.015,0.015
725,2023-01-20 10:49:56.300616,116293743,EK3_ACC_P_NSE,0.35,0.35
726,2023-01-20 10:49:56.300711,116293847,EK3_GBIAS_P_NSE,0.001,0.001
727,2023-01-20 10:49:56.300754,116293894,EK3_ABIAS_P_NSE,0.003,0.003
728,2023-01-20 10:49:56.300797,116293942,EK3_WIND_P_NSE,0.2,0.2
729,2023-01-20 10:49:56.300841,116293990,EK3_WIND_PSCALE,1,1
730,2023-01-20 10:49:56.300894,116294048,EK3_GPS_CHECK,31,31
731,2023-01-20 10:49:56.300942,116294101,EK3_IMU_MASK,1,3
732,2023-01-20 10:49:56.301017,116294183,EK3_CHECK_SCALE,100,100
733,2023-01-20 10:49:56.301063,116294234,EK3_NOAID_M_NSE,10,10
734,2023-01-20 10:49:56.301109,116294285,EK3_BETA_MASK,0,0
735,2023-01-20 10:49:56.301157,116294338,EK3_YAW_M_NSE,0.5,0.5
736,2023-01-20 10:49:56.301208,116294394,EK3_YAW_I_GATE,300,300
737,2023-01-20 10:49:56.301258,116294448,EK3_TAU_OUTPUT,25,25
738,2023-01-20 10:49:56.301307,116294502,EK3_MAGE_P_NSE,0.001,0.001
739,2023-01-20 10:49:56.302189,116295472,EK3_MAGE_P_NSE,0.001,0.001
740,2023-01-20 10:49:56.302243,116295531,EK3_MAGB_P_NSE,0.0001,0.0001
741,2023-01-20 10:49:56.302310,116295605,EK3_RNG_USE_HGT,-1,-1
742,2023-01-20 10:49:56.302362,116295662,EK3_TERR_GRAD,0.1,0.1
743,2023-01-20 10:49:56.302428,116295735,EK3_BCN_M_NSE,1,1
744,2023-01-20 10:49:56.302533,116295850,EK3_BCN_I_GTE,500,500
745,2023-01-20 10:49:56.302586,116295909,EK3_BCN_DELAY,50,50
746,2023-01-20 10:49:56.302640,116295968,EK3_RNG_USE_SPD,2,2
747,2023-01-20 10:49:56.302695,116296028,EK3_ACC_BIAS_LIM,1,1
748,2023-01-20 10:49:56.302760,116296100,EK3_MAG_MASK,0,0
749,2023-01-20 10:49:56.302860,116296210,EK3_OGN_HGT_MASK,0,0
750,2023-01-20 10:49:56.302916,116296271,EK3_VIS_VERR_MIN,0.1,0.1
751,2023-01-20 10:49:56.302977,116296338,EK3_VIS_VERR_MAX,0.9,0.9
752,2023-01-20 10:49:56.303038,116296406,EK3_WENC_VERR,0.1,0.1
753,2023-01-20 10:49:56.303097,116296470,EK3_FLOW_USE,1,1
754,2023-01-20 10:49:56.304461,116297970,EK3_FLOW_USE,1,1
755,2023-01-20 10:49:56.304523,116298038,EK3_HRT_FILT,2,2
756,2023-01-20 10:49:56.304589,116298111,EK3_MAG_EF_LIM,50,50
757,2023-01-20 10:49:56.304694,116298226,EK3_GSF_RUN_MASK,3,3
758,2023-01-20 10:49:56.304757,116298296,EK3_GSF_USE_MASK,3,3
759,2023-01-20 10:49:56.304818,116298363,EK3_GSF_RST_MAX,2,2
760,2023-01-20 10:49:56.304880,116298431,EK3_ERR_THRESH,0.2,0.2
761,2023-01-20 10:49:56.304947,116298504,EK3_AFFINITY,0,0
762,2023-01-20 10:49:56.305019,116298584,EK3_SRC1_POSXY,3,3
763,2023-01-20 10:49:56.305103,116298676,EK3_SRC1_VELXY,3,3
764,2023-01-20 10:49:56.305191,116298773,EK3_SRC1_POSZ,1,1
765,2023-01-20 10:49:56.305297,116298889,EK3_SRC1_VELZ,3,3
766,2023-01-20 10:49:56.305369,116298968,EK3_SRC1_YAW,1,1
767,2023-01-20 10:49:56.306748,116300484,EK3_SRC1_YAW,1,1
768,2023-01-20 10:49:56.306823,116300567,EK3_SRC2_POSXY,0,0
769,2023-01-20 10:49:56.306896,116300647,EK3_SRC2_VELXY,0,0
770,2023-01-20 10:49:56.306983,116300743,EK3_SRC2_POSZ,1,1
771,2023-01-20 10:49:56.307111,116300883,EK3_SRC2_VELZ,0,0
772,2023-01-20 10:49:56.307185,116300965,EK3_SRC2_YAW,0,0
773,2023-01-20 10:49:56.307260,116301047,EK3_SRC3_POSXY,0,0
774,2023-01-20 10:49:56.307347,116301143,EK3_SRC3_VELXY,0,0
775,2023-01-20 10:49:56.307468,116301276,EK3_SRC3_POSZ,1,1
776,2023-01-20 10:49:56.307545,116301361,EK3_SRC3_VELZ,0,0
777,2023-01-20 10:49:56.307626,116301450,EK3_SRC3_YAW,0,0
778,2023-01-20 10:49:56.309058,116303024,EK3_SRC3_YAW,0,0
779,2023-01-20 10:49:56.309147,116303122,EK3_SRC_OPTIONS,1,1
780,2023-01-20 10:49:56.309270,116303257,EK3_DRAG_BCOEF_X,0,0
781,2023-01-20 10:49:56.309349,116303344,EK3_DRAG_BCOEF_Y,0,0
782,2023-01-20 10:49:56.309432,116303435,EK3_DRAG_M_NSE,0.5,0.5
783,2023-01-20 10:49:56.309512,116303523,EK3_DRAG_MCOEF,0,0
784,2023-01-20 10:49:56.309593,116303612,EK3_OGNM_TEST_SF,2,2
785,2023-01-20 10:49:56.309691,116303720,EK3_GND_EFF_DZ,4,4
786,2023-01-20 10:49:56.309823,116303865,EK3_PRIMARY,0,0
787,2023-01-20 10:49:56.309909,116303960,EK3_LOG_LEVEL,0,0
788,2023-01-20 10:49:56.309992,116304051,EK3_GPS_VACC_MAX,0,0
790,2023-01-20 10:49:56.311731,116305963,EK3_GPS_VACC_MAX,0,0
791,2023-01-20 10:49:56.311794,116306032,MIS_TOTAL,69,0
792,2023-01-20 10:49:56.311822,116306063,MIS_RESTART,0,0
793,2023-01-20 10:49:56.311858,116306103,MIS_OPTIONS,0,0
794,2023-01-20 10:49:56.311888,116306135,RSSI_TYPE,0,0
795,2023-01-20 10:49:56.311967,116306223,RNGFND1_TYPE,0,0
796,2023-01-20 10:49:56.312005,116306264,RNGFND2_TYPE,0,0
797,2023-01-20 10:49:56.312053,116306317,RNGFND3_TYPE,0,0
798,2023-01-20 10:49:56.312113,116306383,RNGFND4_TYPE,0,0
799,2023-01-20 10:49:56.312192,116306470,RNGFND5_TYPE,0,0
800,2023-01-20 10:49:56.312275,116306561,RNGFND6_TYPE,0,0
801,2023-01-20 10:49:56.312370,116306665,RNGFND7_TYPE,0,0
802,2023-01-20 10:49:56.312548,116306861,RNGFND8_TYPE,0,0
803,2023-01-20 10:49:56.312664,116306989,RNGFND9_TYPE,0,0
804,2023-01-20 10:49:56.313612,116308031,RNGFND9_TYPE,0,0
805,2023-01-20 10:49:56.313818,116308257,RNGFNDA_TYPE,0,0
806,2023-01-20 10:49:56.313915,116308364,TERRAIN_ENABLE,1,1
807,2023-01-20 10:49:56.313943,116308395,TERRAIN_SPACING,100,100
808,2023-01-20 10:49:56.313976,116308431,TERRAIN_OPTIONS,0,0
809,2023-01-20 10:49:56.314008,116308466,TERRAIN_MARGIN,0.05,0.05
810,2023-01-20 10:49:56.314039,116308500,TERRAIN_OFS_MAX,15,15
811,2023-01-20 10:49:56.314072,116308537,RPM1_TYPE,0,0
812,2023-01-20 10:49:56.314107,116308575,RPM2_TYPE,0,0
813,2023-01-20 10:49:56.314140,116308612,NTF_LED_BRIGHT,3,3
814,2023-01-20 10:49:56.314171,116308646,NTF_BUZZ_TYPES,1,1
815,2023-01-20 10:49:56.314200,116308678,NTF_LED_OVERRIDE,0,0
816,2023-01-20 10:49:56.314234,116308715,NTF_DISPLAY_TYPE,0,0
817,2023-01-20 10:49:56.314265,116308749,NTF_BUZZ_PIN,80,80
818,2023-01-20 10:49:56.314360,116308853,NTF_LED_TYPES,199,199
819,2023-01-20 10:49:56.314390,116308887,NTF_BUZZ_ON_LVL,1,1
820,2023-01-20 10:49:56.314423,116308923,NTF_BUZZ_VOLUME,100,100
821,2023-01-20 10:49:56.314456,116308959,NTF_LED_LEN,1,1
822,2023-01-20 10:49:56.315856,116310498,NTF_LED_LEN,1,1
823,2023-01-20 10:49:56.315887,116310532,THROW_MOT_START,0,0
824,2023-01-20 10:49:56.315914,116310562,OSD_TYPE,1,1
825,2023-01-20 10:49:56.315941,116310592,OSD_CHAN,0,0
826,2023-01-20 10:49:56.315974,116310628,OSD1_ENABLE,1,0
827,2023-01-20 10:49:56.316010,116310668,OSD1_CHAN_MIN,900,900
828,2023-01-20 10:49:56.316046,116310707,OSD1_CHAN_MAX,2100,2100
829,2023-01-20 10:49:56.316083,116310748,OSD1_ALTITUDE_EN,1,0
830,2023-01-20 10:49:56.316170,116310844,OSD1_ALTITUDE_X,23,0
831,2023-01-20 10:49:56.316211,116310889,OSD1_ALTITUDE_Y,8,0
832,2023-01-20 10:49:56.316275,116310959,OSD1_BAT_VOLT_EN,1,0
833,2023-01-20 10:49:56.316318,116311006,OSD1_BAT_VOLT_X,24,0
834,2023-01-20 10:49:56.316363,116311056,OSD1_BAT_VOLT_Y,1,0
835,2023-01-20 10:49:56.316409,116311106,OSD1_RSSI_EN,1,0
836,2023-01-20 10:49:56.316507,116311214,OSD1_RSSI_X,1,0
837,2023-01-20 10:49:56.316559,116311271,OSD1_RSSI_Y,1,0
838,2023-01-20 10:49:56.316609,116311326,OSD1_CURRENT_EN,1,0
839,2023-01-20 10:49:56.316659,116311381,OSD1_CURRENT_X,25,0
840,2023-01-20 10:49:56.316712,116311439,OSD1_CURRENT_Y,2,0
841,2023-01-20 10:49:56.316765,116311498,OSD1_BATUSED_EN,1,0
842,2023-01-20 10:49:56.318404,116313300,OSD1_BATUSED_EN,1,0
843,2023-01-20 10:49:56.318461,116313362,OSD1_BATUSED_X,23,0
844,2023-01-20 10:49:56.318515,116313422,OSD1_BATUSED_Y,3,0
845,2023-01-20 10:49:56.318579,116313492,OSD1_SATS_EN,1,0
846,2023-01-20 10:49:56.318637,116313556,OSD1_SATS_X,1,0
847,2023-01-20 10:49:56.318696,116313621,OSD1_SATS_Y,3,0
848,2023-01-20 10:49:56.318760,116313691,OSD1_FLTMODE_EN,1,0
849,2023-01-20 10:49:56.318876,116313818,OSD1_FLTMODE_X,2,0
850,2023-01-20 10:49:56.318941,116313890,OSD1_FLTMODE_Y,8,0
851,2023-01-20 10:49:56.319026,116313983,OSD1_MESSAGE_EN,1,0
852,2023-01-20 10:49:56.319098,116314063,OSD1_MESSAGE_X,2,0
853,2023-01-20 10:49:56.319166,116314137,OSD1_MESSAGE_Y,6,0
854,2023-01-20 10:49:56.319289,116314273,OSD1_GSPEED_EN,1,0
855,2023-01-20 10:49:56.320700,116315824,OSD1_GSPEED_EN,1,0
856,2023-01-20 10:49:56.320770,116315901,OSD1_GSPEED_X,2,0
857,2023-01-20 10:49:56.320845,116315983,OSD1_GSPEED_Y,14,0
858,2023-01-20 10:49:56.320942,116316090,OSD1_HORIZON_EN,1,0
859,2023-01-20 10:49:56.321069,116316229,OSD1_HORIZON_X,14,0
860,2023-01-20 10:49:56.321150,116316319,OSD1_HORIZON_Y,8,0
861,2023-01-20 10:49:56.321228,116316404,OSD1_HOME_EN,1,0
862,2023-01-20 10:49:56.321309,116316493,OSD1_HOME_X,14,0
863,2023-01-20 10:49:56.321391,116316584,OSD1_HOME_Y,1,0
864,2023-01-20 10:49:56.321476,116316677,OSD1_HEADING_EN,1,0
865,2023-01-20 10:49:56.321610,116316825,OSD1_HEADING_X,13,0
866,2023-01-20 10:49:56.323122,116318487,OSD1_HEADING_X,13,0
867,2023-01-20 10:49:56.323212,116318586,OSD1_HEADING_Y,2,0
868,2023-01-20 10:49:56.323298,116318680,OSD1_THROTTLE_EN,1,0
869,2023-01-20 10:49:56.323442,116318838,OSD1_THROTTLE_X,24,0
870,2023-01-20 10:49:56.323531,116318937,OSD1_THROTTLE_Y,11,0
871,2023-01-20 10:49:56.323624,116319039,OSD1_COMPASS_EN,1,0
872,2023-01-20 10:49:56.323786,116319217,OSD1_COMPASS_X,15,0
873,2023-01-20 10:49:56.323878,116319318,OSD1_COMPASS_Y,3,0
874,2023-01-20 10:49:56.323978,116319428,OSD1_WIND_EN,0,0
875,2023-01-20 10:49:56.324073,116319532,OSD1_WIND_X,2,0
876,2023-01-20 10:49:56.325146,116320712,OSD1_WIND_X,2,0
877,2023-01-20 10:49:56.325311,116320894,OSD1_WIND_Y,12,0
878,2023-01-20 10:49:56.325412,116321004,OSD1_ASPEED_EN,0,0
879,2023-01-20 10:49:56.325531,116321136,OSD1_ASPEED_X,2,0
880,2023-01-20 10:49:56.325685,116321305,OSD1_ASPEED_Y,13,0
881,2023-01-20 10:49:56.325792,116321422,OSD1_VSPEED_EN,1,0
882,2023-01-20 10:49:56.325897,116321538,OSD1_VSPEED_X,24,0
883,2023-01-20 10:49:56.326006,116321658,OSD1_VSPEED_Y,9,0
884,2023-01-20 10:49:56.327664,116323480,OSD1_VSPEED_Y,9,0
885,2023-01-20 10:49:56.327776,116323604,OSD1_ESCTEMP_EN,0,0
886,2023-01-20 10:49:56.327886,116323724,OSD1_ESCTEMP_X,24,0
887,2023-01-20 10:49:56.328050,116323905,OSD1_ESCTEMP_Y,13,0
888,2023-01-20 10:49:56.328166,116324032,OSD1_ESCRPM_EN,0,0
889,2023-01-20 10:49:56.328370,116324257,OSD1_ESCRPM_X,22,0
890,2023-01-20 10:49:56.328481,116324379,OSD1_ESCRPM_Y,12,0
891,2023-01-20 10:49:56.328601,116324511,OSD1_ESCAMPS_EN,0,0
892,2023-01-20 10:49:56.329626,116325638,OSD1_ESCAMPS_EN,0,0
893,2023-01-20 10:49:56.329818,116325849,OSD1_ESCAMPS_X,24,0
894,2023-01-20 10:49:56.329939,116325982,OSD1_ESCAMPS_Y,14,0
895,2023-01-20 10:49:56.330063,116326118,OSD1_GPSLAT_EN,1,0
896,2023-01-20 10:49:56.330260,116326335,OSD1_GPSLAT_X,9,0
897,2023-01-20 10:49:56.330388,116326475,OSD1_GPSLAT_Y,13,0
898,2023-01-20 10:49:56.330523,116326624,OSD1_GPSLONG_EN,1,0
899,2023-01-20 10:49:56.331790,116328017,OSD1_GPSLONG_EN,1,0
900,2023-01-20 10:49:56.331973,116328218,OSD1_GPSLONG_X,9,0
901,2023-01-20 10:49:56.332129,116328389,OSD1_GPSLONG_Y,14,0
902,2023-01-20 10:49:56.332266,116328540,OSD1_ROLL_EN,0,0
903,2023-01-20 10:49:56.332402,116328689,OSD1_ROLL_X,0,0
904,2023-01-20 10:49:56.332590,116328896,OSD1_ROLL_Y,0,0
905,2023-01-20 10:49:56.332729,116329049,OSD1_PITCH_EN,0,0
906,2023-01-20 10:49:56.334444,116330935,OSD1_PITCH_EN,0,0
907,2023-01-20 10:49:56.334583,116331087,OSD1_PITCH_X,0,0
908,2023-01-20 10:49:56.334778,116331302,OSD1_PITCH_Y,0,0
909,2023-01-20 10:49:56.334937,116331477,OSD1_TEMP_EN,0,0
910,2023-01-20 10:49:56.335084,116331638,OSD1_TEMP_X,0,0
911,2023-01-20 10:49:56.335282,116331856,OSD1_TEMP_Y,0,0
912,2023-01-20 10:49:56.336373,116333055,OSD1_TEMP_Y,0,0
913,2023-01-20 10:49:56.336579,116333282,OSD1_HDOP_EN,0,0
914,2023-01-20 10:49:56.336743,116333462,OSD1_HDOP_X,0,0
915,2023-01-20 10:49:56.336895,116333629,OSD1_HDOP_Y,0,0
916,2023-01-20 10:49:56.337100,116333855,OSD1_WAYPOINT_EN,0,0
917,2023-01-20 10:49:56.337255,116334025,OSD1_WAYPOINT_X,0,0
918,2023-01-20 10:49:56.338691,116335604,OSD1_WAYPOINT_X,0,0
919,2023-01-20 10:49:56.338897,116335830,OSD1_WAYPOINT_Y,0,0
920,2023-01-20 10:49:56.339054,116336003,OSD1_XTRACK_EN,0,0
921,2023-01-20 10:49:56.339258,116336228,OSD1_XTRACK_X,0,0
922,2023-01-20 10:49:56.339425,116336411,OSD1_XTRACK_Y,0,0
923,2023-01-20 10:49:56.339601,116336604,OSD1_DIST_EN,0,0
924,2023-01-20 10:49:56.340930,116338066,OSD1_DIST_EN,0,0
925,2023-01-20 10:49:56.341133,116338289,OSD1_DIST_X,22,0
926,2023-01-20 10:49:56.341295,116338467,OSD1_DIST_Y,11,0
927,2023-01-20 10:49:56.341471,116338661,OSD1_STATS_EN,0,0
928,2023-01-20 10:49:56.341682,116338893,OSD1_STATS_X,0,0
929,2023-01-20 10:49:56.341844,116339071,OSD1_STATS_Y,0,0
930,2023-01-20 10:49:56.343207,116340569,OSD1_STATS_Y,0,0
931,2023-01-20 10:49:56.343371,116340750,OSD1_FLTIME_EN,0,0
932,2023-01-20 10:49:56.343583,116340982,OSD1_FLTIME_X,23,0
933,2023-01-20 10:49:56.343794,116341215,OSD1_FLTIME_Y,10,0
934,2023-01-20 10:49:56.343972,116341410,OSD1_CLIMBEFF_EN,0,0
935,2023-01-20 10:49:56.344163,116341620,OSD1_CLIMBEFF_X,0,0
939,2023-01-20 10:49:56.345950,116343585,OSD1_CLIMBEFF_X,0,0
940,2023-01-20 10:49:56.346167,116343823,OSD1_CLIMBEFF_Y,0,0
941,2023-01-20 10:49:56.346340,116344014,OSD1_EFF_EN,0,0
942,2023-01-20 10:49:56.346586,116344284,OSD1_EFF_X,22,0
943,2023-01-20 10:49:56.346768,116344484,OSD1_EFF_Y,10,0
947,2023-01-20 10:49:56.347942,116345775,OSD1_EFF_Y,10,0
948,2023-01-20 10:49:56.348149,116346003,OSD1_BTEMP_EN,0,0
949,2023-01-20 10:49:56.348378,116346254,OSD1_BTEMP_X,0,0
950,2023-01-20 10:49:56.348566,116346461,OSD1_BTEMP_Y,0,0
951,2023-01-20 10:49:56.348761,116346675,OSD1_ATEMP_EN,0,0
974,2023-01-20 10:49:56.350478,116348563,OSD1_ATEMP_EN,0,0
975,2023-01-20 10:49:56.350724,116348834,OSD1_ATEMP_X,0,0
976,2023-01-20 10:49:56.350907,116349035,OSD1_ATEMP_Y,0,0
977,2023-01-20 10:49:56.351145,116349296,OSD1_BAT2_VLT_EN,0,0
978,2023-01-20 10:49:56.351339,116349510,OSD1_BAT2_VLT_X,0,0
979,2023-01-20 10:49:56.352286,116350551,OSD1_BAT2_VLT_X,0,0
980,2023-01-20 10:49:56.352538,116350828,OSD1_BAT2_VLT_Y,0,0
