LineNo,UTC_Approx,TimeUS,C,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23
6845,2023-01-20 10:50:10.638947,130667009,0,1.20642E-10,7.414257E-07,7.659838E-07,1.622731E-08,0.001171421,0.0001844503,0.001212293,0.001289834,0.001365051,0.00121194,0,0
7004,2023-01-20 10:50:11.138863,131167011,0,1.21563E-10,7.386699E-07,7.64192E-07,1.569572E-08,0.001110562,0.0001674775,0.001143076,0.001182524,0.00127408,0.001143188,0,0
7168,2023-01-20 10:50:11.638903,131667000,0,1.224583E-10,7.362122E-07,7.626582E-07,1.5129E-08,0.001081929,0.0001530021,0.001105305,0.001088486,0.001117032,0.001104961,0,0
7327,2023-01-20 10:50:12.138860,132166996,0,1.23339E-10,7.35079E-07,7.618667E-07,1.465931E-08,0.001070718,0.0001415066,0.001087864,0.0010433,0.001029424,0.001087441,0,0
7491,2023-01-20 10:50:12.638896,132667000,0,1.241953E-10,7.338585E-07,7.60963E-07,1.416163E-08,0.00106109,0.0001316217,0.001073837,0.0009992555,0.0009308255,0.001072955,0,0
7651,2023-01-20 10:50:13.138870,133167001,0,1.25028E-10,7.329476E-07,7.601462E-07,1.374919E-08,0.001054789,0.0001234336,0.001067957,0.0009770419,0.0008794109,0.001066683,0,0
7815,2023-01-20 10:50:13.638903,133666995,0,1.258188E-10,7.317242E-07,7.585706E-07,1.32901E-08,0.001042085,0.0001162092,0.001065623,0.0009510436,0.0008254538,0.001063907,0,0
7976,2023-01-20 10:50:14.138845,134167003,0,1.265747E-10,7.304959E-07,7.566223E-07,1.29116E-08,0.001002711,0.0001096008,0.001062921,0.0009128203,0.0007832753,0.001061008,0,0
8141,2023-01-20 10:50:14.638898,134666996,0,1.273161E-10,7.286866E-07,7.542387E-07,1.256175E-08,0.000983304,0.0001039446,0.001058698,0.0008952124,0.0007617279,0.001056577,0,0
8300,2023-01-20 10:50:15.138827,135167003,0,1.280204E-10,7.264814E-07,7.516797E-07,1.225037E-08,0.0009742431,9.897975E-05,0.001052936,0.0008869199,0.0007525352,0.001050936,0,0
8464,2023-01-20 10:50:15.638904,135667005,0,1.287003E-10,7.22729E-07,7.47531E-07,1.192497E-08,0.0009627425,9.444563E-05,0.001045666,0.0008769068,0.0007432375,0.001043851,0,0
8623,2023-01-20 10:50:16.138900,136167016,0,1.29352E-10,7.194263E-07,7.438168E-07,1.165313E-08,0.0009456503,9.02354E-05,0.001039789,0.0008621762,0.0007315293,0.001038452,0,0
8787,2023-01-20 10:50:16.638904,136666995,0,1.300841E-10,7.143804E-07,7.365922E-07,1.138265E-08,0.0007894996,8.471902E-05,0.001028958,0.0007301722,0.0006287986,0.00102906,0,0
8946,2023-01-20 10:50:17.138909,137167011,0,1.309891E-10,7.084225E-07,7.270216E-07,1.11506E-08,0.0005173766,7.780563E-05,0.001019419,0.0004917578,0.0004351664,0.001022262,0,0
9110,2023-01-20 10:50:17.638915,137666995,0,1.319416E-10,6.927995E-07,7.090716E-07,1.090187E-08,0.0003258187,7.184426E-05,0.00101419,0.0003148449,0.0002853229,0.001019086,0,0
9270,2023-01-20 10:50:18.132253,138167002,0,1.328882E-10,6.731253E-07,6.88351E-07,1.0681E-08,0.000207099,6.704598E-05,0.00101209,0.0001998859,0.0001856221,0.001017687,0,0
9434,2023-01-20 10:50:18.619396,138667000,0,1.337893E-10,6.245077E-07,6.393539E-07,1.043031E-08,0.0001365325,6.326022E-05,0.001011463,0.0001303252,0.0001239891,0.001016587,0,0
9595,2023-01-20 10:50:19.119303,139166998,0,1.347052E-10,5.880635E-07,6.028717E-07,1.022986E-08,0.0001000524,6.016799E-05,0.001011039,9.412044E-05,9.106248E-05,0.001015814,0,0
9759,2023-01-20 10:50:19.619174,139666998,0,1.356501E-10,5.323934E-07,5.462787E-07,1.001927E-08,7.924256E-05,5.748301E-05,0.001009345,7.41129E-05,7.219034E-05,0.001013486,0,0
9918,2023-01-20 10:50:20.119149,140166999,0,1.365977E-10,4.961806E-07,5.093632E-07,9.843957E-09,6.645897E-05,5.509183E-05,0.001008064,6.195291E-05,6.056195E-05,0.001011753,0,0
10085,2023-01-20 10:50:20.619284,140667000,0,1.375508E-10,4.442109E-07,4.562472E-07,9.653779E-09,5.75019E-05,5.288306E-05,0.001006356,5.400989E-05,5.289743E-05,0.001009544,0,0
10244,2023-01-20 10:50:21.119177,141166996,0,1.384945E-10,4.099489E-07,4.211682E-07,9.487357E-09,5.140228E-05,5.086505E-05,0.001004044,4.831228E-05,4.732035E-05,0.001007051,0,0
10408,2023-01-20 10:50:21.619237,141667000,0,1.394253E-10,3.605974E-07,3.693497E-07,9.291891E-09,4.706706E-05,4.899978E-05,0.0009954822,4.415149E-05,4.322583E-05,0.0009986018,0,0
10567,2023-01-20 10:50:22.119158,142166999,0,1.403457E-10,3.314842E-07,3.380745E-07,9.122979E-09,4.340169E-05,4.728582E-05,0.0009867785,4.044313E-05,3.948336E-05,0.0009900242,0,0
10731,2023-01-20 10:50:22.619219,142666999,0,1.410609E-10,2.929903E-07,2.964175E-07,8.918285E-09,3.860713E-05,4.56417E-05,0.0009686986,3.563387E-05,3.465939E-05,0.0009718844,0,0
10890,2023-01-20 10:50:23.119206,143167019,0,1.416728E-10,2.727293E-07,2.743591E-07,8.759241E-09,3.520451E-05,4.40565E-05,0.0009168696,3.17789E-05,3.058051E-05,0.0009200726,0,0
11055,2023-01-20 10:50:23.619204,143667008,0,1.423518E-10,2.520329E-07,2.517343E-07,8.593029E-09,3.313264E-05,4.234983E-05,0.0008547726,2.941758E-05,2.776267E-05,0.000857914,0,0
11217,2023-01-20 10:50:24.119210,144166999,0,1.430591E-10,2.392653E-07,2.379338E-07,8.45534E-09,3.16207E-05,4.061679E-05,0.0007901164,2.785045E-05,2.57685E-05,0.0007929172,0,0
11383,2023-01-20 10:50:24.619247,144666995,0,1.437492E-10,2.253354E-07,2.232902E-07,8.30352E-09,3.063701E-05,3.871241E-05,0.0007502672,2.675269E-05,2.412389E-05,0.0007528845,0,0
11543,2023-01-20 10:50:25.119153,145167012,0,1.444492E-10,2.178798E-07,2.157917E-07,8.185121E-09,2.987119E-05,3.723324E-05,0.0007275089,2.583829E-05,2.280175E-05,0.0007300844,0,0
11708,2023-01-20 10:50:25.619174,145666997,0,1.450656E-10,2.092139E-07,2.072119E-07,8.055355E-09,2.697282E-05,3.597861E-05,0.0006640317,2.370695E-05,2.153303E-05,0.0006661413,0,0
11868,2023-01-20 10:50:26.119153,146167002,0,1.454922E-10,2.044821E-07,2.02425E-07,7.954939E-09,2.359855E-05,3.497943E-05,0.0005492039,2.157958E-05,2.051878E-05,0.000550819,0,0
12032,2023-01-20 10:50:26.619179,146667011,0,1.455078E-10,1.984482E-07,1.964152E-07,7.843637E-09,2.15228E-05,3.363081E-05,0.0004916954,2.027965E-05,1.97566E-05,0.0004931236,0,0
12191,2023-01-20 10:50:27.119123,147167002,0,1.457221E-10,1.951778E-07,1.932978E-07,7.751892E-09,2.038874E-05,3.237064E-05,0.0004800928,1.942131E-05,1.910795E-05,0.0004815295,0,0
12355,2023-01-20 10:50:27.599494,147666995,0,1.460625E-10,1.928988E-07,1.912597E-07,7.666688E-09,1.953315E-05,3.126071E-05,0.0004767264,1.871958E-05,1.854401E-05,0.0004781785,0,0
12515,2023-01-20 10:50:28.099333,148167002,0,1.462004E-10,1.898154E-07,1.88568E-07,7.569474E-09,1.873584E-05,3.001213E-05,0.0004738039,1.812211E-05,1.80707E-05,0.0004752358,0,0
12680,2023-01-20 10:50:28.617436,148666995,0,1.464487E-10,1.874296E-07,1.865577E-07,7.474149E-09,1.799259E-05,2.891024E-05,0.0004699064,1.759599E-05,1.765795E-05,0.0004712748,0,0
12841,2023-01-20 10:50:29.099230,149167018,0,1.468962E-10,1.860073E-07,1.854496E-07,7.389441E-09,1.738019E-05,2.804698E-05,0.0004673327,1.715112E-05,1.72977E-05,0.0004686175,0,0
13006,2023-01-20 10:50:29.599173,149666998,0,1.474038E-10,1.84785E-07,1.845442E-07,7.306975E-09,1.685428E-05,2.728278E-05,0.0004658686,1.675457E-05,1.697409E-05,0.000467081,0,0
13165,2023-01-20 10:50:30.099144,150166998,0,1.47843E-10,1.833038E-07,1.834125E-07,7.215469E-09,1.640361E-05,2.65073E-05,0.0004653645,1.640545E-05,1.668353E-05,0.0004665797,0,0
13329,2023-01-20 10:50:30.599179,150667008,0,1.483765E-10,1.822964E-07,1.827134E-07,7.133005E-09,1.597572E-05,2.587188E-05,0.0004638404,1.609848E-05,1.642824E-05,0.0004649869,0,0
13489,2023-01-20 10:50:31.099185,151166998,0,1.488588E-10,1.811525E-07,1.818648E-07,7.043863E-09,1.558073E-05,2.524862E-05,0.000462067,1.583179E-05,1.619866E-05,0.0004631596,0,0
13652,2023-01-20 10:50:31.599145,151667008,0,1.493662E-10,1.802778E-07,1.812742E-07,6.964943E-09,1.523624E-05,2.471101E-05,0.0004599593,1.558987E-05,1.599544E-05,0.0004609569,0,0
13813,2023-01-20 10:50:32.099144,152167000,0,1.498489E-10,1.792737E-07,1.805128E-07,6.880315E-09,1.494818E-05,2.419083E-05,0.0004593475,1.536653E-05,1.580074E-05,0.0004603216,0,0
13976,2023-01-20 10:50:32.599133,152666999,0,1.503014E-10,1.784043E-07,1.798718E-07,6.803763E-09,1.471423E-05,2.372154E-05,0.0004592145,1.518226E-05,1.56313E-05,0.000460176,0,0
14136,2023-01-20 10:50:33.099151,153167004,0,1.507174E-10,1.773927E-07,1.790276E-07,6.722201E-09,1.4467E-05,2.327131E-05,0.0004589249,1.499358E-05,1.546291E-05,0.0004598816,0,0
14302,2023-01-20 10:50:33.599173,153666999,0,1.511021E-10,1.764919E-07,1.782947E-07,6.647753E-09,1.427274E-05,2.285028E-05,0.000458399,1.483233E-05,1.531222E-05,0.0004593784,0,0
14464,2023-01-20 10:50:34.099117,154166995,0,1.513818E-10,1.753468E-07,1.772276E-07,6.568639E-09,1.408723E-05,2.2444E-05,0.0004581441,1.467943E-05,1.516138E-05,0.0004591467,0,0
14627,2023-01-20 10:50:34.599256,154666999,0,1.516107E-10,1.743356E-07,1.763151E-07,6.497561E-09,1.39419E-05,2.205647E-05,0.0004571789,1.455143E-05,1.502945E-05,0.0004582237,0,0
14790,2023-01-20 10:50:35.099185,155167007,0,1.51737E-10,1.729551E-07,1.748995E-07,6.41964E-09,1.37853E-05,2.167445E-05,0.0004560489,1.440397E-05,1.488566E-05,0.0004571525,0,0
14953,2023-01-20 10:50:35.599270,155667009,0,1.517875E-10,1.717155E-07,1.737006E-07,6.348434E-09,1.364152E-05,2.13071E-05,0.0004556035,1.426805E-05,1.4765E-05,0.0004567083,0,0
15113,2023-01-20 10:50:36.099195,156167000,0,1.517359E-10,1.701928E-07,1.721729E-07,6.274572E-09,1.349455E-05,2.094321E-05,0.0004536198,1.411376E-05,1.464288E-05,0.0004546978,0,0
15276,2023-01-20 10:50:36.599272,156667003,0,1.516058E-10,1.688519E-07,1.709147E-07,6.207752E-09,1.338062E-05,2.059149E-05,0.0004481692,1.398063E-05,1.454222E-05,0.0004491986,0,0
15436,2023-01-20 10:50:37.099170,157166999,0,1.512243E-10,1.668793E-07,1.689313E-07,6.131705E-09,1.328473E-05,2.019976E-05,0.0004373816,1.380677E-05,1.443006E-05,0.0004383883,0,0
15599,2023-01-20 10:50:37.599283,157666995,0,1.507447E-10,1.652694E-07,1.674082E-07,6.064249E-09,1.319335E-05,1.980312E-05,0.0004233983,1.364523E-05,1.434246E-05,0.000424362,0,0
15760,2023-01-20 10:50:38.090253,158166998,0,1.498737E-10,1.6327E-07,1.654144E-07,5.990066E-09,1.309822E-05,1.932039E-05,0.0004051382,1.343879E-05,1.425342E-05,0.0004060575,0,0
15923,2023-01-20 10:50:38.579366,158667008,0,1.490512E-10,1.617424E-07,1.639674E-07,5.92681E-09,1.30325E-05,1.886222E-05,0.0003801186,1.327058E-05,1.418213E-05,0.0003810296,0,0
16087,2023-01-20 10:50:39.090212,159166999,0,1.477577E-10,1.599884E-07,1.622151E-07,5.858373E-09,1.298333E-05,1.831757E-05,0.0003574509,1.308234E-05,1.411345E-05,0.000358383,0,0
16249,2023-01-20 10:50:39.579274,159667017,0,1.468329E-10,1.587625E-07,1.610792E-07,5.80311E-09,1.292646E-05,1.788277E-05,0.0003428333,1.294673E-05,1.406246E-05,0.0003437632,0,0
16412,2023-01-20 10:50:40.079200,160167008,0,1.457929E-10,1.572439E-07,1.595535E-07,5.740882E-09,1.286964E-05,1.741366E-05,0.0003340748,1.279409E-05,1.40114E-05,0.0003349947,0,0
16575,2023-01-20 10:50:40.579205,160667027,0,1.452167E-10,1.561832E-07,1.585569E-07,5.690596E-09,1.280488E-05,1.707941E-05,0.0003286953,1.268593E-05,1.397056E-05,0.0003295989,0,0
16738,2023-01-20 10:50:41.079172,161166995,0,1.446965E-10,1.547435E-07,1.571456E-07,5.631532E-09,1.273639E-05,1.675367E-05,0.0003256924,1.257156E-05,1.39228E-05,0.0003265694,0,0
16901,2023-01-20 10:50:41.579227,161667041,0,1.442385E-10,1.53739E-07,1.562902E-07,5.585842E-09,1.26924E-05,1.651354E-05,0.0003224245,1.250098E-05,1.38832E-05,0.0003233094,0,0
17064,2023-01-20 10:50:42.079186,162166995,0,1.437045E-10,1.523317E-07,1.55109E-07,5.532456E-09,1.264978E-05,1.628281E-05,0.0003190519,1.24319E-05,1.383264E-05,0.0003199445,0,0
17227,2023-01-20 10:50:42.579208,162667029,0,1.430134E-10,1.512604E-07,1.543133E-07,5.489403E-09,1.261878E-05,1.607886E-05,0.0003161389,1.237494E-05,1.379104E-05,0.0003170607,0,0
17390,2023-01-20 10:50:43.079159,163166995,0,1.419957E-10,1.498054E-07,1.532697E-07,5.4397E-09,1.259146E-05,1.588277E-05,0.0003137265,1.232059E-05,1.373382E-05,0.0003146874,0,0
17554,2023-01-20 10:50:43.579216,163667036,0,1.4092E-10,1.486598E-07,1.525586E-07,5.399179E-09,1.256096E-05,1.5695E-05,0.0003119586,1.227249E-05,1.368542E-05,0.0003129527,0,0
17719,2023-01-20 10:50:44.079194,164167007,0,1.394273E-10,1.469897E-07,1.515795E-07,5.350508E-09,1.253281E-05,1.550578E-05,0.0003093201,1.222276E-05,1.361377E-05,0.0003103675,0,0
17883,2023-01-20 10:50:44.579269,164667018,0,1.381531E-10,1.456533E-07,1.509075E-07,5.310866E-09,1.250842E-05,1.532215E-05,0.000305534,1.217781E-05,1.35585E-05,0.000306639,0,0
18046,2023-01-20 10:50:45.079178,165167004,0,1.368135E-10,1.440088E-07,1.501465E-07,5.26708E-09,1.248009E-05,1.514007E-05,0.0003000375,1.212999E-05,1.349559E-05,0.0003012095,0,0
18209,2023-01-20 10:50:45.579194,165667026,0,1.356876E-10,1.426612E-07,1.49623E-07,5.231914E-09,1.245677E-05,1.496382E-05,0.0002944615,1.208284E-05,1.344862E-05,0.0002957045,0,0
18372,2023-01-20 10:50:46.079165,166166996,0,1.342927E-10,1.410091E-07,1.490293E-07,5.19295E-09,1.243204E-05,1.478679E-05,0.0002914156,1.203245E-05,1.339267E-05,0.0002927249,0,0
18535,2023-01-20 10:50:46.579286,166667030,0,1.330289E-10,1.396799E-07,1.48606E-07,5.162318E-09,1.240715E-05,1.461525E-05,0.0002898019,1.198857E-05,1.334531E-05,0.000291164,0,0
18698,2023-01-20 10:50:47.059345,167167001,0,1.314383E-10,1.381036E-07,1.481111E-07,5.129595E-09,1.23838E-05,1.44368E-05,0.0002884135,1.194143E-05,1.328451E-05,0.0002898355,0,0
18860,2023-01-20 10:50:47.559395,167666997,0,1.301823E-10,1.369674E-07,1.478072E-07,5.106141E-09,1.236624E-05,1.427104E-05,0.0002871555,1.190259E-05,1.32431E-05,0.0002886285,0,0
19023,2023-01-20 10:50:48.059368,168167008,0,1.284451E-10,1.354875E-07,1.473915E-07,5.078191E-09,1.233486E-05,1.409305E-05,0.0002866759,1.184985E-05,1.318392E-05,0.0002881908,0,0
19186,2023-01-20 10:50:48.559275,168667002,0,1.268239E-10,1.341862E-07,1.47057E-07,5.054468E-09,1.230916E-05,1.391931E-05,0.0002861907,1.180174E-05,1.312961E-05,0.0002877477,0,0
19352,2023-01-20 10:50:49.059133,169167000,0,1.247102E-10,1.325537E-07,1.466147E-07,5.026494E-09,1.229455E-05,1.37266E-05,0.0002848698,1.174578E-05,1.305365E-05,0.0002865008,0,0
19515,2023-01-20 10:50:49.559187,169666997,0,1.233364E-10,1.313207E-07,1.463306E-07,5.006481E-09,1.228639E-05,1.35622E-05,0.000283225,1.170949E-05,1.30017E-05,0.0002849258,0,0
19678,2023-01-20 10:50:50.059158,170167008,0,1.217254E-10,1.297729E-07,1.459367E-07,4.982228E-09,1.227737E-05,1.339036E-05,0.0002812529,1.16674E-05,1.293592E-05,0.0002830426,0,0
19883,2023-01-20 10:50:50.559247,170666995,0,1.207166E-10,1.2854E-07,1.45662E-07,4.963923E-09,1.226925E-05,1.324313E-05,0.0002787868,1.163747E-05,1.28933E-05,0.0002806557,0,0
20046,2023-01-20 10:50:51.059155,171167002,0,1.197551E-10,1.271775E-07,1.453385E-07,4.943808E-09,1.225618E-05,1.310125E-05,0.0002772128,1.160634E-05,1.285017E-05,0.0002791573,0,0
20209,2023-01-20 10:50:51.559181,171667007,0,1.1894E-10,1.260443E-07,1.450929E-07,4.927976E-09,1.224796E-05,1.2969E-05,0.00027596,1.157991E-05,1.282001E-05,0.0002779646,0,0
20372,2023-01-20 10:50:52.059134,172166995,0,1.180876E-10,1.247705E-07,1.447963E-07,4.9101E-09,1.224048E-05,1.283813E-05,0.0002743104,1.155302E-05,1.278644E-05,0.0002763823,0,0
20535,2023-01-20 10:50:52.559254,172667004,0,1.173907E-10,1.236848E-07,1.445676E-07,4.896046E-09,1.222294E-05,1.271525E-05,0.0002734062,1.152471E-05,1.275655E-05,0.0002755426,0,0
20698,2023-01-20 10:50:53.059171,173167004,0,1.166165E-10,1.223548E-07,1.442483E-07,4.878016E-09,1.220371E-05,1.25927E-05,0.0002725588,1.149368E-05,1.272049E-05,0.0002747603,0,0
20861,2023-01-20 10:50:53.559175,173667002,0,1.160023E-10,1.21353E-07,1.440382E-07,4.86608E-09,1.218917E-05,1.247703E-05,0.0002717647,1.146673E-05,1.269585E-05,0.0002740261,0,0
21027,2023-01-20 10:50:54.053754,174166995,0,1.152308E-10,1.202918E-07,1.438038E-07,4.85297E-09,1.217586E-05,1.236219E-05,0.0002713032,1.144143E-05,1.26701E-05,0.0002736005,0,0
21191,2023-01-20 10:50:54.559233,174667005,0,1.142997E-10,1.194052E-07,1.436221E-07,4.843063E-09,1.215904E-05,1.224823E-05,0.0002709049,1.141851E-05,1.264432E-05,0.0002732041,0,0
21354,2023-01-20 10:50:55.059165,175167004,0,1.13333E-10,1.183847E-07,1.433878E-07,4.830117E-09,1.214731E-05,1.213465E-05,0.0002705052,1.139474E-05,1.261358E-05,0.0002728258,0,0
21517,2023-01-20 10:50:55.559224,175667001,0,1.124738E-10,1.174977E-07,1.431979E-07,4.819658E-09,1.214435E-05,1.202474E-05,0.000269417,1.137539E-05,1.258834E-05,0.0002717735,0,0
21680,2023-01-20 10:50:56.059136,176166995,0,1.116578E-10,1.165075E-07,1.429709E-07,4.806757E-09,1.214192E-05,1.191775E-05,0.0002674459,1.135693E-05,1.256006E-05,0.0002698564,0,0
21843,2023-01-20 10:50:56.539099,176667009,0,1.109925E-10,1.156996E-07,1.428009E-07,4.797544E-09,1.213751E-05,1.181553E-05,0.0002652171,1.133807E-05,1.253925E-05,0.0002676867,0,0
22006,2023-01-20 10:50:57.043371,177166995,0,1.103424E-10,1.147977E-07,1.426046E-07,4.78603E-09,1.21273E-05,1.171608E-05,0.0002639653,1.131386E-05,1.251775E-05,0.0002664962,0,0
22168,2023-01-20 10:50:57.539034,177667002,0,1.097443E-10,1.140632E-07,1.424538E-07,4.778275E-09,1.211877E-05,1.161933E-05,0.0002628193,1.129195E-05,1.24984E-05,0.000265408,0,0
22331,2023-01-20 10:50:58.038917,178166999,0,1.090463E-10,1.132525E-07,1.422718E-07,4.768479E-09,1.210871E-05,1.152429E-05,0.0002624335,1.127102E-05,1.247719E-05,0.0002650542,0,0
22494,2023-01-20 10:50:58.538968,178667006,0,1.083706E-10,1.126333E-07,1.421441E-07,4.763056E-09,1.210101E-05,1.143132E-05,0.0002619884,1.125192E-05,1.245774E-05,0.0002646475,0,0
22660,2023-01-20 10:50:59.038879,179166999,0,1.076087E-10,1.118967E-07,1.419673E-07,4.7545E-09,1.209535E-05,1.133959E-05,0.000261517,1.123488E-05,1.243656E-05,0.0002641921,0,0
22823,2023-01-20 10:50:59.538900,179667003,0,1.067999E-10,1.112472E-07,1.418156E-07,4.747698E-09,1.208936E-05,1.124955E-05,0.0002611277,1.121923E-05,1.241456E-05,0.0002638137,0,0
22986,2023-01-20 10:51:00.038895,180167008,0,1.060059E-10,1.105253E-07,1.416372E-07,4.738939E-09,1.208174E-05,1.116156E-05,0.0002608635,1.120216E-05,1.23903E-05,0.000263567,0,0
23149,2023-01-20 10:51:00.538910,180666998,0,1.052301E-10,1.099229E-07,1.414951E-07,4.732926E-09,1.207571E-05,1.107519E-05,0.0002604871,1.118662E-05,1.236511E-05,0.000263218,0,0
23312,2023-01-20 10:51:01.038899,181166999,0,1.044882E-10,1.092088E-07,1.413125E-07,4.724033E-09,1.207287E-05,1.099014E-05,0.0002590803,1.116974E-05,1.234245E-05,0.0002618518,0,0
23475,2023-01-20 10:51:01.538930,181667003,0,1.038675E-10,1.086432E-07,1.411834E-07,4.719115E-09,1.206583E-05,1.090652E-05,0.0002570048,1.114818E-05,1.232418E-05,0.0002598345,0,0
23638,2023-01-20 10:51:02.038868,182166999,0,1.032365E-10,1.079869E-07,1.410332E-07,4.712092E-09,1.205549E-05,1.082416E-05,0.0002557578,1.112261E-05,1.230381E-05,0.0002586439,0,0
23801,2023-01-20 10:51:02.538909,182666998,0,1.02601E-10,1.074584E-07,1.40918E-07,4.708263E-09,1.204706E-05,1.074392E-05,0.0002551571,1.110101E-05,1.228275E-05,0.0002580922,0,0
23964,2023-01-20 10:51:03.038918,183167016,0,1.01948E-10,1.068423E-07,1.407779E-07,4.702756E-09,1.204006E-05,1.066506E-05,0.0002545675,1.10798E-05,1.226229E-05,0.0002575431,0,0
24127,2023-01-20 10:51:03.538922,183666999,0,1.012915E-10,1.063445E-07,1.406727E-07,4.70009E-09,1.203251E-05,1.058792E-05,0.0002541893,1.105949E-05,1.224202E-05,0.0002572072,0,0
24293,2023-01-20 10:51:04.038878,184166995,0,1.006425E-10,1.057879E-07,1.405495E-07,4.69641E-09,1.202675E-05,1.05118E-05,0.0002536144,1.103976E-05,1.222173E-05,0.0002566708,0,0
24459,2023-01-20 10:51:04.538916,184667014,0,9.995503E-11,1.053018E-07,1.404422E-07,4.694283E-09,1.202484E-05,1.043678E-05,0.0002526861,1.102367E-05,1.220099E-05,0.0002557763,0,0
24622,2023-01-20 10:51:05.038898,185166995,0,9.919698E-11,1.047092E-07,1.403061E-07,4.6901E-09,1.202417E-05,1.036305E-05,0.0002518674,1.100865E-05,1.217901E-05,0.0002549783,0,0
