LineNo,UTC_Approx,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,Q1,Q2,Q3,Q4
63945,2023-01-20 10:53:04.980053,305367910,-1.23,-2.85,216.75,790.52,39.8014663,32.3806993,-0.3149344,0.02703572,-0.002393111,0.9487253
63978,2023-01-20 10:53:05.080052,305467901,-1.11,-2.57,216.92,790.73,39.8014619,32.3806952,-0.3163898,0.02437503,-0.002110921,0.9483137
64011,2023-01-20 10:53:05.180143,305567966,-0.96,-2.33,217.36,790.51,39.8014566,32.3806911,-0.3201402,0.02202082,-0.001482381,0.947113
64046,2023-01-20 10:53:05.280136,305667924,-0.64,-2.37,217.98,790.53,39.8014514,32.3806873,-0.3252678,0.02141161,0.001449175,0.9453784
64077,2023-01-20 10:53:05.380157,305767907,-0.51,-2.38,218.43,790.47,39.8014461,32.3806832,-0.32905,0.02111726,0.002590251,0.9440728
64110,2023-01-20 10:53:05.480169,305867913,-0.6,-2.34,218.66,790.38,39.8014399,32.3806797,-0.3308759,0.02107341,0.00182454,0.9434372
64141,2023-01-20 10:53:05.580150,305967896,-0.41,-2.5,218.56,790.38,39.8014343,32.3806756,-0.3301104,0.0217962,0.003810133,0.943683
64176,2023-01-20 10:53:05.680105,306067884,-0.65,-2.76,218.1,790.18,39.8014285,32.3806717,-0.3262219,0.02464603,0.002498113,0.9449686
64208,2023-01-20 10:53:05.780110,306167930,-1.23,-3.13,217.52,790.5,39.8014229,32.3806675,-0.3212333,0.02935901,-0.001365175,0.9465439
64242,2023-01-20 10:53:05.880078,306267941,-1.27,-3.47,217.24,790.57,39.8014183,32.3806638,-0.3188876,0.03228012,-0.0008506341,0.9472423
64273,2023-01-20 10:53:05.980008,306367915,-0.88,-3.8,217.38,790.46,39.801413,32.3806597,-0.3200954,0.03389039,0.003356391,0.946773
64306,2023-01-20 10:53:06.080051,306467898,-0.51,-4.07,217.63,790.76,39.8014075,32.3806558,-0.3222141,0.03510464,0.007180129,0.9459885
64339,2023-01-20 10:53:06.180150,306567910,-0.08,-4.04,217.93,790.79,39.8014021,32.3806517,-0.3247912,0.0335874,0.01079193,0.9451275
64374,2023-01-20 10:53:06.280169,306667928,-0.14,-3.56,218.14,790.42,39.8013958,32.3806478,-0.3266105,0.02981416,0.008961501,0.9446462
64404,2023-01-20 10:53:06.380122,306767901,-0.12,-3.17,218.15,790.49,39.8013901,32.3806437,-0.3266926,0.0265535,0.008067455,0.9447231
64437,2023-01-20 10:53:06.480162,306867962,-0.32,-2.69,217.88,790.54,39.8013862,32.3806394,-0.3244892,0.02319011,0.004961291,0.945592
64468,2023-01-20 10:53:06.580075,306967897,-0.53,-2.77,217.65,790.5,39.801381,32.3806352,-0.3225113,0.02440275,0.003359592,0.946245
64502,2023-01-20 10:53:06.680063,307067894,-0.81,-3.19,217.43,790.43,39.8013748,32.380631,-0.3205949,0.02871692,0.002192362,0.9467785
64534,2023-01-20 10:53:06.780098,307167934,-0.61,-3.85,217.37,790.44,39.8013693,32.3806267,-0.320051,0.03355329,0.005730034,0.9467886
64568,2023-01-20 10:53:06.880046,307267897,-0.9,-3.82,217.3,790.69,39.8013646,32.3806228,-0.3193839,0.03416029,0.003203253,0.9470041
64599,2023-01-20 10:53:06.980049,307367918,-1.56,-3.54,216.99,790.64,39.8013592,32.3806186,-0.3166764,0.03363646,-0.003145916,0.9479318
64632,2023-01-20 10:53:07.080076,307467901,-2.08,-3.63,216.62,790.5,39.8013541,32.3806143,-0.3134635,0.03582564,-0.007340983,0.9488958
64665,2023-01-20 10:53:07.180190,307567956,-1.97,-3.81,216.82,790.39,39.8013486,32.3806101,-0.3150828,0.03702214,-0.005790403,0.9483241
64699,2023-01-20 10:53:07.280177,307667922,-1.46,-3.79,217.51,790.16,39.8013436,32.3806058,-0.3209515,0.03546423,-0.001486501,0.9464302
64729,2023-01-20 10:53:07.380164,307767897,-0.98,-3.65,218.32,790.33,39.8013382,32.3806015,-0.3278682,0.0329238,0.002306567,0.9441468
64762,2023-01-20 10:53:07.480176,307867913,-0.73,-3.34,218.81,790.25,39.8013328,32.380598,-0.3319782,0.02968172,0.003697954,0.9428127
64842,2023-01-20 10:53:07.580158,307967902,-1,-3.36,218.75,790.18,39.8013273,32.3805938,-0.3314469,0.03061632,0.001486674,0.9429758
64876,2023-01-20 10:53:07.680125,308067902,-1.61,-3.36,218.56,790.4,39.8013218,32.3805895,-0.32967,0.03239161,-0.00361314,0.9435335
64909,2023-01-20 10:53:07.780136,308167952,-1.45,-3.47,218.72,790.6,39.8013162,32.3805853,-0.3310273,0.03279887,-0.001962328,0.943049
64943,2023-01-20 10:53:07.880065,308267908,-1.15,-3.45,219.22,790.63,39.8013105,32.3805816,-0.3352487,0.03178099,0.0006010717,0.9415932
64974,2023-01-20 10:53:07.980044,308367911,-0.44,-3.36,219.85,790.72,39.8013049,32.3805774,-0.3406006,0.02891514,0.00630989,0.9397422
65007,2023-01-20 10:53:08.080045,308467895,-0.05,-3.27,220.3,790.97,39.8012998,32.3805733,-0.3443837,0.02697959,0.009424847,0.9383939
65041,2023-01-20 10:53:08.180079,308567902,0.03,-3.2,220.44,790.91,39.8012942,32.3805693,-0.3455756,0.02616503,0.009955174,0.9379733
65077,2023-01-20 10:53:08.280128,308667928,0,-3.13,220.21,790.79,39.801289,32.3805649,-0.3436705,0.02564275,0.009467511,0.9386924
65107,2023-01-20 10:53:08.380132,308767912,0.11,-2.86,219.83,790.82,39.8012835,32.3805607,-0.340641,0.02316259,0.009457289,0.9398605
65140,2023-01-20 10:53:08.480154,308867959,0.15,-2.93,219.43,790.65,39.8012777,32.3805564,-0.3373383,0.02365697,0.009927613,0.9410338
65171,2023-01-20 10:53:08.580054,308967895,0,-2.67,219.1,790.8,39.8012721,32.3805521,-0.3345728,0.02202778,0.007845136,0.9420797
65205,2023-01-20 10:53:08.680055,309067893,-0.29,-2.55,218.88,790.72,39.8012671,32.3805487,-0.332705,0.02185646,0.004945443,0.9427647
65237,2023-01-20 10:53:08.780099,309167924,-0.22,-2.47,218.95,790.55,39.8012615,32.3805446,-0.3333378,0.02105386,0.005323153,0.9425573
65273,2023-01-20 10:53:08.880304,309268150,-0.15,-2.64,219.21,790.63,39.8012561,32.3805401,-0.3354546,0.0221778,0.006418951,0.9417734
65304,2023-01-20 10:53:08.980041,309367917,0.28,-2.74,219.59,790.6,39.8012506,32.380536,-0.3386421,0.02173865,0.01042149,0.9406064
65337,2023-01-20 10:53:09.080074,309467943,0.74,-2.48,220.04,790.69,39.8012462,32.3805323,-0.342465,0.01811033,0.01350928,0.9392589
65370,2023-01-20 10:53:09.180058,309567911,1.11,-2.61,220.3,790.61,39.8012409,32.3805282,-0.3446356,0.01808265,0.01699449,0.9384085
65405,2023-01-20 10:53:09.280093,309667930,0.99,-2.77,220.37,790.69,39.801235,32.3805239,-0.3451791,0.01971954,0.01650427,0.9381844
65435,2023-01-20 10:53:09.380080,309767901,0.77,-2.82,220.33,790.64,39.8012294,32.3805197,-0.3448443,0.02078885,0.01482552,0.9383125
65468,2023-01-20 10:53:09.480119,309867911,0.27,-2.68,220.29,790.52,39.8012245,32.3805154,-0.3444116,0.02115807,0.01034732,0.9385232
65499,2023-01-20 10:53:09.580142,309967902,0.12,-2.78,220.32,790.5,39.801219,32.3805111,-0.3446673,0.02241386,0.009379977,0.9384104
65533,2023-01-20 10:53:09.680121,310067902,0.26,-3.31,220.29,790.5,39.8012142,32.3805072,-0.34435,0.02635331,0.01214799,0.9383928
65565,2023-01-20 10:53:09.780153,310167968,0.06,-3.72,220.07,790.77,39.8012087,32.3805031,-0.3425011,0.0303938,0.01164515,0.9389535
65599,2023-01-20 10:53:09.880046,310267889,-0.32,-3.65,219.56,790.7,39.8012028,32.3804984,-0.3382221,0.03100374,0.008147575,0.9405202
65631,2023-01-20 10:53:09.980029,310367898,-0.78,-3.46,218.94,790.67,39.8011971,32.380494,-0.3329969,0.03075855,0.003578795,0.9424193
65664,2023-01-20 10:53:10.080066,310467889,-0.9,-3.28,218.35,790.7,39.8011917,32.3804904,-0.3281564,0.02967768,0.001976585,0.944155
65697,2023-01-20 10:53:10.180157,310567916,-0.61,-2.8,218.21,790.61,39.801186,32.3804862,-0.3271194,0.02491601,0.002957894,0.9446498
65732,2023-01-20 10:53:10.280186,310667932,-0.32,-2.6,218.3,790.75,39.80118,32.3804818,-0.3279398,0.02240235,0.004786842,0.9444208
65762,2023-01-20 10:53:10.380193,310767940,-0.21,-2.42,218.32,790.71,39.8011742,32.3804774,-0.3281485,0.02056808,0.005203311,0.9443879
65796,2023-01-20 10:53:10.480172,310867930,-0.58,-2.05,218.14,790.77,39.8011684,32.3804731,-0.3266062,0.01863258,0.001018297,0.9449763
65827,2023-01-20 10:53:10.580133,310967904,-1.24,-1.63,217.9,790.64,39.8011627,32.3804687,-0.324647,0.01698154,-0.00562237,0.9456661
65861,2023-01-20 10:53:10.680119,311067893,-1.38,-1.49,217.77,790.64,39.8011572,32.3804661,-0.3235671,0.0162211,-0.007186905,0.9460388
65893,2023-01-20 10:53:10.780150,311167923,-1.31,-1.44,217.61,790.64,39.8011514,32.3804621,-0.3222612,0.01562513,-0.006773455,0.9464976
65927,2023-01-20 10:53:10.880089,311267903,-1.16,-1.7,217.52,790.58,39.8011455,32.3804576,-0.3214889,0.01736581,-0.004824151,0.9467418
65958,2023-01-20 10:53:10.980064,311367929,-0.76,-1.77,217.52,790.64,39.8011396,32.3804534,-0.3215165,0.01686148,-0.001359496,0.9467528
65991,2023-01-20 10:53:11.072869,311467936,-0.84,-1.86,217.47,790.51,39.8011333,32.3804479,-0.3211253,0.01778123,-0.001756011,0.9468681
66024,2023-01-20 10:53:11.163868,311567916,-0.98,-1.46,217.33,790.58,39.8011272,32.3804432,-0.3199912,0.01488919,-0.004065122,0.9472948
66059,2023-01-20 10:53:11.260312,311667925,-1.27,-1.02,217.07,790.63,39.8011242,32.3804408,-0.3178323,0.01198942,-0.007732471,0.9480396
66089,2023-01-20 10:53:11.360284,311767896,-1.32,-0.56,216.87,790.72,39.8011188,32.3804365,-0.316173,0.008347712,-0.009400993,0.9486183
66122,2023-01-20 10:53:11.460321,311867928,-1.29,-0.72,216.81,790.62,39.8011137,32.380433,-0.3157021,0.009536038,-0.00873553,0.9487702
66153,2023-01-20 10:53:11.560303,311967902,-1.02,-1.28,216.85,790.52,39.8011084,32.3804289,-0.3160146,0.0134655,-0.004960346,0.9486458
66187,2023-01-20 10:53:11.660342,312067945,-1.22,-1.81,216.99,790.63,39.8011029,32.380425,-0.3170618,0.01836969,-0.005115194,0.9482132
66219,2023-01-20 10:53:11.760314,312167928,-1.25,-2.42,217.26,790.77,39.8010976,32.3804209,-0.3191978,0.02356533,-0.003633123,0.9473881
66253,2023-01-20 10:53:11.860253,312267911,-1.37,-2.79,217.56,790.8,39.8010922,32.3804172,-0.321597,0.0269477,-0.003509718,0.9464866
66284,2023-01-20 10:53:11.960196,312367920,-1.34,-3.24,217.81,790.61,39.801087,32.3804131,-0.3236209,0.03054687,-0.001905022,0.9456916
66318,2023-01-20 10:53:12.060143,312467883,-0.84,-3.37,218.05,790.55,39.8010818,32.3804095,-0.3256643,0.03022288,0.002650239,0.9449986
66351,2023-01-20 10:53:12.160198,312567921,-0.85,-3.79,218.21,790.75,39.8010767,32.3804055,-0.3269293,0.03372264,0.003814179,0.9444392
66386,2023-01-20 10:53:12.266896,312667929,-0.6,-3.88,218.25,790.79,39.8010709,32.3804014,-0.3273597,0.03372563,0.006083529,0.9442781
66416,2023-01-20 10:53:12.377999,312767932,-0.3,-3.71,218,790.64,39.8010657,32.3803971,-0.3253483,0.03153246,0.008004311,0.9450344
66449,2023-01-20 10:53:12.472867,312867923,-0.46,-3.84,217.6,790.69,39.8010592,32.3803929,-0.3220128,0.03303955,0.006919034,0.9461333
66480,2023-01-20 10:53:12.563714,312967898,-0.71,-4.12,217.15,790.7,39.801054,32.3803888,-0.3182144,0.03611791,0.005552772,0.9473143
66514,2023-01-20 10:53:12.660081,313067895,-1.05,-4.29,216.88,790.76,39.8010497,32.3803857,-0.3157803,0.03842407,0.003149254,0.9480488
66546,2023-01-20 10:53:12.760143,313167929,-1.27,-4.48,216.65,790.83,39.8010445,32.3803816,-0.3137572,0.04062884,0.001779112,0.9486319
66580,2023-01-20 10:53:12.860097,313267898,-1.49,-4.72,216.54,790.85,39.8010389,32.3803779,-0.3127165,0.04320864,0.0005126738,0.9488631
66611,2023-01-20 10:53:12.960117,313367962,-1.71,-4.85,216.49,790.59,39.8010338,32.3803738,-0.3122594,0.04487448,-0.0009174726,0.9489359
66644,2023-01-20 10:53:13.060132,313467958,-1.87,-5.3,216.56,790.85,39.8010272,32.3803701,-0.3126266,0.04908037,-0.0009672787,0.9486068
66677,2023-01-20 10:53:13.160151,313567917,-1.69,-5.34,216.83,790.77,39.8010217,32.380366,-0.3149393,0.04892014,0.0006953055,0.9478499
66712,2023-01-20 10:53:13.260188,313667922,-1.15,-5.38,217.2,790.79,39.8010159,32.3803619,-0.3182198,0.04773992,0.005465874,0.9467983
66742,2023-01-20 10:53:13.360167,313767889,-0.9,-4.86,217.58,790.7,39.8010105,32.3803577,-0.3215252,0.04268484,0.006219829,0.945918
66775,2023-01-20 10:53:13.460194,313867920,-0.7,-4.52,217.84,790.7,39.8010047,32.3803537,-0.3237884,0.0393395,0.00697516,0.9452856
66806,2023-01-20 10:53:13.560166,313967906,-0.29,-4.19,218.04,790.71,39.8009993,32.3803496,-0.3256677,0.03541983,0.009461464,0.9447733
66840,2023-01-20 10:53:13.660146,314067927,-0.46,-3.99,218.02,790.6,39.8009934,32.3803456,-0.3254642,0.03422983,0.007545478,0.9449044
66872,2023-01-20 10:53:13.760088,314167929,-0.67,-3.71,217.9,790.72,39.8009879,32.3803415,-0.3244641,0.03255155,0.004997729,0.9453245
66908,2023-01-20 10:53:13.860258,314268121,-0.46,-3.61,217.75,790.6,39.8009819,32.380337,-0.3232857,0.03113438,0.006345733,0.9457678
66939,2023-01-20 10:53:13.960052,314367914,-0.59,-3.59,217.46,790.72,39.8009764,32.3803328,-0.3208474,0.03136019,0.005110991,0.9465978
66972,2023-01-20 10:53:14.060081,314467910,-0.91,-3.33,217.06,790.5,39.8009708,32.3803288,-0.3175214,0.03010118,0.001633055,0.9477718
67006,2023-01-20 10:53:14.160140,314567914,-1.18,-2.96,216.67,790.7,39.8009653,32.3803246,-0.3142514,0.02784224,-0.001651231,0.94893
67042,2023-01-20 10:53:14.260210,314667956,-1.16,-2.97,216.23,790.57,39.8009591,32.3803201,-0.3105741,0.02786123,-0.001595775,0.9501394
67072,2023-01-20 10:53:14.360209,314767944,-1.54,-2.96,215.88,790.5,39.8009535,32.3803157,-0.307614,0.02874197,-0.004850259,0.9510646
67105,2023-01-20 10:53:14.460148,314867920,-1.64,-2.83,215.69,790.53,39.8009478,32.3803115,-0.3060394,0.02792681,-0.006099582,0.9515896
67136,2023-01-20 10:53:14.560062,314967903,-1.67,-2.76,215.64,790.66,39.8009422,32.3803071,-0.3056233,0.02746239,-0.00654972,0.9517338
67170,2023-01-20 10:53:14.660043,315067898,-1.77,-2.57,215.63,790.82,39.8009366,32.3803028,-0.3055649,0.02609809,-0.00784031,0.9517812
67202,2023-01-20 10:53:14.760092,315167926,-1.87,-2.65,215.68,790.5,39.8009312,32.3802984,-0.3059158,0.02706937,-0.008465942,0.951636
67236,2023-01-20 10:53:14.860066,315267900,-1.75,-2.48,215.99,790.38,39.800925,32.3802946,-0.3085965,0.02540225,-0.007879485,0.9508212
67267,2023-01-20 10:53:14.960100,315367948,-1.59,-2.4,216.31,790.54,39.8009194,32.3802903,-0.3113093,0.02427869,-0.00667084,0.9499751
67300,2023-01-20 10:53:15.060041,315467899,-1.42,-2.39,216.38,790.55,39.8009141,32.3802859,-0.3118542,0.02374182,-0.005249678,0.9498187
67333,2023-01-20 10:53:15.160049,315567913,-1.49,-2.32,216.28,790.42,39.8009087,32.3802816,-0.3110344,0.02329053,-0.006053149,0.9500939
67368,2023-01-20 10:53:15.260090,315667922,-1.48,-2.27,216.26,790.57,39.8009035,32.3802776,-0.3108663,0.02290727,-0.006178691,0.9501575
67398,2023-01-20 10:53:15.360125,315767900,-1.46,-2.23,216.07,790.53,39.800898,32.3802734,-0.3093718,0.02252709,-0.006094045,0.9506547
67431,2023-01-20 10:53:15.460162,315867911,-1.72,-2.14,215.81,790.61,39.8008935,32.3802697,-0.3071349,0.02247288,-0.008586298,0.9513619
67463,2023-01-20 10:53:15.560164,315967909,-1.8,-2.29,215.46,790.5,39.8008882,32.3802657,-0.3042029,0.02385226,-0.00887097,0.9522672
67497,2023-01-20 10:53:15.660161,316067942,-1.75,-2.67,215.31,790.46,39.8008829,32.3802613,-0.302907,0.02689869,-0.007475884,0.9526111
67529,2023-01-20 10:53:15.760073,316167918,-2,-3.12,215.33,790.43,39.8008775,32.3802571,-0.3029143,0.03125769,-0.008376484,0.9524683
67563,2023-01-20 10:53:15.860032,316267899,-2.31,-3.2,215.4,790.62,39.8008725,32.3802526,-0.303354,0.03281037,-0.01072208,0.9522525
67594,2023-01-20 10:53:15.960051,316367912,-2.29,-3.25,215.58,790.69,39.8008671,32.3802483,-0.3048696,0.03314121,-0.01040478,0.9517605
67627,2023-01-20 10:53:16.060075,316467900,-2.22,-3.5,215.83,790.62,39.8008608,32.3802446,-0.3069335,0.03506291,-0.009058174,0.9510418
67660,2023-01-20 10:53:16.160157,316567926,-2.11,-3.26,215.96,790.58,39.8008552,32.3802404,-0.3080964,0.03278508,-0.008731734,0.9507499
67695,2023-01-20 10:53:16.260187,316667965,-2.12,-3.05,215.86,790.63,39.8008503,32.3802359,-0.307297,0.03107072,-0.00939608,0.9510598
67726,2023-01-20 10:53:16.360056,316767885,-1.89,-2.97,215.65,790.51,39.8008449,32.3802317,-0.3056203,0.02978603,-0.007799951,0.9516554
67759,2023-01-20 10:53:16.460090,316867918,-2.2,-2.82,215.45,790.39,39.8008396,32.3802278,-0.3038929,0.02930505,-0.01084647,0.9521936
67790,2023-01-20 10:53:16.560102,316967893,-2.14,-3.05,215.21,790.35,39.8008343,32.3802236,-0.3018986,0.03107064,-0.009789087,0.9527833
67824,2023-01-20 10:53:16.660145,317067912,-2.21,-3,215,790.44,39.8008286,32.3802195,-0.3001172,0.03084669,-0.01051364,0.9533455
67856,2023-01-20 10:53:16.760177,317167930,-2.3,-3.12,214.86,790.3,39.8008232,32.3802153,-0.2989115,0.03207007,-0.011035,0.953678
67890,2023-01-20 10:53:16.860113,317267894,-2.23,-2.91,214.81,790.4,39.8008175,32.3802115,-0.2985829,0.03012069,-0.01101199,0.9538447
67921,2023-01-20 10:53:16.960122,317367959,-2.31,-2.9,214.91,790.34,39.800812,32.3802073,-0.299341,0.03026021,-0.01162756,0.9535954
67954,2023-01-20 10:53:17.060076,317467937,-2.06,-2.75,215.13,790.27,39.8008065,32.3802032,-0.3012863,0.02836765,-0.009951249,0.9530597
67987,2023-01-20 10:53:17.160050,317567913,-1.86,-2.53,215.37,790.23,39.8008011,32.380199,-0.3033595,0.02601577,-0.008790746,0.9524804
68022,2023-01-20 10:53:17.260091,317667928,-1.81,-2.47,215.61,790.26,39.800796,32.3801954,-0.3053752,0.02537722,-0.008466559,0.9518563
68052,2023-01-20 10:53:17.360111,317767904,-1.94,-2.32,215.61,790.14,39.8007908,32.3801913,-0.3054248,0.02449847,-0.009943349,0.9518491
68085,2023-01-20 10:53:17.460146,317867920,-1.95,-2.69,215.67,790.27,39.8007846,32.3801868,-0.30582,0.02762154,-0.00901048,0.951646
68116,2023-01-20 10:53:17.560163,317967936,-1.9,-2.96,215.88,790.12,39.800779,32.3801825,-0.3075621,0.02972514,-0.00787796,0.951031
68150,2023-01-20 10:53:17.660102,318067902,-1.67,-2.78,216.25,790.16,39.8007725,32.380179,-0.3107132,0.02765102,-0.006363741,0.9500801
68182,2023-01-20 10:53:17.760081,318167924,-1.44,-2.59,216.59,790.04,39.8007668,32.3801749,-0.3135871,0.02543312,-0.004831929,0.9492065
68216,2023-01-20 10:53:17.860032,318267892,-1.21,-2.12,216.78,790.18,39.8007614,32.3801708,-0.3152804,0.02091468,-0.004222813,0.9487587
68247,2023-01-20 10:53:17.960057,318367916,-1.1,-1.75,216.9,790.1,39.8007559,32.3801666,-0.3163652,0.01761513,-0.004319326,0.9484641
68280,2023-01-20 10:53:18.060062,318467896,-1.32,-1.37,216.92,790.05,39.8007501,32.3801634,-0.3165303,0.01503986,-0.0071738,0.948436
68313,2023-01-20 10:53:18.160104,318567898,-1.42,-1.41,216.88,790.1,39.8007446,32.3801594,-0.3161992,0.01567088,-0.007866714,0.9485307
68348,2023-01-20 10:53:18.260175,318667976,-1.47,-1.54,216.89,790.04,39.8007386,32.3801548,-0.3162136,0.01684114,-0.007912706,0.9485056
68378,2023-01-20 10:53:18.360063,318767901,-1.42,-2.02,217.09,790.14,39.8007332,32.3801505,-0.3177995,0.02070074,-0.006194207,0.9479117
68412,2023-01-20 10:53:18.460184,318868005,-1.29,-2.23,217.45,790.14,39.8007266,32.3801471,-0.3208255,0.02206919,-0.004477283,0.9468706
68443,2023-01-20 10:53:18.560127,318967896,-1.15,-2.1,217.82,789.99,39.800721,32.380143,-0.3238975,0.02062362,-0.003563077,0.9458606
68477,2023-01-20 10:53:18.660135,319067905,-0.43,-2.07,218.14,790.01,39.8007158,32.3801388,-0.3266649,0.0183621,0.002320794,0.944959
68509,2023-01-20 10:53:18.760132,319167938,-0.05,-1.95,218.47,789.98,39.8007104,32.3801346,-0.3294279,0.01627555,0.005198607,0.9440261
68544,2023-01-20 10:53:18.860385,319268230,0.07,-2,218.62,789.98,39.8007044,32.3801308,-0.3307181,0.0163161,0.006426767,0.9435667
68576,2023-01-20 10:53:18.960029,319367914,-0.1,-1.9,218.62,789.98,39.800699,32.3801268,-0.3306624,0.01596399,0.00461135,0.9436028
68609,2023-01-20 10:53:19.060055,319467910,-0.03,-2.02,218.6,789.99,39.8006934,32.3801228,-0.3305092,0.01680001,0.005519313,0.9436371
68642,2023-01-20 10:53:19.160125,319567903,0.03,-1.81,218.66,790.03,39.8006879,32.3801188,-0.3310038,0.01484003,0.00551814,0.9434966
68677,2023-01-20 10:53:19.260188,319667935,0.37,-1.78,218.67,790.04,39.800683,32.3801143,-0.33114,0.01362182,0.008237313,0.9434473
68707,2023-01-20 10:53:19.360156,319767902,0.26,-1.47,218.54,790.03,39.8006778,32.3801102,-0.3300806,0.01135414,0.006453338,0.9438624
68740,2023-01-20 10:53:19.460160,319867914,-0.14,-1.38,218.26,789.94,39.800672,32.3801061,-0.3277627,0.0118561,0.002785795,0.9446816
68770,2023-01-20 10:53:19.560171,319967939,-0.51,-1.45,218.09,789.87,39.8006666,32.380102,-0.3263152,0.0134817,-8.858021E-05,0.9451649
68804,2023-01-20 10:53:19.660110,320067914,-0.47,-1.78,218,789.88,39.8006613,32.3800977,-0.3255092,0.0160921,0.001203105,0.9454012
68836,2023-01-20 10:53:19.760068,320167923,-0.44,-1.77,218,789.92,39.800656,32.3800936,-0.3254951,0.01593551,0.001334505,0.9454085
68870,2023-01-20 10:53:19.854522,320267898,-0.2,-2.05,218.12,789.87,39.8006505,32.3800876,-0.3265248,0.01754555,0.004181436,0.9450165
68901,2023-01-20 10:53:19.945375,320367917,-0.32,-2.12,218.35,789.92,39.8006452,32.3800829,-0.3283839,0.01843321,0.003439704,0.9443582
68934,2023-01-20 10:53:20.044347,320467905,-0.86,-1.97,218.55,789.83,39.8006407,32.3800807,-0.3299465,0.01874167,-0.001452249,0.9438125
68967,2023-01-20 10:53:20.155686,320567958,-1.36,-1.85,218.67,789.93,39.8006353,32.3800766,-0.3308658,0.01918049,-0.005860513,0.9434646
69002,2023-01-20 10:53:20.260134,320667934,-1.33,-1.89,218.6,790.04,39.8006291,32.3800712,-0.330366,0.01946442,-0.005563246,0.9436358
69032,2023-01-20 10:53:20.360065,320767899,-1.52,-2.01,218.32,789.96,39.8006238,32.380067,-0.3279372,0.02097633,-0.006752295,0.9444425
69065,2023-01-20 10:53:20.460099,320867913,-1.73,-2.4,217.97,789.95,39.800618,32.3800629,-0.3249644,0.02472964,-0.007512507,0.945373
69097,2023-01-20 10:53:20.560156,320967915,-1.9,-2.2,217.54,790.03,39.8006125,32.3800587,-0.3214437,0.02359478,-0.009568996,0.9465863
69131,2023-01-20 10:53:20.660138,321067887,-2.11,-2.38,217.21,789.99,39.8006067,32.3800546,-0.3186491,0.02560512,-0.01085908,0.9474646
69164,2023-01-20 10:53:20.760157,321167926,-1.98,-2.12,216.94,789.99,39.8006011,32.3800504,-0.3164742,0.0230478,-0.01057436,0.9482622
69198,2023-01-20 10:53:20.860128,321267941,-2.05,-2.23,216.77,790.07,39.8005949,32.3800466,-0.3149824,0.02416104,-0.01085412,0.9487278
69229,2023-01-20 10:53:20.960043,321367915,-1.81,-1.92,216.64,789.98,39.8005892,32.3800426,-0.3140662,0.02088367,-0.009721337,0.9491215
69262,2023-01-20 10:53:21.054532,321467889,-1.58,-1.73,216.6,789.97,39.800585,32.3800383,-0.3137579,0.01868213,-0.008369196,0.9492823
69295,2023-01-20 10:53:21.145448,321567909,-1.25,-1.66,216.55,790,39.8005797,32.3800343,-0.3134637,0.01718092,-0.005829247,0.9494268
69330,2023-01-20 10:53:21.244494,321667930,-1.2,-1.72,216.62,789.98,39.8005745,32.3800307,-0.3139942,0.01761538,-0.005250541,0.9492469
69360,2023-01-20 10:53:21.355687,321767908,-1.34,-2.09,216.68,789.94,39.8005688,32.3800265,-0.3144473,0.02105072,-0.00534999,0.9490265
69393,2023-01-20 10:53:21.454691,321867961,-1.27,-1.83,216.75,789.92,39.8005628,32.3800215,-0.3150757,0.01869294,-0.005489745,0.9488665
69424,2023-01-20 10:53:21.545469,321967897,-1.21,-1.62,216.85,789.94,39.8005574,32.3800173,-0.3159441,0.01681201,-0.00561346,0.9486122
69457,2023-01-20 10:53:21.639944,322067893,-1.26,-1.49,216.97,790.05,39.8005527,32.3800142,-0.3169204,0.01584622,-0.006323778,0.9482986
69490,2023-01-20 10:53:21.739920,322167918,-1.28,-1.68,217.09,789.94,39.8005471,32.3800101,-0.3178985,0.01752613,-0.005951573,0.947944
69524,2023-01-20 10:53:21.839857,322267900,-1.29,-1.47,217.12,789.98,39.8005422,32.3800059,-0.3181524,0.01579714,-0.006637272,0.9478847
69555,2023-01-20 10:53:21.939830,322367912,-1.04,-1.37,217.13,789.92,39.8005368,32.3800018,-0.3183139,0.01424976,-0.004864975,0.9478658
69588,2023-01-20 10:53:22.039798,322467892,-1.26,-1.57,217.12,789.96,39.8005306,32.3799977,-0.3181422,0.016546,-0.006051989,0.9478793
69621,2023-01-20 10:53:22.139892,322567956,-1.18,-1.71,217.08,789.91,39.8005251,32.3799936,-0.3178617,0.01746518,-0.005065172,0.9479626
69656,2023-01-20 10:53:22.239873,322667928,-1.17,-1.61,217.05,789.99,39.8005195,32.3799897,-0.3175596,0.0166328,-0.005237481,0.948078
69686,2023-01-20 10:53:22.339813,322767890,-1.09,-1.61,217.06,789.95,39.800514,32.3799858,-0.3176763,0.01641835,-0.004572061,0.948046
69719,2023-01-20 10:53:22.439823,322867913,-0.94,-1.65,216.96,790,39.8005084,32.3799814,-0.3168879,0.01634506,-0.003254402,0.9483166
69750,2023-01-20 10:53:22.539816,322967902,-0.94,-1.62,216.96,789.93,39.8005029,32.3799773,-0.3168993,0.01603892,-0.00337329,0.9483176
69783,2023-01-20 10:53:22.639854,323067903,-0.95,-1.65,217,789.94,39.8004973,32.379973,-0.317174,0.01632199,-0.003297113,0.9482211
