LineNo,UTC_Approx,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,Q1,Q2,Q3,Q4
142875,2023-01-20 10:57:03.992527,544869886,-1.15,-5.58,214.59,789.68,39.8010897,32.3795935,-0.2965496,0.0495042,0.004851822,0.9537212
142909,2023-01-20 10:57:04.092533,544969864,-1.49,-5.42,214.28,789.82,39.8010827,32.3795896,-0.2938151,0.04904315,0.001523733,0.9546021
142940,2023-01-20 10:57:04.192572,545069872,-1.14,-4.94,214.36,789.69,39.801077,32.3795855,-0.2947138,0.04416859,0.00317739,0.954559
142975,2023-01-20 10:57:04.292507,545169825,-0.8,-4.48,214.52,789.83,39.8010713,32.3795811,-0.296286,0.0394122,0.004895995,0.9542732
143006,2023-01-20 10:57:04.392535,545269875,-0.79,-3.5,214.52,789.97,39.8010657,32.3795769,-0.2964445,0.03126979,0.002462057,0.9545348
143038,2023-01-20 10:57:04.492456,545369778,-0.94,-3.12,214.53,789.78,39.8010607,32.3795726,-0.2964875,0.02848965,0.000257792,0.9546117
143070,2023-01-20 10:57:04.592443,545469743,-1.38,-3.29,214.35,789.95,39.8010553,32.3795682,-0.2949052,0.03100863,-0.003054767,0.9550183
143104,2023-01-20 10:57:04.684116,545569738,-2.04,-3.42,214.09,790.15,39.8010503,32.3795644,-0.2924696,0.03380186,-0.008272291,0.9556414
143138,2023-01-20 10:57:04.775248,545669888,-2.47,-4.03,213.85,790.04,39.801045,32.3795602,-0.290195,0.03993212,-0.01036887,0.9560778
143171,2023-01-20 10:57:04.880613,545769745,-2.64,-4.6,213.63,790.08,39.8010412,32.379557,-0.2881123,0.0450755,-0.01046091,0.9564779
143202,2023-01-20 10:57:04.991603,545869779,-2.7,-4.85,213.54,789.89,39.801036,32.3795528,-0.287264,0.047302,-0.01035422,0.9566267
143235,2023-01-20 10:57:05.084085,545969783,-2.87,-5.22,213.64,789.56,39.8010299,32.3795483,-0.2879224,0.05089297,-0.01079951,0.9562395
143266,2023-01-20 10:57:05.175017,546069747,-2.93,-4.93,214.01,789.38,39.8010247,32.3795443,-0.2910999,0.04864899,-0.01187241,0.9553812
143301,2023-01-20 10:57:05.272647,546169800,-2.7,-4.72,214.47,789.53,39.8010194,32.3795409,-0.2951002,0.04634571,-0.01034979,0.9542854
143332,2023-01-20 10:57:05.372771,546269844,-2.45,-4.43,214.96,789.53,39.801014,32.3795368,-0.2993206,0.04336056,-0.008776314,0.9531265
143364,2023-01-20 10:57:05.472775,546369830,-2.26,-4.1,215.17,789.29,39.8010095,32.3795328,-0.3012468,0.04011593,-0.008019951,0.9526682
143445,2023-01-20 10:57:05.572683,546469741,-2.3,-3.91,215.18,789.29,39.8010043,32.3795288,-0.3013487,0.03860803,-0.008832878,0.9526911
143479,2023-01-20 10:57:05.672668,546569749,-2.46,-4.25,215.04,789.53,39.8009989,32.3795249,-0.3000909,0.04185862,-0.009309898,0.9529462
143513,2023-01-20 10:57:05.772730,546669842,-3.03,-4.79,214.71,789.54,39.8009936,32.379521,-0.2969629,0.0478129,-0.01273118,0.9536062
143546,2023-01-20 10:57:05.872626,546769750,-3.13,-4.79,214.46,789.55,39.8009885,32.3795163,-0.2947871,0.04804603,-0.01374,0.9542554
143577,2023-01-20 10:57:05.972687,546869817,-2.85,-4.77,214.3,789.18,39.8009833,32.3795121,-0.2936279,0.04714586,-0.01146625,0.9546877
143610,2023-01-20 10:57:06.072739,546969856,-2.93,-4.17,214.24,788.95,39.8009779,32.3795077,-0.2932541,0.04236477,-0.0137503,0.9549965
143642,2023-01-20 10:57:06.172645,547069741,-2.94,-3.99,214.3,788.88,39.8009727,32.3795036,-0.2937837,0.04084602,-0.01423092,0.9548928
143677,2023-01-20 10:57:06.280705,547169827,-2.66,-4.16,214.11,789.01,39.8009671,32.3794992,-0.2922923,0.04155567,-0.01159225,0.9553553
143708,2023-01-20 10:57:06.391679,547269845,-2.88,-4.29,213.84,789.03,39.8009617,32.3794952,-0.289871,0.04313521,-0.01314522,0.9560028
143740,2023-01-20 10:57:06.484076,547369774,-2.69,-4.03,213.59,788.85,39.8009545,32.3794904,-0.2879923,0.04047309,-0.01233212,0.9566976
143772,2023-01-20 10:57:06.575012,547469744,-2.82,-3.68,213.44,789.03,39.8009489,32.3794863,-0.2867219,0.03788744,-0.01433887,0.957157
143806,2023-01-20 10:57:06.672625,547569850,-2.58,-3.31,213.49,788.82,39.8009442,32.379483,-0.2873474,0.03419147,-0.01326935,0.957124
143840,2023-01-20 10:57:06.772699,547669938,-1.89,-2.95,213.8,788.72,39.8009386,32.379479,-0.2902327,0.02951253,-0.00834268,0.9564645
143873,2023-01-20 10:57:06.872466,547769747,-0.98,-3.16,214.16,788.9,39.8009325,32.3794747,-0.2933845,0.02895411,-0.0001065464,0.955556
143904,2023-01-20 10:57:06.972481,547869814,-0.82,-3.3,214.35,789,39.8009268,32.3794706,-0.2950039,0.0296926,0.001656119,0.9550331
143937,2023-01-20 10:57:07.072455,547969776,-0.95,-3.37,214.32,788.81,39.8009212,32.3794669,-0.2947467,0.03061953,0.0007502316,0.9550844
143968,2023-01-20 10:57:07.172458,548069742,-1.29,-3.28,214.11,788.94,39.8009155,32.3794629,-0.2929194,0.03067826,-0.002404202,0.9556418
144003,2023-01-20 10:57:07.272546,548169833,-1.43,-3.14,214.04,788.76,39.8009112,32.379459,-0.2922705,0.0298929,-0.003924245,0.9558603
144034,2023-01-20 10:57:07.372533,548269838,-1.37,-3.59,214.06,788.83,39.8009058,32.379455,-0.2924381,0.03347966,-0.002295089,0.9556955
144066,2023-01-20 10:57:07.472472,548369778,-1.37,-4.01,214.03,789.11,39.8008989,32.3794508,-0.2920479,0.03696238,-0.001192245,0.9556884
144098,2023-01-20 10:57:07.572441,548469742,-1.31,-4.21,213.81,789.01,39.8008931,32.3794468,-0.2902164,0.03853174,-0.0002800229,0.9561849
144132,2023-01-20 10:57:07.672432,548569743,-1.26,-3.57,213.61,788.99,39.8008873,32.3794426,-0.2886766,0.03305743,-0.001502095,0.9568546
144166,2023-01-20 10:57:07.772517,548669845,-1.23,-3.21,213.36,788.91,39.8008815,32.3794386,-0.2866665,0.02998734,-0.002228104,0.9575584
144199,2023-01-20 10:57:07.872403,548769740,-1.32,-2.7,213.24,788.72,39.8008758,32.379434,-0.285721,0.02590082,-0.004305713,0.957953
144230,2023-01-20 10:57:07.972520,548869862,-1,-2.47,213.14,788.88,39.8008701,32.3794299,-0.2849904,0.02321218,-0.00225997,0.9582466
144263,2023-01-20 10:57:08.072557,548969880,-1.32,-2.71,212.86,789.03,39.8008643,32.379426,-0.2825786,0.02601525,-0.004414435,0.9588811
144294,2023-01-20 10:57:08.172423,549069718,-1.65,-3.44,212.78,789.04,39.8008587,32.379422,-0.2816636,0.03293618,-0.005320706,0.9589331
144330,2023-01-20 10:57:08.272537,549169831,-1.86,-3.39,212.77,789.08,39.8008542,32.3794178,-0.2815323,0.03297108,-0.007242508,0.9589577
144361,2023-01-20 10:57:08.372431,549269736,-1.8,-3.39,212.92,789.08,39.8008489,32.3794138,-0.2827795,0.03287558,-0.006690297,0.958598
144394,2023-01-20 10:57:08.472523,549369829,-1.47,-3.32,213.23,789.21,39.8008441,32.3794089,-0.2854668,0.03144703,-0.00406894,0.9578639
144426,2023-01-20 10:57:08.572449,549469752,-1.29,-3.15,213.54,789.08,39.8008387,32.3794048,-0.2881255,0.0296117,-0.002908431,0.9571303
144460,2023-01-20 10:57:08.672544,549569843,-1.38,-2.89,213.87,789.05,39.8008328,32.3794001,-0.2909184,0.02768871,-0.004223205,0.9563377
144494,2023-01-20 10:57:08.772547,549669841,-1.6,-3.41,214.19,788.7,39.8008274,32.3793959,-0.293467,0.03257621,-0.004650934,0.9554027
144529,2023-01-20 10:57:08.872435,549769748,-1.93,-3.55,214.58,788.8,39.800821,32.379391,-0.2965628,0.0345932,-0.006867627,0.9543619
144560,2023-01-20 10:57:08.972393,549869734,-2.1,-3.65,214.98,788.77,39.8008153,32.3793867,-0.2998426,0.03590041,-0.007938144,0.9532799
144593,2023-01-20 10:57:09.072452,549969781,-2.03,-3.12,215.26,789.01,39.8008109,32.3793822,-0.30234,0.03137917,-0.008625637,0.9526445
144624,2023-01-20 10:57:09.172446,550069749,-2.17,-2.57,215.44,788.92,39.8008056,32.3793779,-0.3038887,0.02712683,-0.01120927,0.9522553
144659,2023-01-20 10:57:09.272573,550169871,-2.5,-2.44,215.54,788.87,39.8007997,32.3793732,-0.3046847,0.02694212,-0.01428177,0.951965
144690,2023-01-20 10:57:09.372526,550269829,-2.67,-2.28,215.62,788.76,39.8007942,32.379369,-0.305322,0.02615729,-0.01613399,0.9517531
144722,2023-01-20 10:57:09.472518,550369821,-2.81,-2.05,215.62,789.12,39.8007881,32.3793648,-0.3054037,0.02457398,-0.01793179,0.9517369
144754,2023-01-20 10:57:09.572444,550469745,-2.84,-1.72,215.42,789.01,39.8007827,32.3793607,-0.303743,0.02186238,-0.01904835,0.9523126
144788,2023-01-20 10:57:09.672430,550569728,-2.81,-1.7,215.02,789.07,39.8007766,32.3793555,-0.3004615,0.02157025,-0.01895659,0.9533616
144822,2023-01-20 10:57:09.772544,550669839,-3.02,-1.7,214.54,788.99,39.800771,32.3793511,-0.2964066,0.02204799,-0.02078606,0.954581
144855,2023-01-20 10:57:09.872435,550769746,-3.07,-1.69,214.19,788.98,39.8007656,32.379347,-0.2935171,0.02199573,-0.02133131,0.9554627
144886,2023-01-20 10:57:09.972522,550869856,-2.88,-1.35,213.97,788.96,39.80076,32.3793428,-0.2917655,0.01865867,-0.02063022,0.9560853
144919,2023-01-20 10:57:10.072453,550969779,-3.1,-1.34,213.7,788.95,39.8007548,32.3793393,-0.2894857,0.01905322,-0.0225412,0.9567271
144950,2023-01-20 10:57:10.172427,551069731,-2.99,-1.33,213.51,788.75,39.8007493,32.3793354,-0.2879363,0.01868369,-0.02162502,0.9572231
144985,2023-01-20 10:57:10.272510,551169826,-2.72,-1.63,213.58,788.81,39.8007434,32.3793309,-0.2884938,0.02049264,-0.01866052,0.9570805
145016,2023-01-20 10:57:10.372403,551269744,-2.37,-1.92,213.73,788.94,39.8007379,32.3793269,-0.2897577,0.02213209,-0.01497137,0.956727
145049,2023-01-20 10:57:10.472402,551369734,-2.17,-2.36,213.98,788.8,39.8007326,32.3793229,-0.2917516,0.02528378,-0.01207129,0.9560837
145081,2023-01-20 10:57:10.572431,551469740,-2,-2.8,214.21,788.72,39.8007272,32.3793189,-0.2936172,0.02852636,-0.009499304,0.9554501
145115,2023-01-20 10:57:10.672545,551569848,-1.96,-2.82,214.33,788.77,39.8007219,32.3793152,-0.2946386,0.02858883,-0.009096947,0.9551377
145149,2023-01-20 10:57:10.772543,551669845,-1.95,-2.84,214.35,788.77,39.8007166,32.3793113,-0.2948124,0.02876461,-0.0089273,0.9550804
145182,2023-01-20 10:57:10.872432,551769748,-1.92,-2.85,214.31,788.81,39.8007113,32.3793076,-0.2944822,0.02874298,-0.008726236,0.9551848
145213,2023-01-20 10:57:10.972441,551869776,-1.98,-2.61,214.34,788.82,39.8007059,32.3793038,-0.2947558,0.02689913,-0.009837431,0.9551433
145246,2023-01-20 10:57:11.072515,551969840,-1.93,-2.74,214.55,788.8,39.8007005,32.3792997,-0.2965481,0.02789191,-0.008957882,0.9545685
145277,2023-01-20 10:57:11.172436,552069741,-1.53,-2.75,214.96,788.96,39.8006951,32.3792958,-0.3000538,0.02694873,-0.005543279,0.9535254
145312,2023-01-20 10:57:11.272583,552169884,-1.12,-2.52,215.46,789.12,39.8006902,32.3792922,-0.3042634,0.02394235,-0.002681955,0.9522832
145342,2023-01-20 10:57:11.372431,552269735,-0.86,-2.61,215.72,789.15,39.8006848,32.3792884,-0.3065198,0.02398968,-0.0001870748,0.9515619
145374,2023-01-20 10:57:11.472518,552369817,-0.9,-2.66,215.74,789.07,39.8006793,32.3792848,-0.306653,0.02457726,-0.0003658219,0.9515039
145406,2023-01-20 10:57:11.572453,552469743,-1.15,-3.2,215.65,789.17,39.8006739,32.3792811,-0.3057841,0.02970675,-0.001072053,0.9516367
145440,2023-01-20 10:57:11.672445,552569738,-1.17,-3.38,215.57,789.16,39.8006681,32.3792771,-0.3050473,0.03126809,-0.0007510729,0.9518234
145474,2023-01-20 10:57:11.772538,552669838,-1.06,-3.57,215.61,789.17,39.8006626,32.3792733,-0.3053759,0.03253892,0.0007173063,0.9516755
145507,2023-01-20 10:57:11.872429,552769744,-0.95,-3.66,215.71,789.06,39.8006574,32.3792692,-0.3062451,0.0329453,0.001877982,0.9513806
145538,2023-01-20 10:57:11.972521,552869854,-0.96,-3.57,215.76,789.17,39.800652,32.3792653,-0.3066932,0.03230166,0.001572708,0.9512589
145571,2023-01-20 10:57:12.072492,552969818,-1.06,-3.82,215.76,789.07,39.8006465,32.3792607,-0.3066236,0.03459642,0.001388106,0.9512008
145602,2023-01-20 10:57:12.172438,553069747,-1.05,-3.78,215.64,789.02,39.8006411,32.3792566,-0.3056542,0.03422522,0.00132435,0.9515263
145637,2023-01-20 10:57:12.272516,553169825,-1.46,-3.54,215.34,788.97,39.8006352,32.3792529,-0.3030736,0.03334927,-0.002831078,0.9523792
145668,2023-01-20 10:57:12.372432,553269747,-1.71,-3.41,214.9,789.01,39.8006297,32.3792488,-0.2993205,0.03294319,-0.005313055,0.9535689
145700,2023-01-20 10:57:12.472513,553369821,-2.03,-3.03,214.56,789.18,39.800624,32.3792453,-0.29647,0.03053647,-0.00907354,0.9545107
145732,2023-01-20 10:57:12.572552,553469847,-1.9,-2.46,214.51,788.93,39.8006186,32.3792414,-0.2962159,0.02550519,-0.009507348,0.9547331
145767,2023-01-20 10:57:12.672453,553569748,-1.31,-2.38,214.71,788.96,39.800613,32.3792371,-0.2980472,0.02332043,-0.004744666,0.9542544
145801,2023-01-20 10:57:12.772546,553669847,-1.06,-2.38,215,788.84,39.8006076,32.379233,-0.3004703,0.02266488,-0.002586832,0.9535183
145834,2023-01-20 10:57:12.872440,553769773,-1.27,-2.32,215.32,788.66,39.8006038,32.3792286,-0.3031122,0.02267932,-0.004482298,0.9526744
145865,2023-01-20 10:57:12.972442,553869817,-1.54,-2.62,215.58,788.58,39.8005988,32.3792244,-0.3051713,0.02589145,-0.005842213,0.9519275
145898,2023-01-20 10:57:13.072499,553969851,-1.99,-3.37,215.79,788.53,39.800592,32.3792204,-0.3066912,0.03339752,-0.007535654,0.9511931
145929,2023-01-20 10:57:13.172437,554069740,-2.25,-3.65,215.8,788.5,39.8005864,32.3792162,-0.3066014,0.03634681,-0.008920262,0.951102
145964,2023-01-20 10:57:13.272563,554169865,-2.18,-3.48,215.77,788.5,39.8005818,32.3792122,-0.3064532,0.03476766,-0.008785296,0.95121
145995,2023-01-20 10:57:13.372480,554269799,-2.01,-3.2,215.81,788.56,39.8005765,32.3792082,-0.3069037,0.0319688,-0.008096244,0.9511691
146028,2023-01-20 10:57:13.472517,554369831,-1.99,-2.93,215.84,788.51,39.8005712,32.3792038,-0.3071384,0.02976999,-0.008699471,0.9511594
146060,2023-01-20 10:57:13.572447,554469748,-1.98,-3.01,215.99,788.53,39.8005658,32.3791996,-0.3084387,0.03033381,-0.008361822,0.9507236
146095,2023-01-20 10:57:13.672446,554569748,-1.91,-2.82,216.23,788.5,39.8005604,32.3791958,-0.3104982,0.02858931,-0.008248362,0.9501081
146129,2023-01-20 10:57:13.772535,554669845,-1.89,-2.86,216.54,788.54,39.8005551,32.3791917,-0.3129894,0.02886614,-0.007835669,0.9492855
146162,2023-01-20 10:57:13.872531,554769845,-1.62,-2.99,216.78,788.52,39.8005494,32.3791883,-0.3150185,0.02923179,-0.005234757,0.9486207
146195,2023-01-20 10:57:13.972502,554869818,-1.68,-3.15,216.87,788.49,39.8005441,32.3791844,-0.3157139,0.03076991,-0.005193736,0.9483412
146228,2023-01-20 10:57:14.072521,554969830,-1.45,-3.37,216.84,788.57,39.8005385,32.3791801,-0.3155355,0.03194254,-0.002778064,0.9483719
146259,2023-01-20 10:57:14.172440,555069739,-1.43,-3.48,216.76,788.55,39.8005332,32.379176,-0.3148816,0.03281292,-0.002270793,0.9485609
146294,2023-01-20 10:57:14.272539,555169832,-1.57,-3.56,216.63,788.57,39.8005276,32.379173,-0.3136852,0.03387965,-0.003256904,0.9489168
146325,2023-01-20 10:57:14.372839,555270127,-1.54,-3.61,216.46,788.63,39.8005222,32.3791692,-0.3123093,0.03415455,-0.002961118,0.9493617
146357,2023-01-20 10:57:14.465796,555369737,-1.21,-3.63,216.3,788.7,39.8005174,32.379165,-0.3110903,0.03343722,-0.0001820284,0.949792
146389,2023-01-20 10:57:14.556706,555469842,-0.7,-3.74,216.02,788.7,39.8005121,32.379161,-0.3088925,0.03299361,0.004263628,0.9505149
146424,2023-01-20 10:57:14.652297,555569823,-0.8,-3.63,215.67,788.67,39.8005084,32.3791575,-0.3059605,0.03238998,0.003001258,0.9514883
146460,2023-01-20 10:57:14.752297,555669843,-1.07,-3.52,215.29,788.61,39.8005033,32.3791533,-0.3027652,0.03219735,0.0003641896,0.9525211
146493,2023-01-20 10:57:14.852176,555769745,-1.55,-3.67,215.12,788.64,39.8004981,32.3791496,-0.3011867,0.03469067,-0.003242395,0.9529284
146524,2023-01-20 10:57:14.952225,555869820,-1.9,-3.65,215.07,788.62,39.8004929,32.3791455,-0.3006321,0.03539459,-0.006198628,0.953063
146557,2023-01-20 10:57:15.052234,555969844,-2.33,-3.82,214.98,788.69,39.800487,32.379141,-0.2997032,0.03793582,-0.009408141,0.9532315
146588,2023-01-20 10:57:15.152228,556069845,-2.44,-4,214.89,788.66,39.8004816,32.3791367,-0.2989263,0.03976016,-0.009872807,0.9533964
146623,2023-01-20 10:57:15.252234,556169831,-2.45,-3.78,214.96,788.65,39.8004767,32.3791342,-0.2995161,0.03793009,-0.0104775,0.9532794
146654,2023-01-20 10:57:15.352477,556270030,-2.28,-3.78,215.09,788.71,39.8004718,32.3791304,-0.3007057,0.03750364,-0.009017419,0.9529366
146686,2023-01-20 10:57:15.452280,556369827,-2.23,-3.98,215.23,788.66,39.8004667,32.3791285,-0.3017738,0.03902869,-0.008014737,0.9525467
146718,2023-01-20 10:57:15.552168,556469745,-1.86,-4.4,215.3,788.68,39.8004622,32.3791252,-0.3023829,0.04152084,-0.003833946,0.952274
146752,2023-01-20 10:57:15.652172,556569773,-1.71,-5.27,215.28,788.59,39.8004553,32.3791193,-0.3020857,0.04840814,-0.0003165691,0.9520508
146786,2023-01-20 10:57:15.752215,556669834,-1.62,-5.77,215.23,788.58,39.80045,32.379115,-0.3015996,0.05227866,0.001721079,0.9519988
146819,2023-01-20 10:57:15.852152,556769829,-1.75,-5.3,215.33,788.67,39.8004437,32.3791119,-0.3024851,0.04871726,-0.0005780476,0.9519081
146850,2023-01-20 10:57:15.952009,556869780,-1.91,-4.63,215.54,788.76,39.8004381,32.379108,-0.3043208,0.04356927,-0.003582618,0.9515659
146883,2023-01-20 10:57:16.052065,556969849,-1.88,-4.12,215.69,789.19,39.8004323,32.3791033,-0.3057393,0.03929271,-0.004642482,0.9512928
146914,2023-01-20 10:57:16.152015,557069738,-1.97,-3.54,215.91,789.05,39.8004265,32.3790991,-0.3076271,0.03472424,-0.006848912,0.9508485
146949,2023-01-20 10:57:16.252117,557169831,-1.6,-3.08,216.29,788.96,39.8004212,32.3790946,-0.3109681,0.02996301,-0.004925552,0.9499351
146980,2023-01-20 10:57:16.352282,557270037,-1.47,-2.43,216.67,788.87,39.8004156,32.3790902,-0.3142527,0.02421282,-0.005569051,0.9490141
147012,2023-01-20 10:57:16.452109,557369864,-1.52,-2.08,217.03,788.83,39.8004096,32.3790863,-0.3172794,0.02147602,-0.006815472,0.9480644
147044,2023-01-20 10:57:16.552021,557469737,-1.52,-1.63,217.29,788.9,39.8004039,32.379082,-0.319501,0.01779437,-0.008074957,0.9473844
147078,2023-01-20 10:57:16.652072,557569738,-1.41,-1.66,217.37,788.98,39.8003982,32.3790775,-0.3201771,0.01775429,-0.007068566,0.947165
147112,2023-01-20 10:57:16.752221,557669826,-1.28,-1.6,217.39,789.16,39.8003925,32.379073,-0.3203841,0.01688345,-0.006110652,0.9471175
147145,2023-01-20 10:57:16.852092,557769746,-1.5,-1.63,217.38,788.93,39.8003867,32.3790693,-0.32028,0.01771221,-0.007834147,0.9471249
147177,2023-01-20 10:57:16.951982,557869785,-1.72,-1.71,217.29,789,39.800381,32.379065,-0.3195034,0.01900119,-0.009441229,0.9473476
147210,2023-01-20 10:57:17.052029,557969867,-1.68,-1.62,217.16,789.05,39.8003745,32.3790608,-0.3184532,0.01815468,-0.009422544,0.9477179
147241,2023-01-20 10:57:17.152083,558069851,-1.72,-1.73,216.96,789.09,39.8003686,32.3790565,-0.3167129,0.01910017,-0.009480976,0.9482817
147276,2023-01-20 10:57:17.252104,558169837,-1.75,-1.79,216.71,789.15,39.8003627,32.3790528,-0.3146937,0.01963651,-0.009580982,0.9489417
147307,2023-01-20 10:57:17.352314,558270046,-1.8,-1.5,216.5,789.15,39.8003568,32.3790485,-0.3129376,0.0173772,-0.01088307,0.9495523
147339,2023-01-20 10:57:17.452100,558369823,-1.66,-1.2,216.31,789,39.8003521,32.3790442,-0.3114543,0.01452503,-0.01051689,0.9500919
147371,2023-01-20 10:57:17.552077,558469784,-1.59,-0.93,216.22,788.91,39.8003465,32.3790398,-0.3107822,0.01207539,-0.01066,0.9503446
147405,2023-01-20 10:57:17.652106,558569815,-1.48,-0.98,216.31,788.93,39.8003416,32.3790363,-0.311521,0.01224322,-0.009629247,0.9501116
147439,2023-01-20 10:57:17.752153,558669880,-1.54,-1.01,216.5,788.95,39.8003362,32.3790321,-0.313058,0.01265476,-0.01003363,0.9495966
147472,2023-01-20 10:57:17.852013,558769752,-1.65,-1.29,216.57,789.01,39.8003309,32.3790283,-0.3136237,0.01525922,-0.01016588,0.9493703
147503,2023-01-20 10:57:17.952075,558869821,-1.59,-1.52,216.68,788.99,39.8003254,32.3790242,-0.3145033,0.01703889,-0.009038076,0.9490604
147536,2023-01-20 10:57:18.052011,558969752,-1.34,-1.81,216.85,788.91,39.8003199,32.3790204,-0.3158917,0.01872715,-0.006127687,0.9485906
147567,2023-01-20 10:57:18.152049,559069776,-1.33,-2.01,216.95,788.9,39.8003143,32.3790164,-0.3167112,0.02040158,-0.005440868,0.948287
147602,2023-01-20 10:57:18.252121,559169846,-1.12,-2.18,217.1,788.9,39.8003083,32.3790131,-0.317927,0.02116688,-0.003270976,0.9478732
147633,2023-01-20 10:57:18.352300,559270034,-1.02,-2.08,217.25,788.89,39.8003026,32.3790092,-0.3192183,0.02014655,-0.002677036,0.9474632
147665,2023-01-20 10:57:18.452140,559369871,-0.79,-2.02,217.25,788.91,39.8002978,32.3790046,-0.3192796,0.01897014,-0.0008828866,0.9474702
147698,2023-01-20 10:57:18.552106,559469824,-0.82,-1.95,217.14,788.85,39.8002923,32.3790004,-0.3183941,0.01847943,-0.001399745,0.9477773
147732,2023-01-20 10:57:18.652118,559569835,-1.06,-1.85,217.02,788.88,39.800287,32.3789963,-0.3172963,0.01833319,-0.003698018,0.948142
147766,2023-01-20 10:57:18.752111,559669839,-1.32,-2.05,216.91,788.83,39.8002816,32.3789919,-0.3163507,0.02069407,-0.005299506,0.9484017
147799,2023-01-20 10:57:18.852105,559769882,-1.6,-2.1,216.72,788.85,39.8002764,32.3789885,-0.3147186,0.02184021,-0.007531723,0.9489038
147832,2023-01-20 10:57:18.951978,559869838,-1.93,-1.85,216.5,788.91,39.8002711,32.3789843,-0.3129184,0.02065263,-0.01100433,0.9494917
147866,2023-01-20 10:57:19.052040,559969887,-2.25,-1.7,216.34,788.86,39.8002651,32.3789796,-0.3115205,0.02028936,-0.01404575,0.949919
147897,2023-01-20 10:57:19.152076,560069820,-2.31,-1.18,216.24,788.89,39.8002597,32.3789752,-0.3107893,0.01611181,-0.01601341,0.9502074
147932,2023-01-20 10:57:19.252134,560169842,-2.64,-0.3,216.18,788.89,39.8002542,32.3789709,-0.3104667,0.009726646,-0.02111427,0.9503
147963,2023-01-20 10:57:19.352207,560269941,-2.82,0.74,216.28,788.86,39.8002487,32.3789664,-0.3114487,0.001516654,-0.02544217,0.9499211
147995,2023-01-20 10:57:19.452051,560369818,-2.75,1.43,216.52,788.85,39.8002438,32.3789629,-0.3135316,-0.004344646,-0.02670894,0.949192
148027,2023-01-20 10:57:19.551929,560469736,-2.43,2.16,216.86,788.86,39.8002386,32.3789586,-0.3164565,-0.01122968,-0.02614903,0.94818
148061,2023-01-20 10:57:19.651934,560569736,-2.32,2.71,217.21,788.92,39.8002344,32.3789554,-0.3193845,-0.01599989,-0.02681379,0.9471107
148095,2023-01-20 10:57:19.752126,560669881,-2.2,2.99,217.43,788.89,39.8002295,32.3789513,-0.3212509,-0.01858014,-0.02661196,0.9464378
148128,2023-01-20 10:57:19.852067,560769823,-2.39,3.23,217.37,788.83,39.8002244,32.3789478,-0.3208154,-0.02005238,-0.02885826,0.9464896
148159,2023-01-20 10:57:19.952027,560869826,-2.53,3.38,217.16,788.88,39.8002195,32.3789437,-0.319119,-0.02092054,-0.03033287,0.9469981
148192,2023-01-20 10:57:20.052042,560969837,-2.78,3.96,216.86,788.8,39.8002141,32.3789404,-0.3167488,-0.02517543,-0.03396365,0.9475668
148223,2023-01-20 10:57:20.152030,561069778,-2.8,4.84,216.51,788.84,39.8002091,32.3789364,-0.3139047,-0.03246959,-0.03642349,0.9481998
148258,2023-01-20 10:57:20.252130,561169861,-2.82,5.62,216.27,788.79,39.8002046,32.3789337,-0.3120317,-0.03894195,-0.03862826,0.948487
148289,2023-01-20 10:57:20.352250,561269990,-2.78,6.51,216.09,788.79,39.8002,32.3789301,-0.3105412,-0.04645905,-0.04068298,0.9485518
148321,2023-01-20 10:57:20.452098,561369837,-2.48,7.33,216.02,788.87,39.8001959,32.3789266,-0.3098609,-0.05413618,-0.0403915,0.9483796
148352,2023-01-20 10:57:20.552052,561469779,-2.3,8.01,215.93,788.86,39.8001914,32.3789229,-0.3090616,-0.06024036,-0.0406687,0.9482605
148386,2023-01-20 10:57:20.652102,561569823,-2.42,8.62,215.73,788.93,39.8001867,32.3789205,-0.3074237,-0.06510063,-0.04311004,0.948364
148420,2023-01-20 10:57:20.752110,561669830,-2.62,9.37,215.43,788.92,39.8001823,32.378917,-0.3050561,-0.07084925,-0.04659428,0.9485516
148453,2023-01-20 10:57:20.852073,561769824,-2.71,9.78,215.21,788.85,39.800178,32.3789144,-0.3032387,-0.07417291,-0.04828333,0.9487957
148484,2023-01-20 10:57:20.952017,561869827,-2.53,10.4,215.11,788.83,39.8001737,32.3789112,-0.302242,-0.07977886,-0.04836495,0.9486548
148517,2023-01-20 10:57:21.052069,561969877,-2.58,10.78,215.23,788.71,39.8001695,32.3789087,-0.3032853,-0.08275761,-0.04982358,0.9479909
148548,2023-01-20 10:57:21.152001,562069750,-2.43,11.06,215.66,788.72,39.8001654,32.3789056,-0.3067082,-0.08530463,-0.04963152,0.9466731
148582,2023-01-20 10:57:21.252130,562169858,-2.16,11.51,216.31,788.79,39.8001623,32.3789035,-0.3118458,-0.08944341,-0.0491059,0.9446378
148613,2023-01-20 10:57:21.352076,562269819,-1.77,11.98,217.13,788.77,39.8001586,32.3789007,-0.3181691,-0.09407078,-0.04786312,0.9421403
148645,2023-01-20 10:57:21.452063,562369836,-1.35,12.15,217.98,788.84,39.8001554,32.3788982,-0.3248217,-0.09629985,-0.04554819,0.9397566
148677,2023-01-20 10:57:21.551934,562469752,-0.97,12.2,218.78,788.91,39.800152,32.3788955,-0.3310196,-0.09745773,-0.04325622,0.9375803
