LineNo,UTC_Approx,TimeUS,TPN,PN,DVN,TVN,VN,DAN,TAN,AN
379,2023-01-20 10:49:56.259314,116248333,-0.8328345,-0.8328345,-0.02263117,-0.02263117,-0.02263117,0,0.00105547,0.001957848
969,2023-01-20 10:49:56.350308,116348376,-0.830404,-0.830404,-0.02342067,-0.02342067,-0.02342067,0,0.0005676888,0.001853382
1127,2023-01-20 10:49:56.452309,116454851,-0.8287175,-0.8287175,-0.02355558,-0.02355558,-0.02355558,0,0.0003053339,0.001660599
1346,2023-01-20 10:49:56.564951,116566484,-0.8282635,-0.8282635,-0.02537738,-0.02537738,-0.02537738,0,0.0001642252,0.001353117
1566,2023-01-20 10:49:56.665815,116667282,-0.8293458,-0.8293458,-0.02692939,-0.02692939,-0.02692939,0,8.832922E-05,0.001173438
1886,2023-01-20 10:49:56.765417,116767258,-0.8312737,-0.8312737,-0.02842018,-0.02842018,-0.02842018,0,4.750826E-05,0.001137203
1931,2023-01-20 10:49:56.865297,116867268,-0.8302302,-0.8302302,-0.02853699,-0.02853699,-0.02853699,0,2.555253E-05,0.001119736
1979,2023-01-20 10:49:56.965271,116967243,-0.8283218,-0.8283218,-0.0274324,-0.0274324,-0.0274324,0,1.374354E-05,0.001098148
2029,2023-01-20 10:49:57.065311,117067270,-0.8242853,-0.8242853,-0.0246502,-0.0246502,-0.0246502,0,7.392022E-06,0.001084328
2075,2023-01-20 10:49:57.165343,117167281,-0.8198606,-0.8198606,-0.02066288,-0.02066288,-0.02066288,0,3.975832E-06,0.001069103
2125,2023-01-20 10:49:57.272509,117267240,-0.813089,-0.813089,-0.01527376,-0.01527376,-0.01527376,0,2.138419E-06,0.001055815
2184,2023-01-20 10:49:57.383571,117367273,-0.8059739,-0.8059739,-0.009398829,-0.009398829,-0.009398829,0,1.150158E-06,0.001045872
2240,2023-01-20 10:49:57.477479,117467293,-0.7957664,-0.7957664,-0.0005893547,-0.0005893547,-0.0005893547,0,6.186173E-07,0.001042496
2299,2023-01-20 10:49:57.568347,117567244,-0.7869272,-0.7869272,0.005404554,0.005404554,0.005404554,0,3.32726E-07,0.001032328
2355,2023-01-20 10:49:57.665202,117667276,-0.7778846,-0.7778846,0.01289383,0.01289383,0.01289383,0,1.789582E-07,0.001024213
2413,2023-01-20 10:49:57.765225,117767321,-0.7692624,-0.7692624,0.01924135,0.01924135,0.01924135,0,9.625344E-08,0.001015221
2456,2023-01-20 10:49:57.865145,117867269,-0.7615407,-0.7615407,0.02485674,0.02485674,0.02485674,0,5.177035E-08,0.001003263
2501,2023-01-20 10:49:57.965091,117967245,-0.7546003,-0.7546003,0.02945194,0.02945194,0.02945194,0,2.784491E-08,0.0009991787
2540,2023-01-20 10:49:58.065178,118067288,-0.7487621,-0.7487621,0.0337956,0.0337956,0.0337956,0,1.497651E-08,0.0009980764
2582,2023-01-20 10:49:58.165253,118167281,-0.7434958,-0.7434958,0.0371017,0.0371017,0.0371017,0,8.055183E-09,0.0009935566
2622,2023-01-20 10:49:58.265229,118267248,-0.7362378,-0.7362378,0.04229639,0.04229639,0.04229639,0,4.332513E-09,0.0009930421
2662,2023-01-20 10:49:58.365219,118367268,-0.7279478,-0.7279478,0.04997434,0.04997434,0.04997434,0,2.33026E-09,0.0009924694
2701,2023-01-20 10:49:58.465240,118467301,-0.7237719,-0.7237719,0.05291939,0.05291939,0.05291939,0,1.253341E-09,0.0009918516
2742,2023-01-20 10:49:58.565184,118567247,-0.7212974,-0.7212974,0.04994804,0.04994804,0.04994804,0,6.741151E-10,0.000991474
2784,2023-01-20 10:49:58.665193,118667274,-0.7159007,-0.7159007,0.05443495,0.05443495,0.05443495,0,3.625758E-10,0.000991003
2823,2023-01-20 10:49:58.765207,118767315,-0.7089291,-0.7089291,0.06192493,0.06192493,0.06192493,0,1.95013E-10,0.0009905148
2867,2023-01-20 10:49:58.865155,118867271,-0.7058581,-0.7058581,0.06327494,0.06327494,0.06327494,0,1.048886E-10,0.0009899586
2906,2023-01-20 10:49:58.965131,118967245,-0.7041278,-0.7041278,0.06198059,0.06198059,0.06198059,0,5.64148E-11,0.0009897217
2945,2023-01-20 10:49:59.065196,119067293,-0.7002465,-0.7002465,0.06723875,0.06723875,0.06723875,0,3.034295E-11,0.0009894832
2986,2023-01-20 10:49:59.165209,119167279,-0.6949826,-0.6949826,0.06193295,0.06193295,0.06193295,0,1.632008E-11,0.0009896598
3025,2023-01-20 10:49:59.265180,119267242,-0.6865655,-0.6865655,0.07099885,0.07099885,0.07099885,0,8.777831E-12,0.0009894961
3064,2023-01-20 10:49:59.365206,119367269,-0.6766195,-0.6766195,0.07348616,0.07348616,0.07348616,0,4.721195E-12,0.0009895987
3104,2023-01-20 10:49:59.465217,119467284,-0.6674694,-0.6674694,0.08344989,0.08344989,0.08344989,0,2.539315E-12,0.0009897748
3145,2023-01-20 10:49:59.565178,119567249,-0.6586205,-0.6586205,0.08947223,0.08947223,0.08947223,0,1.365782E-12,0.0009895827
3186,2023-01-20 10:49:59.665210,119667294,-0.6515533,-0.6515533,0.09278683,0.09278683,0.09278683,0,7.345914E-13,0.0009895847
3225,2023-01-20 10:49:59.765216,119767319,-0.6450551,-0.6450551,0.08918589,0.08918589,0.08918589,0,3.951031E-13,0.0009897958
3264,2023-01-20 10:49:59.865144,119867256,-0.6416953,-0.6416953,0.08677778,0.08677778,0.08677778,0,2.125079E-13,0.0009896163
3303,2023-01-20 10:49:59.965141,119967258,-0.6389567,-0.6389567,0.08688848,0.08688848,0.08688848,0,1.142983E-13,0.0009895283
3342,2023-01-20 10:50:00.065173,120067274,-0.6331717,-0.6331717,0.08876553,0.08876553,0.08876553,0,6.147582E-14,0.0009897387
3384,2023-01-20 10:50:00.165205,120167279,-0.6255721,-0.6255721,0.09405053,0.09405053,0.09405053,0,3.306504E-14,0.0009895425
3423,2023-01-20 10:50:00.265181,120267251,-0.6227173,-0.6227173,0.09250175,0.09250175,0.09250175,0,1.778418E-14,0.0009893652
3462,2023-01-20 10:50:00.365188,120367266,-0.6212267,-0.6212267,0.09102593,0.09102593,0.09102593,0,9.5653E-15,0.0009896692
3502,2023-01-20 10:50:00.465173,120467250,-0.623227,-0.623227,0.08572122,0.08572122,0.08572122,0,5.144737E-15,0.0009896741
3542,2023-01-20 10:50:00.565185,120567254,-0.6254635,-0.6254635,0.08032715,0.08032715,0.08032715,0,2.76712E-15,0.0009895754
3585,2023-01-20 10:50:00.665197,120667272,-0.6290742,-0.6290742,0.0762276,0.0762276,0.0762276,0,1.488307E-15,0.0009895997
3624,2023-01-20 10:50:00.765221,120767308,-0.6321114,-0.6321114,0.07128993,0.07128993,0.07128993,0,8.004925E-16,0.0009895115
3665,2023-01-20 10:50:00.865155,120867258,-0.6382893,-0.6382893,0.06614505,0.06614505,0.06614505,0,4.305486E-16,0.000989408
3702,2023-01-20 10:50:00.965126,120967247,-0.6443766,-0.6443766,0.06741954,0.06741954,0.06741954,0,2.315723E-16,0.0009895834
3734,2023-01-20 10:50:01.065194,121067318,-0.6503223,-0.6503223,0.05706969,0.05706969,0.05706969,0,1.245522E-16,0.0009897439
3767,2023-01-20 10:50:01.165207,121167324,-0.6504465,-0.6548086,0.04615474,0.05051685,0.05037591,-0.04630356,-0.03673101,-0.01453097
3799,2023-01-20 10:50:01.265150,121267300,-0.6498021,-0.6558549,0.04062142,0.0466742,0.04321525,-0.04075239,-0.04691228,-0.02637981
3830,2023-01-20 10:50:01.365166,121367370,-0.6495569,-0.6546234,0.03573559,0.04080211,0.04709806,-0.03585081,-0.05830314,-0.04447974
3862,2023-01-20 10:50:01.465106,121467295,-0.6481657,-0.648855,0.03142933,0.03211857,0.05842431,-0.03153067,-0.1174411,-0.06800738
3895,2023-01-20 10:50:01.565162,121567300,-0.6441809,-0.6409342,0.02763786,0.02439117,0.03878261,-0.02772697,-0.1455516,-0.1002016
3930,2023-01-20 10:50:01.665252,121667371,-0.6397449,-0.6384221,0.02430167,0.02297893,0.02846809,-0.02438002,-0.04874926,-0.1090898
3961,2023-01-20 10:50:01.765494,121767611,-0.6376809,-0.6391698,0.02136715,0.02285595,0.03322782,-0.02143604,0.00556294,-0.06809109
3994,2023-01-20 10:50:01.865443,121867609,-0.638034,-0.6458036,0.01878643,0.02655606,0.01908335,-0.01884701,0.02544415,-0.03555706
4026,2023-01-20 10:50:01.965402,121967643,-0.6405285,-0.6525103,0.01651714,0.02849903,0.03466633,-0.01657039,0.02456737,0.001999079
4058,2023-01-20 10:50:02.065385,122067609,-0.6389812,-0.6557218,0.01452191,0.03126252,0.04055775,-0.01456873,-0.03890783,0.002341714
4091,2023-01-20 10:50:02.165472,122167630,-0.6376206,-0.6547126,0.01276773,0.02985975,0.05590925,-0.0128089,-0.1804679,-0.06018503
4123,2023-01-20 10:50:02.265528,122267664,-0.6364245,-0.6538967,0.0112255,0.02869773,0.07661546,-0.01126169,-0.1577572,-0.09843473
4154,2023-01-20 10:50:02.365458,122367596,-0.6353728,-0.6520193,0.009869594,0.02651609,0.09338924,-0.009901416,-0.1373065,-0.1027325
4186,2023-01-20 10:50:02.465198,122467597,-0.6344483,-0.6520703,0.008677498,0.02629945,0.05656294,-0.008705476,-0.01138572,-0.08592946
4219,2023-01-20 10:50:02.564584,122567380,-0.6336355,-0.6527659,0.007629425,0.0267599,0.004275194,-0.007654024,0.07231079,-0.03153938
4255,2023-01-20 10:50:02.664426,122667339,-0.6329208,-0.6570359,0.006707976,0.03082316,0.01476099,-0.006729605,0.09131654,0.0231283
4285,2023-01-20 10:50:02.764455,122767331,-0.6322923,-0.6623635,0.005897857,0.03596904,-0.009812152,-0.005916873,0.1265366,0.06971311
4320,2023-01-20 10:50:02.864477,122867356,-0.6317399,-0.6654652,0.005185615,0.03891093,0.003213026,-0.005202335,0.1128808,0.09972596
4350,2023-01-20 10:50:02.964410,122967314,-0.6312537,-0.6673361,0.004559414,0.0406418,0.003587447,-0.004574115,0.1039924,0.1098007
4383,2023-01-20 10:50:03.064416,123067330,-0.6308267,-0.6933899,0.004008862,0.06657211,-0.03470282,-0.004021787,0.3240181,0.1431076
4415,2023-01-20 10:50:03.164502,123167418,-0.630451,-0.7260348,0.003524825,0.09910863,-0.01290207,-0.00353619,0.3850024,0.2655554
4448,2023-01-20 10:50:03.264393,123267306,-0.6301208,-0.7547835,0.00309927,0.1277619,0.00269355,-0.003109263,0.3900168,0.3357072
4478,2023-01-20 10:50:03.364417,123367325,-0.6298305,-0.7769375,0.002725131,0.1498322,0.02687989,-0.002733917,0.3031314,0.3629798
4511,2023-01-20 10:50:03.464427,123467324,-0.6295752,-0.8016475,0.002396194,0.1744685,0.0328158,-0.002403919,0.2977588,0.3399274
4543,2023-01-20 10:50:03.564418,123567302,-0.6293505,-0.8216417,0.002106995,0.1943982,0.0634573,-0.002113789,0.2693668,0.3324966
4579,2023-01-20 10:50:03.664465,123667346,-0.6291532,-0.8406582,0.001852736,0.2133577,0.09833691,-0.00185871,0.269099,0.3154599
4609,2023-01-20 10:50:03.764457,123767342,-0.6289796,-0.8537489,0.001629196,0.2263985,0.09885425,-0.001634449,0.2582619,0.3036742
4643,2023-01-20 10:50:03.864649,123867334,-0.6288271,-0.861244,0.001432665,0.2338496,0.1494149,-0.001437284,0.2098909,0.2711241
4675,2023-01-20 10:50:03.964984,123967358,-0.6286936,-0.8624462,0.001176025,0.2349287,0.1790186,-0.04962056,0.1233737,0.232447
4708,2023-01-20 10:50:04.065099,124067320,-0.6287513,-0.846546,-0.004018055,0.2137766,0.1962631,-0.3220123,-0.2663385,0.07114362
4740,2023-01-20 10:50:04.165195,124167349,-0.6299891,-0.8238278,-0.02266164,0.1711771,0.1729494,-0.4734091,-0.5364673,-0.1808858
4773,2023-01-20 10:50:04.265238,124267371,-0.6338037,-0.7921948,-0.05501957,0.1033716,0.1496229,-0.5958133,-0.7889459,-0.4256212
4803,2023-01-20 10:50:04.365198,124367335,-0.6414539,-0.7610526,-0.0981262,0.02147257,0.1042081,-0.5529487,-0.8341779,-0.6366707
4836,2023-01-20 10:50:04.465142,124467307,-0.6536068,-0.7356985,-0.1429711,-0.06087937,0.06895927,-0.301147,-0.5967268,-0.679976
4869,2023-01-20 10:50:04.565115,124567320,-0.6697461,-0.7184858,-0.1761806,-0.1274409,-0.01860823,-0.04241539,-0.2481052,-0.54721
4905,2023-01-20 10:50:04.665147,124667338,-0.6883298,-0.6991082,-0.1925954,-0.1818171,-0.07361779,0,-0.1808796,-0.3820815
4935,2023-01-20 10:50:04.765189,124767338,-0.7079294,-0.6839802,-0.1979932,-0.2219424,-0.1016643,0,-0.1936805,-0.3016142
4969,2023-01-20 10:50:04.865205,124867370,-0.727753,-0.6781645,-0.1978551,-0.2474436,-0.1084395,0,-0.2106271,-0.2632843
4999,2023-01-20 10:50:04.965104,124967316,-0.7474082,-0.6791887,-0.1950216,-0.263241,-0.1293173,0,-0.1836003,-0.2393589
5032,2023-01-20 10:50:05.065142,125067339,-0.7667072,-0.6860579,-0.1909288,-0.271578,-0.1560582,0,-0.1456797,-0.2077175
5064,2023-01-20 10:50:05.165192,125167341,-0.7855645,-0.6976799,-0.1862754,-0.27416,-0.1723039,0,-0.06353365,-0.1658384
5097,2023-01-20 10:50:05.265178,125267313,-0.8039432,-0.7146424,-0.1814058,-0.2707067,-0.1924461,0,0.009310741,-0.1064237
5127,2023-01-20 10:50:05.365508,125367648,-0.8218318,-0.7360787,-0.1764922,-0.2622454,-0.2337584,0,0.1054201,-0.02613549
5160,2023-01-20 10:50:05.465178,125467311,-0.8392303,-0.7551992,-0.1716223,-0.2556534,-0.2688656,0,0.09267236,0.02443973
5192,2023-01-20 10:50:05.565206,125567325,-0.8561767,-0.7742033,-0.1681344,-0.2501078,-0.2977514,-0.1694013,-0.0563253,0.008001166
5229,2023-01-20 10:50:05.665225,125667337,-0.8731237,-0.7978291,-0.172374,-0.2476685,-0.2694253,-0.3245029,-0.2159542,-0.06121569
5259,2023-01-20 10:50:05.765511,125767621,-0.8910658,-0.8247228,-0.1882533,-0.2545963,-0.2949668,-0.4907697,-0.3001697,-0.1594352
5293,2023-01-20 10:50:05.859568,125867622,-0.9112549,-0.8612326,-0.2163014,-0.2663237,-0.3399383,-0.4186688,-0.1316101,-0.1926052
5323,2023-01-20 10:50:05.950464,125967590,-0.9345258,-0.9028118,-0.2485097,-0.2802237,-0.3752709,-0.4251764,-0.08129074,-0.137695
5356,2023-01-20 10:50:06.045568,126067622,-0.9610924,-0.9417877,-0.2823723,-0.301677,-0.4019741,-0.4885437,-0.1059459,-0.09461203
5388,2023-01-20 10:50:06.145326,126167344,-0.9911977,-0.9795741,-0.3193678,-0.3309914,-0.4928603,-0.5537969,-0.1835979,-0.1205257
5421,2023-01-20 10:50:06.244761,126267319,-1.025233,-1.017991,-0.3615012,-0.3687431,-0.5209301,-0.6770886,-0.3303067,-0.2037499
5453,2023-01-20 10:50:06.343782,126367578,-1.063887,-1.058106,-0.4116336,-0.4174148,-0.5479593,-0.7075613,-0.4432229,-0.2833168
5486,2023-01-20 10:50:06.442811,126467315,-1.107797,-1.095747,-0.4657511,-0.4778016,-0.611031,-0.8014645,-0.5266563,-0.3599902
5518,2023-01-20 10:50:06.542807,126567323,-1.157361,-1.136741,-0.5251747,-0.5457952,-0.6376466,-0.9655274,-0.7111062,-0.4657976
5554,2023-01-20 10:50:06.642834,126667385,-1.213291,-1.199803,-0.593267,-0.6067553,-0.7285918,-1.024296,-0.5922248,-0.5658328
5584,2023-01-20 10:50:06.742715,126767330,-1.27636,-1.280742,-0.6665362,-0.6621546,-0.8088456,-1.038973,-0.4357944,-0.5002206
5618,2023-01-20 10:50:06.842640,126867330,-1.346892,-1.376766,-0.7424415,-0.7125677,-0.9454153,-0.9450126,-0.1443668,-0.4096687
5648,2023-01-20 10:50:06.942537,126967317,-1.424985,-1.484353,-0.8177957,-0.758427,-1.03065,-1.160435,-0.2843394,-0.3156826
5681,2023-01-20 10:50:07.042543,127067382,-1.510876,-1.597501,-0.8993089,-0.8126845,-1.074621,-1.204956,-0.3633145,-0.3169072
5713,2023-01-20 10:50:07.142473,127167330,-1.605237,-1.714252,-0.986438,-0.877423,-1.139471,-1.253628,-0.4264189,-0.3573937
5746,2023-01-20 10:50:07.242472,127267312,-1.708486,-1.832663,-1.076496,-0.9523188,-1.203548,-1.249979,-0.4367805,-0.3785284
5776,2023-01-20 10:50:07.342821,127367598,-1.820738,-1.950468,-1.165668,-1.035939,-1.308622,-1.139033,-0.3678921,-0.3947791
5809,2023-01-20 10:50:07.442522,127467300,-1.941616,-2.074542,-1.248386,-1.115459,-1.369487,-1.06822,-0.3321973,-0.3620833
5841,2023-01-20 10:50:07.542443,127567307,-2.070382,-2.205846,-1.324347,-1.188883,-1.421468,-1.106992,-0.3831271,-0.3626187
5877,2023-01-20 10:50:07.647213,127667344,-2.206566,-2.348697,-1.397186,-1.255056,-1.485316,-1.166577,-0.42288,-0.3777713
5907,2023-01-20 10:50:07.758457,127767318,-2.350003,-2.502175,-1.4699,-1.317729,-1.549538,-1.248815,-0.4278787,-0.3896859
5941,2023-01-20 10:50:07.856903,127867329,-2.500866,-2.659339,-1.546687,-1.388214,-1.627443,-1.364006,-0.5187558,-0.4625191
5973,2023-01-20 10:50:07.947680,127967319,-2.659685,-2.820312,-1.627576,-1.466949,-1.69739,-1.328831,-0.5155493,-0.5007694
6006,2023-01-20 10:50:08.042374,128067330,-2.826607,-2.99105,-1.708775,-1.544333,-1.746356,-1.210288,-0.3366486,-0.5038688
6038,2023-01-20 10:50:08.142413,128167387,-3.001437,-3.175699,-1.784607,-1.610345,-1.824458,-1.153282,-0.2350384,-0.3959257
6071,2023-01-20 10:50:08.242338,128267305,-3.183404,-3.367906,-1.851013,-1.66651,-1.891746,-0.8918894,0.06226066,-0.2416517
6101,2023-01-20 10:50:08.342673,128367598,-3.371242,-3.564103,-1.901736,-1.708875,-1.946529,-0.8173,0.1360366,-0.06640237
6134,2023-01-20 10:50:08.442409,128467313,-3.563465,-3.759705,-1.940735,-1.744495,-1.956843,-0.9016665,0.0100679,-0.001812555
6166,2023-01-20 10:50:08.542405,128567315,-3.759368,-3.950632,-1.976117,-1.784853,-1.956532,-0.9284389,-0.1333346,-0.03092479
6202,2023-01-20 10:50:08.642424,128667342,-3.958755,-4.132606,-2.010637,-1.836785,-1.952958,-0.9068399,-0.2539891,-0.08913236
6232,2023-01-20 10:50:08.742388,128767314,-4.161539,-4.306319,-2.044014,-1.899235,-1.979397,-0.9204913,-0.3951083,-0.2192306
6266,2023-01-20 10:50:08.842480,128867369,-4.367623,-4.476501,-2.076713,-1.967834,-1.997983,-0.8983099,-0.4759752,-0.3104136
6299,2023-01-20 10:50:08.942517,128967308,-4.576895,-4.637395,-2.107491,-2.046991,-2.027169,-0.8446826,-0.5520014,-0.4253354
6332,2023-01-20 10:50:09.042612,129067331,-4.789078,-4.812924,-2.13492,-2.111073,-2.058299,-0.8355052,-0.5049496,-0.4811434
6364,2023-01-20 10:50:09.142654,129167334,-5.003843,-4.999995,-2.159111,-2.162959,-2.114123,-0.7159292,-0.315275,-0.4631517
6397,2023-01-20 10:50:09.242577,129267312,-5.22072,-5.198821,-2.176768,-2.198667,-2.122888,-0.6798614,-0.2796522,-0.3954643
6427,2023-01-20 10:50:09.342680,129367595,-5.438926,-5.406525,-2.184415,-2.216816,-2.152743,-0.2528217,0.1864955,-0.2164614
6460,2023-01-20 10:50:09.442390,129467931,-5.65685,-5.622505,-2.170274,-2.20462,-2.161407,0,0.4730923,0.05833431
6492,2023-01-20 10:50:09.541236,129567997,-5.872165,-5.837507,-2.134195,-2.168853,-2.13148,0,0.4938287,0.2619458
6528,2023-01-20 10:50:09.640516,129668003,-6.083211,-6.038196,-2.086717,-2.131733,-2.061779,0,0.3596027,0.3548512
6558,2023-01-20 10:50:09.740493,129767981,-6.289223,-6.229224,-2.034329,-2.094328,-1.980208,0,0.2155885,0.3194833
6592,2023-01-20 10:50:09.840561,129868059,-6.489892,-6.416694,-1.980273,-2.053472,-1.945444,0,0.1945325,0.2564912
6623,2023-01-20 10:50:09.940475,129967995,-6.685143,-6.598639,-1.926148,-2.012652,-1.860618,0,0.1371373,0.214519
6656,2023-01-20 10:50:10.040502,130068025,-6.875012,-6.775706,-1.872742,-1.972048,-1.820207,0,0.1292742,0.1797019
6688,2023-01-20 10:50:10.140588,130168086,-7.059596,-6.946966,-1.820431,-1.933061,-1.782026,0,0.09520172,0.1441952
6721,2023-01-20 10:50:10.240412,130268000,-7.239012,-7.114851,-1.769383,-1.893543,-1.715993,0,0.1010037,0.1203416
6751,2023-01-20 10:50:10.340248,130368094,-7.41339,-7.283323,-1.719666,-1.849734,-1.701964,0,0.1808744,0.1365247
6784,2023-01-20 10:50:10.440007,130468019,-7.582824,-7.4435,-1.668141,-1.807465,-1.669299,0.1582573,0.3545982,0.1858728
6816,2023-01-20 10:50:10.539999,130568038,-7.745667,-7.590981,-1.584157,-1.738843,-1.619114,0.5802758,0.8239883,0.3638617
6852,2023-01-20 10:50:10.639999,130668061,-7.898088,-7.729216,-1.460905,-1.629777,-1.542314,1.002294,1.349867,0.7150492
6882,2023-01-20 10:50:10.739948,130768028,-8.036231,-7.849888,-1.300847,-1.48719,-1.415325,1.305041,1.646819,1.091148
6916,2023-01-20 10:50:10.839972,130868098,-8.158092,-7.965062,-1.143686,-1.336717,-1.268818,1.147374,1.470128,1.300785
6946,2023-01-20 10:50:10.939833,130968048,-8.265231,-8.075053,-1.005512,-1.195691,-1.122888,1.008755,1.233093,1.309954
6979,2023-01-20 10:50:11.039834,131068067,-8.359426,-8.178283,-0.8840295,-1.065173,-0.9949524,0.8868799,1.099846,1.221338
7011,2023-01-20 10:50:11.140003,131168150,-8.442241,-8.277059,-0.7772241,-0.9424066,-0.8805602,0.7797301,1.071688,1.158501
7045,2023-01-20 10:50:11.239936,131268034,-8.515051,-8.362536,-0.6833224,-0.8358371,-0.7681351,0.6855257,0.9705887,1.098966
7075,2023-01-20 10:50:11.339942,131368047,-8.579065,-8.437576,-0.6007659,-0.7422552,-0.6645323,0.6027029,0.8918482,1.039021
7108,2023-01-20 10:50:11.439924,131468030,-8.635343,-8.507037,-0.5281835,-0.6564885,-0.6037572,0.5298865,0.8369422,0.9631194
7139,2023-01-20 10:50:11.539937,131568038,-8.684822,-8.572001,-0.4643703,-0.5771914,-0.5436211,0.4658676,0.7972266,0.908977
7175,2023-01-20 10:50:11.639957,131668054,-8.728324,-8.632154,-0.4082668,-0.5044369,-0.4701173,0.4095832,0.7633845,0.8576558
7205,2023-01-20 10:50:11.739934,131768032,-8.76657,-8.688575,-0.3589417,-0.4369373,-0.4214225,0.360099,0.7400393,0.8217574
7239,2023-01-20 10:50:11.839964,131868092,-8.800196,-8.737868,-0.3155755,-0.3779034,-0.4062223,0.3165931,0.7504179,0.7891318
7269,2023-01-20 10:50:11.939825,131968028,-8.82976,-8.781845,-0.2774489,-0.3253633,-0.3116639,0.2783434,0.655402,0.7527312
7302,2023-01-20 10:50:12.039842,132068058,-8.85575,-8.823599,-0.2439285,-0.2760806,-0.3122799,0.2447149,0.6542785,0.7024517
7334,2023-01-20 10:50:12.139982,132168117,-8.878601,-8.864294,-0.2144579,-0.2287657,-0.2394241,0.2151493,0.6592717,0.6690126
7367,2023-01-20 10:50:12.239951,132268038,-8.898691,-8.901016,-0.1885478,-0.186223,-0.2343463,0.1891557,0.6903587,0.6423013
7397,2023-01-20 10:50:12.339957,132368048,-8.916353,-8.936127,-0.1657682,-0.1459952,-0.2030468,0.1663027,0.7570922,0.664547
7430,2023-01-20 10:50:12.439925,132468021,-8.931884,-8.964431,-0.1457407,-0.1131943,-0.1684953,0.1462106,0.7081629,0.6904338
7462,2023-01-20 10:50:12.539931,132568034,-8.945538,-8.987184,-0.1281328,-0.08648668,-0.1838156,0.1285459,0.7319212,0.6962281
7498,2023-01-20 10:50:12.639948,132668052,-8.95754,-9.009078,-0.1126522,-0.06111414,-0.1401499,0.1130155,0.6965616,0.684948
7528,2023-01-20 10:50:12.739931,132768024,-8.968093,-9.031612,-0.09904198,-0.03552269,-0.1485742,0.0993613,0.7699782,0.7006811
7562,2023-01-20 10:50:12.839930,132868046,-8.977371,-9.046102,-0.08707609,-0.01834623,-0.1134002,0.08735684,0.7214113,0.7339563
7593,2023-01-20 10:50:12.939849,132968039,-8.985531,-9.051252,-0.07655585,-0.01083441,-0.1238243,0.07680268,0.6838769,0.7160495
7626,2023-01-20 10:50:13.039839,133068043,-8.992705,-9.057012,-0.06730664,-0.003000607,-0.08754757,0.06752364,0.6470823,0.6861809
7658,2023-01-20 10:50:13.139997,133168127,-8.999011,-9.063805,-0.05917489,0.005618811,-0.07127498,0.05936569,0.6389462,0.6716029
7691,2023-01-20 10:50:13.239937,133268024,-9.004554,-9.065847,-0.05202558,0.009267139,-0.08626203,0.05219332,0.6656699,0.6720431
7721,2023-01-20 10:50:13.339953,133368043,-9.009427,-9.062334,-0.04574003,0.007166462,-0.09076767,0.04588751,0.65295,0.6608695
7754,2023-01-20 10:50:13.439934,133468026,-9.013713,-9.063922,-0.04021388,0.009995465,-0.07612205,0.04034354,0.6778091,0.6683863
7786,2023-01-20 10:50:13.539938,133568029,-9.017479,-9.071129,-0.03535539,0.01829452,-0.08523418,0.03546938,0.749559,0.7101406
7822,2023-01-20 10:50:13.639964,133668056,-9.020791,-9.074116,-0.03108386,0.02224073,-0.08308354,0.03118408,0.6949679,0.737851
7852,2023-01-20 10:50:13.739936,133768029,-9.023703,-9.070928,-0.02732841,0.01989693,-0.08932357,0.02741653,0.6617835,0.7049189
7886,2023-01-20 10:50:13.839935,133868062,-9.026262,-9.069462,-0.02402669,0.01917216,-0.07519999,0.02410416,0.6460808,0.6809387
7918,2023-01-20 10:50:13.939815,133968025,-9.028514,-9.070008,-0.02112387,0.02037088,-0.09895001,0.02119198,0.7803467,0.6923872
7951,2023-01-20 10:50:14.039832,134068063,-9.030493,-9.074052,-0.01857177,0.02498719,-0.06338736,0.01863165,0.7838225,0.7392168
7983,2023-01-20 10:50:14.139956,134168113,-9.032233,-9.081301,-0.01632799,0.03273939,-0.09010621,0.01638063,0.8732251,0.7893639
8016,2023-01-20 10:50:14.239911,134268021,-9.033764,-9.088529,-0.0143553,0.04040911,-0.1180396,0.01440158,0.9080355,0.8322994
8046,2023-01-20 10:50:14.339954,134368056,-9.035109,-9.094785,-0.01262094,0.04705497,-0.09883805,0.01266163,0.8512776,0.851891
8079,2023-01-20 10:50:14.439932,134468030,-9.036291,-9.099969,-0.01109612,0.05258186,-0.0760874,0.01113189,0.84205,0.8536901
8112,2023-01-20 10:50:14.539931,134568029,-9.03733,-9.103727,-0.009755522,0.05664218,-0.1075968,0.009786976,0.8786286,0.8580321
8148,2023-01-20 10:50:14.639954,134668052,-9.038243,-9.113736,-0.008576895,0.06691566,-0.08406285,0.008604548,0.9413269,0.872803
8178,2023-01-20 10:50:14.739943,134768041,-9.039046,-9.131198,-0.007540665,0.08461082,-0.1126115,0.007564978,1.061982,0.9395754
8212,2023-01-20 10:50:14.839931,134868062,-9.039753,-9.141841,-0.006629629,0.09545838,-0.09124527,0.006651004,1.033538,0.9879221
8242,2023-01-20 10:50:14.939826,134968042,-9.040374,-9.144699,-0.005828662,0.09849689,-0.07559165,0.005847455,0.9594713,0.9853776
8275,2023-01-20 10:50:15.039812,135068052,-9.040919,-9.148608,-0.005124465,0.1025647,-0.06975785,0.005140987,0.9842991,0.982004
8307,2023-01-20 10:50:15.139928,135168103,-9.0414,-9.152981,-0.004505344,0.1070755,-0.04246024,0.00451987,0.9379274,0.9830718
