LineNo,UTC_Approx,TimeUS,RDes,R,ROut,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut
95068,2023-01-20 10:54:39.279892,399867671,8.450232,2.812138,-0.01019163,0.7501558,1.262045,-0.1858499,5.600177,-0.2052758,0.02432395,-2.234333,-19.4169,0.3185888
95099,2023-01-20 10:54:39.379812,399967629,6.983983,5.701777,0.007038083,1.236055,5.925026,-0.2318613,4.781945,2.352412,0.01688927,9.780317,-7.743931,0.3296158
95132,2023-01-20 10:54:39.479872,400067666,3.578121,9.77648,-0.01814863,-0.09513804,6.035728,-0.2322266,3.087303,4.387798,0.006899164,13.85304,13.56907,0.3298675
95162,2023-01-20 10:54:39.579964,400167718,-0.5697557,6.91501,-0.04210877,-1.040328,-2.96409,-0.1503003,0.8412955,4.205863,-0.003653963,11.28897,21.523,0.3265562
95199,2023-01-20 10:54:39.679912,400267656,-5.158427,-0.1972803,0.001928277,-4.537749,-9.141553,-0.1160102,-0.4050746,2.992609,-0.007094325,8.413561,1.60284,0.3215318
95229,2023-01-20 10:54:39.779912,400367654,-5.29414,-6.669846,0.01882116,-1.496503,-7.17249,-0.1663558,-0.5510772,-0.5499948,-0.003217194,12.0879,-34.48801,0.3255155
95262,2023-01-20 10:54:39.879880,400467665,-2.594298,1.674699,-0.01992395,-4.308839,6.432522,-0.2782404,-0.8219123,0.07714566,-0.0003720785,20.03563,17.97571,0.334918
95296,2023-01-20 10:54:39.979806,400567647,-3.400667,-0.773226,-0.01427497,-2.02173,0.7435763,-0.2009355,-0.679657,0.4219294,-0.0002800832,24.50567,23.05946,0.3383967
95329,2023-01-20 10:54:40.079787,400667625,-3.319204,-0.3135234,-0.0159441,-2.85397,-1.55405,-0.1771291,-0.830411,1.152969,-0.0002480275,17.38814,35.12087,0.333133
95361,2023-01-20 10:54:40.179883,400767702,-1.994816,-3.680534,0.02864658,-3.739756,-14.44437,-0.06781854,-0.7568002,-1.581079,0.0001719703,14.55499,-3.734779,0.333367
95394,2023-01-20 10:54:40.279884,400867671,0.1156796,1.152137,-0.01132002,-2.544844,-8.562995,-0.1298973,-0.7633274,-1.418591,0.001610323,14.64542,-20.85285,0.3375173
95426,2023-01-20 10:54:40.379966,400967717,-1.793873,3.153927,-0.02368585,-1.061813,-1.29256,-0.1808244,0.1763191,-1.50313,0.004353043,11.2264,5.208397,0.3360487
95459,2023-01-20 10:54:40.479883,401067628,-2.358865,-0.8792533,0.002863271,-1.959248,7.037498,-0.274663,0.8850729,-1.405529,0.008095368,9.562442,33.23784,0.3397357
95489,2023-01-20 10:54:40.579889,401167636,-2.64049,-1.70899,0.001949898,-3.521611,8.177578,-0.2734644,1.602088,-0.6453052,0.009910513,-1.497397,18.51988,0.3287412
95526,2023-01-20 10:54:40.679844,401267622,-3.313061,-1.892678,-0.0153428,-1.425151,-1.99068,-0.2004749,2.394695,-1.786125,0.01241514,-6.270829,-2.929401,0.3288737
95556,2023-01-20 10:54:40.779810,401367626,-3.30316,0.3431324,-0.003342161,-0.5383946,-11.8609,-0.09758278,3.063934,-1.57071,0.0147006,-0.6221288,-20.97254,0.3367224
95589,2023-01-20 10:54:40.879850,401467710,-2.087279,-2.916454,0.0155477,2.506409,-3.504501,-0.1316488,2.618836,3.117161,0.01029841,1.144374,-4.032612,0.3373086
95624,2023-01-20 10:54:40.979757,401567662,-1.561348,-4.325305,0.03353469,3.111578,3.649617,-0.1966417,1.846184,1.412037,0.007210483,-1.710942,5.117702,0.3341258
95658,2023-01-20 10:54:41.079775,401667652,1.21828,0.3321811,-0.00128955,0.177553,6.386827,-0.2235736,1.027842,1.983015,0.005194507,-3.782678,15.9111,0.3305427
95690,2023-01-20 10:54:41.179832,401767662,1.770373,1.122626,0.003003668,2.197011,5.945793,-0.2270022,0.6845597,-0.8086752,0.004513999,-5.2219,5.596733,0.3305662
95723,2023-01-20 10:54:41.279864,401867666,-0.3947232,6.352379,-0.04621892,-1.371682,1.165058,-0.1815944,0.9617202,-0.9540074,0.006445399,-7.145091,9.395695,0.3258337
95754,2023-01-20 10:54:41.379860,401967639,-1.943598,-1.191036,-0.002024359,-1.137797,-7.14806,-0.1280679,1.823179,-2.56639,0.009986178,-13.15558,2.965641,0.3170622
95787,2023-01-20 10:54:41.479877,402067679,1.171784,-6.379543,0.05692305,0.2643876,-0.388567,-0.1961022,2.739475,-2.107885,0.01678616,-7.827723,-16.61034,0.3248603
95818,2023-01-20 10:54:41.579795,402167633,3.618346,1.185494,-0.001583347,-0.6172854,-3.767311,-0.1617181,3.522852,-3.201433,0.02014997,4.053902,-17.16404,0.3355278
95904,2023-01-20 10:54:41.679803,402267639,2.996019,4.881989,-0.02921855,-0.8738338,-3.506471,-0.1451499,4.442049,-1.775089,0.02189346,15.05833,-10.60352,0.341809
95934,2023-01-20 10:54:41.779819,402367643,2.899242,0.443375,0.02067086,2.700257,7.886612,-0.2337212,4.739827,0.7578017,0.02044964,13.0184,1.293659,0.3367491
95967,2023-01-20 10:54:41.879831,402467668,2.208358,2.135898,0.004680431,2.559447,3.458299,-0.2066049,4.019183,2.636899,0.01455475,8.165425,7.393265,0.3313023
96001,2023-01-20 10:54:41.979792,402567647,1.547203,4.531993,-0.02465494,-0.8762006,3.467129,-0.205985,2.452208,3.973145,0.006737751,15.91627,2.861881,0.3430472
96034,2023-01-20 10:54:42.079823,402667639,-1.900065,4.041969,-0.02540026,-1.185056,2.690779,-0.1884181,1.404048,1.095404,0.002008182,12.98098,32.58028,0.3364628
96066,2023-01-20 10:54:42.179946,402767707,-0.7724833,2.266851,-0.03219647,-2.845083,-4.170265,-0.1562797,0.5702072,1.457599,0.001852347,2.106408,17.72423,0.3252062
96099,2023-01-20 10:54:42.279920,402867679,-1.481174,0.4421854,-0.005105932,-4.402362,-6.780578,-0.1443508,0.7244601,-1.613242,0.004414411,3.013942,-6.877232,0.3280177
96130,2023-01-20 10:54:42.379879,402967649,1.052584,-0.7556205,0.01295491,-2.147405,-3.158257,-0.1858086,1.254914,-1.217036,0.01101704,1.768176,8.488274,0.3301446
96163,2023-01-20 10:54:42.479858,403067620,-0.6513309,-4.935892,0.05532367,-6.498956,-3.309289,-0.1959257,2.13101,-1.148998,0.01400403,5.911836,3.952885,0.3340329
96194,2023-01-20 10:54:42.579843,403167593,1.333477,-5.676733,0.04498758,-4.731005,-4.610846,-0.192743,2.617098,-1.011132,0.01609966,7.328036,-2.476501,0.336958
96231,2023-01-20 10:54:42.679850,403267625,2.711269,2.072233,-0.02506683,-2.253937,-12.04246,-0.09883364,2.961104,-0.9619746,0.01589584,15.27129,-42.46616,0.343574
96261,2023-01-20 10:54:42.779897,403367706,4.426212,2.229388,0.01414969,4.194952,-11.60667,-0.08454916,2.715849,1.0157,0.01302178,22.63042,-13.66034,0.3518137
96294,2023-01-20 10:54:42.879838,403467672,2.269747,0.6480799,0.0217033,1.365275,-1.251968,-0.1477654,1.979313,1.935906,0.008663964,20.89601,7.228756,0.3489381
96328,2023-01-20 10:54:42.979796,403567653,2.503037,-2.724427,0.03292789,0.4275044,0.7664795,-0.185257,1.288132,0.8872072,0.006766606,14.20405,2.115059,0.3466453
96361,2023-01-20 10:54:43.079826,403667654,0.9480717,-3.730695,0.04928698,0.9391446,-0.9763215,-0.1862312,0.988646,3.161698,0.005646927,10.91561,-21.02251,0.3441807
96393,2023-01-20 10:54:43.179879,403767665,4.161895,-2.927122,0.05009982,-1.219497,4.694225,-0.2071782,-0.6069772,3.949059,0.0009107701,16.69303,23.89107,0.356236
96426,2023-01-20 10:54:43.279901,403867665,5.953485,-1.548221,0.05985042,1.409519,5.172748,-0.2152681,-2.113534,3.299041,-0.004786163,11.26795,9.931183,0.3524817
96457,2023-01-20 10:54:43.379884,403967632,1.95656,2.039451,0.04281799,1.5625,10.88387,-0.2432025,-3.145837,4.295941,-0.01110021,-3.508714,40.12756,0.3421952
96490,2023-01-20 10:54:43.479887,404067679,0.9017851,-1.164716,0.02921671,-0.968153,1.894504,-0.1865011,-3.599832,-0.1135163,-0.009084666,-23.37337,23.03581,0.324836
96520,2023-01-20 10:54:43.579789,404167639,-3.16939,-2.699494,0.03069771,0.8290387,4.064258,-0.2377501,-2.341834,-2.414019,-0.0024089,-32.64569,-4.686928,0.3220396
96557,2023-01-20 10:54:43.679836,404267653,-1.898596,-3.188375,-0.006843406,0.2395861,3.14366,-0.2275934,-0.8220369,-5.138573,0.007042971,-33.97304,-31.93054,0.322875
96587,2023-01-20 10:54:43.779893,404367653,0.7872143,1.263571,0.007578561,0.584747,-8.928809,-0.1091782,0.99964,-4.732069,0.01507283,-19.99685,-49.29523,0.3361953
96622,2023-01-20 10:54:43.880058,404467850,-3.122148,-2.606698,0.0279377,2.34912,1.153011,-0.1827001,2.14931,1.469701,0.01435591,-15.23863,8.002186,0.3350206
96657,2023-01-20 10:54:43.979798,404567643,-3.374784,-8.169226,0.04525287,1.745013,0.06380665,-0.1994353,1.937415,1.254897,0.01105772,-10.6387,-44.62166,0.3359277
96690,2023-01-20 10:54:44.079837,404667697,0.4136892,1.065453,-0.01657322,-0.5715265,4.400792,-0.2038345,0.9379935,2.942065,0.005524107,6.052075,-12.89921,0.3504303
96722,2023-01-20 10:54:44.179796,404767662,2.023102,1.931486,-0.01238058,2.823658,-2.322238,-0.1529025,-0.7977891,3.485784,-0.002015569,3.162422,5.389309,0.3429193
96755,2023-01-20 10:54:44.279850,404867669,3.33714,5.509727,-0.004393285,1.310221,-2.31033,-0.1510956,-2.441884,1.620218,-0.00866672,3.709075,-26.54753,0.3418061
96786,2023-01-20 10:54:44.379873,404967632,2.185054,6.645005,-0.02589506,-0.7843582,-5.342125,-0.1374359,-3.928802,2.355179,-0.01358249,14.97157,-22.45941,0.3541933
96819,2023-01-20 10:54:44.479895,405067655,1.930696,7.477241,-0.04526878,2.065953,-3.127059,-0.1451012,-5.025719,0.1965156,-0.01606002,18.5844,8.48484,0.3538708
96849,2023-01-20 10:54:44.579860,405167636,-0.6493948,5.120941,-0.0463231,1.455785,-2.500717,-0.13445,-5.156497,-1.00382,-0.01523778,16.75658,-10.65674,0.3511105
96886,2023-01-20 10:54:44.679824,405267619,0.5500143,0.5066242,0.004722779,1.290454,-3.218494,-0.1309452,-5.951865,1.175621,-0.01707532,14.75737,14.98661,0.3519112
96917,2023-01-20 10:54:44.779861,405367676,0.2268947,-2.697986,0.03722734,-0.6991242,-1.729411,-0.155177,-7.107833,1.953796,-0.02254013,11.16228,21.90189,0.3500778
96950,2023-01-20 10:54:44.879826,405467653,-2.604315,-6.120297,0.03967665,-0.7337218,-0.9669483,-0.1839464,-7.526602,2.34496,-0.02445909,10.6609,19.5549,0.3517583
96984,2023-01-20 10:54:44.979813,405567651,-3.184583,-4.190552,0.009073355,1.658184,2.297972,-0.1958808,-6.976618,0.1789592,-0.02021646,7.940605,16.644,0.3491648
97017,2023-01-20 10:54:45.079862,405667655,-1.041657,-0.5062698,-0.006604847,3.108173,7.532922,-0.2409115,-6.611142,0.3580838,-0.01671727,9.570313,6.731033,0.3503986
97048,2023-01-20 10:54:45.179943,405767678,2.020881,-2.03916,0.01341415,3.901834,10.55138,-0.2591422,-6.1512,-2.316267,-0.01425067,13.18126,-7.112217,0.3529763
97081,2023-01-20 10:54:45.272726,405867660,4.356049,-0.3161775,0.003920591,1.945982,9.1687,-0.238067,-5.419287,-1.914354,-0.01090053,22.30018,-14.9538,0.3578555
97112,2023-01-20 10:54:45.363740,405967699,6.156554,-1.8418,0.03837068,0.1443447,9.3974,-0.2593893,-4.605824,-2.967114,-0.008072635,33.10982,4.844284,0.3664259
97145,2023-01-20 10:54:45.460081,406067657,5.086165,2.731227,0.0001821294,-1.924807,5.099274,-0.2221301,-3.518852,-2.822587,-0.005371268,34.22313,-20.3352,0.3641637
97175,2023-01-20 10:54:45.560039,406167651,3.191606,4.452704,-0.01329049,-2.97045,-6.762116,-0.1283217,-2.893347,-1.232488,-0.005396775,32.5745,-23.78426,0.362717
97212,2023-01-20 10:54:45.660083,406267689,1.484901,6.427349,-0.01024106,-0.9988256,-9.045443,-0.1197829,-2.614256,-0.5677392,-0.005409865,44.74694,7.707977,0.3812966
97242,2023-01-20 10:54:45.760096,406367668,-1.413835,-5.975543,0.06163039,0.2760472,2.303647,-0.1847949,-2.94413,0.705797,-0.008214278,21.8597,71.27638,0.3550362
97275,2023-01-20 10:54:45.866687,406467677,-1.248812,-7.521655,0.06354249,-3.648565,2.3467,-0.2233836,-3.051505,0.7268124,-0.008595704,9.375085,26.08919,0.3512127
97309,2023-01-20 10:54:45.977563,406567630,1.912477,-7.740041,0.06190323,-4.542567,-5.136973,-0.1822153,-3.332698,1.676824,-0.008707543,4.782875,9.898758,0.350873
97342,2023-01-20 10:54:46.072641,406667714,2.31646,-0.2347797,0.03632351,-0.6750796,-1.072227,-0.2001307,-3.20183,0.09260818,-0.008494813,13.51157,2.085114,0.3642697
97374,2023-01-20 10:54:46.163542,406767646,0.7519748,-4.070121,0.03903967,1.807,6.037517,-0.2097565,-2.773759,-0.8472272,-0.006926275,8.301256,54.77085,0.3581419
97407,2023-01-20 10:54:46.259952,406867647,3.548548,-5.705336,0.07116795,-3.145479,7.455387,-0.2394564,-2.740042,0.1657622,-0.005425002,-2.993418,8.323765,0.3500937
97438,2023-01-20 10:54:46.359997,406967641,-0.09290028,-2.332693,0.04352554,-3.663152,2.906832,-0.2408843,-2.521398,0.8909211,-0.007332335,1.969368,-81.36959,0.3573892
97471,2023-01-20 10:54:46.466665,407067662,-3.452908,1.885868,-0.009631554,-1.259271,5.350014,-0.2375531,-2.361914,2.417552,-0.008750527,0.9080178,54.62656,0.3586999
97502,2023-01-20 10:54:46.577673,407167635,-3.086045,-0.4310197,-0.01809376,-0.3708969,-0.5553957,-0.200308,-2.590064,1.1962,-0.009193206,-13.72406,19.19699,0.3433358
97538,2023-01-20 10:54:46.672709,407267703,-4.309756,-1.801224,-0.01094733,1.42814,-3.003377,-0.1704121,-2.546296,0.6264328,-0.00987021,-11.37229,-22.05582,0.3492599
97569,2023-01-20 10:54:46.763609,407367669,-4.048289,-5.083848,0.01832195,3.018001,0.3936059,-0.1643141,-2.484062,1.498971,-0.009085334,-6.902969,-5.904865,0.35451
97603,2023-01-20 10:54:46.859952,407467643,-1.340309,-7.355719,0.05946701,0.8756703,1.167877,-0.1751558,-2.926993,-0.4180538,-0.00947314,-2.817464,-9.524727,0.3554859
97637,2023-01-20 10:54:46.959958,407567650,-1.709363,-0.6687253,0.01287646,2.285686,-6.244474,-0.1051264,-2.662414,0.07437175,-0.008048581,-14.4977,-12.02555,0.3394999
97670,2023-01-20 10:54:47.059970,407667663,-0.3515694,-3.090414,0.02071532,2.790929,-8.711206,-0.1103982,-2.625018,-1.875594,-0.006376185,-19.0814,-17.64059,0.3386851
97702,2023-01-20 10:54:47.159961,407767654,-3.107952,-0.1787691,0.0004632731,1.294408,0.4868514,-0.1820484,-1.681584,-1.014267,-0.004311244,-10.7664,-27.85101,0.3454506
97735,2023-01-20 10:54:47.259927,407867631,-0.4523436,-0.8106896,0.003082974,4.137231,1.261963,-0.1864999,-1.490044,0.1874726,-0.002296167,-17.87041,4.125786,0.3350669
97766,2023-01-20 10:54:47.359972,407967695,2.365382,-1.193981,0.005356659,2.887918,7.023896,-0.2401342,-1.351014,-0.6088779,-0.001738837,-18.41046,-18.98623,0.3344645
97799,2023-01-20 10:54:47.459922,408067647,2.524707,2.802346,0.002920259,-0.7567247,10.09952,-0.2926487,-0.9531167,-0.4022117,-0.0007339881,-1.387144,-46.19541,0.3514586
97829,2023-01-20 10:54:47.559935,408167651,-3.598943,8.325368,-0.05832317,0.3315971,-2.086584,-0.1563902,-0.9997263,0.948063,-0.005032307,16.24061,9.90963,0.3620606
97865,2023-01-20 10:54:47.659956,408267651,-7.300013,-0.9230009,-0.01622828,-0.5290595,9.219253,-0.2267801,-1.510198,2.637162,-0.008628714,11.94814,37.28876,0.3495151
97896,2023-01-20 10:54:47.759997,408367664,-7.510849,-11.34432,0.05902063,-0.5597169,3.461247,-0.2271021,-2.2588,1.62723,-0.01083118,10.26083,-2.240562,0.3499388
97929,2023-01-20 10:54:47.859988,408467673,-1.824299,-8.695753,0.05993511,0.6643892,4.793713,-0.217518,-3.013132,0.8315363,-0.01053432,6.098403,34.60445,0.3488271
97963,2023-01-20 10:54:47.959964,408567696,-0.8519704,-0.2816739,0.02162306,1.603281,1.529389,-0.1893807,-3.416979,2.269635,-0.01136177,0.289139,23.59123,0.3445654
97996,2023-01-20 10:54:48.059886,408667636,1.810329,-1.706163,0.02517155,0.3805963,4.312457,-0.1991931,-3.676398,-0.9568651,-0.01060273,-11.13786,22.63308,0.3346286
98028,2023-01-20 10:54:48.159899,408767647,-1.054714,2.199825,0.005410477,1.999214,3.253999,-0.2275589,-2.647189,-0.3721243,-0.006228168,-19.6503,-9.219456,0.3276908
98061,2023-01-20 10:54:48.259902,408867647,-0.7488799,0.5598176,0.003929313,-0.9919078,3.019487,-0.2313703,-2.091805,-2.113853,-0.00354145,-10.80114,-9.620762,0.3395381
98092,2023-01-20 10:54:48.359882,408967622,2.60905,-10.00107,0.04275905,-0.7413018,7.142857,-0.2277227,-1.54746,-0.2524039,-0.0009627387,-2.430187,17.65432,0.3463461
98125,2023-01-20 10:54:48.459950,409067644,5.302532,7.348099,-0.03590562,2.385411,-3.487619,-0.1080559,-0.7255947,-1.483458,-1.179235E-05,-17.13128,49.7139,0.3260479
98155,2023-01-20 10:54:48.560006,409167626,5.867398,0.5845197,0.03901268,3.356175,-5.780883,-0.112472,-0.9145911,-1.904053,-0.001993225,-29.78188,-12.30564,0.3149923
98191,2023-01-20 10:54:48.660007,409267676,5.442201,-1.789204,0.03400148,-0.7627681,-1.088996,-0.1870824,-0.8316138,0.09130886,-0.0008388016,-17.79729,-31.0174,0.3284404
98222,2023-01-20 10:54:48.759846,409367647,4.164021,2.730515,0.003487377,0.06247464,0.5873337,-0.2098131,0.01698273,-1.016672,0.002238756,-1.468227,1.104546,0.3387533
98257,2023-01-20 10:54:48.860082,409467950,2.464666,5.159328,-0.01255324,-2.504512,-1.922215,-0.1601677,0.3960394,-1.810917,0.002567362,2.665272,-3.468227,0.3354111
98291,2023-01-20 10:54:48.959694,409567584,-1.408215,6.852003,-0.03694513,0.1455748,-5.657209,-0.1439262,0.6104455,0.3588375,0.0004224359,3.910714,16.44058,0.3315382
98325,2023-01-20 10:54:49.059783,409667635,-3.971141,-1.999906,0.009977519,-0.3654005,-0.7835637,-0.1825066,0.2522889,2.302538,-0.002295763,2.771729,2.302551,0.3278705
98357,2023-01-20 10:54:49.159919,409767692,-5.77233,-8.465405,0.06165956,2.918673,5.90555,-0.2058094,0.03955032,1.121338,-0.002346975,-0.8344208,37.29744,0.3252357
98390,2023-01-20 10:54:49.259972,409867715,-4.333757,-2.85857,-0.008318258,3.384656,6.150549,-0.2240047,0.1222389,-0.4164714,-9.294193E-05,-4.222777,-3.609276,0.3211814
98421,2023-01-20 10:54:49.359906,409967650,-1.339465,-1.492056,-0.006060252,1.805465,-4.947308,-0.125021,0.6555763,-3.014611,0.004130364,5.552939,-22.12753,0.3318594
98454,2023-01-20 10:54:49.459907,410067654,-0.4574071,-2.625782,0.01661383,2.174467,3.803683,-0.1917045,1.538618,-0.5910969,0.007664607,11.26317,12.20741,0.3349954
98484,2023-01-20 10:54:49.559898,410167648,6.669199,-13.44776,0.1133235,-0.2438154,4.591924,-0.2320915,1.655631,-2.052098,0.009973507,18.27109,-7.23896,0.3396069
98520,2023-01-20 10:54:49.659908,410267658,6.109062,4.47359,0.007644307,-2.637556,-11.67074,-0.1025682,3.027041,-2.260562,0.01512056,37.36925,-31.29244,0.3594842
98551,2023-01-20 10:54:49.759908,410367656,3.446305,7.833206,-0.02196792,3.112433,-0.1099015,-0.1517075,3.891063,-1.313298,0.01509186,40.46716,46.08631,0.3578308
98584,2023-01-20 10:54:49.859858,410467636,3.695824,6.066307,-0.01016593,0.848312,5.183089,-0.1929077,3.219445,1.526701,0.009393757,16.17027,45.3022,0.3335834
98618,2023-01-20 10:54:49.959843,410567672,1.64173,5.326892,-0.02118911,-2.811208,5.358852,-0.2401091,1.384009,5.666462,-0.001275941,-6.849829,44.06853,0.3182725
98651,2023-01-20 10:54:50.059806,410667654,-2.104352,-1.087697,0.03100866,-5.318345,1.710911,-0.2349077,0.2737346,2.815534,-0.005374384,-11.36784,4.409027,0.3216559
98683,2023-01-20 10:54:50.159813,410767658,-2.083305,-1.294511,0.01271708,-4.098897,-10.19572,-0.1530429,-0.3810644,0.3139789,-0.004193434,-1.715808,-19.40985,0.3353904
98716,2023-01-20 10:54:50.259846,410867662,-3.749575,2.5678,-0.03033252,-2.656242,-7.85531,-0.1417361,-0.2270391,-0.1199107,-0.001891098,14.51307,-13.55219,0.3486453
98747,2023-01-20 10:54:50.359896,410967666,-4.425006,5.931059,-0.03631745,-0.2883112,2.639706,-0.1876752,-0.01344924,-2.117131,0.0002008107,9.325589,24.00951,0.3399717
98780,2023-01-20 10:54:50.459888,411067639,-3.719387,0.585925,-0.02481232,-1.13527,-4.159542,-0.1313565,0.3552459,-2.522086,0.002573603,-3.874288,14.68,0.3287684
98810,2023-01-20 10:54:50.559946,411167696,-3.287173,-2.076012,0.01253996,-1.4951,-3.820177,-0.1603368,1.284286,-3.580231,0.007557115,-9.911667,-17.45081,0.3290546
98846,2023-01-20 10:54:50.659868,411267646,-2.877352,-1.731257,0.005213411,-1.210102,0.9226535,-0.1952588,2.173068,-0.5830767,0.01061714,-14.73206,18.66579,0.3276805
98877,2023-01-20 10:54:50.759820,411367644,0.02114199,-6.545235,0.05870126,-0.6498799,1.227215,-0.205759,2.53093,-0.4762598,0.0116648,-22.17042,5.69973,0.3233944
98910,2023-01-20 10:54:50.859803,411467650,-2.068458,-0.3134798,-0.01351296,-0.1599152,-7.911513,-0.1315084,2.953354,-0.1068847,0.009780204,-18.91618,-28.85513,0.3277401
98944,2023-01-20 10:54:50.959778,411567631,-1.200634,-0.02247,-0.01556171,-0.9122069,3.497983,-0.225519,2.860897,0.483807,0.00913971,-13.143,-31.59971,0.3284514
98977,2023-01-20 10:54:51.059823,411667645,2.184441,-1.333287,0.02879634,-1.33634,8.312129,-0.2621992,1.739297,3.068803,0.004863975,-6.574855,6.53038,0.3341282
99010,2023-01-20 10:54:51.159968,411767734,0.4739206,2.4733,-0.004048257,-3.455611,-5.637125,-0.1381421,1.060126,0.3219108,0.001590298,-9.420497,0.814724,0.3292072
99043,2023-01-20 10:54:51.259907,411867685,2.728246,1.388864,0.0287651,-2.662478,-11.96142,-0.09035312,0.0864545,0.770428,0.0001257553,-11.12683,-16.09879,0.3269837
99074,2023-01-20 10:54:51.359814,411967650,-1.534676,5.444499,-0.02538362,0.649183,-3.193015,-0.1483626,0.1661808,0.7559536,-0.001575226,-8.089419,-31.14386,0.3289699
99107,2023-01-20 10:54:51.459828,412067654,-4.74897,-3.622636,0.01312613,-2.938575,4.548386,-0.2565008,0.5596614,-2.151422,0.002019888,-6.434836,-26.8301,0.3304459
99137,2023-01-20 10:54:51.559869,412167640,-4.454712,-9.079243,0.05137178,-1.835364,3.773805,-0.2222847,1.450242,0.2514546,0.0065527,-0.313338,18.34726,0.3371914
99174,2023-01-20 10:54:51.659912,412267659,1.527773,-9.117756,0.06653588,-0.2120703,2.835513,-0.197938,1.98164,-2.604248,0.01168293,-7.328774,32.90081,0.3274619
99205,2023-01-20 10:54:51.759913,412367657,0.1075964,3.887707,-0.01904555,-0.633043,-5.433231,-0.1406493,2.730975,-0.2629045,0.0131365,-11.33683,-15.15856,0.324319
99238,2023-01-20 10:54:51.859930,412467705,-0.21095,3.457988,-0.02617329,-0.07892593,-1.434263,-0.1736222,3.062281,-0.4895689,0.0119653,-7.008809,-39.90335,0.3285007
99272,2023-01-20 10:54:51.959850,412567679,0.5372801,-3.390714,0.02610025,0.6903276,8.315484,-0.2611717,2.918684,1.518349,0.01045319,-1.854009,17.97352,0.332989
99305,2023-01-20 10:54:52.059791,412667641,1.775485,2.156711,-0.02920007,-4.164203,5.263905,-0.2415537,2.744632,-0.851611,0.01063101,-3.869272,16.07008,0.3272089
99337,2023-01-20 10:54:52.159806,412767655,-1.322048,2.685824,0.008860093,-1.396746,-8.43149,-0.1081596,3.268779,0.246356,0.01156276,4.878863,-5.626392,0.3350688
99370,2023-01-20 10:54:52.259839,412867658,-5.237955,-4.00843,0.02885745,5.439501,-8.874658,-0.09357642,3.32886,-0.4929322,0.01009869,0.5685851,-5.918026,0.3269841
99401,2023-01-20 10:54:52.359891,412967659,-9.234738,1.921518,-0.04818757,5.579157,2.697738,-0.1714209,3.605919,1.233355,0.009919747,-6.306704,10.67686,0.3203073
99434,2023-01-20 10:54:52.459906,413067654,-5.260396,-7.423099,0.01922459,3.118826,10.29399,-0.2401423,3.226725,1.070816,0.01101215,-1.070229,5.688477,0.32772
99464,2023-01-20 10:54:52.559946,413167695,-4.801977,-4.253373,0.01022377,3.104853,1.52702,-0.160977,3.182157,0.7718794,0.01106487,-0.4371218,30.06134,0.3268586
99500,2023-01-20 10:54:52.659876,413267654,-6.267098,-1.237321,-0.01669432,4.565813,-2.01589,-0.120422,3.937582,-2.621676,0.01448413,-3.351978,-1.075459,0.317937
99531,2023-01-20 10:54:52.759826,413367653,-6.154681,-3.506595,-0.01866158,3.651876,6.26735,-0.2131281,4.555896,-1.023103,0.01721298,-8.858025,9.947014,0.3119551
99564,2023-01-20 10:54:52.859783,413467632,-0.2261387,-10.43572,0.06098495,0.1528121,3.838502,-0.2003908,4.65418,-1.801636,0.01990723,-8.243767,12.69684,0.3129405
99598,2023-01-20 10:54:52.959779,413567632,4.567276,0.8866834,0.007911349,1.201447,-11.50981,-0.1039773,4.554499,-1.757212,0.02081743,6.221447,-56.35805,0.3241698
99631,2023-01-20 10:54:53.059851,413667675,4.729928,3.059659,-0.003753007,-3.650579,6.732497,-0.2517763,4.279304,0.8430379,0.01766115,26.35588,8.735466,0.3394518
99663,2023-01-20 10:54:53.159933,413767704,6.119711,0.2167876,0.02764861,-1.711767,2.964596,-0.2296523,3.604881,1.187983,0.01400943,33.34589,18.90707,0.3409679
99696,2023-01-20 10:54:53.259928,413867708,4.682161,7.164328,-0.03219253,-3.688176,2.912818,-0.1978149,2.909293,0.910639,0.01059458,31.0174,29.15192,0.337493
99728,2023-01-20 10:54:53.359806,413967635,4.007203,4.14648,-0.00703683,-1.898522,-6.194158,-0.1389731,2.20858,0.6959544,0.007249573,16.16662,32.83892,0.322779
99761,2023-01-20 10:54:53.459837,414067651,2.868736,4.290411,-0.01360451,-3.251346,-3.257576,-0.1842689,2.102225,-0.04749455,0.007817877,15.70991,-11.37486,0.3272494
99791,2023-01-20 10:54:53.559893,414167648,1.82004,0.2929613,0.0009829216,-1.771422,2.960413,-0.2396373,1.942022,0.1399577,0.008563224,20.79809,6.328011,0.3334545
99827,2023-01-20 10:54:53.659915,414267646,2.07767,-1.951706,0.03985636,-1.770129,-1.484875,-0.1940142,2.175066,0.03611366,0.01018193,21.43627,25.95148,0.3346417
99858,2023-01-20 10:54:53.759921,414367651,2.244241,-1.551455,0.02784155,-2.284257,-2.003973,-0.1616514,2.369035,-1.019184,0.01251867,28.45874,-57.55148,0.3412407
99893,2023-01-20 10:54:53.860228,414468007,1.552212,1.487868,5.721499E-05,-1.514779,-6.504476,-0.131079,2.728487,-1.491292,0.01337567,34.98946,32.56054,0.3500964
99928,2023-01-20 10:54:53.959771,414567632,2.390923,-0.2966577,0.02127688,-1.575061,-7.254534,-0.1056071,2.674439,0.004904029,0.0126779,29.70449,10.38761,0.3468204
