LineNo,UTC_Approx,TimeUS,RDes,R,ROut,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut
197550,2023-01-20 10:59:49.632802,710870561,2.664638,0.8752047,0.03246396,-3.101316,-13.15454,-0.05942331,-7.9329,-2.750306,-0.08338197,-4.342838,-13.18464,0.3392113
197580,2023-01-20 10:59:49.732718,710970530,-1.239088,4.592836,-0.02501224,-1.212886,-5.250515,-0.09501591,-8.251406,2.142215,-0.08902613,-6.797593,-7.696342,0.3374231
197616,2023-01-20 10:59:49.832662,711070521,0.8207232,-5.115575,0.06275547,1.376746,2.836668,-0.1418332,-9.929443,4.222231,-0.09936683,-17.01473,6.682777,0.3286973
197646,2023-01-20 10:59:49.932641,711170536,-1.084406,-0.6433794,0.05240205,-1.219154,-4.064912,-0.1182673,-11.33072,2.716808,-0.1043557,-20.21877,-24.16353,0.3288656
197681,2023-01-20 10:59:50.036238,711270533,-0.4715639,-6.44321,0.08206638,2.555089,0.004259476,-0.1340293,-11.0717,-0.4198488,-0.09936802,-20.06972,-7.25832,0.3287109
197712,2023-01-20 10:59:50.147397,711370575,0.9311322,-3.98414,0.07933305,3.915504,8.034831,-0.1932568,-10.2392,-0.7790477,-0.09355517,-14.55591,-19.13424,0.3329344
197746,2023-01-20 10:59:50.247856,711470555,-2.186423,-2.782845,0.05949669,2.693219,4.780011,-0.1770721,-8.566635,-4.818412,-0.08587427,-8.965753,3.759766,0.3336763
197778,2023-01-20 10:59:50.338745,711570526,-1.594987,-3.984562,0.03379985,2.179262,15.74443,-0.2422857,-6.763123,-2.934462,-0.07925382,-4.897261,-3.439236,0.3347707
197811,2023-01-20 10:59:50.432610,711670511,2.927879,-3.412752,0.05707546,1.647311,6.069355,-0.1583514,-5.860276,-0.3113642,-0.07777238,-0.4899394,4.181194,0.3375932
197844,2023-01-20 10:59:50.532641,711770538,6.63881,-6.796172,0.103664,-0.8523945,1.550565,-0.1385587,-5.6389,-0.7799391,-0.0798396,-2.683789,10.47602,0.333041
197877,2023-01-20 10:59:50.632628,711870537,5.031972,7.559576,-0.002704442,-1.831139,-1.918514,-0.1087785,-5.403789,-1.592466,-0.08050416,-2.937805,-21.11225,0.3331927
197907,2023-01-20 10:59:50.732612,711970565,2.583559,3.284779,0.04766056,-1.499759,-7.437797,-0.07080789,-6.018026,1.759782,-0.08545043,-5.847736,-5.847931,0.3308627
197942,2023-01-20 10:59:50.832549,712070531,1.667025,4.4737,0.01715369,-4.357635,-3.318434,-0.1192393,-6.805355,1.887349,-0.08916282,-0.422043,-10.72769,0.336084
197972,2023-01-20 10:59:50.932568,712170546,-0.5617192,2.948172,0.02296526,-2.778462,-1.996123,-0.1519951,-7.922911,1.940294,-0.09520905,3.313649,-24.94364,0.3372383
198008,2023-01-20 10:59:51.032539,712270512,-0.8386148,6.891843,-0.01107131,-0.8963893,-8.552233,-0.07284983,-9.49023,3.054699,-0.101255,11.8424,-25.23041,0.3458548
198039,2023-01-20 10:59:51.132578,712370545,-4.682728,4.753222,0.04338586,-5.671698,-1.272232,-0.09589165,-10.17305,-1.055618,-0.1011779,4.676328,31.06918,0.3346622
198073,2023-01-20 10:59:51.232588,712470549,-5.990211,-2.36203,0.05580593,-10.29778,17.23916,-0.2573556,-9.313695,-1.250444,-0.09385973,-2.994841,-17.61093,0.3277722
198105,2023-01-20 10:59:51.332566,712570523,-9.203012,13.26446,-0.06087174,-18.54626,2.925886,-0.1727416,-9.146709,-1.017859,-0.09329914,5.394516,-15.54117,0.3379629
198138,2023-01-20 10:59:51.432618,712670574,-9.086217,-7.254133,0.0503488,-21.31344,-9.66602,-0.1751536,-10.14485,5.507747,-0.1024349,12.23816,8.823204,0.3400156
198171,2023-01-20 10:59:51.532558,712770521,-7.753213,-7.318163,0.02330344,-17.18071,-7.919003,-0.2197913,-12.5304,5.527172,-0.1148054,14.10825,15.19604,0.3398426
198204,2023-01-20 10:59:51.632563,712870533,-0.1161365,-8.724283,0.04409105,-6.079507,-4.810823,-0.2062561,-14.4901,2.634598,-0.1217047,11.25538,27.5857,0.3377991
198234,2023-01-20 10:59:51.732557,712970531,-0.2497988,0.9974578,0.02875321,-4.373452,-14.03253,-0.07031092,-13.70759,-4.506301,-0.1114223,10.14557,-8.664322,0.3371978
198269,2023-01-20 10:59:51.832539,713070522,-1.087135,-0.6281783,0.04877224,3.260379,-11.35087,-0.1001986,-11.46192,-5.367357,-0.09772078,6.234561,30.94053,0.3343464
198299,2023-01-20 10:59:51.932549,713170550,1.897311,-12.02358,0.09998036,9.46172,-2.642083,-0.1647139,-8.567949,-6.921786,-0.08526015,11.82419,7.747459,0.3416577
198335,2023-01-20 10:59:52.032522,713270529,2.503034,-0.5709786,0.01776922,11.93835,3.980335,-0.1768063,-5.196242,-7.872076,-0.07324872,15.99514,12.3558,0.344073
198366,2023-01-20 10:59:52.132557,713370544,8.802752,1.370395,0.02417286,20.26742,-4.476015,-0.04411506,-2.494833,-6.683616,-0.0649757,20.34656,-28.31144,0.3479581
198400,2023-01-20 10:59:52.232575,713470546,7.502879,-3.860977,0.0941667,21.66063,3.229186,-0.09139756,-0.04882789,-4.850503,-0.05843068,19.68274,21.06352,0.3486112
198432,2023-01-20 10:59:52.332571,713570534,6.379632,4.793131,0.0453454,17.12346,15.40966,-0.2047654,1.583848,-2.747391,-0.05599271,13.54359,22.89333,0.3449203
198465,2023-01-20 10:59:52.432564,713670525,8.258941,-3.167067,0.07419199,15.34169,-0.7658132,-0.07098058,2.698356,-2.745448,-0.05340713,8.130899,-6.083298,0.3461271
198498,2023-01-20 10:59:52.532555,713770524,7.521644,9.737512,-0.009414665,15.44964,1.168112,-0.08790793,3.180233,-1.1405,-0.05505981,10.07417,-8.724022,0.3525023
198531,2023-01-20 10:59:52.632589,713870568,4.307374,-0.430539,0.07300273,11.37278,0.1095318,-0.09043302,2.979447,1.728734,-0.05902446,-0.2387914,15.12566,0.345584
198561,2023-01-20 10:59:52.732557,713970552,-0.428874,1.791388,0.05500797,7.135533,3.61307,-0.1796799,2.184167,1.900349,-0.06448314,-10.66481,18.23235,0.3429
198596,2023-01-20 10:59:52.832522,714070529,-2.65949,2.748204,0.0003024507,9.796322,1.708773,-0.1315116,1.428425,1.555873,-0.06685612,-13.63073,-48.9336,0.3419659
198626,2023-01-20 10:59:52.932536,714170544,-0.2273029,0.09046418,0.01091904,10.84476,-3.175306,-0.05353203,0.9161617,0.07770511,-0.06798366,-9.040337,-20.55244,0.3509146
198661,2023-01-20 10:59:53.032519,714270522,0.3784491,-9.214153,0.1113057,10.49336,1.541167,-0.1076404,0.5060235,0.772526,-0.06913015,-17.88415,14.52007,0.3407559
198692,2023-01-20 10:59:53.132562,714370545,2.171045,-1.834442,0.0668183,8.149731,6.830983,-0.184906,-0.5611229,2.335251,-0.07315117,-29.0778,0.5421638,0.3333169
198726,2023-01-20 10:59:53.232581,714470556,-2.024552,12.85719,-0.04269561,6.576709,2.817453,-0.1177779,-1.403083,2.437986,-0.07642396,-22.28197,-11.5016,0.3421523
198759,2023-01-20 10:59:53.332533,714570522,-6.227297,2.629076,0.003541455,9.240887,-2.628129,-0.09042329,-1.860473,-0.135283,-0.0773799,-22.75891,-14.99205,0.3376981
198792,2023-01-20 10:59:53.432572,714670563,-6.190845,-2.806062,0.01886059,9.950717,6.914721,-0.15705,-1.819698,-0.2729759,-0.07588959,-19.53432,-38.62247,0.3369035
198825,2023-01-20 10:59:53.532578,714770546,0.008001913,-2.093804,0.02564004,12.37628,8.71928,-0.1563126,-1.576653,-1.418609,-0.07225179,-10.25117,-15.12327,0.3438683
198858,2023-01-20 10:59:53.632578,714870534,1.430003,1.703705,0.01651538,9.455251,-2.208824,-0.04429308,-1.568129,2.283652,-0.0735737,-5.973096,-9.178162,0.3416827
198888,2023-01-20 10:59:53.732556,714970525,-1.512959,2.868401,0.04891132,6.690057,-7.100443,-0.05759751,-3.603819,6.109782,-0.08614704,-8.507593,6.536293,0.3359319
198923,2023-01-20 10:59:53.832560,715070543,-2.82356,-5.803787,0.09691723,6.20576,3.723109,-0.143352,-6.140154,5.08947,-0.09781715,-10.34151,-12.91351,0.3338742
198955,2023-01-20 10:59:53.932548,715170548,-4.895422,7.556706,-0.02806283,3.378313,2.534296,-0.1350272,-8.401776,4.153884,-0.1041954,-2.117852,-26.6736,0.3405203
198990,2023-01-20 10:59:54.032561,715270565,-8.253327,6.526392,-0.03762107,2.760771,7.365044,-0.1623005,-9.76306,1.296738,-0.1065862,5.165422,11.12728,0.3431728
199022,2023-01-20 10:59:54.132578,715370558,-7.516113,-4.964121,0.03976406,4.369689,3.072762,-0.1496574,-10.72103,1.776232,-0.1078637,8.746065,19.19899,0.3436511
199056,2023-01-20 10:59:54.232573,715470536,-5.677059,-10.93918,0.09356828,2.448103,-5.619963,-0.06538465,-10.53253,-1.293469,-0.1041767,14.56325,20.74499,0.346792
199088,2023-01-20 10:59:54.332560,715570519,-5.139832,-5.835933,0.06858798,-0.2508327,-7.721772,-0.03752078,-9.511088,-2.858287,-0.09825407,15.37284,16.62865,0.3453911
199121,2023-01-20 10:59:54.432587,715670545,-2.679765,-6.284778,0.06991687,-2.932639,-6.626061,-0.05027946,-7.971078,-5.132793,-0.090739,20.68989,3.750229,0.3504051
199154,2023-01-20 10:59:54.532551,715770516,-0.9268304,3.68717,0.009276141,-2.822628,-11.96434,-0.02181904,-5.97115,-4.951135,-0.0825113,23.56293,11.91473,0.3528851
199187,2023-01-20 10:59:54.632570,715870539,-1.478802,4.982921,-0.008731725,-1.826141,-10.00201,-0.03670812,-4.318367,-1.584025,-0.07811879,26.60313,10.64415,0.3545761
199217,2023-01-20 10:59:54.732618,715970584,0.8310389,4.063234,-0.003120117,-0.7926817,-5.412693,-0.07226908,-3.932999,-1.242944,-0.08111014,27.57513,4.365444,0.3554882
199252,2023-01-20 10:59:54.832556,716070526,-0.5348735,5.388176,0.009596164,-0.0656482,-0.7627115,-0.1335995,-4.601227,1.144902,-0.08734497,24.03764,16.51649,0.3535203
199282,2023-01-20 10:59:54.932540,716170531,-3.449069,-0.849009,0.02808044,-0.5435089,-9.046458,-0.04123237,-5.632527,1.820361,-0.09371507,31.65363,14.78024,0.3661466
199317,2023-01-20 10:59:55.032538,716270536,-3.47443,-6.800559,0.0774143,-0.2644129,-9.614792,-0.03921612,-6.923262,2.935002,-0.09883222,18.10408,32.6848,0.3535054
199348,2023-01-20 10:59:55.132571,716370550,-0.6840035,-6.747421,0.07108282,2.095194,-8.841167,-0.03620676,-8.299301,3.015062,-0.1040861,11.10637,7.828712,0.3527067
199382,2023-01-20 10:59:55.232579,716470552,-0.1833611,-1.63093,0.06323197,3.457372,-1.809468,-0.06485435,-9.764199,2.315757,-0.1097247,9.753239,14.57939,0.3557882
199414,2023-01-20 10:59:55.332603,716570593,-2.794756,-4.509958,0.06486923,1.893969,-2.048722,-0.06337613,-11.48459,2.780772,-0.1161323,-2.0699,35.97698,0.3469222
199447,2023-01-20 10:59:55.432533,716670528,0.09760415,-8.299555,0.06971951,0.4705376,-9.894222,-0.03558369,-12.66072,1.593784,-0.118551,-10.39716,12.11643,0.3421679
199480,2023-01-20 10:59:55.532546,716770520,1.779387,2.218812,0.02247378,5.951945,-6.21567,-0.05301768,-13.08986,0.1667874,-0.1178162,-12.88817,-5.44529,0.3419769
199513,2023-01-20 10:59:55.632583,716870546,0.6363769,7.934783,-0.02313431,4.929448,6.835688,-0.1326299,-12.5581,-2.231679,-0.1127133,-13.02906,-9.670639,0.3408836
199542,2023-01-20 10:59:55.732561,716970534,2.964196,11.34629,-0.0335764,0.9728385,2.791917,-0.09897618,-11.37683,-3.196717,-0.1062635,-12.89295,-7.696152,0.3399802
199577,2023-01-20 10:59:55.832540,717070532,-0.795925,5.147684,-0.006220132,-0.7888944,-6.20914,-0.06180834,-9.726517,-3.24424,-0.09888386,-13.09367,5.079651,0.3388872
199607,2023-01-20 10:59:55.932532,717170563,-4.100725,-3.627297,0.05213252,-4.266328,-7.272374,-0.05717425,-7.750758,-3.510105,-0.09242302,-12.41677,-4.965687,0.338673
199642,2023-01-20 10:59:56.032521,717270563,-2.770464,-6.619866,0.04698707,-4.872859,-14.58439,-0.04079697,-6.314956,-2.236233,-0.08973833,-5.924438,-4.939842,0.3425812
199674,2023-01-20 10:59:56.132550,717370542,-0.2326773,-7.974684,0.05765678,-2.624647,-9.161967,-0.07757778,-5.618602,0.0931813,-0.08930193,5.241961,-40.1063,0.3516739
199708,2023-01-20 10:59:56.232596,717470554,5.140765,-6.411892,0.07762921,0.2117111,0.578768,-0.1288244,-5.171585,0.5394703,-0.0891681,11.23211,11.46774,0.35364
199741,2023-01-20 10:59:56.332562,717570522,4.372457,5.454761,0.01434406,-0.8530118,6.697292,-0.1595343,-5.011885,1.0733,-0.0897567,3.109017,39.92786,0.3462853
199774,2023-01-20 10:59:56.432564,717670524,3.212887,8.347978,-0.02454109,0.3651167,-0.7879844,-0.09617801,-4.742753,-0.7554237,-0.08991408,-3.798662,-2.179909,0.3415281
199807,2023-01-20 10:59:56.532589,717770545,-0.3046983,6.461679,-0.002745155,2.492522,-0.9761158,-0.09411085,-4.803797,-2.557583,-0.09123414,-2.189744,-8.342838,0.3493525
199840,2023-01-20 10:59:56.632626,717870580,-3.542001,-1.695215,0.03333352,2.890736,-0.2259785,-0.09470359,-4.286496,-3.516774,-0.0882925,-4.951567,13.89275,0.3487227
199870,2023-01-20 10:59:56.732571,717970528,-3.782305,-1.340186,-0.00786626,4.974831,-2.256183,-0.06492996,-2.251011,-6.213945,-0.07725931,-9.755589,-7.443333,0.3438711
199905,2023-01-20 10:59:56.832573,718070539,-2.339075,-0.8656473,0.006015468,4.052086,9.327971,-0.1574203,0.4513785,-6.505427,-0.06446753,-12.09475,-11.71579,0.343097
199935,2023-01-20 10:59:56.932554,718170539,0.2959172,0.03630306,0.02678994,3.875195,10.798,-0.1815638,2.736066,-3.600877,-0.05763337,-14.68173,8.995533,0.3409065
199970,2023-01-20 10:59:57.032536,718270529,0.9818945,4.083656,-0.01151584,0.05912057,-7.247293,-0.04841727,4.294783,-3.7701,-0.0548341,-21.62766,-18.05878,0.3337422
200001,2023-01-20 10:59:57.132591,718370565,0.3145819,-5.71435,0.07786621,0.6836845,0.05729116,-0.108937,5.405481,-1.143647,-0.05303089,-21.57821,-16.0162,0.3354613
200035,2023-01-20 10:59:57.232574,718470533,2.654708,0.6119394,0.03734796,-3.513648,-0.5994229,-0.1163988,5.707861,1.769049,-0.05508525,-18.5685,-1.748371,0.3365264
200067,2023-01-20 10:59:57.332613,718570564,2.03866,-1.098701,0.05194988,-4.635349,-4.507202,-0.08531185,4.504411,2.741219,-0.06459513,-17.13432,-13.19666,0.3361261
200100,2023-01-20 10:59:57.432588,718670537,-0.8015361,3.065718,0.00590599,-3.944609,1.687643,-0.1794757,0.9720378,9.799747,-0.08345067,-18.3097,-0.007534027,0.3326988
200182,2023-01-20 10:59:57.532547,718770504,0.7679929,0.8874435,0.01053291,-4.501126,3.220656,-0.1583823,-3.268822,10.16676,-0.1008061,-14.43654,2.223492,0.3358545
200215,2023-01-20 10:59:57.632569,718870536,2.167323,2.1223,0.02824496,-3.630702,-5.017481,-0.08931499,-7.509118,7.961193,-0.1169123,-0.2889982,-5.505276,0.3485621
200245,2023-01-20 10:59:57.732555,718970538,2.063435,1.723688,0.04707176,-0.259454,-0.4177464,-0.1000171,-10.82162,4.779589,-0.1247,2.026085,14.12687,0.3439886
200280,2023-01-20 10:59:57.832524,719070526,-0.8502433,-2.131975,0.06707762,0.1213492,-1.907669,-0.0722215,-12.10679,0.5867438,-0.1225156,2.905049,4.014778,0.3427439
200310,2023-01-20 10:59:57.932565,719170595,-0.311447,-2.198244,0.04168411,1.123883,-5.614914,-0.0461871,-11.72631,-2.76206,-0.1153263,4.368011,-29.82521,0.3426504
200345,2023-01-20 10:59:58.032506,719270537,-1.294756,4.853034,-0.0111976,1.117201,-5.696869,-0.05919532,-10.56544,-3.636863,-0.1078226,9.506513,-19.82079,0.3469158
200376,2023-01-20 10:59:58.132555,719370533,-1.943784,4.981557,-0.02567652,1.088128,-3.53216,-0.07227708,-8.774589,-4.958787,-0.09890777,14.70487,-31.1018,0.3506295
200410,2023-01-20 10:59:58.229607,719470529,-3.576114,1.397684,0.001208493,-1.923566,-2.30068,-0.1061854,-6.394647,-4.85575,-0.08887967,22.75874,-13.07964,0.356975
200442,2023-01-20 10:59:58.320471,719570537,-1.857867,-2.963298,0.04415347,-1.881122,-6.530223,-0.07808219,-3.676217,-5.665257,-0.07916969,22.22003,0.9307861,0.355924
200476,2023-01-20 10:59:58.413378,719671449,-2.002307,-7.446238,0.08543507,-2.149078,2.269332,-0.1646507,-1.023949,-5.407715,-0.07071434,18.86928,16.40997,0.3556591
200509,2023-01-20 10:59:58.512442,719770520,-1.278532,-4.540948,0.03880392,-2.130496,4.645807,-0.1933151,0.7863022,-2.308836,-0.06715391,15.34731,32.47948,0.3558774
200542,2023-01-20 10:59:58.613385,719871471,0.9519644,-0.1271345,0.01579332,0.2135345,-0.7997963,-0.1175729,1.834293,-2.570737,-0.06639989,13.8334,5.052567,0.3571237
200572,2023-01-20 10:59:58.712426,719970522,3.90004,4.930502,-0.002547519,4.219488,-10.89246,-0.008197442,2.262097,0.2255875,-0.06767534,11.52081,-6.121731,0.3586386
200607,2023-01-20 10:59:58.813332,720071441,1.556583,1.948008,0.03527236,1.12423,4.259096,-0.1424551,2.005718,1.763349,-0.07062882,10.30078,7.056999,0.359806
200639,2023-01-20 10:59:58.912423,720170558,-3.283136,4.264337,-0.009846613,4.634643,7.22629,-0.171724,1.749918,1.165947,-0.07317241,5.547405,6.274509,0.354955
200674,2023-01-20 10:59:59.013295,720271447,-3.763772,-3.640748,0.0414642,2.861268,5.998004,-0.1369865,1.463958,0.8296992,-0.07390781,4.999614,2.311707,0.3577715
200705,2023-01-20 10:59:59.112437,720370545,-2.450454,-6.005975,0.07303184,0.08687115,-6.609456,-0.0625727,1.885618,-2.542303,-0.07027806,6.292576,4.438305,0.3605252
200739,2023-01-20 10:59:59.213408,720471480,-3.562423,-0.3241232,0.007903311,-0.1648779,-5.34586,-0.07611131,3.551683,-6.027079,-0.06127454,4.669758,6.526661,0.358528
200771,2023-01-20 10:59:59.312442,720570532,-2.37143,5.643364,-0.03653779,5.889614,-2.629245,-0.06751218,5.8838,-5.763409,-0.05013421,2.540804,-14.398,0.3564073
200804,2023-01-20 10:59:59.413335,720671440,-2.247737,-4.857247,0.04773176,2.935005,-0.1604754,-0.09707364,8.653544,-4.326796,-0.03826681,2.479681,-1.865959,0.3591663
200837,2023-01-20 10:59:59.512830,720770924,-0.001983423,-2.964612,0.03696664,1.956173,4.627044,-0.1418498,11.28329,-6.34723,-0.03009468,4.552612,14.6204,0.3610661
200870,2023-01-20 10:59:59.613381,720871475,0.2810606,-1.354691,0.04558697,1.759672,-6.014606,-0.04549875,13.04733,-2.883201,-0.02652316,3.287563,-1.227379,0.3581935
200900,2023-01-20 10:59:59.712357,720970532,0.7237532,2.425911,-0.004405646,-1.515236,11.13643,-0.2094681,13.91987,-0.9482843,-0.02628522,5.757227,4.900074,0.361604
200935,2023-01-20 10:59:59.813213,721071464,2.861116,-10.09033,0.09041621,3.050036,-12.81069,-0.02869238,13.7824,0.7856458,-0.03083038,1.822486,14.74552,0.3582289
200965,2023-01-20 10:59:59.912293,721170583,3.676901,5.781057,-0.006605264,7.2686,9.042791,-0.1674065,12.46793,3.261272,-0.03946572,-4.433491,0.148201,0.3526816
201000,2023-01-20 11:00:00.013130,721271452,2.623349,5.64378,-0.0005387701,8.554463,-7.805216,0.00121481,10.33479,5.55555,-0.04882529,-7.871505,-21.31634,0.3516241
201031,2023-01-20 11:00:00.112244,721370546,0.6390445,-4.694663,0.0895953,6.630252,5.227656,-0.1260386,8.036311,5.947041,-0.05783556,-7.532516,14.03303,0.353562
201065,2023-01-20 11:00:00.213185,721471466,-1.990496,-0.1234118,0.03753262,4.990036,3.37029,-0.1057928,6.481965,1.322992,-0.06083758,-4.163145,-6.099415,0.3567111
201097,2023-01-20 11:00:00.312264,721570522,-1.397233,6.878099,-0.02392668,4.905515,5.341243,-0.1082041,6.609061,-2.53483,-0.05468291,2.149759,-22.06984,0.3588416
201130,2023-01-20 11:00:00.413235,721671464,-1.638957,-0.9450597,0.02517188,0.8076789,3.573981,-0.1174418,7.919054,-3.399531,-0.04471828,5.615053,-1.649094,0.3613138
201163,2023-01-20 11:00:00.512794,721770956,-4.064309,-2.641221,0.01853678,-2.040373,-0.756911,-0.1087531,9.996997,-4.844658,-0.03505142,3.194866,15.63082,0.358625
201197,2023-01-20 11:00:00.613357,721871472,-3.03896,-1.854393,0.02188064,0.238572,-8.281527,-0.04079432,11.59733,-2.766695,-0.03040529,0.2891413,-1.596928,0.3566839
201227,2023-01-20 11:00:00.712319,721970527,-0.6663761,-6.677335,0.06633427,-1.770454,-4.842285,-0.0866514,12.155,0.1281772,-0.03015798,-4.31441,8.357048,0.3544787
201262,2023-01-20 11:00:00.813145,722071438,1.463151,-0.4936107,0.02037098,1.220883,-2.185762,-0.08732682,12.75373,-0.4120505,-0.02921229,-5.362227,-4.291916,0.355353
201292,2023-01-20 11:00:00.912189,722170515,4.591339,-0.6195548,0.05758859,-0.8456804,5.419053,-0.1649171,12.45661,1.491574,-0.03193526,-8.466339,29.72155,0.3552703
201327,2023-01-20 11:00:01.013116,722271468,2.810265,7.201473,-0.003115471,2.000028,-4.882153,-0.06852745,11.96969,0.7639882,-0.03522611,-8.852964,-23.84291,0.3540379
201358,2023-01-20 11:00:01.112195,722370524,0.9057921,-9.753851,0.1131555,0.8011841,3.868451,-0.1389005,11.51512,0.7277796,-0.03685133,-12.37862,8.393574,0.3541466
201393,2023-01-20 11:00:01.213173,722471486,2.284609,3.183945,-0.02684154,0.619017,-1.670661,-0.09276406,10.84976,1.658283,-0.03971631,-13.74306,-25.62857,0.35273
201425,2023-01-20 11:00:01.312199,722570538,2.881477,-0.4514993,0.04244595,-0.6909486,-5.513797,-0.07204964,8.977551,5.884763,-0.0480498,-18.0984,-7.785606,0.3501324
201458,2023-01-20 11:00:01.413078,722671439,1.61221,1.658609,0.03028251,1.647137,-4.626802,-0.05430442,6.869541,4.457945,-0.05654453,-21.22438,-0.5251884,0.3474371
201491,2023-01-20 11:00:01.512554,722770904,-4.227666,-3.566054,0.05299406,-0.4297592,8.509467,-0.1993651,5.485089,2.231873,-0.06015189,-21.03799,-12.28447,0.3498989
201524,2023-01-20 11:00:01.613160,722871500,-3.46226,1.028263,-0.0334888,-0.9141189,-5.082983,-0.0703819,4.489376,1.152768,-0.06108982,-13.88525,-26.92451,0.3559214
201554,2023-01-20 11:00:01.712175,722970521,-1.071666,1.519523,0.01782301,2.290364,-2.486218,-0.06754732,4.254464,0.9338564,-0.05807156,-14.17763,-5.851555,0.3514761
201589,2023-01-20 11:00:01.813127,723071481,1.088872,-6.598866,0.08227561,1.45597,0.3422189,-0.0995149,4.619147,-0.7736751,-0.05355805,-11.09766,-10.03523,0.3519914
201619,2023-01-20 11:00:01.912165,723170538,1.495485,1.754271,0.009126656,0.9837587,-5.327633,-0.05906016,5.395418,-2.990383,-0.0501222,-7.27526,-10.3056,0.3522435
201654,2023-01-20 11:00:02.013052,723271437,2.267525,-0.02565953,0.04725928,1.031588,13.65799,-0.1973759,6.170074,-1.206104,-0.04673134,-6.082253,11.4686,0.3525291
201685,2023-01-20 11:00:02.112195,723370543,1.848082,-2.438664,0.04598691,-2.586048,-2.872041,-0.05737882,6.842126,-0.9452268,-0.04442127,-8.824306,4.901123,0.3493601
201719,2023-01-20 11:00:02.213154,723471467,3.111295,-0.6441425,0.03184009,-4.666885,7.191588,-0.1738341,7.751597,-2.25145,-0.04047247,-7.455391,-8.448029,0.3489243
201751,2023-01-20 11:00:02.312228,723570528,8.894388,-4.586883,0.1012113,-4.233065,-8.234257,-0.05932384,8.078897,0.7677556,-0.04058446,-6.938548,9.438896,0.3497002
201784,2023-01-20 11:00:02.413147,723671439,8.132233,7.145979,0.01809408,-3.844314,4.826624,-0.1713309,6.728495,3.423337,-0.05060094,-2.471958,-19.19861,0.3506647
201817,2023-01-20 11:00:02.512560,723770872,5.472621,10.5355,-0.009763444,-1.066094,-10.17785,-0.01253877,4.509722,5.427433,-0.06154853,-0.1190184,-22.58682,0.3537686
201850,2023-01-20 11:00:02.613145,723871473,3.491272,1.918221,0.05571771,0.9678012,-0.1454967,-0.09676699,2.552692,4.20174,-0.06832235,4.650328,-7.661343,0.3574082
201880,2023-01-20 11:00:02.712191,723970512,0.09548409,2.068396,0.0286472,-3.132967,8.042516,-0.1833704,1.258004,1.853851,-0.07042648,5.928975,1.802635,0.3577228
201916,2023-01-20 11:00:02.813135,724071453,1.009215,-0.2218778,0.04981708,-4.015442,0.7885436,-0.1279219,0.6972579,-0.6816216,-0.06899101,6.060704,4.654217,0.361017
201946,2023-01-20 11:00:02.912190,724170528,-1.564972,-4.276942,0.06632278,-5.324866,-5.940243,-0.04930769,0.7339935,-0.2431387,-0.06747513,-2.991246,12.29773,0.3521999
201981,2023-01-20 11:00:03.013096,724271449,-0.4981933,6.479532,-0.03162546,-4.353339,0.9931692,-0.1062415,0.1598359,1.579992,-0.06960151,-9.776972,1.311016,0.3480633
202012,2023-01-20 11:00:03.112291,724370622,-1.077013,1.145947,0.01579245,-5.705924,3.460741,-0.1487111,-0.4514884,2.683339,-0.07192259,-16.00618,1.736641,0.3439526
202046,2023-01-20 11:00:03.213159,724471470,1.205548,-4.147822,0.07796563,-4.937504,-0.6558328,-0.1090669,-1.082719,0.1366643,-0.07351449,-13.9165,-15.6662,0.3467698
202079,2023-01-20 11:00:03.312211,724570519,2.780294,0.5055108,0.03820206,-5.992478,-4.324234,-0.1008159,-1.516464,0.2080923,-0.07488278,-6.816281,11.63168,0.3520427
202112,2023-01-20 11:00:03.413145,724671450,1.207106,7.098099,-0.02441294,-4.536057,-1.035003,-0.1183254,-2.048203,1.683639,-0.07720515,-6.471599,-8.076572,0.3469
202145,2023-01-20 11:00:03.512571,724770878,-0.6271778,0.3315986,0.01815894,-3.400362,-0.6365156,-0.1278372,-2.446555,2.165393,-0.07811216,-5.626185,-20.91389,0.3488568
202178,2023-01-20 11:00:03.613182,724871490,1.627577,-8.526899,0.09991899,-3.606754,3.19244,-0.1307401,-3.304338,1.448569,-0.08104151,-5.056157,7.846355,0.3494489
202208,2023-01-20 11:00:03.712211,724970521,1.624932,0.5586149,0.04056704,-4.7368,1.653278,-0.1409014,-3.865159,0.7496586,-0.08295549,-6.196158,5.626774,0.3489632
202243,2023-01-20 11:00:03.813158,725071476,1.586593,4.802353,-0.004996268,-1.698496,-1.00286,-0.1151351,-4.38539,1.869205,-0.08506005,1.651904,-41.81023,0.3555804
202275,2023-01-20 11:00:03.912173,725170533,0.381781,3.476317,0.009068067,-2.662701,-2.2704,-0.08770177,-4.918688,0.8381771,-0.08723766,2.803884,-7.596207,0.3552795
202310,2023-01-20 11:00:04.013050,725271441,-0.006526746,0.2988455,0.02587096,-5.253942,-3.835663,-0.09246717,-5.484097,1.453174,-0.08885676,-3.428387,-12.80584,0.3495599
202341,2023-01-20 11:00:04.112194,725370540,-0.06975982,-2.337977,0.04750542,-2.681429,1.45551,-0.1574197,-5.936515,0.8402315,-0.08922592,-4.961687,-2.722359,0.3508867
202375,2023-01-20 11:00:04.213174,725471479,-1.365066,2.707215,0.00472975,-1.611894,7.868883,-0.1949931,-5.778567,0.3417282,-0.08802079,-1.690471,1.877403,0.354885
