LineNo,UTC_Approx,TimeUS,Id,Value
159232,2023-01-20 10:57:53.567461,594564545,7,4203896
159562,2023-01-20 10:57:54.567311,595564576,7,4203896
159889,2023-01-20 10:57:55.567257,596564561,7,4203896
160215,2023-01-20 10:57:56.567225,597564563,7,4203896
160542,2023-01-20 10:57:57.567272,598564574,7,4203896
160867,2023-01-20 10:57:58.567329,599564635,7,4203896
161197,2023-01-20 10:57:59.567261,600564572,7,4203896
161523,2023-01-20 10:58:00.567290,601564604,7,4203896
161850,2023-01-20 10:58:01.567248,602564561,7,4203896
162176,2023-01-20 10:58:02.547006,603564576,7,4203896
162502,2023-01-20 10:58:03.563603,604564580,7,4203896
162833,2023-01-20 10:58:04.546926,605564559,7,4203896
163159,2023-01-20 10:58:05.546881,606564563,7,4203896
163486,2023-01-20 10:58:06.546876,607564558,7,4203896
163860,2023-01-20 10:58:07.546890,608564568,7,4203896
164187,2023-01-20 10:58:08.546889,609564573,7,4203896
164516,2023-01-20 10:58:09.546897,610564568,7,4203896
164843,2023-01-20 10:58:10.546861,611564557,7,4203896
165169,2023-01-20 10:58:11.546875,612564566,7,4203896
165496,2023-01-20 10:58:12.527467,613564560,7,4203896
165822,2023-01-20 10:58:13.527506,614564617,7,4203896
166153,2023-01-20 10:58:14.527246,615564568,7,4203896
166479,2023-01-20 10:58:15.527314,616564624,7,4203896
166806,2023-01-20 10:58:16.527257,617564580,7,4203896
167134,2023-01-20 10:58:17.527248,618564562,7,4203896
167460,2023-01-20 10:58:18.527288,619564580,7,4203896
167788,2023-01-20 10:58:19.527245,620564576,7,4203896
168115,2023-01-20 10:58:20.527243,621564550,7,4203896
168442,2023-01-20 10:58:21.527246,622564566,7,4203896
168768,2023-01-20 10:58:22.507362,623564547,7,4203896
169144,2023-01-20 10:58:23.507314,624564555,7,4203896
169473,2023-01-20 10:58:24.507330,625564559,7,4203896
169801,2023-01-20 10:58:25.507216,626564566,7,4203896
170127,2023-01-20 10:58:26.507249,627564573,7,4203896
170454,2023-01-20 10:58:27.507238,628564585,7,4203896
170780,2023-01-20 10:58:28.507293,629564617,7,4203896
171109,2023-01-20 10:58:29.507244,630564567,7,4203896
171436,2023-01-20 10:58:30.507314,631564630,7,4203896
171762,2023-01-20 10:58:31.487489,632564564,7,4203896
172089,2023-01-20 10:58:32.487335,633564570,7,4203896
172414,2023-01-20 10:58:33.487274,634564549,7,4203896
172744,2023-01-20 10:58:34.487257,635564550,7,4203896
173071,2023-01-20 10:58:35.487255,636564548,7,4203896
173398,2023-01-20 10:58:36.487291,637564581,7,4203896
173724,2023-01-20 10:58:37.487274,638564567,7,4203896
174051,2023-01-20 10:58:38.487285,639564575,7,4203896
174379,2023-01-20 10:58:39.487254,640564572,7,4203896
174756,2023-01-20 10:58:40.487283,641564570,7,4203896
175082,2023-01-20 10:58:41.467496,642564578,7,4203896
175409,2023-01-20 10:58:42.467382,643564574,7,4203896
175734,2023-01-20 10:58:43.467314,644564596,7,4203896
176064,2023-01-20 10:58:44.467267,645564552,7,4203896
176391,2023-01-20 10:58:45.467286,646564604,7,4203896
176717,2023-01-20 10:58:46.467278,647564567,7,4203896
177044,2023-01-20 10:58:47.467242,648564552,7,4203896
177372,2023-01-20 10:58:48.467282,649564570,7,4203896
177701,2023-01-20 10:58:49.467261,650564554,7,4203896
178028,2023-01-20 10:58:50.461092,651564560,7,4203896
178355,2023-01-20 10:58:51.446935,652564560,7,4203896
178681,2023-01-20 10:58:52.446877,653564554,7,4203896
179008,2023-01-20 10:58:53.446829,654564555,7,4203896
179337,2023-01-20 10:58:54.446871,655564561,7,4203896
179665,2023-01-20 10:58:55.446862,656564551,7,4203896
179990,2023-01-20 10:58:56.446859,657564567,7,4203896
180366,2023-01-20 10:58:57.446866,658564556,7,4203896
180692,2023-01-20 10:58:58.446890,659564603,7,4203896
181020,2023-01-20 10:58:59.446885,660564570,7,4203896
181348,2023-01-20 10:59:00.427514,661564603,7,4203896
181674,2023-01-20 10:59:01.427271,662564537,7,4203896
182001,2023-01-20 10:59:02.427246,663564562,7,4203896
182327,2023-01-20 10:59:03.427343,664564573,7,4203896
182657,2023-01-20 10:59:04.427256,665564565,7,4203896
182984,2023-01-20 10:59:05.427255,666564555,7,4203896
183311,2023-01-20 10:59:06.427251,667564555,7,4203896
183636,2023-01-20 10:59:07.427253,668564556,7,4203896
183963,2023-01-20 10:59:08.427229,669564544,7,4203896
184291,2023-01-20 10:59:09.424798,670564544,7,4203896
184619,2023-01-20 10:59:10.407469,671564574,7,4203896
184945,2023-01-20 10:59:11.407269,672564588,7,4203896
185272,2023-01-20 10:59:12.407236,673564575,7,4203896
185647,2023-01-20 10:59:13.407291,674564626,7,4203896
185974,2023-01-20 10:59:14.407238,675564568,7,4203896
186303,2023-01-20 10:59:15.407285,676564620,7,4203896
186628,2023-01-20 10:59:16.407173,677564546,7,4203896
186952,2023-01-20 10:59:17.407239,678564568,7,4203896
187276,2023-01-20 10:59:18.407189,679564565,7,4203896
187605,2023-01-20 10:59:19.407207,680564538,7,4203896
187928,2023-01-20 10:59:20.388565,681564551,7,4203896
188253,2023-01-20 10:59:21.387309,682564560,7,4203896
188579,2023-01-20 10:59:22.387248,683564590,7,4203896
188903,2023-01-20 10:59:23.387269,684564577,7,4203896
189231,2023-01-20 10:59:24.387329,685564625,7,4203896
189556,2023-01-20 10:59:25.387301,686564604,7,4203896
189884,2023-01-20 10:59:26.387252,687564553,7,4203896
190208,2023-01-20 10:59:27.387250,688564561,7,4203896
190532,2023-01-20 10:59:28.387281,689564586,7,4203896
190863,2023-01-20 10:59:29.385831,690564550,7,4203896
191186,2023-01-20 10:59:30.367469,691564606,7,4203896
191512,2023-01-20 10:59:31.367250,692564560,7,4203896
191837,2023-01-20 10:59:32.367305,693564604,7,4203896
192164,2023-01-20 10:59:33.367281,694564582,7,4203896
192493,2023-01-20 10:59:34.367255,695564558,7,4203896
192820,2023-01-20 10:59:35.367271,696564568,7,4203896
193147,2023-01-20 10:59:36.367262,697564566,7,4203896
193474,2023-01-20 10:59:37.367266,698564562,7,4203896
193800,2023-01-20 10:59:38.367259,699564565,7,4203896
194129,2023-01-20 10:59:39.367275,700564572,7,4203896
194455,2023-01-20 10:59:40.346900,701564563,7,4203896
194828,2023-01-20 10:59:41.346888,702564582,7,4203896
195153,2023-01-20 10:59:42.346847,703564554,7,4203896
195479,2023-01-20 10:59:43.346824,704564548,7,4203896
195809,2023-01-20 10:59:44.346825,705564546,7,4203896
196135,2023-01-20 10:59:45.346878,706564587,7,4203896
196463,2023-01-20 10:59:46.346846,707564939,7,4203896
196789,2023-01-20 10:59:47.347559,708565286,7,4203896
197116,2023-01-20 10:59:48.347100,709564955,7,4203896
197446,2023-01-20 10:59:49.327497,710565261,7,4203896
197773,2023-01-20 10:59:50.333962,711565265,7,4203896
198100,2023-01-20 10:59:51.327306,712565263,7,4203896
198427,2023-01-20 10:59:52.327286,713565249,7,4203896
198753,2023-01-20 10:59:53.327272,714565260,7,4203896
199083,2023-01-20 10:59:54.327304,715565263,7,4203896
199408,2023-01-20 10:59:55.327271,716565260,7,4203896
199736,2023-01-20 10:59:56.327299,717565259,7,4203896
200062,2023-01-20 10:59:57.327317,718565269,7,4203896
200437,2023-01-20 10:59:58.315675,719565259,7,4203896
200766,2023-01-20 10:59:59.307168,720565257,7,4203896
201092,2023-01-20 11:00:00.307050,721565309,7,4203896
201420,2023-01-20 11:00:01.306922,722565260,7,4203896
201746,2023-01-20 11:00:02.307003,723565304,7,4203896
202073,2023-01-20 11:00:03.306954,724565262,7,4203896
202402,2023-01-20 11:00:04.306955,725565257,7,4203896
202729,2023-01-20 11:00:05.306957,726565262,7,4203896
203056,2023-01-20 11:00:06.306957,727565255,7,4203896
203383,2023-01-20 11:00:07.306908,728565246,7,4203896
203708,2023-01-20 11:00:08.296933,729565248,7,4203896
204037,2023-01-20 11:00:09.287368,730565274,7,4203896
204363,2023-01-20 11:00:10.287294,731565246,7,4203896
204689,2023-01-20 11:00:11.287298,732565261,7,4203896
205017,2023-01-20 11:00:12.287301,733565257,7,4203896
205343,2023-01-20 11:00:13.287291,734565272,7,4203896
205722,2023-01-20 11:00:14.287319,735565271,7,4203896
206048,2023-01-20 11:00:15.287320,736565298,7,4203896
206375,2023-01-20 11:00:16.287301,737565262,7,4203896
206702,2023-01-20 11:00:17.287360,738565305,7,4203896
207029,2023-01-20 11:00:18.267482,739565241,7,4203896
207357,2023-01-20 11:00:19.267310,740565260,7,4203896
207686,2023-01-20 11:00:20.267321,741565265,7,4203896
208011,2023-01-20 11:00:21.267330,742565253,7,4203896
208339,2023-01-20 11:00:22.267296,743565263,7,4203896
208665,2023-01-20 11:00:23.267311,744565267,7,4203896
208995,2023-01-20 11:00:24.267289,745565253,7,4203896
209321,2023-01-20 11:00:25.267304,746565260,7,4203896
209647,2023-01-20 11:00:26.267293,747565254,7,4203896
209975,2023-01-20 11:00:27.267329,748565275,7,4203896
210301,2023-01-20 11:00:28.247423,749565257,7,4203896
210630,2023-01-20 11:00:29.247500,750565249,7,4203896
210956,2023-01-20 11:00:30.247359,751565306,7,4203896
211332,2023-01-20 11:00:31.247332,752565262,7,4203896
211658,2023-01-20 11:00:32.247353,753565300,7,4203896
211985,2023-01-20 11:00:33.247326,754565257,7,4203896
212314,2023-01-20 11:00:34.247309,755565251,7,4203896
212641,2023-01-20 11:00:35.246837,756565568,7,4203896
212967,2023-01-20 11:00:36.246857,757565570,7,4203896
213295,2023-01-20 11:00:37.242700,758565574,7,4203896
213621,2023-01-20 11:00:38.227331,759565559,7,4203896
213950,2023-01-20 11:00:39.227272,760565562,7,4203896
214276,2023-01-20 11:00:40.227232,761565551,7,4203896
214602,2023-01-20 11:00:41.227229,762565558,7,4203896
214930,2023-01-20 11:00:42.227198,763565563,7,4203896
215256,2023-01-20 11:00:43.227241,764565567,7,4203896
215586,2023-01-20 11:00:44.227207,765565569,7,4203896
215911,2023-01-20 11:00:45.227286,766565610,7,4203896
216238,2023-01-20 11:00:46.227214,767565541,7,4203896
216565,2023-01-20 11:00:47.208180,768565592,7,4203896
216941,2023-01-20 11:00:48.207244,769565571,7,4203896
217269,2023-01-20 11:00:49.207256,770565599,7,4203896
217596,2023-01-20 11:00:50.207174,771565573,7,4203896
217924,2023-01-20 11:00:51.207223,772565578,7,4203896
218252,2023-01-20 11:00:52.207223,773565570,7,4203896
218578,2023-01-20 11:00:53.207207,774565574,7,4203896
218905,2023-01-20 11:00:54.188368,775565567,7,4203896
219234,2023-01-20 11:00:55.207187,776565549,7,4203896
219560,2023-01-20 11:00:56.207197,777565546,7,4203896
219885,2023-01-20 11:00:57.187408,778565568,7,4203896
220211,2023-01-20 11:00:58.187291,779565563,7,4203896
220540,2023-01-20 11:00:59.187241,780565564,7,4203896
220866,2023-01-20 11:01:00.187290,781565617,7,4203896
221193,2023-01-20 11:01:01.187267,782565597,7,4203896
221520,2023-01-20 11:01:02.187331,783565679,7,4203896
221847,2023-01-20 11:01:03.187227,784565575,7,4203896
222225,2023-01-20 11:01:04.187231,785565569,7,4203896
222552,2023-01-20 11:01:05.187215,786565565,7,4203896
222877,2023-01-20 11:01:06.170311,787565584,7,4203896
223202,2023-01-20 11:01:07.167306,788565566,7,4203896
223530,2023-01-20 11:01:08.167324,789565573,7,4203896
223857,2023-01-20 11:01:09.167234,790565567,7,4203896
224180,2023-01-20 11:01:10.167211,791565549,7,4203896
224504,2023-01-20 11:01:11.167243,792565576,7,4203896
224830,2023-01-20 11:01:12.167258,793565584,7,4203896
225156,2023-01-20 11:01:13.167182,794565548,7,4203896
225483,2023-01-20 11:01:14.167228,795565559,7,4203896
225809,2023-01-20 11:01:15.147047,796565618,7,4203896
226133,2023-01-20 11:01:16.151894,797565582,7,4203896
226458,2023-01-20 11:01:17.146862,798565606,7,4203896
226787,2023-01-20 11:01:18.146851,799565586,7,4203896
227112,2023-01-20 11:01:19.146783,800565552,7,4203896
227435,2023-01-20 11:01:20.146839,801565576,7,4203896
227759,2023-01-20 11:01:21.146827,802565575,7,4203896
228090,2023-01-20 11:01:22.146848,803565572,7,4203896
228416,2023-01-20 11:01:23.146837,804565572,7,4203896
228743,2023-01-20 11:01:24.146843,805565563,7,4203896
229070,2023-01-20 11:01:25.141122,806565552,7,4203896
229396,2023-01-20 11:01:26.127407,807565565,7,4203896
229723,2023-01-20 11:01:27.127235,808565568,7,4203896
230050,2023-01-20 11:01:28.127239,809565571,7,4203896
230378,2023-01-20 11:01:29.127208,810565547,7,4203896
230704,2023-01-20 11:01:30.127264,811565607,7,4203896
231030,2023-01-20 11:01:31.127199,812565559,7,4203896
231404,2023-01-20 11:01:32.127268,813565605,7,4203896
231731,2023-01-20 11:01:33.127211,814565566,7,4203896
232061,2023-01-20 11:01:34.127226,815565560,7,4203896
232387,2023-01-20 11:01:35.107240,816565561,7,4203896
232714,2023-01-20 11:01:36.107296,817565586,7,4203896
233040,2023-01-20 11:01:37.107168,818565562,7,4203896
233367,2023-01-20 11:01:38.107172,819565547,7,4203896
233695,2023-01-20 11:01:39.107160,820565554,7,4203896
234021,2023-01-20 11:01:40.107184,821565567,7,4203896
234347,2023-01-20 11:01:41.107181,822565553,7,4203896
234673,2023-01-20 11:01:42.107146,823565551,7,4203896
235001,2023-01-20 11:01:43.107188,824565571,7,4203896
235330,2023-01-20 11:01:44.107159,825565563,7,4203896
235657,2023-01-20 11:01:45.087358,826565598,7,4203896
235983,2023-01-20 11:01:46.087237,827565565,7,4203896
236310,2023-01-20 11:01:47.087249,828565585,7,4203896
236637,2023-01-20 11:01:48.087163,829565536,7,4203896
237015,2023-01-20 11:01:49.087227,830565568,7,4203896
237341,2023-01-20 11:01:50.087189,831565556,7,4203896
237668,2023-01-20 11:01:51.087200,832565548,7,4203896
237994,2023-01-20 11:01:52.087193,833565545,7,4203896
238323,2023-01-20 11:01:53.087219,834565563,7,4203896
238652,2023-01-20 11:01:54.079271,835565539,7,4203896
238979,2023-01-20 11:01:55.079313,836565553,7,4203896
239305,2023-01-20 11:01:56.067225,837565566,7,4203896
239631,2023-01-20 11:01:57.067215,838565567,7,4203896
239958,2023-01-20 11:01:58.067202,839565555,7,4203896
240287,2023-01-20 11:01:59.067214,840565570,7,4203896
240614,2023-01-20 11:02:00.067256,841565605,7,4203896
240940,2023-01-20 11:02:01.067211,842565558,7,4203896
241267,2023-01-20 11:02:02.067226,843565600,7,4203896
241593,2023-01-20 11:02:03.067218,844565560,7,4203896
241923,2023-01-20 11:02:04.046932,845565547,7,4203896
242249,2023-01-20 11:02:05.046882,846565571,7,4203896
242625,2023-01-20 11:02:06.046794,847565547,7,4203896
242951,2023-01-20 11:02:07.046829,848565554,7,4203896
243278,2023-01-20 11:02:08.046728,849565549,7,4203896
243607,2023-01-20 11:02:09.046826,850565565,7,4203896
243933,2023-01-20 11:02:10.046723,851565544,7,4203896
244260,2023-01-20 11:02:11.046757,852565554,7,4203896
244586,2023-01-20 11:02:12.046809,853565545,7,4203896
244913,2023-01-20 11:02:13.046806,854565549,7,4203896
245243,2023-01-20 11:02:14.027339,855565557,7,4203896
245569,2023-01-20 11:02:15.027297,856565611,7,4203896
245895,2023-01-20 11:02:16.027178,857565555,7,4203896
246222,2023-01-20 11:02:17.027235,858565607,7,4203896
246548,2023-01-20 11:02:18.027201,859565565,7,4203896
246878,2023-01-20 11:02:19.027193,860565561,7,4203896
247204,2023-01-20 11:02:20.027212,861565573,7,4203896
247531,2023-01-20 11:02:21.027171,862565543,7,4203896
247857,2023-01-20 11:02:22.027224,863565568,7,4203896
248233,2023-01-20 11:02:23.007425,864565578,7,4203896
248565,2023-01-20 11:02:24.007295,865565555,7,4203896
248891,2023-01-20 11:02:25.007164,866565559,7,4203896
249218,2023-01-20 11:02:26.007161,867565558,7,4203896
249543,2023-01-20 11:02:27.007173,868565563,7,4203896
249870,2023-01-20 11:02:28.007162,869565551,7,4203896
250199,2023-01-20 11:02:29.007142,870565541,7,4203896
250526,2023-01-20 11:02:30.007215,871565606,7,4203896
250852,2023-01-20 11:02:31.007137,872565535,7,4203896
251179,2023-01-20 11:02:32.007217,873565613,7,4203896
251503,2023-01-20 11:02:32.987423,874565546,7,4203896
251834,2023-01-20 11:02:33.987474,875565593,7,4203896
252160,2023-01-20 11:02:34.987190,876565555,7,4203896
252486,2023-01-20 11:02:35.987231,877565599,7,4203896
252813,2023-01-20 11:02:36.987233,878565594,7,4203896
253139,2023-01-20 11:02:37.987241,879565604,7,4203896
253517,2023-01-20 11:02:38.987200,880565605,7,4203896
253843,2023-01-20 11:02:39.987189,881565552,7,4203896
254170,2023-01-20 11:02:40.987178,882565555,7,4203896
254496,2023-01-20 11:02:41.970297,883565557,7,4203896
254823,2023-01-20 11:02:42.967260,884565553,7,4203896
255153,2023-01-20 11:02:43.967199,885565555,7,4203896
255480,2023-01-20 11:02:44.967203,886565592,7,4203896
255806,2023-01-20 11:02:45.967207,887565563,7,4203896
256133,2023-01-20 11:02:46.967238,888565591,7,4203896
256459,2023-01-20 11:02:47.967205,889565565,7,4203896
256788,2023-01-20 11:02:48.967248,890565610,7,4203896
257115,2023-01-20 11:02:49.967191,891565559,7,4203896
257441,2023-01-20 11:02:50.967207,892565561,7,4203896
257767,2023-01-20 11:02:51.951856,893565570,7,4203896
258093,2023-01-20 11:02:52.946956,894565566,7,4203896
258423,2023-01-20 11:02:53.946910,895565575,7,4203896
258752,2023-01-20 11:02:54.946805,896565568,7,4203896
259128,2023-01-20 11:02:55.946743,897565568,7,4203896
259454,2023-01-20 11:02:56.946754,898565564,7,4203896
259780,2023-01-20 11:02:57.946769,899565572,7,4203896
260107,2023-01-20 11:02:58.946758,900565567,7,4203896
260435,2023-01-20 11:02:59.946746,901565559,7,4203896
260759,2023-01-20 11:03:00.946823,902565562,7,4203896
261083,2023-01-20 11:03:01.927383,903565610,7,4203896
261407,2023-01-20 11:03:02.927253,904565579,7,4203896
261737,2023-01-20 11:03:03.927243,905565603,7,4203896
262062,2023-01-20 11:03:04.927176,906565550,7,4203896
262387,2023-01-20 11:03:05.927195,907565555,7,4203896
262712,2023-01-20 11:03:06.927191,908565565,7,4203896
263037,2023-01-20 11:03:07.927155,909565558,7,4203896
263363,2023-01-20 11:03:08.927210,910565575,7,4203896
263691,2023-01-20 11:03:09.927167,911565560,7,4203896
264016,2023-01-20 11:03:10.915751,912565553,7,4203896
264340,2023-01-20 11:03:11.907349,913565567,7,4203896
264664,2023-01-20 11:03:12.907294,914565561,7,4203896
264995,2023-01-20 11:03:13.907177,915565575,7,4203896
265321,2023-01-20 11:03:14.907202,916565597,7,4203896
265645,2023-01-20 11:03:15.907189,917565582,7,4203896
265968,2023-01-20 11:03:16.907194,918565588,7,4203896
266291,2023-01-20 11:03:17.907156,919565570,7,4203896
266616,2023-01-20 11:03:18.907144,920565564,7,4203896
266940,2023-01-20 11:03:19.907165,921565584,7,4203896
267263,2023-01-20 11:03:20.907165,922565587,7,4203896
267586,2023-01-20 11:03:21.887367,923565629,7,4203896
267910,2023-01-20 11:03:22.887256,924565598,7,4203896
268236,2023-01-20 11:03:23.887247,925565610,7,4203896
268562,2023-01-20 11:03:24.887250,926565602,7,4203896
268885,2023-01-20 11:03:25.887241,927565564,7,4203896
269208,2023-01-20 11:03:26.887232,928565559,7,4203896
269533,2023-01-20 11:03:27.887222,929565548,7,4203896
269861,2023-01-20 11:03:28.887231,930565555,7,4203896
270188,2023-01-20 11:03:29.887240,931565569,7,4203896
270515,2023-01-20 11:03:30.879388,932565550,7,4203896
270841,2023-01-20 11:03:31.867409,933565556,7,4203896
271168,2023-01-20 11:03:32.867263,934565561,7,4203896
271497,2023-01-20 11:03:33.867356,935565564,7,4203896
271868,2023-01-20 11:03:34.867242,936565566,7,4203896
272195,2023-01-20 11:03:35.867244,937565560,7,4203896
272521,2023-01-20 11:03:36.867209,938565548,7,4203896
272847,2023-01-20 11:03:37.867228,939565547,7,4203896
273173,2023-01-20 11:03:38.867221,940565551,7,4203896
273502,2023-01-20 11:03:39.867234,941565564,7,4203896
273829,2023-01-20 11:03:40.847011,942565556,7,4203896
274156,2023-01-20 11:03:41.846905,943565547,7,4203896
274482,2023-01-20 11:03:42.846840,944565546,7,4203896
274810,2023-01-20 11:03:43.846816,945565562,7,4203896
275137,2023-01-20 11:03:44.846827,946565572,7,4203896
275465,2023-01-20 11:03:45.846847,947565567,7,4203896
275791,2023-01-20 11:03:46.846805,948565542,7,4203896
276117,2023-01-20 11:03:47.846845,949565568,7,4203896
276443,2023-01-20 11:03:48.846836,950565557,7,4203896
276771,2023-01-20 11:03:49.842677,951565542,7,4203896
277099,2023-01-20 11:03:50.827492,952565599,7,4203896
277474,2023-01-20 11:03:51.827353,953565579,7,4203896
277801,2023-01-20 11:03:52.827286,954565593,7,4203896
278128,2023-01-20 11:03:53.827289,955565610,7,4203896
278457,2023-01-20 11:03:54.827239,956565557,7,4203896
278786,2023-01-20 11:03:55.827226,957565555,7,4203896
279113,2023-01-20 11:03:56.827198,958565519,7,4203896
279439,2023-01-20 11:03:57.827238,959565570,7,4203896
279766,2023-01-20 11:03:58.827219,960565549,7,4203896
280094,2023-01-20 11:03:59.827227,961565557,7,4203896
280422,2023-01-20 11:04:00.807415,962565545,7,4203896
280747,2023-01-20 11:04:01.807269,963565552,7,4203896
281073,2023-01-20 11:04:02.807209,964565565,7,4203896
281401,2023-01-20 11:04:03.807205,965565562,7,4203896
281729,2023-01-20 11:04:04.807172,966565536,7,4203896
282057,2023-01-20 11:04:05.807204,967565550,7,4203896
282383,2023-01-20 11:04:06.807146,968565561,7,4203896
282709,2023-01-20 11:04:07.807189,969565578,7,4203896
283033,2023-01-20 11:04:08.807192,970565571,7,4203896
283406,2023-01-20 11:04:09.788574,971565559,7,4203896
283730,2023-01-20 11:04:10.787343,972565570,7,4203896
284052,2023-01-20 11:04:11.787196,973565549,7,4203896
284375,2023-01-20 11:04:12.787194,974565546,7,4203896
284699,2023-01-20 11:04:13.787277,975565617,7,4203896
285024,2023-01-20 11:04:14.787297,976565613,7,4203896
285348,2023-01-20 11:04:15.787249,977565568,7,4203896
285671,2023-01-20 11:04:16.787229,978565577,7,4203896
285994,2023-01-20 11:04:17.787235,979565570,7,4203896
286318,2023-01-20 11:04:18.767544,980565636,7,4203896
286643,2023-01-20 11:04:19.767540,981565626,7,4203896
286968,2023-01-20 11:04:20.770301,982565603,7,4203896
287292,2023-01-20 11:04:21.767295,983565607,7,4203896
287615,2023-01-20 11:04:22.767225,984565548,7,4203896
287940,2023-01-20 11:04:23.767268,985565586,7,4203896
288266,2023-01-20 11:04:24.767231,986565556,7,4203896
288589,2023-01-20 11:04:25.767235,987565551,7,4203896
288915,2023-01-20 11:04:26.767248,988565556,7,4203896
289239,2023-01-20 11:04:27.767242,989565567,7,4203896
289562,2023-01-20 11:04:28.751872,990565573,7,4203896
289888,2023-01-20 11:04:29.746935,991565589,7,4203896
290212,2023-01-20 11:04:30.746864,992565562,7,4203896
290537,2023-01-20 11:04:31.746845,993565569,7,4203896
290860,2023-01-20 11:04:32.746850,994565562,7,4203896
291185,2023-01-20 11:04:33.746857,995565569,7,4203896
291511,2023-01-20 11:04:34.746834,996565553,7,4203896
291833,2023-01-20 11:04:35.746814,997565559,7,4203896
292158,2023-01-20 11:04:36.746835,998565571,7,4203896
292482,2023-01-20 11:04:37.727474,999565557,7,4203896
292805,2023-01-20 11:04:38.727479,1000565574,7,4203896
293131,2023-01-20 11:04:39.727259,1001565572,7,4203896
293456,2023-01-20 11:04:40.727217,1002565549,7,4728184
293780,2023-01-20 11:04:41.727246,1003565575,7,4728184
294104,2023-01-20 11:04:42.727283,1004565596,7,4728184
294428,2023-01-20 11:04:43.727275,1005565597,7,4728184
294754,2023-01-20 11:04:44.727297,1006565619,7,4728184
295078,2023-01-20 11:04:45.727268,1007565592,7,4728184
295402,2023-01-20 11:04:46.727235,1008565589,7,4728184
295726,2023-01-20 11:04:47.707398,1009565570,7,4728184
296048,2023-01-20 11:04:48.707290,1010565551,7,4728184
296373,2023-01-20 11:04:49.707281,1011565563,7,4728184
296696,2023-01-20 11:04:50.707199,1012565574,7,4728184
297021,2023-01-20 11:04:51.707179,1013565553,7,4728184
297344,2023-01-20 11:04:52.707197,1014565571,7,4728184
297668,2023-01-20 11:04:53.707171,1015565546,7,4728184
297993,2023-01-20 11:04:54.707189,1016565566,7,4728184
298316,2023-01-20 11:04:55.707225,1017565572,7,4728184
298641,2023-01-20 11:04:56.696959,1018565557,7,4728184
298966,2023-01-20 11:04:57.697543,1019565551,7,4728184
299289,2023-01-20 11:04:58.687428,1020565569,7,4728184
299615,2023-01-20 11:04:59.687369,1021565565,7,4728184
299938,2023-01-20 11:05:00.687228,1022565570,7,4728184
300262,2023-01-20 11:05:01.687212,1023565549,7,4728184
300586,2023-01-20 11:05:02.687233,1024565514,7,4744696
300889,2023-01-20 11:05:03.687314,1025565385,7,4744664
301164,2023-01-20 11:05:04.687304,1026565368,7,4744664
301437,2023-01-20 11:05:05.687313,1027565387,7,4744664
301711,2023-01-20 11:05:06.674908,1028565360,7,4744664
301984,2023-01-20 11:05:07.667465,1029565383,7,4744664
302257,2023-01-20 11:05:08.667378,1030565385,7,4744664
302532,2023-01-20 11:05:09.667322,1031565384,7,4744664
302805,2023-01-20 11:05:10.667332,1032565387,7,4744664
303079,2023-01-20 11:05:11.667359,1033565414,7,4744664
303352,2023-01-20 11:05:12.667355,1034565419,7,4744664
303626,2023-01-20 11:05:13.667375,1035565437,7,4744664
303900,2023-01-20 11:05:14.667359,1036565432,7,4744664
304173,2023-01-20 11:05:15.667303,1037565362,7,4744664
304447,2023-01-20 11:05:16.647205,1038565390,7,4744664
304720,2023-01-20 11:05:17.652426,1039565365,7,4744664
