LineNo,UTC_Approx,TimeUS,Active,NumPts,MaxPts,Action,N,E,D
84721,2023-01-20 10:54:08.009520,368537489,1,76,300,0,-386.6379,91.14524,-55.86033
84848,2023-01-20 10:54:08.342079,368869973,1,77,300,0,-384.5951,92.31476,-55.86106
84849,2023-01-20 10:54:08.344793,368872687,1,77,300,2,-484.7819,34.49022,-55.82785
84850,2023-01-20 10:54:08.344809,368872703,1,77,300,2,-481.4494,36.34492,-55.96949
84851,2023-01-20 10:54:08.344822,368872716,1,77,300,2,-479.6283,37.38798,-55.98826
84852,2023-01-20 10:54:08.344836,368872730,1,77,300,2,-477.8166,38.53228,-55.9724
84853,2023-01-20 10:54:08.344849,368872743,1,77,300,2,-475.9029,39.74025,-55.94291
84854,2023-01-20 10:54:08.344883,368872777,1,77,300,2,-473.9051,40.99139,-55.88436
84855,2023-01-20 10:54:08.344936,368872830,1,77,300,2,-471.8953,42.21764,-55.80512
84856,2023-01-20 10:54:08.344949,368872843,1,77,300,2,-469.8844,43.3969,-55.743
84857,2023-01-20 10:54:08.344962,368872856,1,77,300,2,-467.8688,44.58573,-55.70525
84858,2023-01-20 10:54:08.344976,368872870,1,77,300,2,-465.8542,45.77505,-55.66718
84859,2023-01-20 10:54:08.344992,368872886,1,77,300,2,-463.8061,46.94942,-55.62466
84860,2023-01-20 10:54:08.345005,368872899,1,77,300,2,-461.7526,48.10754,-55.60796
84861,2023-01-20 10:54:08.345018,368872912,1,77,300,2,-459.7253,49.23428,-55.58167
84862,2023-01-20 10:54:08.345032,368872926,1,77,300,2,-457.6851,50.37382,-55.56826
84863,2023-01-20 10:54:08.345045,368872939,1,77,300,2,-455.5777,51.49087,-55.55433
84864,2023-01-20 10:54:08.345058,368872952,1,77,300,2,-453.4988,52.60963,-55.53858
84865,2023-01-20 10:54:08.345072,368872966,1,77,300,2,-451.4528,53.78382,-55.51786
84866,2023-01-20 10:54:08.345085,368872979,1,77,300,2,-449.4246,54.95582,-55.51727
84867,2023-01-20 10:54:08.345114,368873008,1,77,300,2,-447.4346,56.12642,-55.51894
84868,2023-01-20 10:54:08.345127,368873021,1,77,300,2,-445.4368,57.30733,-55.54826
84869,2023-01-20 10:54:08.345141,368873035,1,77,300,2,-443.373,58.47313,-55.56701
84870,2023-01-20 10:54:08.345157,368873051,1,77,300,2,-441.2732,59.65517,-55.54311
84871,2023-01-20 10:54:08.345170,368873064,1,77,300,2,-439.2029,60.85601,-55.50938
84872,2023-01-20 10:54:08.345183,368873077,1,77,300,2,-437.1447,62.02747,-55.48703
84873,2023-01-20 10:54:08.345197,368873091,1,77,300,2,-435.1315,63.19781,-55.46763
84874,2023-01-20 10:54:08.345214,368873108,1,77,300,2,-433.136,64.39693,-55.47205
84875,2023-01-20 10:54:08.345236,368873130,1,77,300,2,-431.1467,65.57783,-55.4868
84876,2023-01-20 10:54:08.345249,368873143,1,77,300,2,-429.1371,66.73503,-55.51953
84877,2023-01-20 10:54:08.345312,368873206,1,77,300,2,-427.0891,67.89141,-55.55179
84878,2023-01-20 10:54:08.345326,368873220,1,77,300,2,-425.0212,69.05161,-55.57648
84879,2023-01-20 10:54:08.345342,368873236,1,77,300,2,-423.0023,70.19394,-55.60515
84880,2023-01-20 10:54:08.345355,368873249,1,77,300,2,-420.9757,71.35564,-55.61477
84881,2023-01-20 10:54:08.345368,368873262,1,77,300,2,-418.904,72.53793,-55.63947
84882,2023-01-20 10:54:08.345381,368873275,1,77,300,2,-416.86,73.69666,-55.66678
84883,2023-01-20 10:54:08.345395,368873289,1,77,300,2,-414.8194,74.83449,-55.70005
84884,2023-01-20 10:54:08.345408,368873302,1,77,300,2,-412.8279,75.969,-55.72505
84885,2023-01-20 10:54:08.345421,368873315,1,77,300,2,-410.8278,77.12373,-55.73858
84886,2023-01-20 10:54:08.345435,368873329,1,77,300,2,-408.7594,78.31221,-55.74729
84887,2023-01-20 10:54:08.345448,368873342,1,77,300,2,-406.685,79.50644,-55.74732
84888,2023-01-20 10:54:08.345461,368873355,1,77,300,2,-404.682,80.65533,-55.7348
84889,2023-01-20 10:54:08.345474,368873368,1,77,300,2,-402.6526,81.79896,-55.74364
84890,2023-01-20 10:54:08.345492,368873386,1,77,300,2,-400.589,82.95042,-55.76778
84891,2023-01-20 10:54:08.345507,368873401,1,77,300,2,-398.5753,84.10978,-55.79816
84892,2023-01-20 10:54:08.345521,368873415,1,77,300,2,-396.5469,85.30315,-55.83106
84893,2023-01-20 10:54:08.345534,368873428,1,77,300,2,-394.5498,86.50099,-55.84985
84894,2023-01-20 10:54:08.345553,368873447,1,77,300,2,-392.6094,87.63838,-55.8423
84895,2023-01-20 10:54:08.345566,368873460,1,77,300,2,-390.6187,88.78487,-55.83678
84896,2023-01-20 10:54:08.345579,368873473,1,77,300,2,-388.6214,89.95907,-55.8423
84897,2023-01-20 10:54:08.345592,368873486,1,77,300,2,-386.6379,91.14524,-55.86033
84998,2023-01-20 10:54:08.677038,369204960,1,29,300,0,-382.5618,93.48468,-55.86301
85099,2023-01-20 10:54:09.009478,369537478,1,30,300,0,-380.5487,94.63689,-55.85768
85225,2023-01-20 10:54:09.341970,369869969,1,31,300,0,-378.5612,95.79379,-55.82868
85326,2023-01-20 10:54:09.677086,370205019,1,32,300,0,-376.5487,96.96717,-55.80626
85425,2023-01-20 10:54:10.009353,370537491,1,33,300,0,-374.5401,98.1489,-55.80038
85554,2023-01-20 10:54:10.341941,370869995,1,34,300,0,-372.5054,99.30581,-55.8032
85655,2023-01-20 10:54:10.676845,371204953,1,35,300,0,-370.4246,100.4728,-55.80967
85754,2023-01-20 10:54:11.009425,371537542,1,36,300,0,-368.3738,101.6412,-55.8114
85881,2023-01-20 10:54:11.341891,371869955,1,37,300,0,-366.3182,102.7957,-55.81342
85981,2023-01-20 10:54:11.676904,372204966,1,38,300,0,-364.2758,103.9741,-55.79053
86081,2023-01-20 10:54:12.009387,372537490,1,39,300,0,-362.2277,105.1356,-55.77429
86207,2023-01-20 10:54:12.341923,372869997,1,40,300,0,-360.1549,106.2919,-55.78414
86308,2023-01-20 10:54:12.676896,373204974,1,41,300,0,-358.1426,107.473,-55.8084
86408,2023-01-20 10:54:13.009436,373537552,1,42,300,0,-356.16,108.6308,-55.82609
86534,2023-01-20 10:54:13.341951,373870029,1,43,300,0,-354.1332,109.7851,-55.80996
86634,2023-01-20 10:54:13.676897,374204967,1,44,300,0,-352.1233,110.9551,-55.78136
86736,2023-01-20 10:54:14.009398,374537504,1,45,300,0,-350.125,112.1259,-55.7599
86863,2023-01-20 10:54:14.341908,374869967,1,46,300,0,-348.0943,113.3242,-55.75603
86964,2023-01-20 10:54:14.676886,375204970,1,47,300,0,-346.1089,114.543,-55.74667
87064,2023-01-20 10:54:15.009379,375537505,1,48,300,0,-344.17,115.7375,-55.73011
87190,2023-01-20 10:54:15.341906,375869969,1,49,300,0,-342.2022,116.9198,-55.73811
87290,2023-01-20 10:54:15.676919,376204976,1,50,300,0,-340.1771,118.086,-55.74368
87390,2023-01-20 10:54:16.009378,376537499,1,51,300,0,-338.1753,119.2385,-55.74193
87517,2023-01-20 10:54:16.341897,376869961,1,52,300,0,-336.1084,120.3715,-55.74451
87616,2023-01-20 10:54:16.676909,377204971,1,53,300,0,-334.0516,121.5053,-55.73563
87717,2023-01-20 10:54:17.009390,377537504,1,54,300,0,-332.0501,122.6309,-55.70619
87844,2023-01-20 10:54:17.341903,377869972,1,55,300,0,-330.0028,123.7853,-55.70024
87943,2023-01-20 10:54:17.670070,378204960,1,56,300,0,-327.9654,124.9866,-55.70137
88041,2023-01-20 10:54:17.989842,378537509,1,57,300,0,-325.9535,126.1603,-55.71348
88170,2023-01-20 10:54:18.322305,378869958,1,58,300,0,-323.993,127.3226,-55.72565
88269,2023-01-20 10:54:18.657325,379204971,1,59,300,0,-321.9464,128.5368,-55.71151
88370,2023-01-20 10:54:18.989810,379537518,1,60,300,0,-319.8939,129.7232,-55.71673
88499,2023-01-20 10:54:19.322206,379869976,1,61,300,0,-317.8686,130.8957,-55.72181
88598,2023-01-20 10:54:19.657201,380204973,1,62,300,0,-315.8246,132.0658,-55.71654
88696,2023-01-20 10:54:19.989784,380537494,1,63,300,0,-313.772,133.223,-55.70311
88825,2023-01-20 10:54:20.322172,380869965,1,64,300,0,-311.6854,134.3652,-55.70699
88924,2023-01-20 10:54:20.657142,381204958,1,65,300,0,-309.6299,135.5229,-55.70731
89022,2023-01-20 10:54:20.989626,381537479,1,66,300,0,-307.6303,136.6952,-55.70751
89152,2023-01-20 10:54:21.322153,381869986,1,67,300,0,-305.5995,137.8581,-55.7108
89252,2023-01-20 10:54:21.657112,382204964,1,68,300,0,-303.5538,139.0179,-55.69485
89350,2023-01-20 10:54:21.989699,382537556,1,69,300,0,-301.5776,140.181,-55.67406
89478,2023-01-20 10:54:22.322162,382869970,1,70,300,0,-299.572,141.3365,-55.64517
89578,2023-01-20 10:54:22.657216,383205016,1,71,300,0,-297.5942,142.5342,-55.62005
89676,2023-01-20 10:54:22.989700,383537550,1,72,300,0,-295.6446,143.7196,-55.59951
89805,2023-01-20 10:54:23.322204,383869980,1,73,300,0,-293.6597,144.9398,-55.59581
89905,2023-01-20 10:54:23.657112,384204949,1,74,300,0,-291.7185,146.1416,-55.61383
90005,2023-01-20 10:54:23.989696,384537549,1,75,300,0,-289.7598,147.3096,-55.6439
90134,2023-01-20 10:54:24.322106,384869965,1,76,300,0,-287.7472,148.4575,-55.66949
90233,2023-01-20 10:54:24.657227,385205029,1,77,300,0,-285.6951,149.6387,-55.67529
90332,2023-01-20 10:54:24.989703,385537550,1,78,300,0,-283.6425,150.8282,-55.65469
90333,2023-01-20 10:54:24.992701,385540549,1,78,300,2,-382.5618,93.48468,-55.86301
90334,2023-01-20 10:54:24.992732,385540580,1,78,300,2,-380.5487,94.63689,-55.85768
90335,2023-01-20 10:54:24.992746,385540594,1,78,300,2,-378.5612,95.79379,-55.82868
90336,2023-01-20 10:54:24.992762,385540610,1,78,300,2,-376.5487,96.96717,-55.80626
90337,2023-01-20 10:54:24.992775,385540623,1,78,300,2,-374.5401,98.1489,-55.80038
90338,2023-01-20 10:54:24.992794,385540642,1,78,300,2,-372.5054,99.30581,-55.8032
90339,2023-01-20 10:54:24.992811,385540659,1,78,300,2,-370.4246,100.4728,-55.80967
90340,2023-01-20 10:54:24.992824,385540672,1,78,300,2,-368.3738,101.6412,-55.8114
90341,2023-01-20 10:54:24.992841,385540689,1,78,300,2,-366.3182,102.7957,-55.81342
90342,2023-01-20 10:54:24.992854,385540702,1,78,300,2,-364.2758,103.9741,-55.79053
90343,2023-01-20 10:54:24.992867,385540715,1,78,300,2,-362.2277,105.1356,-55.77429
90344,2023-01-20 10:54:24.992886,385540734,1,78,300,2,-360.1549,106.2919,-55.78414
90345,2023-01-20 10:54:24.992899,385540747,1,78,300,2,-358.1426,107.473,-55.8084
90346,2023-01-20 10:54:24.992978,385540826,1,78,300,2,-356.16,108.6308,-55.82609
90347,2023-01-20 10:54:24.992991,385540839,1,78,300,2,-354.1332,109.7851,-55.80996
90348,2023-01-20 10:54:24.993004,385540852,1,78,300,2,-352.1233,110.9551,-55.78136
90349,2023-01-20 10:54:24.993021,385540869,1,78,300,2,-350.125,112.1259,-55.7599
90350,2023-01-20 10:54:24.993034,385540882,1,78,300,2,-348.0943,113.3242,-55.75603
90351,2023-01-20 10:54:24.993050,385540898,1,78,300,2,-346.1089,114.543,-55.74667
90352,2023-01-20 10:54:24.993066,385540914,1,78,300,2,-344.17,115.7375,-55.73011
90353,2023-01-20 10:54:24.993079,385540927,1,78,300,2,-342.2022,116.9198,-55.73811
90354,2023-01-20 10:54:24.993100,385540948,1,78,300,2,-340.1771,118.086,-55.74368
90355,2023-01-20 10:54:24.993113,385540961,1,78,300,2,-338.1753,119.2385,-55.74193
90356,2023-01-20 10:54:24.993126,385540974,1,78,300,2,-336.1084,120.3715,-55.74451
90357,2023-01-20 10:54:24.993145,385540993,1,78,300,2,-334.0516,121.5053,-55.73563
90358,2023-01-20 10:54:24.993158,385541006,1,78,300,2,-332.0501,122.6309,-55.70619
90359,2023-01-20 10:54:24.993171,385541020,1,78,300,2,-330.0028,123.7853,-55.70024
90360,2023-01-20 10:54:24.993187,385541036,1,78,300,2,-327.9654,124.9866,-55.70137
90361,2023-01-20 10:54:24.993201,385541049,1,78,300,2,-325.9535,126.1603,-55.71348
90362,2023-01-20 10:54:24.993215,385541063,1,78,300,2,-323.993,127.3226,-55.72565
90363,2023-01-20 10:54:24.993237,385541085,1,78,300,2,-321.9464,128.5368,-55.71151
90364,2023-01-20 10:54:24.993251,385541099,1,78,300,2,-319.8939,129.7232,-55.71673
90365,2023-01-20 10:54:24.993263,385541112,1,78,300,2,-317.8686,130.8957,-55.72181
90366,2023-01-20 10:54:24.993279,385541128,1,78,300,2,-315.8246,132.0658,-55.71654
90367,2023-01-20 10:54:24.993294,385541142,1,78,300,2,-313.772,133.223,-55.70311
90368,2023-01-20 10:54:24.993309,385541158,1,78,300,2,-311.6854,134.3652,-55.70699
90369,2023-01-20 10:54:24.993390,385541239,1,78,300,2,-309.6299,135.5229,-55.70731
90370,2023-01-20 10:54:24.993409,385541258,1,78,300,2,-307.6303,136.6952,-55.70751
90371,2023-01-20 10:54:24.993423,385541271,1,78,300,2,-305.5995,137.8581,-55.7108
90372,2023-01-20 10:54:24.993435,385541284,1,78,300,2,-303.5538,139.0179,-55.69485
90373,2023-01-20 10:54:24.993452,385541301,1,78,300,2,-301.5776,140.181,-55.67406
90374,2023-01-20 10:54:24.993465,385541314,1,78,300,2,-299.572,141.3365,-55.64517
90375,2023-01-20 10:54:24.993478,385541327,1,78,300,2,-297.5942,142.5342,-55.62005
90376,2023-01-20 10:54:24.993497,385541346,1,78,300,2,-295.6446,143.7196,-55.59951
90377,2023-01-20 10:54:24.993510,385541359,1,78,300,2,-293.6597,144.9398,-55.59581
90378,2023-01-20 10:54:24.993524,385541373,1,78,300,2,-291.7185,146.1416,-55.61383
90379,2023-01-20 10:54:24.993540,385541389,1,78,300,2,-289.7598,147.3096,-55.6439
90380,2023-01-20 10:54:24.993554,385541403,1,78,300,2,-287.7472,148.4575,-55.66949
90381,2023-01-20 10:54:24.993569,385541418,1,78,300,2,-285.6951,149.6387,-55.67529
90509,2023-01-20 10:54:25.322230,385869993,1,30,300,0,-281.6006,152.0294,-55.6121
90609,2023-01-20 10:54:25.657179,386204976,1,31,300,0,-279.5565,153.2129,-55.56305
90708,2023-01-20 10:54:25.989665,386537519,1,32,300,0,-277.5375,154.3592,-55.5308
90837,2023-01-20 10:54:26.322108,386869960,1,33,300,0,-275.5391,155.5295,-55.49231
90936,2023-01-20 10:54:26.657208,387204981,1,34,300,0,-273.5443,156.6624,-55.48227
91035,2023-01-20 10:54:26.989612,387537498,1,35,300,0,-271.5829,157.7822,-55.47131
91163,2023-01-20 10:54:27.322271,387869996,1,36,300,0,-269.6278,158.9048,-55.44059
91263,2023-01-20 10:54:27.641526,388204955,1,37,300,0,-267.6635,160.0601,-55.43497
91361,2023-01-20 10:54:27.972639,388537550,1,38,300,0,-265.7038,161.2301,-55.43819
91490,2023-01-20 10:54:28.302335,388869953,1,39,300,0,-263.6943,162.4064,-55.46071
91589,2023-01-20 10:54:28.637330,389204975,1,40,300,0,-261.6181,163.5865,-55.49085
91689,2023-01-20 10:54:28.969665,389537481,1,41,300,0,-259.5716,164.7658,-55.51768
91818,2023-01-20 10:54:29.302217,389869959,1,42,300,0,-257.506,165.9029,-55.51133
91917,2023-01-20 10:54:29.637193,390204983,1,43,300,0,-255.423,167.0564,-55.50629
92016,2023-01-20 10:54:29.969632,390537488,1,44,300,0,-253.3687,168.218,-55.51074
92145,2023-01-20 10:54:30.302156,390869942,1,45,300,0,-251.3103,169.3801,-55.50571
92244,2023-01-20 10:54:30.637203,391204964,1,46,300,0,-249.2826,170.5479,-55.47953
92342,2023-01-20 10:54:30.969652,391537501,1,47,300,0,-247.3404,171.7048,-55.42559
92471,2023-01-20 10:54:31.302207,391869948,1,48,300,0,-245.409,172.8657,-55.38802
92571,2023-01-20 10:54:31.637226,392204962,1,49,300,0,-243.4435,174.0137,-55.38653
92670,2023-01-20 10:54:31.969661,392537495,1,50,300,0,-241.4674,175.1803,-55.40763
92799,2023-01-20 10:54:32.302123,392869954,1,51,300,0,-239.4601,176.3524,-55.43312
92898,2023-01-20 10:54:32.637215,393204979,1,52,300,0,-237.4084,177.5378,-55.47554
92996,2023-01-20 10:54:32.969631,393537512,1,53,300,0,-235.3587,178.7179,-55.50685
93124,2023-01-20 10:54:33.302171,393869951,1,54,300,0,-233.2752,179.8908,-55.5134
93224,2023-01-20 10:54:33.637226,394204970,1,55,300,0,-231.1728,181.0464,-55.50674
93325,2023-01-20 10:54:33.969675,394537506,1,56,300,0,-229.1181,182.1748,-55.4974
93454,2023-01-20 10:54:34.302171,394869956,1,57,300,0,-227.0825,183.3057,-55.48922
93554,2023-01-20 10:54:34.637222,395204965,1,58,300,0,-225.0263,184.4522,-55.47284
93652,2023-01-20 10:54:34.969636,395537510,1,59,300,0,-222.9752,185.6072,-55.46503
93780,2023-01-20 10:54:35.302185,395869966,1,60,300,0,-220.9672,186.7625,-55.44445
93880,2023-01-20 10:54:35.637153,396204993,1,61,300,0,-218.99,187.9446,-55.42311
93978,2023-01-20 10:54:35.969646,396537498,1,62,300,0,-217.0334,189.1388,-55.40056
94107,2023-01-20 10:54:36.282384,396869984,1,63,300,0,-215.0325,190.3467,-55.38414
94207,2023-01-20 10:54:36.617443,397205016,1,64,300,0,-213.028,191.5448,-55.37537
94306,2023-01-20 10:54:36.949783,397537477,1,65,300,0,-211.022,192.7192,-55.35732
94434,2023-01-20 10:54:37.282258,397869945,1,66,300,0,-208.9742,193.8926,-55.33751
94533,2023-01-20 10:54:37.617373,398205063,1,67,300,0,-206.8708,195.0589,-55.31419
94632,2023-01-20 10:54:37.949688,398537474,1,68,300,0,-204.8099,196.2266,-55.29696
94761,2023-01-20 10:54:38.282274,398869964,1,69,300,0,-202.7572,197.376,-55.30997
94860,2023-01-20 10:54:38.617278,399205020,1,70,300,0,-200.6807,198.545,-55.34008
94961,2023-01-20 10:54:38.949625,399537484,1,71,300,0,-198.6449,199.7241,-55.34061
95089,2023-01-20 10:54:39.282175,399869955,1,72,300,0,-196.5913,200.931,-55.33144
95188,2023-01-20 10:54:39.617310,400205056,1,73,300,0,-194.5317,202.1063,-55.32293
95287,2023-01-20 10:54:39.949652,400537476,1,74,300,0,-192.5745,203.26,-55.30433
95415,2023-01-20 10:54:40.282215,400870001,1,75,300,0,-190.623,204.4178,-55.30053
95515,2023-01-20 10:54:40.617250,401205004,1,76,300,0,-188.6635,205.5864,-55.3181
95614,2023-01-20 10:54:40.949639,401537530,1,77,300,0,-186.709,206.7654,-55.33714
95744,2023-01-20 10:54:41.282161,401869963,1,78,300,0,-184.7331,207.9282,-55.34345
95844,2023-01-20 10:54:41.617177,402205020,1,79,300,0,-182.7258,209.0878,-55.34385
95845,2023-01-20 10:54:41.620001,402207844,1,79,300,2,-281.6006,152.0294,-55.6121
95846,2023-01-20 10:54:41.620015,402207858,1,79,300,2,-279.5565,153.2129,-55.56305
95847,2023-01-20 10:54:41.620028,402207871,1,79,300,2,-277.5375,154.3592,-55.5308
95848,2023-01-20 10:54:41.620041,402207884,1,79,300,2,-275.5391,155.5295,-55.49231
95849,2023-01-20 10:54:41.620055,402207898,1,79,300,2,-273.5443,156.6624,-55.48227
95850,2023-01-20 10:54:41.620068,402207911,1,79,300,2,-271.5829,157.7822,-55.47131
95851,2023-01-20 10:54:41.620093,402207936,1,79,300,2,-269.6278,158.9048,-55.44059
95852,2023-01-20 10:54:41.620107,402207950,1,79,300,2,-267.6635,160.0601,-55.43497
95853,2023-01-20 10:54:41.620120,402207963,1,79,300,2,-265.7038,161.2301,-55.43819
95854,2023-01-20 10:54:41.620133,402207976,1,79,300,2,-263.6943,162.4064,-55.46071
95855,2023-01-20 10:54:41.620147,402207990,1,79,300,2,-261.6181,163.5865,-55.49085
95856,2023-01-20 10:54:41.620160,402208003,1,79,300,2,-259.5716,164.7658,-55.51768
95857,2023-01-20 10:54:41.620173,402208016,1,79,300,2,-257.506,165.9029,-55.51133
95858,2023-01-20 10:54:41.620187,402208030,1,79,300,2,-255.423,167.0564,-55.50629
95859,2023-01-20 10:54:41.620200,402208043,1,79,300,2,-253.3687,168.218,-55.51074
95860,2023-01-20 10:54:41.620213,402208056,1,79,300,2,-251.3103,169.3801,-55.50571
95861,2023-01-20 10:54:41.620227,402208070,1,79,300,2,-249.2826,170.5479,-55.47953
95862,2023-01-20 10:54:41.620240,402208083,1,79,300,2,-247.3404,171.7048,-55.42559
95863,2023-01-20 10:54:41.620253,402208096,1,79,300,2,-245.409,172.8657,-55.38802
95864,2023-01-20 10:54:41.620267,402208110,1,79,300,2,-243.4435,174.0137,-55.38653
95865,2023-01-20 10:54:41.620280,402208123,1,79,300,2,-241.4674,175.1803,-55.40763
95866,2023-01-20 10:54:41.620293,402208136,1,79,300,2,-239.4601,176.3524,-55.43312
95867,2023-01-20 10:54:41.620307,402208150,1,79,300,2,-237.4084,177.5378,-55.47554
95868,2023-01-20 10:54:41.620373,402208216,1,79,300,2,-235.3587,178.7179,-55.50685
95869,2023-01-20 10:54:41.620386,402208229,1,79,300,2,-233.2752,179.8908,-55.5134
95870,2023-01-20 10:54:41.620400,402208243,1,79,300,2,-231.1728,181.0464,-55.50674
95871,2023-01-20 10:54:41.620413,402208256,1,79,300,2,-229.1181,182.1748,-55.4974
95872,2023-01-20 10:54:41.620426,402208269,1,79,300,2,-227.0825,183.3057,-55.48922
95873,2023-01-20 10:54:41.620440,402208283,1,79,300,2,-225.0263,184.4522,-55.47284
95874,2023-01-20 10:54:41.620453,402208296,1,79,300,2,-222.9752,185.6072,-55.46503
95875,2023-01-20 10:54:41.620466,402208309,1,79,300,2,-220.9672,186.7625,-55.44445
95876,2023-01-20 10:54:41.620479,402208322,1,79,300,2,-218.99,187.9446,-55.42311
95877,2023-01-20 10:54:41.620493,402208336,1,79,300,2,-217.0334,189.1388,-55.40056
95878,2023-01-20 10:54:41.620506,402208349,1,79,300,2,-215.0325,190.3467,-55.38414
95879,2023-01-20 10:54:41.620519,402208362,1,79,300,2,-213.028,191.5448,-55.37537
95880,2023-01-20 10:54:41.620533,402208376,1,79,300,2,-211.022,192.7192,-55.35732
95881,2023-01-20 10:54:41.620546,402208389,1,79,300,2,-208.9742,193.8926,-55.33751
95882,2023-01-20 10:54:41.620559,402208402,1,79,300,2,-206.8708,195.0589,-55.31419
95883,2023-01-20 10:54:41.620572,402208415,1,79,300,2,-204.8099,196.2266,-55.29696
95884,2023-01-20 10:54:41.620586,402208429,1,79,300,2,-202.7572,197.376,-55.30997
95885,2023-01-20 10:54:41.620599,402208442,1,79,300,2,-200.6807,198.545,-55.34008
95886,2023-01-20 10:54:41.620612,402208455,1,79,300,2,-198.6449,199.7241,-55.34061
95887,2023-01-20 10:54:41.620626,402208469,1,79,300,2,-196.5913,200.931,-55.33144
95888,2023-01-20 10:54:41.620639,402208482,1,79,300,2,-194.5317,202.1063,-55.32293
95889,2023-01-20 10:54:41.620656,402208499,1,79,300,2,-192.5745,203.26,-55.30433
95890,2023-01-20 10:54:41.620669,402208512,1,79,300,2,-190.623,204.4178,-55.30053
95891,2023-01-20 10:54:41.620683,402208526,1,79,300,2,-188.6635,205.5864,-55.3181
95892,2023-01-20 10:54:41.620696,402208539,1,79,300,2,-186.709,206.7654,-55.33714
95893,2023-01-20 10:54:41.620709,402208552,1,79,300,2,-184.7331,207.9282,-55.34345
95991,2023-01-20 10:54:41.949640,402537490,1,31,300,0,-180.7352,210.2427,-55.34
96120,2023-01-20 10:54:42.282222,402869981,1,32,300,0,-178.7572,211.4152,-55.3312
96220,2023-01-20 10:54:42.617261,403205015,1,33,300,0,-176.7936,212.5729,-55.3342
96318,2023-01-20 10:54:42.949677,403537527,1,34,300,0,-174.8148,213.7101,-55.34169
96447,2023-01-20 10:54:43.282191,403869955,1,35,300,0,-172.7715,214.8615,-55.36416
96546,2023-01-20 10:54:43.617159,404205011,1,36,300,0,-170.6759,216.0019,-55.41755
96646,2023-01-20 10:54:43.949661,404537490,1,37,300,0,-168.6061,217.1387,-55.45489
96776,2023-01-20 10:54:44.282142,404869960,1,38,300,0,-166.5515,218.2814,-55.4682
96875,2023-01-20 10:54:44.617224,405205006,1,39,300,0,-164.4835,219.439,-55.46869
96974,2023-01-20 10:54:44.949677,405537512,1,40,300,0,-162.4506,220.5921,-55.46919
97103,2023-01-20 10:54:45.274852,405869997,1,41,300,0,-160.421,221.7597,-55.44836
97200,2023-01-20 10:54:45.597340,406204965,1,42,300,0,-158.4063,222.9282,-55.4133
97300,2023-01-20 10:54:45.944139,406537499,1,43,300,0,-156.3915,224.0956,-55.39178
97428,2023-01-20 10:54:46.262269,406869963,1,44,300,0,-154.363,225.2681,-55.38892
97529,2023-01-20 10:54:46.615719,407205029,1,45,300,0,-152.3522,226.4411,-55.40541
97628,2023-01-20 10:54:46.929789,407537481,1,46,300,0,-150.3623,227.6179,-55.41951
97756,2023-01-20 10:54:47.262264,407869969,1,47,300,0,-148.3578,228.7955,-55.4313
97854,2023-01-20 10:54:47.597261,408204973,1,48,300,0,-146.3351,229.9848,-55.4261
97954,2023-01-20 10:54:47.929777,408537495,1,49,300,0,-144.3413,231.1721,-55.42505
98082,2023-01-20 10:54:48.262213,408869958,1,50,300,0,-142.2895,232.3368,-55.43348
98180,2023-01-20 10:54:48.597389,409204981,1,51,300,0,-140.2395,233.507,-55.44512
98282,2023-01-20 10:54:48.929618,409537501,1,52,300,0,-138.2484,234.6704,-55.42589
98411,2023-01-20 10:54:49.262220,409869963,1,53,300,0,-136.2523,235.8631,-55.40664
98509,2023-01-20 10:54:49.597227,410204978,1,54,300,0,-134.2193,237.0584,-55.38853
98608,2023-01-20 10:54:49.929688,410537502,1,55,300,0,-132.2308,238.2269,-55.37331
98737,2023-01-20 10:54:50.262154,410869969,1,56,300,0,-130.2331,239.374,-55.37638
98834,2023-01-20 10:54:50.597227,411204977,1,57,300,0,-128.1923,240.5309,-55.40036
98934,2023-01-20 10:54:50.929640,411537491,1,58,300,0,-126.1859,241.7039,-55.43516
99064,2023-01-20 10:54:51.262201,411869981,1,59,300,0,-124.1679,242.8561,-55.45463
99162,2023-01-20 10:54:51.597211,412204962,1,60,300,0,-122.1511,244.0051,-55.47362
99262,2023-01-20 10:54:51.929692,412537505,1,61,300,0,-120.1509,245.1445,-55.48766
99391,2023-01-20 10:54:52.262151,412869968,1,62,300,0,-118.1497,246.3008,-55.4818
99488,2023-01-20 10:54:52.597266,413205015,1,63,300,0,-116.1104,247.4985,-55.47971
99588,2023-01-20 10:54:52.929644,413537496,1,64,300,0,-114.0828,248.718,-55.4631
99717,2023-01-20 10:54:53.262190,413869971,1,65,300,0,-112.0765,249.8899,-55.42327
99815,2023-01-20 10:54:53.597331,414205064,1,66,300,0,-110.0585,251.0551,-55.40022
99917,2023-01-20 10:54:53.929668,414537504,1,67,300,0,-108.0404,252.2089,-55.37682
100047,2023-01-20 10:54:54.262221,414869967,1,68,300,0,-105.989,253.359,-55.37934
100144,2023-01-20 10:54:54.597559,415205297,1,69,300,0,-103.9316,254.5038,-55.40775
100243,2023-01-20 10:54:54.929662,415537511,1,70,300,0,-101.904,255.6492,-55.45444
100373,2023-01-20 10:54:55.242148,415870013,1,71,300,0,-99.87579,256.8201,-55.47765
100471,2023-01-20 10:54:55.597198,416205226,1,72,300,0,-97.85305,258.0127,-55.48805
100570,2023-01-20 10:54:55.917912,416537544,1,73,300,0,-95.90359,259.1943,-55.48124
