LineNo,UTC_Approx,TimeUS,C,Q1,Q2,Q3,Q4
63554,2023-01-20 11:11:53.941706,348596072,0,0.9559677,0.1091177,-0.04399049,-0.2688569
63587,2023-01-20 11:11:54.041706,348696076,0,0.9681308,0.1125037,-0.05542857,-0.2167797
63619,2023-01-20 11:11:54.141703,348796081,0,0.9784731,0.1131033,-0.06856254,-0.1584207
63656,2023-01-20 11:11:54.241691,348896072,0,0.9853585,0.1147373,-0.08107893,-0.09659278
63687,2023-01-20 11:11:54.341698,348996075,0,0.9881856,0.1170926,-0.09257301,-0.03476766
63722,2023-01-20 11:11:54.441682,349096075,0,0.988767,0.1127364,-0.09455209,0.0262707
63752,2023-01-20 11:11:54.541632,349196070,0,0.9870265,0.1016147,-0.09321187,0.08224766
63787,2023-01-20 11:11:54.641635,349296075,0,0.9831779,0.08973034,-0.09328514,0.1288709
63817,2023-01-20 11:11:54.741692,349396075,0,0.9785495,0.07764343,-0.09416001,0.1659708
63850,2023-01-20 11:11:54.841717,349496069,0,0.9736623,0.06795333,-0.09653503,0.1950518
63880,2023-01-20 11:11:54.941710,349596070,0,0.9694413,0.05941739,-0.09779201,0.2170024
63913,2023-01-20 11:11:55.041710,349696082,0,0.9662756,0.04937593,-0.09894994,0.2325565
63945,2023-01-20 11:11:55.141681,349796072,0,0.9640888,0.03971525,-0.09882676,0.2432872
63979,2023-01-20 11:11:55.241677,349896070,0,0.9624829,0.0315179,-0.1002191,0.2501787
64011,2023-01-20 11:11:55.341710,349996081,0,0.9611043,0.02541791,-0.1023342,0.2552653
64046,2023-01-20 11:11:55.441694,350096066,0,0.9598234,0.02049791,-0.1043034,0.2596917
64078,2023-01-20 11:11:55.541688,350196093,0,0.9587755,0.01506269,-0.1070595,0.2627949
64113,2023-01-20 11:11:55.641668,350296081,0,0.9581012,0.01036264,-0.1082318,0.264992
64143,2023-01-20 11:11:55.741679,350396066,0,0.95761,0.003507046,-0.1086841,0.2667556
64176,2023-01-20 11:11:55.841694,350496070,0,0.9577093,-0.003050681,-0.1056412,0.267626
64206,2023-01-20 11:11:55.941702,350596087,0,0.9578784,-0.006386993,-0.1033711,0.2678484
64239,2023-01-20 11:11:56.041681,350696067,0,0.9580299,-0.008788701,-0.1021263,0.2677157
64271,2023-01-20 11:11:56.141699,350796076,0,0.9583775,-0.007112267,-0.1029765,0.2661917
64305,2023-01-20 11:11:56.241709,350896079,0,0.9588398,-0.003898946,-0.1038062,0.2642638
64337,2023-01-20 11:11:56.341708,350996074,0,0.9589981,-0.00153752,-0.1069282,0.2624625
64372,2023-01-20 11:11:56.441693,351096069,0,0.9596127,0.001605855,-0.1054258,0.2608187
64402,2023-01-20 11:11:56.541677,351196086,0,0.9599416,0.003826266,-0.1050371,0.2597397
64437,2023-01-20 11:11:56.641660,351296074,0,0.9606295,0.004783031,-0.1026922,0.2581132
64468,2023-01-20 11:11:56.741685,351396066,0,0.9611271,0.006928016,-0.1015932,0.2566429
64501,2023-01-20 11:11:56.841725,351496094,0,0.9612903,0.008324098,-0.1014422,0.2560494
64531,2023-01-20 11:11:56.941688,351596073,0,0.9616728,0.01053937,-0.09818805,0.2557998
64564,2023-01-20 11:11:57.041687,351696083,0,0.9620258,0.01172181,-0.09582442,0.2553169
64596,2023-01-20 11:11:57.141690,351796090,0,0.9620029,0.0129113,-0.09710842,0.2548603
64631,2023-01-20 11:11:57.241676,351896070,0,0.9621161,0.01357587,-0.09611724,0.2547743
64663,2023-01-20 11:11:57.341695,351996070,0,0.9617375,0.01286022,-0.09767722,0.2556456
64698,2023-01-20 11:11:57.441707,352096085,0,0.9616269,0.01252026,-0.09725465,0.2562389
64728,2023-01-20 11:11:57.541659,352196070,0,0.9612643,0.01244194,-0.09891282,0.256968
64763,2023-01-20 11:11:57.641655,352296072,0,0.9608125,0.01171625,-0.1005763,0.2580438
64793,2023-01-20 11:11:57.741688,352396074,0,0.9605077,0.0105464,-0.09980325,0.2595248
64826,2023-01-20 11:11:57.841696,352496069,0,0.960322,0.008623604,-0.09895608,0.2606051
64861,2023-01-20 11:11:57.941684,352596070,0,0.9599729,0.007512683,-0.1006619,0.2612718
64894,2023-01-20 11:11:58.041695,352696082,0,0.9596056,0.006776572,-0.1043109,0.2612096
64926,2023-01-20 11:11:58.141703,352796074,0,0.9591382,0.007268516,-0.1113446,0.2600073
64959,2023-01-20 11:11:58.241707,352896070,0,0.9588357,0.01069099,-0.1161152,0.2589153
64991,2023-01-20 11:11:58.341717,352996082,0,0.9580699,0.01737365,-0.1242446,0.2576113
65026,2023-01-20 11:11:58.441704,353096081,0,0.9569593,0.02271293,-0.133129,0.2568846
65056,2023-01-20 11:11:58.541670,353196070,0,0.9558278,0.02665945,-0.1423668,0.255762
65091,2023-01-20 11:11:58.641666,353296069,0,0.9545853,0.03092016,-0.151192,0.2548567
65121,2023-01-20 11:11:58.741694,353396069,0,0.9532266,0.03605517,-0.1599388,0.2539268
65154,2023-01-20 11:11:58.841712,353496070,0,0.9517416,0.03848711,-0.1702435,0.2524356
65185,2023-01-20 11:11:58.941715,353596071,0,0.9503539,0.03872088,-0.1807853,0.2502896
65218,2023-01-20 11:11:59.041707,353696068,0,0.9494374,0.03991754,-0.1871476,0.2489001
65250,2023-01-20 11:11:59.141696,353796073,0,0.9485077,0.04072071,-0.1923154,0.2483743
65283,2023-01-20 11:11:59.237953,353896084,0,0.9470336,0.04165836,-0.1998304,0.2479111
65315,2023-01-20 11:11:59.328961,353996072,0,0.9459364,0.04291148,-0.204132,0.248381
65351,2023-01-20 11:11:59.421958,354096084,0,0.9445497,0.04548711,-0.2095211,0.2487122
65381,2023-01-20 11:11:59.521923,354196070,0,0.9433852,0.0474423,-0.2131299,0.2496981
65463,2023-01-20 11:11:59.621908,354296070,0,0.9419448,0.04697087,-0.2188436,0.2502821
65493,2023-01-20 11:11:59.721920,354396070,0,0.9410886,0.04426472,-0.2216479,0.2515253
65526,2023-01-20 11:11:59.821935,354496078,0,0.9396273,0.04253387,-0.2261478,0.2532758
65556,2023-01-20 11:11:59.921917,354596066,0,0.9394577,0.0407707,-0.2248322,0.2553577
65589,2023-01-20 11:12:00.021895,354696071,0,0.9396874,0.03680544,-0.2237501,0.2560646
65621,2023-01-20 11:12:00.121796,354796072,0,0.9400165,0.03810379,-0.2220842,0.2561167
65654,2023-01-20 11:12:00.221727,354896071,0,0.9404541,0.0402974,-0.2200415,0.2559375
65687,2023-01-20 11:12:00.321780,354996073,0,0.9411221,0.04308251,-0.2163571,0.2561694
65722,2023-01-20 11:12:00.424219,355096070,0,0.9416193,0.04099829,-0.2159061,0.2550623
65754,2023-01-20 11:12:00.535237,355196077,0,0.941804,0.0413628,-0.2149093,0.2551636
65789,2023-01-20 11:12:00.637922,355296082,0,0.9418532,0.03930219,-0.21469,0.2554919
65819,2023-01-20 11:12:00.728935,355396077,0,0.9425094,0.03871308,-0.2104466,0.25669
65852,2023-01-20 11:12:00.821895,355496070,0,0.9436943,0.03966973,-0.2040829,0.2573279
65883,2023-01-20 11:12:00.921811,355596075,0,0.9447839,0.04085004,-0.1966311,0.2589416
65916,2023-01-20 11:12:01.021739,355696073,0,0.944834,0.04451602,-0.1916765,0.2618534
65948,2023-01-20 11:12:01.121735,355796075,0,0.9454381,0.04443271,-0.1850598,0.2644345
65982,2023-01-20 11:12:01.221731,355896076,0,0.9462447,0.044675,-0.1780379,0.2663225
66015,2023-01-20 11:12:01.321725,355996073,0,0.9478682,0.04443436,-0.1699421,0.2658783
66050,2023-01-20 11:12:01.421710,356096070,0,0.9502557,0.04546135,-0.1569948,0.2651417
66080,2023-01-20 11:12:01.521674,356196074,0,0.9523908,0.04603033,-0.1472632,0.262957
66116,2023-01-20 11:12:01.621648,356296073,0,0.9538254,0.04576871,-0.1424049,0.2604673
66146,2023-01-20 11:12:01.721680,356396070,0,0.9556553,0.0430012,-0.1359371,0.2576723
66179,2023-01-20 11:12:01.821714,356496078,0,0.9570699,0.04248431,-0.1285342,0.2563032
66210,2023-01-20 11:12:01.921710,356596078,0,0.958213,0.04008576,-0.1231341,0.255067
66243,2023-01-20 11:12:02.021705,356696072,0,0.959218,0.03784226,-0.1206676,0.2528006
66275,2023-01-20 11:12:02.121736,356796087,0,0.9603897,0.03479556,-0.1196112,0.2492669
66308,2023-01-20 11:12:02.221726,356896066,0,0.9610648,0.03341582,-0.1203256,0.2464946
66342,2023-01-20 11:12:02.321722,356996073,0,0.9615238,0.03081088,-0.1199665,0.2452162
66377,2023-01-20 11:12:02.421708,357096074,0,0.9617238,0.02931857,-0.1172502,0.2459274
66407,2023-01-20 11:12:02.521686,357196081,0,0.9618754,0.02783353,-0.1141606,0.2469586
66443,2023-01-20 11:12:02.621669,357296078,0,0.9616361,0.02719986,-0.1147598,0.2476823
66473,2023-01-20 11:12:02.721698,357396072,0,0.9611219,0.02692098,-0.1180399,0.2481666
66506,2023-01-20 11:12:02.821716,357496066,0,0.960342,0.02898565,-0.1211209,0.2494654
66537,2023-01-20 11:12:02.921704,357596070,0,0.9597163,0.02907525,-0.1233407,0.2507719
66570,2023-01-20 11:12:03.021697,357696074,0,0.9594808,0.0292818,-0.1241126,0.2512673
66602,2023-01-20 11:12:03.121709,357796083,0,0.9594142,0.0306987,-0.1222196,0.2522782
66635,2023-01-20 11:12:03.221697,357896066,0,0.9591381,0.03275622,-0.1212913,0.2535144
66669,2023-01-20 11:12:03.321710,357996072,0,0.9588158,0.03190853,-0.123342,0.2538524
66704,2023-01-20 11:12:03.421714,358096077,0,0.9581868,0.02875831,-0.1298741,0.253345
66734,2023-01-20 11:12:03.521688,358196087,0,0.9574877,0.02567506,-0.1352032,0.2535318
66770,2023-01-20 11:12:03.621652,358296075,0,0.9569168,0.02109561,-0.1386908,0.2542246
66800,2023-01-20 11:12:03.721660,358396070,0,0.9560995,0.0182565,-0.141524,0.2559524
66833,2023-01-20 11:12:03.821671,358496067,0,0.954777,0.01943085,-0.1453743,0.2586304
66864,2023-01-20 11:12:03.921695,358596075,0,0.9536648,0.01790079,-0.1492908,0.2606054
66897,2023-01-20 11:12:04.021714,358696080,0,0.9526348,0.01614706,-0.1545189,0.2614388
66929,2023-01-20 11:12:04.121714,358796070,0,0.9520361,0.0157585,-0.1574737,0.2618796
66962,2023-01-20 11:12:04.221730,358896080,0,0.9516987,0.01643989,-0.1583862,0.2625131
66995,2023-01-20 11:12:04.321714,358996073,0,0.951953,0.01684122,-0.1541377,0.2640898
67030,2023-01-20 11:12:04.421695,359096067,0,0.9518752,0.02196519,-0.151964,0.2652512
67060,2023-01-20 11:12:04.521667,359196065,0,0.9520651,0.02402678,-0.1504793,0.2652376
67096,2023-01-20 11:12:04.621661,359296073,0,0.9520177,0.026382,-0.151375,0.2646732
67126,2023-01-20 11:12:04.721690,359396070,0,0.9516385,0.02780969,-0.1543783,0.2641555
67159,2023-01-20 11:12:04.821713,359496069,0,0.9514142,0.02661183,-0.1559661,0.2641545
67190,2023-01-20 11:12:04.921705,359596070,0,0.9511338,0.02570988,-0.1578868,0.2641126
67223,2023-01-20 11:12:05.021702,359696073,0,0.950765,0.02324987,-0.1604873,0.2641006
67255,2023-01-20 11:12:05.121701,359796069,0,0.950795,0.02079637,-0.1590872,0.2650428
67288,2023-01-20 11:12:05.221709,359896073,0,0.950423,0.01934423,-0.1602171,0.2658055
67321,2023-01-20 11:12:05.321730,359996089,0,0.949853,0.01995184,-0.1613345,0.2671191
67356,2023-01-20 11:12:05.421704,360096066,0,0.9492788,0.02105922,-0.1640149,0.2674423
67389,2023-01-20 11:12:05.521674,360196070,0,0.949394,0.01955867,-0.1645084,0.2668436
67425,2023-01-20 11:12:05.621662,360296082,0,0.9488549,0.01882121,-0.1681004,0.2665755
67455,2023-01-20 11:12:05.721659,360396066,0,0.9486533,0.02008465,-0.170084,0.2659416
67488,2023-01-20 11:12:05.821684,360496077,0,0.9490429,0.02244696,-0.16806,0.2656494
67519,2023-01-20 11:12:05.921704,360596084,0,0.9495589,0.02518756,-0.1655384,0.2651424
67552,2023-01-20 11:12:06.021701,360696070,0,0.9509109,0.02726016,-0.1578453,0.2647833
67584,2023-01-20 11:12:06.121701,360796073,0,0.9518246,0.02989164,-0.1526617,0.2642552
67617,2023-01-20 11:12:06.221722,360896094,0,0.9523949,0.03491588,-0.1494609,0.2634126
67650,2023-01-20 11:12:06.321718,360996084,0,0.9530013,0.03419047,-0.1462986,0.2630904
67685,2023-01-20 11:12:06.421706,361096074,0,0.9534469,0.03324635,-0.1458603,0.2618368
67715,2023-01-20 11:12:06.521679,361196079,0,0.9535109,0.03172431,-0.146072,0.2616746
67751,2023-01-20 11:12:06.621655,361296073,0,0.9533632,0.02969157,-0.1473221,0.2617503
67781,2023-01-20 11:12:06.721684,361396066,0,0.9533461,0.02808912,-0.14639,0.2625113
67814,2023-01-20 11:12:06.821723,361496079,0,0.9530832,0.03034642,-0.1455888,0.2636583
67845,2023-01-20 11:12:06.921710,361596070,0,0.9528648,0.03368346,-0.1454848,0.2640988
67878,2023-01-20 11:12:07.021703,361696067,0,0.9525685,0.03469996,-0.1476712,0.2638227
67910,2023-01-20 11:12:07.121725,361796088,0,0.9525371,0.03456682,-0.1491757,0.2631063
67943,2023-01-20 11:12:07.221716,361896077,0,0.9528347,0.03423501,-0.1472762,0.2631422
67976,2023-01-20 11:12:07.321717,361996072,0,0.9532297,0.03347994,-0.146581,0.2621955
68012,2023-01-20 11:12:07.421721,362096079,0,0.9546371,0.02941397,-0.1421611,0.2599866
68042,2023-01-20 11:12:07.521680,362196072,0,0.9555683,0.02592754,-0.1402908,0.2579451
68079,2023-01-20 11:12:07.621661,362296073,0,0.9562637,0.02693519,-0.1388487,0.2560377
68109,2023-01-20 11:12:07.721700,362396081,0,0.9562752,0.03046686,-0.1397498,0.255107
68142,2023-01-20 11:12:07.821712,362496071,0,0.9562743,0.03345483,-0.1383741,0.2554857
68173,2023-01-20 11:12:07.921705,362596070,0,0.9567044,0.03451914,-0.134995,0.2555416
68206,2023-01-20 11:12:08.021703,362696072,0,0.9572984,0.03808472,-0.128306,0.2562559
68238,2023-01-20 11:12:08.121710,362796073,0,0.9581087,0.03878114,-0.122083,0.2561629
68271,2023-01-20 11:12:08.221709,362896071,0,0.9587187,0.03894555,-0.1183609,0.2556024
68304,2023-01-20 11:12:08.321700,362996080,0,0.959214,0.03822864,-0.1176893,0.2541583
68339,2023-01-20 11:12:08.421676,363096072,0,0.9594461,0.03680653,-0.1162803,0.2541404
68369,2023-01-20 11:12:08.521690,363196096,0,0.9599501,0.0337615,-0.1144497,0.2534903
68405,2023-01-20 11:12:08.621675,363296083,0,0.9601103,0.03044958,-0.1133157,0.2538122
68435,2023-01-20 11:12:08.721699,363396077,0,0.9597381,0.02832952,-0.1137953,0.2552468
68468,2023-01-20 11:12:08.821724,363496079,0,0.9592578,0.02861709,-0.1160951,0.2559838
68499,2023-01-20 11:12:08.921710,363596071,0,0.9589663,0.02581486,-0.1217689,0.2547346
68532,2023-01-20 11:12:09.021703,363696068,0,0.9593838,0.02165888,-0.1254512,0.2517451
68564,2023-01-20 11:12:09.121721,363796083,0,0.9597695,0.01789552,-0.1266584,0.2499596
68597,2023-01-20 11:12:09.221714,363896071,0,0.9597959,0.01720364,-0.1297864,0.2482969
68630,2023-01-20 11:12:09.321724,363996071,0,0.9599762,0.01833227,-0.1312323,0.2467543
68666,2023-01-20 11:12:09.419754,364096081,0,0.9597571,0.02104028,-0.1338381,0.2459899
68696,2023-01-20 11:12:09.510603,364196072,0,0.9592524,0.0202876,-0.139549,0.2448454
68732,2023-01-20 11:12:09.601620,364296084,0,0.958536,0.02427695,-0.1410574,0.2464188
68762,2023-01-20 11:12:09.701611,364396080,0,0.958029,0.02196721,-0.139331,0.2495694
68796,2023-01-20 11:12:09.801614,364496088,0,0.9572843,0.01968182,-0.1372437,0.2537397
68827,2023-01-20 11:12:09.901583,364596067,0,0.9564279,0.01772296,-0.1376436,0.2568771
68860,2023-01-20 11:12:10.001599,364696092,0,0.9555187,0.01826159,-0.1397032,0.2591017
68892,2023-01-20 11:12:10.101573,364796074,0,0.9548244,0.01558367,-0.1485696,0.2568946
68924,2023-01-20 11:12:10.201584,364896093,0,0.9550652,0.01119642,-0.1504836,0.2551075
68957,2023-01-20 11:12:10.301550,364996082,0,0.9550139,0.01246136,-0.1488293,0.2562093
68992,2023-01-20 11:12:10.401568,365096122,0,0.9543868,0.01694543,-0.1459229,0.2599333
69024,2023-01-20 11:12:10.501536,365196094,0,0.9536627,0.01735103,-0.147177,0.2618499
69060,2023-01-20 11:12:10.601562,365296123,0,0.9530876,0.02023846,-0.1501248,0.2620628
69090,2023-01-20 11:12:10.701525,365396071,0,0.9528901,0.02118335,-0.1516105,0.2618513
69123,2023-01-20 11:12:10.801570,365496100,0,0.9532171,0.02012335,-0.1511364,0.2610175
69154,2023-01-20 11:12:10.901589,365596077,0,0.9535919,0.01905824,-0.150262,0.260232
69187,2023-01-20 11:12:11.001637,365696085,0,0.953216,0.01780192,-0.1527325,0.2602598
69219,2023-01-20 11:12:11.101556,365796077,0,0.9529746,0.0160387,-0.1544402,0.2602507
69252,2023-01-20 11:12:11.201533,365896125,0,0.9528931,0.01625105,-0.1535152,0.2610818
69285,2023-01-20 11:12:11.301504,365996073,0,0.9528031,0.01755399,-0.1505704,0.2630337
69320,2023-01-20 11:12:11.401570,366096117,0,0.9528977,0.0172358,-0.1488337,0.2636998
69350,2023-01-20 11:12:11.501501,366196081,0,0.9530908,0.01653762,-0.1477267,0.2636691
69386,2023-01-20 11:12:11.601500,366296112,0,0.9535125,0.01862565,-0.1465285,0.2626716
69416,2023-01-20 11:12:11.701450,366396071,0,0.9539761,0.02133518,-0.1472491,0.2603691
69449,2023-01-20 11:12:11.801493,366496123,0,0.9545947,0.02297944,-0.1465813,0.2583312
69481,2023-01-20 11:12:11.901465,366596068,0,0.9552214,0.02296021,-0.1464943,0.2560552
69514,2023-01-20 11:12:12.001532,366696109,0,0.9556276,0.02275283,-0.1479116,0.2537331
69546,2023-01-20 11:12:12.101493,366796083,0,0.9558554,0.02303702,-0.1491199,0.2521369
69579,2023-01-20 11:12:12.201521,366896124,0,0.9557601,0.02397591,-0.1487258,0.2526428
69612,2023-01-20 11:12:12.301474,366996090,0,0.955987,0.02287984,-0.1472977,0.2527227
69647,2023-01-20 11:12:12.401478,367096106,0,0.9558523,0.02430325,-0.147161,0.2531785
69680,2023-01-20 11:12:12.501429,367196070,0,0.9559116,0.02430782,-0.1461514,0.2535391
69716,2023-01-20 11:12:12.601456,367296110,0,0.9562082,0.02531558,-0.1444991,0.2532689
69746,2023-01-20 11:12:12.701453,367396081,0,0.9568721,0.02369883,-0.1415748,0.2525682
69779,2023-01-20 11:12:12.801496,367496098,0,0.9569975,0.02079677,-0.1429468,0.2515741
69810,2023-01-20 11:12:12.901462,367596071,0,0.957155,0.01804675,-0.1414773,0.2520174
69843,2023-01-20 11:12:13.001503,367696118,0,0.9573637,0.01853525,-0.1394707,0.252308
69875,2023-01-20 11:12:13.101474,367796077,0,0.9573411,0.01843031,-0.1387398,0.2528037
69908,2023-01-20 11:12:13.201511,367896103,0,0.9569742,0.01783294,-0.1396997,0.2537052
69941,2023-01-20 11:12:13.301499,367996093,0,0.9568307,0.01796749,-0.1393245,0.2544421
69976,2023-01-20 11:12:13.401497,368096093,0,0.9568071,0.02006388,-0.1384678,0.254842
70006,2023-01-20 11:12:13.501437,368196067,0,0.9572911,0.01931729,-0.1345226,0.2551945
70042,2023-01-20 11:12:13.601454,368296116,0,0.9570907,0.01943634,-0.1349868,0.2556919
70072,2023-01-20 11:12:13.701442,368396072,0,0.9565784,0.0187465,-0.1391898,0.2554071
70105,2023-01-20 11:12:13.801510,368496109,0,0.9563651,0.01897118,-0.1401379,0.2556702
70136,2023-01-20 11:12:13.901473,368596071,0,0.9565941,0.01805681,-0.1397564,0.2550878
70169,2023-01-20 11:12:14.001507,368696105,0,0.9569513,0.01284774,-0.141897,0.2528725
70202,2023-01-20 11:12:14.101480,368796074,0,0.9569797,0.01208847,-0.1448416,0.2511268
70235,2023-01-20 11:12:14.201523,368896113,0,0.9568539,0.01279612,-0.1457489,0.2510462
70268,2023-01-20 11:12:14.301456,368996074,0,0.9569235,0.01281946,-0.1456277,0.2508498
70303,2023-01-20 11:12:14.401447,369096092,0,0.9565971,0.01600248,-0.1475123,0.250811
70333,2023-01-20 11:12:14.501436,369196085,0,0.9562449,0.0212262,-0.1474516,0.2517999
70369,2023-01-20 11:12:14.601462,369296115,0,0.9556317,0.0203569,-0.1494383,0.2530254
70399,2023-01-20 11:12:14.701461,369396080,0,0.9552569,0.01961854,-0.1483502,0.2551307
70432,2023-01-20 11:12:14.801527,369496112,0,0.9548243,0.01957408,-0.1479641,0.2569709
70463,2023-01-20 11:12:14.901460,369596072,0,0.9545621,0.02009331,-0.1468421,0.258544
70496,2023-01-20 11:12:15.001478,369696116,0,0.9544619,0.01978177,-0.1491226,0.2576312
70528,2023-01-20 11:12:15.101463,369796078,0,0.9552535,0.01737224,-0.1468675,0.2561617
70561,2023-01-20 11:12:15.201521,369896114,0,0.9555961,0.01875117,-0.1444515,0.2561606
70594,2023-01-20 11:12:15.301484,369996086,0,0.9558904,0.02053107,-0.1416612,0.2564842
70629,2023-01-20 11:12:15.401475,370096085,0,0.9557239,0.02509388,-0.1413139,0.2568902
70660,2023-01-20 11:12:15.501433,370196075,0,0.9557768,0.02676079,-0.1414144,0.2564695
70697,2023-01-20 11:12:15.601443,370296116,0,0.956133,0.02978835,-0.139346,0.2559397
70727,2023-01-20 11:12:15.701446,370396079,0,0.9564524,0.03199293,-0.1380305,0.2551915
70760,2023-01-20 11:12:15.801511,370496105,0,0.9564239,0.03423271,-0.1384528,0.2547788
70791,2023-01-20 11:12:15.901488,370596082,0,0.9564829,0.03341029,-0.1405616,0.2535086
70824,2023-01-20 11:12:16.001511,370696105,0,0.9566919,0.03258045,-0.1411794,0.2524826
70856,2023-01-20 11:12:16.101478,370796070,0,0.9568511,0.03174377,-0.1402585,0.2524994
70889,2023-01-20 11:12:16.201519,370896110,0,0.9560678,0.03265215,-0.1449657,0.2526919
70923,2023-01-20 11:12:16.301476,370996074,0,0.9556361,0.03358802,-0.143837,0.254838
70958,2023-01-20 11:12:16.401477,371096081,0,0.9548737,0.0350242,-0.1430526,0.2579255
70988,2023-01-20 11:12:16.501451,371196084,0,0.9542031,0.03536673,-0.1410229,0.2614542
71024,2023-01-20 11:12:16.601452,371296113,0,0.9537506,0.03486358,-0.13866,0.2644198
71054,2023-01-20 11:12:16.701441,371396068,0,0.9531292,0.03356114,-0.139707,0.2662715
71087,2023-01-20 11:12:16.801525,371496119,0,0.9522548,0.03143211,-0.1464657,0.2660279
71167,2023-01-20 11:12:16.901462,371596072,0,0.9517696,0.02990462,-0.1519018,0.2648892
71200,2023-01-20 11:12:17.001482,371696108,0,0.9517675,0.0279975,-0.1541316,0.2638148
71232,2023-01-20 11:12:17.101467,371796079,0,0.951684,0.0281719,-0.1555597,0.2632589
71265,2023-01-20 11:12:17.201515,371896113,0,0.9513771,0.02629446,-0.1576696,0.263307
71298,2023-01-20 11:12:17.301477,371996077,0,0.9510219,0.02522336,-0.1578012,0.2646132
71333,2023-01-20 11:12:17.401478,372096081,0,0.9497468,0.02398869,-0.1649724,0.2649333
71363,2023-01-20 11:12:17.501438,372196093,0,0.9488199,0.02244514,-0.1701682,0.2651035
71400,2023-01-20 11:12:17.601416,372296121,0,0.9484643,0.02375352,-0.1721205,0.2650016
71430,2023-01-20 11:12:17.701435,372396080,0,0.947839,0.02620506,-0.1759054,0.2645222
71463,2023-01-20 11:12:17.801528,372496113,0,0.9479399,0.02892165,-0.1747665,0.2646322
71494,2023-01-20 11:12:17.901490,372596080,0,0.9474573,0.03217037,-0.1769222,0.2645529
71527,2023-01-20 11:12:18.001513,372696108,0,0.9466209,0.03319448,-0.1806324,0.2649135
71559,2023-01-20 11:12:18.101480,372796073,0,0.9468684,0.02967102,-0.181004,0.2641922
71592,2023-01-20 11:12:18.201524,372896116,0,0.9471307,0.02595121,-0.1802488,0.2641598
71625,2023-01-20 11:12:18.301477,372996075,0,0.9471884,0.02503847,-0.1804575,0.2638982
71660,2023-01-20 11:12:18.401499,373096103,0,0.9466493,0.02595518,-0.1838512,0.2634014
71691,2023-01-20 11:12:18.501450,373196081,0,0.945908,0.02780047,-0.1876546,0.2631938
71727,2023-01-20 11:12:18.601453,373296111,0,0.9452783,0.02588996,-0.1912221,0.263083
71757,2023-01-20 11:12:18.701444,373396067,0,0.9451717,0.0240263,-0.1922499,0.2628937
71790,2023-01-20 11:12:18.801408,373496135,0,0.945561,0.02324278,-0.1905251,0.2628201
71821,2023-01-20 11:12:18.892449,373596092,0,0.9459255,0.02253738,-0.1883513,0.2631366
71852,2023-01-20 11:12:18.983539,373696104,0,0.9463826,0.02224525,-0.1869204,0.2625376
71886,2023-01-20 11:12:19.081906,373796083,0,0.9477335,0.02172008,-0.1811214,0.2617721
71917,2023-01-20 11:12:19.181912,373896088,0,0.9479756,0.02463793,-0.1800264,0.2613922
71952,2023-01-20 11:12:19.281856,373996070,0,0.9479243,0.02634733,-0.1808417,0.2608483
71986,2023-01-20 11:12:19.381867,374096127,0,0.9481359,0.02909304,-0.1790963,0.2609915
72018,2023-01-20 11:12:19.481773,374196072,0,0.9487283,0.0312533,-0.1742192,0.2618887
72052,2023-01-20 11:12:19.581754,374296091,0,0.9495034,0.03303676,-0.1673094,0.263362
72084,2023-01-20 11:12:19.681773,374396080,0,0.9503884,0.03187927,-0.1614699,0.2639566
72115,2023-01-20 11:12:19.781833,374496094,0,0.9511162,0.0328281,-0.155659,0.2647085
72148,2023-01-20 11:12:19.881792,374596072,0,0.9519886,0.03134764,-0.1508777,0.2645203
72179,2023-01-20 11:12:19.981780,374696094,0,0.9533256,0.03263366,-0.1433773,0.2637205
72213,2023-01-20 11:12:20.081758,374796075,0,0.9539565,0.03436619,-0.1413237,0.2623234
72244,2023-01-20 11:12:20.181782,374896096,0,0.9551407,0.03720887,-0.1368348,0.2599961
72279,2023-01-20 11:12:20.281799,374996087,0,0.9556562,0.04113382,-0.1335859,0.2591993
72312,2023-01-20 11:12:20.381852,375096109,0,0.9554349,0.04611455,-0.1344758,0.2587163
72345,2023-01-20 11:12:20.481774,375196080,0,0.9553411,0.04833829,-0.1356695,0.2580324
72381,2023-01-20 11:12:20.581752,375296125,0,0.9559461,0.04921179,-0.1316371,0.257715
72413,2023-01-20 11:12:20.681750,375396072,0,0.9564141,0.04855892,-0.129005,0.2574333
72444,2023-01-20 11:12:20.781851,375496096,0,0.9574193,0.04465637,-0.1251446,0.2563064
72477,2023-01-20 11:12:20.881802,375596081,0,0.9580138,0.04144431,-0.1245631,0.254904
72508,2023-01-20 11:12:20.981757,375696095,0,0.9583668,0.03998079,-0.1246802,0.2537512
72542,2023-01-20 11:12:21.081751,375796083,0,0.9581848,0.03865997,-0.1259663,0.2540079
72573,2023-01-20 11:12:21.181802,375896114,0,0.9581466,0.03729421,-0.1243358,0.2551566
72608,2023-01-20 11:12:21.281821,375996080,0,0.9580538,0.0347985,-0.1235291,0.2562473
72640,2023-01-20 11:12:21.381903,376096103,0,0.9586619,0.03320663,-0.1180581,0.2567624
72672,2023-01-20 11:12:21.481797,376196081,0,0.9590711,0.03191327,-0.1170236,0.2558706
72706,2023-01-20 11:12:21.581705,376296104,0,0.9593178,0.03147988,-0.1191111,0.2540295
72738,2023-01-20 11:12:21.681684,376396080,0,0.959255,0.03273441,-0.1208669,0.2532777
72769,2023-01-20 11:12:21.781730,376496097,0,0.9593903,0.03203471,-0.1219318,0.2523425
