LineNo,UTC_Approx,TimeUS,RMSRollP,RMSRollD,RMSPitchP,RMSPitchD,RMSYaw
50272,2023-01-20 11:11:13.625543,308197317,0.008961095,0.0231577,0.01078855,0.02881676,0.009712995
50304,2023-01-20 11:11:13.736649,308297321,0.008503008,0.0199426,0.01102007,0.02850973,0.00871199
50336,2023-01-20 11:11:13.839092,308397319,0.007808141,0.01859964,0.01221212,0.03290818,0.007715881
50367,2023-01-20 11:11:13.930066,308497335,0.007658854,0.01868157,0.01245959,0.03404275,0.007934627
50401,2023-01-20 11:11:14.023106,308597339,0.007197338,0.01808111,0.01193289,0.03279083,0.01073987
50434,2023-01-20 11:11:14.123281,308697571,0.009046555,0.02238706,0.01047423,0.02890552,0.01397507
50467,2023-01-20 11:11:14.222970,308797308,0.009013204,0.02327479,0.01059478,0.02924237,0.01610022
50499,2023-01-20 11:11:14.322886,308897243,0.008253709,0.02172722,0.0127581,0.03547212,0.01754116
50532,2023-01-20 11:11:14.422937,308997313,0.008199453,0.02074897,0.01147508,0.03193461,0.01822722
50565,2023-01-20 11:11:14.522919,309097306,0.008277643,0.02030982,0.01239505,0.03472682,0.01802019
50599,2023-01-20 11:11:14.622991,309197382,0.008601345,0.02092965,0.01229905,0.03463782,0.01773264
50631,2023-01-20 11:11:14.722963,309297332,0.008477462,0.02114093,0.01174063,0.03310514,0.01835447
50663,2023-01-20 11:11:14.822899,309397254,0.007713653,0.01918805,0.01227224,0.0347832,0.02001125
50694,2023-01-20 11:11:14.922877,309497244,0.007357165,0.0189646,0.01297255,0.03593094,0.02145326
50727,2023-01-20 11:11:15.022920,309597298,0.008372717,0.02242117,0.01235241,0.0333936,0.02258778
50760,2023-01-20 11:11:15.123159,309697545,0.008292126,0.02202147,0.01269172,0.03392076,0.02298019
50793,2023-01-20 11:11:15.222982,309797372,0.01024995,0.02767489,0.01183753,0.03059188,0.02214973
50825,2023-01-20 11:11:15.322953,309897333,0.01179866,0.024711,0.01233114,0.02984238,0.02015353
50858,2023-01-20 11:11:15.422861,309997240,0.01138312,0.02254293,0.01320093,0.03435338,0.01730746
50893,2023-01-20 11:11:15.522838,310097250,0.01210172,0.02015409,0.01400674,0.03277532,0.01424436
50927,2023-01-20 11:11:15.622881,310197313,0.01221426,0.02230622,0.01254731,0.02815748,0.01202139
50959,2023-01-20 11:11:15.722929,310297340,0.0113953,0.02399574,0.01281364,0.02838919,0.01136754
50991,2023-01-20 11:11:15.822934,310397326,0.01018664,0.02228756,0.0128845,0.02679321,0.01270546
51022,2023-01-20 11:11:15.922952,310497332,0.01005845,0.02332635,0.01280474,0.02552986,0.01558428
51104,2023-01-20 11:11:16.022864,310597236,0.009087114,0.02008208,0.01468956,0.03129805,0.01911528
51138,2023-01-20 11:11:16.123032,310697413,0.008898978,0.01839128,0.01423327,0.02865336,0.02273234
51171,2023-01-20 11:11:16.222930,310797317,0.009400295,0.02014169,0.01390696,0.02409536,0.02560727
51203,2023-01-20 11:11:16.322863,310897243,0.008966856,0.02035283,0.01410074,0.02743343,0.02766683
51237,2023-01-20 11:11:16.422948,310997329,0.007956338,0.01856337,0.01348238,0.02904097,0.02871568
51270,2023-01-20 11:11:16.522930,311097339,0.007668216,0.01796551,0.01117358,0.02414699,0.02812547
51304,2023-01-20 11:11:16.622956,311197383,0.007950179,0.01998306,0.0103984,0.02392805,0.026579
51336,2023-01-20 11:11:16.722956,311297364,0.007189183,0.01835706,0.01069166,0.02636245,0.02488373
51368,2023-01-20 11:11:16.822932,311397327,0.006790007,0.01767346,0.01129775,0.02843155,0.02284956
51399,2023-01-20 11:11:16.922850,311497253,0.006568182,0.0168546,0.009992694,0.02546525,0.02010215
51432,2023-01-20 11:11:17.022909,311597317,0.006995558,0.01811584,0.008532392,0.02166762,0.01673629
51465,2023-01-20 11:11:17.123050,311697450,0.008285861,0.02205913,0.008644468,0.01976343,0.01374752
51498,2023-01-20 11:11:17.222966,311797358,0.008694932,0.02064252,0.009287983,0.02003947,0.01186342
51530,2023-01-20 11:11:17.322856,311897242,0.01007559,0.02212637,0.01090888,0.02401443,0.01191469
51563,2023-01-20 11:11:17.422854,311997239,0.009786351,0.02041544,0.01393027,0.02968226,0.01316634
51596,2023-01-20 11:11:17.522824,312097228,0.009092072,0.02050411,0.01478556,0.02690805,0.01455686
51630,2023-01-20 11:11:17.622912,312197328,0.009732337,0.02394473,0.01624599,0.02560138,0.0160967
51662,2023-01-20 11:11:17.722911,312297319,0.008631165,0.02030634,0.01682835,0.03236247,0.01765305
51694,2023-01-20 11:11:17.822927,312397324,0.007819568,0.01900406,0.01899328,0.0353095,0.01942442
51725,2023-01-20 11:11:17.922962,312497343,0.008796155,0.02216729,0.01720378,0.03255096,0.02061676
51758,2023-01-20 11:11:18.022872,312597244,0.008400708,0.01960915,0.01687103,0.03320204,0.02154007
51791,2023-01-20 11:11:18.122957,312697340,0.008067185,0.01983221,0.01660028,0.03538205,0.0209874
51824,2023-01-20 11:11:18.222931,312797320,0.00889351,0.02268208,0.01488642,0.03337978,0.01889286
51857,2023-01-20 11:11:18.322847,312897229,0.008774295,0.02091554,0.0129423,0.02934734,0.01589692
51890,2023-01-20 11:11:18.422866,312997247,0.01041482,0.0229589,0.01165226,0.02747245,0.01302963
51923,2023-01-20 11:11:18.522864,313097267,0.009730032,0.02029933,0.01269123,0.03017834,0.01098833
51957,2023-01-20 11:11:18.622914,313197333,0.009755827,0.019081,0.01267729,0.03166711,0.0101078
51989,2023-01-20 11:11:18.722905,313297321,0.01013245,0.0175774,0.01289898,0.03375837,0.009648683
52021,2023-01-20 11:11:18.822934,313397343,0.01142568,0.01829059,0.01147685,0.03034987,0.009094745
52052,2023-01-20 11:11:18.922914,313497305,0.01181143,0.01927277,0.009869006,0.02626833,0.008478446
52085,2023-01-20 11:11:19.022932,313597312,0.01117663,0.02136103,0.009686698,0.02634402,0.00749409
52118,2023-01-20 11:11:19.122967,313697355,0.01068956,0.02232105,0.008440123,0.02292008,0.006564427
52150,2023-01-20 11:11:19.222955,313797348,0.009874597,0.0220448,0.009001002,0.02427762,0.005420126
52183,2023-01-20 11:11:19.322928,313897310,0.01352991,0.02392292,0.008313009,0.02104349,0.005436619
52216,2023-01-20 11:11:19.422868,313997251,0.01463469,0.02452581,0.008392931,0.02183937,0.007511849
52250,2023-01-20 11:11:19.522802,314097228,0.01335309,0.02251509,0.00964758,0.02345095,0.00996127
52284,2023-01-20 11:11:19.622884,314197334,0.01245945,0.02426418,0.01149555,0.02166875,0.01134729
52316,2023-01-20 11:11:19.722899,314297312,0.01129216,0.02312594,0.01248448,0.02147177,0.01299509
52348,2023-01-20 11:11:19.822987,314397371,0.009840241,0.02100627,0.01447553,0.03040451,0.01627286
52379,2023-01-20 11:11:19.922865,314497246,0.009359461,0.021676,0.01610556,0.03350528,0.02101062
52412,2023-01-20 11:11:20.022869,314597251,0.008717588,0.02035149,0.01649983,0.03186942,0.02590088
52445,2023-01-20 11:11:20.122983,314697383,0.008209248,0.0188042,0.01639391,0.03612822,0.02845805
52477,2023-01-20 11:11:20.222912,314797321,0.008909768,0.02254603,0.01560835,0.03360572,0.02988063
52510,2023-01-20 11:11:20.322862,314897251,0.008866953,0.02285762,0.01442095,0.0319779,0.03096047
52544,2023-01-20 11:11:20.422987,314997363,0.008383124,0.02173955,0.01515021,0.03651447,0.03059908
52579,2023-01-20 11:11:20.522832,315097220,0.007593285,0.02005715,0.01377085,0.03418694,0.02904512
52613,2023-01-20 11:11:20.622942,315197339,0.006896702,0.01822409,0.01419817,0.03749845,0.0272765
52645,2023-01-20 11:11:20.722937,315297332,0.008336845,0.02277873,0.01331829,0.03527978,0.02541842
52677,2023-01-20 11:11:20.822945,315397336,0.007921038,0.02169839,0.01258186,0.03145742,0.02293146
52708,2023-01-20 11:11:20.922869,315497250,0.008019823,0.0206329,0.01372793,0.034352,0.01987178
52741,2023-01-20 11:11:21.022879,315597252,0.007526765,0.01873715,0.01335096,0.03472427,0.0169547
52774,2023-01-20 11:11:21.123019,315697394,0.006762327,0.01651355,0.01439006,0.03844144,0.01436468
52806,2023-01-20 11:11:21.222947,315797318,0.007660289,0.0161564,0.01443613,0.03911811,0.01216833
52839,2023-01-20 11:11:21.322887,315897237,0.006952702,0.01541367,0.01519107,0.04115798,0.0105593
52872,2023-01-20 11:11:21.422894,315997241,0.007970422,0.01812369,0.0155514,0.04081783,0.01050534
52906,2023-01-20 11:11:21.522843,316097255,0.008404799,0.02038143,0.01424287,0.03529383,0.01366802
52940,2023-01-20 11:11:21.622882,316197329,0.008357237,0.02108684,0.01385938,0.03236409,0.01854373
52972,2023-01-20 11:11:21.722933,316297319,0.008076019,0.01854946,0.01612939,0.03783649,0.02360777
53004,2023-01-20 11:11:21.823017,316397358,0.009423628,0.02206894,0.01545411,0.03379447,0.02834344
53035,2023-01-20 11:11:21.922899,316497249,0.00889405,0.01969882,0.01626351,0.03806645,0.03212617
53068,2023-01-20 11:11:22.020781,316597236,0.008567635,0.0194637,0.01629615,0.03743022,0.03427415
53101,2023-01-20 11:11:22.111710,316697353,0.008968316,0.02081366,0.01566927,0.03677033,0.03479226
53133,2023-01-20 11:11:22.202764,316797326,0.008763563,0.02165711,0.01632066,0.03542821,0.03388413
53166,2023-01-20 11:11:22.302711,316897239,0.008546312,0.02151371,0.01815062,0.03611923,0.03242931
53199,2023-01-20 11:11:22.402844,316997340,0.009727447,0.02163191,0.01665429,0.03485452,0.03075766
53232,2023-01-20 11:11:22.502728,317097256,0.009285743,0.02079212,0.01642071,0.03569194,0.0285169
53267,2023-01-20 11:11:22.602778,317197338,0.008595054,0.02049014,0.01570372,0.03668216,0.0256581
53299,2023-01-20 11:11:22.702780,317297326,0.008032584,0.01957719,0.01494881,0.03668008,0.02242566
53331,2023-01-20 11:11:22.802797,317397331,0.009158193,0.02246915,0.01371526,0.03293984,0.018893
53362,2023-01-20 11:11:22.902718,317497316,0.008201726,0.01987072,0.01468595,0.03699714,0.01588893
53395,2023-01-20 11:11:23.002652,317597313,0.007878087,0.0193064,0.01690103,0.03988148,0.01379539
53428,2023-01-20 11:11:23.102746,317697391,0.008325997,0.02124317,0.01651158,0.03495535,0.01222244
53460,2023-01-20 11:11:23.202695,317797325,0.008522964,0.02240074,0.0163042,0.03382622,0.01059292
53493,2023-01-20 11:11:23.302609,317897240,0.007830292,0.01981184,0.0171806,0.03618701,0.009255817
53526,2023-01-20 11:11:23.402675,317997307,0.008362035,0.02047456,0.01706275,0.03378488,0.00908713
53559,2023-01-20 11:11:23.502645,318097314,0.008056328,0.02038633,0.0186142,0.03335697,0.01122422
53593,2023-01-20 11:11:23.602625,318197329,0.007560667,0.01897359,0.01948575,0.03814553,0.01528794
53625,2023-01-20 11:11:23.702705,318297376,0.009243395,0.02170342,0.01995558,0.03404199,0.01956201
53657,2023-01-20 11:11:23.802702,318397340,0.01021624,0.02100933,0.02103644,0.03688322,0.02311414
53688,2023-01-20 11:11:23.902627,318497250,0.009718251,0.02155728,0.02197295,0.03528681,0.02567012
53721,2023-01-20 11:11:24.002705,318597312,0.009360266,0.02039694,0.02144371,0.03567128,0.02677694
53754,2023-01-20 11:11:24.102796,318697359,0.008914584,0.02099481,0.02223862,0.03511392,0.02567618
53786,2023-01-20 11:11:24.202747,318797269,0.008688235,0.0208171,0.02034678,0.03538638,0.02298081
53819,2023-01-20 11:11:24.302685,318897249,0.00883528,0.02076223,0.0184071,0.03379927,0.01992019
53852,2023-01-20 11:11:24.402738,318997343,0.00869225,0.0196743,0.01753259,0.03746559,0.0174034
53885,2023-01-20 11:11:24.502604,319097234,0.008718259,0.02056036,0.0154522,0.03423398,0.01524735
53919,2023-01-20 11:11:24.602675,319197330,0.008474794,0.02000893,0.01456468,0.0346264,0.01411244
53951,2023-01-20 11:11:24.702656,319297310,0.01049264,0.01914846,0.0154234,0.03973544,0.01369915
53984,2023-01-20 11:11:24.802666,319397319,0.01031015,0.02156658,0.01560811,0.03879939,0.01303702
54015,2023-01-20 11:11:24.902606,319497251,0.01014504,0.02135829,0.01810269,0.03516933,0.01163176
54048,2023-01-20 11:11:25.002702,319597339,0.01244312,0.01932201,0.02043203,0.03554986,0.009967139
54081,2023-01-20 11:11:25.102709,319697350,0.01083687,0.0182976,0.01969196,0.03825569,0.008697952
54113,2023-01-20 11:11:25.202685,319797330,0.01132308,0.01798165,0.01864092,0.04066584,0.008247457
54146,2023-01-20 11:11:25.302606,319897239,0.01221303,0.01908172,0.01654487,0.03772325,0.007260731
54179,2023-01-20 11:11:25.402620,319997243,0.01316732,0.01937969,0.02009624,0.03682816,0.006426792
54214,2023-01-20 11:11:25.502567,320097246,0.0161096,0.01988192,0.01790421,0.03441851,0.01478236
54248,2023-01-20 11:11:25.602597,320197330,0.01540544,0.0195477,0.01808269,0.03822794,0.02690804
54280,2023-01-20 11:11:25.702696,320297377,0.01389632,0.01986502,0.01888861,0.03660411,0.03647239
54311,2023-01-20 11:11:25.802717,320397348,0.01275124,0.02026507,0.01764905,0.03452286,0.04282704
54342,2023-01-20 11:11:25.902632,320497254,0.01099767,0.01890278,0.01849321,0.03621047,0.04542748
54375,2023-01-20 11:11:26.002709,320597324,0.01020437,0.02044755,0.01970436,0.03684009,0.0442738
54408,2023-01-20 11:11:26.102711,320697358,0.01008845,0.01866035,0.01858525,0.03848667,0.04143603
54440,2023-01-20 11:11:26.202645,320797323,0.01333791,0.01954903,0.01633359,0.03501249,0.03905161
54473,2023-01-20 11:11:26.302694,320897348,0.01348608,0.01857137,0.01583109,0.03638507,0.0368725
54506,2023-01-20 11:11:26.402616,320997246,0.01281424,0.0203324,0.01590965,0.03736967,0.03642332
54539,2023-01-20 11:11:26.502600,321097251,0.01291164,0.02188723,0.01909702,0.03713107,0.03960403
54574,2023-01-20 11:11:26.602669,321197339,0.01195021,0.02176316,0.01926802,0.03566041,0.04444336
54606,2023-01-20 11:11:26.702645,321297313,0.01397738,0.02196397,0.02260433,0.03439154,0.0465799
54638,2023-01-20 11:11:26.802657,321397322,0.013523,0.02362839,0.02074299,0.03458607,0.04711275
54670,2023-01-20 11:11:26.902590,321497231,0.01516355,0.02398849,0.01863921,0.03393868,0.05114155
54703,2023-01-20 11:11:27.002735,321597353,0.01975351,0.02270096,0.01706186,0.034377,0.05771785
54736,2023-01-20 11:11:27.102720,321697346,0.02296935,0.02542862,0.01686339,0.03478403,0.06392569
54768,2023-01-20 11:11:27.202704,321797338,0.02450215,0.02659015,0.01607398,0.0357963,0.06797999
54801,2023-01-20 11:11:27.302619,321897251,0.02318854,0.02406374,0.01533194,0.03684675,0.06866632
54834,2023-01-20 11:11:27.402690,321997321,0.01976254,0.02194117,0.01593866,0.03898042,0.06539557
54867,2023-01-20 11:11:27.502612,322097255,0.01713794,0.02346701,0.01587398,0.03614119,0.05949921
54901,2023-01-20 11:11:27.602717,322197371,0.01682158,0.02382354,0.01607243,0.03571829,0.05291722
54933,2023-01-20 11:11:27.702609,322297248,0.01556004,0.02396981,0.02017397,0.03608455,0.04616793
54965,2023-01-20 11:11:27.802689,322397314,0.01732296,0.02280322,0.02057187,0.03485098,0.03947746
54996,2023-01-20 11:11:27.902617,322497234,0.01525559,0.02044928,0.02185057,0.03825693,0.03314753
55029,2023-01-20 11:11:28.002635,322597246,0.01348905,0.01854303,0.02398896,0.04078496,0.02728457
55062,2023-01-20 11:11:28.102732,322697374,0.01481622,0.02148128,0.02102369,0.03580929,0.02235438
55094,2023-01-20 11:11:28.202642,322797314,0.01280791,0.02030223,0.01907533,0.03746326,0.01850127
55127,2023-01-20 11:11:28.302687,322897331,0.01275147,0.02312431,0.01709431,0.03490579,0.01579942
55160,2023-01-20 11:11:28.402687,322997305,0.01118044,0.02117614,0.01586395,0.03445031,0.01404271
55193,2023-01-20 11:11:28.502578,323097227,0.01137431,0.02304521,0.0155094,0.03463659,0.01213982
55227,2023-01-20 11:11:28.602642,323197322,0.01023346,0.02142265,0.0153584,0.03673276,0.01001746
55259,2023-01-20 11:11:28.702652,323297342,0.009566294,0.02163141,0.01453465,0.03589615,0.008578464
55291,2023-01-20 11:11:28.802612,323397310,0.009040679,0.01915544,0.01500476,0.03915315,0.009481573
55322,2023-01-20 11:11:28.902675,323497340,0.01194335,0.02159026,0.01333953,0.03519632,0.01119232
55356,2023-01-20 11:11:29.002609,323597242,0.01055476,0.01999844,0.01429758,0.03912948,0.01140601
55389,2023-01-20 11:11:29.102711,323697346,0.00965317,0.0195954,0.01469082,0.03819722,0.01121734
55421,2023-01-20 11:11:29.202688,323797325,0.01107311,0.02482395,0.01395592,0.03571999,0.01186242
55454,2023-01-20 11:11:29.302667,323897310,0.01227739,0.02440085,0.01448857,0.03649813,0.01344261
55487,2023-01-20 11:11:29.402656,323997305,0.01261634,0.02170016,0.01453033,0.03764174,0.01630327
55521,2023-01-20 11:11:29.502549,324097237,0.01203693,0.02201121,0.01425902,0.03716506,0.01978181
55555,2023-01-20 11:11:29.602655,324197380,0.01153694,0.02352273,0.01342607,0.03575413,0.02321345
55587,2023-01-20 11:11:29.702623,324297312,0.01359081,0.02516077,0.0144851,0.03447048,0.02718101
55619,2023-01-20 11:11:29.802599,324397251,0.01439009,0.02664696,0.01515412,0.03529069,0.03084158
55650,2023-01-20 11:11:29.902621,324497248,0.01360092,0.02721559,0.01583352,0.03482819,0.03310567
55683,2023-01-20 11:11:30.002646,324597250,0.01249654,0.02571643,0.01768849,0.03558935,0.03316183
55716,2023-01-20 11:11:30.102758,324697379,0.01185282,0.02256845,0.01974437,0.03805732,0.03138424
55748,2023-01-20 11:11:30.202747,324797385,0.01081151,0.02140623,0.01860574,0.03569487,0.02824109
55781,2023-01-20 11:11:30.302686,324897309,0.01061651,0.02109267,0.01997896,0.03836535,0.02434762
55814,2023-01-20 11:11:30.402703,324997312,0.009421303,0.01961222,0.01845924,0.03560995,0.02042736
55847,2023-01-20 11:11:30.502697,325097326,0.009429076,0.01918251,0.01772506,0.03707721,0.0168871
55883,2023-01-20 11:11:30.602698,325197346,0.00934833,0.01719954,0.01871606,0.03910319,0.01386784
55915,2023-01-20 11:11:30.702683,325297332,0.009148159,0.01679815,0.01714128,0.0383312,0.01170593
55947,2023-01-20 11:11:30.802439,325397326,0.01036784,0.02281012,0.0147309,0.0336307,0.01025625
55978,2023-01-20 11:11:30.893560,325497344,0.009296493,0.02030589,0.01458265,0.0358476,0.009053582
56009,2023-01-20 11:11:30.984567,325597237,0.01066512,0.02143166,0.01360165,0.03417776,0.007693365
56044,2023-01-20 11:11:31.083182,325697356,0.01316057,0.02279844,0.01258557,0.03048001,0.006497387
56075,2023-01-20 11:11:31.183074,325797246,0.01312563,0.0199062,0.01365651,0.03552016,0.005442055
56110,2023-01-20 11:11:31.283054,325897242,0.01397681,0.01882789,0.01417645,0.03682364,0.004580335
56141,2023-01-20 11:11:31.383095,325997304,0.01275973,0.02042408,0.01470792,0.03749759,0.003980774
56176,2023-01-20 11:11:31.483058,326097327,0.01673589,0.02207832,0.01308642,0.03346994,0.003943617
56208,2023-01-20 11:11:31.583078,326197415,0.01768305,0.02176006,0.01228027,0.03015078,0.005164559
56243,2023-01-20 11:11:31.683052,326297331,0.01564979,0.01917027,0.01391931,0.0361203,0.005770659
56273,2023-01-20 11:11:31.783046,326397242,0.01388691,0.01838692,0.01397979,0.0374592,0.005613259
56306,2023-01-20 11:11:31.892068,326497236,0.01368374,0.01950747,0.01418545,0.03626663,0.005546292
56339,2023-01-20 11:11:32.002474,326597319,0.01295146,0.02209311,0.01274664,0.03184701,0.006654137
56372,2023-01-20 11:11:32.093516,326697355,0.01355865,0.02129643,0.01247523,0.03260795,0.009434823
56402,2023-01-20 11:11:32.184604,326797442,0.01278563,0.02043474,0.01361369,0.03315154,0.01277502
56437,2023-01-20 11:11:32.282884,326897249,0.01115185,0.01894396,0.01388127,0.0356924,0.01705941
56468,2023-01-20 11:11:32.383038,326997411,0.01002472,0.01817389,0.01480718,0.0392917,0.02275437
56503,2023-01-20 11:11:32.482854,327097220,0.01166077,0.01813333,0.01549476,0.04105153,0.02898155
56535,2023-01-20 11:11:32.583104,327197460,0.01159709,0.01658539,0.01499023,0.04007377,0.03497921
56618,2023-01-20 11:11:32.683020,327297328,0.0122009,0.01714519,0.01401749,0.03661577,0.0400182
56648,2023-01-20 11:11:32.783175,327397428,0.01240226,0.01956443,0.01226973,0.03118066,0.04337573
56681,2023-01-20 11:11:32.883068,327497358,0.01379882,0.02194902,0.01240991,0.0319257,0.04503082
56712,2023-01-20 11:11:32.983079,327597425,0.01260403,0.02037704,0.01213,0.03235484,0.04511504
56747,2023-01-20 11:11:33.082982,327697339,0.01104299,0.01948104,0.01179889,0.03134692,0.04370367
56777,2023-01-20 11:11:33.183077,327797436,0.009844072,0.01935494,0.01530788,0.03041963,0.04128907
56813,2023-01-20 11:11:33.282865,327897235,0.01074986,0.01886048,0.01878443,0.0306579,0.03930579
56844,2023-01-20 11:11:33.383025,327997409,0.009586412,0.01740673,0.01950122,0.03307658,0.03766622
56879,2023-01-20 11:11:33.482924,328097322,0.01159003,0.01696888,0.02286256,0.03428651,0.03625656
56911,2023-01-20 11:11:33.583026,328197439,0.01055529,0.01627964,0.02147183,0.03696929,0.03547856
56945,2023-01-20 11:11:33.682925,328297317,0.01305311,0.01628334,0.02389631,0.03798548,0.03537486
56975,2023-01-20 11:11:33.783042,328397407,0.01214334,0.01697555,0.02252043,0.04199215,0.03596351
57008,2023-01-20 11:11:33.882876,328497240,0.01040747,0.01623327,0.02249558,0.04327349,0.03665585
57039,2023-01-20 11:11:33.983059,328597427,0.009617236,0.01596477,0.02245009,0.04326205,0.03716382
57074,2023-01-20 11:11:34.083036,328697420,0.00906651,0.01584845,0.02182512,0.044062,0.03663868
57104,2023-01-20 11:11:34.183092,328797495,0.009075095,0.01596942,0.01996776,0.04324817,0.03525484
57139,2023-01-20 11:11:34.282843,328897239,0.008849774,0.01563545,0.01928747,0.04355057,0.0351515
57170,2023-01-20 11:11:34.383037,328997421,0.008206723,0.01483185,0.01856064,0.04358671,0.03578908
57205,2023-01-20 11:11:34.482826,329097221,0.009998777,0.01511595,0.01808277,0.04419076,0.03576742
57237,2023-01-20 11:11:34.583042,329197453,0.01336953,0.01613578,0.01619328,0.04044974,0.03442356
57271,2023-01-20 11:11:34.682933,329297343,0.01204532,0.01958445,0.01380726,0.03478179,0.03262734
57301,2023-01-20 11:11:34.783057,329397463,0.01122885,0.02175068,0.01230923,0.0304204,0.03128807
57334,2023-01-20 11:11:34.882866,329497253,0.01133717,0.02283528,0.01174286,0.02665892,0.03032867
57365,2023-01-20 11:11:34.982968,329597334,0.01139203,0.02372627,0.01031264,0.02364629,0.02939503
57400,2023-01-20 11:11:35.082979,329697342,0.01172734,0.02375945,0.0103192,0.02214935,0.02934032
57430,2023-01-20 11:11:35.183020,329797385,0.01165751,0.02329729,0.01021435,0.02080781,0.02956987
57465,2023-01-20 11:11:35.282881,329897256,0.013429,0.02303673,0.01091706,0.01977373,0.03076266
57496,2023-01-20 11:11:35.382865,329997252,0.01213521,0.02272555,0.0112278,0.02353451,0.03184802
57532,2023-01-20 11:11:35.482925,330097324,0.01226028,0.02087107,0.01603948,0.02970504,0.03330395
57566,2023-01-20 11:11:35.582948,330197359,0.01179708,0.01948345,0.01445753,0.02920823,0.03475728
57600,2023-01-20 11:11:35.682925,330297316,0.01123639,0.02062074,0.01343553,0.02864562,0.0351273
57630,2023-01-20 11:11:35.782876,330397242,0.0100931,0.01970282,0.01420486,0.03375375,0.03419657
57663,2023-01-20 11:11:35.882882,330497246,0.009818711,0.01909664,0.01460822,0.03319408,0.03186001
57694,2023-01-20 11:11:35.982872,330597239,0.01082735,0.01928499,0.0135358,0.02890224,0.02809416
57729,2023-01-20 11:11:36.083031,330697397,0.0109303,0.02167686,0.01494634,0.02900648,0.02331967
57759,2023-01-20 11:11:36.182960,330797322,0.01060586,0.02110492,0.01437268,0.02918309,0.01925771
57794,2023-01-20 11:11:36.282865,330897232,0.01111108,0.02231237,0.01494071,0.03261743,0.01631283
57825,2023-01-20 11:11:36.382864,330997238,0.009905078,0.02127082,0.01425884,0.03238051,0.01374466
57860,2023-01-20 11:11:36.482838,331097230,0.0112421,0.02243222,0.01365348,0.03291128,0.01172346
57892,2023-01-20 11:11:36.582916,331197328,0.01214401,0.02263531,0.01226273,0.02958315,0.01058228
57926,2023-01-20 11:11:36.682934,331297344,0.01070858,0.02125994,0.01222244,0.02834028,0.01001784
57957,2023-01-20 11:11:36.782956,331397361,0.01012922,0.01975859,0.01376737,0.03540268,0.008733092
57990,2023-01-20 11:11:36.882914,331497302,0.009531672,0.01772156,0.01791595,0.0383799,0.007193654
58021,2023-01-20 11:11:36.982941,331597309,0.0117242,0.01617188,0.01846801,0.04175063,0.006634649
58056,2023-01-20 11:11:37.082987,331697353,0.01116141,0.01588495,0.0165007,0.03788355,0.007400177
58086,2023-01-20 11:11:37.182944,331797311,0.01090132,0.02035809,0.01450054,0.03436048,0.007750683
58121,2023-01-20 11:11:37.282859,331897248,0.009942394,0.02085195,0.01256444,0.02962257,0.006956178
58152,2023-01-20 11:11:37.382931,331997347,0.01010235,0.02167257,0.01154631,0.02665246,0.005815459
58186,2023-01-20 11:11:37.482818,332097238,0.009861014,0.02286289,0.01081389,0.02548761,0.005329553
58219,2023-01-20 11:11:37.582897,332197315,0.009059722,0.02174353,0.01046462,0.02536815,0.00494478
58253,2023-01-20 11:11:37.682920,332297316,0.008474572,0.02097427,0.01196151,0.02999221,0.004504004
58283,2023-01-20 11:11:37.782870,332397239,0.008253305,0.01821356,0.0132503,0.03391233,0.003849235
58316,2023-01-20 11:11:37.882884,332497248,0.009577631,0.0170719,0.01473601,0.03611951,0.006228875
58347,2023-01-20 11:11:37.982941,332597305,0.00925529,0.01661393,0.01477033,0.03636582,0.01200976
58382,2023-01-20 11:11:38.083039,332697409,0.01059259,0.01963595,0.01434859,0.03295957,0.01977088
58412,2023-01-20 11:11:38.182956,332797333,0.01291724,0.01941643,0.01378928,0.02943237,0.02816325
58447,2023-01-20 11:11:38.282872,332897252,0.01411088,0.01967791,0.01634276,0.02853093,0.03689279
58478,2023-01-20 11:11:38.382869,332997251,0.01332119,0.01832007,0.01886219,0.02877997,0.04473284
58513,2023-01-20 11:11:38.482905,333097312,0.0114287,0.01748753,0.02002671,0.02583818,0.04840639
58545,2023-01-20 11:11:38.582912,333197348,0.01116269,0.01773715,0.01781743,0.02503294,0.0469311
58579,2023-01-20 11:11:38.682967,333297380,0.01010245,0.01788871,0.01624564,0.02805492,0.04291954
58609,2023-01-20 11:11:38.782928,333397307,0.008862695,0.01683085,0.0142903,0.02646589,0.03774817
58642,2023-01-20 11:11:38.882874,333497247,0.008984985,0.02027945,0.01300426,0.02559318,0.0322207
58673,2023-01-20 11:11:38.982868,333597241,0.007995521,0.01879764,0.01308656,0.02977479,0.02704494
58708,2023-01-20 11:11:39.083004,333697378,0.007412083,0.01741059,0.01336343,0.03344548,0.02269808
58738,2023-01-20 11:11:39.182959,333797335,0.007466501,0.01691652,0.01336663,0.03476863,0.01976322
58773,2023-01-20 11:11:39.282935,333897335,0.007285783,0.01682618,0.01378449,0.03553972,0.01842321
58804,2023-01-20 11:11:39.382938,333997368,0.008236729,0.0166749,0.01254574,0.03114078,0.01807768
58840,2023-01-20 11:11:39.482884,334097312,0.008669439,0.01968847,0.01163849,0.02812041,0.01878606
58872,2023-01-20 11:11:39.582929,334197349,0.01161666,0.02250183,0.01040714,0.02542285,0.02033904
58906,2023-01-20 11:11:39.682943,334297348,0.0115712,0.02083721,0.01203732,0.03103383,0.02118129
58937,2023-01-20 11:11:39.782871,334397259,0.01260824,0.01990142,0.01242299,0.03323164,0.02055654
