LineNo,UTC_Approx,TimeUS,C,NI,FIX,FIY,AFI,HAGL,offset,RI,rng,Herr,eAng,eVel,ePos
59186,2023-01-20 11:11:40.561889,335196068,0,0,0,0,0,55.53,0.19,0,0,0.5,0.0002304545,0.01532895,0.04373484
59222,2023-01-20 11:11:40.661894,335296082,0,0,0,0,0,55.52,0.19,0,0,0.5,7.853673E-05,0.008227771,0.02960829
59252,2023-01-20 11:11:40.761910,335396086,0,0,0,0,0,55.52,0.19,0,0,0.5,8.671538E-05,0.009659965,0.03223144
59285,2023-01-20 11:11:40.861881,335496068,0,0,0,0,0,55.52,0.19,0,0,0.5,0.0003859709,0.00779761,0.02593297
59316,2023-01-20 11:11:40.961858,335596071,0,0,0,0,0,55.51,0.19,0,0,0.5,0.0001842485,0.009298787,0.03014982
59349,2023-01-20 11:11:41.061861,335696086,0,0,0,0,0,55.5,0.19,0,0,0.5,0.0004446266,0.01207597,0.03418243
59381,2023-01-20 11:11:41.161842,335796071,0,0,0,0,0,55.49,0.19,0,0,0.5,0.0005829132,0.0127466,0.03873134
59416,2023-01-20 11:11:41.261811,335896078,0,0,0,0,0,55.48,0.19,0,0,0.5,0.0009560798,0.02524143,0.06140039
59447,2023-01-20 11:11:41.361754,335996080,0,0,0,0,0,55.48,0.19,0,0,0.5,0.0008159919,0.0212634,0.05504629
59482,2023-01-20 11:11:41.461729,336096090,0,0,0,0,0,55.47,0.19,0,0,0.5,0.0008132369,0.02664222,0.06608035
59512,2023-01-20 11:11:41.561692,336196073,0,0,0,0,0,55.45,0.19,0,0,0.5,0.0004732966,0.0207324,0.05867487
59547,2023-01-20 11:11:41.661717,336296091,0,0,0,0,0,55.44,0.19,0,0,0.5,0.0005315783,0.02118972,0.05464075
59577,2023-01-20 11:11:41.761723,336396072,0,0,0,0,0,55.43,0.19,0,0,0.5,0.0004859844,0.01583368,0.04738672
59610,2023-01-20 11:11:41.861722,336496068,0,0,0,0,0,55.42,0.19,0,0,0.5,0.0006283673,0.01099082,0.03212054
59642,2023-01-20 11:11:41.961725,336596081,0,0,0,0,0,55.41,0.19,0,0,0.5,0.0006184958,0.008182417,0.03227556
59675,2023-01-20 11:11:42.061717,336696082,0,0,0,0,0,55.4,0.19,0,0,0.5,0.0006220199,0.01422155,0.04005251
59708,2023-01-20 11:11:42.161696,336796071,0,0,0,0,0,55.39,0.19,0,0,0.5,0.0008474105,0.01086667,0.03870893
59743,2023-01-20 11:11:42.268564,336896081,0,0,0,0,0,55.37,0.19,0,0,0.5,0.001255509,0.02077962,0.05472919
59773,2023-01-20 11:11:42.379672,336996072,0,0,0,0,0,55.36,0.19,0,0,0.5,0.0009721231,0.01517985,0.04978139
59808,2023-01-20 11:11:42.474271,337096088,0,0,0,0,0,55.35,0.19,0,0,0.5,0.00167997,0.0305375,0.07413765
59840,2023-01-20 11:11:42.565147,337196081,0,0,0,0,0,55.34,0.19,0,0,0.5,0.001190997,0.02078554,0.05845996
59876,2023-01-20 11:11:42.661649,337296080,0,0,0,0,0,55.34,0.19,0,0,0.5,0.0009993212,0.02366786,0.05853064
59906,2023-01-20 11:11:42.761639,337396072,0,0,0,0,0,55.33,0.19,0,0,0.5,0.0008475346,0.01500976,0.04443102
59939,2023-01-20 11:11:42.861664,337496080,0,0,0,0,0,55.33,0.19,0,0,0.5,0.001170809,0.02166876,0.05090094
59969,2023-01-20 11:11:42.961690,337596077,0,0,0,0,0,55.33,0.19,0,0,0.5,0.0006791673,0.01188514,0.03575242
60002,2023-01-20 11:11:43.061700,337696077,0,0,0,0,0,55.33,0.19,0,0,0.5,0.0009638827,0.01517714,0.03402884
60034,2023-01-20 11:11:43.161702,337796081,0,0,0,0,0,55.33,0.19,0,0,0.5,0.0009134127,0.007418875,0.0268801
60069,2023-01-20 11:11:43.261678,337896072,0,0,0,0,0,55.32,0.19,0,0,0.5,0.001229186,0.01802996,0.04660535
60100,2023-01-20 11:11:43.361664,337996079,0,0,0,0,0,55.31,0.19,0,0,0.5,0.0008104067,0.009666109,0.03399811
60135,2023-01-20 11:11:43.461663,338096087,0,0,0,0,0,55.31,0.19,0,0,0.5,0.001179314,0.01809249,0.04798399
60165,2023-01-20 11:11:43.561648,338196072,0,0,0,0,0,55.3,0.19,0,0,0.5,0.0008293338,0.009374247,0.03275394
60203,2023-01-20 11:11:43.661666,338296078,0,0,0,0,0,55.31,0.19,0,0,0.5,0.001466424,0.02038267,0.04552928
60233,2023-01-20 11:11:43.761684,338396076,0,0,0,0,0,55.31,0.19,0,0,0.5,0.001078097,0.009894329,0.02693895
60266,2023-01-20 11:11:43.861691,338496072,0,0,0,0,0,55.32,0.19,0,0,0.5,0.002292315,0.04266777,0.09118189
60296,2023-01-20 11:11:43.961709,338596086,0,0,0,0,0,55.33,0.19,0,0,0.5,0.001561557,0.02471269,0.05813142
60329,2023-01-20 11:11:44.061703,338696082,0,0,0,0,0,55.36,0.19,0,0,0.5,0.002124645,0.04444547,0.09954292
60361,2023-01-20 11:11:44.161697,338796079,0,0,0,0,0,55.37,0.19,0,0,0.5,0.001328964,0.02496276,0.06303814
60396,2023-01-20 11:11:44.261694,338896076,0,0,0,0,0,55.39,0.19,0,0,0.5,0.001130133,0.0228612,0.05760798
60427,2023-01-20 11:11:44.361703,338996081,0,0,0,0,0,55.4,0.19,0,0,0.5,0.0008557028,0.009963947,0.03341221
60462,2023-01-20 11:11:44.461689,339096082,0,0,0,0,0,55.42,0.19,0,0,0.5,0.0008640213,0.009176207,0.02986311
60492,2023-01-20 11:11:44.561665,339196083,0,0,0,0,0,55.44,0.19,0,0,0.5,0.0008808864,0.00515352,0.02351086
60527,2023-01-20 11:11:44.661669,339296083,0,0,0,0,0,55.46,0.19,0,0,0.5,0.0008569635,0.02510484,0.06160234
60557,2023-01-20 11:11:44.761676,339396068,0,0,0,0,0,55.46,0.19,0,0,0.5,0.0005362855,0.01700814,0.04125986
60590,2023-01-20 11:11:44.861710,339496087,0,0,0,0,0,55.48,0.19,0,0,0.5,0.000826617,0.01806071,0.04834824
60620,2023-01-20 11:11:44.961723,339596091,0,0,0,0,0,55.49,0.19,0,0,0.5,0.0006282448,0.01236541,0.03448949
60653,2023-01-20 11:11:45.061701,339696073,0,0,0,0,0,55.51,0.19,0,0,0.5,0.0008162378,0.01120669,0.03844866
60685,2023-01-20 11:11:45.161694,339796079,0,0,0,0,0,55.52,0.19,0,0,0.5,0.0007479939,0.008437668,0.03161855
60720,2023-01-20 11:11:45.261678,339896082,0,0,0,0,0,55.54,0.19,0,0,0.5,0.0008527602,0.01305715,0.04623196
60751,2023-01-20 11:11:45.361643,339996068,0,0,0,0,0,55.55,0.19,0,0,0.5,0.0006648467,0.01011727,0.03638675
60786,2023-01-20 11:11:45.461649,340096082,0,0,0,0,0,55.57,0.19,0,0,0.5,0.001030201,0.02603156,0.06765907
60818,2023-01-20 11:11:45.561641,340196072,0,0,0,0,0,55.57,0.19,0,0,0.5,0.0006420776,0.01714076,0.05194212
60853,2023-01-20 11:11:45.661663,340296077,0,0,0,0,0,55.6,0.19,0,0,0.5,0.0007459709,0.01879303,0.0599317
60883,2023-01-20 11:11:45.761683,340396071,0,0,0,0,0,55.61,0.19,0,0,0.5,0.000636394,0.01287488,0.04768436
60916,2023-01-20 11:11:45.861684,340496077,0,0,0,0,0,55.63,0.19,0,0,0.5,0.0004027813,0.02019453,0.06158984
60946,2023-01-20 11:11:45.961655,340596072,0,0,0,0,0,55.64,0.19,0,0,0.5,0.0002686725,0.01949385,0.0585357
60979,2023-01-20 11:11:46.061664,340696071,0,0,0,0,0,55.66,0.19,0,0,0.5,0.0002698405,0.0200809,0.06527355
61011,2023-01-20 11:11:46.161699,340796074,0,0,0,0,0,55.67,0.19,0,0,0.5,0.0003699578,0.01923665,0.0621769
61046,2023-01-20 11:11:46.261708,340896078,0,0,0,0,0,55.69,0.19,0,0,0.5,0.0004441981,0.01636543,0.06314761
61077,2023-01-20 11:11:46.361720,340996100,0,0,0,0,0,55.7,0.19,0,0,0.5,0.0002971127,0.01493701,0.05584057
61112,2023-01-20 11:11:46.461681,341096078,0,0,0,0,0,55.73,0.19,0,0,0.5,0.0003484708,0.0211128,0.07510703
61142,2023-01-20 11:11:46.561653,341196072,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0005280955,0.01889844,0.068851
61177,2023-01-20 11:11:46.661679,341296092,0,0,0,0,0,55.77,0.19,0,0,0.5,0.000704699,0.02460216,0.08223803
61207,2023-01-20 11:11:46.761678,341396070,0,0,0,0,0,55.78,0.19,0,0,0.5,0.001077826,0.02129802,0.07144234
61240,2023-01-20 11:11:46.861687,341496072,0,0,0,0,0,55.8,0.19,0,0,0.5,0.0009863048,0.01486411,0.06691617
61270,2023-01-20 11:11:46.961695,341596082,0,0,0,0,0,55.8,0.19,0,0,0.5,0.0008375369,0.01104228,0.05241073
61304,2023-01-20 11:11:47.061687,341696075,0,0,0,0,0,55.82,0.19,0,0,0.5,0.001015981,0.01840986,0.06680888
61336,2023-01-20 11:11:47.161697,341796084,0,0,0,0,0,55.83,0.19,0,0,0.5,0.00106562,0.01565188,0.0615228
61373,2023-01-20 11:11:47.261719,341896104,0,0,0,0,0,55.85,0.19,0,0,0.5,0.002163495,0.02266832,0.07594889
61405,2023-01-20 11:11:47.361730,341996112,0,0,0,0,0,55.86,0.19,0,0,0.5,0.002939208,0.01888049,0.06952655
61440,2023-01-20 11:11:47.461684,342096071,0,0,0,0,0,55.89,0.19,0,0,0.5,0.003142601,0.03206058,0.09423819
61470,2023-01-20 11:11:47.561683,342196080,0,0,0,0,0,55.9,0.19,0,0,0.5,0.003046758,0.0244937,0.08109131
61505,2023-01-20 11:11:47.661686,342296081,0,0,0,0,0,55.92,0.19,0,0,0.5,0.004117764,0.0494823,0.1263988
61535,2023-01-20 11:11:47.761692,342396077,0,0,0,0,0,55.95,0.19,0,0,0.5,0.003754859,0.03381833,0.1015654
61569,2023-01-20 11:11:47.861695,342496089,0,0,0,0,0,55.97,0.19,0,0,0.5,0.004813626,0.08076731,0.1905394
61599,2023-01-20 11:11:47.961651,342596067,0,0,0,0,0,55.98,0.19,0,0,0.5,0.004228616,0.05344424,0.1359663
61632,2023-01-20 11:11:48.061664,342696073,0,0,0,0,0,55.98,0.19,0,0,0.5,0.00455297,0.0807474,0.1869262
61664,2023-01-20 11:11:48.161697,342796082,0,0,0,0,0,55.98,0.19,0,0,0.5,0.003408839,0.04878205,0.1209197
61698,2023-01-20 11:11:48.261694,342896071,0,0,0,0,0,55.96,0.19,0,0,0.5,0.003198825,0.03736458,0.09119823
61730,2023-01-20 11:11:48.361725,342996103,0,0,0,0,0,55.96,0.19,0,0,0.5,0.003643024,0.02042407,0.05453637
61765,2023-01-20 11:11:48.461675,343096083,0,0,0,0,0,55.95,0.19,0,0,0.5,0.004447354,0.0361453,0.07871129
61795,2023-01-20 11:11:48.561617,343196072,0,0,0,0,0,55.96,0.19,0,0,0.5,0.004167493,0.01902599,0.0506191
61830,2023-01-20 11:11:48.661629,343296072,0,0,0,0,0,55.95,0.19,0,0,0.5,0.004419636,0.0213059,0.04602446
61860,2023-01-20 11:11:48.761688,343396081,0,0,0,0,0,55.97,0.19,0,0,0.5,0.003880606,0.009748586,0.04412969
61893,2023-01-20 11:11:48.861695,343496071,0,0,0,0,0,55.96,0.19,0,0,0.5,0.004082953,0.01939915,0.04161093
61924,2023-01-20 11:11:48.961688,343596068,0,0,0,0,0,55.99,0.19,0,0,0.5,0.003639816,0.008997764,0.0477221
61957,2023-01-20 11:11:49.061707,343696088,0,0,0,0,0,55.99,0.19,0,0,0.5,0.002628856,0.01159276,0.04028071
61989,2023-01-20 11:11:49.161694,343796073,0,0,0,0,0,56.01,0.19,0,0,0.5,0.001722461,0.008944726,0.04955525
62023,2023-01-20 11:11:49.261698,343896071,0,0,0,0,0,56.01,0.19,0,0,0.5,0.002650561,0.0200913,0.04477101
62054,2023-01-20 11:11:49.361746,343996110,0,0,0,0,0,56.03,0.19,0,0,0.5,0.001966326,0.005438922,0.04595646
62090,2023-01-20 11:11:49.461716,344096085,0,0,0,0,0,56.02,0.19,0,0,0.5,0.002492624,0.02719814,0.05525707
62120,2023-01-20 11:11:49.561694,344196077,0,0,0,0,0,56.05,0.19,0,0,0.5,0.001834485,0.008695972,0.0439184
62156,2023-01-20 11:11:49.656153,344296089,0,0,0,0,0,56.03,0.19,0,0,0.5,0.002160609,0.03268101,0.0695454
62186,2023-01-20 11:11:49.747146,344396072,0,0,0,0,0,56.06,0.19,0,0,0.5,0.001952314,0.01461522,0.04814992
62219,2023-01-20 11:11:49.846522,344496071,0,0,0,0,0,56.06,0.19,0,0,0.5,0.00219254,0.02505978,0.05448329
62248,2023-01-20 11:11:49.957507,344596084,0,0,0,0,0,56.08,0.19,0,0,0.5,0.000754879,0.00315504,0.0396315
62281,2023-01-20 11:11:50.061703,344696077,0,0,0,0,0,56.08,0.19,0,0,0.5,0.0008157511,0.01864643,0.04538569
62313,2023-01-20 11:11:50.161703,344796074,0,0,0,0,0,56.1,0.19,0,0,0.5,0.0004798428,0.008068349,0.03847799
62347,2023-01-20 11:11:50.256152,344896076,0,0,0,0,0,56.07,0.19,0,0,0.5,0.0006871757,0.01436632,0.02237701
62379,2023-01-20 11:11:50.347174,344996100,0,0,0,0,0,56.09,0.19,0,0,0.5,0.001538301,0.01828638,0.02372961
62414,2023-01-20 11:11:50.446495,345096070,0,0,0,0,0,56.09,0.19,0,0,0.5,0.001796463,0.01256216,0.00849673
62446,2023-01-20 11:11:50.557427,345196084,0,0,0,0,0,56.1,0.19,0,0,0.5,0.002212689,0.02553305,0.03742104
62482,2023-01-20 11:11:50.656089,345296078,0,0,0,0,0,56.11,0.19,0,0,0.5,0.002495541,0.03555712,0.05878992
62512,2023-01-20 11:11:50.747121,345396072,0,0,0,0,0,56.12,0.19,0,0,0.5,0.002957355,0.04340658,0.0744592
62545,2023-01-20 11:11:50.841918,345496084,0,0,0,0,0,56.14,0.19,0,0,0.5,0.001488236,0.03511033,0.07592158
62576,2023-01-20 11:11:50.941888,345596073,0,0,0,0,0,56.14,0.19,0,0,0.5,0.0002914937,0.03006872,0.07066143
62610,2023-01-20 11:11:51.041882,345696076,0,0,0,0,0,56.15,0.19,0,0,0.5,0.001708241,0.04304741,0.0967551
62642,2023-01-20 11:11:51.141896,345796083,0,0,0,0,0,56.15,0.19,0,0,0.5,0.002514308,0.04463991,0.09368427
62676,2023-01-20 11:11:51.241879,345896068,0,0,0,0,0,56.16,0.19,0,0,0.5,0.003032891,0.04793925,0.1042177
62708,2023-01-20 11:11:51.341877,345996080,0,0,0,0,0,56.16,0.19,0,0,0.5,0.001563377,0.0364382,0.08691477
62743,2023-01-20 11:11:51.441844,346096080,0,0,0,0,0,56.18,0.19,0,0,0.5,0.000456941,0.03475605,0.09600793
62773,2023-01-20 11:11:51.541775,346196069,0,0,0,0,0,56.17,0.19,0,0,0.5,0.00146427,0.03664587,0.08852933
62809,2023-01-20 11:11:51.641769,346296076,0,0,0,0,0,56.19,0.19,0,0,0.5,0.002370605,0.03585165,0.08695539
62839,2023-01-20 11:11:51.741825,346396081,0,0,0,0,0,56.18,0.19,0,0,0.5,0.002480187,0.03513081,0.07842845
62872,2023-01-20 11:11:51.841834,346496082,0,0,0,0,0,56.19,0.19,0,0,0.5,0.002235196,0.04328445,0.0965092
62902,2023-01-20 11:11:51.941782,346596081,0,0,0,0,0,56.17,0.19,0,0,0.5,0.002019359,0.03927828,0.08274465
62935,2023-01-20 11:11:52.041747,346696086,0,0,0,0,0,56.18,0.19,0,0,0.5,0.0008649074,0.03047688,0.07322059
62968,2023-01-20 11:11:52.141713,346796077,0,0,0,0,0,56.17,0.19,0,0,0.5,0.0007567414,0.02812871,0.06203468
63002,2023-01-20 11:11:52.241690,346896067,0,0,0,0,0,56.16,0.19,0,0,0.5,0.0008170927,0.02710985,0.05925694
63034,2023-01-20 11:11:52.341712,346996087,0,0,0,0,0,56.14,0.19,0,0,0.5,0.0003827489,0.01998386,0.04517616
63069,2023-01-20 11:11:52.441678,347096075,0,0,0,0,0,56.14,0.19,0,0,0.5,0.0005611076,0.02988002,0.06309445
63099,2023-01-20 11:11:52.541619,347196071,0,0,0,0,0,56.12,0.19,0,0,0.5,0.0006683756,0.02578833,0.0519339
63134,2023-01-20 11:11:52.641683,347296102,0,0,0,0,0,56.13,0.19,0,0,0.5,0.000490452,0.02763333,0.05785756
63164,2023-01-20 11:11:52.741807,347396071,0,0,0,0,0,56.11,0.19,0,0,0.5,0.0006003614,0.0208651,0.04450154
63197,2023-01-20 11:11:52.841856,347496068,0,0,0,0,0,56.1,0.19,0,0,0.5,0.0005196223,0.03169548,0.06509485
63228,2023-01-20 11:11:52.941777,347596081,0,0,0,0,0,56.08,0.19,0,0,0.5,0.0006194724,0.02508197,0.04785287
63261,2023-01-20 11:11:53.041711,347696074,0,0,0,0,0,56.07,0.19,0,0,0.5,0.0009240283,0.03371921,0.06490891
63293,2023-01-20 11:11:53.141695,347796070,0,0,0,0,0,56.07,0.19,0,0,0.5,0.0007442728,0.02516708,0.04737719
63327,2023-01-20 11:11:53.241705,347896088,0,0,0,0,0,56.07,0.19,0,0,0.5,0.001035194,0.04010215,0.08266568
63358,2023-01-20 11:11:53.341693,347996077,0,0,0,0,0,56.06,0.19,0,0,0.5,0.00109141,0.02965449,0.0585181
63393,2023-01-20 11:11:53.441691,348096087,0,0,0,0,0,56.06,0.19,0,0,0.5,0.001593403,0.05136974,0.1082386
63423,2023-01-20 11:11:53.541657,348196080,0,0,0,0,0,56.05,0.19,0,0,0.5,0.00152367,0.03620218,0.07372622
63458,2023-01-20 11:11:53.641663,348296085,0,0,0,0,0,56.05,0.19,0,0,0.5,0.002192169,0.04904775,0.09448968
63488,2023-01-20 11:11:53.741686,348396071,0,0,0,0,0,56.05,0.19,0,0,0.5,0.001918902,0.03513059,0.06291504
63521,2023-01-20 11:11:53.841725,348496089,0,0,0,0,0,56.05,0.19,0,0,0.5,0.002220797,0.04294102,0.07542953
63552,2023-01-20 11:11:53.941706,348596072,0,0,0,0,0,56.04,0.19,0,0,0.5,0.002090961,0.03153941,0.05081766
63585,2023-01-20 11:11:54.041706,348696076,0,0,0,0,0,56.04,0.19,0,0,0.5,0.002143297,0.03306465,0.05760679
63617,2023-01-20 11:11:54.141703,348796081,0,0,0,0,0,56.03,0.19,0,0,0.5,0.001819565,0.02295312,0.03600178
63654,2023-01-20 11:11:54.241691,348896072,0,0,0,0,0,56.02,0.19,0,0,0.5,0.002191877,0.03024924,0.05293435
63685,2023-01-20 11:11:54.341698,348996075,0,0,0,0,0,56,0.19,0,0,0.5,0.002137136,0.021645,0.03572369
63720,2023-01-20 11:11:54.441682,349096075,0,0,0,0,0,55.99,0.19,0,0,0.5,0.002326786,0.03677104,0.07516378
63750,2023-01-20 11:11:54.541632,349196070,0,0,0,0,0,55.97,0.19,0,0,0.5,0.002071532,0.02458564,0.05171887
63785,2023-01-20 11:11:54.641635,349296075,0,0,0,0,0,55.96,0.19,0,0,0.5,0.002175391,0.03225495,0.07617532
63815,2023-01-20 11:11:54.741692,349396075,0,0,0,0,0,55.93,0.19,0,0,0.5,0.002285645,0.02268613,0.05767848
63848,2023-01-20 11:11:54.841717,349496069,0,0,0,0,0,55.91,0.19,0,0,0.5,0.002086429,0.02203199,0.06931838
63878,2023-01-20 11:11:54.941710,349596070,0,0,0,0,0,55.89,0.19,0,0,0.5,0.001572368,0.01489033,0.05869481
63911,2023-01-20 11:11:55.041710,349696082,0,0,0,0,0,55.86,0.19,0,0,0.5,0.001158192,0.02820673,0.09153263
63943,2023-01-20 11:11:55.141681,349796072,0,0,0,0,0,55.84,0.19,0,0,0.5,0.001203421,0.01841756,0.07155276
63977,2023-01-20 11:11:55.241677,349896070,0,0,0,0,0,55.81,0.19,0,0,0.5,0.0008592839,0.03076538,0.09872638
64009,2023-01-20 11:11:55.341710,349996081,0,0,0,0,0,55.79,0.19,0,0,0.5,0.0009155899,0.02106232,0.07722762
64044,2023-01-20 11:11:55.441694,350096066,0,0,0,0,0,55.77,0.19,0,0,0.5,0.0005637699,0.03499112,0.105173
64076,2023-01-20 11:11:55.541688,350196093,0,0,0,0,0,55.76,0.19,0,0,0.5,0.0004734609,0.02371351,0.07678617
64111,2023-01-20 11:11:55.641668,350296081,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0001705617,0.03134514,0.09335761
64141,2023-01-20 11:11:55.741679,350396066,0,0,0,0,0,55.74,0.19,0,0,0.5,0.0004444512,0.02001399,0.06378069
64174,2023-01-20 11:11:55.841694,350496070,0,0,0,0,0,55.74,0.19,0,0,0.5,0.0004457667,0.03874784,0.102872
64204,2023-01-20 11:11:55.941702,350596087,0,0,0,0,0,55.74,0.19,0,0,0.5,0.0004180368,0.02342668,0.06411669
64237,2023-01-20 11:11:56.041681,350696067,0,0,0,0,0,55.74,0.19,0,0,0.5,0.0002140091,0.03131337,0.08410004
64269,2023-01-20 11:11:56.141699,350796076,0,0,0,0,0,55.75,0.19,0,0,0.5,1.307287E-05,0.02046812,0.05214135
64303,2023-01-20 11:11:56.241709,350896079,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0002337668,0.03312584,0.08685221
64335,2023-01-20 11:11:56.341708,350996074,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0004809427,0.0187825,0.05213616
64370,2023-01-20 11:11:56.441693,351096069,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0006040332,0.03222252,0.08907703
64400,2023-01-20 11:11:56.541677,351196086,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0008303797,0.01726784,0.05189255
64435,2023-01-20 11:11:56.641660,351296074,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0004967902,0.03216058,0.08917946
64466,2023-01-20 11:11:56.741685,351396066,0,0,0,0,0,55.76,0.19,0,0,0.5,0.0006418657,0.01500232,0.04727046
64499,2023-01-20 11:11:56.841725,351496094,0,0,0,0,0,55.76,0.19,0,0,0.5,0.0002388205,0.02771167,0.07867821
64529,2023-01-20 11:11:56.941688,351596073,0,0,0,0,0,55.76,0.19,0,0,0.5,0.0001496516,0.01714324,0.04759935
64562,2023-01-20 11:11:57.041687,351696083,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0004386657,0.03820739,0.1051606
64594,2023-01-20 11:11:57.141690,351796090,0,0,0,0,0,55.75,0.19,0,0,0.5,0.0004000593,0.01980479,0.058861
64629,2023-01-20 11:11:57.241676,351896070,0,0,0,0,0,55.73,0.19,0,0,0.5,0.0006283089,0.04891552,0.1333195
64661,2023-01-20 11:11:57.341695,351996070,0,0,0,0,0,55.72,0.19,0,0,0.5,0.0002873488,0.02511786,0.07587595
64696,2023-01-20 11:11:57.441707,352096085,0,0,0,0,0,55.71,0.19,0,0,0.5,0.0006522416,0.05409969,0.1503547
64726,2023-01-20 11:11:57.541659,352196070,0,0,0,0,0,55.7,0.19,0,0,0.5,0.0003015074,0.02836309,0.08488324
64761,2023-01-20 11:11:57.641655,352296072,0,0,0,0,0,55.68,0.19,0,0,0.5,0.0004587083,0.04237575,0.1270394
64791,2023-01-20 11:11:57.741688,352396074,0,0,0,0,0,55.67,0.19,0,0,0.5,0.0004578042,0.01965978,0.06803793
64824,2023-01-20 11:11:57.841696,352496069,0,0,0,0,0,55.66,0.19,0,0,0.5,0.0006771194,0.04566258,0.1350719
64859,2023-01-20 11:11:57.941684,352596070,0,0,0,0,0,55.65,0.19,0,0,0.5,0.0006868308,0.02016053,0.06859928
64892,2023-01-20 11:11:58.041695,352696082,0,0,0,0,0,55.64,0.19,0,0,0.5,0.0006041765,0.0360937,0.1112515
64924,2023-01-20 11:11:58.141703,352796074,0,0,0,0,0,55.63,0.19,0,0,0.5,0.0003827422,0.01745268,0.05724617
64957,2023-01-20 11:11:58.241707,352896070,0,0,0,0,0,55.62,0.19,0,0,0.5,0.0004193204,0.03152629,0.09299775
64989,2023-01-20 11:11:58.341717,352996082,0,0,0,0,0,55.62,0.19,0,0,0.5,0.0003272231,0.01649215,0.04627547
65024,2023-01-20 11:11:58.441704,353096081,0,0,0,0,0,55.62,0.19,0,0,0.5,0.0005259638,0.02492047,0.06387261
65054,2023-01-20 11:11:58.541670,353196070,0,0,0,0,0,55.62,0.19,0,0,0.5,0.000355796,0.02072265,0.05143894
65089,2023-01-20 11:11:58.641666,353296069,0,0,0,0,0,55.62,0.19,0,0,0.5,0.0004010877,0.02554488,0.06562977
65119,2023-01-20 11:11:58.741694,353396069,0,0,0,0,0,55.63,0.19,0,0,0.5,0.0004862187,0.01789588,0.04393567
65152,2023-01-20 11:11:58.841712,353496070,0,0,0,0,0,55.63,0.19,0,0,0.5,0.000840682,0.02614329,0.06376803
65183,2023-01-20 11:11:58.941715,353596071,0,0,0,0,0,55.64,0.19,0,0,0.5,0.0003457386,0.01321049,0.03037447
65216,2023-01-20 11:11:59.041707,353696068,0,0,0,0,0,55.64,0.19,0,0,0.5,0.0006915164,0.02805674,0.06370915
65248,2023-01-20 11:11:59.141696,353796073,0,0,0,0,0,55.65,0.19,0,0,0.5,0.000717985,0.01639774,0.02738309
65281,2023-01-20 11:11:59.237953,353896084,0,0,0,0,0,55.65,0.19,0,0,0.5,0.001197183,0.04506008,0.09901493
65313,2023-01-20 11:11:59.328961,353996072,0,0,0,0,0,55.66,0.19,0,0,0.5,0.0007949325,0.02555651,0.04901102
65349,2023-01-20 11:11:59.421958,354096084,0,0,0,0,0,55.66,0.19,0,0,0.5,0.001344531,0.06221197,0.1435773
65379,2023-01-20 11:11:59.521923,354196070,0,0,0,0,0,55.67,0.19,0,0,0.5,0.001229321,0.03860661,0.07646019
65461,2023-01-20 11:11:59.621908,354296070,0,0,0,0,0,55.68,0.19,0,0,0.5,0.0017173,0.06342578,0.1449302
65491,2023-01-20 11:11:59.721920,354396070,0,0,0,0,0,55.69,0.19,0,0,0.5,0.001333143,0.03851918,0.07439055
65524,2023-01-20 11:11:59.821935,354496078,0,0,0,0,0,55.7,0.19,0,0,0.5,0.001564284,0.06552368,0.152039
65554,2023-01-20 11:11:59.921917,354596066,0,0,0,0,0,55.72,0.19,0,0,0.5,0.001450611,0.03995645,0.07969588
65587,2023-01-20 11:12:00.021895,354696071,0,0,0,0,0,55.72,0.19,0,0,0.5,0.001569473,0.05390044,0.1235126
65619,2023-01-20 11:12:00.121796,354796072,0,0,0,0,0,55.74,0.19,0,0,0.5,0.001728418,0.03371436,0.06421544
65652,2023-01-20 11:12:00.221727,354896071,0,0,0,0,0,55.74,0.19,0,0,0.5,0.001694376,0.04724405,0.1055839
65685,2023-01-20 11:12:00.321780,354996073,0,0,0,0,0,55.77,0.19,0,0,0.5,0.001281974,0.0261375,0.05030327
65720,2023-01-20 11:12:00.424219,355096070,0,0,0,0,0,55.76,0.19,0,0,0.5,0.001616949,0.05751944,0.1292447
65752,2023-01-20 11:12:00.535237,355196077,0,0,0,0,0,55.79,0.19,0,0,0.5,0.001214924,0.03035576,0.05979127
65787,2023-01-20 11:12:00.637922,355296082,0,0,0,0,0,55.79,0.19,0,0,0.5,0.0006949209,0.01967869,0.04587511
65817,2023-01-20 11:12:00.728935,355396077,0,0,0,0,0,55.81,0.19,0,0,0.5,0.0006190751,0.01300054,0.04778417
65850,2023-01-20 11:12:00.821895,355496070,0,0,0,0,0,55.82,0.19,0,0,0.5,0.0004537429,0.02746989,0.06963591
65881,2023-01-20 11:12:00.921811,355596075,0,0,0,0,0,55.85,0.19,0,0,0.5,0.0004022445,0.0271334,0.08310945
65914,2023-01-20 11:12:01.021739,355696073,0,0,0,0,0,55.86,0.19,0,0,0.5,0.0004332388,0.0362554,0.08968931
