LineNo,UTC_Approx,TimeUS,TPN,PN,DVN,TVN,VN,DAN,TAN,AN
118201,2023-01-20 11:14:39.402560,514397200,-102.201,-102.1846,-6.062213,-6.078629,-6.019205,0,-0.6600037,-0.5962245
118233,2023-01-20 11:14:39.502542,514497206,-102.8069,-102.8111,-6.062213,-6.057975,-6.034739,0,-0.513142,-0.5681939
118266,2023-01-20 11:14:39.602549,514597236,-103.4128,-103.4301,-6.062213,-6.044879,-6.014323,0,-0.5170096,-0.5275746
118299,2023-01-20 11:14:39.702555,514697211,-104.0187,-104.0483,-6.062213,-6.032584,-6.014758,0,-0.5021617,-0.5135411
118331,2023-01-20 11:14:39.802596,514797221,-104.6246,-104.6654,-6.062213,-6.021383,-6.069867,0,-0.4373939,-0.4906697
118363,2023-01-20 11:14:39.902555,514897176,-105.2305,-105.3096,-6.062213,-5.983111,-6.041773,0,-0.2702325,-0.4243486
118396,2023-01-20 11:14:40.002623,514997242,-105.8363,-105.9357,-6.062213,-5.962828,-6.00855,0,-0.3344322,-0.3498642
118429,2023-01-20 11:14:40.102528,515097175,-106.4422,-106.5695,-6.062213,-5.934889,-6.004586,0,-0.2700337,-0.3115896
118463,2023-01-20 11:14:40.202680,515197353,-107.0481,-107.1921,-6.062213,-5.918248,-6.013768,0,-0.2880883,-0.3062219
118495,2023-01-20 11:14:40.302681,515297322,-107.654,-107.815,-6.062213,-5.901178,-6.012973,0,-0.2982278,-0.3017285
118529,2023-01-20 11:14:40.402608,515397219,-108.2599,-108.4333,-6.062213,-5.888864,-5.988182,0,-0.3155795,-0.3106216
118562,2023-01-20 11:14:40.502555,515497194,-108.8658,-109.0526,-6.062213,-5.875367,-5.963432,0,-0.3271756,-0.3074275
118595,2023-01-20 11:14:40.602526,515597192,-109.4717,-109.6576,-6.062213,-5.876266,-5.945818,0,-0.3723889,-0.3229471
118628,2023-01-20 11:14:40.702537,515697209,-110.0776,-110.2815,-6.062213,-5.858268,-5.965136,0,-0.1987465,-0.3032114
118660,2023-01-20 11:14:40.802536,515797213,-110.6835,-110.8955,-6.062213,-5.850162,-5.945777,0,-0.2660167,-0.2735079
118741,2023-01-20 11:14:40.902586,515897235,-111.2893,-111.4824,-6.062213,-5.869166,-5.93622,0,-0.4177742,-0.3111591
118773,2023-01-20 11:14:41.002580,515997202,-111.8952,-112.0731,-6.062213,-5.884371,-5.927713,0,-0.474171,-0.3740288
118806,2023-01-20 11:14:41.102528,516097177,-112.5011,-112.6756,-6.062213,-5.88776,-5.916016,0,-0.3832834,-0.3905091
118840,2023-01-20 11:14:41.202571,516197246,-113.107,-113.268,-6.062213,-5.901256,-5.953261,0,-0.4157133,-0.3924953
118872,2023-01-20 11:14:41.302555,516297205,-113.7129,-113.8856,-6.062213,-5.889479,-5.934464,0,-0.2812037,-0.3577443
118906,2023-01-20 11:14:41.402564,516397191,-114.3188,-114.4966,-6.062213,-5.88441,-5.893939,0,-0.3317966,-0.2986613
118937,2023-01-20 11:14:41.502576,516497230,-114.9247,-115.1133,-6.062213,-5.873531,-5.92584,0,-0.270384,-0.2647342
118971,2023-01-20 11:14:41.602540,516597220,-115.5305,-115.7264,-6.062213,-5.866403,-5.940073,0,-0.2794748,-0.2470487
119004,2023-01-20 11:14:41.702546,516697208,-116.1365,-116.3408,-6.062213,-5.857828,-5.939318,0,-0.2664371,-0.2458119
119036,2023-01-20 11:14:41.802573,516797218,-116.7423,-116.9401,-6.062213,-5.864469,-5.927986,0,-0.3951553,-0.2840011
119068,2023-01-20 11:14:41.902541,516897182,-117.3482,-117.558,-6.062213,-5.852448,-5.898021,0,-0.2692696,-0.2936135
119100,2023-01-20 11:14:42.002565,516997202,-117.9541,-118.1671,-6.062213,-5.849244,-5.895096,0,-0.2948853,-0.2784863
119133,2023-01-20 11:14:42.102549,517097187,-118.56,-118.7691,-6.062213,-5.853092,-5.909512,0,-0.3448169,-0.2862072
119167,2023-01-20 11:14:42.202706,517197344,-119.1659,-119.3696,-6.062213,-5.858482,-5.878044,0,-0.4079676,-0.3226542
119199,2023-01-20 11:14:42.302575,517297195,-119.7718,-119.9906,-6.062213,-5.843404,-5.842673,0,-0.2932678,-0.3163662
119233,2023-01-20 11:14:42.402607,517397210,-120.3777,-120.5953,-6.062213,-5.844625,-5.900469,0,-0.321726,-0.2981518
119264,2023-01-20 11:14:42.502582,517497199,-120.9836,-121.2223,-6.062213,-5.823512,-5.886824,0,-0.2415262,-0.2812352
119297,2023-01-20 11:14:42.602581,517597212,-121.5894,-121.8354,-6.062213,-5.816217,-5.859957,0,-0.322488,-0.2704733
119330,2023-01-20 11:14:42.702646,517697286,-122.1953,-122.4535,-6.062213,-5.80401,-5.847127,0,-0.3016303,-0.2920032
119362,2023-01-20 11:14:42.802351,517797229,-122.8012,-123.063,-6.062213,-5.800436,-5.824457,0,-0.3966579,-0.3356378
119394,2023-01-20 11:14:42.893488,517897242,-123.4071,-123.6771,-6.062213,-5.792252,-5.788296,0,-0.3834201,-0.3588353
119424,2023-01-20 11:14:42.984580,517997205,-124.013,-124.2738,-6.062213,-5.801451,-5.752028,0,-0.4861478,-0.3815536
119459,2023-01-20 11:14:43.092004,518097179,-124.6189,-124.8813,-6.062213,-5.799801,-5.820574,0,-0.3279431,-0.3959492
119493,2023-01-20 11:14:43.202347,518197242,-125.2248,-125.4812,-6.062213,-5.805817,-5.812139,0,-0.3557447,-0.383426
119525,2023-01-20 11:14:43.293467,518297223,-125.8307,-126.0825,-6.062213,-5.810406,-5.77157,0,-0.4044578,-0.3680717
119557,2023-01-20 11:14:43.384573,518397188,-126.4365,-126.6814,-6.062213,-5.817301,-5.837902,0,-0.3332761,-0.3703681
119590,2023-01-20 11:14:43.483106,518497253,-127.0424,-127.2904,-6.062213,-5.814225,-5.814909,0,-0.3367646,-0.3624416
119621,2023-01-20 11:14:43.583009,518597195,-127.6483,-127.887,-6.062213,-5.82357,-5.804141,0,-0.4427839,-0.3604556
119657,2023-01-20 11:14:43.683151,518697326,-128.2542,-128.5009,-6.062213,-5.815563,-5.805953,0,-0.3556565,-0.3748256
119687,2023-01-20 11:14:43.783029,518797183,-128.8601,-129.1062,-6.062213,-5.816158,-5.791588,0,-0.3809707,-0.3713476
119721,2023-01-20 11:14:43.882988,518897175,-129.466,-129.7016,-6.062213,-5.826578,-5.79882,0,-0.486427,-0.3993972
119751,2023-01-20 11:14:43.983012,518997244,-130.0719,-130.2958,-6.062213,-5.838248,-5.775385,0,-0.568454,-0.4562759
119786,2023-01-20 11:14:44.082916,519097201,-130.6777,-130.8983,-6.062213,-5.841715,-5.767915,0,-0.5420504,-0.4973693
119818,2023-01-20 11:14:44.183100,519197442,-131.2837,-131.4943,-6.062213,-5.851627,-5.778081,0,-0.5477779,-0.5088405
119852,2023-01-20 11:14:44.282944,519297205,-131.8895,-132.1056,-6.062213,-5.846139,-5.78651,0,-0.4254515,-0.4945968
119884,2023-01-20 11:14:44.383033,519397185,-132.4955,-132.7145,-6.062213,-5.843141,-5.790666,0,-0.4813148,-0.454142
119917,2023-01-20 11:14:44.482975,519497199,-133.1013,-133.3249,-6.062213,-5.838619,-5.778496,0,-0.5087412,-0.4530433
119948,2023-01-20 11:14:44.583024,519597356,-133.7072,-133.9201,-6.062213,-5.849332,-5.751919,0,-0.6028197,-0.5003192
119983,2023-01-20 11:14:44.682867,519697217,-134.3131,-134.5308,-6.062213,-5.844498,-5.803103,0,-0.5203201,-0.5442531
120012,2023-01-20 11:14:44.783063,519797413,-134.919,-135.1324,-6.062213,-5.848805,-5.774232,0,-0.6179388,-0.5763092
120046,2023-01-20 11:14:44.882828,519897183,-135.5249,-135.748,-6.062213,-5.839088,-5.765418,0,-0.5248934,-0.5940556
120076,2023-01-20 11:14:44.982989,519997349,-136.1308,-136.3595,-6.062213,-5.833463,-5.743151,0,-0.5818908,-0.5686883
120112,2023-01-20 11:14:45.082833,520097194,-136.7367,-136.9789,-6.062213,-5.819957,-5.766624,0,-0.4971766,-0.5532434
120144,2023-01-20 11:14:45.183028,520197389,-137.3425,-137.5811,-6.062213,-5.82359,-5.770648,0,-0.582129,-0.5569763
120178,2023-01-20 11:14:45.282860,520297220,-137.9484,-138.188,-6.062213,-5.822623,-5.762395,0,-0.575919,-0.5817119
120210,2023-01-20 11:14:45.382994,520397354,-138.5543,-138.7849,-6.062213,-5.831598,-5.737776,0,-0.6592317,-0.6075849
120243,2023-01-20 11:14:45.482859,520497241,-139.1602,-139.3845,-6.062213,-5.837935,-5.752599,0,-0.6349524,-0.6385554
120276,2023-01-20 11:14:45.582968,520597377,-139.7661,-139.9822,-6.062213,-5.846129,-5.768302,0,-0.6479554,-0.6478878
120311,2023-01-20 11:14:45.682830,520697221,-140.372,-140.5897,-6.062213,-5.844459,-5.740758,0,-0.6139498,-0.6375925
120341,2023-01-20 11:14:45.783030,520797394,-140.9779,-141.1843,-6.062213,-5.855758,-5.804202,0,-0.6184645,-0.6195469
120376,2023-01-20 11:14:45.882843,520897195,-141.5838,-141.7916,-6.062213,-5.854362,-5.779378,0,-0.591547,-0.6130832
120406,2023-01-20 11:14:45.983011,520997355,-142.1896,-142.3913,-6.062213,-5.860592,-5.821593,0,-0.6088192,-0.6120933
120441,2023-01-20 11:14:46.082849,521097219,-142.7956,-143.0004,-6.062213,-5.857409,-5.811944,0,-0.6109075,-0.6049411
120473,2023-01-20 11:14:46.183054,521197458,-143.4014,-143.6075,-6.062213,-5.856129,-5.771588,0,-0.6035903,-0.5824196
120507,2023-01-20 11:14:46.282901,521297291,-144.0073,-144.2233,-6.062213,-5.846285,-5.80757,0,-0.5372491,-0.570156
120539,2023-01-20 11:14:46.382978,521397343,-144.6132,-144.8235,-6.062213,-5.851851,-5.842761,0,-0.5840524,-0.578544
120572,2023-01-20 11:14:46.482827,521497210,-145.2191,-145.4424,-6.062213,-5.838932,-5.820293,0,-0.5556995,-0.5793253
120603,2023-01-20 11:14:46.582938,521597347,-145.825,-146.0521,-6.062213,-5.835133,-5.792625,0,-0.5649505,-0.5679707
120638,2023-01-20 11:14:46.682802,521697212,-146.4309,-146.6649,-6.062213,-5.828219,-5.818611,0,-0.5274339,-0.5689916
120668,2023-01-20 11:14:46.783008,521797414,-147.0368,-147.2737,-6.062213,-5.825338,-5.793279,0,-0.6062114,-0.5641251
120702,2023-01-20 11:14:46.882793,521897176,-147.6426,-147.8897,-6.062213,-5.815114,-5.787498,0,-0.5249513,-0.5623173
120732,2023-01-20 11:14:46.982990,521997346,-148.2485,-148.4897,-6.062213,-5.82109,-5.811274,0,-0.5839946,-0.5674775
120767,2023-01-20 11:14:47.082820,522097179,-148.8544,-149.0971,-6.062213,-5.819528,-5.767869,0,-0.6301054,-0.5805569
120801,2023-01-20 11:14:47.182988,522197356,-149.4603,-149.6961,-6.062213,-5.826432,-5.824533,0,-0.6156147,-0.5908951
120835,2023-01-20 11:14:47.282832,522297195,-150.0662,-150.2599,-6.062213,-5.868473,-5.79185,0,-0.9213961,-0.6805845
120867,2023-01-20 11:14:47.383020,522397376,-150.6721,-150.8264,-6.062213,-5.907907,-5.759312,0,-1.029491,-0.8124957
120900,2023-01-20 11:14:47.482865,522497245,-151.278,-151.4076,-6.062213,-5.932604,-5.777829,0,-0.9221361,-0.8806959
120931,2023-01-20 11:14:47.582826,522597236,-151.8839,-151.9832,-6.062213,-5.962887,-5.805953,0,-0.9344404,-0.8984594
120966,2023-01-20 11:14:47.682810,522697206,-152.4897,-152.5816,-6.062213,-5.970367,-5.85252,0,-0.774577,-0.8820521
120996,2023-01-20 11:14:47.782876,522797250,-153.0956,-153.1792,-6.062213,-5.978678,-5.828544,0,-0.816602,-0.8248845
121030,2023-01-20 11:14:47.882806,522897177,-153.7015,-153.784,-6.062213,-5.979693,-5.871137,0,-0.7153253,-0.7862787
121060,2023-01-20 11:14:47.982817,522997189,-154.3074,-154.391,-6.062213,-5.978629,-5.894442,0,-0.6866711,-0.7306237
121096,2023-01-20 11:14:48.082845,523097215,-154.9133,-155.008,-6.062213,-5.967535,-5.929595,0,-0.5957131,-0.6846427
121128,2023-01-20 11:14:48.182863,523197229,-155.5192,-155.6133,-6.062213,-5.96816,-5.895298,0,-0.6712805,-0.6402048
121162,2023-01-20 11:14:48.282838,523297200,-156.1251,-156.2378,-6.062213,-5.949469,-5.94139,0,-0.5164114,-0.6158292
121194,2023-01-20 11:14:48.382825,523397182,-156.731,-156.8555,-6.062213,-5.937623,-5.966626,0,-0.5044231,-0.5744621
121227,2023-01-20 11:14:48.482834,523497214,-157.3369,-157.4622,-6.062213,-5.936881,-5.953298,0,-0.6281569,-0.5694566
121258,2023-01-20 11:14:48.582782,523597191,-157.9427,-158.0686,-6.062213,-5.936383,-5.92176,0,-0.6681772,-0.5983474
121293,2023-01-20 11:14:48.682914,523697334,-158.5486,-158.6924,-6.062213,-5.918434,-5.936738,0,-0.5047751,-0.5875649
121323,2023-01-20 11:14:48.782894,523797320,-159.1545,-159.3027,-6.062213,-5.913971,-5.94884,0,-0.5198435,-0.5477132
121357,2023-01-20 11:14:48.882777,523897175,-159.7604,-159.9457,-6.062213,-5.87694,-5.939675,0,-0.3824561,-0.5029373
121387,2023-01-20 11:14:48.982834,523997196,-160.3663,-160.578,-6.062213,-5.850484,-5.913598,0,-0.3588058,-0.4234762
121423,2023-01-20 11:14:49.082825,524097183,-160.9722,-161.2242,-6.062213,-5.810201,-5.963689,0,-0.2134269,-0.3557163
121455,2023-01-20 11:14:49.182920,524197280,-161.5781,-161.8608,-6.062213,-5.779489,-5.891692,0,-0.3244516,-0.3147421
121489,2023-01-20 11:14:49.282827,524297205,-162.184,-162.5037,-6.062213,-5.742467,-5.850157,0,-0.2793571,-0.2938668
121521,2023-01-20 11:14:49.382838,524397236,-162.7899,-163.1234,-6.062213,-5.728678,-5.886774,0,-0.3133156,-0.299003
121554,2023-01-20 11:14:49.482800,524497203,-163.3958,-163.7473,-6.062213,-5.710631,-5.853667,0,-0.3508767,-0.3388702
121585,2023-01-20 11:14:49.582771,524597176,-164.0016,-164.3574,-6.062213,-5.706432,-5.781096,0,-0.4721548,-0.3695444
121620,2023-01-20 11:14:49.682830,524697226,-164.6075,-164.9771,-6.062213,-5.692643,-5.79344,0,-0.3416199,-0.3761227
121650,2023-01-20 11:14:49.782814,524797200,-165.2134,-165.59,-6.062213,-5.685592,-5.785744,0,-0.3312554,-0.3619926
121684,2023-01-20 11:14:49.882804,524897181,-165.8193,-166.2079,-6.062213,-5.673678,-5.752113,0,-0.3429796,-0.3453891
121714,2023-01-20 11:14:49.982805,524997173,-166.4252,-166.8137,-6.062213,-5.673678,-5.774225,0,-0.3730138,-0.3488925
121749,2023-01-20 11:14:50.082855,525097220,-167.0311,-167.4294,-6.062213,-5.663912,-5.791823,0,-0.2555555,-0.3579322
121783,2023-01-20 11:14:50.182869,525197234,-167.637,-168.0387,-6.062213,-5.660514,-5.714574,0,-0.3496423,-0.3430307
121817,2023-01-20 11:14:50.282847,525297210,-168.2428,-168.6509,-6.062213,-5.654127,-5.738634,0,-0.3099162,-0.3331543
121849,2023-01-20 11:14:50.382819,525397179,-168.8487,-169.246,-6.062213,-5.664967,-5.746727,0,-0.4367758,-0.3576954
121882,2023-01-20 11:14:50.482848,525497228,-169.4546,-169.8599,-6.062213,-5.656959,-5.71387,0,-0.3526374,-0.3723206
121915,2023-01-20 11:14:50.582803,525597208,-170.0605,-170.4617,-6.062213,-5.661022,-5.688885,0,-0.4258134,-0.3774666
121950,2023-01-20 11:14:50.682925,525697321,-170.6664,-171.075,-6.062213,-5.653639,-5.671029,0,-0.3852658,-0.3929323
121980,2023-01-20 11:14:50.782831,525797212,-171.2723,-171.6808,-6.062213,-5.653737,-5.65748,0,-0.4714068,-0.4048361
122014,2023-01-20 11:14:50.882818,525897186,-171.8782,-172.2937,-6.062213,-5.646725,-5.681222,0,-0.392577,-0.4139493
122044,2023-01-20 11:14:50.982819,525997175,-172.484,-172.8876,-6.062213,-5.658698,-5.670113,0,-0.4920238,-0.4326975
122079,2023-01-20 11:14:51.082811,526097168,-173.0899,-173.4956,-6.062213,-5.656569,-5.709768,0,-0.3792534,-0.4415812
122111,2023-01-20 11:14:51.182865,526197225,-173.6963,-174.0924,-6.062213,-5.666139,-5.67591,0,-0.4589963,-0.4383433
122145,2023-01-20 11:14:51.282824,526297205,-174.3031,-174.6896,-6.062213,-5.67569,-5.646945,0,-0.4757584,-0.4561573
122177,2023-01-20 11:14:51.382818,526397224,-174.9099,-175.2826,-6.062213,-5.689557,-5.632292,0,-0.5604701,-0.4711391
122210,2023-01-20 11:14:51.482798,526497208,-175.5167,-175.8943,-6.062213,-5.684693,-5.646461,0,-0.4416454,-0.4720128
122241,2023-01-20 11:14:51.582769,526597179,-176.1235,-176.4892,-6.062213,-5.696549,-5.679376,0,-0.4818443,-0.4737659
122276,2023-01-20 11:14:51.682806,526697204,-176.7304,-177.1117,-6.062213,-5.680904,-5.686123,0,-0.3663924,-0.4531985
122306,2023-01-20 11:14:51.782825,526797210,-177.3372,-177.7212,-6.062213,-5.67817,-5.692876,0,-0.3897805,-0.4090918
122340,2023-01-20 11:14:51.882799,526897183,-177.944,-178.3378,-6.062213,-5.668365,-5.710918,0,-0.3286318,-0.3846219
122370,2023-01-20 11:14:51.982836,526997223,-178.5508,-178.9462,-6.062213,-5.666764,-5.713274,0,-0.3708405,-0.3644893
122405,2023-01-20 11:14:52.082816,527097191,-179.1576,-179.5763,-6.062213,-5.643522,-5.727366,0,-0.1967217,-0.3308832
122437,2023-01-20 11:14:52.182842,527197203,-179.7644,-180.1855,-6.062213,-5.641139,-5.671156,0,-0.3482994,-0.2984228
122472,2023-01-20 11:14:52.275527,527297347,-180.3713,-180.8046,-6.062213,-5.628932,-5.69442,0,-0.2524796,-0.2854484
122504,2023-01-20 11:14:52.366383,527397178,-180.9781,-181.4085,-6.062213,-5.631744,-5.692933,0,-0.3312655,-0.2950326
122537,2023-01-20 11:14:52.463068,527497215,-181.5849,-182.0083,-6.062213,-5.638795,-5.717278,0,-0.3548244,-0.3500256
122568,2023-01-20 11:14:52.562988,527597184,-182.1917,-182.6134,-6.062213,-5.640533,-5.708158,0,-0.3389804,-0.3455224
122603,2023-01-20 11:14:52.670045,527697313,-182.7985,-183.2218,-6.062213,-5.638854,-5.694424,0,-0.2551518,-0.3378825
122633,2023-01-20 11:14:52.780937,527797208,-183.4053,-183.8256,-6.062213,-5.64192,-5.701105,0,-0.2909743,-0.2974308
122667,2023-01-20 11:14:52.875355,527897179,-184.0121,-184.4469,-6.062213,-5.627389,-5.712601,0,-0.1698182,-0.2604309
122697,2023-01-20 11:14:52.966373,527997187,-184.6189,-185.0547,-6.062213,-5.626432,-5.714705,0,-0.2008931,-0.2324567
122732,2023-01-20 11:14:53.069956,528097171,-185.2258,-185.6549,-6.062213,-5.633092,-5.693825,0,-0.2775539,-0.2595615
122764,2023-01-20 11:14:53.180985,528197215,-185.8326,-186.2577,-6.062213,-5.637057,-5.665107,0,-0.3248369,-0.2669835
122798,2023-01-20 11:14:53.275487,528297314,-186.4394,-186.875,-6.062213,-5.626588,-5.682299,0,-0.1927391,-0.2532581
122830,2023-01-20 11:14:53.366351,528397179,-187.0462,-187.4738,-6.062213,-5.634596,-5.694969,0,-0.2712446,-0.2391248
122863,2023-01-20 11:14:53.463039,528497202,-187.653,-188.0823,-6.062213,-5.632975,-5.676664,0,-0.2743946,-0.2676311
122894,2023-01-20 11:14:53.563054,528597218,-188.2598,-188.6914,-6.062213,-5.630611,-5.707463,0,-0.2382561,-0.2423881
122929,2023-01-20 11:14:53.663060,528697213,-188.8667,-189.2991,-6.062213,-5.629772,-5.684239,0,-0.1903943,-0.232838
122959,2023-01-20 11:14:53.763081,528797217,-189.4734,-189.9128,-6.062213,-5.622818,-5.719681,0,-0.1437346,-0.1950433
122993,2023-01-20 11:14:53.863054,528897198,-190.0802,-190.5359,-6.062213,-5.606588,-5.728324,0,-0.02995277,-0.1723042
123023,2023-01-20 11:14:53.963060,528997228,-190.687,-191.1563,-6.062213,-5.592916,-5.701575,0,-0.0413973,-0.08729732
123058,2023-01-20 11:14:54.062975,529097193,-191.2939,-191.7686,-6.062213,-5.587545,-5.649845,0,-0.1243909,-0.07430335
123090,2023-01-20 11:14:54.162932,529197216,-191.9007,-192.3689,-6.062213,-5.59401,-5.658106,0,-0.2221179,-0.1058836
123124,2023-01-20 11:14:54.262931,529297203,-192.5075,-192.9635,-6.062213,-5.606178,-5.675752,0,-0.2639773,-0.1841609
123156,2023-01-20 11:14:54.362966,529397180,-193.1143,-193.5619,-6.062213,-5.614615,-5.673506,0,-0.2314918,-0.2121044
123190,2023-01-20 11:14:54.462986,529497194,-193.7211,-194.1599,-6.062213,-5.623483,-5.64607,0,-0.2565175,-0.2289483
123221,2023-01-20 11:14:54.562991,529597224,-194.3279,-194.7517,-6.062213,-5.638502,-5.653443,0,-0.2519916,-0.2043146
123256,2023-01-20 11:14:54.669949,529697239,-194.9348,-195.3542,-6.062213,-5.642799,-5.71816,0,-0.1277187,-0.2073631
123286,2023-01-20 11:14:54.780967,529797223,-195.5416,-195.9584,-6.062213,-5.645416,-5.706437,0,-0.1173421,-0.1590442
123320,2023-01-20 11:14:54.875314,529897193,-196.1484,-196.5719,-6.062213,-5.638678,-5.689236,0,-0.09303635,-0.1208836
123349,2023-01-20 11:14:54.966295,529997254,-196.7552,-197.178,-6.062213,-5.63942,-5.699144,0,-0.1722574,-0.1266266
123384,2023-01-20 11:14:55.062861,530097187,-197.362,-197.7755,-6.062213,-5.648776,-5.702782,0,-0.2248463,-0.173583
123416,2023-01-20 11:14:55.162878,530197211,-197.9688,-198.3607,-6.062213,-5.670319,-5.669844,0,-0.3371262,-0.2196585
123451,2023-01-20 11:14:55.262968,530297330,-198.5756,-198.9543,-6.062213,-5.683502,-5.712676,0,-0.2716788,-0.2756913
123483,2023-01-20 11:14:55.362779,530397182,-199.1824,-199.5496,-6.062213,-5.695084,-5.702276,0,-0.2671068,-0.2654172
123516,2023-01-20 11:14:55.462776,530497196,-199.7893,-200.1474,-6.062213,-5.704127,-5.712435,0,-0.1834709,-0.2591677
123549,2023-01-20 11:14:55.562797,530597219,-200.3961,-200.7544,-6.062213,-5.703912,-5.742267,0,-0.1684901,-0.2282128
123584,2023-01-20 11:14:55.662798,530697205,-201.0029,-201.364,-6.062213,-5.70108,-5.694293,0,-0.2145512,-0.2172775
123614,2023-01-20 11:14:55.762820,530797202,-201.6097,-201.9734,-6.062213,-5.698522,-5.729186,0,-0.1881122,-0.19226
123648,2023-01-20 11:14:55.862849,530897237,-202.2165,-202.5775,-6.062213,-5.701275,-5.703806,0,-0.224054,-0.2244297
123678,2023-01-20 11:14:55.962767,530997179,-202.8233,-203.186,-6.062213,-5.699557,-5.697242,0,-0.2065212,-0.2098138
123713,2023-01-20 11:14:56.062774,531097183,-203.4302,-203.7864,-6.062213,-5.706022,-5.732917,0,-0.2219853,-0.2250216
123745,2023-01-20 11:14:56.162826,531197217,-204.037,-204.374,-6.062213,-5.725142,-5.710395,0,-0.3531972,-0.2727796
123779,2023-01-20 11:14:56.262825,531297206,-204.6438,-204.9633,-6.062213,-5.742682,-5.683654,0,-0.4063343,-0.3159921
123811,2023-01-20 11:14:56.362802,531397179,-205.2506,-205.549,-6.062213,-5.763775,-5.703243,0,-0.4134504,-0.3473958
123844,2023-01-20 11:14:56.462827,531497218,-205.8574,-206.13,-6.062213,-5.789615,-5.731465,0,-0.391315,-0.3895835
123875,2023-01-20 11:14:56.562840,531597254,-206.4642,-206.7173,-6.062213,-5.809107,-5.760034,0,-0.4230704,-0.3980741
123911,2023-01-20 11:14:56.662784,531697191,-207.071,-207.3056,-6.062213,-5.827682,-5.768394,0,-0.4514386,-0.4214855
123941,2023-01-20 11:14:56.762830,531797212,-207.6778,-207.8882,-6.062213,-5.851822,-5.752473,0,-0.5045113,-0.4469076
123975,2023-01-20 11:14:56.862802,531897176,-208.2847,-208.4745,-6.062213,-5.872369,-5.772868,0,-0.5192413,-0.4810332
124005,2023-01-20 11:14:56.962816,531997194,-208.8915,-209.0593,-6.062213,-5.894401,-5.761783,0,-0.5863094,-0.5121552
124040,2023-01-20 11:14:57.062907,532097286,-209.4983,-209.6395,-6.062213,-5.921021,-5.796412,0,-0.5950621,-0.5540876
124072,2023-01-20 11:14:57.162937,532197317,-210.1051,-210.2264,-6.062213,-5.940924,-5.814452,0,-0.5978673,-0.5660492
124106,2023-01-20 11:14:57.262812,532297204,-210.7119,-210.8176,-6.062213,-5.95653,-5.796583,0,-0.6040057,-0.5843866
124138,2023-01-20 11:14:57.362807,532397217,-211.3187,-211.4057,-6.062213,-5.975279,-5.870813,0,-0.5912319,-0.5891964
124171,2023-01-20 11:14:57.462777,532497196,-211.9256,-212.005,-6.062213,-5.98278,-5.853364,0,-0.5748585,-0.5848395
124251,2023-01-20 11:14:57.562752,532597173,-212.5324,-212.6076,-6.062213,-5.986939,-5.872659,0,-0.4988894,-0.5492089
124286,2023-01-20 11:14:57.662814,532697222,-213.1392,-213.2019,-6.062213,-5.99944,-5.91126,0,-0.5519086,-0.5487633
124316,2023-01-20 11:14:57.762814,532797199,-213.746,-213.8003,-6.062213,-6.007838,-5.877406,0,-0.603748,-0.5565178
124350,2023-01-20 11:14:57.862886,532897278,-214.3528,-214.4014,-6.062213,-6.01358,-5.890171,0,-0.5987149,-0.5746443
124380,2023-01-20 11:14:57.962792,532997208,-214.9596,-214.9973,-6.062213,-6.024537,-5.94915,0,-0.6139075,-0.5902607
124415,2023-01-20 11:14:58.062769,533097179,-215.5664,-215.5985,-6.062213,-6.030123,-5.907559,0,-0.6583049,-0.6085183
124447,2023-01-20 11:14:58.162822,533197207,-216.1732,-216.1994,-6.062213,-6.036002,-5.900005,0,-0.6591212,-0.6152061
124481,2023-01-20 11:14:58.262844,533297213,-216.7801,-216.802,-6.062213,-6.04024,-5.943338,0,-0.6244814,-0.6269788
124513,2023-01-20 11:14:58.362830,533397189,-217.3869,-217.4152,-6.062213,-6.033893,-5.925958,0,-0.5754077,-0.5895364
124546,2023-01-20 11:14:58.462868,533497245,-217.9937,-218.034,-6.062213,-6.021901,-5.982123,0,-0.4691738,-0.557493
124577,2023-01-20 11:14:58.562795,533597206,-218.6005,-218.6495,-6.062213,-6.013209,-5.967628,0,-0.506925,-0.5184789
124612,2023-01-20 11:14:58.662800,533697210,-219.2073,-219.2734,-6.062213,-5.996119,-5.968844,0,-0.4470068,-0.5070776
124643,2023-01-20 11:14:58.762800,533797187,-219.8141,-219.8975,-6.062213,-5.978873,-5.973839,0,-0.4153863,-0.4712635
124677,2023-01-20 11:14:58.862810,533897188,-220.4209,-220.5198,-6.062213,-5.963287,-5.925233,0,-0.4563551,-0.4708717
124707,2023-01-20 11:14:58.962822,533997198,-221.0277,-221.1496,-6.062213,-5.940358,-5.948022,0,-0.3812619,-0.428852
124743,2023-01-20 11:14:59.062804,534097180,-221.6346,-221.7761,-6.062213,-5.92065,-5.924258,0,-0.3921761,-0.4066643
124775,2023-01-20 11:14:59.162884,534197263,-222.2413,-222.3925,-6.062213,-5.911022,-5.922189,0,-0.4417948,-0.394952
124809,2023-01-20 11:14:59.262835,534297213,-222.8482,-223.0081,-6.062213,-5.902272,-5.931979,0,-0.4453672,-0.4232876
124841,2023-01-20 11:14:59.362806,534397181,-223.455,-223.618,-6.062213,-5.899244,-5.868548,0,-0.5252373,-0.445566
124874,2023-01-20 11:14:59.462813,534497205,-224.0618,-224.2296,-6.062213,-5.89442,-5.926128,0,-0.460376,-0.4749059
124905,2023-01-20 11:14:59.562762,534597182,-224.6686,-224.8511,-6.062213,-5.879694,-5.865664,0,-0.4279357,-0.437876
