LineNo,UTC_Approx,TimeUS,TPN,PN,DVN,TVN,VN,DAN,TAN,AN
43771,2023-01-20 11:10:53.966241,288497200,-112.8,-112.8049,-6.062179,-6.057208,-6.004739,0,-0.3088612,-0.3073856
43804,2023-01-20 11:10:54.062883,288597183,-113.4059,-113.414,-6.062179,-6.054015,-6.038256,0,-0.2296741,-0.309823
43837,2023-01-20 11:10:54.162946,288697207,-114.0117,-114.0266,-6.062179,-6.047345,-6.025904,0,-0.2062395,-0.266848
43871,2023-01-20 11:10:54.262964,288797211,-114.6176,-114.6425,-6.062179,-6.037335,-6.064186,0,-0.1350181,-0.2347825
43902,2023-01-20 11:10:54.362930,288897178,-115.2235,-115.2537,-6.062179,-6.031954,-6.045468,0,-0.1725128,-0.2147793
43935,2023-01-20 11:10:54.462912,288997229,-115.8294,-115.869,-6.062179,-6.022521,-6.071052,0,-0.1461882,-0.1995083
43968,2023-01-20 11:10:54.562788,289097214,-116.4352,-116.4822,-6.062179,-6.015235,-6.04072,0,-0.1843889,-0.1915193
44003,2023-01-20 11:10:54.662751,289197186,-117.0412,-117.0956,-6.062179,-6.007735,-6.041055,0,-0.173398,-0.2013744
44035,2023-01-20 11:10:54.762813,289297199,-117.647,-117.7189,-6.062179,-5.990363,-6.026374,0,-0.1142099,-0.1595135
44067,2023-01-20 11:10:54.862852,289397227,-118.2529,-118.3445,-6.062179,-5.970606,-6.031775,0,-0.05791882,-0.1249178
44098,2023-01-20 11:10:54.962792,289497177,-118.8588,-118.9644,-6.062179,-5.956583,-6.01435,0,-0.0665135,-0.09043985
44131,2023-01-20 11:10:55.062844,289597222,-119.4647,-119.5854,-6.062179,-5.941505,-6.015591,0,-0.08273525,-0.07956988
44164,2023-01-20 11:10:55.162859,289697220,-120.0706,-120.202,-6.062179,-5.930792,-5.997619,0,-0.09888568,-0.08385203
44198,2023-01-20 11:10:55.262842,289797204,-120.6765,-120.8115,-6.062179,-5.927169,-5.976694,0,-0.1710291,-0.1196765
44229,2023-01-20 11:10:55.362802,289897175,-121.2824,-121.4255,-6.062179,-5.919044,-5.965249,0,-0.1291637,-0.120963
44262,2023-01-20 11:10:55.462855,289997213,-121.8882,-122.0404,-6.062179,-5.909982,-5.944011,0,-0.1320669,-0.1240172
44297,2023-01-20 11:10:55.562888,290097215,-122.4941,-122.649,-6.062179,-5.907325,-5.95731,0,-0.1211178,-0.1260681
44331,2023-01-20 11:10:55.662898,290197227,-123.1,-123.2652,-6.062179,-5.896954,-5.95362,0,-0.09791091,-0.1334432
44363,2023-01-20 11:10:55.762901,290297252,-123.7059,-123.8816,-6.062179,-5.886436,-5.92013,0,-0.1121117,-0.1140224
44395,2023-01-20 11:10:55.862847,290397213,-124.3118,-124.49,-6.062179,-5.883986,-5.917477,0,-0.1413974,-0.1338904
44426,2023-01-20 11:10:55.962805,290497182,-124.9177,-125.1015,-6.062179,-5.87838,-5.883824,0,-0.1620602,-0.1298593
44460,2023-01-20 11:10:56.062814,290597197,-125.5236,-125.7071,-6.062179,-5.878595,-5.909461,0,-0.1809693,-0.1525872
44493,2023-01-20 11:10:56.162824,290697209,-126.1294,-126.3025,-6.062179,-5.889112,-5.860389,0,-0.2683159,-0.1982245
44527,2023-01-20 11:10:56.262825,290797208,-126.7353,-126.9052,-6.062179,-5.892306,-5.895164,0,-0.2405793,-0.2308028
44558,2023-01-20 11:10:56.362863,290897241,-127.3412,-127.5081,-6.062179,-5.895255,-5.841193,0,-0.2741852,-0.236661
44591,2023-01-20 11:10:56.462816,290997221,-127.9471,-128.1028,-6.062179,-5.906407,-5.869521,0,-0.2945578,-0.2625535
44624,2023-01-20 11:10:56.562745,291097197,-128.553,-128.701,-6.062179,-5.914171,-5.848783,0,-0.3303403,-0.2843278
44658,2023-01-20 11:10:56.662771,291197210,-129.1588,-129.298,-6.062179,-5.922989,-5.871239,0,-0.3420918,-0.3104727
44691,2023-01-20 11:10:56.762790,291297183,-129.7647,-129.8877,-6.062179,-5.939161,-5.870514,0,-0.3872185,-0.34679
44723,2023-01-20 11:10:56.862842,291397220,-130.3706,-130.4817,-6.062179,-5.951144,-5.883144,0,-0.3996114,-0.3767542
44754,2023-01-20 11:10:56.962806,291497189,-130.9765,-131.0748,-6.062179,-5.963917,-5.857157,0,-0.4354503,-0.3974081
44787,2023-01-20 11:10:57.062824,291597223,-131.5824,-131.6655,-6.062179,-5.979093,-5.907116,0,-0.4084767,-0.4203517
44820,2023-01-20 11:10:57.162793,291697213,-132.1883,-132.2642,-6.062179,-5.986222,-5.896441,0,-0.3867249,-0.4097462
44854,2023-01-20 11:10:57.262785,291797204,-132.7942,-132.8662,-6.062179,-5.990108,-5.934732,0,-0.3538976,-0.3928231
44885,2023-01-20 11:10:57.362778,291897183,-133.4,-133.4646,-6.062179,-5.997599,-5.904086,0,-0.3897256,-0.3739258
44918,2023-01-20 11:10:57.462775,291997185,-134.0059,-134.0642,-6.062179,-6.003937,-5.915558,0,-0.3867523,-0.3627339
44951,2023-01-20 11:10:57.562790,292097217,-134.6118,-134.6604,-6.062179,-6.013546,-5.93533,0,-0.39986,-0.3732778
44985,2023-01-20 11:10:57.662827,292197242,-135.2177,-135.2564,-6.062179,-6.023507,-5.962,0,-0.3774927,-0.3972113
45017,2023-01-20 11:10:57.762865,292297252,-135.8236,-135.862,-6.062179,-6.023741,-5.979864,0,-0.3282675,-0.3785779
45049,2023-01-20 11:10:57.862856,292397235,-136.4295,-136.4662,-6.062179,-6.025431,-5.982222,0,-0.3402237,-0.364675
45080,2023-01-20 11:10:57.962796,292497179,-137.0354,-137.0633,-6.062179,-6.03421,-5.982763,0,-0.3991183,-0.3725862
45113,2023-01-20 11:10:58.062795,292597178,-137.6412,-137.6664,-6.062179,-6.036983,-5.978835,0,-0.37923,-0.3758825
45146,2023-01-20 11:10:58.162855,292697237,-138.2471,-138.2692,-6.062179,-6.040079,-5.993483,0,-0.3710485,-0.3758
45180,2023-01-20 11:10:58.262842,292797217,-138.853,-138.8674,-6.062179,-6.047765,-6.007338,0,-0.3958822,-0.3908869
45211,2023-01-20 11:10:58.362859,292897225,-139.4589,-139.4727,-6.062179,-6.04836,-6.019216,0,-0.3607239,-0.3826635
45244,2023-01-20 11:10:58.462807,292997191,-140.0648,-140.0882,-6.062179,-6.03878,-6.007502,0,-0.2725211,-0.3560302
45277,2023-01-20 11:10:58.562762,293097180,-140.6707,-140.704,-6.062179,-6.02882,-6.033381,0,-0.2244591,-0.2929926
45311,2023-01-20 11:10:58.662797,293197206,-141.2765,-141.3288,-6.062179,-6.009943,-6.026427,0,-0.1458032,-0.2366625
45343,2023-01-20 11:10:58.762840,293297215,-141.8824,-141.9543,-6.062179,-5.990304,-6.056563,0,-0.09734317,-0.1751518
45375,2023-01-20 11:10:58.862833,293397200,-142.4883,-142.5673,-6.062179,-5.983204,-6.032905,0,-0.1826366,-0.1662801
45407,2023-01-20 11:10:58.962831,293497204,-143.0942,-143.181,-6.062179,-5.975343,-6.053971,0,-0.1890068,-0.1743675
45440,2023-01-20 11:10:59.062843,293597232,-143.7001,-143.8004,-6.062179,-5.961866,-6.028131,0,-0.1397839,-0.1819385
45473,2023-01-20 11:10:59.162804,293697214,-144.306,-144.4167,-6.062179,-5.951407,-6.016951,0,-0.1359143,-0.1471919
45507,2023-01-20 11:10:59.262790,293797198,-144.9118,-145.0391,-6.062179,-5.934923,-6.02103,0,-0.0592461,-0.1138101
45538,2023-01-20 11:10:59.362791,293897184,-145.5177,-145.6602,-6.062179,-5.919728,-5.980905,0,-0.08338425,-0.0750067
45620,2023-01-20 11:10:59.462779,293997181,-146.1236,-146.2665,-6.062179,-5.919279,-5.997941,0,-0.1359516,-0.08361945
45654,2023-01-20 11:10:59.562757,294097184,-146.7295,-146.8718,-6.062179,-5.919894,-5.946452,0,-0.1989955,-0.1212737
45688,2023-01-20 11:10:59.662874,294197308,-147.3354,-147.473,-6.062179,-5.924513,-5.98559,0,-0.1990018,-0.164997
45720,2023-01-20 11:10:59.762767,294297199,-147.9413,-148.0654,-6.062179,-5.938058,-5.958241,0,-0.2779687,-0.2175455
45752,2023-01-20 11:10:59.862780,294397194,-148.5472,-148.6567,-6.062179,-5.952609,-5.964151,0,-0.3482231,-0.259124
45783,2023-01-20 11:10:59.962823,294497209,-149.153,-149.2434,-6.062179,-5.971798,-5.943334,0,-0.4047178,-0.3184165
45816,2023-01-20 11:11:00.062822,294597200,-149.7589,-149.8287,-6.062179,-5.992404,-5.947079,0,-0.441603,-0.3665515
45849,2023-01-20 11:11:00.162822,294697203,-150.3648,-150.4235,-6.062179,-6.003458,-5.95136,0,-0.3773919,-0.3779816
45883,2023-01-20 11:11:00.262847,294797225,-150.9707,-151.0235,-6.062179,-6.009317,-5.97279,0,-0.3348379,-0.3715654
45914,2023-01-20 11:11:00.362866,294897237,-151.5766,-151.6214,-6.062179,-6.017354,-5.985713,0,-0.3314864,-0.351772
45947,2023-01-20 11:11:00.462799,294997190,-152.1825,-152.2268,-6.062179,-6.017872,-5.970841,0,-0.297032,-0.3356108
45982,2023-01-20 11:11:00.562751,295097180,-152.7884,-152.8333,-6.062179,-6.017237,-5.992127,0,-0.2460087,-0.3039215
46016,2023-01-20 11:11:00.662791,295197211,-153.3942,-153.4334,-6.062179,-6.023019,-6.037314,0,-0.2479877,-0.2919958
46048,2023-01-20 11:11:00.762824,295297208,-154.0001,-154.0393,-6.062179,-6.023038,-6.016356,0,-0.2673453,-0.2768188
46080,2023-01-20 11:11:00.862837,295397210,-154.606,-154.6433,-6.062179,-6.024845,-6.047964,0,-0.2489028,-0.2648912
46111,2023-01-20 11:11:00.962857,295497234,-155.2119,-155.2396,-6.062179,-6.034454,-5.99355,0,-0.3566585,-0.2830675
46145,2023-01-20 11:11:01.062879,295597259,-155.8178,-155.8403,-6.062179,-6.03962,-6.03694,0,-0.3135085,-0.3041199
46179,2023-01-20 11:11:01.162819,295697200,-156.4237,-156.4398,-6.062179,-6.046046,-6.01755,0,-0.3448428,-0.3230727
46213,2023-01-20 11:11:01.262824,295797200,-157.0295,-157.029,-6.062179,-6.062706,-6.029007,0,-0.4747244,-0.3551073
46244,2023-01-20 11:11:01.362826,295897192,-157.6354,-157.6217,-6.062179,-6.075861,-5.999417,0,-0.4941188,-0.4065134
46277,2023-01-20 11:11:01.462821,295997205,-158.2413,-158.2146,-6.062179,-6.088956,-5.990966,0,-0.5161485,-0.4382365
46310,2023-01-20 11:11:01.562771,296097189,-158.8472,-158.8023,-6.062179,-6.107071,-6.019207,0,-0.5009739,-0.467468
46344,2023-01-20 11:11:01.662884,296197310,-159.4531,-159.3992,-6.062179,-6.116076,-6.017687,0,-0.4834977,-0.4794679
46375,2023-01-20 11:11:01.762792,296297210,-160.059,-159.9986,-6.062179,-6.12254,-6.062623,0,-0.4516106,-0.4752128
46408,2023-01-20 11:11:01.862800,296397196,-160.6648,-160.5991,-6.062179,-6.12795,-6.020759,0,-0.4718928,-0.4663609
46439,2023-01-20 11:11:01.962826,296497191,-161.2707,-161.2103,-6.062179,-6.122628,-6.068539,0,-0.3693084,-0.4359581
46471,2023-01-20 11:11:02.062807,296597183,-161.8766,-161.8267,-6.062179,-6.11213,-6.055597,0,-0.3188993,-0.4018776
46504,2023-01-20 11:11:02.162799,296697211,-162.4825,-162.4399,-6.062179,-6.104737,-6.099824,0,-0.3175159,-0.3611514
46538,2023-01-20 11:11:02.262825,296797250,-163.0884,-163.0602,-6.062179,-6.090431,-6.08007,0,-0.2788827,-0.3352348
46569,2023-01-20 11:11:02.362760,296897185,-163.6943,-163.68,-6.062179,-6.076437,-6.082202,0,-0.2932039,-0.3085382
46602,2023-01-20 11:11:02.462759,296997185,-164.3002,-164.2956,-6.062179,-6.066749,-6.078777,0,-0.2923332,-0.3010673
46635,2023-01-20 11:11:02.562757,297097184,-164.9061,-164.9177,-6.062179,-6.050558,-6.057889,0,-0.2516101,-0.2694368
46669,2023-01-20 11:11:02.662797,297197212,-165.5119,-165.539,-6.062179,-6.035089,-6.089232,0,-0.1810957,-0.2476629
46701,2023-01-20 11:11:02.762804,297297199,-166.1178,-166.1528,-6.062179,-6.027179,-6.068007,0,-0.2521249,-0.2339049
46733,2023-01-20 11:11:02.857177,297397207,-166.7237,-166.7701,-6.062179,-6.015772,-6.077936,0,-0.2150534,-0.2374139
46764,2023-01-20 11:11:02.948220,297497234,-167.3296,-167.3853,-6.062179,-6.006456,-6.054083,0,-0.2321578,-0.2278126
46797,2023-01-20 11:11:03.043044,297597180,-167.9355,-167.9935,-6.062179,-6.004171,-6.032777,0,-0.2727017,-0.228449
46830,2023-01-20 11:11:03.143063,297697226,-168.5414,-168.607,-6.062179,-5.996515,-6.011127,0,-0.2289533,-0.2236278
46865,2023-01-20 11:11:03.247758,297797206,-169.1472,-169.2271,-6.062179,-5.982316,-6.027405,0,-0.1233198,-0.2036956
46896,2023-01-20 11:11:03.358743,297897200,-169.7531,-169.8449,-6.062179,-5.970401,-6.051548,0,-0.05624884,-0.1451751
46929,2023-01-20 11:11:03.457143,297997190,-170.359,-170.4666,-6.062179,-5.954523,-6.044314,0,0.0215483,-0.08681318
46962,2023-01-20 11:11:03.548136,298097221,-170.9649,-171.0858,-6.062179,-5.941319,-6.06928,0,0.04239277,-0.03786116
46996,2023-01-20 11:11:03.642971,298197207,-171.5708,-171.6983,-6.062179,-5.93462,-6.08227,0,0.05515923,-0.003098711
47028,2023-01-20 11:11:03.742965,298297199,-172.1767,-172.3157,-6.062179,-5.923116,-6.08343,0,0.08090422,0.01688555
47060,2023-01-20 11:11:03.842962,298397194,-172.7825,-172.9409,-6.062179,-5.903761,-6.070163,0,0.1475772,0.04662626
47091,2023-01-20 11:11:03.942954,298497185,-173.3884,-173.5641,-6.062179,-5.886476,-6.074052,0,0.1694324,0.1098194
47124,2023-01-20 11:11:04.042941,298597188,-173.9943,-174.195,-6.062179,-5.861475,-6.073908,0,0.2491989,0.1438877
47157,2023-01-20 11:11:04.142927,298697214,-174.6002,-174.8253,-6.062179,-5.837159,-6.032803,0,0.2185591,0.1957884
47191,2023-01-20 11:11:04.242952,298797245,-175.2061,-175.4451,-6.062179,-5.823195,-6.030062,0,0.2034006,0.2079016
47222,2023-01-20 11:11:04.342937,298897189,-175.812,-176.0658,-6.062179,-5.80839,-5.981477,0,0.1751632,0.1977907
47255,2023-01-20 11:11:04.442911,298997178,-176.4178,-176.6756,-6.062179,-5.804425,-5.984617,0,0.120096,0.170804
47288,2023-01-20 11:11:04.542812,299097169,-177.0237,-177.2715,-6.062179,-5.814425,-5.960822,0,0.003719978,0.1176666
47322,2023-01-20 11:11:04.642817,299197216,-177.6296,-177.8736,-6.062179,-5.818214,-5.904675,0,-0.01201684,0.06061991
47354,2023-01-20 11:11:04.742833,299297210,-178.2355,-178.4754,-6.062179,-5.822296,-5.923537,0,0.02845948,0.04317935
47386,2023-01-20 11:11:04.842876,299397238,-178.8414,-179.0761,-6.062179,-5.827452,-5.900733,0,0.0215815,0.02284102
47417,2023-01-20 11:11:04.942851,299497206,-179.4473,-179.6847,-6.062179,-5.824757,-5.87678,0,0.001503673,0.02651904
47450,2023-01-20 11:11:05.042844,299597202,-180.0532,-180.2929,-6.062179,-5.822472,-5.885553,0,0.0276589,0.01704433
47483,2023-01-20 11:11:05.142846,299697219,-180.6591,-180.8937,-6.062179,-5.82755,-5.872064,0,-0.04260068,0.009409726
47517,2023-01-20 11:11:05.242825,299797203,-181.2649,-181.4983,-6.062179,-5.82878,-5.861216,0,-0.04851739,-0.0219509
47549,2023-01-20 11:11:05.342797,299897168,-181.8708,-182.1003,-6.062179,-5.832667,-5.839173,0,-0.07353246,-0.04646143
47582,2023-01-20 11:11:05.442796,299997171,-182.4767,-182.6969,-6.062179,-5.841983,-5.860581,0,-0.1019499,-0.07569504
47617,2023-01-20 11:11:05.542833,300097226,-183.0826,-183.2987,-6.062179,-5.846124,-5.844941,0,-0.1066579,-0.08868995
47651,2023-01-20 11:11:05.642816,300197215,-183.6885,-183.8969,-6.062179,-5.853722,-5.834562,0,-0.1082253,-0.1074658
47683,2023-01-20 11:11:05.742820,300297207,-184.2944,-184.4869,-6.062179,-5.869659,-5.84813,0,-0.1962963,-0.124944
47715,2023-01-20 11:11:05.842854,300397193,-184.9002,-185.0808,-6.062179,-5.881573,-5.861773,0,-0.1449704,-0.1536441
47746,2023-01-20 11:11:05.942944,300497189,-185.5061,-185.6733,-6.062179,-5.895011,-5.834999,0,-0.2203351,-0.1723818
47779,2023-01-20 11:11:06.042966,300597199,-186.112,-186.2603,-6.062179,-5.913917,-5.829876,0,-0.2637407,-0.1933236
47812,2023-01-20 11:11:06.142923,300697253,-186.7179,-186.853,-6.062179,-5.92714,-5.855024,0,-0.262283,-0.2197958
47847,2023-01-20 11:11:06.242841,300797223,-187.3238,-187.4463,-6.062179,-5.939659,-5.889024,0,-0.2115125,-0.2242724
47878,2023-01-20 11:11:06.342812,300897187,-187.9297,-188.0339,-6.062179,-5.957921,-5.894231,0,-0.2697516,-0.2367811
47911,2023-01-20 11:11:06.442803,300997181,-188.5355,-188.6273,-6.062179,-5.970382,-5.861877,0,-0.3006631,-0.2608529
47944,2023-01-20 11:11:06.542791,301097187,-189.1414,-189.2202,-6.062179,-5.983429,-5.874265,0,-0.3333165,-0.2776777
47978,2023-01-20 11:11:06.642820,301197216,-189.7473,-189.8102,-6.062179,-5.999288,-5.929821,0,-0.2942781,-0.2893332
48010,2023-01-20 11:11:06.742831,301297203,-190.3532,-190.4088,-6.062179,-6.006632,-5.93944,0,-0.2545804,-0.2917494
48042,2023-01-20 11:11:06.842969,301397328,-190.9591,-191.0123,-6.062179,-6.008995,-5.951999,0,-0.2445271,-0.2869851
48073,2023-01-20 11:11:06.942830,301497190,-191.565,-191.6129,-6.062179,-6.014249,-5.939165,0,-0.2342033,-0.2590413
48106,2023-01-20 11:11:07.042820,301597186,-192.1709,-192.2275,-6.062179,-6.005518,-5.930352,0,-0.1844914,-0.2432732
48139,2023-01-20 11:11:07.142850,301697226,-192.7767,-192.8462,-6.062179,-5.992726,-5.967556,0,-0.1637499,-0.1923446
48173,2023-01-20 11:11:07.242820,301797197,-193.3826,-193.4587,-6.062179,-5.986104,-5.95665,0,-0.1642472,-0.1703092
48204,2023-01-20 11:11:07.342829,301897196,-193.9886,-194.0755,-6.062179,-5.975187,-5.924222,0,-0.2013816,-0.1746584
48237,2023-01-20 11:11:07.442942,301997312,-194.5944,-194.6906,-6.062179,-5.966026,-5.95111,0,-0.2167055,-0.1897323
48271,2023-01-20 11:11:07.542815,302097208,-195.2003,-195.297,-6.062179,-5.965479,-5.929098,0,-0.2791255,-0.2062892
48305,2023-01-20 11:11:07.642814,302197218,-195.8062,-195.9063,-6.062179,-5.962061,-5.94581,0,-0.2688652,-0.2513997
48337,2023-01-20 11:11:07.742797,302297198,-196.4121,-196.5126,-6.062179,-5.96169,-5.917845,0,-0.3104555,-0.2773153
48369,2023-01-20 11:11:07.842819,302397210,-197.0179,-197.1123,-6.062179,-5.967843,-5.885817,0,-0.384262,-0.3072465
48400,2023-01-20 11:11:07.942803,302497176,-197.6239,-197.7161,-6.062179,-5.969913,-5.876228,0,-0.40465,-0.3513785
48433,2023-01-20 11:11:08.042823,302597188,-198.2297,-198.319,-6.062179,-5.97294,-5.922972,0,-0.4068918,-0.3928514
48466,2023-01-20 11:11:08.142939,302697310,-198.8356,-198.9153,-6.062179,-5.982531,-5.848662,0,-0.4545745,-0.399742
48499,2023-01-20 11:11:08.242814,302797195,-199.4415,-199.5164,-6.062179,-5.987218,-5.891737,0,-0.4150743,-0.430425
48531,2023-01-20 11:11:08.342789,302897185,-200.0474,-200.1169,-6.062179,-5.992706,-5.910599,0,-0.4085802,-0.4227558
48564,2023-01-20 11:11:08.442778,302997184,-200.6536,-200.7105,-6.062179,-6.005343,-5.865305,0,-0.5077452,-0.4336045
48597,2023-01-20 11:11:08.542781,303097189,-201.2604,-201.3091,-6.062179,-6.013468,-5.896493,0,-0.5048317,-0.4669028
48631,2023-01-20 11:11:08.642810,303197208,-201.8672,-201.9135,-6.062179,-6.01587,-5.875033,0,-0.521161,-0.4956711
48663,2023-01-20 11:11:08.742935,303297307,-202.4741,-202.5149,-6.062179,-6.021339,-5.8994,0,-0.4966294,-0.489705
48695,2023-01-20 11:11:08.842849,303397207,-203.0809,-203.1184,-6.062179,-6.024601,-5.900062,0,-0.5338898,-0.5027685
48726,2023-01-20 11:11:08.942827,303497188,-203.6877,-203.7188,-6.062179,-6.031085,-5.914728,0,-0.5655374,-0.522116
48759,2023-01-20 11:11:09.042804,303597172,-204.2945,-204.3178,-6.062179,-6.038878,-5.897967,0,-0.5871616,-0.5397127
48792,2023-01-20 11:11:09.142861,303697239,-204.9013,-204.91,-6.062179,-6.053429,-5.937304,0,-0.5820375,-0.5746383
48825,2023-01-20 11:11:09.242837,303797215,-205.5081,-205.5123,-6.062179,-6.05794,-5.946259,0,-0.558317,-0.5738645
48857,2023-01-20 11:11:09.342846,303897211,-206.1149,-206.1176,-6.062179,-6.059464,-5.948537,0,-0.4925073,-0.5422296
48890,2023-01-20 11:11:09.442875,303997245,-206.7217,-206.718,-6.062179,-6.065851,-5.94208,0,-0.4915419,-0.5255819
48924,2023-01-20 11:11:09.542784,304097183,-207.3286,-207.3247,-6.062179,-6.065988,-6.005769,0,-0.4630448,-0.5012829
48958,2023-01-20 11:11:09.642815,304197219,-207.9353,-207.9391,-6.062179,-6.058468,-5.999918,0,-0.4399435,-0.4870217
48991,2023-01-20 11:11:09.742811,304297188,-208.5421,-208.552,-6.062179,-6.052296,-6.021516,0,-0.3807692,-0.4499384
49023,2023-01-20 11:11:09.842847,304397211,-209.1489,-209.1592,-6.062179,-6.051944,-6.012391,0,-0.4657119,-0.4373099
49054,2023-01-20 11:11:09.942822,304497190,-209.7558,-209.7583,-6.062179,-6.059659,-5.942787,0,-0.6000108,-0.4774641
49087,2023-01-20 11:11:10.042854,304597227,-210.3626,-210.35,-6.062179,-6.074757,-6.029786,0,-0.5800292,-0.5347834
49120,2023-01-20 11:11:10.142837,304697218,-210.9694,-210.9469,-6.062179,-6.084698,-6.013755,0,-0.6391803,-0.5707632
49153,2023-01-20 11:11:10.242819,304797208,-211.5762,-211.5511,-6.062179,-6.087276,-5.991388,0,-0.5420904,-0.5738633
49185,2023-01-20 11:11:10.342782,304897181,-212.183,-212.1546,-6.062179,-6.090538,-6.01354,0,-0.5201895,-0.551839
49218,2023-01-20 11:11:10.442773,304997178,-212.7898,-212.7682,-6.062179,-6.083722,-6.040105,0,-0.4039375,-0.5076922
49253,2023-01-20 11:11:10.542772,305097181,-213.3966,-213.384,-6.062179,-6.074854,-6.072492,0,-0.3583158,-0.4442471
49287,2023-01-20 11:11:10.642821,305197222,-214.0034,-213.9947,-6.062179,-6.07089,-6.024078,0,-0.4167262,-0.4327394
49319,2023-01-20 11:11:10.742875,305297252,-214.6103,-214.6121,-6.062179,-6.060343,-6.065403,0,-0.3657458,-0.3998279
49351,2023-01-20 11:11:10.842831,305397207,-215.2171,-215.2328,-6.062179,-6.046437,-6.059269,0,-0.2970502,-0.3759267
49382,2023-01-20 11:11:10.942777,305497180,-215.8239,-215.8491,-6.062179,-6.036905,-6.089856,0,-0.2798227,-0.3446492
49415,2023-01-20 11:11:11.042769,305597180,-216.4307,-216.4638,-6.062179,-6.029073,-6.051323,0,-0.335359,-0.3124836
49448,2023-01-20 11:11:11.143124,305697515,-217.0375,-217.0723,-6.062179,-6.027374,-6.045769,0,-0.3650003,-0.3293896
49481,2023-01-20 11:11:11.242829,305797205,-217.6443,-217.6753,-6.062179,-6.031163,-6.052004,0,-0.3938056,-0.35808
49514,2023-01-20 11:11:11.342872,305897240,-218.2511,-218.2844,-6.062179,-6.028937,-6.085144,0,-0.3411953,-0.3615237
49547,2023-01-20 11:11:11.442816,305997187,-218.8579,-218.89,-6.062179,-6.030148,-6.045947,0,-0.3830353,-0.3532391
49580,2023-01-20 11:11:11.542792,306097181,-219.4647,-219.4873,-6.062179,-6.039601,-6.043456,0,-0.4015243,-0.3704087
49616,2023-01-20 11:11:11.642828,306197212,-220.0715,-220.0916,-6.062179,-6.04214,-6.066638,0,-0.3556201,-0.3646516
49648,2023-01-20 11:11:11.742860,306297208,-220.6784,-220.6964,-6.062179,-6.044093,-6.092824,0,-0.3274245,-0.3630659
49681,2023-01-20 11:11:11.838992,306397186,-221.2852,-221.293,-6.062179,-6.054347,-6.053099,0,-0.4514869,-0.3769619
49712,2023-01-20 11:11:11.930006,306497226,-221.892,-221.8939,-6.062179,-6.060225,-6.051556,0,-0.4395213,-0.4006744
49745,2023-01-20 11:11:12.023073,306597233,-222.4988,-222.4967,-6.062179,-6.064229,-6.075222,0,-0.3888586,-0.4129297
49778,2023-01-20 11:11:12.123347,306697500,-223.1056,-223.0963,-6.062179,-6.071456,-6.067588,0,-0.4237921,-0.4232119
49811,2023-01-20 11:11:12.223041,306797197,-223.7124,-223.7007,-6.062179,-6.073897,-6.093164,0,-0.3822063,-0.4161977
49843,2023-01-20 11:11:12.322989,306897186,-224.3192,-224.3023,-6.062179,-6.079054,-6.060286,0,-0.4018658,-0.4114175
49875,2023-01-20 11:11:12.422963,306997188,-224.926,-224.8982,-6.062179,-6.09003,-6.091468,0,-0.4272381,-0.4201024
49908,2023-01-20 11:11:12.522973,307097186,-225.5329,-225.499,-6.062179,-6.096066,-6.09662,0,-0.4007601,-0.4177562
49942,2023-01-20 11:11:12.623122,307197329,-226.1396,-226.0993,-6.062179,-6.10253,-6.078442,0,-0.425135,-0.401718
49974,2023-01-20 11:11:12.723003,307297225,-226.7464,-226.6879,-6.062179,-6.120714,-6.133192,0,-0.4083489,-0.4194112
50006,2023-01-20 11:11:12.823004,307397246,-227.3532,-227.2901,-6.062179,-6.125304,-6.114855,0,-0.3589278,-0.4116899
50037,2023-01-20 11:11:12.922917,307497200,-227.9601,-227.902,-6.062179,-6.120206,-6.165559,0,-0.2485821,-0.3610682
50070,2023-01-20 11:11:13.022888,307597194,-228.5669,-228.5115,-6.062179,-6.117569,-6.169751,0,-0.2214191,-0.3108186
50103,2023-01-20 11:11:13.123221,307697493,-229.1737,-229.1315,-6.062179,-6.104425,-6.17239,0,-0.1653042,-0.2467134
50136,2023-01-20 11:11:13.222959,307797214,-229.7805,-229.7508,-6.062179,-6.091847,-6.159899,0,-0.1696827,-0.1945233
50168,2023-01-20 11:11:13.322926,307897219,-230.3873,-230.3631,-6.062179,-6.086398,-6.146249,0,-0.1727417,-0.1765462
50201,2023-01-20 11:11:13.422880,307997202,-230.9941,-230.9844,-6.062179,-6.071867,-6.200209,0,-0.1090129,-0.1614283
50234,2023-01-20 11:11:13.522846,308097170,-231.6009,-231.6119,-6.062179,-6.051241,-6.164766,0,-0.06075845,-0.1243321
50268,2023-01-20 11:11:13.625424,308197210,-232.2077,-232.2324,-6.062179,-6.03753,-6.170823,0,-0.02709463,-0.09881058
50300,2023-01-20 11:11:13.736522,308297207,-232.8146,-232.8627,-6.062179,-6.014034,-6.153382,0,0.02769928,-0.04755544
50332,2023-01-20 11:11:13.838991,308397208,-233.4214,-233.4882,-6.062179,-5.995304,-6.144122,0,-0.009759104,-0.01207207
50363,2023-01-20 11:11:13.929968,308497228,-234.0282,-234.1031,-6.062179,-5.987237,-6.130315,0,-0.04489103,-0.02233232
50397,2023-01-20 11:11:14.022999,308597232,-234.6349,-234.7222,-6.062179,-5.974972,-6.110209,0,-0.04682352,-0.03089183
50430,2023-01-20 11:11:14.123219,308697509,-235.2418,-235.3429,-6.062179,-5.961066,-6.082526,0,-0.05092691,-0.02740548
