LineNo,UTC_Approx,TimeUS,Id,Pri,Total,Free,Name
49658,2023-01-20 11:11:11.834065,306391771,10,60,656,248,UART3
49688,2023-01-20 11:11:11.925935,306492752,11,60,656,264,UART4
49725,2023-01-20 11:11:12.020486,306594646,12,60,656,264,UART5
49756,2023-01-20 11:11:12.120501,306694654,13,176,1360,856,I2C0
49791,2023-01-20 11:11:12.221518,306795674,14,59,1616,896,OSD
49823,2023-01-20 11:11:12.321512,306895708,15,59,1912,416,log_io
49880,2023-01-20 11:11:12.423213,306997438,16,181,1360,720,SPI1
49913,2023-01-20 11:11:12.525255,307099467,255,255,1536,1264,ISR
49947,2023-01-20 11:11:12.625269,307199476,0,182,7168,5360,ArduCopter
49979,2023-01-20 11:11:12.726352,307300574,1,1,352,144,idle
50011,2023-01-20 11:11:12.827551,307401795,2,60,1104,768,UART_RX
50042,2023-01-20 11:11:12.928508,307502793,3,60,656,400,OTG1
50075,2023-01-20 11:11:13.029888,307604192,4,183,1360,1016,monitor
50108,2023-01-20 11:11:13.131431,307705700,5,181,1872,1488,timer
50141,2023-01-20 11:11:13.233832,307808091,6,181,848,616,rcout
50173,2023-01-20 11:11:13.334897,307909194,7,177,1360,736,rcin
50206,2023-01-20 11:11:13.435899,308010222,8,58,2384,1432,io
50239,2023-01-20 11:11:13.535907,308110232,9,59,1360,792,storage
50273,2023-01-20 11:11:13.641551,308211725,10,60,656,248,UART3
50305,2023-01-20 11:11:13.753775,308312736,11,60,656,264,UART4
50337,2023-01-20 11:11:13.853118,308412740,12,60,656,264,UART5
50368,2023-01-20 11:11:13.944114,308512780,13,176,1360,856,I2C0
50403,2023-01-20 11:11:14.040158,308614401,14,59,1616,896,OSD
50435,2023-01-20 11:11:14.139957,308714256,15,59,1912,416,log_io
50470,2023-01-20 11:11:14.240016,308814357,16,181,1360,720,SPI1
50501,2023-01-20 11:11:14.339876,308914237,255,255,1536,1264,ISR
50534,2023-01-20 11:11:14.441013,309015391,0,182,7168,5360,ArduCopter
50566,2023-01-20 11:11:14.542381,309116770,1,1,352,144,idle
50601,2023-01-20 11:11:14.642363,309216750,2,60,1104,768,UART_RX
50632,2023-01-20 11:11:14.743454,309317818,3,60,656,400,OTG1
50665,2023-01-20 11:11:14.845424,309419782,4,183,1360,1016,monitor
50695,2023-01-20 11:11:14.946401,309520771,5,181,1872,1488,timer
50729,2023-01-20 11:11:15.047415,309621795,6,181,848,616,rcout
50761,2023-01-20 11:11:15.147419,309721807,7,177,1360,736,rcin
50796,2023-01-20 11:11:15.247433,309821820,8,58,2384,1432,io
50827,2023-01-20 11:11:15.348469,309922846,9,59,1360,792,storage
50860,2023-01-20 11:11:15.449811,310024199,10,60,656,248,UART3
50894,2023-01-20 11:11:15.549775,310124196,11,60,656,264,UART4
50929,2023-01-20 11:11:15.650891,310225317,12,60,656,264,UART5
50960,2023-01-20 11:11:15.750924,310325329,13,176,1360,856,I2C0
50993,2023-01-20 11:11:15.852367,310426756,14,59,1616,896,OSD
51023,2023-01-20 11:11:15.953384,310527760,15,59,1912,416,log_io
51106,2023-01-20 11:11:16.053401,310627776,16,181,1360,720,SPI1
51139,2023-01-20 11:11:16.154829,310729213,255,255,1536,1264,ISR
51174,2023-01-20 11:11:16.254844,310829228,0,182,7168,5360,ArduCopter
51205,2023-01-20 11:11:16.355949,310930327,1,1,352,144,idle
51239,2023-01-20 11:11:16.456163,311030554,2,60,1104,768,UART_RX
51271,2023-01-20 11:11:16.557904,311132323,3,60,656,400,OTG1
51306,2023-01-20 11:11:16.658917,311233337,4,183,1360,1016,monitor
51338,2023-01-20 11:11:16.759993,311334394,5,181,1872,1488,timer
51370,2023-01-20 11:11:16.860937,311435335,6,181,848,616,rcout
51401,2023-01-20 11:11:16.960979,311535386,7,177,1360,736,rcin
51434,2023-01-20 11:11:17.062345,311636750,8,58,2384,1432,io
51467,2023-01-20 11:11:17.162376,311736772,9,59,1360,792,storage
51501,2023-01-20 11:11:17.262436,311836825,10,60,656,248,UART3
51533,2023-01-20 11:11:17.362397,311936780,11,60,656,264,UART4
51565,2023-01-20 11:11:17.463494,312037887,12,60,656,264,UART5
51598,2023-01-20 11:11:17.564929,312139340,13,176,1360,856,I2C0
51632,2023-01-20 11:11:17.665841,312240253,14,59,1616,896,OSD
51664,2023-01-20 11:11:17.767324,312341728,15,59,1912,416,log_io
51696,2023-01-20 11:11:17.867342,312441732,16,181,1360,720,SPI1
51727,2023-01-20 11:11:17.968408,312542782,255,255,1536,1264,ISR
51760,2023-01-20 11:11:18.068413,312642790,0,182,7168,5360,ArduCopter
51793,2023-01-20 11:11:18.168704,312743091,1,1,352,144,idle
51828,2023-01-20 11:11:18.272428,312846813,2,60,1104,768,UART_RX
51860,2023-01-20 11:11:18.372425,312946803,3,60,656,400,OTG1
51892,2023-01-20 11:11:18.472436,313046828,4,183,1360,1016,monitor
51925,2023-01-20 11:11:18.573383,313147797,5,181,1872,1488,timer
51960,2023-01-20 11:11:18.673753,313248170,6,181,848,616,rcout
51991,2023-01-20 11:11:18.774785,313349199,7,177,1360,736,rcin
52023,2023-01-20 11:11:18.874774,313449174,8,58,2384,1432,io
52054,2023-01-20 11:11:18.974814,313549196,9,59,1360,792,storage
52087,2023-01-20 11:11:19.074844,313649228,10,60,656,248,UART3
52120,2023-01-20 11:11:19.175111,313749504,11,60,656,264,UART4
52154,2023-01-20 11:11:19.276313,313850700,12,60,656,264,UART5
52186,2023-01-20 11:11:19.377364,313951740,13,176,1360,856,I2C0
52218,2023-01-20 11:11:19.477301,314051707,14,59,1616,896,OSD
52252,2023-01-20 11:11:19.577297,314151746,15,59,1912,416,log_io
52287,2023-01-20 11:11:19.677325,314251755,16,181,1360,720,SPI1
52318,2023-01-20 11:11:19.778363,314352756,255,255,1536,1264,ISR
52351,2023-01-20 11:11:19.879965,314454347,0,182,7168,5360,ArduCopter
52381,2023-01-20 11:11:19.979857,314554236,1,1,352,144,idle
52415,2023-01-20 11:11:20.081017,314655410,2,60,1104,768,UART_RX
52447,2023-01-20 11:11:20.182720,314757131,3,60,656,400,OTG1
52482,2023-01-20 11:11:20.282670,314857067,4,183,1360,1016,monitor
52513,2023-01-20 11:11:20.383746,314958123,5,181,1872,1488,timer
52547,2023-01-20 11:11:20.485295,315059679,6,181,848,616,rcout
52581,2023-01-20 11:11:20.585284,315159679,7,177,1360,736,rcin
52617,2023-01-20 11:11:20.685277,315259672,8,58,2384,1432,io
52647,2023-01-20 11:11:20.786396,315360789,9,59,1360,792,storage
52680,2023-01-20 11:11:20.887366,315461750,10,60,656,248,UART3
52710,2023-01-20 11:11:20.987403,315561777,11,60,656,264,UART4
52744,2023-01-20 11:11:21.088458,315662832,12,60,656,264,UART5
52776,2023-01-20 11:11:21.189967,315764343,13,176,1360,856,I2C0
52811,2023-01-20 11:11:21.290975,315865331,14,59,1616,896,OSD
52842,2023-01-20 11:11:21.392398,315966733,15,59,1912,416,log_io
52875,2023-01-20 11:11:21.492367,316066759,16,181,1360,720,SPI1
52908,2023-01-20 11:11:21.592341,316166797,255,255,1536,1264,ISR
52944,2023-01-20 11:11:21.693405,316267809,0,182,7168,5360,ArduCopter
52974,2023-01-20 11:11:21.795321,316369663,1,1,352,144,idle
53007,2023-01-20 11:11:21.895198,316469545,2,60,1104,768,UART_RX
53037,2023-01-20 11:11:21.996386,316570742,3,60,656,400,OTG1
53071,2023-01-20 11:11:22.088500,316671797,4,183,1360,1016,monitor
53103,2023-01-20 11:11:22.179374,316771853,5,181,1872,1488,timer
53138,2023-01-20 11:11:22.278238,316872774,6,181,848,616,rcout
53169,2023-01-20 11:11:22.378326,316972828,7,177,1360,736,rcin
53202,2023-01-20 11:11:22.478320,317072840,8,58,2384,1432,io
53235,2023-01-20 11:11:22.578377,317172930,9,59,1360,792,storage
53271,2023-01-20 11:11:22.679700,317274249,10,60,656,248,UART3
53302,2023-01-20 11:11:22.780019,317374554,11,60,656,264,UART4
53334,2023-01-20 11:11:22.880783,317475367,12,60,656,264,UART5
53365,2023-01-20 11:11:22.980749,317575398,13,176,1360,856,I2C0
53398,2023-01-20 11:11:23.082109,317676757,14,59,1616,896,OSD
53431,2023-01-20 11:11:23.182319,317776952,15,59,1912,416,log_io
53465,2023-01-20 11:11:23.283151,317877781,16,181,1360,720,SPI1
53497,2023-01-20 11:11:23.383331,317977962,255,255,1536,1264,ISR
53529,2023-01-20 11:11:23.484554,318079216,0,182,7168,5360,ArduCopter
53562,2023-01-20 11:11:23.584626,318179325,1,1,352,144,idle
53597,2023-01-20 11:11:23.685674,318280350,2,60,1104,768,UART_RX
53628,2023-01-20 11:11:23.785742,318380385,3,60,656,400,OTG1
53660,2023-01-20 11:11:23.887436,318482061,4,183,1360,1016,monitor
53692,2023-01-20 11:11:23.987413,318582023,5,181,1872,1488,timer
53724,2023-01-20 11:11:24.088499,318683068,6,181,848,616,rcout
53757,2023-01-20 11:11:24.188574,318783100,7,177,1360,736,rcin
53791,2023-01-20 11:11:24.289663,318884221,8,58,2384,1432,io
53823,2023-01-20 11:11:24.390644,318985244,9,59,1360,792,storage
53855,2023-01-20 11:11:24.490716,319085343,10,60,656,248,UART3
53888,2023-01-20 11:11:24.592107,319186760,11,60,656,264,UART4
53923,2023-01-20 11:11:24.693121,319287775,12,60,656,264,UART5
53955,2023-01-20 11:11:24.793138,319387791,13,176,1360,856,I2C0
53987,2023-01-20 11:11:24.894536,319489181,14,59,1616,896,OSD
54019,2023-01-20 11:11:24.994555,319589192,15,59,1912,416,log_io
54051,2023-01-20 11:11:25.094801,319689442,16,181,1360,720,SPI1
54084,2023-01-20 11:11:25.195610,319790255,255,255,1536,1264,ISR
54118,2023-01-20 11:11:25.297111,319891745,0,182,7168,5360,ArduCopter
54150,2023-01-20 11:11:25.397095,319991717,1,1,352,144,idle
54182,2023-01-20 11:11:25.498114,320092791,2,60,1104,768,UART_RX
54222,2023-01-20 11:11:25.600351,320195085,3,60,656,400,OTG1
54256,2023-01-20 11:11:25.700001,320294683,4,183,1360,1016,monitor
54312,2023-01-20 11:11:25.802842,320397473,5,181,1872,1488,timer
54343,2023-01-20 11:11:25.911160,320505782,6,181,848,616,rcout
54376,2023-01-20 11:11:26.004836,320599452,7,177,1360,736,rcin
54409,2023-01-20 11:11:26.104823,320699471,8,58,2384,1432,io
54441,2023-01-20 11:11:26.214921,320809596,9,59,1360,792,storage
54475,2023-01-20 11:11:26.317132,320911782,10,60,656,248,UART3
54507,2023-01-20 11:11:26.418114,321012748,11,60,656,264,UART4
54540,2023-01-20 11:11:26.519584,321114238,12,60,656,264,UART5
54576,2023-01-20 11:11:26.619656,321214326,13,176,1360,856,I2C0
54607,2023-01-20 11:11:26.719567,321314235,14,59,1616,896,OSD
54640,2023-01-20 11:11:26.820714,321415375,15,59,1912,416,log_io
54671,2023-01-20 11:11:26.922103,321516740,16,181,1360,720,SPI1
54705,2023-01-20 11:11:27.022227,321616847,255,255,1536,1264,ISR
54737,2023-01-20 11:11:27.125455,321720083,0,182,7168,5360,ArduCopter
54771,2023-01-20 11:11:27.227202,321821836,1,1,352,144,idle
54803,2023-01-20 11:11:27.328186,321922818,2,60,1104,768,UART_RX
54836,2023-01-20 11:11:27.429689,322024323,3,60,656,400,OTG1
54868,2023-01-20 11:11:27.529562,322124208,4,183,1360,1016,monitor
54903,2023-01-20 11:11:27.629551,322224201,5,181,1872,1488,timer
54934,2023-01-20 11:11:27.730726,322325361,6,181,848,616,rcout
54967,2023-01-20 11:11:27.832131,322426754,7,177,1360,736,rcin
54997,2023-01-20 11:11:27.932114,322526729,8,58,2384,1432,io
55031,2023-01-20 11:11:28.032149,322626769,9,59,1360,792,storage
55063,2023-01-20 11:11:28.133152,322727804,10,60,656,248,UART3
55097,2023-01-20 11:11:28.234594,322829257,11,60,656,264,UART4
55129,2023-01-20 11:11:28.335676,322930311,12,60,656,264,UART5
55162,2023-01-20 11:11:28.435702,323030330,13,176,1360,856,I2C0
55194,2023-01-20 11:11:28.537573,323132233,14,59,1616,896,OSD
55229,2023-01-20 11:11:28.637508,323232192,15,59,1912,416,log_io
55260,2023-01-20 11:11:28.737533,323332226,16,181,1360,720,SPI1
55293,2023-01-20 11:11:28.838560,323433246,255,255,1536,1264,ISR
55324,2023-01-20 11:11:28.938601,323533254,0,182,7168,5360,ArduCopter
55358,2023-01-20 11:11:29.038741,323633375,1,1,352,144,idle
55391,2023-01-20 11:11:29.139742,323734378,2,60,1104,768,UART_RX
55424,2023-01-20 11:11:29.240689,323835328,3,60,656,400,OTG1
55457,2023-01-20 11:11:29.340792,323935437,4,183,1360,1016,monitor
55489,2023-01-20 11:11:29.442095,324036759,5,181,1872,1488,timer
55523,2023-01-20 11:11:29.542063,324136766,6,181,848,616,rcout
55557,2023-01-20 11:11:29.642063,324236774,7,177,1360,736,rcin
55589,2023-01-20 11:11:29.742087,324336761,8,58,2384,1432,io
55621,2023-01-20 11:11:29.843302,324437944,9,59,1360,792,storage
55652,2023-01-20 11:11:29.944619,324539236,10,60,656,248,UART3
55685,2023-01-20 11:11:30.045636,324640247,11,60,656,264,UART4
55718,2023-01-20 11:11:30.147443,324742072,12,60,656,264,UART5
55751,2023-01-20 11:11:30.248141,324842772,13,176,1360,856,I2C0
55784,2023-01-20 11:11:30.352150,324946766,14,59,1616,896,OSD
55816,2023-01-20 11:11:30.452124,325046743,15,59,1912,416,log_io
55851,2023-01-20 11:11:30.552115,325146754,16,181,1360,720,SPI1
55886,2023-01-20 11:11:30.652500,325247148,255,255,1536,1264,ISR
55917,2023-01-20 11:11:30.753468,325348117,0,182,7168,5360,ArduCopter
55949,2023-01-20 11:11:30.849724,325449228,1,1,352,144,idle
55980,2023-01-20 11:11:30.940837,325549237,2,60,1104,768,UART_RX
56013,2023-01-20 11:11:31.036099,325650275,3,60,656,400,OTG1
56047,2023-01-20 11:11:31.136357,325750530,4,183,1360,1016,monitor
56080,2023-01-20 11:11:31.237517,325851696,5,181,1872,1488,timer
56113,2023-01-20 11:11:31.337494,325951694,6,181,848,616,rcout
56145,2023-01-20 11:11:31.437492,326051730,7,177,1360,736,rcin
56178,2023-01-20 11:11:31.537407,326151713,8,58,2384,1432,io
56213,2023-01-20 11:11:31.637419,326251736,9,59,1360,792,storage
56245,2023-01-20 11:11:31.738766,326352999,10,60,656,248,UART3
56278,2023-01-20 11:11:31.844561,326454380,11,60,656,264,UART4
56308,2023-01-20 11:11:31.956484,326555345,12,60,656,264,UART5
56342,2023-01-20 11:11:32.055299,326655363,13,176,1360,856,I2C0
56374,2023-01-20 11:11:32.147894,326757105,14,59,1616,896,OSD
56408,2023-01-20 11:11:32.242690,326857052,15,59,1912,416,log_io
56440,2023-01-20 11:11:32.343737,326958107,16,181,1360,720,SPI1
56473,2023-01-20 11:11:32.443764,327058134,255,255,1536,1264,ISR
56505,2023-01-20 11:11:32.543782,327158142,0,182,7168,5360,ArduCopter
56590,2023-01-20 11:11:32.647729,327262057,1,1,352,144,idle
56620,2023-01-20 11:11:32.748660,327362932,2,60,1104,768,UART_RX
56653,2023-01-20 11:11:32.850055,327464327,3,60,656,400,OTG1
56683,2023-01-20 11:11:32.950986,327565314,4,183,1360,1016,monitor
56717,2023-01-20 11:11:33.052422,327666778,5,181,1872,1488,timer
56749,2023-01-20 11:11:33.152396,327766754,6,181,848,616,rcout
56784,2023-01-20 11:11:33.253420,327867786,7,177,1360,736,rcin
56816,2023-01-20 11:11:33.355137,327969517,8,58,2384,1432,io
56849,2023-01-20 11:11:33.455180,328069574,9,59,1360,792,storage
56881,2023-01-20 11:11:33.556189,328170598,10,60,656,248,UART3
56917,2023-01-20 11:11:33.657347,328271746,11,60,656,264,UART4
56947,2023-01-20 11:11:33.757425,328371797,12,60,656,264,UART5
56980,2023-01-20 11:11:33.858476,328472839,13,176,1360,856,I2C0
57011,2023-01-20 11:11:33.959964,328574331,14,59,1616,896,OSD
57044,2023-01-20 11:11:34.060151,328674531,15,59,1912,416,log_io
57077,2023-01-20 11:11:34.160966,328775365,16,181,1360,720,SPI1
57111,2023-01-20 11:11:34.262347,328876746,255,255,1536,1264,ISR
57143,2023-01-20 11:11:34.362354,328976740,0,182,7168,5360,ArduCopter
57175,2023-01-20 11:11:34.463401,329077793,1,1,352,144,idle
57208,2023-01-20 11:11:34.563438,329177846,2,60,1104,768,UART_RX
57243,2023-01-20 11:11:34.663470,329277881,3,60,656,400,OTG1
57274,2023-01-20 11:11:34.764968,329379375,4,183,1360,1016,monitor
57306,2023-01-20 11:11:34.865852,329480243,5,181,1872,1488,timer
57338,2023-01-20 11:11:34.965951,329580320,6,181,848,616,rcout
57370,2023-01-20 11:11:35.066122,329680485,7,177,1360,736,rcin
57403,2023-01-20 11:11:35.167674,329782038,8,58,2384,1432,io
57437,2023-01-20 11:11:35.268716,329883089,9,59,1360,792,storage
57469,2023-01-20 11:11:35.369801,329984186,10,60,656,248,UART3
57502,2023-01-20 11:11:35.469808,330084205,11,60,656,264,UART4
57537,2023-01-20 11:11:35.570971,330185381,12,60,656,264,UART5
57572,2023-01-20 11:11:35.672376,330286770,13,176,1360,856,I2C0
57603,2023-01-20 11:11:35.772398,330386766,14,59,1616,896,OSD
57635,2023-01-20 11:11:35.873380,330487744,15,59,1912,416,log_io
57667,2023-01-20 11:11:35.973402,330587769,16,181,1360,720,SPI1
57699,2023-01-20 11:11:36.073408,330687774,255,255,1536,1264,ISR
57732,2023-01-20 11:11:36.173442,330787805,0,182,7168,5360,ArduCopter
57766,2023-01-20 11:11:36.274805,330889172,1,1,352,144,idle
57798,2023-01-20 11:11:36.374809,330989182,2,60,1104,768,UART_RX
57830,2023-01-20 11:11:36.475957,331090347,3,60,656,400,OTG1
57863,2023-01-20 11:11:36.577353,331191763,4,183,1360,1016,monitor
57898,2023-01-20 11:11:36.678415,331292826,5,181,1872,1488,timer
57932,2023-01-20 11:11:36.780222,331394627,6,181,848,616,rcout
57966,2023-01-20 11:11:36.880274,331494662,7,177,1360,736,rcin
57997,2023-01-20 11:11:36.980236,331594605,8,58,2384,1432,io
58030,2023-01-20 11:11:37.080331,331694697,9,59,1360,792,storage
58062,2023-01-20 11:11:37.180289,331794656,10,60,656,248,UART3
58097,2023-01-20 11:11:37.280335,331894724,11,60,656,264,UART4
58128,2023-01-20 11:11:37.381271,331995687,12,60,656,264,UART5
58187,2023-01-20 11:11:37.481464,332095884,13,176,1360,856,I2C0
58220,2023-01-20 11:11:37.583006,332197424,14,59,1616,896,OSD
58254,2023-01-20 11:11:37.683033,332297429,15,59,1912,416,log_io
58284,2023-01-20 11:11:37.790699,332405066,16,181,1360,720,SPI1
58317,2023-01-20 11:11:37.892705,332507069,255,255,1536,1264,ISR
58348,2023-01-20 11:11:37.992751,332607115,0,182,7168,5360,ArduCopter
58383,2023-01-20 11:11:38.091454,332705824,1,1,352,144,idle
58413,2023-01-20 11:11:38.193860,332808237,2,60,1104,768,UART_RX
58448,2023-01-20 11:11:38.294835,332909215,3,60,656,400,OTG1
58479,2023-01-20 11:11:38.396217,333010600,4,183,1360,1016,monitor
58514,2023-01-20 11:11:38.497300,333111711,5,181,1872,1488,timer
58546,2023-01-20 11:11:38.597365,333211805,6,181,848,616,rcout
58580,2023-01-20 11:11:38.698366,333312774,7,177,1360,736,rcin
58610,2023-01-20 11:11:38.798420,333412794,8,58,2384,1432,io
58643,2023-01-20 11:11:38.898413,333512786,9,59,1360,792,storage
58677,2023-01-20 11:11:39.000255,333614628,10,60,656,248,UART3
58709,2023-01-20 11:11:39.100991,333715365,11,60,656,264,UART4
58742,2023-01-20 11:11:39.201282,333815658,12,60,656,264,UART5
58775,2023-01-20 11:11:39.302359,333916765,13,176,1360,856,I2C0
58808,2023-01-20 11:11:39.402359,334016794,14,59,1616,896,OSD
58841,2023-01-20 11:11:39.503423,334117850,15,59,1912,416,log_io
58876,2023-01-20 11:11:39.606297,334220715,16,181,1360,720,SPI1
58907,2023-01-20 11:11:39.706399,334320800,255,255,1536,1264,ISR
58941,2023-01-20 11:11:39.807352,334421738,0,182,7168,5360,ArduCopter
58971,2023-01-20 11:11:39.907409,334521813,1,1,352,144,idle
59005,2023-01-20 11:11:40.008387,334622804,2,60,1104,768,UART_RX
59037,2023-01-20 11:11:40.108558,334722944,3,60,656,400,OTG1
59070,2023-01-20 11:11:40.208985,334824230,4,183,1360,1016,monitor
59103,2023-01-20 11:11:40.300081,334924323,5,181,1872,1488,timer
59134,2023-01-20 11:11:40.392033,335025357,6,181,848,616,rcout
59168,2023-01-20 11:11:40.492632,335126782,7,177,1360,736,rcin
59203,2023-01-20 11:11:40.593616,335227809,8,58,2384,1432,io
59236,2023-01-20 11:11:40.695065,335329249,9,59,1360,792,storage
59267,2023-01-20 11:11:40.795049,335429221,10,60,656,248,UART3
59299,2023-01-20 11:11:40.896132,335530328,11,60,656,264,UART4
59331,2023-01-20 11:11:40.996112,335630334,12,60,656,264,UART5
59365,2023-01-20 11:11:41.098085,335732312,13,176,1360,856,I2C0
59396,2023-01-20 11:11:41.197999,335832230,14,59,1616,896,OSD
59431,2023-01-20 11:11:41.298067,335932356,15,59,1912,416,log_io
59462,2023-01-20 11:11:41.397892,336032240,16,181,1360,720,SPI1
59496,2023-01-20 11:11:41.498885,336133254,255,255,1536,1264,ISR
59531,2023-01-20 11:11:41.600222,336234611,0,182,7168,5360,ArduCopter
59562,2023-01-20 11:11:41.701265,336335629,1,1,352,144,idle
59594,2023-01-20 11:11:41.802480,336436820,2,60,1104,768,UART_RX
59626,2023-01-20 11:11:41.903457,336537807,3,60,656,400,OTG1
59659,2023-01-20 11:11:42.003475,336637835,4,183,1360,1016,monitor
59693,2023-01-20 11:11:42.103582,336737951,5,181,1872,1488,timer
59725,2023-01-20 11:11:42.204055,336838027,6,181,848,616,rcout
59758,2023-01-20 11:11:42.316662,336939367,7,177,1360,736,rcin
59790,2023-01-20 11:11:42.422598,337039231,8,58,2384,1432,io
59825,2023-01-20 11:11:42.514404,337140247,9,59,1360,792,storage
59859,2023-01-20 11:11:42.607608,337242038,10,60,656,248,UART3
59891,2023-01-20 11:11:42.707305,337341737,11,60,656,264,UART4
59923,2023-01-20 11:11:42.808343,337442775,12,60,656,264,UART5
59954,2023-01-20 11:11:42.912343,337546744,13,176,1360,856,I2C0
59986,2023-01-20 11:11:43.012381,337646757,14,59,1616,896,OSD
60019,2023-01-20 11:11:43.112772,337747150,15,59,1912,416,log_io
60051,2023-01-20 11:11:43.213434,337847817,16,181,1360,720,SPI1
60085,2023-01-20 11:11:43.313480,337947885,255,255,1536,1264,ISR
60117,2023-01-20 11:11:43.414817,338049241,0,182,7168,5360,ArduCopter
60150,2023-01-20 11:11:43.515800,338150224,1,1,352,144,idle
60187,2023-01-20 11:11:43.616089,338250510,2,60,1104,768,UART_RX
60218,2023-01-20 11:11:43.717321,338351722,3,60,656,400,OTG1
60250,2023-01-20 11:11:43.818384,338452767,4,183,1360,1016,monitor
60281,2023-01-20 11:11:43.918415,338552794,5,181,1872,1488,timer
60314,2023-01-20 11:11:44.019972,338654349,6,181,848,616,rcout
60346,2023-01-20 11:11:44.119932,338754313,7,177,1360,736,rcin
60379,2023-01-20 11:11:44.221016,338855399,8,58,2384,1432,io
60412,2023-01-20 11:11:44.322734,338957114,9,59,1360,792,storage
60445,2023-01-20 11:11:44.423659,339058042,10,60,656,248,UART3
60477,2023-01-20 11:11:44.523697,339158106,11,60,656,264,UART4
60512,2023-01-20 11:11:44.625220,339259642,12,60,656,264,UART5
60542,2023-01-20 11:11:44.725259,339359659,13,176,1360,856,I2C0
60575,2023-01-20 11:11:44.826278,339460659,14,59,1616,896,OSD
60605,2023-01-20 11:11:44.926332,339560703,15,59,1912,416,log_io
60638,2023-01-20 11:11:45.027367,339661735,16,181,1360,720,SPI1
60670,2023-01-20 11:11:45.127424,339761805,255,255,1536,1264,ISR
60703,2023-01-20 11:11:45.228406,339862802,0,182,7168,5360,ArduCopter
60736,2023-01-20 11:11:45.328392,339962810,1,1,352,144,idle
60769,2023-01-20 11:11:45.429798,340064231,2,60,1104,768,UART_RX
60803,2023-01-20 11:11:45.530884,340165315,3,60,656,400,OTG1
60838,2023-01-20 11:11:45.630937,340265359,4,183,1360,1016,monitor
60868,2023-01-20 11:11:45.732370,340366766,5,181,1872,1488,timer
60901,2023-01-20 11:11:45.833430,340467816,6,181,848,616,rcout
60931,2023-01-20 11:11:45.933413,340567823,7,177,1360,736,rcin
60964,2023-01-20 11:11:46.033646,340668061,8,58,2384,1432,io
60996,2023-01-20 11:11:46.135175,340769558,9,59,1360,792,storage
61030,2023-01-20 11:11:46.236228,340870595,10,60,656,248,UART3
61062,2023-01-20 11:11:46.337365,340971742,11,60,656,264,UART4
61095,2023-01-20 11:11:46.437350,341071742,12,60,656,264,UART5
61127,2023-01-20 11:11:46.538364,341172778,13,176,1360,856,I2C0
61162,2023-01-20 11:11:46.638385,341272804,14,59,1616,896,OSD
61192,2023-01-20 11:11:46.738405,341372802,15,59,1912,416,log_io
61225,2023-01-20 11:11:46.838432,341472816,16,181,1360,720,SPI1
61256,2023-01-20 11:11:46.939997,341574384,255,255,1536,1264,ISR
61289,2023-01-20 11:11:47.039929,341674317,0,182,7168,5360,ArduCopter
61322,2023-01-20 11:11:47.140986,341775373,1,1,352,144,idle
61358,2023-01-20 11:11:47.242394,341876780,2,60,1104,768,UART_RX
61391,2023-01-20 11:11:47.342368,341976751,3,60,656,400,OTG1
61423,2023-01-20 11:11:47.443417,342077802,4,183,1360,1016,monitor
61456,2023-01-20 11:11:47.544817,342179213,5,181,1872,1488,timer
61490,2023-01-20 11:11:47.644858,342279255,6,181,848,616,rcout
61521,2023-01-20 11:11:47.745976,342380363,7,177,1360,736,rcin
61554,2023-01-20 11:11:47.847684,342482075,8,58,2384,1432,io
61585,2023-01-20 11:11:47.947613,342582026,9,59,1360,792,storage
61617,2023-01-20 11:11:48.048648,342683060,10,60,656,248,UART3
61650,2023-01-20 11:11:48.148689,342783077,11,60,656,264,UART4
61683,2023-01-20 11:11:48.249800,342884177,12,60,656,264,UART5
61716,2023-01-20 11:11:48.350867,342985245,13,176,1360,856,I2C0
61748,2023-01-20 11:11:48.450835,343085238,14,59,1616,896,OSD
61781,2023-01-20 11:11:48.552293,343186744,15,59,1912,416,log_io
61815,2023-01-20 11:11:48.652277,343286724,16,181,1360,720,SPI1
61846,2023-01-20 11:11:48.752390,343386788,255,255,1536,1264,ISR
61878,2023-01-20 11:11:48.853384,343487760,0,182,7168,5360,ArduCopter
61910,2023-01-20 11:11:48.953927,343588307,1,1,352,144,idle
61942,2023-01-20 11:11:49.054874,343689255,2,60,1104,768,UART_RX
61975,2023-01-20 11:11:49.155936,343790315,3,60,656,400,OTG1
62008,2023-01-20 11:11:49.257366,343891739,4,183,1360,1016,monitor
62040,2023-01-20 11:11:49.357764,343992129,5,181,1872,1488,timer
62072,2023-01-20 11:11:49.457321,344091690,6,181,848,616,rcout
62106,2023-01-20 11:11:49.558401,344192783,7,177,1360,736,rcin
62145,2023-01-20 11:11:49.654920,344294734,8,58,2384,1432,io
62175,2023-01-20 11:11:49.746776,344395666,9,59,1360,792,storage
62208,2023-01-20 11:11:49.846078,344495671,10,60,656,248,UART3
62262,2023-01-20 11:11:49.959018,344597446,11,60,656,264,UART4
62297,2023-01-20 11:11:50.063078,344697452,12,60,656,264,UART5
62327,2023-01-20 11:11:50.170619,344804990,13,176,1360,856,I2C0
62362,2023-01-20 11:11:50.266117,344907026,14,59,1616,896,OSD
62393,2023-01-20 11:11:50.357099,345007007,15,59,1912,416,log_io
62428,2023-01-20 11:11:50.459796,345108062,16,181,1360,720,SPI1
62462,2023-01-20 11:11:50.570731,345208079,255,255,1536,1264,ISR
