LineNo,UTC_Approx,TimeUS,Name,Value,Default
1189,2023-01-20 11:08:47.646887,161908592,SERVO1_TRIM,1500,1500
1190,2023-01-20 11:08:47.646972,161908673,SERVO1_REVERSED,0,0
1191,2023-01-20 11:08:47.647068,161908764,SERVO1_FUNCTION,36,0
1192,2023-01-20 11:08:47.647144,161908836,SERVO2_MIN,1100,1100
1193,2023-01-20 11:08:47.647285,161908970,SERVO2_MAX,1900,1900
1194,2023-01-20 11:08:47.647363,161909044,SERVO2_TRIM,1500,1500
1195,2023-01-20 11:08:47.647445,161909121,SERVO2_REVERSED,0,0
1196,2023-01-20 11:08:47.647524,161909196,SERVO2_FUNCTION,33,0
1197,2023-01-20 11:08:47.647670,161909335,SERVO3_MIN,1100,1100
1198,2023-01-20 11:08:47.647753,161909414,SERVO3_MAX,1900,1900
1199,2023-01-20 11:08:47.647837,161909493,SERVO3_TRIM,1500,1500
1200,2023-01-20 11:08:47.647925,161909577,SERVO3_REVERSED,0,0
1201,2023-01-20 11:08:47.649546,161911114,SERVO3_REVERSED,0,0
1202,2023-01-20 11:08:47.649635,161911199,SERVO3_FUNCTION,34,0
1203,2023-01-20 11:08:47.649780,161911336,SERVO4_MIN,1100,1100
1204,2023-01-20 11:08:47.649872,161911424,SERVO4_MAX,1900,1900
1205,2023-01-20 11:08:47.649966,161911513,SERVO4_TRIM,1500,1500
1206,2023-01-20 11:08:47.650057,161911599,SERVO4_REVERSED,0,0
1207,2023-01-20 11:08:47.650157,161911694,SERVO4_FUNCTION,35,0
1208,2023-01-20 11:08:47.650273,161911804,SERVO5_MIN,1000,1100
1209,2023-01-20 11:08:47.650425,161911948,SERVO5_MAX,2000,1900
1210,2023-01-20 11:08:47.650526,161912044,SERVO5_TRIM,1500,1500
1211,2023-01-20 11:08:47.650623,161912136,SERVO5_REVERSED,0,0
1212,2023-01-20 11:08:47.652275,161913703,SERVO5_REVERSED,0,0
1213,2023-01-20 11:08:47.652393,161913815,SERVO5_FUNCTION,10,0
1214,2023-01-20 11:08:47.652552,161913966,SERVO6_MIN,1100,1100
1215,2023-01-20 11:08:47.652658,161914066,SERVO6_MAX,1900,1900
1216,2023-01-20 11:08:47.652760,161914163,SERVO6_TRIM,1500,1500
1217,2023-01-20 11:08:47.652919,161914314,SERVO6_REVERSED,0,0
1218,2023-01-20 11:08:47.653023,161914413,SERVO6_FUNCTION,0,0
1219,2023-01-20 11:08:47.653131,161914515,SERVO7_MIN,1100,1100
1220,2023-01-20 11:08:47.653242,161914621,SERVO7_MAX,1900,1900
1221,2023-01-20 11:08:47.653359,161914732,SERVO7_TRIM,1500,1500
1222,2023-01-20 11:08:47.654860,161916156,SERVO7_TRIM,1500,1500
1223,2023-01-20 11:08:47.655026,161916313,SERVO7_REVERSED,0,0
1224,2023-01-20 11:08:47.655137,161916418,SERVO7_FUNCTION,0,0
1225,2023-01-20 11:08:47.655250,161916525,SERVO8_MIN,1100,1100
1226,2023-01-20 11:08:47.655368,161916637,SERVO8_MAX,1900,1900
1227,2023-01-20 11:08:47.655497,161916760,SERVO8_TRIM,1500,1500
1228,2023-01-20 11:08:47.655690,161916943,SERVO8_REVERSED,0,0
1229,2023-01-20 11:08:47.655807,161917054,SERVO8_FUNCTION,0,0
1230,2023-01-20 11:08:47.655931,161917172,SERVO9_MIN,1100,1100
1231,2023-01-20 11:08:47.657831,161918974,SERVO9_MIN,1100,1100
1232,2023-01-20 11:08:47.657955,161919092,SERVO9_MAX,1900,1900
1233,2023-01-20 11:08:47.658076,161919206,SERVO9_TRIM,1500,1500
1234,2023-01-20 11:08:47.658260,161919381,SERVO9_REVERSED,0,0
1235,2023-01-20 11:08:47.658382,161919497,SERVO9_FUNCTION,0,0
1236,2023-01-20 11:08:47.658508,161919616,SERVO10_MIN,1100,1100
1237,2023-01-20 11:08:47.658647,161919748,SERVO10_MAX,1900,1900
1238,2023-01-20 11:08:47.658849,161919940,SERVO10_TRIM,1500,1500
1239,2023-01-20 11:08:47.660365,161921378,SERVO10_TRIM,1500,1500
1240,2023-01-20 11:08:47.660493,161921499,SERVO10_REVERSED,0,0
1241,2023-01-20 11:08:47.660626,161921625,SERVO10_FUNCTION,0,0
1242,2023-01-20 11:08:47.660767,161921759,SERVO11_MIN,1100,1100
1243,2023-01-20 11:08:47.660978,161921959,SERVO11_MAX,1900,1900
1244,2023-01-20 11:08:47.661112,161922086,SERVO11_TRIM,1500,1500
1245,2023-01-20 11:08:47.661250,161922217,SERVO11_REVERSED,0,0
1246,2023-01-20 11:08:47.661437,161922395,SERVO11_FUNCTION,0,0
1247,2023-01-20 11:08:47.662756,161923646,SERVO11_FUNCTION,0,0
1248,2023-01-20 11:08:47.662904,161923786,SERVO12_MIN,1100,1100
1249,2023-01-20 11:08:47.663110,161923982,SERVO12_MAX,1900,1900
1250,2023-01-20 11:08:47.663270,161924134,SERVO12_TRIM,1500,1500
1251,2023-01-20 11:08:47.663466,161924320,SERVO12_REVERSED,0,0
1252,2023-01-20 11:08:47.663614,161924460,SERVO12_FUNCTION,0,0
1253,2023-01-20 11:08:47.663762,161924600,SERVO13_MIN,1100,1100
1254,2023-01-20 11:08:47.665397,161926151,SERVO13_MIN,1100,1100
1255,2023-01-20 11:08:47.665597,161926341,SERVO13_MAX,1900,1900
1256,2023-01-20 11:08:47.665749,161926485,SERVO13_TRIM,1500,1500
1257,2023-01-20 11:08:47.665899,161926627,SERVO13_REVERSED,0,0
1258,2023-01-20 11:08:47.666067,161926787,SERVO13_FUNCTION,0,0
1259,2023-01-20 11:08:47.666282,161926991,SERVO14_MIN,1100,1100
1260,2023-01-20 11:08:47.666453,161927153,SERVO14_MAX,1900,1900
1261,2023-01-20 11:08:47.668038,161928657,SERVO14_MAX,1900,1900
1262,2023-01-20 11:08:47.668202,161928812,SERVO14_TRIM,1500,1500
1263,2023-01-20 11:08:47.668421,161929020,SERVO14_REVERSED,0,0
1264,2023-01-20 11:08:47.668598,161929188,SERVO14_FUNCTION,0,0
1265,2023-01-20 11:08:47.668811,161929390,SERVO15_MIN,1100,1100
1266,2023-01-20 11:08:47.668976,161929546,SERVO15_MAX,1900,1900
1267,2023-01-20 11:08:47.669132,161929695,SERVO15_TRIM,1500,1500
1268,2023-01-20 11:08:47.671513,161931953,SERVO15_TRIM,1500,1500
1269,2023-01-20 11:08:47.671678,161932110,SERVO15_REVERSED,0,0
1270,2023-01-20 11:08:47.671918,161932337,SERVO15_FUNCTION,0,0
1271,2023-01-20 11:08:47.672083,161932494,SERVO16_MIN,1100,1100
1272,2023-01-20 11:08:47.672250,161932652,SERVO16_MAX,1900,1900
1273,2023-01-20 11:08:47.672431,161932824,SERVO16_TRIM,1500,1500
1275,2023-01-20 11:08:47.673426,161933768,SERVO16_TRIM,1500,1500
1276,2023-01-20 11:08:47.673665,161933995,SERVO16_REVERSED,0,0
1277,2023-01-20 11:08:47.673834,161934155,SERVO16_FUNCTION,0,0
1278,2023-01-20 11:08:47.674084,161934392,SERVO_RATE,50,50
1279,2023-01-20 11:08:47.674261,161934560,SERVO_SBUS_RATE,50,50
1280,2023-01-20 11:08:47.674437,161934727,SERVO_BLH_MASK,0,0
1281,2023-01-20 11:08:47.675977,161936188,SERVO_BLH_MASK,0,0
1282,2023-01-20 11:08:47.676227,161936425,SERVO_BLH_AUTO,0,0
1283,2023-01-20 11:08:47.676408,161936597,SERVO_BLH_TEST,0,0
1284,2023-01-20 11:08:47.676587,161936767,SERVO_BLH_TMOUT,0,0
1285,2023-01-20 11:08:47.676847,161937013,SERVO_BLH_TRATE,10,10
1286,2023-01-20 11:08:47.677032,161937189,SERVO_BLH_DEBUG,0,0
1287,2023-01-20 11:08:47.678575,161938652,SERVO_BLH_DEBUG,0,0
1288,2023-01-20 11:08:47.678759,161938827,SERVO_BLH_OTYPE,0,0
1289,2023-01-20 11:08:47.679012,161939067,SERVO_BLH_PORT,0,0
1290,2023-01-20 11:08:47.679194,161939240,SERVO_BLH_POLES,14,14
1291,2023-01-20 11:08:47.679451,161939483,SERVO_BLH_3DMASK,0,0
1292,2023-01-20 11:08:47.679639,161939662,SERVO_BLH_RVMASK,0,0
1293,2023-01-20 11:08:47.681207,161941149,SERVO_BLH_RVMASK,0,0
1294,2023-01-20 11:08:47.681466,161941395,SERVO_DSHOT_RATE,0,0
1295,2023-01-20 11:08:47.681654,161941573,SERVO_DSHOT_ESC,0,0
1296,2023-01-20 11:08:47.681839,161941749,SERVO_GPIO_MASK,0,0
1297,2023-01-20 11:08:47.682096,161941993,RC1_MIN,1055,1100
1298,2023-01-20 11:08:47.682292,161942179,RC1_TRIM,1506,1500
1299,2023-01-20 11:08:47.684236,161944023,RC1_TRIM,1506,1500
1300,2023-01-20 11:08:47.684432,161944209,RC1_MAX,1956,1900
1301,2023-01-20 11:08:47.684707,161944470,RC1_REVERSED,0,0
1302,2023-01-20 11:08:47.684905,161944657,RC1_DZ,20,20
1303,2023-01-20 11:08:47.685099,161944841,RC1_OPTION,0,0
1304,2023-01-20 11:08:47.685366,161945095,RC2_MIN,1055,1100
1305,2023-01-20 11:08:47.686485,161946156,RC2_MIN,1055,1100
1306,2023-01-20 11:08:47.686776,161946432,RC2_TRIM,1505,1500
1307,2023-01-20 11:08:47.686979,161946625,RC2_MAX,1956,1900
1308,2023-01-20 11:08:47.687180,161946815,RC2_REVERSED,0,0
1309,2023-01-20 11:08:47.687453,161947074,RC2_DZ,20,20
1310,2023-01-20 11:08:47.689180,161948713,RC2_DZ,20,20
1311,2023-01-20 11:08:47.689452,161948971,RC2_OPTION,0,0
1312,2023-01-20 11:08:47.689665,161949173,RC3_MIN,1054,1100
1313,2023-01-20 11:08:47.689922,161949417,RC3_TRIM,1054,1500
1314,2023-01-20 11:08:47.690149,161949632,RC3_MAX,1956,1900
1315,2023-01-20 11:08:47.691761,161951161,RC3_MAX,1956,1900
1316,2023-01-20 11:08:47.692021,161951408,RC3_REVERSED,0,0
1317,2023-01-20 11:08:47.692241,161951617,RC3_DZ,30,30
1318,2023-01-20 11:08:47.692451,161951816,RC3_OPTION,0,0
1319,2023-01-20 11:08:47.692737,161952087,RC4_MIN,1066,1100
1320,2023-01-20 11:08:47.694469,161953730,RC4_MIN,1066,1100
1321,2023-01-20 11:08:47.694749,161953996,RC4_TRIM,1505,1500
1322,2023-01-20 11:08:47.694960,161954196,RC4_MAX,1956,1900
1323,2023-01-20 11:08:47.695234,161954456,RC4_REVERSED,0,0
1324,2023-01-20 11:08:47.695465,161954675,RC4_DZ,20,20
1325,2023-01-20 11:08:47.697434,161956543,RC4_DZ,20,20
1326,2023-01-20 11:08:47.697667,161956764,RC4_OPTION,0,0
1327,2023-01-20 11:08:47.697955,161957037,RC5_MIN,1000,1100
1328,2023-01-20 11:08:47.698172,161957243,RC5_TRIM,1500,1500
1329,2023-01-20 11:08:47.698445,161957502,RC5_MAX,2000,1900
1330,2023-01-20 11:08:47.700117,161959088,RC5_MAX,2000,1900
1331,2023-01-20 11:08:47.700392,161959349,RC5_REVERSED,0,0
1332,2023-01-20 11:08:47.700616,161959561,RC5_DZ,0,0
1333,2023-01-20 11:08:47.700851,161959784,RC5_OPTION,0,0
1334,2023-01-20 11:08:47.701146,161960064,RC6_MIN,1000,1100
1335,2023-01-20 11:08:47.702315,161961173,RC6_MIN,1000,1100
1336,2023-01-20 11:08:47.702621,161961464,RC6_TRIM,1500,1500
1337,2023-01-20 11:08:47.702871,161961701,RC6_MAX,2000,1900
1338,2023-01-20 11:08:47.703183,161961997,RC6_REVERSED,0,0
1339,2023-01-20 11:08:47.703418,161962220,RC6_DZ,0,0
1340,2023-01-20 11:08:47.705031,161963750,RC6_DZ,0,0
1341,2023-01-20 11:08:47.705341,161964044,RC6_OPTION,0,0
1342,2023-01-20 11:08:47.705632,161964320,RC7_MIN,1000,1100
1343,2023-01-20 11:08:47.705875,161964550,RC7_TRIM,1500,1500
1344,2023-01-20 11:08:47.706134,161964796,RC7_MAX,2000,1900
1345,2023-01-20 11:08:47.707670,161966253,RC7_MAX,2000,1900
1346,2023-01-20 11:08:47.707966,161966534,RC7_REVERSED,0,0
1347,2023-01-20 11:08:47.708229,161966783,RC7_DZ,0,0
1348,2023-01-20 11:08:47.708541,161967079,RC7_OPTION,0,0
1349,2023-01-20 11:08:47.708843,161967366,RC8_MIN,1000,1100
1350,2023-01-20 11:08:47.710630,161969061,RC8_MIN,1000,1100
1351,2023-01-20 11:08:47.710932,161969348,RC8_TRIM,1500,1500
1352,2023-01-20 11:08:47.711189,161969591,RC8_MAX,2000,1900
1353,2023-01-20 11:08:47.711455,161969844,RC8_REVERSED,0,0
1354,2023-01-20 11:08:47.711778,161970150,RC8_DZ,0,0
1355,2023-01-20 11:08:47.712880,161971196,RC8_DZ,0,0
1356,2023-01-20 11:08:47.713207,161971506,RC8_OPTION,0,0
1357,2023-01-20 11:08:47.713462,161971748,RC9_MIN,1000,1100
1358,2023-01-20 11:08:47.713820,161972087,RC9_TRIM,1500,1500
1360,2023-01-20 11:08:47.715579,161973756,RC9_TRIM,1500,1500
1361,2023-01-20 11:08:47.715911,161974071,RC9_MAX,2000,1900
1362,2023-01-20 11:08:47.716222,161974366,RC9_REVERSED,0,0
1363,2023-01-20 11:08:47.716473,161974604,RC9_DZ,0,0
1364,2023-01-20 11:08:47.716724,161974842,RC9_OPTION,0,0
1365,2023-01-20 11:08:47.718171,161976215,RC9_OPTION,0,0
1366,2023-01-20 11:08:47.718482,161976510,RC10_MIN,1000,1100
1367,2023-01-20 11:08:47.718738,161976753,RC10_TRIM,1500,1500
1368,2023-01-20 11:08:47.719068,161977066,RC10_MAX,2000,1900
1369,2023-01-20 11:08:47.719387,161977368,RC10_REVERSED,0,0
1370,2023-01-20 11:08:47.720770,161978680,RC10_REVERSED,0,0
1371,2023-01-20 11:08:47.721086,161978980,RC10_DZ,0,0
1372,2023-01-20 11:08:47.721370,161979250,RC10_OPTION,0,0
1373,2023-01-20 11:08:47.721690,161979553,RC11_MIN,1000,1100
1374,2023-01-20 11:08:47.721952,161979802,RC11_TRIM,1500,1500
1375,2023-01-20 11:08:47.723775,161981531,RC11_TRIM,1500,1500
1376,2023-01-20 11:08:47.724037,161981780,RC11_MAX,2000,1900
1377,2023-01-20 11:08:47.724377,161982102,RC11_REVERSED,0,0
1378,2023-01-20 11:08:47.724704,161982412,RC11_DZ,0,0
1379,2023-01-20 11:08:47.724975,161982669,RC11_OPTION,0,0
1380,2023-01-20 11:08:47.726060,161983699,RC11_OPTION,0,0
1381,2023-01-20 11:08:47.726413,161984034,RC12_MIN,1000,1100
1382,2023-01-20 11:08:47.726770,161984372,RC12_TRIM,1500,1500
1383,2023-01-20 11:08:47.727040,161984628,RC12_MAX,2000,1900
1384,2023-01-20 11:08:47.728686,161986190,RC12_MAX,2000,1900
1385,2023-01-20 11:08:47.729010,161986497,RC12_REVERSED,0,0
1386,2023-01-20 11:08:47.729282,161986755,RC12_DZ,0,0
1387,2023-01-20 11:08:47.729618,161987074,RC12_OPTION,0,0
1388,2023-01-20 11:08:47.731318,161988687,RC12_OPTION,0,0
1389,2023-01-20 11:08:47.731653,161989004,RC13_MIN,1000,1100
1390,2023-01-20 11:08:47.732008,161989341,RC13_TRIM,1500,1500
1391,2023-01-20 11:08:47.732290,161989609,RC13_MAX,2000,1900
1392,2023-01-20 11:08:47.733940,161991174,RC13_MAX,2000,1900
1393,2023-01-20 11:08:47.734295,161991511,RC13_REVERSED,0,0
1394,2023-01-20 11:08:47.734574,161991775,RC13_DZ,0,0
1395,2023-01-20 11:08:47.734912,161992096,RC13_OPTION,0,0
1399,2023-01-20 11:08:47.737090,161994162,RC13_OPTION,0,0
1400,2023-01-20 11:08:47.737458,161994511,RC14_MIN,1000,1100
1401,2023-01-20 11:08:47.737741,161994780,RC14_TRIM,1500,1500
1402,2023-01-20 11:08:47.738084,161995105,RC14_MAX,2000,1900
1427,2023-01-20 11:08:47.739896,161996824,RC14_MAX,2000,1900
1428,2023-01-20 11:08:47.740246,161997156,RC14_REVERSED,0,0
1429,2023-01-20 11:08:47.740614,161997505,RC14_DZ,0,0
1430,2023-01-20 11:08:47.740895,161997772,RC14_OPTION,0,0
1431,2023-01-20 11:08:47.741841,161998669,RC14_OPTION,0,0
1432,2023-01-20 11:08:47.742192,161999002,RC15_MIN,1000,1100
1433,2023-01-20 11:08:47.742545,161999337,RC15_TRIM,1500,1500
1434,2023-01-20 11:08:47.742852,161999628,RC15_MAX,2000,1900
1435,2023-01-20 11:08:47.744529,162001219,RC15_MAX,2000,1900
1436,2023-01-20 11:08:47.744898,162001569,RC15_REVERSED,0,0
1437,2023-01-20 11:08:47.745191,162001847,RC15_DZ,0,0
1438,2023-01-20 11:08:47.745542,162002180,RC15_OPTION,0,0
1439,2023-01-20 11:08:47.747142,162003698,RC15_OPTION,0,0
1440,2023-01-20 11:08:47.747496,162004034,RC16_MIN,1000,1100
1441,2023-01-20 11:08:47.747855,162004374,RC16_TRIM,1500,1500
1442,2023-01-20 11:08:47.748184,162004686,RC16_MAX,2000,1900
1443,2023-01-20 11:08:47.750154,162006555,RC16_MAX,2000,1900
1444,2023-01-20 11:08:47.750453,162006839,RC16_REVERSED,0,0
1445,2023-01-20 11:08:47.750817,162007184,RC16_DZ,0,0
1446,2023-01-20 11:08:47.751179,162007527,RC16_OPTION,0,0
1447,2023-01-20 11:08:47.752392,162008678,RC16_OPTION,0,0
1448,2023-01-20 11:08:47.752772,162009039,RC_OVERRIDE_TIME,3,3
1449,2023-01-20 11:08:47.753135,162009383,RC_OPTIONS,32,32
1450,2023-01-20 11:08:47.753452,162009684,RC_PROTOCOLS,1,1
1451,2023-01-20 11:08:47.755044,162011194,RC_PROTOCOLS,1,1
1452,2023-01-20 11:08:47.755414,162011545,TCAL_ENABLED,0,0
1453,2023-01-20 11:08:47.755764,162011877,SRTL_ACCURACY,2,2
1454,2023-01-20 11:08:47.756113,162012208,SRTL_POINTS,300,300
1456,2023-01-20 11:08:47.757760,162013770,SRTL_POINTS,300,300
1457,2023-01-20 11:08:47.758138,162014129,SRTL_OPTIONS,0,0
1458,2023-01-20 11:08:47.758515,162014487,WINCH_TYPE,0,0
1459,2023-01-20 11:08:47.758862,162014816,PILOT_SPEED_DN,0,0
1460,2023-01-20 11:08:47.760373,162016249,PILOT_SPEED_DN,0,0
1461,2023-01-20 11:08:47.760751,162016608,LAND_ALT_LOW,1000,1000
1462,2023-01-20 11:08:47.761152,162016988,FOLL_ENABLE,0,0
1463,2023-01-20 11:08:47.761543,162017359,AUTOTUNE_AXES,7,7
1464,2023-01-20 11:08:47.763371,162019093,AUTOTUNE_AXES,7,7
1465,2023-01-20 11:08:47.763770,162019472,AUTOTUNE_AGGR,0.1,0.1
1466,2023-01-20 11:08:47.764121,162019805,AUTOTUNE_MIN_D,0.001,0.001
1467,2023-01-20 11:08:47.764515,162020179,TUNE_MIN,0,0
1468,2023-01-20 11:08:47.765875,162021469,TUNE_MIN,0,0
1469,2023-01-20 11:08:47.766226,162021802,TUNE_MAX,0,0
1470,2023-01-20 11:08:47.766631,162022186,SID_AXIS,0,0
1471,2023-01-20 11:08:47.767037,162022571,FS_VIBE_ENABLE,1,1
1472,2023-01-20 11:08:47.768244,162023716,FS_VIBE_ENABLE,1,1
1473,2023-01-20 11:08:47.768680,162024130,FS_OPTIONS,16,16
1474,2023-01-20 11:08:47.769101,162024529,ZIGZ_AUTO_ENABLE,0,0
1475,2023-01-20 11:08:47.769546,162024951,ACRO_OPTIONS,0,0
1476,2023-01-20 11:08:47.770912,162026247,ACRO_OPTIONS,0,0
1477,2023-01-20 11:08:47.771332,162026645,AUTO_OPTIONS,0,0
1478,2023-01-20 11:08:47.771770,162027061,GUID_OPTIONS,0,0
1479,2023-01-20 11:08:47.772192,162027461,FS_GCS_TIMEOUT,5,5
1480,2023-01-20 11:08:47.773528,162028729,FS_GCS_TIMEOUT,5,5
1481,2023-01-20 11:08:47.773965,162029143,RTL_OPTIONS,0,0
1482,2023-01-20 11:08:47.774388,162029544,FLIGHT_OPTIONS,0,0
1483,2023-01-20 11:08:47.774825,162029959,RNGFND_FILT,0.5,0.5
1484,2023-01-20 11:08:47.776720,162031757,RNGFND_FILT,0.5,0.5
1485,2023-01-20 11:08:47.777167,162032181,GUID_TIMEOUT,3,3
1486,2023-01-20 11:08:47.777592,162032584,SURFTRAK_MODE,1,1
1487,2023-01-20 11:08:47.778038,162033007,FS_DR_ENABLE,2,2
1488,2023-01-20 11:08:47.779016,162033935,FS_DR_ENABLE,2,2
1489,2023-01-20 11:08:47.779457,162034353,FS_DR_TIMEOUT,30,30
1490,2023-01-20 11:08:47.779837,162034714,ACRO_RP_RATE,360,360
1491,2023-01-20 11:08:47.780296,162035149,ACRO_RP_EXPO,0.3,0.3
1492,2023-01-20 11:08:47.781583,162036370,ACRO_RP_EXPO,0.3,0.3
1493,2023-01-20 11:08:47.781966,162036733,ACRO_RP_RATE_TC,0,0
1494,2023-01-20 11:08:47.782421,162037165,ACRO_Y_RATE,202.5,202.5
1495,2023-01-20 11:08:47.784086,162038744,ACRO_Y_RATE,202.5,202.5
1496,2023-01-20 11:08:47.784538,162039173,ACRO_Y_EXPO,0,0
1497,2023-01-20 11:08:47.784973,162039586,ACRO_Y_RATE_TC,0,0
1498,2023-01-20 11:08:47.786714,162041237,ACRO_Y_RATE_TC,0,0
1499,2023-01-20 11:08:47.787151,162041652,PILOT_Y_RATE,202.5,202.5
1500,2023-01-20 11:08:47.787581,162042060,PILOT_Y_EXPO,0,0
1501,2023-01-20 11:08:47.788033,162042489,PILOT_Y_RATE_TC,0,0
1502,2023-01-20 11:08:47.789981,162044337,PILOT_Y_RATE_TC,0,0
1503,2023-01-20 11:08:47.790363,162044699,TKOFF_SLEW_TIME,2,2
1504,2023-01-20 11:08:47.790801,162045114,TKOFF_RPM_MIN,0,0
1505,2023-01-20 11:08:47.791994,162046246,TKOFF_RPM_MIN,0,0
1506,2023-01-20 11:08:47.792335,162046570,CAM_RC_TYPE,0,0
1507,2023-01-20 11:08:47.792378,162046611,VTX_ENABLE,0,0
1508,2023-01-20 11:08:47.792429,162046659,MSP_OSD_NCELLS,0,0
1509,2023-01-20 11:08:47.792488,162046715,MSP_OPTIONS,0,0
1510,2023-01-20 11:08:47.792546,162046770,FRSKY_UPLINK_ID,13,13
1511,2023-01-20 11:08:47.792608,162046829,FRSKY_DNLINK1_ID,20,20
1512,2023-01-20 11:08:47.792728,162046943,FRSKY_DNLINK2_ID,7,7
1513,2023-01-20 11:08:47.792797,162047008,FRSKY_DNLINK_ID,27,27
1514,2023-01-20 11:08:47.792858,162047066,FRSKY_OPTIONS,0,0
1515,2023-01-20 11:08:47.794530,162048652,FRSKY_OPTIONS,0,0
1516,2023-01-20 11:08:47.794605,162048723,CUST_ROT_ENABLE,0,0
1517,2023-01-20 11:08:47.794683,162048797,ESC_TLM_MAV_OFS,0,0
1518,2023-01-20 11:08:47.794832,162048938,FENCE_ENABLE,0,0
1519,2023-01-20 11:08:47.794924,162049026,FENCE_TYPE,7,7
1520,2023-01-20 11:08:47.795013,162049110,FENCE_ACTION,1,1
1521,2023-01-20 11:08:47.795117,162049209,FENCE_ALT_MAX,100,100
1522,2023-01-20 11:08:47.795266,162049350,FENCE_RADIUS,300,300
1523,2023-01-20 11:08:47.795355,162049435,FENCE_MARGIN,2,2
1524,2023-01-20 11:08:47.795450,162049525,FENCE_TOTAL,0,0
1525,2023-01-20 11:08:47.795554,162049623,FENCE_ALT_MIN,-10,-10
1526,2023-01-20 11:08:47.797166,162051153,FENCE_ALT_MIN,-10,-10
9120,2023-01-20 11:09:08.803375,183098012,STAT_FLTTIME,4156,NaN
9121,2023-01-20 11:09:08.805925,183100562,STAT_RUNTIME,35607,NaN
19267,2023-01-20 11:09:39.723389,214097776,STAT_FLTTIME,4187,NaN
19268,2023-01-20 11:09:39.727567,214101953,STAT_RUNTIME,35638,NaN
29156,2023-01-20 11:10:09.663905,244098323,STAT_FLTTIME,4217,NaN
29157,2023-01-20 11:10:09.667519,244101936,STAT_RUNTIME,35668,NaN
39347,2023-01-20 11:10:40.603526,275098212,STAT_FLTTIME,4248,NaN
39348,2023-01-20 11:10:40.607044,275101730,STAT_RUNTIME,35699,NaN
49585,2023-01-20 11:11:11.543727,306098116,STAT_FLTTIME,4279,NaN
49586,2023-01-20 11:11:11.547624,306102014,STAT_RUNTIME,35730,NaN
59822,2023-01-20 11:11:42.475818,337097790,STAT_FLTTIME,4310,NaN
59823,2023-01-20 11:11:42.478126,337100330,STAT_RUNTIME,35761,NaN
69660,2023-01-20 11:12:12.403520,367098148,STAT_FLTTIME,4340,NaN
69661,2023-01-20 11:12:12.406131,367100760,STAT_RUNTIME,35791,NaN
79897,2023-01-20 11:12:43.343639,398098028,STAT_FLTTIME,4371,NaN
79898,2023-01-20 11:12:43.346371,398100760,STAT_RUNTIME,35822,NaN
90135,2023-01-20 11:13:14.283287,429097667,STAT_FLTTIME,4402,NaN
90136,2023-01-20 11:13:14.285786,429100166,STAT_RUNTIME,35853,NaN
100304,2023-01-20 11:13:45.221575,460098084,STAT_FLTTIME,4433,NaN
100305,2023-01-20 11:13:45.224063,460100822,STAT_RUNTIME,35884,NaN
110534,2023-01-20 11:14:16.143362,491097717,STAT_FLTTIME,4464,NaN
110535,2023-01-20 11:14:16.145812,491100167,STAT_RUNTIME,35915,NaN
120772,2023-01-20 11:14:47.083347,522097706,STAT_FLTTIME,4495,NaN
120773,2023-01-20 11:14:47.085814,522100173,STAT_RUNTIME,35946,NaN
131011,2023-01-20 11:15:18.023397,553097746,STAT_FLTTIME,4526,NaN
131012,2023-01-20 11:15:18.025859,553100208,STAT_RUNTIME,35977,NaN
141169,2023-01-20 11:15:48.963356,584097736,STAT_FLTTIME,4557,NaN
141170,2023-01-20 11:15:48.965845,584100225,STAT_RUNTIME,36008,NaN
151407,2023-01-20 11:16:19.883923,615098144,STAT_FLTTIME,4588,NaN
151408,2023-01-20 11:16:19.886655,615100876,STAT_RUNTIME,36039,NaN
161648,2023-01-20 11:16:50.823351,646097766,STAT_FLTTIME,4619,NaN
161649,2023-01-20 11:16:50.825897,646100312,STAT_RUNTIME,36070,NaN
171824,2023-01-20 11:17:21.765548,677099967,STAT_FLTTIME,4650,NaN
171825,2023-01-20 11:17:21.767818,677102237,STAT_RUNTIME,36101,NaN
182047,2023-01-20 11:17:52.703025,708097743,STAT_FLTTIME,4681,NaN
182048,2023-01-20 11:17:52.705512,708100230,STAT_RUNTIME,36132,NaN
192285,2023-01-20 11:18:23.643387,739097771,STAT_FLTTIME,4712,NaN
192286,2023-01-20 11:18:23.645983,739100367,STAT_RUNTIME,36163,NaN
202474,2023-01-20 11:18:54.563452,770097818,STAT_FLTTIME,4743,NaN
202475,2023-01-20 11:18:54.565956,770100324,STAT_RUNTIME,36194,NaN
212686,2023-01-20 11:19:25.503335,801097954,STAT_FLTTIME,4774,NaN
212687,2023-01-20 11:19:25.505768,801100387,STAT_RUNTIME,36225,NaN
222875,2023-01-20 11:19:56.443458,832097832,STAT_FLTTIME,4805,NaN
222876,2023-01-20 11:19:56.445958,832100333,STAT_RUNTIME,36256,NaN
233111,2023-01-20 11:20:27.363446,863097707,STAT_FLTTIME,4836,NaN
233112,2023-01-20 11:20:27.365932,863100194,STAT_RUNTIME,36287,NaN
243342,2023-01-20 11:20:58.303490,894098102,STAT_FLTTIME,4867,NaN
243343,2023-01-20 11:20:58.306219,894100830,STAT_RUNTIME,36318,NaN
253512,2023-01-20 11:21:29.243422,925097828,STAT_FLTTIME,4898,NaN
253513,2023-01-20 11:21:29.245934,925100339,STAT_RUNTIME,36349,NaN
263382,2023-01-20 11:21:59.183388,955098386,STAT_FLTTIME,4928,NaN
