LogFile,AnchorCount,FirstGpsUtc,LastGpsUtc,MessageTypeCount,InfoLineCount,UnparsedLineCount
00000004_ikinci uçuş.log,4331,2023-01-20 11:08:47.400000,2023-01-20 11:23:13.600000,56,132,8
