LineNo,UTC_Approx,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S
268244,2023-01-20 11:22:14.240375,970195211,0,-458,-13,693,-236,6,-63,0,0,0,1,970195207
268276,2023-01-20 11:22:14.340198,970295120,0,-462,-6,710,-236,6,-63,0,0,0,1,970295117
268310,2023-01-20 11:22:14.440103,970395086,0,-474,-19,711,-236,6,-63,0,0,0,1,970395082
268342,2023-01-20 11:22:14.540061,970495067,0,-461,-5,707,-236,6,-63,0,0,0,1,970495063
268375,2023-01-20 11:22:14.640034,970595061,0,-487,-22,729,-236,6,-63,0,0,0,1,970595057
268405,2023-01-20 11:22:14.740012,970695058,0,-478,-10,716,-236,6,-63,0,0,0,1,970695054
268440,2023-01-20 11:22:14.840030,970795077,0,-464,-10,701,-236,6,-63,0,0,0,1,970795073
268470,2023-01-20 11:22:14.940047,970895068,0,-479,-4,723,-236,6,-63,0,0,0,1,970895064
268503,2023-01-20 11:22:15.040094,970995101,0,-508,-9,738,-236,6,-63,0,0,0,1,970995097
268533,2023-01-20 11:22:15.140048,971095059,0,-496,-7,732,-236,6,-63,0,0,0,1,971095055
268568,2023-01-20 11:22:15.240038,971195059,0,-457,3,694,-236,6,-63,0,0,0,1,971195055
268600,2023-01-20 11:22:15.340032,971295074,0,-464,-5,694,-236,6,-63,0,0,0,1,971295070
268633,2023-01-20 11:22:15.440023,971395078,0,-468,-11,713,-236,6,-63,0,0,0,1,971395074
268667,2023-01-20 11:22:15.540008,971495062,0,-471,-8,707,-236,6,-63,0,0,0,1,971495058
268700,2023-01-20 11:22:15.640052,971595100,0,-467,-11,709,-236,6,-63,0,0,0,1,971595097
268730,2023-01-20 11:22:15.740027,971695062,0,-479,-11,712,-236,6,-63,0,0,0,1,971695058
268766,2023-01-20 11:22:15.840055,971795081,0,-481,-10,716,-236,6,-63,0,0,0,1,971795077
268796,2023-01-20 11:22:15.940036,971895058,0,-484,-14,700,-236,6,-63,0,0,0,1,971895054
268829,2023-01-20 11:22:16.040049,971995063,0,-498,-17,725,-236,6,-63,0,0,0,1,971995059
268859,2023-01-20 11:22:16.140065,972095063,0,-498,-15,718,-236,6,-63,0,0,0,1,972095060
268894,2023-01-20 11:22:16.240069,972195062,0,-489,-18,723,-236,6,-63,0,0,0,1,972195058
268926,2023-01-20 11:22:16.340122,972295123,0,-466,-12,702,-236,6,-63,0,0,0,1,972295112
268959,2023-01-20 11:22:16.440059,972395076,0,-479,-16,704,-236,6,-63,0,0,0,1,972395073
268990,2023-01-20 11:22:16.540026,972495067,0,-504,-22,732,-236,6,-63,0,0,0,1,972495063
269024,2023-01-20 11:22:16.640009,972595059,0,-500,-18,729,-236,6,-63,0,0,0,1,972595055
269054,2023-01-20 11:22:16.740027,972695061,0,-525,-27,741,-236,6,-63,0,0,0,1,972695057
269089,2023-01-20 11:22:16.840054,972795077,0,-495,-13,726,-236,6,-63,0,0,0,1,972795073
269119,2023-01-20 11:22:16.940046,972895063,0,-522,-17,735,-236,6,-63,0,0,0,1,972895059
269152,2023-01-20 11:22:17.040089,972995102,0,-531,-21,746,-236,6,-63,0,0,0,1,972995098
269183,2023-01-20 11:22:17.140054,973095066,0,-521,-32,742,-236,6,-63,0,0,0,1,973095062
269218,2023-01-20 11:22:17.240041,973195060,0,-504,-23,737,-236,6,-63,0,0,0,1,973195056
269250,2023-01-20 11:22:17.340033,973295072,0,-499,-11,741,-236,6,-63,0,0,0,1,973295068
269283,2023-01-20 11:22:17.440028,973395081,0,-535,-29,763,-236,6,-63,0,0,0,1,973395077
269314,2023-01-20 11:22:17.540009,973495067,0,-537,-12,766,-236,6,-63,0,0,0,1,973495064
269348,2023-01-20 11:22:17.640050,973595105,0,-533,-21,762,-236,6,-63,0,0,0,1,973595101
269378,2023-01-20 11:22:17.740021,973695059,0,-526,-26,752,-236,6,-63,0,0,0,1,973695055
269413,2023-01-20 11:22:17.840043,973795076,0,-546,-29,769,-236,6,-63,0,0,0,1,973795072
269443,2023-01-20 11:22:17.940006,973895052,0,-523,-27,758,-236,6,-63,0,0,0,1,973895048
269476,2023-01-20 11:22:18.040015,973995060,0,-522,-34,748,-236,6,-63,0,0,0,1,973995057
269507,2023-01-20 11:22:18.140034,974095058,0,-518,-26,761,-236,6,-63,0,0,0,1,974095054
269543,2023-01-20 11:22:18.240051,974195061,0,-503,-26,765,-236,6,-63,0,0,0,1,974195057
269575,2023-01-20 11:22:18.340105,974295114,0,-497,-27,756,-236,6,-63,0,0,0,1,974295110
269609,2023-01-20 11:22:18.440058,974395079,0,-498,-27,772,-236,6,-63,0,0,0,1,974395076
269640,2023-01-20 11:22:18.540001,974495054,0,-472,-19,740,-236,6,-63,0,0,0,1,974495050
269674,2023-01-20 11:22:18.639995,974595057,0,-474,-27,722,-236,6,-63,0,0,0,1,974595053
269704,2023-01-20 11:22:18.740026,974695062,0,-494,-22,744,-236,6,-63,0,0,0,1,974695058
269739,2023-01-20 11:22:18.840064,974795082,0,-483,-22,733,-236,6,-63,0,0,0,1,974795079
269769,2023-01-20 11:22:18.940102,974895114,0,-493,-23,741,-236,6,-63,0,0,0,1,974895110
269802,2023-01-20 11:22:19.040057,974995065,0,-509,-28,757,-236,6,-63,0,0,0,1,974995061
269832,2023-01-20 11:22:19.140059,975095067,0,-500,-27,756,-236,6,-63,0,0,0,1,975095063
269867,2023-01-20 11:22:19.240046,975195054,0,-499,-24,749,-236,6,-63,0,0,0,1,975195050
269899,2023-01-20 11:22:19.340067,975295077,0,-506,-23,754,-236,6,-63,0,0,0,1,975295073
269932,2023-01-20 11:22:19.440061,975395081,0,-499,-19,744,-236,6,-63,0,0,0,1,975395078
269963,2023-01-20 11:22:19.540017,975495060,0,-487,-15,735,-236,6,-63,0,0,0,1,975495057
269997,2023-01-20 11:22:19.640055,975595102,0,-480,-12,723,-236,6,-63,0,0,0,1,975595098
270027,2023-01-20 11:22:19.740057,975695082,0,-504,-24,741,-236,6,-63,0,0,0,1,975695078
270061,2023-01-20 11:22:19.840053,975795074,0,-491,-17,749,-236,6,-63,0,0,0,1,975795070
270091,2023-01-20 11:22:19.940011,975895056,0,-492,-19,734,-236,6,-63,0,0,0,1,975895052
270124,2023-01-20 11:22:20.040015,975995065,0,-504,-17,755,-236,6,-63,0,0,0,1,975995061
270155,2023-01-20 11:22:20.140039,976095067,0,-523,-18,758,-236,6,-63,0,0,0,1,976095063
270190,2023-01-20 11:22:20.240133,976195147,0,-497,-16,721,-236,6,-63,0,0,0,1,976195144
270222,2023-01-20 11:22:20.340070,976295082,0,-506,-23,733,-236,6,-63,0,0,0,1,976295078
270255,2023-01-20 11:22:20.440038,976395066,0,-513,-23,746,-236,6,-63,0,0,0,1,976395062
270288,2023-01-20 11:22:20.539978,976495050,0,-506,-26,752,-236,6,-63,0,0,0,1,976495046
270322,2023-01-20 11:22:20.639972,976595058,0,-497,-28,759,-236,6,-63,0,0,0,1,976595054
270352,2023-01-20 11:22:20.740025,976695079,0,-491,-35,751,-236,6,-63,0,0,0,1,976695075
270387,2023-01-20 11:22:20.840055,976795080,0,-487,-40,741,-236,6,-63,0,0,0,1,976795077
270417,2023-01-20 11:22:20.940095,976895096,0,-501,-37,744,-236,6,-63,0,0,0,1,976895092
270450,2023-01-20 11:22:21.040061,976995054,0,-518,-48,754,-236,6,-63,0,0,0,1,976995051
270480,2023-01-20 11:22:21.140042,977095052,0,-500,-38,726,-236,6,-63,0,0,0,1,977095049
270515,2023-01-20 11:22:21.240037,977195056,0,-518,-47,732,-236,6,-63,0,0,0,1,977195053
270547,2023-01-20 11:22:21.340066,977295081,0,-535,-35,738,-236,6,-63,0,0,0,1,977295078
270581,2023-01-20 11:22:21.440071,977395087,0,-536,-43,726,-236,6,-63,0,0,0,1,977395083
270612,2023-01-20 11:22:21.540078,977495102,0,-521,-34,718,-236,6,-63,0,0,0,1,977495098
270646,2023-01-20 11:22:21.640040,977595067,0,-525,-35,717,-236,6,-63,0,0,0,1,977595063
270676,2023-01-20 11:22:21.740060,977695083,0,-513,-24,720,-236,6,-63,0,0,0,1,977695079
270711,2023-01-20 11:22:21.840059,977795076,0,-512,-21,714,-236,6,-63,0,0,0,1,977795072
270741,2023-01-20 11:22:21.940048,977895056,0,-491,-15,710,-236,6,-63,0,0,0,1,977895053
270774,2023-01-20 11:22:22.036449,977995066,0,-490,-17,702,-236,6,-63,0,0,0,1,977995062
270804,2023-01-20 11:22:22.127432,978095071,0,-484,-16,709,-236,6,-63,0,0,0,1,978095067
270839,2023-01-20 11:22:22.220335,978195168,0,-498,-24,718,-236,6,-63,0,0,0,1,978195164
270871,2023-01-20 11:22:22.320248,978295074,0,-472,-8,722,-236,6,-63,0,0,0,1,978295070
270904,2023-01-20 11:22:22.420248,978395079,0,-481,-21,731,-236,6,-63,0,0,0,1,978395072
270934,2023-01-20 11:22:22.520144,978495030,0,-493,-34,751,-236,6,-63,0,0,0,1,978495026
270969,2023-01-20 11:22:22.620133,978595058,0,-499,-32,732,-236,6,-63,0,0,0,1,978595054
270999,2023-01-20 11:22:22.720191,978695091,0,-492,-35,749,-236,6,-63,0,0,0,1,978695087
271035,2023-01-20 11:22:22.820236,978795119,0,-519,-41,769,-236,6,-63,0,0,0,1,978795116
271065,2023-01-20 11:22:22.920157,978895059,0,-497,-38,775,-236,6,-63,0,0,0,1,978895055
271098,2023-01-20 11:22:23.020137,978995056,0,-488,-51,767,-236,6,-63,0,0,0,1,978995053
271128,2023-01-20 11:22:23.120113,979095041,0,-477,-53,752,-236,6,-63,0,0,0,1,979095037
271164,2023-01-20 11:22:23.220107,979195051,0,-472,-63,734,-236,6,-63,0,0,0,1,979195047
271196,2023-01-20 11:22:23.320083,979295075,0,-465,-62,716,-236,6,-63,0,0,0,1,979295071
271229,2023-01-20 11:22:23.420046,979395075,0,-486,-61,719,-236,6,-63,0,0,0,1,979395071
271259,2023-01-20 11:22:23.520068,979495094,0,-492,-47,719,-236,6,-63,0,0,0,1,979495091
271294,2023-01-20 11:22:23.620031,979595056,0,-500,-29,704,-236,6,-63,0,0,0,1,979595052
271324,2023-01-20 11:22:23.720043,979695073,0,-544,-29,739,-236,6,-63,0,0,0,1,979695070
271359,2023-01-20 11:22:23.820032,979795065,0,-526,-14,740,-236,6,-63,0,0,0,1,979795061
271389,2023-01-20 11:22:23.920027,979895063,0,-515,-11,725,-236,6,-63,0,0,0,1,979895059
271422,2023-01-20 11:22:24.020024,979995060,0,-523,-23,747,-236,6,-63,0,0,0,1,979995056
271453,2023-01-20 11:22:24.120058,980095090,0,-516,-32,733,-236,6,-63,0,0,0,1,980095086
271488,2023-01-20 11:22:24.220087,980195114,0,-484,-25,703,-236,6,-63,0,0,0,1,980195110
271520,2023-01-20 11:22:24.320048,980295068,0,-495,-23,738,-236,6,-63,0,0,0,1,980295065
271553,2023-01-20 11:22:24.420067,980395065,0,-532,-27,782,-236,6,-63,0,0,0,1,980395062
271583,2023-01-20 11:22:24.520138,980495055,0,-493,-22,752,-236,6,-63,0,0,0,1,980495051
271618,2023-01-20 11:22:24.620195,980595066,0,-463,-27,734,-236,6,-63,0,0,0,1,980595062
271648,2023-01-20 11:22:24.720114,980695076,0,-448,-5,733,-236,6,-63,0,0,0,1,980695072
271683,2023-01-20 11:22:24.820102,980795134,0,-455,-15,741,-236,6,-63,0,0,0,1,980795130
271713,2023-01-20 11:22:24.920035,980895051,0,-477,-22,760,-236,6,-63,0,0,0,1,980895047
271746,2023-01-20 11:22:25.020051,980995055,0,-490,-37,775,-236,6,-63,0,0,0,1,980995051
271776,2023-01-20 11:22:25.120036,981095048,0,-498,-41,763,-236,6,-63,0,0,0,1,981095044
271811,2023-01-20 11:22:25.220042,981195060,0,-516,-47,760,-236,6,-63,0,0,0,1,981195056
271843,2023-01-20 11:22:25.320065,981295084,0,-522,-45,774,-236,6,-63,0,0,0,1,981295080
271876,2023-01-20 11:22:25.420099,981395122,0,-513,-50,752,-236,6,-63,0,0,0,1,981395118
271908,2023-01-20 11:22:25.520010,981495053,0,-516,-51,760,-236,6,-63,0,0,0,1,981495049
271943,2023-01-20 11:22:25.619997,981595052,0,-515,-44,754,-236,6,-63,0,0,0,1,981595048
271973,2023-01-20 11:22:25.720029,981695071,0,-512,-49,736,-236,6,-63,0,0,0,1,981695068
272009,2023-01-20 11:22:25.820031,981795065,0,-518,-42,737,-236,6,-63,0,0,0,1,981795061
272039,2023-01-20 11:22:25.920021,981895064,0,-545,-55,766,-236,6,-63,0,0,0,1,981895060
272072,2023-01-20 11:22:26.020020,981995067,0,-502,-25,734,-236,6,-63,0,0,0,1,981995059
272102,2023-01-20 11:22:26.120073,982095100,0,-506,-25,734,-236,6,-63,0,0,0,1,982095096
272137,2023-01-20 11:22:26.220049,982195060,0,-516,-32,747,-236,6,-63,0,0,0,1,982195057
272169,2023-01-20 11:22:26.320068,982295081,0,-514,-34,736,-236,6,-63,0,0,0,1,982295077
272202,2023-01-20 11:22:26.420051,982395073,0,-518,-33,738,-236,6,-63,0,0,0,1,982395069
272232,2023-01-20 11:22:26.520002,982495066,0,-501,-22,733,-236,6,-63,0,0,0,1,982495062
272267,2023-01-20 11:22:26.619976,982595067,0,-515,-35,739,-236,6,-63,0,0,0,1,982595063
272297,2023-01-20 11:22:26.720063,982695121,0,-499,-22,730,-236,6,-63,0,0,0,1,982695118
272332,2023-01-20 11:22:26.820063,982795092,0,-489,-22,727,-236,6,-63,0,0,0,1,982795088
272362,2023-01-20 11:22:26.920066,982895085,0,-487,-31,714,-236,6,-63,0,0,0,1,982895081
272395,2023-01-20 11:22:27.020035,982995046,0,-492,-22,720,-236,6,-63,0,0,0,1,982995042
272425,2023-01-20 11:22:27.120049,983095060,0,-476,-20,702,-236,6,-63,0,0,0,1,983095056
272460,2023-01-20 11:22:27.220049,983195063,0,-470,-14,709,-236,6,-63,0,0,0,1,983195059
272492,2023-01-20 11:22:27.320055,983295081,0,-470,-9,699,-236,6,-63,0,0,0,1,983295077
272526,2023-01-20 11:22:27.420081,983395117,0,-484,-17,715,-236,6,-63,0,0,0,1,983395113
272556,2023-01-20 11:22:27.520011,983495053,0,-492,-23,728,-236,6,-63,0,0,0,1,983495050
272591,2023-01-20 11:22:27.620007,983595052,0,-503,-24,723,-236,6,-63,0,0,0,1,983595048
272621,2023-01-20 11:22:27.720035,983695072,0,-491,-25,707,-236,6,-63,0,0,0,1,983695068
272656,2023-01-20 11:22:27.820047,983795075,0,-489,-28,717,-236,6,-63,0,0,0,1,983795071
272686,2023-01-20 11:22:27.920044,983895063,0,-515,-43,712,-236,6,-63,0,0,0,1,983895059
272719,2023-01-20 11:22:28.020083,983995094,0,-504,-30,731,-236,6,-63,0,0,0,1,983995090
272749,2023-01-20 11:22:28.120052,984095060,0,-500,-33,726,-236,6,-63,0,0,0,1,984095056
272785,2023-01-20 11:22:28.220056,984195064,0,-509,-43,728,-236,6,-63,0,0,0,1,984195060
272818,2023-01-20 11:22:28.320052,984295072,0,-491,-46,727,-236,6,-63,0,0,0,1,984295069
272851,2023-01-20 11:22:28.420033,984395069,0,-493,-36,736,-236,6,-63,0,0,0,1,984395065
272881,2023-01-20 11:22:28.519992,984495064,0,-492,-29,728,-236,6,-63,0,0,0,1,984495060
272916,2023-01-20 11:22:28.619971,984595064,0,-505,-42,733,-236,6,-63,0,0,0,1,984595060
272946,2023-01-20 11:22:28.720057,984695114,0,-480,-36,723,-236,6,-63,0,0,0,1,984695110
272982,2023-01-20 11:22:28.820050,984795078,0,-471,-30,714,-236,6,-63,0,0,0,1,984795074
273012,2023-01-20 11:22:28.920034,984895059,0,-497,-34,746,-236,6,-63,0,0,0,1,984895055
273045,2023-01-20 11:22:29.020039,984995063,0,-495,-36,746,-236,6,-63,0,0,0,1,984995059
273075,2023-01-20 11:22:29.120024,985095056,0,-516,-47,741,-236,6,-63,0,0,0,1,985095053
273110,2023-01-20 11:22:29.220016,985195053,0,-529,-45,744,-236,6,-63,0,0,0,1,985195050
273142,2023-01-20 11:22:29.320091,985295121,0,-544,-55,760,-236,6,-63,0,0,0,1,985295113
273175,2023-01-20 11:22:29.420045,985395073,0,-545,-48,757,-236,6,-63,0,0,0,1,985395069
273205,2023-01-20 11:22:29.520032,985495074,0,-522,-44,736,-236,6,-63,0,0,0,1,985495070
273240,2023-01-20 11:22:29.619998,985595050,0,-507,-40,725,-236,6,-63,0,0,0,1,985595047
273270,2023-01-20 11:22:29.720040,985695080,0,-516,-25,730,-236,6,-63,0,0,0,1,985695076
273305,2023-01-20 11:22:29.820054,985795082,0,-522,-22,743,-236,6,-63,0,0,0,1,985795078
273335,2023-01-20 11:22:29.920046,985895063,0,-527,-12,751,-236,6,-63,0,0,0,1,985895060
273368,2023-01-20 11:22:30.020086,985995094,0,-520,-19,742,-236,6,-63,0,0,0,1,985995090
273398,2023-01-20 11:22:30.120047,986095053,0,-489,-15,723,-236,6,-63,0,0,0,1,986095049
273435,2023-01-20 11:22:30.220049,986195057,0,-496,-20,731,-236,6,-63,0,0,0,1,986195049
273467,2023-01-20 11:22:30.320043,986295064,0,-487,-21,735,-236,6,-63,0,0,0,1,986295060
273501,2023-01-20 11:22:30.420043,986395077,0,-501,-37,760,-236,6,-63,0,0,0,1,986395073
273533,2023-01-20 11:22:30.520257,986495305,0,-482,-30,743,-236,6,-63,0,0,0,1,986495252
273568,2023-01-20 11:22:30.620043,986595097,0,-480,-32,735,-236,6,-63,0,0,0,1,986595093
273598,2023-01-20 11:22:30.720041,986695077,0,-494,-38,746,-236,6,-63,0,0,0,1,986695073
273632,2023-01-20 11:22:30.820057,986795078,0,-498,-44,765,-236,6,-63,0,0,0,1,986795074
273662,2023-01-20 11:22:30.920030,986895048,0,-467,-29,745,-236,6,-63,0,0,0,1,986895045
273695,2023-01-20 11:22:31.020030,986995047,0,-487,-33,763,-236,6,-63,0,0,0,1,986995043
273725,2023-01-20 11:22:31.120050,987095073,0,-500,-39,777,-236,6,-63,0,0,0,1,987095070
273760,2023-01-20 11:22:31.220074,987195098,0,-503,-38,768,-236,6,-63,0,0,0,1,987195095
273792,2023-01-20 11:22:31.320098,987295106,0,-528,-47,785,-236,6,-63,0,0,0,1,987295102
273825,2023-01-20 11:22:31.418276,987395110,0,-522,-38,782,-236,6,-63,0,0,0,1,987395106
273855,2023-01-20 11:22:31.509077,987495046,0,-532,-46,769,-236,6,-63,0,0,0,1,987495043
273890,2023-01-20 11:22:31.600092,987595208,0,-531,-44,759,-236,6,-63,0,0,0,1,987595204
273920,2023-01-20 11:22:31.699975,987695075,0,-531,-35,761,-236,6,-63,0,0,0,1,987695071
273956,2023-01-20 11:22:31.800100,987795184,0,-542,-47,755,-236,6,-63,0,0,0,1,987795180
273986,2023-01-20 11:22:31.899987,987895097,0,-549,-46,774,-236,6,-63,0,0,0,1,987895093
274019,2023-01-20 11:22:32.000107,987995244,0,-532,-42,767,-236,6,-63,0,0,0,1,987995240
274049,2023-01-20 11:22:32.099926,988095071,0,-523,-49,763,-236,6,-63,0,0,0,1,988095067
274084,2023-01-20 11:22:32.200099,988195241,0,-498,-29,735,-236,6,-63,0,0,0,1,988195237
274116,2023-01-20 11:22:32.311112,988295072,0,-522,-32,741,-236,6,-63,0,0,0,1,988295069
274149,2023-01-20 11:22:32.418258,988395121,0,-512,-30,742,-236,6,-63,0,0,0,1,988395117
274179,2023-01-20 11:22:32.508973,988495057,0,-502,-26,743,-236,6,-63,0,0,0,1,988495053
274214,2023-01-20 11:22:32.600096,988595432,0,-505,-27,736,-236,6,-63,0,0,0,1,988595429
274244,2023-01-20 11:22:32.699795,988695088,0,-502,-34,751,-236,6,-63,0,0,0,1,988695084
274279,2023-01-20 11:22:32.800141,988795391,0,-497,-26,755,-236,6,-63,0,0,0,1,988795387
274309,2023-01-20 11:22:32.899769,988895049,0,-477,-25,763,-236,6,-63,0,0,0,1,988895046
274342,2023-01-20 11:22:33.000088,988995398,0,-474,-14,755,-236,6,-63,0,0,0,1,988995394
274372,2023-01-20 11:22:33.099795,989095060,0,-486,-19,770,-236,6,-63,0,0,0,1,989095056
274407,2023-01-20 11:22:33.200143,989195363,0,-492,-20,771,-236,6,-63,0,0,0,1,989195359
274439,2023-01-20 11:22:33.299836,989295114,0,-501,-35,773,-236,6,-63,0,0,0,1,989295111
274474,2023-01-20 11:22:33.400091,989395428,0,-498,-24,777,-236,6,-63,0,0,0,1,989395424
274504,2023-01-20 11:22:33.499709,989495050,0,-509,-32,760,-236,6,-63,0,0,0,1,989495047
274539,2023-01-20 11:22:33.600091,989595436,0,-517,-41,757,-236,6,-63,0,0,0,1,989595432
274569,2023-01-20 11:22:33.699741,989695083,0,-519,-45,752,-236,6,-63,0,0,0,1,989695079
274604,2023-01-20 11:22:33.800095,989795433,0,-541,-44,762,-236,6,-63,0,0,0,1,989795430
274634,2023-01-20 11:22:33.899786,989895111,0,-547,-44,776,-236,6,-63,0,0,0,1,989895107
274667,2023-01-20 11:22:34.000089,989995402,0,-543,-39,774,-236,6,-63,0,0,0,1,989995398
274697,2023-01-20 11:22:34.099736,990095059,0,-543,-44,767,-236,6,-63,0,0,0,1,990095055
274732,2023-01-20 11:22:34.200092,990195425,0,-531,-34,751,-236,6,-63,0,0,0,1,990195421
274764,2023-01-20 11:22:34.299748,990295085,0,-527,-22,749,-236,6,-63,0,0,0,1,990295081
274797,2023-01-20 11:22:34.400088,990395429,0,-516,-27,730,-236,6,-63,0,0,0,1,990395425
274827,2023-01-20 11:22:34.499689,990495061,0,-528,-22,742,-236,6,-63,0,0,0,1,990495057
274862,2023-01-20 11:22:34.600088,990595491,0,-552,-33,762,-236,6,-63,0,0,0,1,990595488
274892,2023-01-20 11:22:34.699717,990695081,0,-518,-19,753,-236,6,-63,0,0,0,1,990695077
274928,2023-01-20 11:22:34.800092,990795417,0,-513,-19,741,-236,6,-63,0,0,0,1,990795414
274958,2023-01-20 11:22:34.899785,990895055,0,-507,-26,762,-236,6,-63,0,0,0,1,990895051
274991,2023-01-20 11:22:35.000164,990995379,0,-480,-9,737,-236,6,-63,0,0,0,1,990995375
275021,2023-01-20 11:22:35.099775,991095055,0,-476,-20,744,-236,6,-63,0,0,0,1,991095051
275056,2023-01-20 11:22:35.200088,991195433,0,-497,-36,769,-236,6,-63,0,0,0,1,991195430
275088,2023-01-20 11:22:35.299760,991295091,0,-509,-37,780,-236,6,-63,0,0,0,1,991295087
275121,2023-01-20 11:22:35.400095,991395413,0,-521,-47,777,-236,6,-63,0,0,0,1,991395409
275153,2023-01-20 11:22:35.499988,991495329,0,-548,-53,822,-236,6,-63,0,0,0,1,991495326
275188,2023-01-20 11:22:35.600092,991595457,0,-571,-51,814,-236,6,-63,0,0,0,1,991595450
275218,2023-01-20 11:22:35.699723,991695073,0,-584,-39,832,-236,6,-63,0,0,0,1,991695070
275253,2023-01-20 11:22:35.800095,991795430,0,-591,-43,839,-236,6,-63,0,0,0,1,991795427
275283,2023-01-20 11:22:35.899815,991895109,0,-588,-43,829,-236,6,-63,0,0,0,1,991895106
275316,2023-01-20 11:22:36.000157,991995410,0,-578,-41,836,-236,6,-63,0,0,0,1,991995406
275346,2023-01-20 11:22:36.099760,992095053,0,-554,-37,812,-236,6,-63,0,0,0,1,992095049
275381,2023-01-20 11:22:36.200088,992195421,0,-560,-37,806,-236,6,-63,0,0,0,1,992195417
275413,2023-01-20 11:22:36.299762,992295083,0,-547,-25,801,-236,6,-63,0,0,0,1,992295080
275446,2023-01-20 11:22:36.400093,992395401,0,-544,-34,781,-236,6,-63,0,0,0,1,992395397
275476,2023-01-20 11:22:36.499768,992495101,0,-537,-22,765,-236,6,-63,0,0,0,1,992495097
275511,2023-01-20 11:22:36.600092,992595450,0,-516,-17,756,-236,6,-63,0,0,0,1,992595446
275541,2023-01-20 11:22:36.699737,992695081,0,-526,-22,755,-236,6,-63,0,0,0,1,992695074
275577,2023-01-20 11:22:36.800089,992795418,0,-513,-20,752,-236,6,-63,0,0,0,1,992795414
275607,2023-01-20 11:22:36.899744,992895071,0,-513,-17,747,-236,6,-63,0,0,0,1,992895067
275640,2023-01-20 11:22:37.000092,992995417,0,-530,-20,757,-236,6,-63,0,0,0,1,992995413
275670,2023-01-20 11:22:37.099729,993095067,0,-514,-21,757,-236,6,-63,0,0,0,1,993095064
275705,2023-01-20 11:22:37.200091,993195442,0,-522,-31,756,-236,6,-63,0,0,0,1,993195438
275737,2023-01-20 11:22:37.299746,993295078,0,-512,-20,760,-236,6,-63,0,0,0,1,993295074
275770,2023-01-20 11:22:37.400089,993395402,0,-501,-8,743,-236,6,-63,0,0,0,1,993395398
275800,2023-01-20 11:22:37.499727,993495060,0,-499,-15,727,-236,6,-63,0,0,0,1,993495056
275835,2023-01-20 11:22:37.600097,993595451,0,-510,-14,727,-236,6,-63,0,0,0,1,993595438
275865,2023-01-20 11:22:37.699712,993695072,0,-519,-11,738,-236,6,-63,0,0,0,1,993695068
275900,2023-01-20 11:22:37.800113,993795480,0,-517,-7,748,-236,6,-63,0,0,0,1,993795476
275930,2023-01-20 11:22:37.899722,993895070,0,-510,-8,737,-236,6,-63,0,0,0,1,993895067
275963,2023-01-20 11:22:38.000098,993995426,0,-514,-15,750,-236,6,-63,0,0,0,1,993995417
275993,2023-01-20 11:22:38.099729,994095048,0,-506,-13,745,-236,6,-63,0,0,0,1,994095045
276029,2023-01-20 11:22:38.200096,994195406,0,-517,-16,747,-236,6,-63,0,0,0,1,994195403
276061,2023-01-20 11:22:38.299798,994295082,0,-525,-22,768,-236,6,-63,0,0,0,1,994295079
276094,2023-01-20 11:22:38.400138,994395396,0,-522,-25,764,-236,6,-63,0,0,0,1,994395392
276125,2023-01-20 11:22:38.499795,994495102,0,-526,-24,773,-236,6,-63,0,0,0,1,994495099
276160,2023-01-20 11:22:38.600088,994595444,0,-498,-29,749,-236,6,-63,0,0,0,1,994595440
276190,2023-01-20 11:22:38.699732,994695072,0,-500,-25,745,-236,6,-63,0,0,0,1,994695069
276225,2023-01-20 11:22:38.800089,994795412,0,-533,-25,778,-236,6,-63,0,0,0,1,994795408
276255,2023-01-20 11:22:38.899734,994895062,0,-526,-21,773,-236,6,-63,0,0,0,1,994895058
276288,2023-01-20 11:22:39.000095,994995427,0,-540,-28,782,-236,6,-63,0,0,0,1,994995423
276318,2023-01-20 11:22:39.099816,995095106,0,-545,-36,792,-236,6,-63,0,0,0,1,995095103
276353,2023-01-20 11:22:39.200141,995195389,0,-504,-29,750,-236,6,-63,0,0,0,1,995195386
276385,2023-01-20 11:22:39.299818,995295072,0,-486,-27,726,-236,6,-63,0,0,0,1,995295068
276418,2023-01-20 11:22:39.400145,995395405,0,-521,-35,748,-236,6,-63,0,0,0,1,995395402
276448,2023-01-20 11:22:39.499772,995495073,0,-504,-28,738,-236,6,-63,0,0,0,1,995495070
276483,2023-01-20 11:22:39.600095,995595437,0,-511,-33,737,-236,6,-63,0,0,0,1,995595433
276513,2023-01-20 11:22:39.699722,995695078,0,-509,-37,740,-236,6,-63,0,0,0,1,995695074
276548,2023-01-20 11:22:39.800091,995795461,0,-525,-36,768,-236,6,-63,0,0,0,1,995795457
276578,2023-01-20 11:22:39.899709,995895054,0,-517,-37,753,-236,6,-63,0,0,0,1,995895050
276611,2023-01-20 11:22:40.000108,995995429,0,-498,-32,751,-236,6,-63,0,0,0,1,995995425
276641,2023-01-20 11:22:40.099722,996095063,0,-508,-33,772,-236,6,-63,0,0,0,1,996095059
276676,2023-01-20 11:22:40.200097,996195458,0,-513,-33,756,-236,6,-63,0,0,0,1,996195454
276708,2023-01-20 11:22:40.299720,996295079,0,-504,-28,752,-236,6,-63,0,0,0,1,996295075
