LineNo,UTC_Approx,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S
1019,2023-01-20 11:08:47.514239,161773838,0,-214,-55,399,-236,6,-63,0,0,0,1,161773834
1136,2023-01-20 11:08:47.627383,161890090,0,-214,-54,397,-236,6,-63,0,0,0,1,161890086
1398,2023-01-20 11:08:47.736845,161993930,0,-215,-53,398,-236,6,-63,0,0,0,1,161993926
1818,2023-01-20 11:08:47.840461,162094400,0,-215,-54,398,-236,6,-63,0,0,0,1,162094396
1864,2023-01-20 11:08:47.940338,162194519,0,-214,-55,398,-236,6,-63,0,0,0,1,162194507
1912,2023-01-20 11:08:48.040091,162294415,0,-214,-53,398,-236,6,-63,0,0,0,1,162294411
1957,2023-01-20 11:08:48.140087,162394407,0,-216,-53,397,-236,6,-63,0,0,0,1,162394403
2011,2023-01-20 11:08:48.240107,162494411,0,-214,-54,399,-236,6,-63,0,0,0,1,162494407
2053,2023-01-20 11:08:48.340137,162594408,0,-215,-54,398,-236,6,-63,0,0,0,1,162594404
2108,2023-01-20 11:08:48.436518,162694399,0,-215,-54,398,-236,6,-63,0,0,0,1,162694395
2167,2023-01-20 11:08:48.527489,162794413,0,-215,-53,398,-236,6,-63,0,0,0,1,162794409
2229,2023-01-20 11:08:48.620270,162894397,0,-216,-53,398,-236,6,-63,0,0,0,1,162894394
2281,2023-01-20 11:08:48.720300,162994408,0,-214,-54,398,-236,6,-63,0,0,0,1,162994405
2333,2023-01-20 11:08:48.820287,163094379,0,-213,-53,397,-236,6,-63,0,0,0,1,163094375
2391,2023-01-20 11:08:48.920372,163194463,0,-215,-55,397,-236,6,-63,0,0,0,1,163194459
2434,2023-01-20 11:08:49.020325,163294418,0,-214,-54,397,-236,6,-63,0,0,0,1,163294408
2479,2023-01-20 11:08:49.120288,163394398,0,-215,-54,398,-236,6,-63,0,0,0,1,163394395
2520,2023-01-20 11:08:49.222522,163494406,0,-215,-54,398,-236,6,-63,0,0,0,1,163494402
2561,2023-01-20 11:08:49.333555,163594404,0,-214,-55,397,-236,6,-63,0,0,0,1,163594401
2600,2023-01-20 11:08:49.440176,163694447,0,-214,-54,398,-236,6,-63,0,0,0,1,163694443
2642,2023-01-20 11:08:49.540079,163794415,0,-223,-56,408,-236,6,-63,0,0,0,1,163794411
2681,2023-01-20 11:08:49.636437,163894404,0,-226,-55,412,-236,6,-63,0,0,0,1,163894400
2720,2023-01-20 11:08:49.727461,163994401,0,-225,-56,410,-236,6,-63,0,0,0,1,163994397
2759,2023-01-20 11:08:49.820305,164094401,0,-222,-57,407,-236,6,-63,0,0,0,1,164094397
2801,2023-01-20 11:08:49.920357,164194476,0,-224,-58,407,-236,6,-63,0,0,0,1,164194472
2842,2023-01-20 11:08:50.020285,164294415,0,-222,-57,406,-236,6,-63,0,0,0,1,164294411
2882,2023-01-20 11:08:50.120360,164394453,0,-223,-57,405,-236,6,-63,0,0,0,1,164394450
2923,2023-01-20 11:08:50.220338,164494409,0,-222,-56,405,-236,6,-63,0,0,0,1,164494405
2962,2023-01-20 11:08:50.320287,164594399,0,-223,-57,406,-236,6,-63,0,0,0,1,164594395
3002,2023-01-20 11:08:50.420249,164694403,0,-222,-57,406,-236,6,-63,0,0,0,1,164694399
3045,2023-01-20 11:08:50.520260,164794461,0,-223,-58,408,-236,6,-63,0,0,0,1,164794457
3084,2023-01-20 11:08:50.620178,164894405,0,-230,-58,417,-236,6,-63,0,0,0,1,164894390
3123,2023-01-20 11:08:50.720235,164994404,0,-248,-56,444,-236,6,-63,0,0,0,1,164994401
3161,2023-01-20 11:08:50.820275,165094411,0,-240,-55,429,-236,6,-63,0,0,0,1,165094407
3202,2023-01-20 11:08:50.920228,165194428,0,-235,-56,424,-236,6,-63,0,0,0,1,165194424
3243,2023-01-20 11:08:51.020170,165294419,0,-232,-53,423,-236,6,-63,0,0,0,1,165294415
3282,2023-01-20 11:08:51.120177,165394411,0,-236,-57,421,-236,6,-63,0,0,0,1,165394407
3324,2023-01-20 11:08:51.220187,165494419,0,-232,-58,419,-236,6,-63,0,0,0,1,165494415
3362,2023-01-20 11:08:51.320109,165594385,0,-234,-54,423,-236,6,-63,0,0,0,1,165594381
3402,2023-01-20 11:08:51.420092,165694406,0,-232,-55,422,-236,6,-63,0,0,0,1,165694403
3442,2023-01-20 11:08:51.520133,165794464,0,-235,-57,425,-236,6,-63,0,0,0,1,165794460
3483,2023-01-20 11:08:51.620057,165894400,0,-232,-53,421,-236,6,-63,0,0,0,1,165894396
3521,2023-01-20 11:08:51.720070,165994406,0,-231,-57,420,-236,6,-63,0,0,0,1,165994403
3561,2023-01-20 11:08:51.820123,166094454,0,-233,-55,423,-236,6,-63,0,0,0,1,166094450
3601,2023-01-20 11:08:51.920088,166194422,0,-235,-56,425,-236,6,-63,0,0,0,1,166194418
3643,2023-01-20 11:08:52.020077,166294412,0,-234,-56,421,-236,6,-63,0,0,0,1,166294408
3680,2023-01-20 11:08:52.120077,166394405,0,-238,-58,423,-236,6,-63,0,0,0,1,166394401
3714,2023-01-20 11:08:52.220093,166494415,0,-234,-56,422,-236,6,-63,0,0,0,1,166494412
3745,2023-01-20 11:08:52.320089,166594414,0,-234,-54,422,-236,6,-63,0,0,0,1,166594410
3777,2023-01-20 11:08:52.420077,166694409,0,-233,-55,423,-236,6,-63,0,0,0,1,166694405
3810,2023-01-20 11:08:52.520069,166794427,0,-233,-55,420,-236,6,-63,0,0,0,1,166794424
3842,2023-01-20 11:08:52.620029,166894401,0,-234,-55,423,-236,6,-63,0,0,0,1,166894397
3873,2023-01-20 11:08:52.720068,166994406,0,-238,-56,425,-236,6,-63,0,0,0,1,166994402
3905,2023-01-20 11:08:52.820148,167094460,0,-235,-53,422,-236,6,-63,0,0,0,1,167094456
3938,2023-01-20 11:08:52.920123,167194433,0,-233,-57,422,-236,6,-63,0,0,0,1,167194429
3972,2023-01-20 11:08:53.020105,167294420,0,-229,-53,420,-236,6,-63,0,0,0,1,167294416
4003,2023-01-20 11:08:53.120105,167394451,0,-234,-53,421,-236,6,-63,0,0,0,1,167394447
4037,2023-01-20 11:08:53.220090,167494459,0,-236,-57,424,-236,6,-63,0,0,0,1,167494455
4068,2023-01-20 11:08:53.320108,167594467,0,-239,-56,430,-236,6,-63,0,0,0,1,167594463
4100,2023-01-20 11:08:53.420141,167694500,0,-274,-53,476,-236,6,-63,0,0,0,1,167694497
4133,2023-01-20 11:08:53.520080,167794480,0,-322,-53,535,-236,6,-63,0,0,0,1,167794474
4165,2023-01-20 11:08:53.620029,167894455,0,-340,-39,575,-236,6,-63,0,0,0,1,167894451
4196,2023-01-20 11:08:53.720107,167994501,0,-381,-49,623,-236,6,-63,0,0,0,1,167994497
4228,2023-01-20 11:08:53.820086,168094457,0,-418,-41,690,-236,6,-63,0,0,0,1,168094453
4261,2023-01-20 11:08:53.920088,168194476,0,-469,-47,737,-236,6,-63,0,0,0,1,168194469
4296,2023-01-20 11:08:54.020074,168294478,0,-511,-40,810,-236,6,-63,0,0,0,1,168294474
4328,2023-01-20 11:08:54.120051,168394468,0,-542,-24,827,-236,6,-63,0,0,0,1,168394456
4362,2023-01-20 11:08:54.220029,168494451,0,-498,-35,775,-236,6,-63,0,0,0,1,168494448
4393,2023-01-20 11:08:54.320050,168594448,0,-452,-36,719,-236,6,-63,0,0,0,1,168594444
4425,2023-01-20 11:08:54.420076,168694461,0,-428,-42,709,-236,6,-63,0,0,0,1,168694457
4458,2023-01-20 11:08:54.520058,168794481,0,-451,-45,733,-236,6,-63,0,0,0,1,168794477
4490,2023-01-20 11:08:54.620018,168894468,0,-475,-43,768,-236,6,-63,0,0,0,1,168894465
4521,2023-01-20 11:08:54.720022,168994455,0,-467,-57,759,-236,6,-63,0,0,0,1,168994451
4553,2023-01-20 11:08:54.820045,169094463,0,-443,-50,716,-236,6,-63,0,0,0,1,169094460
4586,2023-01-20 11:08:54.920078,169194485,0,-454,-66,738,-236,6,-63,0,0,0,1,169194481
4620,2023-01-20 11:08:55.020084,169294480,0,-475,-57,743,-236,6,-63,0,0,0,1,169294477
4651,2023-01-20 11:08:55.120069,169394455,0,-487,-58,756,-236,6,-63,0,0,0,1,169394452
4685,2023-01-20 11:08:55.220072,169494451,0,-490,-57,753,-236,6,-63,0,0,0,1,169494447
4716,2023-01-20 11:08:55.320075,169594459,0,-494,-54,751,-236,6,-63,0,0,0,1,169594455
4748,2023-01-20 11:08:55.420113,169694507,0,-531,-55,789,-236,6,-63,0,0,0,1,169694503
4783,2023-01-20 11:08:55.520050,169794472,0,-509,-61,786,-236,6,-63,0,0,0,1,169794469
4815,2023-01-20 11:08:55.620017,169894455,0,-502,-61,775,-236,6,-63,0,0,0,1,169894451
4846,2023-01-20 11:08:55.720041,169994450,0,-521,-58,789,-236,6,-63,0,0,0,1,169994446
4878,2023-01-20 11:08:55.820058,170094445,0,-536,-69,780,-236,6,-63,0,0,0,1,170094441
4911,2023-01-20 11:08:55.920084,170194474,0,-495,-59,743,-236,6,-63,0,0,0,1,170194470
4945,2023-01-20 11:08:56.020095,170294486,0,-501,-75,738,-236,6,-63,0,0,0,1,170294482
4976,2023-01-20 11:08:56.120075,170394459,0,-513,-79,744,-236,6,-63,0,0,0,1,170394455
5010,2023-01-20 11:08:56.220120,170494499,0,-513,-69,747,-236,6,-63,0,0,0,1,170494496
5041,2023-01-20 11:08:56.320071,170594452,0,-516,-68,760,-236,6,-63,0,0,0,1,170594448
5073,2023-01-20 11:08:56.420078,170694467,0,-520,-55,782,-236,6,-63,0,0,0,1,170694463
5106,2023-01-20 11:08:56.520059,170794480,0,-515,-55,776,-236,6,-63,0,0,0,1,170794476
5138,2023-01-20 11:08:56.620013,170894453,0,-508,-54,766,-236,6,-63,0,0,0,1,170894449
5169,2023-01-20 11:08:56.720102,170994508,0,-505,-44,767,-236,6,-63,0,0,0,1,170994496
5201,2023-01-20 11:08:56.820082,171094463,0,-507,-32,759,-236,6,-63,0,0,0,1,171094459
5234,2023-01-20 11:08:56.920090,171194479,0,-520,-36,772,-236,6,-63,0,0,0,1,171194475
5268,2023-01-20 11:08:57.020132,171294525,0,-519,-36,781,-236,6,-63,0,0,0,1,171294522
5300,2023-01-20 11:08:57.120069,171394454,0,-503,-40,759,-236,6,-63,0,0,0,1,171394451
5334,2023-01-20 11:08:57.220086,171494465,0,-488,-24,742,-236,6,-63,0,0,0,1,171494461
5365,2023-01-20 11:08:57.320090,171594466,0,-547,-35,808,-236,6,-63,0,0,0,1,171594454
5397,2023-01-20 11:08:57.420093,171694475,0,-563,-22,830,-236,6,-63,0,0,0,1,171694471
5430,2023-01-20 11:08:57.520100,171794518,0,-557,-15,827,-236,6,-63,0,0,0,1,171794514
5462,2023-01-20 11:08:57.620017,171894457,0,-542,-8,810,-236,6,-63,0,0,0,1,171894453
5493,2023-01-20 11:08:57.720058,171994466,0,-519,-13,794,-236,6,-63,0,0,0,1,171994462
5525,2023-01-20 11:08:57.820075,172094457,0,-516,-16,772,-236,6,-63,0,0,0,1,172094453
5558,2023-01-20 11:08:57.920097,172194484,0,-484,-5,740,-236,6,-63,0,0,0,1,172194480
5594,2023-01-20 11:08:58.020058,172294448,0,-486,-7,728,-236,6,-63,0,0,0,1,172294444
5625,2023-01-20 11:08:58.120040,172394427,0,-474,5,745,-236,6,-63,0,0,0,1,172394423
5659,2023-01-20 11:08:58.220041,172494426,0,-451,6,703,-236,6,-63,0,0,0,1,172494423
5690,2023-01-20 11:08:58.320055,172594441,0,-401,9,677,-236,6,-63,0,0,0,1,172594437
5722,2023-01-20 11:08:58.420074,172694467,0,-393,-4,684,-236,6,-63,0,0,0,1,172694463
5755,2023-01-20 11:08:58.520013,172794441,0,-407,-15,705,-236,6,-63,0,0,0,1,172794437
5787,2023-01-20 11:08:58.619982,172894431,0,-407,-13,722,-236,6,-63,0,0,0,1,172894427
5818,2023-01-20 11:08:58.720060,172994472,0,-448,-25,771,-236,6,-63,0,0,0,1,172994468
5850,2023-01-20 11:08:58.820036,173094422,0,-473,-28,798,-236,6,-63,0,0,0,1,173094418
5883,2023-01-20 11:08:58.920050,173194452,0,-450,-42,764,-236,6,-63,0,0,0,1,173194448
5917,2023-01-20 11:08:59.018236,173294477,0,-435,-40,734,-236,6,-63,0,0,0,1,173294473
5949,2023-01-20 11:08:59.109087,173394426,0,-434,-44,704,-236,6,-63,0,0,0,1,173394422
5983,2023-01-20 11:08:59.200088,173494532,0,-457,-54,725,-236,6,-63,0,0,0,1,173494528
6014,2023-01-20 11:08:59.299984,173594425,0,-452,-66,714,-236,6,-63,0,0,0,1,173594422
6046,2023-01-20 11:08:59.400102,173694530,0,-454,-71,748,-236,6,-63,0,0,0,1,173694527
6079,2023-01-20 11:08:59.511127,173794447,0,-444,-79,767,-236,6,-63,0,0,0,1,173794444
6111,2023-01-20 11:08:59.618274,173894531,0,-430,-88,756,-236,6,-63,0,0,0,1,173894527
6142,2023-01-20 11:08:59.709125,173994472,0,-419,-101,760,-236,6,-63,0,0,0,1,173994468
6174,2023-01-20 11:08:59.800092,174094532,0,-414,-107,767,-236,6,-63,0,0,0,1,174094528
6208,2023-01-20 11:08:59.899978,174194448,0,-411,-120,760,-236,6,-63,0,0,0,1,174194445
6242,2023-01-20 11:09:00.000088,174294588,0,-428,-130,737,-236,6,-63,0,0,0,1,174294585
6273,2023-01-20 11:09:00.099864,174394437,0,-439,-121,740,-236,6,-63,0,0,0,1,174394433
6307,2023-01-20 11:09:00.200096,174494743,0,-453,-122,741,-236,6,-63,0,0,0,1,174494739
6338,2023-01-20 11:09:00.299829,174594425,0,-449,-123,718,-236,6,-63,0,0,0,1,174594421
6370,2023-01-20 11:09:00.400088,174694632,0,-471,-110,723,-236,6,-63,0,0,0,1,174694629
6405,2023-01-20 11:09:00.500101,174794700,0,-488,-120,744,-236,6,-63,0,0,0,1,174794696
6437,2023-01-20 11:09:00.600088,174894741,0,-515,-119,755,-236,6,-63,0,0,0,1,174894738
6468,2023-01-20 11:09:00.699804,174994425,0,-523,-122,747,-236,6,-63,0,0,0,1,174994421
6501,2023-01-20 11:09:00.800096,175094684,0,-525,-133,750,-236,6,-63,0,0,0,1,175094680
6534,2023-01-20 11:09:00.899842,175194454,0,-522,-124,728,-236,6,-63,0,0,0,1,175194450
6568,2023-01-20 11:09:01.000095,175294731,0,-514,-119,722,-236,6,-63,0,0,0,1,175294727
6599,2023-01-20 11:09:01.099911,175394472,0,-505,-99,700,-236,6,-63,0,0,0,1,175394468
6633,2023-01-20 11:09:01.200088,175494573,0,-520,-88,689,-236,6,-63,0,0,0,1,175494570
6664,2023-01-20 11:09:01.299882,175594435,0,-530,-74,701,-236,6,-63,0,0,0,1,175594432
6696,2023-01-20 11:09:01.400097,175694718,0,-534,-69,693,-236,6,-63,0,0,0,1,175694714
6729,2023-01-20 11:09:01.499808,175794456,0,-534,-71,673,-236,6,-63,0,0,0,1,175794452
6761,2023-01-20 11:09:01.600104,175894779,0,-560,-69,708,-236,6,-63,0,0,0,1,175894775
6792,2023-01-20 11:09:01.699754,175994423,0,-551,-61,700,-236,6,-63,0,0,0,1,175994420
6825,2023-01-20 11:09:01.800088,176094752,0,-575,-77,727,-236,6,-63,0,0,0,1,176094748
6858,2023-01-20 11:09:01.899802,176194462,0,-572,-87,721,-236,6,-63,0,0,0,1,176194458
6892,2023-01-20 11:09:02.000116,176294772,0,-559,-98,714,-236,6,-63,0,0,0,1,176294768
6923,2023-01-20 11:09:02.099790,176394434,0,-558,-108,712,-236,6,-63,0,0,0,1,176394430
6957,2023-01-20 11:09:02.200088,176494720,0,-569,-120,731,-236,6,-63,0,0,0,1,176494716
6988,2023-01-20 11:09:02.299802,176594430,0,-553,-117,722,-236,6,-63,0,0,0,1,176594426
7020,2023-01-20 11:09:02.400088,176694713,0,-565,-121,752,-236,6,-63,0,0,0,1,176694709
7053,2023-01-20 11:09:02.499774,176794448,0,-561,-115,757,-236,6,-63,0,0,0,1,176794444
7085,2023-01-20 11:09:02.600088,176894811,0,-568,-117,751,-236,6,-63,0,0,0,1,176894807
7116,2023-01-20 11:09:02.699755,176994433,0,-557,-117,737,-236,6,-63,0,0,0,1,176994430
7148,2023-01-20 11:09:02.800088,177094721,0,-556,-118,786,-236,6,-63,0,0,0,1,177094717
7181,2023-01-20 11:09:02.899807,177194445,0,-554,-119,770,-236,6,-63,0,0,0,1,177194442
7215,2023-01-20 11:09:03.000091,177294733,0,-546,-127,780,-236,6,-63,0,0,0,1,177294729
7246,2023-01-20 11:09:03.099784,177394437,0,-494,-124,751,-236,6,-63,0,0,0,1,177394433
7280,2023-01-20 11:09:03.200091,177494756,0,-461,-103,722,-236,6,-63,0,0,0,1,177494753
7311,2023-01-20 11:09:03.299765,177594434,0,-481,-107,759,-236,6,-63,0,0,0,1,177594430
7343,2023-01-20 11:09:03.400089,177694763,0,-464,-109,748,-236,6,-63,0,0,0,1,177694759
7376,2023-01-20 11:09:03.499783,177794456,0,-449,-118,708,-236,6,-63,0,0,0,1,177794452
7408,2023-01-20 11:09:03.600092,177894764,0,-437,-109,711,-236,6,-63,0,0,0,1,177894760
7440,2023-01-20 11:09:03.699826,177994485,0,-457,-114,716,-236,6,-63,0,0,0,1,177994481
7472,2023-01-20 11:09:03.800088,178094735,0,-465,-121,708,-236,6,-63,0,0,0,1,178094731
7505,2023-01-20 11:09:03.899781,178194441,0,-492,-131,744,-236,6,-63,0,0,0,1,178194437
7539,2023-01-20 11:09:04.000089,178294761,0,-502,-124,765,-236,6,-63,0,0,0,1,178294757
7570,2023-01-20 11:09:04.099754,178394434,0,-496,-131,747,-236,6,-63,0,0,0,1,178394430
7605,2023-01-20 11:09:04.200091,178494780,0,-487,-116,748,-236,6,-63,0,0,0,1,178494776
7636,2023-01-20 11:09:04.299762,178594427,0,-486,-119,746,-236,6,-63,0,0,0,1,178594423
7668,2023-01-20 11:09:04.400088,178694730,0,-498,-123,759,-236,6,-63,0,0,0,1,178694727
7701,2023-01-20 11:09:04.499790,178794448,0,-497,-125,746,-236,6,-63,0,0,0,1,178794445
7733,2023-01-20 11:09:04.600092,178894766,0,-514,-132,760,-236,6,-63,0,0,0,1,178894763
7764,2023-01-20 11:09:04.699821,178994471,0,-525,-145,775,-236,6,-63,0,0,0,1,178994467
7796,2023-01-20 11:09:04.800093,179094718,0,-511,-152,776,-236,6,-63,0,0,0,1,179094714
7829,2023-01-20 11:09:04.899791,179194453,0,-509,-155,731,-236,6,-63,0,0,0,1,179194449
7863,2023-01-20 11:09:05.000088,179294786,0,-493,-160,706,-236,6,-63,0,0,0,1,179294782
7894,2023-01-20 11:09:05.099762,179394437,0,-486,-169,664,-236,6,-63,0,0,0,1,179394433
7928,2023-01-20 11:09:05.200096,179494748,0,-493,-159,697,-236,6,-63,0,0,0,1,179494744
7959,2023-01-20 11:09:05.299833,179594471,0,-486,-153,721,-236,6,-63,0,0,0,1,179594467
7992,2023-01-20 11:09:05.400088,179694712,0,-461,-152,714,-236,6,-63,0,0,0,1,179694708
8027,2023-01-20 11:09:05.500008,179794688,0,-432,-144,699,-236,6,-63,0,0,0,1,179794681
8059,2023-01-20 11:09:05.600092,179894828,0,-410,-147,671,-236,6,-63,0,0,0,1,179894824
8090,2023-01-20 11:09:05.699760,179994436,0,-410,-142,659,-236,6,-63,0,0,0,1,179994433
8122,2023-01-20 11:09:05.800093,180094708,0,-423,-148,656,-236,6,-63,0,0,0,1,180094704
8155,2023-01-20 11:09:05.899846,180194501,0,-445,-157,683,-236,6,-63,0,0,0,1,180194497
8189,2023-01-20 11:09:06.000103,180294798,0,-443,-180,699,-236,6,-63,0,0,0,1,180294795
8220,2023-01-20 11:09:06.099754,180394440,0,-442,-200,689,-236,6,-63,0,0,0,1,180394436
8254,2023-01-20 11:09:06.200095,180494772,0,-446,-224,693,-236,6,-63,0,0,0,1,180494769
8285,2023-01-20 11:09:06.299752,180594431,0,-450,-251,682,-236,6,-63,0,0,0,1,180594427
8317,2023-01-20 11:09:06.400089,180694771,0,-460,-275,697,-236,6,-63,0,0,0,1,180694767
8350,2023-01-20 11:09:06.499772,180794446,0,-465,-298,710,-236,6,-63,0,0,0,1,180794443
8382,2023-01-20 11:09:06.600089,180894755,0,-459,-319,701,-236,6,-63,0,0,0,1,180894751
8413,2023-01-20 11:09:06.699763,180994433,0,-443,-332,697,-236,6,-63,0,0,0,1,180994430
8445,2023-01-20 11:09:06.800092,181094766,0,-425,-344,701,-236,6,-63,0,0,0,1,181094763
8478,2023-01-20 11:09:06.899781,181194442,0,-407,-363,685,-236,6,-63,0,0,0,1,181194439
8512,2023-01-20 11:09:07.000088,181294737,0,-425,-369,684,-236,6,-63,0,0,0,1,181294733
8543,2023-01-20 11:09:07.099785,181394431,0,-436,-384,709,-236,6,-63,0,0,0,1,181394427
8577,2023-01-20 11:09:07.200089,181494733,0,-453,-396,734,-236,6,-63,0,0,0,1,181494729
8608,2023-01-20 11:09:07.299786,181594428,0,-468,-403,779,-236,6,-63,0,0,0,1,181594425
8641,2023-01-20 11:09:07.400093,181694734,0,-462,-396,783,-236,6,-63,0,0,0,1,181694730
8674,2023-01-20 11:09:07.499797,181794450,0,-452,-398,777,-236,6,-63,0,0,0,1,181794446
8706,2023-01-20 11:09:07.600097,181894762,0,-433,-387,783,-236,6,-63,0,0,0,1,181894758
8737,2023-01-20 11:09:07.699787,181994432,0,-429,-382,775,-236,6,-63,0,0,0,1,181994428
8769,2023-01-20 11:09:07.800088,182094712,0,-399,-379,758,-236,6,-63,0,0,0,1,182094708
8802,2023-01-20 11:09:07.899862,182194498,0,-402,-377,778,-236,6,-63,0,0,0,1,182194494
8836,2023-01-20 11:09:08.000096,182294744,0,-385,-396,775,-236,6,-63,0,0,0,1,182294741
8867,2023-01-20 11:09:08.099771,182394437,0,-349,-379,756,-236,6,-63,0,0,0,1,182394433
8900,2023-01-20 11:09:08.200088,182494772,0,-357,-384,767,-236,6,-63,0,0,0,1,182494769
8932,2023-01-20 11:09:08.299780,182594441,0,-372,-382,782,-236,6,-63,0,0,0,1,182594437
8964,2023-01-20 11:09:08.400092,182694730,0,-385,-389,804,-236,6,-63,0,0,0,1,182694726
8997,2023-01-20 11:09:08.499774,182794444,0,-371,-385,769,-236,6,-63,0,0,0,1,182794440
9029,2023-01-20 11:09:08.600088,182894789,0,-379,-387,786,-236,6,-63,0,0,0,1,182894785
9060,2023-01-20 11:09:08.699772,182994441,0,-390,-394,792,-236,6,-63,0,0,0,1,182994438
9092,2023-01-20 11:09:08.800088,183094724,0,-351,-391,764,-236,6,-63,0,0,0,1,183094720
9127,2023-01-20 11:09:08.899837,183194486,0,-342,-399,759,-236,6,-63,0,0,0,1,183194483
9161,2023-01-20 11:09:09.000080,183294750,0,-360,-399,779,-236,6,-63,0,0,0,1,183294746
9192,2023-01-20 11:09:09.090879,183394426,0,-351,-410,791,-236,6,-63,0,0,0,1,183394423
9223,2023-01-20 11:09:09.182259,183494739,0,-343,-414,774,-236,6,-63,0,0,0,1,183494735
9258,2023-01-20 11:09:09.280198,183594423,0,-333,-406,787,-236,6,-63,0,0,0,1,183594419
9288,2023-01-20 11:09:09.380407,183694645,0,-323,-408,771,-236,6,-63,0,0,0,1,183694641
9323,2023-01-20 11:09:09.480249,183794486,0,-319,-410,779,-236,6,-63,0,0,0,1,183794479
9353,2023-01-20 11:09:09.580461,183894694,0,-342,-411,800,-236,6,-63,0,0,0,1,183894690
9387,2023-01-20 11:09:09.680230,183994446,0,-338,-406,793,-236,6,-63,0,0,0,1,183994443
9417,2023-01-20 11:09:09.780503,184094700,0,-341,-412,796,-236,6,-63,0,0,0,1,184094695
9453,2023-01-20 11:09:09.880286,184194498,0,-343,-405,787,-236,6,-63,0,0,0,1,184194494
9485,2023-01-20 11:09:09.980425,184294660,0,-349,-396,795,-236,6,-63,0,0,0,1,184294652
9518,2023-01-20 11:09:10.080189,184394433,0,-363,-414,800,-236,6,-63,0,0,0,1,184394429
9549,2023-01-20 11:09:10.180404,184494652,0,-330,-398,789,-236,6,-63,0,0,0,1,184494649
9583,2023-01-20 11:09:10.280237,184594486,0,-336,-404,785,-236,6,-63,0,0,0,1,184594482
9613,2023-01-20 11:09:10.380351,184694601,0,-326,-396,762,-236,6,-63,0,0,0,1,184694598
9648,2023-01-20 11:09:10.480106,184794445,0,-330,-408,776,-236,6,-63,0,0,0,1,184794441
9680,2023-01-20 11:09:10.580063,184894513,0,-332,-412,795,-236,6,-63,0,0,0,1,184894509
9713,2023-01-20 11:09:10.680023,184994442,0,-311,-409,776,-236,6,-63,0,0,0,1,184994438
9743,2023-01-20 11:09:10.780223,185094575,0,-304,-409,758,-236,6,-63,0,0,0,1,185094571
9778,2023-01-20 11:09:10.880101,185194458,0,-309,-416,768,-236,6,-63,0,0,0,1,185194455
9810,2023-01-20 11:09:10.980154,185294533,0,-267,-411,753,-236,6,-63,0,0,0,1,185294529
9844,2023-01-20 11:09:11.080079,185394469,0,-290,-422,759,-236,6,-63,0,0,0,1,185394466
9874,2023-01-20 11:09:11.180140,185494537,0,-282,-415,756,-236,6,-63,0,0,0,1,185494533
9908,2023-01-20 11:09:11.280026,185594436,0,-278,-419,765,-236,6,-63,0,0,0,1,185594432
9938,2023-01-20 11:09:11.380085,185694509,0,-313,-429,790,-236,6,-63,0,0,0,1,185694505
9973,2023-01-20 11:09:11.480028,185794452,0,-284,-419,762,-236,6,-63,0,0,0,1,185794438
10003,2023-01-20 11:09:11.580103,185894523,0,-271,-422,756,-236,6,-63,0,0,0,1,185894519
10036,2023-01-20 11:09:11.680046,185994449,0,-285,-429,752,-236,6,-63,0,0,0,1,185994441
10066,2023-01-20 11:09:11.780056,186094439,0,-287,-423,760,-236,6,-63,0,0,0,1,186094427
10101,2023-01-20 11:09:11.880188,186194571,0,-287,-423,757,-236,6,-63,0,0,0,1,186194567
10133,2023-01-20 11:09:11.980063,186294452,0,-286,-425,758,-236,6,-63,0,0,0,1,186294446
10166,2023-01-20 11:09:12.080017,186394431,0,-291,-424,749,-236,6,-63,0,0,0,1,186394427
10197,2023-01-20 11:09:12.180003,186494447,0,-282,-413,772,-236,6,-63,0,0,0,1,186494443
10231,2023-01-20 11:09:12.280009,186594432,0,-285,-420,751,-236,6,-63,0,0,0,1,186594429
10262,2023-01-20 11:09:12.380032,186694422,0,-304,-421,775,-236,6,-63,0,0,0,1,186694418
10297,2023-01-20 11:09:12.480044,186794447,0,-276,-423,754,-236,6,-63,0,0,0,1,186794444
10327,2023-01-20 11:09:12.580012,186894438,0,-271,-420,741,-236,6,-63,0,0,0,1,186894435
10360,2023-01-20 11:09:12.680075,186994481,0,-273,-424,732,-236,6,-63,0,0,0,1,186994478
10390,2023-01-20 11:09:12.780045,187094420,0,-264,-418,723,-236,6,-63,0,0,0,1,187094416
10425,2023-01-20 11:09:12.880078,187194452,0,-233,-419,703,-236,6,-63,0,0,0,1,187194448
10457,2023-01-20 11:09:12.980106,187294487,0,-211,-420,661,-236,6,-63,0,0,0,1,187294483
10490,2023-01-20 11:09:13.080042,187394430,0,-173,-421,625,-236,6,-63,0,0,0,1,187394426
10521,2023-01-20 11:09:13.180056,187494451,0,-186,-425,612,-236,6,-63,0,0,0,1,187494447
10555,2023-01-20 11:09:13.280086,187594472,0,-195,-423,634,-236,6,-63,0,0,0,1,187594469
10585,2023-01-20 11:09:13.380056,187694430,0,-203,-424,643,-236,6,-63,0,0,0,1,187694426
10620,2023-01-20 11:09:13.480044,187794439,0,-201,-424,629,-236,6,-63,0,0,0,1,187794435
10650,2023-01-20 11:09:13.580007,187894431,0,-209,-421,635,-236,6,-63,0,0,0,1,187894427
