LineNo,UTC_Approx,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
57664,2023-01-20 11:11:35.919764,330534129,0,0.01167778,-0.02002908,0.08328798,-0.7618893,-0.3506266,-9.847691,0,0,31.10652,1,1,7973,996
57665,2023-01-20 11:11:35.959785,330574152,0,-0.03281075,0.03053827,0.1139541,-0.6732111,-0.5218717,-9.973537,0,0,31.10855,1,1,7973,996
57697,2023-01-20 11:11:36.000126,330614494,0,0.1607481,-0.05637671,0.1253745,-0.5348292,-0.2017576,-9.924945,0,0,31.11001,1,1,7973,996
57698,2023-01-20 11:11:36.039800,330654167,0,0.1493432,-0.09637159,0.1094152,-0.5466132,-0.5449932,-9.844276,0,0,31.11046,1,1,7973,996
57703,2023-01-20 11:11:36.080212,330694578,0,0.00272459,-0.05918469,0.1179037,-0.725383,-0.5061917,-9.858685,0,0,31.11167,1,1,7973,996
57730,2023-01-20 11:11:36.119763,330734127,0,0.08309285,0.1236911,0.124955,-0.8408198,-0.3226918,-9.743035,0,0,31.11292,1,1,7973,996
57731,2023-01-20 11:11:36.159807,330774170,0,0.1418222,0.1285537,0.07985783,-0.6421764,-0.5547203,-9.68811,0,0,31.1146,1,1,7973,996
57762,2023-01-20 11:11:36.200126,330814488,0,0.1343211,-0.01157331,0.07567228,-0.5098903,-0.4643344,-9.692165,0,0,31.1157,1,1,7973,996
57764,2023-01-20 11:11:36.239793,330854157,0,0.09618577,-0.166242,0.03688117,-0.7077959,-0.3824417,-9.756645,0,0,31.1165,1,1,7973,996
57770,2023-01-20 11:11:36.280173,330894540,0,0.01112252,0.0171867,0.03945241,-0.8699616,-0.6677107,-9.886876,0,0,31.1167,1,1,7973,996
57796,2023-01-20 11:11:36.319818,330934188,0,0.0808831,0.1369505,0.04161192,-0.8071846,-0.513635,-9.841565,0,0,31.11635,1,1,7973,996
57797,2023-01-20 11:11:36.359777,330974149,0,0.1951661,-0.07314843,-0.006446991,-0.6300742,-0.3889573,-9.808693,0,0,31.11626,1,1,7973,996
57828,2023-01-20 11:11:36.400136,331014511,0,0.04296248,-0.08805203,-0.0004423522,-0.7452233,-0.6683791,-9.910037,0,0,31.11647,1,1,7973,996
57829,2023-01-20 11:11:36.439777,331054160,0,0.01287091,0.1296366,0.05556721,-0.8239848,-0.4354392,-9.976034,0,0,31.1159,1,1,7973,996
57836,2023-01-20 11:11:36.480293,331094684,0,0.04952222,0.01333659,0.009519687,-0.7480047,-0.4183334,-9.797881,0,0,31.11576,1,1,7973,996
57861,2023-01-20 11:11:36.519741,331134140,0,0.1046134,-0.06259654,0.004052207,-0.6094591,-0.6120522,-9.793484,0,0,31.11544,1,1,7973,996
57862,2023-01-20 11:11:36.559746,331174153,0,-0.01445734,-0.01762266,0.04219139,-0.7688886,-0.3665698,-9.864612,0,0,31.11513,1,1,7973,996
57895,2023-01-20 11:11:36.600134,331214549,0,-0.1685894,-0.02500831,0.01963231,-0.7464654,-0.6116196,-9.911179,0,0,31.11443,1,1,7973,996
57897,2023-01-20 11:11:36.639737,331254150,0,-0.1009493,-0.09954932,0.003409537,-0.6657116,-0.5898415,-9.961844,0,0,31.11292,1,1,7973,996
57902,2023-01-20 11:11:36.680196,331294607,0,-0.03129338,0.02347101,-0.03835784,-0.8985226,-0.3320543,-9.927281,0,0,31.11041,1,1,7973,996
57927,2023-01-20 11:11:36.719731,331334139,0,-0.02073518,0.204689,-0.03083523,-0.8095239,-0.5232834,-9.927713,0,0,31.10752,1,1,7973,996
57928,2023-01-20 11:11:36.759763,331374169,0,-0.06697395,-0.03946822,-0.02121071,-0.5326737,-0.5150869,-9.875312,0,0,31.10513,1,1,7973,996
57960,2023-01-20 11:11:36.800131,331414535,0,-0.08295434,-0.1467229,-0.05184496,-0.6374327,-0.5187361,-10.00193,0,0,31.10342,1,1,7973,996
57961,2023-01-20 11:11:36.839751,331454147,0,-0.1272455,0.01244675,-0.03894624,-0.7384299,-0.6507305,-10.05297,0,0,31.10238,1,1,7973,996
57965,2023-01-20 11:11:36.880152,331494540,0,-0.08942992,0.06278801,-0.05414017,-0.7447622,-0.3535999,-10.03398,0,0,31.10153,1,1,7973,996
57991,2023-01-20 11:11:36.919807,331534188,0,-0.0828024,-0.01722207,-0.05552478,-0.6517033,-0.6407974,-10.06366,0,0,31.1014,1,1,7973,996
57992,2023-01-20 11:11:36.959785,331574158,0,-0.06235822,0.02213901,-0.03684108,-0.7276094,-0.4616656,-10.06706,0,0,31.10215,1,1,7973,996
58024,2023-01-20 11:11:37.000126,331614491,0,0.04505017,0.1389783,-0.05064902,-0.7809073,-0.3640714,-9.887804,0,0,31.10318,1,1,7973,996
58025,2023-01-20 11:11:37.039809,331654174,0,0.002217552,0.1285388,-0.01479946,-0.6261094,-0.5318984,-9.979814,0,0,31.1042,1,1,7973,996
58029,2023-01-20 11:11:37.080196,331694562,0,0.0998184,-0.07370741,6.543141E-05,-0.6034644,-0.2762731,-9.935305,0,0,31.10515,1,1,7973,996
58057,2023-01-20 11:11:37.119778,331734144,0,0.1720887,-0.05042339,-0.02843144,-0.6352694,-0.483419,-9.797705,0,0,31.10608,1,1,7973,996
58058,2023-01-20 11:11:37.159835,331774202,0,0.1001194,0.01448869,-0.003406887,-0.6234217,-0.5459486,-9.899424,0,0,31.1069,1,1,7973,996
58089,2023-01-20 11:11:37.200134,331814501,0,0.08072752,0.04627943,0.03540442,-0.7584232,-0.3530526,-9.898789,0,0,31.10733,1,1,7973,996
58091,2023-01-20 11:11:37.239775,331854153,0,0.0325776,-0.02972584,0.03552169,-0.615247,-0.5594869,-9.931191,0,0,31.10675,1,1,7973,996
58096,2023-01-20 11:11:37.280207,331894596,0,0.1456894,-0.07222729,0.04723624,-0.6253769,-0.3493418,-9.860158,0,0,31.10609,1,1,7973,996
58123,2023-01-20 11:11:37.319747,331934146,0,0.0964934,0.03054372,0.01604133,-0.8110369,-0.4114155,-9.929917,0,0,31.10581,1,1,7973,996
58124,2023-01-20 11:11:37.359730,331974140,0,-0.00240805,0.1204441,0.06809172,-0.7173774,-0.5626505,-9.994491,0,0,31.10537,1,1,7973,996
58155,2023-01-20 11:11:37.400132,332014553,0,-0.02142279,-0.05692503,0.05249349,-0.6017,-0.3724423,-9.94039,0,0,31.10496,1,1,7973,996
58156,2023-01-20 11:11:37.439746,332054166,0,0.08738828,-0.1657417,0.0100012,-0.5523314,-0.5312436,-9.720562,0,0,31.10547,1,1,7973,996
58162,2023-01-20 11:11:37.480269,332094689,0,-0.003765946,-0.04672907,0.007765349,-0.6882722,-0.5625615,-9.811183,0,0,31.10556,1,1,7973,996
58188,2023-01-20 11:11:37.519769,332134188,0,0.00610465,0.02893165,0.03289257,-0.708416,-0.286404,-9.864995,0,0,31.10516,1,1,7973,996
58189,2023-01-20 11:11:37.559776,332174195,0,-0.00486075,-0.1118608,0.01436765,-0.5501521,-0.5379212,-9.838329,0,0,31.10409,1,1,7973,996
58223,2023-01-20 11:11:37.600126,332214544,0,0.02442303,-0.1435288,0.005500762,-0.584423,-0.5597414,-9.880251,0,0,31.10285,1,1,7973,996
58225,2023-01-20 11:11:37.639749,332254156,0,0.05015824,0.03146133,0.007325921,-0.7915105,-0.3160234,-9.818978,0,0,31.10191,1,1,7973,996
58229,2023-01-20 11:11:37.680171,332294567,0,-0.006827102,-0.01793743,-0.01358409,-0.6647665,-0.4169418,-9.681278,0,0,31.10125,1,1,7973,996
58255,2023-01-20 11:11:37.719744,332334130,0,-0.05985871,-0.1348345,-0.01764269,-0.4692211,-0.6107939,-9.6598,0,0,31.10112,1,1,7973,996
58256,2023-01-20 11:11:37.759775,332374150,0,-0.01134393,-0.1983835,-0.0425469,-0.5952578,-0.3829695,-9.656841,0,0,31.10109,1,1,7973,996
58287,2023-01-20 11:11:37.800138,332414502,0,-0.02510395,-0.02773897,-0.07390247,-0.7702789,-0.5486408,-9.680943,0,0,31.10127,1,1,7973,996
58288,2023-01-20 11:11:37.839796,332454160,0,-0.02732979,0.1182735,-0.07121173,-0.6725779,-0.5163862,-9.722453,0,0,31.10213,1,1,7973,996
58292,2023-01-20 11:11:37.880197,332494561,0,-0.07735222,-0.1120398,-0.07398099,-0.5146174,-0.4101602,-9.727681,0,0,31.10293,1,1,7973,996
58318,2023-01-20 11:11:37.919760,332534124,0,-0.05246399,-0.09473497,-0.1021329,-0.5588152,-0.6108531,-9.742487,0,0,31.10348,1,1,7973,996
58319,2023-01-20 11:11:37.959795,332574159,0,-0.02827095,0.0115519,-0.1040777,-0.6860881,-0.5236867,-9.8127,0,0,31.10468,1,1,7973,996
58351,2023-01-20 11:11:38.000130,332614494,0,-0.08424658,0.06879611,-0.1077593,-0.7220134,-0.4522814,-9.762164,0,0,31.10621,1,1,7973,996
58352,2023-01-20 11:11:38.039798,332654165,0,-0.1363999,0.02470964,-0.1106681,-0.5698589,-0.6799278,-9.806336,0,0,31.10802,1,1,7973,996
58356,2023-01-20 11:11:38.080211,332694581,0,-0.09367444,-0.05083052,-0.1014827,-0.5852258,-0.4170514,-9.80598,0,0,31.10929,1,1,7973,996
58384,2023-01-20 11:11:38.119773,332734145,0,-0.01216142,-0.009010059,-0.1334375,-0.6450482,-0.5210655,-9.72404,0,0,31.11043,1,1,7973,996
58385,2023-01-20 11:11:38.159802,332774177,0,-0.04281016,-0.07734603,-0.1056558,-0.4739407,-0.4882794,-9.706993,0,0,31.11112,1,1,7973,996
58416,2023-01-20 11:11:38.200126,332814504,0,-0.05245254,-0.1583144,-0.1255285,-0.5310642,-0.5301099,-9.682903,0,0,31.1122,1,1,7973,996
58418,2023-01-20 11:11:38.239793,332854172,0,-0.02618046,-0.0155868,-0.1083355,-0.5806608,-0.6218191,-9.753544,0,0,31.11284,1,1,7973,996
58423,2023-01-20 11:11:38.280186,332894566,0,0.02858766,-0.05535042,-0.1179144,-0.5252022,-0.3592007,-9.603209,0,0,31.11329,1,1,7973,996
58450,2023-01-20 11:11:38.319763,332934144,0,-0.01723263,-0.09783832,-0.08957742,-0.4885364,-0.5910838,-9.670916,0,0,31.11408,1,1,7973,996
58451,2023-01-20 11:11:38.359777,332974159,0,0.04263039,-0.0932588,-0.06708414,-0.5798598,-0.3670083,-9.713703,0,0,31.11495,1,1,7973,996
58482,2023-01-20 11:11:38.400141,333014524,0,0.05844681,0.01743266,-0.03217806,-0.5578647,-0.4724133,-9.801396,0,0,31.1156,1,1,7973,996
58483,2023-01-20 11:11:38.439790,333054184,0,0.002962085,-0.03976844,0.01483129,-0.6361071,-0.4067146,-9.666744,0,0,31.11647,1,1,7973,996
58489,2023-01-20 11:11:38.480298,333094704,0,-0.05347997,0.02659505,0.05463993,-0.6421295,-0.5455334,-9.764398,0,0,31.11741,1,1,7973,996
58515,2023-01-20 11:11:38.519716,333134134,0,0.03743133,0.2271757,0.04264289,-0.8117939,-0.4668264,-9.630927,0,0,31.11838,1,1,7973,996
58516,2023-01-20 11:11:38.559772,333174202,0,-0.07135255,0.1951106,0.07768748,-0.5864675,-0.5159069,-9.633531,0,0,31.11881,1,1,7973,996
58549,2023-01-20 11:11:38.600126,333214567,0,-0.08246568,0.1462516,0.08018447,-0.6192667,-0.406586,-9.672252,0,0,31.11981,1,1,7973,996
58551,2023-01-20 11:11:38.639757,333254185,0,-0.02049594,0.2106019,0.06270014,-0.5806286,-0.5674605,-9.663993,0,0,31.12078,1,1,7973,996
58555,2023-01-20 11:11:38.680164,333294578,0,0.008606782,0.1477764,0.07734048,-0.5587672,-0.3187122,-9.672983,0,0,31.12197,1,1,7973,996
58581,2023-01-20 11:11:38.719767,333334167,0,-0.04358094,0.05369369,0.08604067,-0.5295172,-0.5160124,-9.668715,0,0,31.12317,1,1,7973,996
58582,2023-01-20 11:11:38.759791,333374178,0,0.02286147,0.07073732,0.09822273,-0.5294083,-0.3944282,-9.643206,0,0,31.12422,1,1,7973,996
58613,2023-01-20 11:11:38.800126,333414499,0,0.07314342,0.1082384,0.06294895,-0.6431876,-0.4741039,-9.670297,0,0,31.12444,1,1,7973,996
58614,2023-01-20 11:11:38.839782,333454155,0,-0.02111294,0.04489213,0.07268593,-0.5404325,-0.6290869,-9.737001,0,0,31.12411,1,1,7973,996
58618,2023-01-20 11:11:38.880168,333494541,0,-0.04212046,0.08838955,0.09381121,-0.7500483,-0.3719088,-9.743226,0,0,31.12327,1,1,7973,996
58644,2023-01-20 11:11:38.919821,333534194,0,0.01795493,0.1243723,0.07220188,-0.782322,-0.4703932,-9.684628,0,0,31.12207,1,1,7973,996
58645,2023-01-20 11:11:38.959779,333574152,0,0.04411365,0.1519568,0.07240295,-0.5915128,-0.4533129,-9.631532,0,0,31.12105,1,1,7973,996
58676,2023-01-20 11:11:39.000138,333614511,0,0.07515792,-0.1021511,0.05177004,-0.434683,-0.3206418,-9.565628,0,0,31.12062,1,1,7973,996
58678,2023-01-20 11:11:39.039786,333654160,0,0.02232662,-0.1150313,0.030151,-0.5223859,-0.6295205,-9.592109,0,0,31.12021,1,1,7973,996
58682,2023-01-20 11:11:39.080202,333694576,0,0.0180118,0.003843625,0.02255457,-0.6486456,-0.4761268,-9.728881,0,0,31.11962,1,1,7973,996
58710,2023-01-20 11:11:39.119776,333734151,0,0.103718,0.1299462,-0.01299397,-0.7448754,-0.3071478,-9.637349,0,0,31.11979,1,1,7973,996
58711,2023-01-20 11:11:39.159853,333774228,0,0.04470212,0.1012407,-0.004491905,-0.5114998,-0.5289605,-9.664109,0,0,31.11976,1,1,7973,996
58741,2023-01-20 11:11:39.200126,333814502,0,0.02955424,-0.1147506,0.001689171,-0.390706,-0.3501251,-9.665265,0,0,31.11965,1,1,7973,996
58744,2023-01-20 11:11:39.239767,333854155,0,0.03929627,-0.1574217,-0.01286379,-0.4413032,-0.4456639,-9.557611,0,0,31.12001,1,1,7973,996
58749,2023-01-20 11:11:39.280195,333894594,0,0.027822,-0.0383864,-0.0201185,-0.5441676,-0.5727288,-9.727624,0,0,31.11995,1,1,7973,996
58776,2023-01-20 11:11:39.319755,333934166,0,0.01039294,0.01217449,0.003340667,-0.6416593,-0.2866098,-9.796276,0,0,31.11904,1,1,7973,996
58777,2023-01-20 11:11:39.359746,333974169,0,-0.05848753,-0.0291274,-0.01139364,-0.4611971,-0.5336185,-9.760395,0,0,31.11808,1,1,7973,996
58807,2023-01-20 11:11:39.400147,334014582,0,-0.0359008,-0.1250032,-0.009376911,-0.3827285,-0.4126058,-9.780211,0,0,31.11707,1,1,7973,996
58809,2023-01-20 11:11:39.439726,334054158,0,0.008506987,-0.1557313,-0.0424077,-0.4034564,-0.4125215,-9.552979,0,0,31.11602,1,1,7973,996
58815,2023-01-20 11:11:39.480268,334094697,0,-0.05973517,-0.1208879,-0.05061574,-0.4006387,-0.5890388,-9.473442,0,0,31.11551,1,1,7973,996
58842,2023-01-20 11:11:39.519770,334134195,0,-0.1359988,-0.09490662,-0.03656045,-0.5161316,-0.461971,-9.605255,0,0,31.11633,1,1,7973,996
58843,2023-01-20 11:11:39.559777,334174199,0,-0.2341233,-0.0702066,-0.02964405,-0.555069,-0.5674803,-9.705801,0,0,31.11761,1,1,7973,996
58875,2023-01-20 11:11:39.600126,334214545,0,-0.1532921,0.08662618,-0.008551544,-0.5629366,-0.4368992,-9.796602,0,0,31.11987,1,1,7973,996
58878,2023-01-20 11:11:39.639821,334254233,0,0.01628638,0.06732455,-0.004615298,-0.484603,-0.186862,-9.816035,0,0,31.12273,1,1,7973,996
58882,2023-01-20 11:11:39.680171,334294577,0,0.0135093,-0.01616554,0.009351711,-0.2924514,-0.4463057,-9.774119,0,0,31.12609,1,1,7973,996
58908,2023-01-20 11:11:39.720019,334334418,0,0.1201448,-0.04382105,0.02193464,-0.4193923,-0.2750819,-9.855921,0,0,31.12907,1,1,7973,996
58910,2023-01-20 11:11:39.759823,334374215,0,0.02353904,0.09751444,-0.01234357,-0.5821528,-0.5738587,-9.925532,0,0,31.13148,1,1,7973,996
58940,2023-01-20 11:11:39.800126,334414511,0,-0.08552158,0.1237994,0.03214789,-0.573383,-0.4276468,-9.831993,0,0,31.13371,1,1,7973,996
58942,2023-01-20 11:11:39.839776,334454168,0,-0.07899687,0.03934318,0.01529664,-0.5311419,-0.3640446,-9.630986,0,0,31.1355,1,1,7973,996
58946,2023-01-20 11:11:39.880201,334494600,0,-0.0424429,-0.0178623,0.01860565,-0.4791931,-0.3976702,-9.500761,0,0,31.13664,1,1,7973,996
58972,2023-01-20 11:11:39.919758,334534164,0,0.1322439,-0.007544852,0.02697988,-0.4942836,-0.1260009,-9.586501,0,0,31.13693,1,1,7973,996
58973,2023-01-20 11:11:39.959748,334574161,0,0.1207122,-0.03799347,-0.009618484,-0.4548075,-0.2786182,-9.759942,0,0,31.13723,1,1,7973,996
59004,2023-01-20 11:11:40.000130,334614550,0,0.03676962,0.01410737,-0.002967982,-0.5161225,-0.4035835,-9.787727,0,0,31.13626,1,1,7973,996
59006,2023-01-20 11:11:40.039764,334654172,0,0.02482438,0.1096933,0.02217981,-0.4645608,-0.2632852,-9.708801,0,0,31.13544,1,1,7973,996
59010,2023-01-20 11:11:40.080194,334694589,0,0.05359115,0.05962826,-0.006505479,-0.349878,-0.4016522,-9.737545,0,0,31.13591,1,1,7973,996
59038,2023-01-20 11:11:40.119841,334734224,0,0.08405965,0.05403353,-0.006696957,-0.3078864,-0.3780586,-9.736727,0,0,31.1369,1,1,7973,996
59039,2023-01-20 11:11:40.159805,334774175,0,0.06840637,-0.06173281,-0.01692344,-0.3241332,-0.3142895,-9.658268,0,0,31.13726,1,1,7973,996
59069,2023-01-20 11:11:40.200119,334814489,0,-0.09111285,0.01930723,-0.02888577,-0.4786247,-0.6505677,-9.648624,0,0,31.1375,1,1,7973,996
59072,2023-01-20 11:11:40.236256,334854195,0,-0.0836523,0.1846908,0.01483328,-0.648347,-0.3909101,-9.656404,0,0,31.13869,1,1,7973,996
59077,2023-01-20 11:11:40.272990,334894557,0,-0.01091379,0.2577254,-0.01337677,-0.5388848,-0.3782821,-9.447787,0,0,31.14011,1,1,7973,996
59104,2023-01-20 11:11:40.309020,334934145,0,0.03236273,0.1378855,0.004842373,-0.3091079,-0.3479532,-9.613013,0,0,31.1418,1,1,7973,996
59105,2023-01-20 11:11:40.345423,334974144,0,0.01992146,-0.04119722,-0.005441923,-0.2929586,-0.3492681,-9.807543,0,0,31.14327,1,1,7973,996
59133,2023-01-20 11:11:40.382134,335014480,0,-0.05781825,0.09516374,0.02109582,-0.3723741,-0.5800989,-9.653991,0,0,31.14531,1,1,7973,996
59137,2023-01-20 11:11:40.420059,335054178,0,0.02489428,0.1285056,0.007751173,-0.5530875,-0.3099156,-9.633957,0,0,31.14743,1,1,7973,996
59143,2023-01-20 11:11:40.460556,335094692,0,0.01113257,0.283477,0.001024711,-0.4614717,-0.4404535,-9.770265,0,0,31.14931,1,1,7973,996
59171,2023-01-20 11:11:40.500306,335134459,0,0.03054575,0.1834045,0.004720711,-0.3434864,-0.1688611,-9.752678,0,0,31.15139,1,1,7973,996
59172,2023-01-20 11:11:40.539995,335174165,0,0.08988611,0.1284303,-0.03001373,-0.3369563,-0.3334827,-9.694517,0,0,31.15351,1,1,7973,996
59202,2023-01-20 11:11:40.580268,335214455,0,0.04769454,0.07576545,-0.02834342,-0.2030901,-0.4544341,-9.836005,0,0,31.15476,1,1,7973,996
59207,2023-01-20 11:11:40.619992,335254185,0,0.03968925,0.2187764,-0.0365911,-0.4642398,-0.2720638,-9.877704,0,0,31.15584,1,1,7973,996
59211,2023-01-20 11:11:40.660389,335294577,0,-0.100655,0.1802812,0.009253764,-0.2319994,-0.3435671,-9.939787,0,0,31.15689,1,1,7973,996
59237,2023-01-20 11:11:40.700232,335334415,0,-0.08543575,0.08015739,0.02500023,-0.1793747,-0.2278227,-9.831829,0,0,31.15742,1,1,7973,996
59238,2023-01-20 11:11:40.739993,335374171,0,0.1018454,0.08555587,0.02634866,-0.1913903,-0.3598612,-9.649889,0,0,31.15777,1,1,7973,996
59266,2023-01-20 11:11:40.780287,335414460,0,0.1533801,0.1135934,0.06412973,-0.2208574,-0.2068076,-9.593192,0,0,31.15774,1,1,7973,996
59270,2023-01-20 11:11:40.819983,335454159,0,-0.001706548,0.1889186,0.08983553,-0.3512008,-0.4556256,-9.780573,0,0,31.15805,1,1,7973,996
59274,2023-01-20 11:11:40.860351,335494538,0,-0.07566614,0.07279558,0.1080987,-0.1896536,-0.3407311,-9.818589,0,0,31.15887,1,1,7973,996
59300,2023-01-20 11:11:40.899942,335534139,0,0.08528628,0.02773359,0.07151723,-0.2839489,-0.3498937,-9.738005,0,0,31.15998,1,1,7973,996
59301,2023-01-20 11:11:40.939957,335574164,0,-0.06599244,0.1382119,0.08158426,-0.4576789,-0.4149772,-9.86552,0,0,31.16127,1,1,7973,996
59330,2023-01-20 11:11:40.980161,335614379,0,-0.1868448,0.3145951,0.05970597,-0.5253856,-0.4694868,-9.89176,0,0,31.16278,1,1,7973,996
59334,2023-01-20 11:11:41.019936,335654160,0,-0.01228488,0.2810304,0.04369958,-0.3827485,-0.1545004,-9.722613,0,0,31.16416,1,1,7973,996
59338,2023-01-20 11:11:41.060340,335694565,0,-0.01032525,0.1840701,-0.01016159,-0.3077497,-0.2825671,-9.762906,0,0,31.16553,1,1,7973,996
59366,2023-01-20 11:11:41.099917,335734144,0,-0.1313209,0.321371,0.02821599,-0.2776091,-0.4213655,-9.858676,0,0,31.16777,1,1,7973,996
59367,2023-01-20 11:11:41.139963,335774192,0,-0.09218903,0.1369298,-0.01235466,-0.356266,-0.3274013,-9.80373,0,0,31.16994,1,1,7973,996
59395,2023-01-20 11:11:41.180151,335814381,0,-0.1783275,0.3514062,0.005744833,-0.3532666,-0.5142763,-9.782948,0,0,31.17209,1,1,7973,996
59399,2023-01-20 11:11:41.219910,335854153,0,-0.1294492,-0.06581932,-0.0003782676,-0.0003494894,-0.3436541,-9.803857,0,0,31.17417,1,1,7973,996
59405,2023-01-20 11:11:41.260287,335894553,0,-0.2482121,-0.1377391,0.01351443,-0.2150472,-0.5199443,-10.17998,0,0,31.17555,1,1,7973,996
59432,2023-01-20 11:11:41.299913,335934203,0,-0.1215987,-0.02809355,0.057111,-0.2874955,-0.3146123,-10.19253,0,0,31.17635,1,1,7973,996
59433,2023-01-20 11:11:41.339854,335974168,0,0.08467238,-0.06022515,0.01555504,-0.2381053,-0.3599969,-9.953469,0,0,31.17682,1,1,7973,996
59461,2023-01-20 11:11:41.380040,336014377,0,0.1902329,-0.1813043,-0.0215892,-0.2037156,-0.316038,-9.927716,0,0,31.17726,1,1,7973,996
59465,2023-01-20 11:11:41.419801,336054154,0,0.1351274,0.1518288,-0.04074091,-0.433336,-0.402882,-9.870883,0,0,31.17722,1,1,7973,996
59471,2023-01-20 11:11:41.460330,336094691,0,0.1374866,0.2429723,-0.08994458,-0.316076,-0.3266455,-9.71968,0,0,31.1779,1,1,7973,996
59497,2023-01-20 11:11:41.499835,336134204,0,-0.05914586,-0.004811572,-0.1145786,-0.09968016,-0.4532981,-9.768745,0,0,31.17933,1,1,7973,996
59498,2023-01-20 11:11:41.539809,336174186,0,-0.1670523,0.1914251,-0.1036016,-0.3245015,-0.5341555,-9.969651,0,0,31.18089,1,1,7973,996
59528,2023-01-20 11:11:41.579948,336214333,0,-0.107911,0.276971,-0.08821744,-0.3630807,-0.3293982,-10.07726,0,0,31.18107,1,1,7973,996
59532,2023-01-20 11:11:41.619845,336254229,0,-0.09415692,0.1942433,-0.08502442,-0.1162262,-0.4256649,-10.09067,0,0,31.18121,1,1,7973,996
59536,2023-01-20 11:11:41.660205,336294579,0,0.02459191,0.04487766,-0.09929432,-0.04652551,-0.4803168,-10.00891,0,0,31.18104,1,1,7973,996
59561,2023-01-20 11:11:41.700109,336334473,0,-0.04801028,0.05406738,-0.05768798,-0.187185,-0.3745186,-10.04685,0,0,31.1814,1,1,7973,996
59563,2023-01-20 11:11:41.739859,336374214,0,-0.06949817,0.1347028,-0.01672082,-0.1717133,-0.4089482,-10.10321,0,0,31.18206,1,1,7973,996
59591,2023-01-20 11:11:41.779996,336414341,0,0.01098678,0.127812,-0.03037696,-0.09444414,-0.421619,-10.03016,0,0,31.18378,1,1,7973,996
59595,2023-01-20 11:11:41.819813,336454155,0,0.1144423,0.1165482,-0.04082574,-0.1296547,-0.3934338,-9.939919,0,0,31.18593,1,1,7973,996
59599,2023-01-20 11:11:41.860246,336494592,0,0.003062677,0.1218694,-0.03897148,-0.1606002,-0.4003261,-10.00245,0,0,31.18814,1,1,7973,996
59625,2023-01-20 11:11:41.899809,336534159,0,-0.09622072,0.2428368,-0.01515099,-0.1904809,-0.4293405,-9.991741,0,0,31.19031,1,1,7973,996
59627,2023-01-20 11:11:41.939795,336574149,0,-0.09552868,0.2597867,-0.0205271,-0.2205702,-0.4868276,-10.0261,0,0,31.19273,1,1,7973,996
59656,2023-01-20 11:11:41.979983,336614341,0,-0.02526663,0.2899642,-0.02020326,-0.1594705,-0.3700926,-9.969945,0,0,31.19574,1,1,7973,996
59660,2023-01-20 11:11:42.019793,336654155,0,0.005007961,0.1525566,-0.03126504,0.1065078,-0.3621475,-10.02311,0,0,31.19765,1,1,7973,996
59664,2023-01-20 11:11:42.060194,336694559,0,0.02986811,-0.02737254,-0.04247071,0.1881066,-0.4562473,-10.00435,0,0,31.19936,1,1,7973,996
59691,2023-01-20 11:11:42.099885,336734254,0,0.01473602,-0.1109085,-0.03954788,0.09698384,-0.4856252,-10.06104,0,0,31.20088,1,1,7973,996
59694,2023-01-20 11:11:42.139784,336774157,0,0.01387731,-0.04096126,-0.04673115,-0.03685364,-0.3713524,-10.15468,0,0,31.20201,1,1,7973,996
59722,2023-01-20 11:11:42.179853,336814229,0,0.03257862,-0.00495338,-0.05539236,0.1211491,-0.3002014,-10.136,0,0,31.20327,1,1,7973,996
59726,2023-01-20 11:11:42.222024,336854198,0,0.0552864,0.03933036,-0.04368341,0.1098974,-0.3963776,-10.17018,0,0,31.20563,1,1,7973,996
59732,2023-01-20 11:11:42.266851,336894540,0,0.04031295,0.05390362,-0.03190723,0.1465268,-0.5321862,-10.14604,0,0,31.20771,1,1,7973,996
59757,2023-01-20 11:11:42.310866,336934151,0,0.03549148,0.03295527,-0.02860817,0.2035124,-0.5423235,-10.01854,0,0,31.21014,1,1,7973,996
59759,2023-01-20 11:11:42.355364,336974196,0,0.00853227,-0.007040664,-0.02039933,0.1889795,-0.531368,-9.929307,0,0,31.21314,1,1,7973,996
59789,2023-01-20 11:11:42.400122,337014500,0,0.006143522,0.03070591,-0.0132037,0.1294383,-0.4500583,-9.850754,0,0,31.21612,1,1,7973,996
59791,2023-01-20 11:11:42.436180,337054175,0,0.05979347,0.1112673,-0.02306051,0.1269559,-0.3485216,-9.871078,0,0,31.21935,1,1,7973,996
59797,2023-01-20 11:11:42.473031,337094723,0,0.05351409,0.1213106,-0.03414158,0.2396897,-0.3606806,-9.949545,0,0,31.22251,1,1,7973,996
59824,2023-01-20 11:11:42.508872,337134160,0,-0.004958484,0.04119687,-0.02537914,0.3667985,-0.4190104,-9.977123,0,0,31.22532,1,1,7973,996
59826,2023-01-20 11:11:42.545210,337174143,0,-0.01071471,0.02289148,-0.01281391,0.4065425,-0.4361255,-9.996331,0,0,31.22705,1,1,7973,996
59856,2023-01-20 11:11:42.581730,337214327,0,-0.005257547,-0.0488045,0.0101613,0.4397396,-0.3605787,-9.886847,0,0,31.22927,1,1,7973,996
59861,2023-01-20 11:11:42.619740,337254171,0,-0.005648883,-0.07781839,0.0201019,0.4350494,-0.3363246,-9.924305,0,0,31.23171,1,1,7973,996
