LineNo,UTC_Approx,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
672,2023-01-20 11:08:47.421614,161676338,-2.712011E-06,-1.872877E-09,0,0.3700503,0.4925524,0.4925524,0.64,NaN,0,0.01310179,0,0
1025,2023-01-20 11:08:47.516596,161776319,-2.712011E-06,-1.873104E-09,0,0.3700503,0.4961751,0.4961751,0.65,NaN,0,0.01678547,0,0
1141,2023-01-20 11:08:47.631128,161893642,-2.712011E-06,-1.873104E-09,0,0.3700503,0.4985459,0.4985459,0.66,NaN,0,0.02049902,0,0
1404,2023-01-20 11:08:47.739060,161996031,-2.712011E-06,-1.882881E-09,0,0.3700503,0.4984185,0.4984185,0.65,NaN,0,0.02122608,0,0
1823,2023-01-20 11:08:47.842622,162096566,-2.712011E-06,-1.89516E-09,0,0.3700503,0.5004557,0.5004557,0.65,NaN,0,0.02460608,0,0
1868,2023-01-20 11:08:47.942380,162196566,-2.712011E-06,-1.905846E-09,0,0.3700503,0.5039336,0.5039336,0.67,NaN,0,0.02851126,0,0
1915,2023-01-20 11:08:48.042230,162296554,-2.712011E-06,-1.90721E-09,0,0.3700503,0.5066692,0.5066692,0.65,NaN,0,0.0321624,0,0
1961,2023-01-20 11:08:48.142216,162396536,-2.712011E-06,-1.910394E-09,0,0.3700503,0.5088332,0.5088332,0.64,NaN,0,0.03560814,0,0
2014,2023-01-20 11:08:48.242241,162496544,-2.712011E-06,-1.909029E-09,0,0.3700503,0.510897,0.510897,0.61,NaN,0,0.03895363,0,0
2055,2023-01-20 11:08:48.342304,162596574,-2.712011E-06,-1.909484E-09,0,0.3700503,0.512727,0.512727,0.61,NaN,0,0.04157713,0,0
2111,2023-01-20 11:08:48.438455,162696528,-2.712011E-06,-1.910621E-09,0,0.3700503,0.5142857,0.5142857,0.62,NaN,0,0.04453966,0,0
2172,2023-01-20 11:08:48.529440,162796557,-2.712011E-06,-1.911985E-09,0,0.3700503,0.5157583,0.5157583,0.6,NaN,0,0.04650047,0,0
2232,2023-01-20 11:08:48.622472,162896599,-2.712011E-06,-1.90812E-09,0,0.3700503,0.5168285,0.5168285,0.6,NaN,0,0.04842517,0,0
2286,2023-01-20 11:08:48.722418,162996525,-2.712011E-06,-1.901981E-09,0,0.3700503,0.5172745,0.5172745,0.6,NaN,0,0.04966465,0,0
2341,2023-01-20 11:08:48.822467,163096559,-2.712011E-06,-1.9038E-09,0,0.3700503,0.5174465,0.5174465,0.61,NaN,0,0.05008081,0,0
2395,2023-01-20 11:08:48.922469,163196560,-2.712011E-06,-1.897433E-09,0,0.3700503,0.517074,0.517074,0.59,NaN,0,0.04983041,0,0
2437,2023-01-20 11:08:49.022451,163296545,-2.712011E-06,-1.894477E-09,0,0.3700503,0.5159099,0.5159099,0.6,NaN,0,0.04903242,0,0
2481,2023-01-20 11:08:49.122443,163396553,-2.712011E-06,-1.892886E-09,0,0.3700503,0.5124584,0.5124584,0.62,NaN,0,0.0462524,0,0
2523,2023-01-20 11:08:49.224901,163496549,-2.712011E-06,-1.892204E-09,0,0.3700503,0.5100386,0.5100386,0.63,NaN,0,0.04456499,0,0
2563,2023-01-20 11:08:49.335936,163596548,-2.712011E-06,-1.896069E-09,0,0.3700503,0.5080797,0.5080797,0.62,NaN,0,0.04346058,0,0
2604,2023-01-20 11:08:49.442285,163696557,-2.712011E-06,-1.896069E-09,0,0.3700503,0.5062889,0.5062889,0.61,NaN,0,0.0424023,0,0
2644,2023-01-20 11:08:49.542264,163796601,-2.712011E-06,-1.887429E-09,0,0.3700503,0.504741,0.504741,0.61,NaN,0,0.04183087,0,0
2684,2023-01-20 11:08:49.638381,163896540,-2.712011E-06,-1.887429E-09,0,0.3700503,0.5022631,0.5022631,0.59,NaN,0,0.04020748,0,0
2722,2023-01-20 11:08:49.729435,163996570,-2.712011E-06,-1.884473E-09,0,0.3700503,0.4992517,0.4992517,0.55,NaN,0,0.03798953,0,0
2765,2023-01-20 11:08:49.822449,164096545,-2.712011E-06,-1.885837E-09,0,0.3700503,0.4970453,0.4970453,0.57,NaN,0,0.03749207,0,0
2803,2023-01-20 11:08:49.922419,164196539,-2.712011E-06,-1.882881E-09,0,0.3700503,0.4956267,0.4956267,0.53,NaN,0,0.03631762,0,0
2845,2023-01-20 11:08:50.022417,164296547,-2.712011E-06,-1.884473E-09,0,0.3700503,0.4940476,0.4940476,0.5,NaN,0,0.03595927,0,0
2884,2023-01-20 11:08:50.122454,164396546,-2.712011E-06,-1.882654E-09,0,0.3700503,0.4916456,0.4916456,0.52,NaN,0,0.03386238,0,0
2927,2023-01-20 11:08:50.222495,164496567,-2.712011E-06,-1.878334E-09,0,0.3700503,0.4890541,0.4890541,0.55,NaN,0,0.03139296,0,0
2965,2023-01-20 11:08:50.322435,164596548,-2.712011E-06,-1.877424E-09,0,0.3700503,0.4860092,0.4860092,0.55,NaN,0,0.02883634,0,0
3005,2023-01-20 11:08:50.422385,164696540,-2.712011E-06,-1.88038E-09,0,0.3700503,0.4818705,0.4818705,0.56,NaN,0,0.02500287,0,0
3047,2023-01-20 11:08:50.522331,164796533,-2.712011E-06,-1.875151E-09,0,0.3700503,0.4743477,0.4743477,0.55,NaN,0,0.01796827,-1,-1
3087,2023-01-20 11:08:50.622311,164896537,-2.712011E-06,-1.87606E-09,0,0.3700503,0.4673579,0.4673579,0.49,NaN,0,0.01116166,-1,-1
3125,2023-01-20 11:08:50.722374,164996542,-2.712011E-06,-1.859689E-09,0,0.3700503,0.4584121,0.4584121,0.49,NaN,0,0.002765149,-1,-1
3166,2023-01-20 11:08:50.822392,165096530,-2.712011E-06,-1.833769E-09,0,0.3700503,0.4494173,0.4494173,0.49,NaN,0,-0.005680352,-2,-2
3204,2023-01-20 11:08:50.922392,165196594,-2.712011E-06,-1.836042E-09,0,0.3700503,0.4376843,0.4376843,0.44,NaN,0,-0.01649782,-2,-2
3246,2023-01-20 11:08:51.022297,165296546,-2.712011E-06,-1.845137E-09,0,0.3700503,0.425053,0.425053,0.47,NaN,0,-0.02790844,-2,-2
3284,2023-01-20 11:08:51.122298,165396532,-2.712011E-06,-1.855142E-09,0,0.3700503,0.407158,0.407158,0.53,NaN,0,-0.04476586,-3,-3
3327,2023-01-20 11:08:51.222374,165496607,-2.712011E-06,-1.847411E-09,0,0.3700503,0.3911358,0.3911358,0.36,NaN,0,-0.05968931,-3,-3
3365,2023-01-20 11:08:51.322285,165596562,-2.712011E-06,-1.841499E-09,0,0.3700503,0.371242,0.371242,0.34,NaN,0,-0.07860667,-3,-3
3405,2023-01-20 11:08:51.422251,165696566,-2.712011E-06,-1.85355E-09,0,0.3700503,0.3522867,0.3522867,0.38,NaN,0,-0.09664637,-4,-4
3445,2023-01-20 11:08:51.522230,165796561,-2.712011E-06,-1.842864E-09,0,0.3700503,0.3297184,0.3297184,0.44,NaN,0,-0.1181771,-5,-5
3486,2023-01-20 11:08:51.622216,165896558,-2.712011E-06,-1.84059E-09,0,0.3700503,0.3096932,0.3096932,0.45,NaN,0,-0.1378972,-5,-5
3523,2023-01-20 11:08:51.722214,165996549,-2.712011E-06,-1.823082E-09,0,0.3700503,0.2876307,0.2876307,0.45,NaN,0,-0.1597765,-6,-6
3566,2023-01-20 11:08:51.822244,166096575,-2.712011E-06,-1.832177E-09,0,0.3700503,0.2682185,0.2682185,0.34,NaN,0,-0.1790057,-6,-6
3604,2023-01-20 11:08:51.922237,166196571,-2.712011E-06,-1.848548E-09,0,0.3700503,0.2457033,0.2457033,0.4,NaN,0,-0.2007884,-6,-6
3646,2023-01-20 11:08:52.022218,166296553,-2.712011E-06,-1.829449E-09,0,0.3700503,0.2264393,0.2264393,0.46,NaN,0,-0.2198693,-7,-7
3682,2023-01-20 11:08:52.122236,166396563,-2.712011E-06,-1.84059E-09,0,0.3700503,0.2075785,0.2075785,0.46,NaN,0,-0.2379367,-7,-7
3717,2023-01-20 11:08:52.222270,166496592,-2.712011E-06,-1.820581E-09,0,0.3700503,0.1913698,0.1913698,0.47,NaN,0,-0.2537181,-8,-8
3747,2023-01-20 11:08:52.322226,166596551,-2.712011E-06,-1.826265E-09,0,0.3700503,0.1742457,0.1742457,0.47,NaN,0,-0.2708422,-8,-8
3780,2023-01-20 11:08:52.422252,166696585,-2.712011E-06,-1.822173E-09,0,0.3700503,0.16108,0.16108,0.5,NaN,0,-0.2838858,-8,-8
3812,2023-01-20 11:08:52.522244,166796602,-2.712011E-06,-1.828994E-09,0,0.3700503,0.1500735,0.1500735,0.51,NaN,0,-0.2944041,-8,-8
3845,2023-01-20 11:08:52.622172,166896543,-2.712011E-06,-1.837634E-09,0,0.3700503,0.1413273,0.1413273,0.5,NaN,0,-0.3031502,-8,-8
3875,2023-01-20 11:08:52.722209,166996547,-2.712011E-06,-1.810122E-09,0,0.3700503,0.1330041,0.1330041,0.54,NaN,0,-0.3115955,-9,-9
3910,2023-01-20 11:08:52.822231,167096543,-2.712011E-06,-1.803983E-09,0,0.3700503,0.1263778,0.1263778,0.49,NaN,0,-0.3182218,-8,-8
3940,2023-01-20 11:08:52.922228,167196538,-2.712011E-06,-1.818535E-09,0,0.3700503,0.119705,0.119705,0.5,NaN,0,-0.3247725,-9,-9
3975,2023-01-20 11:08:53.022251,167296567,-2.712011E-06,-1.819899E-09,0,0.3700503,0.1134569,0.1134569,0.58,NaN,0,-0.3304103,-9,-9
4005,2023-01-20 11:08:53.122191,167396538,-2.712011E-06,-1.823992E-09,0,0.3700503,0.1058144,0.1058144,0.54,NaN,0,-0.3374425,-9,-9
4040,2023-01-20 11:08:53.222227,167496596,0.01624689,1.086108E-05,0.002662892,0.3700503,0.09953185,0.09953185,0.51,NaN,0,-0.3434198,-9,-9
4070,2023-01-20 11:08:53.322242,167596601,0.066246,4.434586E-05,0.03319595,0.3700503,0.09240618,0.09240618,0.47,NaN,0,-0.3508506,-10,-10
4103,2023-01-20 11:08:53.422227,167696587,0.1162452,7.825345E-05,0.07757053,0.3700503,0.08544167,0.08544167,0.47,NaN,0,-0.3578151,-9,-9
4135,2023-01-20 11:08:53.522202,167796603,0.1662448,0.0001103878,0.1259609,0.3700503,0.07631559,0.07631559,0.49,NaN,0,-0.3669412,-9,-9
4168,2023-01-20 11:08:53.622199,167896624,0.2162443,0.0001370907,0.1755139,0.3700503,0.06817728,0.06817728,0.57,NaN,0,-0.3756899,-10,-10
4198,2023-01-20 11:08:53.722208,167996601,0.2662441,0.0001607239,0.2253997,0.3700503,0.05815314,0.05815314,0.4,NaN,0,-0.3852257,-11,-11
4233,2023-01-20 11:08:53.822248,168096620,0.3162441,0.0001695752,0.275381,0.3700503,0.04863601,0.04863601,0.4,NaN,0,-0.3946208,-9,-9
4263,2023-01-20 11:08:53.922236,168196624,0.366244,0.0001218617,0.3253635,0.3700503,0.03793558,0.03793558,0.37,NaN,0,-0.404894,-9,-9
4299,2023-01-20 11:08:54.022250,168296654,0.416244,5.826354E-05,0.375294,0.3700503,0.0334431,0.0334431,0,NaN,0,-0.4093865,0,0
4330,2023-01-20 11:08:54.122192,168396609,0.3477056,0.000110507,0.379247,0.3700503,0.04040392,0.0419462,-0.26,NaN,0,-0.4008834,11,18
4365,2023-01-20 11:08:54.222163,168496585,0.2991457,0.0001633167,0.3333784,0.3700503,0.05562374,0.06607916,0.48,NaN,0,-0.3772997,16,35
4395,2023-01-20 11:08:54.322246,168596643,0.2877551,8.997321E-05,0.3035013,0.3700503,0.0740758,0.1034482,0.91,NaN,0,-0.3409072,16,42
4428,2023-01-20 11:08:54.422215,168696601,0.3025036,2.014637E-05,0.30175,0.3700503,0.09416021,0.1523974,0.9,NaN,0,-0.2930567,15,44
4460,2023-01-20 11:08:54.522185,168796609,0.3189027,2.706051E-05,0.3059288,0.3700503,0.1167411,0.206521,1.17,NaN,0,-0.2393603,14,41
4493,2023-01-20 11:08:54.622183,168896632,0.325914,8.574128E-05,0.3257674,0.3700503,0.1417003,0.2593525,1.28,NaN,0,-0.1875665,14,35
4523,2023-01-20 11:08:54.722168,168996601,0.2916193,0.0002395213,0.3107167,0.3700503,0.1694525,0.3146009,1.28,NaN,0,-0.1329284,14,38
4558,2023-01-20 11:08:54.822193,169096611,0.3039345,0.0005707145,0.2994129,0.3700503,0.2005224,0.3741107,1.52,NaN,0,-0.07396787,15,35
4588,2023-01-20 11:08:54.922240,169196646,0.3224719,0.00106445,0.3113481,0.3700503,0.2343365,0.4351127,1.6,NaN,0,-0.01345411,14,33
4623,2023-01-20 11:08:55.022210,169296606,0.3218279,0.001355767,0.3184956,0.3700503,0.2706311,0.4927987,1.63,NaN,0,0.04386559,15,31
4653,2023-01-20 11:08:55.122222,169396608,0.3386223,0.001884282,0.3292812,0.3700503,0.3101093,0.5471115,1.66,NaN,0,0.09787324,17,27
4688,2023-01-20 11:08:55.222231,169496610,0.3364004,0.002243549,0.3370518,0.3700503,0.3534489,0.6216663,1.74,NaN,0,0.1726111,18,26
4718,2023-01-20 11:08:55.322228,169596613,0.3567637,0.002840966,0.3474173,0.3700503,0.4008274,0.7170166,1.82,NaN,0,0.2681445,17,23
4751,2023-01-20 11:08:55.422223,169696618,0.3484908,0.002836823,0.3576741,0.3700503,0.4526273,0.8167188,1.97,NaN,0,0.3680908,18,25
4785,2023-01-20 11:08:55.522190,169796613,0.3421541,0.002108604,0.3464305,0.3700503,0.5099146,0.924589,2.06,NaN,0,0.4762053,18,28
4818,2023-01-20 11:08:55.622184,169896622,0.3624171,0.00189814,0.352306,0.3700503,0.5730091,1.034392,2.01,NaN,0,0.5863138,19,27
4848,2023-01-20 11:08:55.722266,169996675,0.363462,0.001730561,0.3634216,0.3700503,0.6419042,1.141064,1.98,NaN,0,0.6940229,21,27
4883,2023-01-20 11:08:55.822222,170096609,0.3305809,0.001396716,0.3512058,0.3700503,0.7154072,1.241959,1.98,NaN,0,0.7953457,22,31
4913,2023-01-20 11:08:55.922244,170196634,0.3148298,0.001066804,0.3289095,0.3700503,0.7912362,1.34156,2.02,NaN,0,0.8964111,21,34
4948,2023-01-20 11:08:56.022244,170296635,0.3320891,0.0009756386,0.3262817,0.3700503,0.8689284,1.434323,2.1,NaN,0,0.9900283,21,31
4978,2023-01-20 11:08:56.122215,170396599,0.3311803,0.0009964705,0.3327568,0.3700503,0.9473526,1.51829,2.25,NaN,0,1.074545,21,29
5013,2023-01-20 11:08:56.222239,170496618,0.3457325,0.0008172095,0.3362101,0.3700503,1.026343,1.59703,2.26,NaN,0,1.154078,23,29
5043,2023-01-20 11:08:56.322250,170596631,0.3614593,0.0006503761,0.3529931,0.3700503,1.109206,1.673065,2.25,NaN,0,1.230968,29,29
5076,2023-01-20 11:08:56.422225,170696615,0.3541496,0.0005384982,0.3576719,0.3700503,1.197981,1.745525,2.3,NaN,0,1.304282,36,33
5108,2023-01-20 11:08:56.522252,170796674,0.3488509,0.0005040765,0.3559075,0.3700503,1.2915,1.817606,2.37,NaN,0,1.377889,42,37
5141,2023-01-20 11:08:56.622176,170896616,0.3449334,0.0007735491,0.349365,0.3700503,1.388311,1.892804,2.47,NaN,0,1.454369,47,43
5171,2023-01-20 11:08:56.722217,170996622,0.3614491,0.0008408725,0.3535174,0.3700503,1.486999,1.970904,2.54,NaN,0,1.534117,51,45
5206,2023-01-20 11:08:56.822242,171096623,0.3562849,0.0009857118,0.3569328,0.3700503,1.587301,2.051185,2.62,NaN,0,1.615985,54,48
5236,2023-01-20 11:08:56.922235,171196624,0.3553169,0.0007282495,0.3563269,0.3700503,1.688682,2.135525,2.68,NaN,0,1.701851,57,52
5271,2023-01-20 11:08:57.022214,171296607,0.3403563,0.0004322827,0.3510079,0.3700503,1.790636,2.220673,2.79,NaN,0,1.788158,58,53
5302,2023-01-20 11:08:57.122209,171396594,0.3340938,0.0003780127,0.3392513,0.3700503,1.890019,2.30823,2.84,NaN,0,1.87718,55,56
5337,2023-01-20 11:08:57.222210,171496589,0.3768749,0.000620842,0.354042,0.3700503,1.986354,2.391499,2.94,NaN,0,1.961975,55,51
5367,2023-01-20 11:08:57.322268,171596644,0.4031668,0.0009913445,0.3862018,0.3700503,2.084038,2.468808,3.06,NaN,0,2.041176,61,50
5400,2023-01-20 11:08:57.422220,171696603,0.4030609,0.001383066,0.3965451,0.3700503,2.185436,2.546895,3.18,NaN,0,2.121277,66,54
5432,2023-01-20 11:08:57.522174,171796593,0.395227,0.001181722,0.3999873,0.3700503,2.290181,2.628629,3.33,NaN,0,2.205087,72,58
5465,2023-01-20 11:08:57.622167,171896607,0.3739736,0.0008447766,0.3878005,0.3700503,2.39774,2.717378,3.4,NaN,0,2.295727,76,64
5495,2023-01-20 11:08:57.722193,171996600,0.3587267,0.0006184578,0.3729284,0.3700503,2.506081,2.813892,3.53,NaN,0,2.393402,77,72
5530,2023-01-20 11:08:57.822293,172096675,0.3440754,0.0004194081,0.3603228,0.3700503,2.614312,2.917511,3.73,NaN,0,2.498791,77,77
5560,2023-01-20 11:08:57.922240,172196627,0.329364,0.0003834963,0.3386511,0.3700503,2.722343,3.028345,3.86,NaN,0,2.61054,77,82
5597,2023-01-20 11:08:58.022240,172296630,0.3327764,0.0006046891,0.3341254,0.3700503,2.829819,3.14478,3.93,NaN,0,2.727341,75,84
5627,2023-01-20 11:08:58.122270,172396657,0.2992921,0.001040101,0.322596,0.3700503,2.934875,3.262291,4.18,NaN,0,2.846256,70,85
5662,2023-01-20 11:08:58.222239,172496624,0.2765919,0.001427859,0.2946999,0.3700503,3.035262,3.381008,4.55,NaN,0,2.965584,62,83
5692,2023-01-20 11:08:58.322237,172596623,0.2844036,0.001444519,0.2830095,0.3700503,3.128977,3.502178,4.52,NaN,0,3.087913,52,75
5725,2023-01-20 11:08:58.422215,172696609,0.2825271,0.001551092,0.2831353,0.3700503,3.216064,3.616266,4.58,NaN,0,3.202183,44,67
5757,2023-01-20 11:08:58.522198,172796627,0.294954,0.001539737,0.2904356,0.3700503,3.298108,3.720791,4.95,NaN,0,3.306587,37,57
5790,2023-01-20 11:08:58.622168,172896616,0.3194263,0.001588136,0.301475,0.3700503,3.377096,3.818153,5.14,NaN,0,3.403826,34,50
5820,2023-01-20 11:08:58.722191,172996602,0.3506302,0.001335591,0.3301338,0.3700503,3.456549,3.908398,5.28,NaN,0,3.494133,35,39
5855,2023-01-20 11:08:58.822234,173096621,0.3213798,0.0009135008,0.3356792,0.3700503,3.537572,3.994628,5.48,NaN,0,3.580851,36,38
5885,2023-01-20 11:08:58.922226,173196629,0.3067228,0.0006017983,0.3234823,0.3700503,3.620937,4.083656,5.54,NaN,0,3.669696,37,39
5920,2023-01-20 11:08:59.020186,173296623,0.2913961,0.0001952946,0.304315,0.3700503,3.703948,4.175925,5.69,NaN,0,3.761049,34,39
5952,2023-01-20 11:08:59.111125,173396669,0.3084887,1.749396E-05,0.2988075,0.3700503,3.782255,4.265665,5.59,NaN,0,3.849142,27,35
5987,2023-01-20 11:08:59.202183,173496627,0.3108411,0.0003300905,0.3081193,0.3700503,3.856051,4.350305,5.68,NaN,0,3.932072,23,31
6017,2023-01-20 11:08:59.302172,173596613,0.3193326,0.001017392,0.3108953,0.3700503,3.92853,4.437046,5.76,NaN,0,4.016372,21,28
6050,2023-01-20 11:08:59.402467,173696658,0.3245018,0.001527607,0.3242368,0.3700503,4.002291,4.51929,5.83,NaN,0,4.096847,22,26
6081,2023-01-20 11:08:59.513529,173796608,0.3139927,0.002356231,0.3186393,0.3700503,4.076857,4.6037,6,NaN,0,4.178754,22,27
6114,2023-01-20 11:08:59.620166,173896612,0.3111037,0.003698498,0.3152622,0.3700503,4.151594,4.687098,6.12,NaN,0,4.260321,20,25
6144,2023-01-20 11:08:59.711062,173996603,0.3101856,0.00476703,0.3179869,0.3700503,4.22597,4.770238,6.12,NaN,0,4.341996,19,23
6180,2023-01-20 11:08:59.802198,174096639,0.3019808,0.005828768,0.3146521,0.3700503,4.300253,4.85133,6.12,NaN,0,4.422843,19,26
6210,2023-01-20 11:08:59.902133,174196604,0.2948256,0.005254537,0.3043775,0.3700503,4.373779,4.933011,6.07,NaN,0,4.505196,16,25
6245,2023-01-20 11:09:00.002126,174296627,0.3064002,0.004635602,0.3052528,0.3700503,4.446361,5.009361,6.1,NaN,0,4.584049,16,23
6275,2023-01-20 11:09:00.102098,174396673,0.3082991,0.003762096,0.3121438,0.3700503,4.519794,5.086939,6.11,NaN,0,4.662725,17,22
6310,2023-01-20 11:09:00.202024,174496670,0.2944209,0.003530949,0.3071356,0.3700503,4.594061,5.159204,6.21,NaN,0,4.737981,17,23
6340,2023-01-20 11:09:00.302020,174596614,0.3071804,0.003290772,0.3016702,0.3700503,4.667585,5.232347,6.23,NaN,0,4.812466,16,21
6373,2023-01-20 11:09:00.402100,174696645,0.3262233,0.003719807,0.3195534,0.3700503,4.7415,5.299388,6.31,NaN,0,4.882621,19,20
6407,2023-01-20 11:09:00.502031,174796631,0.332333,0.003957331,0.3290189,0.3700503,4.817541,5.364337,6.36,NaN,0,4.949707,22,19
6440,2023-01-20 11:09:00.602000,174896652,0.3397813,0.005025029,0.3400236,0.3700503,4.897348,5.427885,6.43,NaN,0,5.016061,28,22
6470,2023-01-20 11:09:00.701998,174996618,0.3350066,0.005019307,0.3415382,0.3700503,4.981457,5.496855,6.53,NaN,0,5.08784,34,27
6506,2023-01-20 11:09:00.802053,175096642,0.3253252,0.005315006,0.33707,0.3700503,5.069571,5.569756,6.69,NaN,0,5.164524,39,35
6536,2023-01-20 11:09:00.902073,175196686,0.3076169,0.004565537,0.3241525,0.3700503,5.160068,5.652176,6.88,NaN,0,5.251277,41,39
6571,2023-01-20 11:09:01.002010,175296644,0.3017949,0.003530145,0.317413,0.3700503,5.250297,5.738132,7.11,NaN,0,5.342666,41,42
6601,2023-01-20 11:09:01.102057,175396616,0.3091218,0.003490299,0.310525,0.3700503,5.339311,5.83111,7.07,NaN,0,5.440038,39,42
6636,2023-01-20 11:09:01.202176,175496662,0.3255122,0.004514724,0.3185906,0.3700503,5.427818,5.922678,7.07,NaN,0,5.536733,39,42
6666,2023-01-20 11:09:01.302049,175596603,0.3124914,0.005116433,0.3240507,0.3700503,5.516697,6.016877,7.4,NaN,0,5.635754,38,40
6699,2023-01-20 11:09:01.402014,175696636,0.29982,0.00541234,0.3124177,0.3700503,5.603959,6.109435,7.34,NaN,0,5.733134,35,41
6731,2023-01-20 11:09:01.501956,175796604,0.3372768,0.006900281,0.3212991,0.3700503,5.688764,6.19852,7.25,NaN,0,5.826613,33,36
6764,2023-01-20 11:09:01.602000,175896675,0.3315494,0.007543981,0.341313,0.3700503,5.773639,6.279175,7.31,NaN,0,5.911541,34,32
6794,2023-01-20 11:09:01.701922,175996592,0.3420188,0.007884532,0.3396589,0.3700503,5.858002,6.360806,7.43,NaN,0,5.997261,34,32
6830,2023-01-20 11:09:01.801969,176096633,0.3400982,0.007526755,0.3470046,0.3700503,5.943305,6.4387,7.65,NaN,0,6.078452,36,33
6860,2023-01-20 11:09:01.901947,176196607,0.3350151,0.006492496,0.3467979,0.3700503,6.029898,6.519676,7.83,NaN,0,6.162418,38,34
6895,2023-01-20 11:09:02.001977,176296633,0.3198394,0.005736142,0.3366702,0.3700503,6.11709,6.603077,7.81,NaN,0,6.248383,37,35
6925,2023-01-20 11:09:02.102019,176396663,0.3306754,0.005458117,0.3312992,0.3700503,6.20252,6.687071,7.85,NaN,0,6.334574,35,37
6960,2023-01-20 11:09:02.202035,176496667,0.3314318,0.004931957,0.3353563,0.3700503,6.286592,6.768324,8.13,NaN,0,6.417414,35,35
6990,2023-01-20 11:09:02.301998,176596626,0.3497733,0.004794389,0.34238,0.3700503,6.370335,6.850676,8.12,NaN,0,6.501718,36,33
7023,2023-01-20 11:09:02.402028,176696654,0.3585196,0.004538685,0.3618301,0.3700503,6.456628,6.932565,8.06,NaN,0,6.585743,40,36
7055,2023-01-20 11:09:02.501943,176796618,0.3411001,0.004066467,0.3498412,0.3700503,6.546107,7.019842,8.21,NaN,0,6.675035,43,42
7088,2023-01-20 11:09:02.601909,176896631,0.34734,0.00391382,0.3479711,0.3700503,6.638751,7.110396,8.17,NaN,0,6.766444,47,45
7118,2023-01-20 11:09:02.701937,176996614,0.363426,0.003265887,0.357493,0.3700503,6.735367,7.21018,8.35,NaN,0,6.867692,51,47
7153,2023-01-20 11:09:02.802015,177096648,0.35435,0.002044678,0.3651881,0.3700503,6.835555,7.30672,8.31,NaN,0,6.965331,53,48
7183,2023-01-20 11:09:02.902064,177196702,0.352053,0.001425236,0.3612618,0.3700503,6.937654,7.408265,8.42,NaN,0,7.067303,55,52
7218,2023-01-20 11:09:03.002019,177296661,0.3258159,0.0004241467,0.3441119,0.3700503,7.041304,7.509659,8.5,NaN,0,7.16827,57,57
7248,2023-01-20 11:09:03.101961,177396615,0.3017563,0.000146538,0.3179092,0.3700503,7.144516,7.619066,8.77,NaN,0,7.278593,54,62
7283,2023-01-20 11:09:03.202005,177496670,0.3342455,0.0002622902,0.3202808,0.3700503,7.245813,7.727452,8.88,NaN,0,7.38649,52,60
7313,2023-01-20 11:09:03.301949,177596618,0.3241694,0.0002468228,0.3297318,0.3700503,7.346902,7.839235,8.99,NaN,0,7.498273,52,59
7346,2023-01-20 11:09:03.401959,177696633,0.2914456,0.0001746416,0.3107079,0.3700503,7.448782,7.949198,9.11,NaN,0,7.60726,52,63
7378,2023-01-20 11:09:03.501953,177796626,0.2892996,2.932549E-05,0.2956585,0.3700503,7.551794,8.07022,9.08,NaN,0,7.726573,51,66
7411,2023-01-20 11:09:03.601959,177896631,0.3067578,4.470348E-07,0.298701,0.3700503,7.65637,8.186355,9.09,NaN,0,7.840327,52,65
7442,2023-01-20 11:09:03.701947,177996606,0.3128489,3.623962E-05,0.3082452,0.3700503,7.762455,8.302779,9.25,NaN,0,7.95492,52,63
7477,2023-01-20 11:09:03.801990,178096637,0.3288432,0.0003068149,0.3126782,0.3700503,7.869878,8.411753,9.38,NaN,0,8.06188,53,61
7507,2023-01-20 11:09:03.901951,178196611,0.3431656,0.0005913377,0.3345822,0.3700503,7.979532,8.522466,9.55,NaN,0,8.17125,56,57
7542,2023-01-20 11:09:04.001984,178296656,0.335559,0.0005452931,0.3353265,0.3700503,8.090826,8.626037,9.68,NaN,0,8.272929,58,58
7572,2023-01-20 11:09:04.101926,178396607,0.3233476,0.0004273653,0.3300248,0.3700503,8.20303,8.734639,9.98,NaN,0,8.38025,59,59
7608,2023-01-20 11:09:04.201993,178496681,0.3295453,0.0002711713,0.3282037,0.3700503,8.316051,8.843085,10.12,NaN,0,8.487049,60,60
7638,2023-01-20 11:09:04.301952,178596617,0.3322756,0.0002292693,0.3318991,0.3700503,8.430097,8.957626,10.06,NaN,0,8.600002,61,60
7671,2023-01-20 11:09:04.402014,178696656,0.3331562,0.0003705025,0.3313311,0.3700503,8.544754,9.069328,10.14,NaN,0,8.710117,62,62
7703,2023-01-20 11:09:04.502008,178796666,0.3472477,0.0004907846,0.3396675,0.3700503,8.660028,9.181803,10.25,NaN,0,8.820517,64,62
7736,2023-01-20 11:09:04.601976,178896650,0.3484515,0.0004783273,0.3467987,0.3700503,8.77739,9.290334,10.41,NaN,0,8.927339,67,62
7766,2023-01-20 11:09:04.701971,178996620,0.3372905,0.0004345775,0.3462938,0.3700503,8.896326,9.405982,10.6,NaN,0,9.041279,68,65
7801,2023-01-20 11:09:04.802026,179096652,0.3144424,0.0005277097,0.335036,0.3700503,9.01577,9.521551,10.73,NaN,0,9.15526,68,68
7831,2023-01-20 11:09:04.901960,179196622,0.2970082,0.001393229,0.3126791,0.3700503,9.132703,9.644283,10.78,NaN,0,9.276527,63,69
