LineNo,UTC_Approx,TimeUS,C15,C16,C17,C18
44917,2023-01-20 11:10:57.462752,291997162,0,0,0,0
44950,2023-01-20 11:10:57.562763,292097190,0,0,0,0
44984,2023-01-20 11:10:57.662803,292197219,0,0,0,0
45016,2023-01-20 11:10:57.762839,292297226,0,0,0,0
45048,2023-01-20 11:10:57.862833,292397212,0,0,0,0
45079,2023-01-20 11:10:57.962773,292497156,0,0,0,0
45112,2023-01-20 11:10:58.062772,292597155,0,0,0,0
45145,2023-01-20 11:10:58.162832,292697214,0,0,0,0
45179,2023-01-20 11:10:58.262819,292797194,0,0,0,0
45210,2023-01-20 11:10:58.362836,292897202,0,0,0,0
45243,2023-01-20 11:10:58.462784,292997168,0,0,0,0
45276,2023-01-20 11:10:58.562739,293097157,0,0,0,0
45310,2023-01-20 11:10:58.662774,293197183,0,0,0,0
45342,2023-01-20 11:10:58.762816,293297191,0,0,0,0
45374,2023-01-20 11:10:58.862806,293397172,0,0,0,0
45406,2023-01-20 11:10:58.962808,293497181,0,0,0,0
45439,2023-01-20 11:10:59.062820,293597209,0,0,0,0
45472,2023-01-20 11:10:59.162781,293697191,0,0,0,0
45506,2023-01-20 11:10:59.262767,293797175,0,0,0,0
45537,2023-01-20 11:10:59.362768,293897161,0,0,0,0
45619,2023-01-20 11:10:59.462752,293997154,0,0,0,0
45653,2023-01-20 11:10:59.562734,294097161,0,0,0,0
45687,2023-01-20 11:10:59.662850,294197285,0,0,0,0
45719,2023-01-20 11:10:59.762744,294297176,0,0,0,0
45751,2023-01-20 11:10:59.862757,294397171,0,0,0,0
45782,2023-01-20 11:10:59.962777,294497163,0,0,0,0
45815,2023-01-20 11:11:00.062799,294597177,0,0,0,0
45848,2023-01-20 11:11:00.162799,294697180,0,0,0,0
45882,2023-01-20 11:11:00.262825,294797202,0,0,0,0
45913,2023-01-20 11:11:00.362844,294897214,0,0,0,0
45946,2023-01-20 11:11:00.462771,294997163,0,0,0,0
45981,2023-01-20 11:11:00.562728,295097157,0,0,0,0
46015,2023-01-20 11:11:00.662768,295197188,0,0,0,0
46047,2023-01-20 11:11:00.762793,295297177,0,0,0,0
46079,2023-01-20 11:11:00.862814,295397187,0,0,0,0
46110,2023-01-20 11:11:00.962834,295497211,0,0,0,0
46144,2023-01-20 11:11:01.062856,295597236,0,0,0,0
46178,2023-01-20 11:11:01.162796,295697177,0,0,0,0
46212,2023-01-20 11:11:01.262801,295797177,0,0,0,0
46243,2023-01-20 11:11:01.362803,295897169,0,0,0,0
46276,2023-01-20 11:11:01.462798,295997182,0,0,0,0
46309,2023-01-20 11:11:01.562747,296097165,0,0,0,0
46343,2023-01-20 11:11:01.662861,296197287,0,0,0,0
46374,2023-01-20 11:11:01.762765,296297183,0,0,0,0
46407,2023-01-20 11:11:01.862777,296397173,0,0,0,0
46438,2023-01-20 11:11:01.962803,296497168,0,0,0,0
46470,2023-01-20 11:11:02.062780,296597156,0,0,0,0
46503,2023-01-20 11:11:02.162776,296697188,0,0,0,0
46537,2023-01-20 11:11:02.262802,296797227,0,0,0,0
46568,2023-01-20 11:11:02.362737,296897162,0,0,0,0
46601,2023-01-20 11:11:02.462736,296997162,0,0,0,0
46634,2023-01-20 11:11:02.562734,297097161,0,0,0,0
46668,2023-01-20 11:11:02.662774,297197189,0,0,0,0
46700,2023-01-20 11:11:02.762781,297297176,0,0,0,0
46732,2023-01-20 11:11:02.857156,297397184,0,0,0,0
46763,2023-01-20 11:11:02.948199,297497211,0,0,0,0
46796,2023-01-20 11:11:03.043021,297597157,0,0,0,0
46829,2023-01-20 11:11:03.143026,297697189,0,0,0,0
46864,2023-01-20 11:11:03.247732,297797183,0,0,0,0
46895,2023-01-20 11:11:03.358713,297897173,0,0,0,0
46928,2023-01-20 11:11:03.457122,297997167,0,0,0,0
46961,2023-01-20 11:11:03.548115,298097198,0,0,0,0
46995,2023-01-20 11:11:03.642948,298197184,0,0,0,0
47027,2023-01-20 11:11:03.742942,298297176,0,0,0,0
47059,2023-01-20 11:11:03.842939,298397171,0,0,0,0
47090,2023-01-20 11:11:03.942931,298497162,0,0,0,0
47123,2023-01-20 11:11:04.042918,298597165,0,0,0,0
47156,2023-01-20 11:11:04.142904,298697191,0,0,0,0
47190,2023-01-20 11:11:04.242929,298797222,0,0,0,0
47221,2023-01-20 11:11:04.342914,298897166,0,0,0,0
47254,2023-01-20 11:11:04.442888,298997155,0,0,0,0
47287,2023-01-20 11:11:04.542788,299097145,0,0,0,0
47321,2023-01-20 11:11:04.642794,299197193,0,0,0,0
47353,2023-01-20 11:11:04.742810,299297187,0,0,0,0
47385,2023-01-20 11:11:04.842854,299397215,0,0,0,0
47416,2023-01-20 11:11:04.942812,299497168,0,0,0,0
47449,2023-01-20 11:11:05.042821,299597179,0,0,0,0
47482,2023-01-20 11:11:05.142823,299697196,0,0,0,0
47516,2023-01-20 11:11:05.242801,299797179,0,0,0,0
47548,2023-01-20 11:11:05.342774,299897145,0,0,0,0
47581,2023-01-20 11:11:05.442772,299997147,0,0,0,0
47616,2023-01-20 11:11:05.542809,300097203,0,0,0,0
47650,2023-01-20 11:11:05.642789,300197188,0,0,0,0
47682,2023-01-20 11:11:05.742790,300297177,0,0,0,0
47714,2023-01-20 11:11:05.842830,300397170,0,0,0,0
47745,2023-01-20 11:11:05.942918,300497163,0,0,0,0
47778,2023-01-20 11:11:06.042943,300597176,0,0,0,0
47811,2023-01-20 11:11:06.142900,300697230,0,0,0,0
47846,2023-01-20 11:11:06.242815,300797197,0,0,0,0
47877,2023-01-20 11:11:06.342789,300897164,0,0,0,0
47910,2023-01-20 11:11:06.442780,300997158,0,0,0,0
47943,2023-01-20 11:11:06.542768,301097164,0,0,0,0
47977,2023-01-20 11:11:06.642797,301197193,0,0,0,0
48009,2023-01-20 11:11:06.742808,301297180,0,0,0,0
48041,2023-01-20 11:11:06.842882,301397241,0,0,0,0
48072,2023-01-20 11:11:06.942807,301497167,0,0,0,0
48105,2023-01-20 11:11:07.042798,301597163,0,0,0,0
48138,2023-01-20 11:11:07.142827,301697203,0,0,0,0
48172,2023-01-20 11:11:07.242793,301797170,0,0,0,0
48203,2023-01-20 11:11:07.342792,301897159,0,0,0,0
48236,2023-01-20 11:11:07.442869,301997239,0,0,0,0
48270,2023-01-20 11:11:07.542793,302097185,0,0,0,0
48304,2023-01-20 11:11:07.642791,302197195,0,0,0,0
48336,2023-01-20 11:11:07.742774,302297175,0,0,0,0
48368,2023-01-20 11:11:07.842796,302397187,0,0,0,0
48399,2023-01-20 11:11:07.942780,302497153,0,0,0,0
48432,2023-01-20 11:11:08.042800,302597165,0,0,0,0
48465,2023-01-20 11:11:08.142866,302697237,0,0,0,0
48498,2023-01-20 11:11:08.242788,302797169,0,0,0,0
48530,2023-01-20 11:11:08.342766,302897162,0,0,0,0
48563,2023-01-20 11:11:08.442755,302997161,0,0,0,0
48596,2023-01-20 11:11:08.542758,303097166,0,0,0,0
48630,2023-01-20 11:11:08.642786,303197184,0,0,0,0
48662,2023-01-20 11:11:08.742863,303297235,0,0,0,0
48694,2023-01-20 11:11:08.842826,303397184,0,0,0,0
48725,2023-01-20 11:11:08.942804,303497165,0,0,0,0
48758,2023-01-20 11:11:09.042782,303597149,0,0,0,0
48791,2023-01-20 11:11:09.142838,303697216,0,0,0,0
48824,2023-01-20 11:11:09.242814,303797192,0,0,0,0
48856,2023-01-20 11:11:09.342823,303897188,0,0,0,0
48889,2023-01-20 11:11:09.442852,303997222,0,0,0,0
48923,2023-01-20 11:11:09.542761,304097160,0,0,0,0
48957,2023-01-20 11:11:09.642792,304197196,0,0,0,0
48990,2023-01-20 11:11:09.742786,304297163,0,0,0,0
49022,2023-01-20 11:11:09.842820,304397184,0,0,0,0
49053,2023-01-20 11:11:09.942799,304497167,0,0,0,0
49086,2023-01-20 11:11:10.042831,304597204,0,0,0,0
49119,2023-01-20 11:11:10.142814,304697195,0,0,0,0
49152,2023-01-20 11:11:10.242796,304797185,0,0,0,0
49184,2023-01-20 11:11:10.342758,304897157,0,0,0,0
49217,2023-01-20 11:11:10.442745,304997151,0,0,0,0
49252,2023-01-20 11:11:10.542749,305097158,0,0,0,0
49286,2023-01-20 11:11:10.642798,305197199,0,0,0,0
49318,2023-01-20 11:11:10.742851,305297229,0,0,0,0
49350,2023-01-20 11:11:10.842807,305397183,0,0,0,0
49381,2023-01-20 11:11:10.942754,305497157,0,0,0,0
49414,2023-01-20 11:11:11.042746,305597157,0,0,0,0
49447,2023-01-20 11:11:11.143101,305697492,0,0,0,0
49480,2023-01-20 11:11:11.242806,305797182,0,0,0,0
49513,2023-01-20 11:11:11.342849,305897217,0,0,0,0
49546,2023-01-20 11:11:11.442789,305997160,0,0,0,0
49579,2023-01-20 11:11:11.542769,306097158,0,0,0,0
49615,2023-01-20 11:11:11.642805,306197189,0,0,0,0
49647,2023-01-20 11:11:11.742837,306297185,0,0,0,0
49680,2023-01-20 11:11:11.838971,306397163,0,0,0,0
49711,2023-01-20 11:11:11.929985,306497203,0,0,0,0
49744,2023-01-20 11:11:12.023050,306597210,0,0,0,0
49777,2023-01-20 11:11:12.123324,306697477,0,0,0,0
49810,2023-01-20 11:11:12.223018,306797174,0,0,0,0
49842,2023-01-20 11:11:12.322966,306897163,0,0,0,0
49874,2023-01-20 11:11:12.422940,306997165,0,0,0,0
49907,2023-01-20 11:11:12.522950,307097163,0,0,0,0
49941,2023-01-20 11:11:12.623037,307197244,0,0,0,0
49973,2023-01-20 11:11:12.722959,307297180,0,0,0,0
50005,2023-01-20 11:11:12.822972,307397214,0,0,0,0
50036,2023-01-20 11:11:12.922894,307497177,0,0,0,0
50069,2023-01-20 11:11:13.022865,307597171,0,0,0,0
50102,2023-01-20 11:11:13.123198,307697470,0,0,0,0
50135,2023-01-20 11:11:13.222936,307797191,0,0,0,0
50167,2023-01-20 11:11:13.322903,307897196,0,0,0,0
50200,2023-01-20 11:11:13.422857,307997179,0,0,0,0
50233,2023-01-20 11:11:13.522823,308097147,0,0,0,0
50267,2023-01-20 11:11:13.625399,308197187,0,0,0,0
50299,2023-01-20 11:11:13.736497,308297184,0,0,0,0
50331,2023-01-20 11:11:13.838967,308397182,0,0,0,0
50362,2023-01-20 11:11:13.929948,308497205,0,0,0,0
50396,2023-01-20 11:11:14.022976,308597209,0,0,0,0
50429,2023-01-20 11:11:14.123196,308697486,0,0,0,0
50462,2023-01-20 11:11:14.222837,308797175,0,0,0,0
50494,2023-01-20 11:11:14.322800,308897158,0,0,0,0
50527,2023-01-20 11:11:14.422788,308997164,0,0,0,0
50560,2023-01-20 11:11:14.522789,309097176,0,0,0,0
50594,2023-01-20 11:11:14.622861,309197252,0,0,0,0
50626,2023-01-20 11:11:14.722827,309297196,0,0,0,0
50658,2023-01-20 11:11:14.822815,309397170,0,0,0,0
50689,2023-01-20 11:11:14.922796,309497163,0,0,0,0
50722,2023-01-20 11:11:15.022787,309597165,0,0,0,0
50755,2023-01-20 11:11:15.123075,309697461,0,0,0,0
50788,2023-01-20 11:11:15.222845,309797235,0,0,0,0
50820,2023-01-20 11:11:15.322823,309897203,0,0,0,0
50853,2023-01-20 11:11:15.422780,309997159,0,0,0,0
50888,2023-01-20 11:11:15.522757,310097169,0,0,0,0
50922,2023-01-20 11:11:15.622750,310197182,0,0,0,0
50954,2023-01-20 11:11:15.722785,310297196,0,0,0,0
50986,2023-01-20 11:11:15.822800,310397192,0,0,0,0
51017,2023-01-20 11:11:15.922822,310497202,0,0,0,0
51099,2023-01-20 11:11:16.022783,310597155,0,0,0,0
51133,2023-01-20 11:11:16.122933,310697314,0,0,0,0
51166,2023-01-20 11:11:16.222799,310797185,0,0,0,0
51198,2023-01-20 11:11:16.322778,310897158,0,0,0,0
51232,2023-01-20 11:11:16.422801,310997182,0,0,0,0
51265,2023-01-20 11:11:16.522794,311097204,0,0,0,0
51299,2023-01-20 11:11:16.622818,311197245,0,0,0,0
51331,2023-01-20 11:11:16.722822,311297230,0,0,0,0
51363,2023-01-20 11:11:16.822784,311397179,0,0,0,0
51394,2023-01-20 11:11:16.922750,311497154,0,0,0,0
51427,2023-01-20 11:11:17.022775,311597183,0,0,0,0
51460,2023-01-20 11:11:17.122969,311697369,0,0,0,0
51493,2023-01-20 11:11:17.222826,311797218,0,0,0,0
51525,2023-01-20 11:11:17.322775,311897161,0,0,0,0
51558,2023-01-20 11:11:17.422773,311997158,0,0,0,0
51591,2023-01-20 11:11:17.522743,312097147,0,0,0,0
51625,2023-01-20 11:11:17.622778,312197194,0,0,0,0
51657,2023-01-20 11:11:17.722774,312297182,0,0,0,0
51689,2023-01-20 11:11:17.822785,312397182,0,0,0,0
51720,2023-01-20 11:11:17.922832,312497213,0,0,0,0
51753,2023-01-20 11:11:18.022791,312597163,0,0,0,0
51786,2023-01-20 11:11:18.122817,312697199,0,0,0,0
51819,2023-01-20 11:11:18.222794,312797183,0,0,0,0
51852,2023-01-20 11:11:18.322766,312897148,0,0,0,0
51885,2023-01-20 11:11:18.422778,312997159,0,0,0,0
51918,2023-01-20 11:11:18.522783,313097186,0,0,0,0
51952,2023-01-20 11:11:18.622766,313197185,0,0,0,0
51984,2023-01-20 11:11:18.722764,313297180,0,0,0,0
52016,2023-01-20 11:11:18.822782,313397191,0,0,0,0
52047,2023-01-20 11:11:18.922765,313497156,0,0,0,0
52080,2023-01-20 11:11:19.022801,313597181,0,0,0,0
52113,2023-01-20 11:11:19.122833,313697222,0,0,0,0
52145,2023-01-20 11:11:19.222822,313797215,0,0,0,0
52178,2023-01-20 11:11:19.322794,313897176,0,0,0,0
52211,2023-01-20 11:11:19.422786,313997170,0,0,0,0
52245,2023-01-20 11:11:19.522717,314097143,0,0,0,0
52279,2023-01-20 11:11:19.622750,314197200,0,0,0,0
52311,2023-01-20 11:11:19.722765,314297178,0,0,0,0
52343,2023-01-20 11:11:19.822846,314397230,0,0,0,0
52374,2023-01-20 11:11:19.922784,314497165,0,0,0,0
52407,2023-01-20 11:11:20.022788,314597170,0,0,0,0
52440,2023-01-20 11:11:20.122894,314697294,0,0,0,0
52472,2023-01-20 11:11:20.222777,314797186,0,0,0,0
52505,2023-01-20 11:11:20.322781,314897170,0,0,0,0
52539,2023-01-20 11:11:20.422897,314997274,0,0,0,0
52574,2023-01-20 11:11:20.522747,315097135,0,0,0,0
52608,2023-01-20 11:11:20.622794,315197191,0,0,0,0
52640,2023-01-20 11:11:20.722782,315297177,0,0,0,0
52672,2023-01-20 11:11:20.822795,315397186,0,0,0,0
52703,2023-01-20 11:11:20.922773,315497154,0,0,0,0
52736,2023-01-20 11:11:21.022798,315597171,0,0,0,0
52769,2023-01-20 11:11:21.122884,315697259,0,0,0,0
52801,2023-01-20 11:11:21.222813,315797184,0,0,0,0
52834,2023-01-20 11:11:21.322807,315897156,0,0,0,0
52867,2023-01-20 11:11:21.422812,315997160,0,0,0,0
52901,2023-01-20 11:11:21.522759,316097171,0,0,0,0
52935,2023-01-20 11:11:21.622740,316197187,0,0,0,0
52967,2023-01-20 11:11:21.722800,316297186,0,0,0,0
52999,2023-01-20 11:11:21.822884,316397225,0,0,0,0
53030,2023-01-20 11:11:21.922811,316497160,0,0,0,0
53063,2023-01-20 11:11:22.020707,316597155,0,0,0,0
53096,2023-01-20 11:11:22.111635,316697270,0,0,0,0
53128,2023-01-20 11:11:22.202628,316797190,0,0,0,0
53161,2023-01-20 11:11:22.302630,316897158,0,0,0,0
53194,2023-01-20 11:11:22.402713,316997209,0,0,0,0
53227,2023-01-20 11:11:22.502647,317097175,0,0,0,0
53262,2023-01-20 11:11:22.602629,317197189,0,0,0,0
53294,2023-01-20 11:11:22.702646,317297192,0,0,0,0
53326,2023-01-20 11:11:22.802647,317397181,0,0,0,0
53357,2023-01-20 11:11:22.902565,317497163,0,0,0,0
53390,2023-01-20 11:11:23.002521,317597182,0,0,0,0
53423,2023-01-20 11:11:23.102665,317697310,0,0,0,0
53455,2023-01-20 11:11:23.202559,317797189,0,0,0,0
53488,2023-01-20 11:11:23.302529,317897159,0,0,0,0
53521,2023-01-20 11:11:23.402541,317997173,0,0,0,0
53554,2023-01-20 11:11:23.502529,318097198,0,0,0,0
53588,2023-01-20 11:11:23.602495,318197199,0,0,0,0
53620,2023-01-20 11:11:23.702559,318297230,0,0,0,0
53652,2023-01-20 11:11:23.802552,318397190,0,0,0,0
53683,2023-01-20 11:11:23.902541,318497164,0,0,0,0
53716,2023-01-20 11:11:24.002559,318597166,0,0,0,0
53749,2023-01-20 11:11:24.102660,318697223,0,0,0,0
53781,2023-01-20 11:11:24.202666,318797188,0,0,0,0
53814,2023-01-20 11:11:24.302604,318897168,0,0,0,0
53847,2023-01-20 11:11:24.402603,318997208,0,0,0,0
53880,2023-01-20 11:11:24.502523,319097153,0,0,0,0
53914,2023-01-20 11:11:24.602545,319197200,0,0,0,0
53946,2023-01-20 11:11:24.702519,319297173,0,0,0,0
53979,2023-01-20 11:11:24.802522,319397175,0,0,0,0
54010,2023-01-20 11:11:24.902525,319497170,0,0,0,0
54043,2023-01-20 11:11:25.002572,319597209,0,0,0,0
54076,2023-01-20 11:11:25.102564,319697205,0,0,0,0
54108,2023-01-20 11:11:25.202552,319797197,0,0,0,0
54141,2023-01-20 11:11:25.302522,319897155,0,0,0,0
54174,2023-01-20 11:11:25.402539,319997162,0,0,0,0
54209,2023-01-20 11:11:25.502486,320097165,0,0,0,0
54243,2023-01-20 11:11:25.602466,320197199,0,0,0,0
54275,2023-01-20 11:11:25.702555,320297236,0,0,0,0
54306,2023-01-20 11:11:25.802575,320397206,0,0,0,0
54337,2023-01-20 11:11:25.902551,320497173,0,0,0,0
54370,2023-01-20 11:11:26.002566,320597181,0,0,0,0
54403,2023-01-20 11:11:26.102570,320697217,0,0,0,0
54435,2023-01-20 11:11:26.202514,320797192,0,0,0,0
54468,2023-01-20 11:11:26.302564,320897218,0,0,0,0
54501,2023-01-20 11:11:26.402534,320997165,0,0,0,0
54534,2023-01-20 11:11:26.502520,321097170,0,0,0,0
54569,2023-01-20 11:11:26.602540,321197210,0,0,0,0
54601,2023-01-20 11:11:26.702508,321297176,0,0,0,0
54633,2023-01-20 11:11:26.802524,321397189,0,0,0,0
54665,2023-01-20 11:11:26.902498,321497139,0,0,0,0
54698,2023-01-20 11:11:27.002601,321597219,0,0,0,0
54731,2023-01-20 11:11:27.102584,321697210,0,0,0,0
54763,2023-01-20 11:11:27.202557,321797191,0,0,0,0
54796,2023-01-20 11:11:27.302534,321897166,0,0,0,0
54829,2023-01-20 11:11:27.402556,321997187,0,0,0,0
54862,2023-01-20 11:11:27.502531,322097174,0,0,0,0
54896,2023-01-20 11:11:27.602587,322197241,0,0,0,0
54928,2023-01-20 11:11:27.702526,322297165,0,0,0,0
54960,2023-01-20 11:11:27.802559,322397184,0,0,0,0
54991,2023-01-20 11:11:27.902532,322497149,0,0,0,0
55024,2023-01-20 11:11:28.002554,322597165,0,0,0,0
55057,2023-01-20 11:11:28.102591,322697233,0,0,0,0
55089,2023-01-20 11:11:28.202512,322797184,0,0,0,0
55122,2023-01-20 11:11:28.302553,322897197,0,0,0,0
55155,2023-01-20 11:11:28.402557,322997175,0,0,0,0
55188,2023-01-20 11:11:28.502497,323097146,0,0,0,0
55222,2023-01-20 11:11:28.602507,323197187,0,0,0,0
55254,2023-01-20 11:11:28.702515,323297205,0,0,0,0
55286,2023-01-20 11:11:28.802481,323397179,0,0,0,0
55317,2023-01-20 11:11:28.902533,323497198,0,0,0,0
55351,2023-01-20 11:11:29.002523,323597156,0,0,0,0
55384,2023-01-20 11:11:29.102575,323697210,0,0,0,0
55416,2023-01-20 11:11:29.202547,323797184,0,0,0,0
55449,2023-01-20 11:11:29.302533,323897176,0,0,0,0
55482,2023-01-20 11:11:29.402521,323997170,0,0,0,0
55516,2023-01-20 11:11:29.502464,324097152,0,0,0,0
55550,2023-01-20 11:11:29.602516,324197241,0,0,0,0
55582,2023-01-20 11:11:29.702489,324297178,0,0,0,0
55614,2023-01-20 11:11:29.802518,324397170,0,0,0,0
55645,2023-01-20 11:11:29.902536,324497163,0,0,0,0
55678,2023-01-20 11:11:30.002566,324597169,0,0,0,0
55711,2023-01-20 11:11:30.102614,324697235,0,0,0,0
55743,2023-01-20 11:11:30.202615,324797252,0,0,0,0
55776,2023-01-20 11:11:30.302538,324897161,0,0,0,0
55809,2023-01-20 11:11:30.402572,324997181,0,0,0,0
55842,2023-01-20 11:11:30.502566,325097195,0,0,0,0
55878,2023-01-20 11:11:30.602613,325197261,0,0,0,0
55910,2023-01-20 11:11:30.702542,325297191,0,0,0,0
55942,2023-01-20 11:11:30.802316,325397191,0,0,0,0
55973,2023-01-20 11:11:30.893432,325497204,0,0,0,0
56004,2023-01-20 11:11:30.984493,325597156,0,0,0,0
56039,2023-01-20 11:11:31.083048,325697222,0,0,0,0
56070,2023-01-20 11:11:31.182986,325797158,0,0,0,0
56105,2023-01-20 11:11:31.282973,325897161,0,0,0,0
56136,2023-01-20 11:11:31.382965,325997174,0,0,0,0
56171,2023-01-20 11:11:31.482924,326097193,0,0,0,0
56203,2023-01-20 11:11:31.582989,326197326,0,0,0,0
56238,2023-01-20 11:11:31.682922,326297201,0,0,0,0
56268,2023-01-20 11:11:31.782961,326397157,0,0,0,0
56301,2023-01-20 11:11:31.891978,326497155,0,0,0,0
56334,2023-01-20 11:11:32.002355,326597189,0,0,0,0
56367,2023-01-20 11:11:32.093395,326697223,0,0,0,0
56397,2023-01-20 11:11:32.184523,326797353,0,0,0,0
56432,2023-01-20 11:11:32.282803,326897168,0,0,0,0
56463,2023-01-20 11:11:32.382882,326997255,0,0,0,0
56498,2023-01-20 11:11:32.482773,327097139,0,0,0,0
56530,2023-01-20 11:11:32.583017,327197373,0,0,0,0
56613,2023-01-20 11:11:32.682868,327297176,0,0,0,0
56643,2023-01-20 11:11:32.783094,327397347,0,0,0,0
56676,2023-01-20 11:11:32.882934,327497224,0,0,0,0
56707,2023-01-20 11:11:32.982990,327597335,0,0,0,0
56742,2023-01-20 11:11:33.082842,327697199,0,0,0,0
56772,2023-01-20 11:11:33.182987,327797346,0,0,0,0
56808,2023-01-20 11:11:33.282783,327897153,0,0,0,0
56839,2023-01-20 11:11:33.382877,327997261,0,0,0,0
56874,2023-01-20 11:11:33.482791,328097189,0,0,0,0
56906,2023-01-20 11:11:33.582939,328197352,0,0,0,0
56940,2023-01-20 11:11:33.682784,328297176,0,0,0,0
56970,2023-01-20 11:11:33.782954,328397319,0,0,0,0
57003,2023-01-20 11:11:33.882795,328497159,0,0,0,0
57034,2023-01-20 11:11:33.982891,328597259,0,0,0,0
57069,2023-01-20 11:11:34.082940,328697324,0,0,0,0
57099,2023-01-20 11:11:34.183005,328797408,0,0,0,0
57134,2023-01-20 11:11:34.282762,328897158,0,0,0,0
57165,2023-01-20 11:11:34.382883,328997267,0,0,0,0
57200,2023-01-20 11:11:34.482745,329097140,0,0,0,0
57232,2023-01-20 11:11:34.582953,329197364,0,0,0,0
57266,2023-01-20 11:11:34.682853,329297263,0,0,0,0
57296,2023-01-20 11:11:34.782970,329397376,0,0,0,0
57329,2023-01-20 11:11:34.882776,329497163,0,0,0,0
57360,2023-01-20 11:11:34.982828,329597194,0,0,0,0
57395,2023-01-20 11:11:35.082845,329697208,0,0,0,0
57425,2023-01-20 11:11:35.182877,329797242,0,0,0,0
57460,2023-01-20 11:11:35.282800,329897175,0,0,0,0
57491,2023-01-20 11:11:35.382774,329997161,0,0,0,0
57527,2023-01-20 11:11:35.482791,330097190,0,0,0,0
57561,2023-01-20 11:11:35.582806,330197217,0,0,0,0
57595,2023-01-20 11:11:35.682787,330297179,0,0,0,0
57625,2023-01-20 11:11:35.782795,330397161,0,0,0,0
57658,2023-01-20 11:11:35.882801,330497165,0,0,0,0
57689,2023-01-20 11:11:35.982787,330597154,0,0,0,0
57724,2023-01-20 11:11:36.082947,330697313,0,0,0,0
57754,2023-01-20 11:11:36.182827,330797189,0,0,0,0
57789,2023-01-20 11:11:36.282780,330897147,0,0,0,0
57820,2023-01-20 11:11:36.382783,330997157,0,0,0,0
57855,2023-01-20 11:11:36.482758,331097149,0,0,0,0
57887,2023-01-20 11:11:36.582770,331197182,0,0,0,0
57921,2023-01-20 11:11:36.682781,331297192,0,0,0,0
57952,2023-01-20 11:11:36.782822,331397227,0,0,0,0
57985,2023-01-20 11:11:36.882770,331497158,0,0,0,0
58016,2023-01-20 11:11:36.982806,331597174,0,0,0,0
58051,2023-01-20 11:11:37.082854,331697220,0,0,0,0
58081,2023-01-20 11:11:37.182812,331797179,0,0,0,0
58116,2023-01-20 11:11:37.282774,331897163,0,0,0,0
58147,2023-01-20 11:11:37.382797,331997213,0,0,0,0
58181,2023-01-20 11:11:37.482737,332097157,0,0,0,0
58214,2023-01-20 11:11:37.582766,332197184,0,0,0,0
58248,2023-01-20 11:11:37.682783,332297179,0,0,0,0
58278,2023-01-20 11:11:37.782789,332397158,0,0,0,0
58311,2023-01-20 11:11:37.882803,332497167,0,0,0,0
58342,2023-01-20 11:11:37.982808,332597172,0,0,0,0
58377,2023-01-20 11:11:38.082943,332697313,0,0,0,0
58407,2023-01-20 11:11:38.182823,332797200,0,0,0,0
58442,2023-01-20 11:11:38.282787,332897167,0,0,0,0
58473,2023-01-20 11:11:38.382787,332997170,0,0,0,0
58508,2023-01-20 11:11:38.482775,333097182,0,0,0,0
58540,2023-01-20 11:11:38.582782,333197218,0,0,0,0
58574,2023-01-20 11:11:38.682822,333297235,0,0,0,0
58604,2023-01-20 11:11:38.782798,333397177,0,0,0,0
58637,2023-01-20 11:11:38.882790,333497163,0,0,0,0
58668,2023-01-20 11:11:38.982787,333597160,0,0,0,0
58703,2023-01-20 11:11:39.082856,333697230,0,0,0,0
58733,2023-01-20 11:11:39.182812,333797188,0,0,0,0
58768,2023-01-20 11:11:39.282770,333897170,0,0,0,0
58799,2023-01-20 11:11:39.382805,333997235,0,0,0,0
58835,2023-01-20 11:11:39.482754,334097182,0,0,0,0
58867,2023-01-20 11:11:39.582788,334197208,0,0,0,0
58901,2023-01-20 11:11:39.682807,334297212,0,0,0,0
58932,2023-01-20 11:11:39.782790,334397178,0,0,0,0
58965,2023-01-20 11:11:39.882773,334497173,0,0,0,0
58996,2023-01-20 11:11:39.982798,334597215,0,0,0,0
59031,2023-01-20 11:11:40.082839,334697233,0,0,0,0
59061,2023-01-20 11:11:40.182835,334797198,0,0,0,0
59096,2023-01-20 11:11:40.275378,334897180,0,0,0,0
59127,2023-01-20 11:11:40.366376,334997166,0,0,0,0
59162,2023-01-20 11:11:40.463027,335097165,0,0,0,0
59196,2023-01-20 11:11:40.563012,335197192,0,0,0,0
59230,2023-01-20 11:11:40.663048,335297235,0,0,0,0
59260,2023-01-20 11:11:40.763006,335397182,0,0,0,0
59293,2023-01-20 11:11:40.862970,335497157,0,0,0,0
59324,2023-01-20 11:11:40.962947,335597160,0,0,0,0
59359,2023-01-20 11:11:41.062999,335697224,0,0,0,0
59389,2023-01-20 11:11:41.162956,335797186,0,0,0,0
59424,2023-01-20 11:11:41.262979,335897247,0,0,0,0
59455,2023-01-20 11:11:41.362867,335997194,0,0,0,0
59490,2023-01-20 11:11:41.462823,336097185,0,0,0,0
59522,2023-01-20 11:11:41.562815,336197197,0,0,0,0
59555,2023-01-20 11:11:41.662828,336297202,0,0,0,0
59585,2023-01-20 11:11:41.762824,336397173,0,0,0,0
59619,2023-01-20 11:11:41.862829,336497175,0,0,0,0
59650,2023-01-20 11:11:41.962860,336597216,0,0,0,0
59685,2023-01-20 11:11:42.062853,336697219,0,0,0,0
59716,2023-01-20 11:11:42.162779,336797154,0,0,0,0
59751,2023-01-20 11:11:42.269768,336897165,0,0,0,0
