LineNo,UTC_Approx,TimeUS,TPE,PE,DVE,TVE,VE,DAE,TAE,AE
693,2023-01-20 11:08:47.422189,161676943,-0.8010379,-0.8010379,0.01410822,0.01410822,0.01410822,0,0.0005742623,0.001110062
1044,2023-01-20 11:08:47.517176,161776930,-0.7959775,-0.7959775,0.0147458,0.0147458,0.0147458,0,0.0003088695,0.001227121
1160,2023-01-20 11:08:47.631731,161894214,-0.7857193,-0.7857193,0.01699939,0.01699939,0.01699939,0,0.0001661268,0.001405994
1423,2023-01-20 11:08:47.739696,161996634,-0.7699992,-0.7699992,0.02272163,0.02272163,0.02272163,0,8.935205E-05,0.001621453
1842,2023-01-20 11:08:47.843220,162097166,-0.7552733,-0.7552733,0.02789037,0.02789037,0.02789037,0,4.805839E-05,0.001833949
1889,2023-01-20 11:08:47.943009,162197197,-0.7415078,-0.7415078,0.03218732,0.03218732,0.03218732,0,2.584842E-05,0.001978522
1934,2023-01-20 11:08:48.042832,162297156,-0.7278647,-0.7278647,0.03645754,0.03645754,0.03645754,0,1.390268E-05,0.002153571
1980,2023-01-20 11:08:48.142827,162397146,-0.7146258,-0.7146258,0.04017127,0.04017127,0.04017127,0,7.477622E-06,0.002356956
2033,2023-01-20 11:08:48.242845,162497148,-0.6999286,-0.6999286,0.04556753,0.04556753,0.04556753,0,4.021872E-06,0.002353656
2074,2023-01-20 11:08:48.342896,162597166,-0.6844565,-0.6844565,0.05113685,0.05113685,0.05113685,0,2.163182E-06,0.002334181
2132,2023-01-20 11:08:48.439055,162697188,-0.6725744,-0.6725744,0.0533083,0.0533083,0.0533083,0,1.163477E-06,0.002327257
2191,2023-01-20 11:08:48.529989,162797161,-0.6635329,-0.6635329,0.05403902,0.05403902,0.05403902,0,6.257808E-07,0.002357302
2251,2023-01-20 11:08:48.623063,162897190,-0.6557395,-0.6557395,0.0543199,0.0543199,0.0543199,0,3.365789E-07,0.002277431
2305,2023-01-20 11:08:48.723023,162997130,-0.6487994,-0.6487994,0.05278148,0.05278148,0.05278148,0,1.810305E-07,0.00225601
2361,2023-01-20 11:08:48.823063,163097155,-0.6445054,-0.6445054,0.05020964,0.05020964,0.05020964,0,9.736802E-08,0.002229678
2416,2023-01-20 11:08:48.923105,163197196,-0.6453553,-0.6453553,0.04246915,0.04246915,0.04246915,0,5.236981E-08,0.002229471
2456,2023-01-20 11:08:49.023047,163297141,-0.644136,-0.644136,0.03874012,0.03874012,0.03874012,0,2.816734E-08,0.002214652
2500,2023-01-20 11:08:49.123030,163397140,-0.6376734,-0.6376734,0.03919925,0.03919925,0.03919925,0,1.514993E-08,0.002140111
2542,2023-01-20 11:08:49.225578,163497159,-0.6305382,-0.6305382,0.04125589,0.04125589,0.04125589,0,8.148455E-09,0.002165573
2582,2023-01-20 11:08:49.336612,163597157,-0.6201406,-0.6201406,0.04477037,0.04477037,0.04477037,0,4.382682E-09,0.002097907
2625,2023-01-20 11:08:49.442921,163697194,-0.6104786,-0.6104786,0.04711604,0.04711604,0.04711604,0,2.357245E-09,0.002097897
2663,2023-01-20 11:08:49.542866,163797204,-0.6016749,-0.6016749,0.04886973,0.04886973,0.04886973,0,1.267854E-09,0.002097709
2703,2023-01-20 11:08:49.638935,163897148,-0.5923364,-0.5923364,0.0496625,0.0496625,0.0496625,0,6.819209E-10,0.002097684
2741,2023-01-20 11:08:49.729989,163997178,-0.5827267,-0.5827267,0.05355436,0.05355436,0.05355436,0,3.667742E-10,0.002097791
2784,2023-01-20 11:08:49.823051,164097148,-0.5723016,-0.5723016,0.05564214,0.05564214,0.05564214,0,1.972711E-10,0.002097905
2824,2023-01-20 11:08:49.923075,164197195,-0.5574908,-0.5574908,0.05993639,0.05993639,0.05993639,0,1.061032E-10,0.002097877
2864,2023-01-20 11:08:50.023019,164297148,-0.5468844,-0.5468844,0.06411378,0.06411378,0.06411378,0,5.706807E-11,0.002097667
2903,2023-01-20 11:08:50.123058,164397150,-0.5437353,-0.5437353,0.0608807,0.0608807,0.0608807,0,3.06943E-11,0.00209754
2946,2023-01-20 11:08:50.223112,164497184,-0.5400872,-0.5400872,0.05527403,0.05527403,0.05527403,0,1.650907E-11,0.002097767
2984,2023-01-20 11:08:50.323035,164597148,-0.5348296,-0.5348296,0.05021999,0.05021999,0.05021999,0,8.879474E-12,0.002097968
3026,2023-01-20 11:08:50.423030,164697185,-0.5303282,-0.5303282,0.04735278,0.04735278,0.04735278,0,4.775865E-12,0.002097929
3066,2023-01-20 11:08:50.522941,164797143,-0.5268931,-0.5268931,0.04700294,0.04700294,0.04700294,0,2.56872E-12,0.002097531
3106,2023-01-20 11:08:50.622912,164897138,-0.522119,-0.522119,0.04648583,0.04648583,0.04648583,0,1.381597E-12,0.00209699
3144,2023-01-20 11:08:50.722977,164997145,-0.5136364,-0.5136364,0.04839681,0.04839681,0.04839681,0,7.430981E-13,0.002097536
3185,2023-01-20 11:08:50.822999,165097137,-0.5055649,-0.5055649,0.05213105,0.05213105,0.05213105,0,3.996785E-13,0.00209723
3225,2023-01-20 11:08:50.923038,165197240,-0.4967268,-0.4967268,0.05446553,0.05446553,0.05446553,0,2.149688E-13,0.002097765
3265,2023-01-20 11:08:51.022901,165297150,-0.4871103,-0.4871103,0.04676392,0.04676392,0.04676392,0,1.156219E-13,0.002097555
3303,2023-01-20 11:08:51.122910,165397144,-0.4737792,-0.4737792,0.05717338,0.05717338,0.05717338,0,6.218775E-14,0.002098107
3346,2023-01-20 11:08:51.222949,165497182,-0.4613549,-0.4613549,0.05863788,0.05863788,0.05863788,0,3.344795E-14,0.002098021
3384,2023-01-20 11:08:51.322873,165597150,-0.4479062,-0.4479062,0.06269059,0.06269059,0.06269059,0,1.799012E-14,0.002097647
3426,2023-01-20 11:08:51.422879,165697194,-0.43814,-0.43814,0.06561009,0.06561009,0.06561009,0,9.676065E-15,0.002097922
3464,2023-01-20 11:08:51.522807,165797138,-0.4346769,-0.4346769,0.05542006,0.05542006,0.05542006,0,5.204314E-15,0.002097895
3505,2023-01-20 11:08:51.622804,165897147,-0.4319664,-0.4319664,0.05761963,0.05761963,0.05761963,0,2.799164E-15,0.002098287
3542,2023-01-20 11:08:51.722805,165997140,-0.4311188,-0.4311188,0.05132404,0.05132404,0.05132404,0,1.505543E-15,0.00209804
3585,2023-01-20 11:08:51.822817,166097148,-0.4290709,-0.4290709,0.05045297,0.05045297,0.05045297,0,8.097629E-16,0.002097915
3625,2023-01-20 11:08:51.922867,166197201,-0.4246904,-0.4246904,0.04673707,0.04673707,0.04673707,0,4.355345E-16,0.002098121
3665,2023-01-20 11:08:52.022815,166297149,-0.4193195,-0.4193195,0.04371537,0.04371537,0.04371537,0,2.342542E-16,0.002098345
3701,2023-01-20 11:08:52.122817,166397144,-0.4109607,-0.4109607,0.04733822,0.04733822,0.04733822,0,1.259946E-16,0.002098526
3736,2023-01-20 11:08:52.222888,166497210,-0.4051402,-0.4051402,0.05119547,0.05119547,0.05119547,0,6.776677E-17,0.002098192
3766,2023-01-20 11:08:52.322818,166597143,-0.4040441,-0.4040441,0.04518804,0.04518804,0.04518804,0,3.644865E-17,0.002098242
3801,2023-01-20 11:08:52.422882,166697215,-0.4027141,-0.4027141,0.0385883,0.0385883,0.0385883,0,1.960407E-17,0.00209822
3831,2023-01-20 11:08:52.522853,166797211,-0.4012883,-0.4012883,0.03726508,0.03726508,0.03726508,0,1.054414E-17,0.002098715
3864,2023-01-20 11:08:52.622775,166897146,-0.3999874,-0.3999874,0.03555081,0.03555081,0.03555081,0,5.671209E-18,0.002098431
3894,2023-01-20 11:08:52.722801,166997139,-0.3993164,-0.3993164,0.04047785,0.04047785,0.04047785,0,3.050285E-18,0.00209849
3929,2023-01-20 11:08:52.822829,167097141,-0.3977467,-0.3977467,0.0269449,0.0269449,0.0269449,0,1.64061E-18,0.002098571
3961,2023-01-20 11:08:52.922881,167197191,-0.3947288,-0.3947288,0.03043193,0.03043193,0.03043193,0,8.824092E-19,0.002098459
3994,2023-01-20 11:08:53.022849,167297165,-0.3908147,-0.3908147,0.03218469,0.03218469,0.03218469,0,4.746076E-19,0.002099001
4024,2023-01-20 11:08:53.122805,167397152,-0.3843688,-0.3843688,0.0263455,0.0263455,0.0263455,0,2.552697E-19,0.002098571
4059,2023-01-20 11:08:53.222826,167497195,-0.3795747,-0.3806013,0.0326004,0.03362705,0.02943684,-0.03270551,-0.002858074,0.0002893244
4089,2023-01-20 11:08:53.322837,167597196,-0.3781285,-0.3820952,0.02877503,0.03274174,0.02289402,-0.02886781,0.007818479,0.002362833
4124,2023-01-20 11:08:53.422863,167697223,-0.3781571,-0.38322,0.02535636,0.03041918,0.02010196,-0.02543811,-0.002990975,-0.00102422
4154,2023-01-20 11:08:53.522804,167797205,-0.3791309,-0.3848156,0.0223224,0.02800706,0.01568359,-0.02239437,-0.002110531,0.00139858
4187,2023-01-20 11:08:53.622778,167897203,-0.3803988,-0.3848876,0.01964056,0.02412932,0.008079173,-0.01970389,0.009311967,0.006045254
4217,2023-01-20 11:08:53.722800,167997193,-0.3804111,-0.3822598,0.01727536,0.01912404,-0.003562375,-0.01733106,0.01473506,0.001645994
4252,2023-01-20 11:08:53.822829,168097201,-0.3796882,-0.3810044,0.01519212,0.01650831,0.004256657,-0.01524111,0.06250089,0.03004759
4285,2023-01-20 11:08:53.922947,168197335,-0.3792292,-0.3813277,0.01335865,0.01545712,-0.02865731,-0.01340172,0.139005,0.055286
4318,2023-01-20 11:08:54.022913,168297317,-0.3800896,-0.3843729,0.01174572,0.01602898,-0.05034421,-0.0117836,0.2284631,0.1386179
4349,2023-01-20 11:08:54.122792,168397209,-0.379198,-0.3883818,0.01032717,0.01951098,-0.0697483,-0.01036046,0.2939847,0.1992209
4384,2023-01-20 11:08:54.222772,168497193,-0.3782305,-0.3970772,0.009079736,0.02792651,-0.0882388,-0.009109012,0.3206033,0.2653773
4414,2023-01-20 11:08:54.322846,168597243,-0.3773798,-0.4129278,0.007982876,0.04353086,-0.1320566,-0.008008614,0.4998077,0.3455167
4449,2023-01-20 11:08:54.422843,168697229,-0.376632,-0.4278265,0.007018457,0.05821288,-0.1282768,-0.007041086,0.5955754,0.4538347
4479,2023-01-20 11:08:54.522798,168797222,-0.3759745,-0.4397029,0.00617052,0.06989889,-0.1857829,-0.006190414,0.7432205,0.5553371
4512,2023-01-20 11:08:54.622794,168897243,-0.3753964,-0.4550921,0.005425008,0.08512066,-0.1973023,-0.005442499,0.8897573,0.6909592
4542,2023-01-20 11:08:54.722765,168997198,-0.3748881,-0.4709502,0.004769558,0.1008316,-0.2029621,-0.004784936,0.9160562,0.8007274
4577,2023-01-20 11:08:54.822787,169097204,-0.3744411,-0.4899185,0.004193294,0.1196707,-0.2453228,-0.004206814,1.005762,0.8750589
4609,2023-01-20 11:08:54.922935,169197342,-0.3740483,-0.511159,0.003686651,0.1407974,-0.2112942,-0.003698538,0.9204774,0.9232608
4642,2023-01-20 11:08:55.022816,169297212,-0.3737029,-0.5295429,0.003241222,0.1590811,-0.1793479,-0.003251673,0.873602,0.9411047
4672,2023-01-20 11:08:55.122826,169397212,-0.3733993,-0.5416347,0.002849617,0.171085,-0.1423539,-0.002858804,0.8104793,0.9167556
4707,2023-01-20 11:08:55.222822,169497201,-0.3731324,-0.5504056,0.002505324,0.1797785,-0.1091398,-0.002513402,0.7291966,0.8805584
4737,2023-01-20 11:08:55.322812,169597197,-0.3728977,-0.5532875,0.002202629,0.1825924,-0.06018198,-0.002209731,0.6188411,0.805169
4772,2023-01-20 11:08:55.422844,169697239,-0.3726914,-0.5539885,0.001936504,0.1832337,0.03147501,-0.001942748,0.4098623,0.6746148
4804,2023-01-20 11:08:55.522788,169797211,-0.37251,-0.5551152,0.001702528,0.1843077,0.06089152,-0.001708017,0.3811986,0.5494406
4837,2023-01-20 11:08:55.622772,169897210,-0.3723505,-0.5492844,0.001496814,0.1784307,0.1171815,-0.00150164,0.2769457,0.4295499
4867,2023-01-20 11:08:55.722907,169997315,-0.3722103,-0.5372854,0.001315948,0.1663911,0.130151,-0.00132019,0.2526428,0.3334653
4902,2023-01-20 11:08:55.822806,170097193,-0.3720869,-0.522117,0.001156929,0.1511869,0.1644446,-0.001160659,0.2487676,0.2746363
4934,2023-01-20 11:08:55.922866,170197256,-0.3719785,-0.5032486,0.001017118,0.1322871,0.13638,-0.001020398,0.2445141,0.2347469
4967,2023-01-20 11:08:56.022836,170297227,-0.3718832,-0.4857635,0.0008941956,0.1147745,0.1477774,-0.0008970787,0.2245636,0.2018026
4997,2023-01-20 11:08:56.122808,170397192,-0.3717994,-0.4710432,0.0007861201,0.10003,0.1319781,-0.0007886547,0.2601779,0.1877186
5032,2023-01-20 11:08:56.222824,170497203,-0.3717258,-0.4562542,0.0006910989,0.08521956,0.1395405,-0.0006933272,0.2486071,0.1947205
5062,2023-01-20 11:08:56.322842,170597223,-0.371661,-0.4396457,0.0006075614,0.06859222,0.1269933,-0.0006095203,0.177295,0.1859457
5097,2023-01-20 11:08:56.422848,170697238,-0.3716041,-0.4225359,0.0005341214,0.05146594,0.1327998,-0.0005358435,0.06626778,0.155616
5127,2023-01-20 11:08:56.522905,170797327,-0.371554,-0.4012672,0.0004695599,0.0301827,0.1674572,-0.0004710739,-0.08557893,0.07275585
5160,2023-01-20 11:08:56.622785,170897224,-0.3715101,-0.3755088,0.0004128033,0.004411521,0.2049211,-0.0004141342,-0.2811497,-0.05208116
5190,2023-01-20 11:08:56.722814,170997219,-0.3714714,-0.3411694,0.0003629062,-0.0299391,0.2081798,-0.0003640763,-0.4296259,-0.1976398
5225,2023-01-20 11:08:56.822849,171097230,-0.3714375,-0.3082473,0.0003190377,-0.06287108,0.2396248,-0.0003200663,-0.5059481,-0.3369513
5257,2023-01-20 11:08:56.922877,171197266,-0.3714075,-0.277009,0.0002804683,-0.09411813,0.2394861,-0.0002813726,-0.5621461,-0.4332766
5290,2023-01-20 11:08:57.022816,171297209,-0.3713813,-0.2493211,0.0002465571,-0.1218136,0.2051698,-0.0002473521,-0.5686755,-0.5104424
5321,2023-01-20 11:08:57.122812,171397197,-0.3713582,-0.2256548,0.0002167418,-0.1454867,0.2338158,-0.0002174406,-0.6555631,-0.5648932
5356,2023-01-20 11:08:57.222820,171497198,-0.3713378,-0.1987949,0.0001905288,-0.1723524,0.2199477,-0.0001911431,-0.7195286,-0.6199339
5386,2023-01-20 11:08:57.322866,171597243,-0.3713201,-0.1639366,0.0001674832,-0.207216,0.2109432,-0.0001680233,-0.803638,-0.6919115
5421,2023-01-20 11:08:57.422846,171697229,-0.3713044,-0.130904,0.0001472224,-0.2402532,0.1914594,-0.000147697,-0.7761675,-0.7341431
5451,2023-01-20 11:08:57.522780,171797199,-0.3712905,-0.094455,0.0001294097,-0.2767061,0.1258444,-0.000129827,-0.7714019,-0.7604755
5484,2023-01-20 11:08:57.622769,171897209,-0.3712784,-0.06718153,0.0001137506,-0.3039831,0.08564736,-0.0001141173,-0.7622648,-0.757161
5514,2023-01-20 11:08:57.722801,171997208,-0.3712634,-0.04572034,0.0002571447,-0.325286,0.05642105,0.01046903,-0.766381,-0.7493379
5549,2023-01-20 11:08:57.822866,172097248,-0.3712142,-0.03004545,0.0007356529,-0.3404332,0.01712556,0.006365617,-0.8150752,-0.7530432
5581,2023-01-20 11:08:57.922862,172197249,-0.3711125,-0.01574679,0.001347645,-0.354018,0.02950116,0.02628094,-0.9179407,-0.8067853
5616,2023-01-20 11:08:58.022843,172297233,-0.3709513,-0.0002202112,0.001388944,-0.3693421,0.05184949,-0.01901134,-1.007136,-0.8588374
5646,2023-01-20 11:08:58.122849,172397236,-0.3708679,0.02139359,0.0003052009,-0.3919562,-0.02140697,-0.01527719,-0.8668273,-0.9049037
5681,2023-01-20 11:08:58.223112,172497497,-0.3708779,0.03378421,-0.0003652236,-0.4050273,-0.05519005,-0.003358454,-0.7180727,-0.8367345
5711,2023-01-20 11:08:58.322845,172597230,-0.3708999,0.04296125,0.000190957,-0.4136702,-0.1502938,0.01814291,-0.6219015,-0.7627779
5746,2023-01-20 11:08:58.422855,172697249,-0.3707614,0.04352538,0.002961458,-0.4113253,-0.1937898,0.04299184,-0.5163789,-0.6696383
5776,2023-01-20 11:08:58.522795,172797224,-0.3701901,0.0406625,0.008909998,-0.4019426,-0.2003812,0.08311462,-0.4264963,-0.5602067
5809,2023-01-20 11:08:58.622787,172897235,-0.3688325,0.03013009,0.0185788,-0.3803838,-0.248024,0.1134756,-0.2745593,-0.4400806
5839,2023-01-20 11:08:58.722806,172997217,-0.3663706,0.01463661,0.03057729,-0.35043,-0.2716326,0.127488,-0.1633062,-0.3109038
5874,2023-01-20 11:08:58.822833,173097220,-0.3626763,-0.0063494,0.04288939,-0.3134375,-0.3021005,0.1195948,-0.05928839,-0.2157038
5906,2023-01-20 11:08:58.922919,173197322,-0.3577923,-0.03402092,0.05471979,-0.2690516,-0.3143896,0.2142791,0.1831939,-0.07679752
5940,2023-01-20 11:08:59.020756,173297249,-0.3515827,-0.0704993,0.07000576,-0.2110777,-0.3437367,0.2748811,0.478087,0.1145018
5971,2023-01-20 11:08:59.111712,173397315,-0.3436581,-0.1258368,0.08820344,-0.1296178,-0.3451138,0.3559729,0.936194,0.416244
6006,2023-01-20 11:08:59.203049,173497493,-0.333671,-0.1808806,0.1122323,-0.04055811,-0.3626472,0.3641659,1.120799,0.7715834
6036,2023-01-20 11:08:59.302774,173597215,-0.3210534,-0.2459558,0.1394901,0.06439257,-0.355516,0.3456018,1.304283,0.9895432
6071,2023-01-20 11:08:59.403228,173697343,-0.3056634,-0.3021742,0.1680385,0.1645493,-0.3034455,0.3801688,1.358286,1.148576
6100,2023-01-20 11:08:59.514197,173797210,-0.2873097,-0.3652444,0.1986157,0.2765504,-0.251658,0.4155092,1.567085,1.290374
6133,2023-01-20 11:08:59.620722,173897223,-0.2657704,-0.4180667,0.2321479,0.3844442,-0.2212608,0.519083,1.771304,1.45552
6163,2023-01-20 11:08:59.711605,173997200,-0.2405856,-0.4643683,0.2717187,0.4955014,-0.1345752,0.6166713,1.919165,1.642048
6199,2023-01-20 11:08:59.802781,174097222,-0.2110999,-0.4935718,0.3177178,0.6001897,0.0005648304,0.6282513,1.803473,1.743315
6231,2023-01-20 11:08:59.902772,174197243,-0.1768016,-0.516551,0.3674051,0.7071545,0.117401,0.6428076,1.841837,1.785869
6264,2023-01-20 11:09:00.002723,174297225,-0.1374722,-0.5209611,0.4175864,0.8010753,0.2159773,0.4845672,1.668049,1.767492
6294,2023-01-20 11:09:00.102737,174397313,-0.09339538,-0.5395508,0.461119,0.9072744,0.3121842,0.3201743,1.702721,1.744285
6329,2023-01-20 11:09:00.202853,174497499,-0.04558967,-0.538524,0.4920288,0.9849631,0.3961768,0.1666097,1.530424,1.692071
6359,2023-01-20 11:09:00.302605,174597199,0.004578653,-0.5499882,0.5084252,1.062992,0.4727545,0,1.542725,1.641187
6394,2023-01-20 11:09:00.402705,174697250,0.05563626,-0.5415635,0.5107648,1.107965,0.5224306,0,1.432931,1.578999
6426,2023-01-20 11:09:00.502595,174797195,0.1064556,-0.562319,0.5048245,1.173599,0.566024,0,1.693547,1.611126
6459,2023-01-20 11:09:00.602565,174897217,0.1564496,-0.5608844,0.4948661,1.2122,0.6044222,0,1.592228,1.661068
6489,2023-01-20 11:09:00.702605,174997225,0.2053422,-0.5653866,0.4830892,1.253818,0.673638,0,1.642965,1.695608
6525,2023-01-20 11:09:00.802638,175097227,0.2530133,-0.5464314,0.4705817,1.270026,0.7273412,0,1.460244,1.679903
6557,2023-01-20 11:09:00.902754,175197367,0.2993677,-0.5247521,0.4545822,1.278702,0.7748222,-0.7248196,0.7507861,1.502535
6590,2023-01-20 11:09:01.002593,175297227,0.3426125,-0.4853463,0.4049732,1.232932,0.7700665,-1.085765,0.2600014,1.081944
6620,2023-01-20 11:09:01.102670,175397229,0.3791254,-0.4591111,0.3229005,1.161137,0.7465246,-1.37642,-0.01907578,0.7477156
6655,2023-01-20 11:09:01.203049,175497536,0.4060504,-0.4240142,0.2148201,1.044885,0.697172,-1.278777,-0.007576828,0.4824746
6685,2023-01-20 11:09:01.302653,175597208,0.4214622,-0.3909864,0.09548269,0.9079313,0.5920128,-1.364196,-0.1338627,0.3374408
6720,2023-01-20 11:09:01.402630,175697252,0.42461,-0.358214,-0.03045509,0.752369,0.4709792,-1.384972,-0.2003957,0.1725564
6750,2023-01-20 11:09:01.502550,175797199,0.4149965,-0.3231117,-0.1581858,0.5799224,0.3871171,-1.369251,-0.4029897,0.0486651
6783,2023-01-20 11:09:01.602632,175897307,0.3926494,-0.2949805,-0.2862696,0.4013604,0.2531747,-1.548424,-0.6692187,-0.172544
6814,2023-01-20 11:09:01.702564,175997233,0.3572448,-0.2720383,-0.4181114,0.2111716,0.1374718,-1.159343,-0.4530154,-0.3321902
6849,2023-01-20 11:09:01.802546,176097210,0.3093188,-0.2587584,-0.5325378,0.03553928,0.02788012,-0.5734409,0.03931583,-0.2392187
6881,2023-01-20 11:09:01.902648,176197308,0.2517563,-0.2433339,-0.609767,-0.1146768,-0.05924474,-0.2069027,0.3015448,0.01581782
6914,2023-01-20 11:09:02.002567,176297223,0.1885264,-0.2379477,-0.647943,-0.2214689,-0.1361549,0,0.4885774,0.2449332
6944,2023-01-20 11:09:02.102596,176397240,0.122926,-0.2294304,-0.6622152,-0.3098589,-0.1477821,-0.2379805,0.1296784,0.2609585
6979,2023-01-20 11:09:02.202934,176497566,0.05637233,-0.2274941,-0.666325,-0.3824585,-0.1659269,0,0.1816983,0.2728856
7009,2023-01-20 11:09:02.302583,176597211,-0.009963884,-0.2065518,-0.6592851,-0.4626972,-0.2071798,0,0.03399381,0.2021577
7044,2023-01-20 11:09:02.402616,176697242,-0.0752784,-0.1954289,-0.6467038,-0.5265534,-0.1933581,0,-0.04586477,0.09967327
7074,2023-01-20 11:09:02.502535,176797210,-0.1391856,-0.1791212,-0.6315439,-0.5916083,-0.2155376,0,-0.1075475,0.01389112
7107,2023-01-20 11:09:02.602484,176897206,-0.2015127,-0.175718,-0.6153072,-0.6411019,-0.2885205,0,0.0003461337,-0.01140657
7137,2023-01-20 11:09:02.702542,176997219,-0.2621964,-0.1558193,-0.5987694,-0.7051465,-0.3393285,0,-0.2171408,-0.07102785
7172,2023-01-20 11:09:02.802603,177097236,-0.3212282,-0.1502914,-0.5823103,-0.7532471,-0.3741924,0,-0.1873447,-0.1460776
7204,2023-01-20 11:09:02.902738,177197376,-0.3786225,-0.1407823,-0.5659388,-0.8037789,-0.4043405,0.02253175,-0.2291532,-0.1885415
7237,2023-01-20 11:09:03.002590,177297232,-0.4343443,-0.1466839,-0.5487537,-0.836414,-0.4563519,0.03442964,-0.09008048,-0.1832537
7267,2023-01-20 11:09:03.102570,177397224,-0.4883156,-0.1326679,-0.5311414,-0.8867891,-0.4695654,0.02772511,-0.2128237,-0.1750539
7302,2023-01-20 11:09:03.202753,177497418,-0.5405479,-0.1393881,-0.5140684,-0.9152283,-0.5587355,0.02218552,-0.04888209,-0.1597042
7332,2023-01-20 11:09:03.302541,177597210,-0.5911143,-0.1433965,-0.4978166,-0.9455345,-0.6070228,0.01340468,-0.04794001,-0.1177765
7367,2023-01-20 11:09:03.402574,177697248,-0.6401039,-0.1672422,-0.4825226,-0.9553843,-0.6727021,0.007596378,0.1034835,-0.0365122
7397,2023-01-20 11:09:03.502560,177797233,-0.6876177,-0.2032002,-0.4682892,-0.9527068,-0.722882,0.002442361,0.2141146,0.06316765
7430,2023-01-20 11:09:03.602532,177897204,-0.7337552,-0.2536598,-0.4549052,-0.9350006,-0.7807864,0.0003281629,0.3597524,0.1774822
7461,2023-01-20 11:09:03.702562,177997221,-0.7785833,-0.2961642,-0.442055,-0.9244741,-0.8049195,0,0.2918647,0.2489309
7496,2023-01-20 11:09:03.802564,178097211,-0.8221493,-0.3497359,-0.4296407,-0.9020541,-0.7814026,0,0.1843566,0.2468842
7528,2023-01-20 11:09:03.902589,178197249,-0.8644927,-0.39326,-0.4175848,-0.8888175,-0.7556856,0,0.07630504,0.1939832
7561,2023-01-20 11:09:04.002553,178297225,-0.9056476,-0.4425645,-0.405855,-0.868938,-0.708643,0,-0.02984013,0.1145093
7592,2023-01-20 11:09:04.102532,178397213,-0.9456456,-0.4860811,-0.3944438,-0.8540083,-0.7038859,0,-0.03891485,0.05221017
7627,2023-01-20 11:09:04.202749,178497437,-0.9845183,-0.5354136,-0.3833427,-0.8324475,-0.6895514,0,-0.004274711,0.02699198
7657,2023-01-20 11:09:04.302545,178597210,-1.022297,-0.5840272,-0.3725477,-0.8108174,-0.7021672,0,0.1371233,0.0557722
7692,2023-01-20 11:09:04.402605,178697247,-1.059011,-0.6391743,-0.362054,-0.781891,-0.6808281,0,0.1928771,0.1107293
7722,2023-01-20 11:09:04.502587,178797245,-1.094692,-0.6871469,-0.3518559,-0.7594006,-0.6523872,0,0.1403736,0.1439664
7755,2023-01-20 11:09:04.602541,178897215,-1.129367,-0.7397996,-0.3419459,-0.7315133,-0.6768805,0,0.2213888,0.1641397
7785,2023-01-20 11:09:04.702562,178997211,-1.163066,-0.7882517,-0.3322999,-0.7071138,-0.6488604,0.006060607,0.2090114,0.180884
7820,2023-01-20 11:09:04.802603,179097229,-1.195351,-0.841556,-0.3100344,-0.6638296,-0.6487117,0.2484808,0.5849043,0.29028
7852,2023-01-20 11:09:04.902587,179197250,-1.22445,-0.890429,-0.2731311,-0.6071522,-0.6417006,0.2740117,0.7292701,0.4643499
7885,2023-01-20 11:09:05.002532,179297229,-1.250037,-0.9423238,-0.2401454,-0.5478583,-0.6043056,0.2377586,0.7260249,0.5827339
7915,2023-01-20 11:09:05.102529,179397203,-1.272925,-0.9834566,-0.2219322,-0.5114006,-0.5429674,0.05204253,0.3961178,0.561998
7950,2023-01-20 11:09:05.202602,179497254,-1.294676,-1.026014,-0.2129218,-0.4815835,-0.5367447,0.07373998,0.424561,0.4908563
7980,2023-01-20 11:09:05.302582,179597219,-1.315429,-1.065073,-0.2022435,-0.4525999,-0.509204,0.06887021,0.44153,0.4573166
8016,2023-01-20 11:09:05.402688,179697313,-1.335089,-1.105803,-0.1912734,-0.4205602,-0.470174,0.0686319,0.4642114,0.4569991
8048,2023-01-20 11:09:05.502539,179797220,-1.35367,-1.140411,-0.1807298,-0.3939888,-0.4342518,0.0524689,0.3952219,0.4445133
8081,2023-01-20 11:09:05.602504,179897238,-1.371237,-1.175777,-0.1709055,-0.3663656,-0.4074782,0.05099721,0.3899121,0.4161787
8111,2023-01-20 11:09:05.702651,179997325,-1.387819,-1.208944,-0.1608328,-0.3397073,-0.3854575,0.06155626,0.4460391,0.4288945
8146,2023-01-20 11:09:05.802601,180097217,-1.403312,-1.240831,-0.1488424,-0.3113234,-0.3648161,0.09243575,0.4992524,0.4639092
8178,2023-01-20 11:09:05.902589,180197245,-1.417419,-1.272749,-0.1328501,-0.2775202,-0.3183359,0.14483,0.6108268,0.5244403
8211,2023-01-20 11:09:06.002526,180297221,-1.429652,-1.303714,-0.1114968,-0.2374344,-0.3012049,0.1801603,0.685551,0.6100055
8241,2023-01-20 11:09:06.102567,180397253,-1.439536,-1.330646,-0.08645042,-0.19534,-0.2793118,0.1892446,0.7289714,0.6855474
8276,2023-01-20 11:09:06.202561,180497238,-1.446863,-1.357514,-0.0610565,-0.1504057,-0.2534949,0.1574567,0.7676755,0.7436657
8306,2023-01-20 11:09:06.302529,180597208,-1.451679,-1.40584,-0.03518747,-0.08102655,-0.2344216,0.3225903,1.133966,0.9147828
8341,2023-01-20 11:09:06.402561,180697243,-1.453671,-1.44678,-0.00467356,-0.01156412,-0.2049503,0.3292781,1.206098,1.104466
