LineNo,UTC_Approx,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,Q1,Q2,Q3,Q4
88521,2023-01-20 11:13:09.382812,424197168,-2.16,-19.44,128.49,794.95,39.8046904,32.380264,0.4310046,0.1440089,-0.09015722,0.88621
88555,2023-01-20 11:13:09.482710,424297090,-2.45,-19.33,128.68,794.93,39.8046965,32.3802684,0.4300044,0.142195,-0.09175713,0.8868244
88585,2023-01-20 11:13:09.582737,424397149,-2.79,-19.17,128.8,794.84,39.804702,32.3802725,0.4295228,0.139736,-0.09364244,0.8872515
88618,2023-01-20 11:13:09.682632,424497049,-2.6,-18.88,128.82,795.06,39.8047078,32.3802764,0.429299,0.1382267,-0.09108592,0.8878621
88649,2023-01-20 11:13:09.782808,424597225,-2.38,-18.71,128.69,795.07,39.8047132,32.3802804,0.4300603,0.13768,-0.08885647,0.8878046
88684,2023-01-20 11:13:09.882696,424697092,-2.21,-18.62,128.61,795.17,39.8047184,32.3802852,0.4305603,0.137505,-0.08730385,0.8877434
88715,2023-01-20 11:13:09.982727,424797098,-2.26,-18.67,128.48,795.08,39.8047237,32.3802894,0.4316031,0.1376359,-0.08809463,0.8871384
88748,2023-01-20 11:13:10.082690,424897058,-2.3,-18.39,128.44,795.12,39.8047304,32.3802936,0.4320995,0.1352631,-0.08737164,0.8873332
88779,2023-01-20 11:13:10.182749,424997119,-2.16,-17.99,128.47,795.12,39.8047361,32.3802977,0.4318829,0.1326835,-0.08479916,0.8880773
88815,2023-01-20 11:13:10.282683,425097050,-1.92,-17.94,128.39,795.15,39.8047424,32.3803016,0.4322289,0.1331574,-0.0827663,0.8880299
88848,2023-01-20 11:13:10.382741,425197104,-1.48,-17.5,128.27,795.18,39.8047482,32.3803055,0.432887,0.1313556,-0.07791892,0.8884161
88882,2023-01-20 11:13:10.482749,425297131,-1.14,-17.54,128,795.01,39.8047529,32.3803101,0.4345366,0.132756,-0.07577319,0.8875878
88914,2023-01-20 11:13:10.582724,425397129,-0.64,-17.78,127.86,795.23,39.8047584,32.3803141,0.4349272,0.1363734,-0.07291014,0.8870878
88947,2023-01-20 11:13:10.682645,425497044,-0.52,-17.59,127.89,795.19,39.8047649,32.3803176,0.4346661,0.1353576,-0.07126387,0.887505
88978,2023-01-20 11:13:10.782758,425597145,-0.37,-17.46,127.83,795.11,39.8047706,32.3803213,0.4350135,0.1349668,-0.06966035,0.8875216
89013,2023-01-20 11:13:10.882708,425697081,-0.15,-17.47,127.88,795.01,39.8047759,32.380326,0.4343552,0.1358611,-0.0678876,0.8878449
89043,2023-01-20 11:13:10.982710,425797069,-0.2,-17.43,127.97,794.8,39.8047815,32.3803299,0.4337394,0.1354009,-0.06803256,0.8882051
89076,2023-01-20 11:13:11.082734,425897092,-0.49,-17.73,127.79,795,39.8047872,32.3803345,0.4353215,0.1365018,-0.07168067,0.8869748
89107,2023-01-20 11:13:11.182692,425997052,-0.73,-17.97,127.61,795.12,39.8047928,32.3803386,0.4368307,0.1374031,-0.07464304,0.8858486
89143,2023-01-20 11:13:11.282689,426097048,-0.61,-17.56,127.64,794.81,39.8047979,32.3803425,0.4366598,0.1347304,-0.07211152,0.8865528
89176,2023-01-20 11:13:11.382712,426197070,-0.41,-17.18,127.69,794.94,39.8048034,32.3803463,0.4362654,0.1325335,-0.06903739,0.8873224
89210,2023-01-20 11:13:11.482691,426297074,-0.35,-17.14,127.89,795.14,39.8048084,32.3803521,0.4347244,0.1325423,-0.06825876,0.8881374
89240,2023-01-20 11:13:11.582638,426397052,-0.86,-17.15,127.95,794.67,39.8048138,32.3803565,0.4347607,0.1307491,-0.07215109,0.8880777
89273,2023-01-20 11:13:11.682638,426497055,-1.04,-16.82,127.82,794.72,39.8048195,32.38036,0.4361307,0.1274699,-0.07241912,0.8878609
89304,2023-01-20 11:13:11.782730,426597144,-1.07,-16.74,127.6,794.67,39.8048251,32.380364,0.4379632,0.1264931,-0.07262108,0.8870817
89339,2023-01-20 11:13:11.882690,426697079,-1.09,-16.73,127.43,794.82,39.8048302,32.380369,0.4392628,0.1263066,-0.07288519,0.8864438
89369,2023-01-20 11:13:11.982705,426797064,-1.4,-16.49,127.4,794.7,39.8048357,32.3803732,0.4400123,0.1231964,-0.07445796,0.8863791
89403,2023-01-20 11:13:12.082766,426897124,-1.69,-16.19,127.22,794.73,39.8048414,32.3803776,0.4418299,0.1196756,-0.07575338,0.8858474
89434,2023-01-20 11:13:12.182675,426997039,-2.08,-16.18,127.13,794.69,39.8048471,32.3803818,0.4429328,0.1180403,-0.07878312,0.8852515
89470,2023-01-20 11:13:12.282663,427097043,-1.98,-16.46,127.01,794.64,39.8048525,32.3803848,0.4435797,0.12052,-0.0792261,0.8845537
89503,2023-01-20 11:13:12.382737,427197136,-1.62,-16.48,126.89,794.64,39.8048581,32.3803886,0.4441691,0.121939,-0.07666439,0.8842891
89537,2023-01-20 11:13:12.482667,427297073,-1.37,-16.66,127,795.02,39.8048634,32.3803939,0.442959,0.1243707,-0.07530998,0.8846738
89567,2023-01-20 11:13:12.582649,427397059,-1.53,-16.78,127.21,794.87,39.8048689,32.3803981,0.4414477,0.1248504,-0.0767079,0.8852413
89600,2023-01-20 11:13:12.682653,427497047,-1.71,-16.81,127.38,794.94,39.8048737,32.3804028,0.4403517,0.124478,-0.07802615,0.8857243
89631,2023-01-20 11:13:12.782714,427597088,-2.07,-17.2,127.52,794.79,39.804879,32.3804071,0.4394811,0.1262145,-0.08215377,0.8855377
89666,2023-01-20 11:13:12.882715,427697081,-2.2,-17.32,127.61,794.85,39.804884,32.3804108,0.4388482,0.1267643,-0.08355704,0.8856418
89696,2023-01-20 11:13:12.982725,427797086,-2.24,-17.58,127.72,794.89,39.8048891,32.3804148,0.4379316,0.1286512,-0.08468787,0.885716
89729,2023-01-20 11:13:13.082738,427897098,-2.47,-17.99,127.83,794.9,39.8048954,32.3804186,0.4371482,0.131099,-0.08788528,0.8854325
89760,2023-01-20 11:13:13.182704,427997065,-2.5,-18.04,127.9,795.23,39.804901,32.3804225,0.4366061,0.1314002,-0.08820747,0.8856232
89796,2023-01-20 11:13:13.282705,428097063,-2.54,-17.8,128.13,795.19,39.8049069,32.3804264,0.4350449,0.1295369,-0.08742911,0.8867425
89829,2023-01-20 11:13:13.382727,428197081,-2.37,-17.45,128.35,795.01,39.8049125,32.3804303,0.433226,0.1276528,-0.08453461,0.8881857
89864,2023-01-20 11:13:13.482706,428297083,-1.91,-17.73,128.38,795.05,39.8049177,32.3804341,0.4323803,0.1315729,-0.08193741,0.8882692
89894,2023-01-20 11:13:13.582658,428397064,-1.7,-17.83,128.37,795.2,39.8049231,32.380438,0.4321554,0.1330919,-0.08071051,0.8882647
89927,2023-01-20 11:13:13.682702,428497098,-1.46,-18.12,128.33,795.14,39.8049289,32.3804416,0.4320455,0.1362745,-0.07995635,0.8879037
89958,2023-01-20 11:13:13.782714,428597091,-1.45,-18.27,128.27,794.85,39.8049343,32.3804454,0.4324375,0.1374382,-0.08058584,0.8874764
89993,2023-01-20 11:13:13.882714,428697081,-1.35,-17.74,128.31,795.17,39.8049418,32.3804478,0.4322745,0.1337214,-0.07774331,0.8883768
90023,2023-01-20 11:13:13.982719,428797078,-0.72,-16.79,128.27,795.12,39.8049478,32.3804512,0.4323491,0.1286629,-0.06936325,0.8897802
90056,2023-01-20 11:13:14.082683,428897045,-0.3,-15.81,128.18,795.01,39.804956,32.380454,0.4330738,0.1225982,-0.06251495,0.8907909
90087,2023-01-20 11:13:14.182706,428997074,0.57,-14.3,128.07,795.04,39.8049626,32.3804572,0.4338162,0.1141538,-0.05005892,0.8923377
90124,2023-01-20 11:13:14.282657,429097037,1.32,-14.11,127.67,795.05,39.8049648,32.3804625,0.4362853,0.1153119,-0.04383636,0.8913118
90159,2023-01-20 11:13:14.382733,429197126,1.33,-14.48,127.13,794.94,39.8049701,32.3804664,0.4402122,0.1180098,-0.04574703,0.8889287
90193,2023-01-20 11:13:14.482675,429297073,0.59,-14.8,126.74,794.95,39.8049755,32.3804708,0.4438638,0.1174661,-0.05317278,0.886769
90223,2023-01-20 11:13:14.582646,429397048,-0.18,-15.18,126.35,795.09,39.8049808,32.3804748,0.4474039,0.1171956,-0.06104879,0.8845156
90256,2023-01-20 11:13:14.682652,429497047,-0.73,-15.39,126.3,794.85,39.8049869,32.3804784,0.4482662,0.1166188,-0.06618161,0.8837858
90287,2023-01-20 11:13:14.782698,429597084,-0.76,-14.87,126.53,794.96,39.8049924,32.3804823,0.4468095,0.1125884,-0.0641597,0.8851941
90322,2023-01-20 11:13:14.882690,429697084,-0.68,-14.78,126.75,794.86,39.8049965,32.3804875,0.4450182,0.1123679,-0.06296463,0.8862098
90352,2023-01-20 11:13:14.982713,429797118,-0.82,-15.11,126.75,794.83,39.8050016,32.3804918,0.445024,0.1143813,-0.06529546,0.8857805
90385,2023-01-20 11:13:15.082671,429897062,-1.49,-15.26,126.49,794.94,39.8050062,32.3804974,0.4476165,0.1127905,-0.07134949,0.8842098
90416,2023-01-20 11:13:15.182684,429997056,-2.64,-15.98,126.32,795,39.8050111,32.380502,0.4497997,0.1137014,-0.08317257,0.8819493
90452,2023-01-20 11:13:15.282699,430097065,-3.03,-16.23,126.33,794.85,39.8050165,32.3805051,0.4500512,0.1141262,-0.08709288,0.8813875
90485,2023-01-20 11:13:15.382725,430197087,-3.03,-16.24,126.39,795.01,39.8050214,32.3805092,0.4495952,0.1142026,-0.08707785,0.8816118
90519,2023-01-20 11:13:15.482702,430297075,-2.92,-15.9,126.52,794.9,39.8050273,32.3805134,0.4486067,0.1121262,-0.08484116,0.8825994
90551,2023-01-20 11:13:15.582668,430397055,-2.62,-15.77,126.73,794.85,39.8050324,32.3805176,0.4466996,0.112446,-0.08181219,0.8838111
90584,2023-01-20 11:13:15.682722,430497106,-2.47,-15.95,126.84,794.82,39.8050373,32.380522,0.4456255,0.1145315,-0.08116961,0.8841448
90615,2023-01-20 11:13:15.782691,430597069,-2.35,-16.13,126.79,795.08,39.8050424,32.3805262,0.4458114,0.1163342,-0.08097094,0.8838338
90650,2023-01-20 11:13:15.882721,430697089,-2.2,-16.03,126.51,795.03,39.8050476,32.3805301,0.4478457,0.1159427,-0.07978805,0.882964
90680,2023-01-20 11:13:15.982724,430797082,-1.82,-15.87,126.34,794.92,39.8050527,32.3805342,0.4488615,0.1161284,-0.07638774,0.8827245
90713,2023-01-20 11:13:16.082700,430897052,-1.87,-15.88,126.27,794.9,39.8050583,32.3805377,0.4494675,0.115928,-0.07685039,0.8824022
90744,2023-01-20 11:13:16.182706,430997054,-2.22,-15.79,126.22,794.98,39.8050635,32.3805416,0.4502105,0.1138015,-0.07924396,0.8820884
90779,2023-01-20 11:13:16.275327,431097120,-1.91,-15.41,126.33,794.95,39.8050679,32.380546,0.4492407,0.1121627,-0.07532725,0.8831354
90813,2023-01-20 11:13:16.366312,431197099,-1.47,-15.32,126.48,795.16,39.805073,32.3805501,0.4476732,0.1133011,-0.07141671,0.8841105
90848,2023-01-20 11:13:16.462898,431297078,-1.76,-15.98,126.34,795.1,39.8050774,32.3805543,0.448791,0.1171879,-0.07634959,0.8826236
90878,2023-01-20 11:13:16.562783,431397064,-2.02,-16.26,126,794.89,39.8050826,32.3805586,0.4515596,0.1181123,-0.07981659,0.8807796
90911,2023-01-20 11:13:16.662729,431497047,-2.12,-16.11,125.64,795.08,39.8050876,32.3805626,0.454474,0.1162844,-0.08038194,0.8794715
90942,2023-01-20 11:13:16.762756,431597073,-2.29,-15.97,125.44,795.09,39.8050928,32.3805669,0.4562144,0.1143514,-0.0812805,0.878741
90977,2023-01-20 11:13:16.862811,431697101,-2.51,-15.57,125.31,795.14,39.805098,32.3805697,0.4575565,0.1103415,-0.08153415,0.8785323
91007,2023-01-20 11:13:16.962876,431797123,-1.8,-15.36,125.34,795.03,39.8051032,32.3805735,0.4567392,0.1115615,-0.07522621,0.8793659
91040,2023-01-20 11:13:17.062847,431897065,-1.51,-15.15,125.49,794.96,39.8051088,32.380578,0.4553912,0.1111852,-0.07202879,0.8803797
91071,2023-01-20 11:13:17.162865,431997063,-1.74,-15.74,125.49,794.79,39.8051141,32.3805821,0.4553624,0.1148464,-0.07614113,0.8795783
91106,2023-01-20 11:13:17.262797,432097043,-1.38,-16.25,125.62,794.74,39.8051198,32.380586,0.4538035,0.1202404,-0.07524104,0.8797405
91140,2023-01-20 11:13:17.362764,432197098,-1.22,-16.09,125.71,795.06,39.8051251,32.38059,0.4530168,0.1197146,-0.07331236,0.8803803
91174,2023-01-20 11:13:17.462710,432297081,-0.74,-16.03,125.69,795.28,39.8051303,32.380594,0.4526592,0.1211951,-0.06934816,0.8806828
91204,2023-01-20 11:13:17.562720,432397098,-0.14,-16.04,125.73,794.98,39.8051356,32.3805979,0.4517102,0.1236116,-0.06477174,0.8811825
91237,2023-01-20 11:13:17.662662,432497048,-0.19,-15.57,125.68,795.02,39.8051412,32.3806019,0.4524415,0.1197533,-0.06335393,0.8814432
91268,2023-01-20 11:13:17.762686,432597080,-0.09,-15.52,125.6,795,39.8051467,32.3806059,0.4529239,0.1197679,-0.06245234,0.8812578
91303,2023-01-20 11:13:17.862697,432697085,0.27,-15.47,125.53,795.12,39.8051522,32.3806091,0.4530896,0.120814,-0.05946426,0.8812365
91333,2023-01-20 11:13:17.962696,432797069,0.85,-15.29,125.45,794.96,39.8051577,32.3806128,0.4532021,0.1216578,-0.05443184,0.8813878
91366,2023-01-20 11:13:18.062693,432897063,1.14,-15.42,125.3,795.02,39.8051623,32.3806176,0.4539675,0.1237287,-0.05282116,0.8808034
91397,2023-01-20 11:13:18.162683,432997059,0.84,-16.06,124.95,794.99,39.8051675,32.3806216,0.4566361,0.1272605,-0.05808862,0.8785864
91432,2023-01-20 11:13:18.262694,433097086,0.51,-16.83,124.65,795.14,39.805173,32.3806259,0.4587801,0.1317051,-0.0640199,0.8763995
91466,2023-01-20 11:13:18.362690,433197104,0.05,-17.39,124.55,795.16,39.8051782,32.38063,0.4597172,0.1340774,-0.06988632,0.8750995
91500,2023-01-20 11:13:18.462677,433297075,0,-17.14,124.59,795.07,39.8051833,32.3806339,0.4596803,0.1319588,-0.06923863,0.8754924
91532,2023-01-20 11:13:18.562769,433397128,-0.28,-17.15,124.5,795.13,39.8051883,32.3806379,0.4606732,0.1308299,-0.071622,0.874948
91565,2023-01-20 11:13:18.662699,433497053,-1.23,-17.43,124.23,795.12,39.8051943,32.3806417,0.4636599,0.1289835,-0.08030245,0.8728885
91596,2023-01-20 11:13:18.762697,433597066,-1.48,-17.12,123.87,794.92,39.8051996,32.3806455,0.4668724,0.1252932,-0.0813712,0.8716137
91631,2023-01-20 11:13:18.862771,433697147,-0.85,-17.05,123.75,794.8,39.8052044,32.3806501,0.4670701,0.1273029,-0.07640977,0.8716656
91661,2023-01-20 11:13:18.962746,433797123,-0.69,-17.44,123.92,794.88,39.8052094,32.3806542,0.4653676,0.1310087,-0.07654034,0.8720157
91694,2023-01-20 11:13:19.062675,433897050,-0.69,-17.57,124.22,795.11,39.8052158,32.3806587,0.4630144,0.1322033,-0.07672802,0.8730708
91725,2023-01-20 11:13:19.162697,433997066,-1.05,-17.25,124.71,794.9,39.8052213,32.3806628,0.4598716,0.1286795,-0.07764894,0.8751745
91761,2023-01-20 11:13:19.262697,434097060,-1.32,-16.68,125.18,795.08,39.8052273,32.3806655,0.456915,0.1235431,-0.07699709,0.8775176
91795,2023-01-20 11:13:19.362730,434197085,-1.21,-16.06,125.54,795.06,39.8052329,32.3806692,0.4542869,0.1194023,-0.07324772,0.8797734
91829,2023-01-20 11:13:19.462701,434297076,-0.75,-15.42,125.9,795.18,39.8052392,32.380673,0.4514104,0.1165517,-0.06687263,0.8821408
91859,2023-01-20 11:13:19.562706,434397115,-0.67,-15.1,125.94,795.03,39.8052449,32.3806768,0.4511054,0.1144008,-0.06494349,0.8827223
91892,2023-01-20 11:13:19.662642,434497053,-0.02,-15.49,125.86,795.11,39.8052506,32.3806805,0.4509078,0.1199549,-0.06155736,0.8823285
91923,2023-01-20 11:13:19.762675,434597069,0.66,-15.86,125.62,795.04,39.8052563,32.3806843,0.4517584,0.1253895,-0.05797509,0.88138
91958,2023-01-20 11:13:19.862708,434697092,1.32,-16.03,125.38,794.98,39.8052617,32.3806886,0.4528317,0.1291341,-0.05383036,0.880551
91988,2023-01-20 11:13:19.962698,434797076,1.56,-16.31,125.09,795.22,39.8052673,32.3806926,0.4545422,0.1321675,-0.05339085,0.8792454
92021,2023-01-20 11:13:20.062672,434897048,1.69,-16.26,124.78,795.01,39.8052719,32.3806968,0.4568087,0.1321653,-0.05258399,0.8781191
92052,2023-01-20 11:13:20.162730,434997105,1.63,-16.74,124.47,795,39.8052771,32.3807009,0.4589049,0.1354005,-0.05534654,0.8763616
92087,2023-01-20 11:13:20.262698,435097088,1.29,-16.96,124.35,795.05,39.8052829,32.3807048,0.4601317,0.1356535,-0.05892035,0.8754458
92121,2023-01-20 11:13:20.362679,435197093,0.93,-16.96,124.35,794.88,39.8052883,32.3807088,0.460545,0.1342265,-0.06174292,0.8752539
92155,2023-01-20 11:13:20.462658,435297079,0.76,-16.75,124.35,794.93,39.8052934,32.3807126,0.4608618,0.1319014,-0.06219128,0.8754089
92186,2023-01-20 11:13:20.562664,435397082,0.99,-16.76,124.43,794.87,39.8052988,32.3807166,0.4599736,0.1330183,-0.06035766,0.8758352
92219,2023-01-20 11:13:20.662662,435497069,1.07,-16.6,124.53,794.94,39.805304,32.3807212,0.4592634,0.1321025,-0.05899459,0.8764392
92251,2023-01-20 11:13:20.762678,435597068,0.92,-16.75,124.68,794.92,39.8053093,32.3807254,0.4581248,0.1327517,-0.06058136,0.8768287
92286,2023-01-20 11:13:20.862728,435697123,0.52,-16.67,124.8,795.06,39.8053155,32.3807295,0.4577168,0.1305835,-0.06312174,0.8771881
92316,2023-01-20 11:13:20.962658,435797071,0.18,-16.3,124.91,794.76,39.805321,32.3807337,0.4574736,0.1265023,-0.06418253,0.8778358
92349,2023-01-20 11:13:21.062656,435897060,0.22,-16.2,124.93,794.62,39.8053261,32.3807378,0.4573953,0.1259106,-0.06343342,0.8780161
92380,2023-01-20 11:13:21.162671,435997049,0.42,-16.47,125.02,794.73,39.8053314,32.380742,0.4563077,0.1288026,-0.06285636,0.878204
92415,2023-01-20 11:13:21.262679,436097053,0.48,-16.43,125.22,794.66,39.8053375,32.3807456,0.4547134,0.1288538,-0.06205507,0.8790799
92449,2023-01-20 11:13:21.362692,436197075,0.51,-16.22,125.38,794.71,39.8053431,32.3807496,0.4535953,0.127437,-0.06079854,0.8799515
92483,2023-01-20 11:13:21.462679,436297078,0.72,-15.93,125.37,794.94,39.8053492,32.380753,0.4536124,0.1260571,-0.05803007,0.8803283
92513,2023-01-20 11:13:21.562706,436397125,1.13,-15.67,125.14,794.9,39.8053549,32.3807568,0.4550543,0.1255535,-0.05409411,0.8799067
92546,2023-01-20 11:13:21.662643,436497052,1.44,-15.62,124.9,794.86,39.8053605,32.3807611,0.4566374,0.1262669,-0.05175924,0.8791245
92577,2023-01-20 11:13:21.762693,436597075,1.52,-15.76,124.65,794.77,39.805366,32.3807652,0.4583268,0.1275761,-0.05202197,0.8780402
92612,2023-01-20 11:13:21.862708,436697081,1.51,-15.74,124.42,794.67,39.8053714,32.3807695,0.460132,0.1272939,-0.0522652,0.8771221
92642,2023-01-20 11:13:21.962705,436797079,1.4,-15.78,124.19,794.7,39.8053767,32.3807737,0.462026,0.1270434,-0.05349969,0.8760877
92675,2023-01-20 11:13:22.062683,436897056,1.07,-15.67,124.22,794.56,39.8053828,32.3807777,0.4622099,0.1248559,-0.05559293,0.8761749
92706,2023-01-20 11:13:22.162741,436997110,0.9,-15.6,124.37,794.68,39.8053882,32.380782,0.4612466,0.1237557,-0.05640756,0.8767864
92741,2023-01-20 11:13:22.262669,437097052,0.87,-15.66,124.64,794.57,39.805394,32.3807853,0.4592472,0.1241446,-0.05662267,0.8777665
92775,2023-01-20 11:13:22.362675,437197083,0.88,-15.86,124.7,794.6,39.8053994,32.3807893,0.4585906,0.1257919,-0.05721811,0.8778366
92809,2023-01-20 11:13:22.462683,437297102,0.99,-15.86,124.64,794.5,39.8054044,32.3807937,0.4589157,0.1262068,-0.05645412,0.8776566
92839,2023-01-20 11:13:22.562662,437397083,1.01,-16.01,124.52,794.55,39.8054097,32.3807978,0.4597698,0.1273517,-0.05708108,0.8770034
92872,2023-01-20 11:13:22.662645,437497052,0.77,-16.12,124.44,794.58,39.8054158,32.3808024,0.4605663,0.1271948,-0.05941127,0.8764533
92903,2023-01-20 11:13:22.762703,437597085,0.39,-15.99,124.39,794.62,39.8054212,32.3808067,0.4614257,0.1246747,-0.06191088,0.8761904
92939,2023-01-20 11:13:22.862801,437697188,0.06,-15.72,124.33,794.61,39.8054263,32.3808109,0.4623937,0.1211969,-0.06335152,0.876065
92969,2023-01-20 11:13:22.962646,437797056,-0.26,-15.87,124.28,794.5,39.8054315,32.3808153,0.4630584,0.1210332,-0.06660202,0.8754954
93002,2023-01-20 11:13:23.062670,437897072,-0.58,-15.67,124.38,794.63,39.8054372,32.3808195,0.4627234,0.1182784,-0.06810164,0.8759335
93033,2023-01-20 11:13:23.162671,437997047,-0.76,-15.75,124.54,794.59,39.8054424,32.3808238,0.4616515,0.1182639,-0.0696158,0.8763818
93068,2023-01-20 11:13:23.262694,438097065,-0.96,-15.65,124.75,794.41,39.8054478,32.3808282,0.4603158,0.1168161,-0.07051887,0.8772061
93102,2023-01-20 11:13:23.362729,438197106,-0.96,-15.7,124.9,794.43,39.805453,32.3808326,0.4591368,0.1173006,-0.07059663,0.8777529
93185,2023-01-20 11:13:23.462710,438297117,-1.26,-15.86,124.93,794.6,39.8054589,32.3808363,0.4591191,0.1173164,-0.07352559,0.8775195
93215,2023-01-20 11:13:23.562640,438397091,-1.36,-16.15,124.87,794.53,39.8054643,32.3808404,0.4595764,0.1190916,-0.07543308,0.8768789
93249,2023-01-20 11:13:23.662635,438497073,-1.34,-16.07,124.71,794.51,39.8054702,32.3808446,0.4608294,0.1184323,-0.07519674,0.8763307
93280,2023-01-20 11:13:23.762675,438597067,-1.15,-15.93,124.57,794.61,39.8054757,32.3808488,0.4617154,0.1180571,-0.07330348,0.8760753
93315,2023-01-20 11:13:23.862708,438697080,-0.81,-15.5,124.58,794.47,39.8054818,32.3808524,0.4615107,0.1161802,-0.0689554,0.8767868
93345,2023-01-20 11:13:23.962716,438797083,-0.34,-14.89,124.68,794.63,39.8054874,32.3808564,0.4605756,0.1134441,-0.06281168,0.8780975
93378,2023-01-20 11:13:24.062951,438897321,-0.08,-14.6,124.81,794.45,39.8054933,32.3808608,0.4595108,0.11232,-0.05949412,0.8790305
93409,2023-01-20 11:13:24.162715,438997092,0.05,-14.47,125.07,794.37,39.805499,32.3808649,0.4574489,0.1119829,-0.05764881,0.8802709
93444,2023-01-20 11:13:24.262677,439097058,0.01,-14.35,125.33,794.39,39.8055036,32.3808701,0.4555547,0.1110564,-0.057264,0.881395
93478,2023-01-20 11:13:24.362690,439197072,-0.32,-14.45,125.49,794.37,39.8055088,32.3808745,0.4545824,0.1105436,-0.06010479,0.8817723
93512,2023-01-20 11:13:24.462688,439297085,-1.08,-14.2,125.72,794.34,39.8055146,32.3808787,0.4536293,0.1057611,-0.06476774,0.8825192
93542,2023-01-20 11:13:24.562669,439397088,-1.3,-14.09,125.82,794.32,39.8055199,32.380883,0.4530992,0.1040791,-0.06589226,0.8829082
93575,2023-01-20 11:13:24.662644,439497055,-1.79,-14.03,125.67,794.33,39.8055261,32.3808871,0.4546946,0.1015852,-0.06956343,0.8820965
93606,2023-01-20 11:13:24.762722,439597107,-1.92,-14.14,125.38,794.35,39.8055316,32.3808914,0.4570267,0.1017285,-0.07131551,0.8807338
93641,2023-01-20 11:13:24.862693,439697081,-1.86,-14.09,124.88,794.45,39.8055367,32.3808956,0.4608086,0.1012705,-0.07106009,0.8788345
93671,2023-01-20 11:13:24.962661,439797069,-1.97,-14.36,124.4,794.29,39.8055421,32.3808998,0.4644881,0.1026105,-0.07347145,0.8765408
93705,2023-01-20 11:13:25.062922,439897320,-2.68,-15.17,123.9,794.47,39.8055469,32.3809048,0.46865,0.1055835,-0.08261138,0.8731521
93736,2023-01-20 11:13:25.162684,439997056,-3.15,-15.33,123.63,794.53,39.805552,32.3809092,0.4711315,0.1047236,-0.0870325,0.8714892
93771,2023-01-20 11:13:25.262690,440097056,-3.44,-15.29,123.44,794.26,39.8055564,32.3809141,0.472807,0.1030598,-0.08924163,0.8705562
93805,2023-01-20 11:13:25.362711,440197084,-3.56,-15.47,123.26,794.27,39.8055613,32.3809186,0.4742306,0.1037614,-0.0910359,0.8695121
93839,2023-01-20 11:13:25.462719,440297116,-3.71,-15.83,123.22,794.37,39.8055662,32.3809225,0.47456,0.1058243,-0.09372528,0.8687977
93871,2023-01-20 11:13:25.562640,440397071,-3.74,-16.16,123.38,794.38,39.8055711,32.3809267,0.4732463,0.1084081,-0.09514213,0.8690417
93904,2023-01-20 11:13:25.662628,440497047,-3.89,-16.55,123.46,794.58,39.8055774,32.3809309,0.4726928,0.1107788,-0.09773048,0.8687568
93935,2023-01-20 11:13:25.762701,440597079,-3.85,-16.62,123.66,794.52,39.8055828,32.3809351,0.4711156,0.1116686,-0.097514,0.8695236
93970,2023-01-20 11:13:25.862721,440697080,-3.57,-16.39,123.97,794.71,39.8055881,32.3809394,0.4685124,0.1113168,-0.09422511,0.871336
94000,2023-01-20 11:13:25.962734,440797087,-3.01,-16.04,124.36,794.69,39.8055935,32.3809436,0.4651935,0.1111809,-0.08816634,0.8737623
94033,2023-01-20 11:13:26.062995,440897367,-2.59,-15.91,124.81,794.69,39.8055993,32.3809471,0.4613802,0.1122237,-0.08399064,0.8760591
94064,2023-01-20 11:13:26.162647,440997053,-2.44,-15.45,124.99,794.69,39.8056048,32.380951,0.4600148,0.109465,-0.08078782,0.8774264
94099,2023-01-20 11:13:26.262643,441097049,-2.16,-15.6,124.84,794.65,39.8056099,32.3809551,0.4608607,0.1116434,-0.07947818,0.8768275
94133,2023-01-20 11:13:26.362701,441197088,-1.89,-15.92,124.63,794.61,39.8056154,32.380959,0.4620085,0.1150539,-0.07888168,0.8758358
94167,2023-01-20 11:13:26.457041,441297069,-1.69,-16.3,124.49,794.6,39.8056213,32.3809632,0.4627382,0.1186784,-0.07903825,0.8749525
94197,2023-01-20 11:13:26.548024,441397062,-1.54,-16.71,124.51,794.5,39.8056268,32.3809672,0.4622389,0.122388,-0.07946672,0.8746665
94230,2023-01-20 11:13:26.642859,441497050,-1.39,-16.54,124.64,794.59,39.8056317,32.3809697,0.4611679,0.1218429,-0.07750814,0.8754833
94261,2023-01-20 11:13:26.742912,441597115,-1.27,-16.17,124.74,794.63,39.8056373,32.3809736,0.4604677,0.1194987,-0.07497565,0.876395
94296,2023-01-20 11:13:26.842847,441697083,-1.19,-16.02,124.59,794.48,39.8056425,32.3809777,0.4615694,0.1185621,-0.0739323,0.8760312
94326,2023-01-20 11:13:26.942792,441797088,-1.04,-16.36,124.36,794.74,39.805648,32.3809817,0.4629978,0.1216715,-0.07438177,0.8748122
94359,2023-01-20 11:13:27.043034,441897329,-0.94,-16.26,124.09,794.41,39.8056542,32.3809863,0.4650394,0.1211583,-0.07350278,0.8738744
94391,2023-01-20 11:13:27.142910,441997124,-1.6,-15.64,123.84,794.35,39.8056598,32.3809905,0.4678861,0.1135319,-0.07628469,0.8731402
94426,2023-01-20 11:13:27.242862,442097046,-1.93,-14.86,123.68,794.5,39.8056663,32.380994,0.4697946,0.1061247,-0.07582528,0.8730871
