LineNo,UTC_Approx,TimeUS,Vcc,VServo,Flags,AccFlags,Safety,MTemp,MVolt,MVmin,MVmax
90303,2023-01-20 11:13:14.879993,429694386,0,0,4,4,6,0,0,0,0
90336,2023-01-20 11:13:14.979940,429794345,0,0,4,4,6,0,0,0,0
90368,2023-01-20 11:13:15.079954,429894346,0,0,4,4,6,0,0,0,0
90400,2023-01-20 11:13:15.179970,429994343,0,0,4,4,6,0,0,0,0
90432,2023-01-20 11:13:15.279967,430094333,0,0,4,4,6,0,0,0,0
90467,2023-01-20 11:13:15.380033,430194395,0,0,4,4,6,0,0,0,0
90502,2023-01-20 11:13:15.479980,430294352,0,0,4,4,6,0,0,0,0
90535,2023-01-20 11:13:15.579990,430394376,0,0,4,4,6,0,0,0,0
90567,2023-01-20 11:13:15.679957,430494341,0,0,4,4,6,0,0,0,0
90599,2023-01-20 11:13:15.779956,430594334,0,0,4,4,6,0,0,0,0
90631,2023-01-20 11:13:15.879956,430694325,0,0,4,4,6,0,0,0,0
90664,2023-01-20 11:13:15.979995,430794353,0,0,4,4,6,0,0,0,0
90696,2023-01-20 11:13:16.079999,430894351,0,0,4,4,6,0,0,0,0
90728,2023-01-20 11:13:16.180028,430994376,0,0,4,4,6,0,0,0,0
90760,2023-01-20 11:13:16.272784,431094326,0,0,4,4,6,0,0,0,0
90795,2023-01-20 11:13:16.363811,431194350,0,0,4,4,6,0,0,0,0
90831,2023-01-20 11:13:16.460170,431294348,0,0,4,4,6,0,0,0,0
90862,2023-01-20 11:13:16.560052,431394331,0,0,4,4,6,0,0,0,0
90894,2023-01-20 11:13:16.660020,431494338,0,0,4,4,6,0,0,0,0
90926,2023-01-20 11:13:16.760038,431594355,0,0,4,4,6,0,0,0,0
90958,2023-01-20 11:13:16.860084,431694375,0,0,4,4,6,0,0,0,0
90991,2023-01-20 11:13:16.960114,431794362,0,0,4,4,6,0,0,0,0
91023,2023-01-20 11:13:17.060118,431894337,0,0,4,4,6,0,0,0,0
91055,2023-01-20 11:13:17.160145,431994344,0,0,4,4,6,0,0,0,0
91087,2023-01-20 11:13:17.260093,432094337,0,0,4,4,6,0,0,0,0
91122,2023-01-20 11:13:17.360059,432194391,0,0,4,4,6,0,0,0,0
91157,2023-01-20 11:13:17.460026,432294397,0,0,4,4,6,0,0,0,0
91188,2023-01-20 11:13:17.559948,432394326,0,0,4,4,6,0,0,0,0
91220,2023-01-20 11:13:17.659953,432494339,0,0,4,4,6,0,0,0,0
91252,2023-01-20 11:13:17.759969,432594363,0,0,4,4,6,0,0,0,0
91284,2023-01-20 11:13:17.859938,432694326,0,0,4,4,6,0,0,0,0
91317,2023-01-20 11:13:17.959992,432794365,0,0,4,4,6,0,0,0,0
91349,2023-01-20 11:13:18.059958,432894328,0,0,4,4,6,0,0,0,0
91381,2023-01-20 11:13:18.159982,432994358,0,0,4,4,6,0,0,0,0
91413,2023-01-20 11:13:18.259974,433094365,0,0,4,4,6,0,0,0,0
91448,2023-01-20 11:13:18.359921,433194334,0,0,4,4,6,0,0,0,0
91483,2023-01-20 11:13:18.459969,433294368,0,0,4,4,6,0,0,0,0
91514,2023-01-20 11:13:18.559993,433394353,0,0,4,4,6,0,0,0,0
91548,2023-01-20 11:13:18.659997,433494351,0,0,4,4,6,0,0,0,0
91580,2023-01-20 11:13:18.760032,433594401,0,0,4,4,6,0,0,0,0
91612,2023-01-20 11:13:18.859963,433694339,0,0,4,4,6,0,0,0,0
91645,2023-01-20 11:13:18.959984,433794361,0,0,4,4,6,0,0,0,0
91677,2023-01-20 11:13:19.059964,433894339,0,0,4,4,6,0,0,0,0
91709,2023-01-20 11:13:19.159971,433994340,0,0,4,4,6,0,0,0,0
91741,2023-01-20 11:13:19.259987,434094350,0,0,4,4,6,0,0,0,0
91777,2023-01-20 11:13:19.360041,434194397,0,0,4,4,6,0,0,0,0
91812,2023-01-20 11:13:19.460021,434294395,0,0,4,4,6,0,0,0,0
91843,2023-01-20 11:13:19.559945,434394353,0,0,4,4,6,0,0,0,0
91875,2023-01-20 11:13:19.659931,434494343,0,0,4,4,6,0,0,0,0
91907,2023-01-20 11:13:19.759965,434594360,0,0,4,4,6,0,0,0,0
91939,2023-01-20 11:13:19.859961,434694345,0,0,4,4,6,0,0,0,0
91972,2023-01-20 11:13:19.959975,434794353,0,0,4,4,6,0,0,0,0
92004,2023-01-20 11:13:20.059989,434894365,0,0,4,4,6,0,0,0,0
92036,2023-01-20 11:13:20.159957,434994332,0,0,4,4,6,0,0,0,0
92067,2023-01-20 11:13:20.259960,435094349,0,0,4,4,6,0,0,0,0
92102,2023-01-20 11:13:20.359924,435194337,0,0,4,4,6,0,0,0,0
92137,2023-01-20 11:13:20.459931,435294352,0,0,4,4,6,0,0,0,0
92170,2023-01-20 11:13:20.559938,435394356,0,0,4,4,6,0,0,0,0
92202,2023-01-20 11:13:20.659935,435494342,0,0,4,4,6,0,0,0,0
92235,2023-01-20 11:13:20.759997,435594388,0,0,4,4,6,0,0,0,0
92267,2023-01-20 11:13:20.859953,435694348,0,0,4,4,6,0,0,0,0
92300,2023-01-20 11:13:20.959939,435794352,0,0,4,4,6,0,0,0,0
92332,2023-01-20 11:13:21.059936,435894340,0,0,4,4,6,0,0,0,0
92364,2023-01-20 11:13:21.159970,435994348,0,0,4,4,6,0,0,0,0
92396,2023-01-20 11:13:21.259959,436094332,0,0,4,4,6,0,0,0,0
92431,2023-01-20 11:13:21.359946,436194328,0,0,4,4,6,0,0,0,0
92466,2023-01-20 11:13:21.460005,436294403,0,0,4,4,6,0,0,0,0
92497,2023-01-20 11:13:21.559931,436394349,0,0,4,4,6,0,0,0,0
92529,2023-01-20 11:13:21.659922,436494332,0,0,4,4,6,0,0,0,0
92561,2023-01-20 11:13:21.759965,436594348,0,0,4,4,6,0,0,0,0
92593,2023-01-20 11:13:21.859959,436694332,0,0,4,4,6,0,0,0,0
92626,2023-01-20 11:13:21.959985,436794359,0,0,4,4,6,0,0,0,0
92658,2023-01-20 11:13:22.060011,436894384,0,0,4,4,6,0,0,0,0
92690,2023-01-20 11:13:22.159977,436994346,0,0,4,4,6,0,0,0,0
92722,2023-01-20 11:13:22.259957,437094340,0,0,4,4,6,0,0,0,0
92757,2023-01-20 11:13:22.359931,437194338,0,0,4,4,6,0,0,0,0
92792,2023-01-20 11:13:22.459943,437294361,0,0,4,4,6,0,0,0,0
92823,2023-01-20 11:13:22.559923,437394344,0,0,4,4,6,0,0,0,0
92855,2023-01-20 11:13:22.659934,437494341,0,0,4,4,6,0,0,0,0
92887,2023-01-20 11:13:22.760020,437594403,0,0,4,4,6,0,0,0,0
92919,2023-01-20 11:13:22.859969,437694356,0,0,4,4,6,0,0,0,0
92953,2023-01-20 11:13:22.959956,437794365,0,0,4,4,6,0,0,0,0
92985,2023-01-20 11:13:23.059937,437894340,0,0,4,4,6,0,0,0,0
93017,2023-01-20 11:13:23.159967,437994344,0,0,4,4,6,0,0,0,0
93049,2023-01-20 11:13:23.259949,438094320,0,0,4,4,6,0,0,0,0
93084,2023-01-20 11:13:23.359998,438194375,0,0,4,4,6,0,0,0,0
93168,2023-01-20 11:13:23.459961,438294367,0,0,4,4,6,0,0,0,0
93199,2023-01-20 11:13:23.559908,438394358,0,0,4,4,6,0,0,0,0
93231,2023-01-20 11:13:23.659901,438494341,0,0,4,4,6,0,0,0,0
93264,2023-01-20 11:13:23.759969,438594362,0,0,4,4,6,0,0,0,0
93296,2023-01-20 11:13:23.859972,438694344,0,0,4,4,6,0,0,0,0
93329,2023-01-20 11:13:23.959995,438794362,0,0,4,4,6,0,0,0,0
93361,2023-01-20 11:13:24.060015,438894385,0,0,4,4,6,0,0,0,0
93393,2023-01-20 11:13:24.159973,438994350,0,0,4,4,6,0,0,0,0
93425,2023-01-20 11:13:24.259956,439094337,0,0,4,4,6,0,0,0,0
93460,2023-01-20 11:13:24.359958,439194340,0,0,4,4,6,0,0,0,0
93495,2023-01-20 11:13:24.459964,439294360,0,0,4,4,6,0,0,0,0
93526,2023-01-20 11:13:24.559921,439394339,0,0,4,4,6,0,0,0,0
93558,2023-01-20 11:13:24.659979,439494391,0,0,4,4,6,0,0,0,0
93590,2023-01-20 11:13:24.759970,439594356,0,0,4,4,6,0,0,0,0
93622,2023-01-20 11:13:24.859946,439694334,0,0,4,4,6,0,0,0,0
93655,2023-01-20 11:13:24.959947,439794354,0,0,4,4,6,0,0,0,0
93688,2023-01-20 11:13:25.059946,439894345,0,0,4,4,6,0,0,0,0
93720,2023-01-20 11:13:25.159964,439994337,0,0,4,4,6,0,0,0,0
93752,2023-01-20 11:13:25.259972,440094338,0,0,4,4,6,0,0,0,0
93787,2023-01-20 11:13:25.360113,440194485,0,0,4,4,6,0,0,0,0
93822,2023-01-20 11:13:25.459975,440294371,0,0,4,4,6,0,0,0,0
93855,2023-01-20 11:13:25.559903,440394333,0,0,4,4,6,0,0,0,0
93887,2023-01-20 11:13:25.659922,440494342,0,0,4,4,6,0,0,0,0
93919,2023-01-20 11:13:25.759980,440594359,0,0,4,4,6,0,0,0,0
93951,2023-01-20 11:13:25.859984,440694343,0,0,4,4,6,0,0,0,0
93984,2023-01-20 11:13:25.960047,440794400,0,0,4,4,6,0,0,0,0
94016,2023-01-20 11:13:26.059970,440894341,0,0,4,4,6,0,0,0,0
94048,2023-01-20 11:13:26.159925,440994329,0,0,4,4,6,0,0,0,0
94080,2023-01-20 11:13:26.259936,441094343,0,0,4,4,6,0,0,0,0
94115,2023-01-20 11:13:26.359959,441194347,0,0,4,4,6,0,0,0,0
94150,2023-01-20 11:13:26.454570,441294354,0,0,4,4,6,0,0,0,0
94181,2023-01-20 11:13:26.545548,441394341,0,0,4,4,6,0,0,0,0
94213,2023-01-20 11:13:26.640194,441494384,0,0,4,4,6,0,0,0,0
94245,2023-01-20 11:13:26.740144,441594346,0,0,4,4,6,0,0,0,0
94277,2023-01-20 11:13:26.840102,441694336,0,0,4,4,6,0,0,0,0
94310,2023-01-20 11:13:26.940058,441794352,0,0,4,4,6,0,0,0,0
94342,2023-01-20 11:13:27.040053,441894350,0,0,4,4,6,0,0,0,0
94374,2023-01-20 11:13:27.140122,441994338,0,0,4,4,6,0,0,0,0
94407,2023-01-20 11:13:27.240193,442094376,0,0,4,4,6,0,0,0,0
94442,2023-01-20 11:13:27.340271,442194495,0,0,4,4,6,0,0,0,0
94477,2023-01-20 11:13:27.440105,442294355,0,0,4,4,6,0,0,0,0
94508,2023-01-20 11:13:27.540073,442394324,0,0,4,4,6,0,0,0,0
94540,2023-01-20 11:13:27.640077,442494325,0,0,4,4,6,0,0,0,0
94572,2023-01-20 11:13:27.740115,442594354,0,0,4,4,6,0,0,0,0
94604,2023-01-20 11:13:27.840091,442694348,0,0,4,4,6,0,0,0,0
94637,2023-01-20 11:13:27.940081,442794398,0,0,4,4,6,0,0,0,0
94669,2023-01-20 11:13:28.039973,442894329,0,0,4,4,6,0,0,0,0
94701,2023-01-20 11:13:28.139973,442994334,0,0,4,4,6,0,0,0,0
94733,2023-01-20 11:13:28.239955,443094322,0,0,4,4,6,0,0,0,0
94768,2023-01-20 11:13:28.339968,443194340,0,0,4,4,6,0,0,0,0
94803,2023-01-20 11:13:28.439981,443294362,0,0,4,4,6,0,0,0,0
94834,2023-01-20 11:13:28.539982,443394377,0,0,4,4,6,0,0,0,0
94866,2023-01-20 11:13:28.639941,443494336,0,0,4,4,6,0,0,0,0
94898,2023-01-20 11:13:28.739969,443594344,0,0,4,4,6,0,0,0,0
94931,2023-01-20 11:13:28.839963,443694329,0,0,4,4,6,0,0,0,0
94964,2023-01-20 11:13:28.939975,443794348,0,0,4,4,6,0,0,0,0
94996,2023-01-20 11:13:29.039989,443894363,0,0,4,4,6,0,0,0,0
95028,2023-01-20 11:13:29.139980,443994345,0,0,4,4,6,0,0,0,0
95060,2023-01-20 11:13:29.240027,444094392,0,0,4,4,6,0,0,0,0
95097,2023-01-20 11:13:29.339976,444194352,0,0,4,4,6,0,0,0,0
95132,2023-01-20 11:13:29.439967,444294363,0,0,4,4,6,0,0,0,0
95163,2023-01-20 11:13:29.539922,444394352,0,0,4,4,6,0,0,0,0
95195,2023-01-20 11:13:29.639922,444494357,0,0,4,4,6,0,0,0,0
95227,2023-01-20 11:13:29.739971,444594369,0,0,4,4,6,0,0,0,0
95259,2023-01-20 11:13:29.840023,444694400,0,0,4,4,6,0,0,0,0
95292,2023-01-20 11:13:29.939985,444794366,0,0,4,4,6,0,0,0,0
95324,2023-01-20 11:13:30.039992,444894371,0,0,4,4,6,0,0,0,0
95356,2023-01-20 11:13:30.139958,444994328,0,0,4,4,6,0,0,0,0
95388,2023-01-20 11:13:30.239989,445094357,0,0,4,4,6,0,0,0,0
95423,2023-01-20 11:13:30.339977,445194356,0,0,4,4,6,0,0,0,0
95458,2023-01-20 11:13:30.439982,445294370,0,0,4,4,6,0,0,0,0
95491,2023-01-20 11:13:30.540005,445394402,0,0,4,4,6,0,0,0,0
95523,2023-01-20 11:13:30.639955,445494352,0,0,4,4,6,0,0,0,0
95555,2023-01-20 11:13:30.739976,445594361,0,0,4,4,6,0,0,0,0
95587,2023-01-20 11:13:30.839978,445694355,0,0,4,4,6,0,0,0,0
95620,2023-01-20 11:13:30.940006,445794381,0,0,4,4,6,0,0,0,0
95652,2023-01-20 11:13:31.040002,445894375,0,0,4,4,6,0,0,0,0
95684,2023-01-20 11:13:31.140023,445994394,0,0,4,4,6,0,0,0,0
95716,2023-01-20 11:13:31.239983,446094358,0,0,4,4,6,0,0,0,0
95751,2023-01-20 11:13:31.339972,446194361,0,0,4,4,6,0,0,0,0
95786,2023-01-20 11:13:31.439966,446294379,0,0,4,4,6,0,0,0,0
95818,2023-01-20 11:13:31.539913,446394362,0,0,4,4,6,0,0,0,0
95850,2023-01-20 11:13:31.639907,446494357,0,0,4,4,6,0,0,0,0
95882,2023-01-20 11:13:31.740035,446594431,0,0,4,4,6,0,0,0,0
95913,2023-01-20 11:13:31.840018,446694385,0,0,4,4,6,0,0,0,0
95946,2023-01-20 11:13:31.939988,446794362,0,0,4,4,6,0,0,0,0
95978,2023-01-20 11:13:32.039986,446894370,0,0,4,4,6,0,0,0,0
96010,2023-01-20 11:13:32.139945,446994344,0,0,4,4,6,0,0,0,0
96042,2023-01-20 11:13:32.239951,447094354,0,0,4,4,6,0,0,0,0
96077,2023-01-20 11:13:32.339958,447194350,0,0,4,4,6,0,0,0,0
96112,2023-01-20 11:13:32.440005,447294400,0,0,4,4,6,0,0,0,0
96143,2023-01-20 11:13:32.539932,447394354,0,0,4,4,6,0,0,0,0
96175,2023-01-20 11:13:32.639911,447494334,0,0,4,4,6,0,0,0,0
96207,2023-01-20 11:13:32.739967,447594353,0,0,4,4,6,0,0,0,0
96239,2023-01-20 11:13:32.839983,447694346,0,0,4,4,6,0,0,0,0
96272,2023-01-20 11:13:32.940010,447794368,0,0,4,4,6,0,0,0,0
96304,2023-01-20 11:13:33.040008,447894365,0,0,4,4,6,0,0,0,0
96335,2023-01-20 11:13:33.140013,447994374,0,0,4,4,6,0,0,0,0
96367,2023-01-20 11:13:33.239967,448094335,0,0,4,4,6,0,0,0,0
96402,2023-01-20 11:13:33.340012,448194391,0,0,4,4,6,0,0,0,0
96437,2023-01-20 11:13:33.439981,448294371,0,0,4,4,6,0,0,0,0
96468,2023-01-20 11:13:33.539944,448394343,0,0,4,4,6,0,0,0,0
96500,2023-01-20 11:13:33.639941,448494338,0,0,4,4,6,0,0,0,0
96531,2023-01-20 11:13:33.739982,448594359,0,0,4,4,6,0,0,0,0
96563,2023-01-20 11:13:33.839988,448694353,0,0,4,4,6,0,0,0,0
96597,2023-01-20 11:13:33.940006,448794372,0,0,4,4,6,0,0,0,0
96630,2023-01-20 11:13:34.039990,448894366,0,0,4,4,6,0,0,0,0
96662,2023-01-20 11:13:34.139950,448994347,0,0,4,4,6,0,0,0,0
96694,2023-01-20 11:13:34.239944,449094348,0,0,4,4,6,0,0,0,0
96729,2023-01-20 11:13:34.339948,449194339,0,0,4,4,6,0,0,0,0
96763,2023-01-20 11:13:34.440015,449294405,0,0,4,4,6,0,0,0,0
96794,2023-01-20 11:13:34.539935,449394344,0,0,4,4,6,0,0,0,0
96826,2023-01-20 11:13:34.639937,449494355,0,0,4,4,6,0,0,0,0
96858,2023-01-20 11:13:34.739938,449594352,0,0,4,4,6,0,0,0,0
96890,2023-01-20 11:13:34.839958,449694361,0,0,4,4,6,0,0,0,0
96926,2023-01-20 11:13:34.939972,449794354,0,0,4,4,6,0,0,0,0
96958,2023-01-20 11:13:35.040001,449894369,0,0,4,4,6,0,0,0,0
96989,2023-01-20 11:13:35.140024,449994390,0,0,4,4,6,0,0,0,0
97021,2023-01-20 11:13:35.239959,450094328,0,0,4,4,6,0,0,0,0
97056,2023-01-20 11:13:35.340006,450194386,0,0,4,4,6,0,0,0,0
97090,2023-01-20 11:13:35.436373,450294366,0,0,4,4,6,0,0,0,0
97123,2023-01-20 11:13:35.527336,450394346,0,0,4,4,6,0,0,0,0
97155,2023-01-20 11:13:35.620126,450494334,0,0,4,4,6,0,0,0,0
97187,2023-01-20 11:13:35.720220,450594400,0,0,4,4,6,0,0,0,0
97219,2023-01-20 11:13:35.820174,450694332,0,0,4,4,6,0,0,0,0
97252,2023-01-20 11:13:35.920199,450794359,0,0,4,4,6,0,0,0,0
97284,2023-01-20 11:13:36.020181,450894345,0,0,4,4,6,0,0,0,0
97315,2023-01-20 11:13:36.120163,450994336,0,0,4,4,6,0,0,0,0
97347,2023-01-20 11:13:36.220141,451094326,0,0,4,4,6,0,0,0,0
97382,2023-01-20 11:13:36.320144,451194348,0,0,4,4,6,0,0,0,0
97416,2023-01-20 11:13:36.420184,451294414,0,0,4,4,6,0,0,0,0
97447,2023-01-20 11:13:36.520063,451394347,0,0,4,4,6,0,0,0,0
97479,2023-01-20 11:13:36.622252,451494361,0,0,4,4,6,0,0,0,0
97511,2023-01-20 11:13:36.733327,451594367,0,0,4,4,6,0,0,0,0
97543,2023-01-20 11:13:36.836341,451694353,0,0,4,4,6,0,0,0,0
97576,2023-01-20 11:13:36.927296,451794361,0,0,4,4,6,0,0,0,0
97608,2023-01-20 11:13:37.020119,451894415,0,0,4,4,6,0,0,0,0
97639,2023-01-20 11:13:37.120078,451994343,0,0,4,4,6,0,0,0,0
97671,2023-01-20 11:13:37.220074,452094323,0,0,4,4,6,0,0,0,0
97706,2023-01-20 11:13:37.320104,452194392,0,0,4,4,6,0,0,0,0
97740,2023-01-20 11:13:37.420027,452294358,0,0,4,4,6,0,0,0,0
97771,2023-01-20 11:13:37.519959,452394349,0,0,4,4,6,0,0,0,0
97803,2023-01-20 11:13:37.619905,452494334,0,0,4,4,6,0,0,0,0
97835,2023-01-20 11:13:37.720010,452594397,0,0,4,4,6,0,0,0,0
97867,2023-01-20 11:13:37.819974,452694327,0,0,4,4,6,0,0,0,0
97900,2023-01-20 11:13:37.920011,452794357,0,0,4,4,6,0,0,0,0
97932,2023-01-20 11:13:38.020018,452894363,0,0,4,4,6,0,0,0,0
97963,2023-01-20 11:13:38.119977,452994349,0,0,4,4,6,0,0,0,0
97995,2023-01-20 11:13:38.219952,453094343,0,0,4,4,6,0,0,0,0
98030,2023-01-20 11:13:38.320013,453194388,0,0,4,4,6,0,0,0,0
98064,2023-01-20 11:13:38.419987,453294355,0,0,4,4,6,0,0,0,0
98095,2023-01-20 11:13:38.519932,453394324,0,0,4,4,6,0,0,0,0
98130,2023-01-20 11:13:38.619941,453494348,0,0,4,4,6,0,0,0,0
98162,2023-01-20 11:13:38.719971,453594355,0,0,4,4,6,0,0,0,0
98194,2023-01-20 11:13:38.819987,453694353,0,0,4,4,6,0,0,0,0
98227,2023-01-20 11:13:38.919999,453794366,0,0,4,4,6,0,0,0,0
98260,2023-01-20 11:13:39.020041,453894407,0,0,4,4,6,0,0,0,0
98291,2023-01-20 11:13:39.119985,453994349,0,0,4,4,6,0,0,0,0
98323,2023-01-20 11:13:39.219993,454094354,0,0,4,4,6,0,0,0,0
98359,2023-01-20 11:13:39.319999,454194356,0,0,4,4,6,0,0,0,0
98393,2023-01-20 11:13:39.420015,454294375,0,0,4,4,6,0,0,0,0
98424,2023-01-20 11:13:39.519970,454394358,0,0,4,4,6,0,0,0,0
98456,2023-01-20 11:13:39.619993,454494399,0,0,4,4,6,0,0,0,0
98488,2023-01-20 11:13:39.719981,454594359,0,0,4,4,6,0,0,0,0
98520,2023-01-20 11:13:39.819993,454694349,0,0,4,4,6,0,0,0,0
98553,2023-01-20 11:13:39.920009,454794366,0,0,4,4,6,0,0,0,0
98585,2023-01-20 11:13:40.020008,454894370,0,0,4,4,6,0,0,0,0
98616,2023-01-20 11:13:40.119968,454994358,0,0,4,4,6,0,0,0,0
98648,2023-01-20 11:13:40.219956,455094364,0,0,4,4,6,0,0,0,0
98683,2023-01-20 11:13:40.320016,455194402,0,0,4,4,6,0,0,0,0
98718,2023-01-20 11:13:40.419988,455294361,0,0,4,4,6,0,0,0,0
98751,2023-01-20 11:13:40.519955,455394348,0,0,4,4,6,0,0,0,0
98783,2023-01-20 11:13:40.619944,455494352,0,0,4,4,6,0,0,0,0
98814,2023-01-20 11:13:40.719974,455594375,0,0,4,4,6,0,0,0,0
98846,2023-01-20 11:13:40.819970,455694362,0,0,4,4,6,0,0,0,0
98879,2023-01-20 11:13:40.920048,455794420,0,0,4,4,6,0,0,0,0
98911,2023-01-20 11:13:41.020010,455894367,0,0,4,4,6,0,0,0,0
98944,2023-01-20 11:13:41.119992,455994356,0,0,4,4,6,0,0,0,0
98976,2023-01-20 11:13:41.219986,456094357,0,0,4,4,6,0,0,0,0
99011,2023-01-20 11:13:41.319976,456194352,0,0,4,4,6,0,0,0,0
99045,2023-01-20 11:13:41.419996,456294380,0,0,4,4,6,0,0,0,0
99076,2023-01-20 11:13:41.519961,456394363,0,0,4,4,6,0,0,0,0
99108,2023-01-20 11:13:41.619989,456494401,0,0,4,4,6,0,0,0,0
99140,2023-01-20 11:13:41.719978,456594363,0,0,4,4,6,0,0,0,0
99172,2023-01-20 11:13:41.819989,456694354,0,0,4,4,6,0,0,0,0
99205,2023-01-20 11:13:41.920010,456794385,0,0,4,4,6,0,0,0,0
99237,2023-01-20 11:13:42.019997,456894380,0,0,4,4,6,0,0,0,0
99268,2023-01-20 11:13:42.119985,456994370,0,0,4,4,6,0,0,0,0
99300,2023-01-20 11:13:42.220032,457094418,0,0,4,4,6,0,0,0,0
99335,2023-01-20 11:13:42.319980,457194367,0,0,4,4,6,0,0,0,0
99370,2023-01-20 11:13:42.420001,457294390,0,0,4,4,6,0,0,0,0
99401,2023-01-20 11:13:42.519955,457394358,0,0,4,4,6,0,0,0,0
99433,2023-01-20 11:13:42.619945,457494358,0,0,4,4,6,0,0,0,0
99464,2023-01-20 11:13:42.719979,457594391,0,0,4,4,6,0,0,0,0
99496,2023-01-20 11:13:42.819964,457694370,0,0,4,4,6,0,0,0,0
99529,2023-01-20 11:13:42.920052,457794429,0,0,4,4,6,0,0,0,0
99561,2023-01-20 11:13:43.020026,457894381,0,0,4,4,6,0,0,0,0
99593,2023-01-20 11:13:43.119994,457994361,0,0,4,4,6,0,0,0,0
99625,2023-01-20 11:13:43.219988,458094369,0,0,4,4,6,0,0,0,0
99660,2023-01-20 11:13:43.319964,458194371,0,0,4,4,6,0,0,0,0
99694,2023-01-20 11:13:43.419963,458294389,0,0,4,4,6,0,0,0,0
99725,2023-01-20 11:13:43.519996,458394413,0,0,4,4,6,0,0,0,0
99757,2023-01-20 11:13:43.619941,458494346,0,0,4,4,6,0,0,0,0
99790,2023-01-20 11:13:43.719989,458594371,0,0,4,4,6,0,0,0,0
99822,2023-01-20 11:13:43.819989,458694353,0,0,4,4,6,0,0,0,0
99855,2023-01-20 11:13:43.920002,458794367,0,0,4,4,6,0,0,0,0
99887,2023-01-20 11:13:44.020013,458894377,0,0,4,4,6,0,0,0,0
99919,2023-01-20 11:13:44.119995,458994354,0,0,4,4,6,0,0,0,0
99951,2023-01-20 11:13:44.220040,459094398,0,0,4,4,6,0,0,0,0
99984,2023-01-20 11:13:44.319985,459194358,0,0,4,4,6,0,0,0,0
100020,2023-01-20 11:13:44.419988,459294376,0,0,4,4,6,0,0,0,0
100051,2023-01-20 11:13:44.519954,459394355,0,0,4,4,6,0,0,0,0
100083,2023-01-20 11:13:44.619951,459494355,0,0,4,4,6,0,0,0,0
100114,2023-01-20 11:13:44.720014,459594377,0,0,4,4,6,0,0,0,0
100146,2023-01-20 11:13:44.818261,459694428,0,0,4,4,6,0,0,0,0
100179,2023-01-20 11:13:44.909071,459794368,0,0,4,4,6,0,0,0,0
100211,2023-01-20 11:13:45.000041,459894475,0,0,4,4,6,0,0,0,0
100242,2023-01-20 11:13:45.111089,459994362,0,0,4,4,6,0,0,0,0
100274,2023-01-20 11:13:45.218229,460094401,0,0,4,4,6,0,0,0,0
100313,2023-01-20 11:13:45.309051,460194360,0,0,4,4,6,0,0,0,0
100349,2023-01-20 11:13:45.400043,460294498,0,0,4,4,6,0,0,0,0
100382,2023-01-20 11:13:45.511352,460394623,0,0,4,4,6,0,0,0,0
100414,2023-01-20 11:13:45.618251,460494451,0,0,4,4,6,0,0,0,0
100445,2023-01-20 11:13:45.709027,460594355,0,0,4,4,6,0,0,0,0
100477,2023-01-20 11:13:45.800036,460694511,0,0,4,4,6,0,0,0,0
100510,2023-01-20 11:13:45.899910,460794379,0,0,4,4,6,0,0,0,0
100542,2023-01-20 11:13:46.000036,460894499,0,0,4,4,6,0,0,0,0
100573,2023-01-20 11:13:46.099932,460994402,0,0,4,4,6,0,0,0,0
100605,2023-01-20 11:13:46.200036,461094513,0,0,4,4,6,0,0,0,0
100639,2023-01-20 11:13:46.299884,461194371,0,0,4,4,6,0,0,0,0
100675,2023-01-20 11:13:46.400036,461294534,0,0,4,4,6,0,0,0,0
100706,2023-01-20 11:13:46.499814,461394352,0,0,4,4,6,0,0,0,0
100738,2023-01-20 11:13:46.600036,461494614,0,0,4,4,6,0,0,0,0
100769,2023-01-20 11:13:46.699787,461594365,0,0,4,4,6,0,0,0,0
100801,2023-01-20 11:13:46.800037,461694615,0,0,4,4,6,0,0,0,0
100834,2023-01-20 11:13:46.899803,461794395,0,0,4,4,6,0,0,0,0
100866,2023-01-20 11:13:47.000045,461894651,0,0,4,4,6,0,0,0,0
100897,2023-01-20 11:13:47.099843,461994367,0,0,4,4,6,0,0,0,0
100929,2023-01-20 11:13:47.200040,462094482,0,0,4,4,6,0,0,0,0
100963,2023-01-20 11:13:47.299849,462194386,0,0,4,4,6,0,0,0,0
100999,2023-01-20 11:13:47.400036,462294669,0,0,4,4,6,0,0,0,0
101030,2023-01-20 11:13:47.499709,462394370,0,0,4,4,6,0,0,0,0
101062,2023-01-20 11:13:47.600037,462494726,0,0,4,4,6,0,0,0,0
101093,2023-01-20 11:13:47.699708,462594359,0,0,4,4,6,0,0,0,0
101125,2023-01-20 11:13:47.800037,462694649,0,0,4,4,6,0,0,0,0
101158,2023-01-20 11:13:47.899764,462794385,0,0,4,4,6,0,0,0,0
101190,2023-01-20 11:13:48.000036,462894667,0,0,4,4,6,0,0,0,0
101221,2023-01-20 11:13:48.099781,462994408,0,0,4,4,6,0,0,0,0
101253,2023-01-20 11:13:48.200044,463094668,0,0,4,4,6,0,0,0,0
101287,2023-01-20 11:13:48.299739,463194367,0,0,4,4,6,0,0,0,0
101323,2023-01-20 11:13:48.400040,463294673,0,0,4,4,6,0,0,0,0
101354,2023-01-20 11:13:48.499704,463394364,0,0,4,4,6,0,0,0,0
101386,2023-01-20 11:13:48.600036,463494723,0,0,4,4,6,0,0,0,0
