LineNo,UTC_Approx,TimeUS,Dp,Blk,Bytes,FMn,FMx,FAv
119206,2023-01-20 11:14:42.347007,517341619,33,326,13257,11192,15616,13230
119532,2023-01-20 11:14:43.338503,518346638,33,325,13214,11695,15945,13874
119859,2023-01-20 11:14:44.334910,519349115,33,326,13257,12062,16281,14149
120186,2023-01-20 11:14:45.337272,520351632,33,326,13262,11267,16313,13570
120515,2023-01-20 11:14:46.339780,521354156,33,328,13295,11433,15729,13439
120843,2023-01-20 11:14:47.342619,522356978,33,327,13284,11902,16082,14027
121170,2023-01-20 11:14:48.345183,523359542,33,326,13257,12113,16332,14199
121497,2023-01-20 11:14:49.347288,524361679,33,326,13267,11285,16291,13571
121825,2023-01-20 11:14:50.349780,525364141,33,327,13305,11430,15823,13471
122152,2023-01-20 11:14:51.352264,526366662,33,326,13219,11867,16117,14010
122479,2023-01-20 11:14:52.341165,527369469,33,326,13257,12148,16337,14199
122805,2023-01-20 11:14:53.343127,528371655,33,325,13214,11320,16326,13627
123132,2023-01-20 11:14:54.339991,529374219,33,326,13268,11538,15908,13582
123460,2023-01-20 11:14:55.342279,530376673,33,327,13305,12041,16320,14199
123788,2023-01-20 11:14:56.344732,531379110,33,327,13252,11212,16348,13948
124115,2023-01-20 11:14:57.347543,532381950,33,326,13257,11310,15604,13404
124490,2023-01-20 11:14:58.349736,533384096,33,374,14635,11659,15993,13785
124818,2023-01-20 11:14:59.352237,534386612,33,327,13310,12024,16244,14100
125144,2023-01-20 11:15:00.349719,535389117,33,325,13214,11243,16311,13848
125474,2023-01-20 11:15:01.357244,536391625,33,329,13343,11309,15602,13321
125803,2023-01-20 11:15:02.360140,537394555,33,328,13328,11778,16028,13922
126154,2023-01-20 11:15:03.343126,538397319,33,350,14213,12059,16299,14056
126480,2023-01-20 11:15:04.344732,539399098,33,325,13214,11231,16277,13468
126807,2023-01-20 11:15:05.347276,540401604,33,326,13257,11483,15819,13758
127136,2023-01-20 11:15:06.349745,541404112,33,328,13300,11866,16116,13929
127463,2023-01-20 11:15:07.352613,542406985,33,326,13257,12147,16312,14098
127789,2023-01-20 11:15:08.354763,543409122,33,325,13214,11145,15461,13190
128115,2023-01-20 11:15:09.357279,544411645,33,325,13234,11604,15961,13872
128443,2023-01-20 11:15:10.359804,545414169,33,327,13311,12020,16270,14084
128772,2023-01-20 11:15:11.362287,546416658,33,328,13300,11158,16310,13811
129099,2023-01-20 11:15:12.345530,547419673,33,326,13257,11256,15680,13279
129425,2023-01-20 11:15:13.347313,548421627,33,325,13214,11639,15975,13921
129801,2023-01-20 11:15:14.349726,549424102,33,375,14678,10787,16193,13565
130127,2023-01-20 11:15:15.352252,550426643,33,325,13214,11242,16328,13778
130457,2023-01-20 11:15:16.354732,551429117,33,329,13343,11308,15601,13579
130783,2023-01-20 11:15:17.357735,552432119,33,325,13214,11777,16027,13835
131112,2023-01-20 11:15:18.359723,553434138,33,328,13327,12058,16304,14060
131439,2023-01-20 11:15:19.362325,554436699,33,326,13267,11207,16326,13783
131766,2023-01-20 11:15:20.364751,555439175,33,326,13257,11359,15695,13639
132095,2023-01-20 11:15:21.367246,556441636,33,328,13300,11809,16025,13846
132421,2023-01-20 11:15:22.352460,557446949,33,325,13214,12056,16285,14069
132748,2023-01-20 11:15:23.354918,558449448,33,326,13257,11228,16309,13505
133071,2023-01-20 11:15:24.356926,559451625,33,322,13119,11480,15845,13757
133396,2023-01-20 11:15:25.359564,560454210,33,324,13210,11975,16308,14113
133727,2023-01-20 11:15:26.362340,561457002,33,330,13481,12100,16326,14120
134051,2023-01-20 11:15:27.362370,562457020,33,323,13156,11167,15715,13266
134375,2023-01-20 11:15:28.364948,563459566,33,323,13156,11713,16079,13995
134703,2023-01-20 11:15:29.367036,564461644,33,327,13405,12217,16346,14239
135027,2023-01-20 11:15:30.349965,565464150,33,323,13156,11196,16299,13563
135354,2023-01-20 11:15:31.356735,566466667,33,326,13242,11529,15905,13557
135680,2023-01-20 11:15:32.355104,567469467,33,325,13228,11927,16232,14175
136004,2023-01-20 11:15:33.357291,568471662,33,323,13156,11286,16323,13966
136329,2023-01-20 11:15:34.359777,569474153,33,324,13185,11438,15717,13539
136654,2023-01-20 11:15:35.362310,570476682,33,324,13199,11834,16253,13891
136984,2023-01-20 11:15:36.364766,571479127,33,329,13438,10911,16282,13945
137308,2023-01-20 11:15:37.367574,572481929,33,323,13156,11121,15469,13368
137632,2023-01-20 11:15:38.369804,573484169,33,323,13156,11605,15830,13684
137956,2023-01-20 11:15:39.372265,574486615,33,323,13176,12001,16333,14021
138285,2023-01-20 11:15:40.354930,575489108,33,328,13470,12247,16312,14391
138612,2023-01-20 11:15:41.357339,576491635,33,326,13242,11241,15559,13478
138986,2023-01-20 11:15:42.360167,577494531,33,373,14658,11648,16102,13761
139337,2023-01-20 11:15:43.363002,578497365,33,350,14213,12124,16341,14282
139663,2023-01-20 11:15:44.364711,579499092,33,325,13214,11122,15441,13285
139990,2023-01-20 11:15:45.367242,580501610,33,326,13257,11548,15755,13530
140319,2023-01-20 11:15:46.369727,581504105,33,328,13300,11922,16190,14154
140646,2023-01-20 11:15:47.372507,582506875,33,326,13257,12212,16335,14273
140972,2023-01-20 11:15:48.374750,583509112,33,325,13214,11210,15529,13373
141302,2023-01-20 11:15:49.377192,584511611,33,329,13380,11636,15801,13577
141628,2023-01-20 11:15:50.379778,585514162,33,325,13214,11925,16241,14162
141957,2023-01-20 11:15:51.362483,586516659,33,328,13300,11114,16267,13559
142284,2023-01-20 11:15:52.365252,587519598,33,326,13257,11175,15491,13338
142610,2023-01-20 11:15:53.367218,588521614,33,325,13214,11634,16097,13644
142936,2023-01-20 11:15:54.369778,589524134,33,325,13224,12046,16329,14270
143262,2023-01-20 11:15:55.372231,590526627,33,325,13214,11273,16253,13676
143592,2023-01-20 11:15:56.374812,591529175,33,329,13343,11387,15660,13518
143918,2023-01-20 11:15:57.377732,592532092,33,325,13214,11722,16218,13734
144246,2023-01-20 11:15:58.379804,593534168,33,327,13311,12177,16329,14342
144622,2023-01-20 11:15:59.382311,594536676,33,375,14688,11259,16301,13673
144949,2023-01-20 11:16:00.364857,595539087,33,326,13257,11424,15877,13439
145277,2023-01-20 11:16:01.367285,596541641,33,327,13252,11798,16114,14037
145606,2023-01-20 11:16:02.372306,597546642,33,328,13334,12088,16284,14182
145932,2023-01-20 11:16:03.374760,598549121,33,325,13214,11086,15402,13241
146258,2023-01-20 11:16:04.377307,599551668,33,325,13214,11512,16031,13576
146584,2023-01-20 11:16:05.379786,600554146,33,325,13224,11957,16273,14188
146912,2023-01-20 11:16:06.382619,601556978,33,327,13252,11146,16299,13597
147240,2023-01-20 11:16:07.385168,602559528,33,327,13305,11207,15523,13367
147566,2023-01-20 11:16:08.387254,603561614,33,325,13214,11633,16098,13664
147894,2023-01-20 11:16:09.369645,604564120,33,327,13310,12088,16308,14264
148220,2023-01-20 11:16:10.372079,605566642,33,325,13214,11219,16318,13653
148549,2023-01-20 11:16:11.374830,606569432,33,328,13295,11333,15660,13491
148876,2023-01-20 11:16:12.377086,607571700,33,326,13262,11749,16187,13754
149204,2023-01-20 11:16:13.379579,608574182,33,327,13311,12156,16302,14312
149530,2023-01-20 11:16:14.382058,609576667,33,325,13214,11154,15470,13378
149906,2023-01-20 11:16:15.384575,610579177,33,375,14678,11492,15826,13505
150234,2023-01-20 11:16:16.387268,611581878,33,327,13252,11830,16146,14060
150561,2023-01-20 11:16:17.389552,612584148,33,326,13272,12168,16349,14248
150887,2023-01-20 11:16:18.372486,613586617,33,325,13214,11118,15434,13271
151214,2023-01-20 11:16:19.377095,614589104,33,326,13267,11630,16010,13634
151543,2023-01-20 11:16:20.377260,615591620,33,328,13327,12022,16271,14178
151874,2023-01-20 11:16:21.380162,616594520,33,330,13366,11229,16329,13935
152226,2023-01-20 11:16:22.383009,617597365,33,351,14261,11207,15455,13231
152552,2023-01-20 11:16:23.384742,618599105,33,325,13214,11662,16032,13897
152879,2023-01-20 11:16:24.387281,619601681,33,326,13257,12083,16237,14133
153205,2023-01-20 11:16:25.389749,620604104,33,325,13214,11181,16301,13562
153534,2023-01-20 11:16:26.392616,621607017,33,328,13295,11333,15634,13394
153861,2023-01-20 11:16:27.394829,622609189,33,326,13262,11798,16120,14007
154188,2023-01-20 11:16:28.396945,623611608,33,326,13257,12171,16313,14234
154516,2023-01-20 11:16:29.380213,624614404,33,327,13321,11216,16335,13600
154843,2023-01-20 11:16:30.382393,625616811,33,326,13257,11368,15966,13506
155170,2023-01-20 11:16:31.385324,626619694,33,326,13219,11866,16236,14098
155547,2023-01-20 11:16:32.387269,627621684,33,376,14726,12216,16329,14194
155873,2023-01-20 11:16:33.389788,628624168,33,325,13214,11301,16327,13528
156199,2023-01-20 11:16:34.392339,629626713,33,325,13214,11573,15943,13804
156526,2023-01-20 11:16:35.394859,630629223,33,326,13257,11951,16267,14064
156854,2023-01-20 11:16:36.397702,631632083,33,327,13252,11228,16328,13852
157184,2023-01-20 11:16:37.400121,632634511,33,329,13391,11206,15756,13290
157508,2023-01-20 11:16:38.382549,633636736,33,323,13128,11661,16031,13881
157836,2023-01-20 11:16:39.384794,634639159,33,327,13310,12082,16302,14130
158162,2023-01-20 11:16:40.387279,635641634,33,325,13214,11160,16334,13547
158491,2023-01-20 11:16:41.392378,636646619,33,328,13295,11312,15841,13404
158818,2023-01-20 11:16:42.394756,637649116,33,326,13262,11777,16099,13993
159145,2023-01-20 11:16:43.397263,638651622,33,326,13257,12150,16292,14181
159474,2023-01-20 11:16:44.400151,639654508,33,328,13354,11248,16314,13601
159800,2023-01-20 11:16:45.403476,640657838,33,325,13224,11400,15967,13548
160128,2023-01-20 11:16:46.405238,641659589,33,327,13252,11865,16235,14093
160456,2023-01-20 11:16:47.407291,642661619,33,327,13305,11161,16328,13907
160780,2023-01-20 11:16:48.390932,643664139,33,323,13128,11236,15552,13341
161156,2023-01-20 11:16:49.392301,644666661,33,375,14688,11488,15889,13628
161483,2023-01-20 11:16:50.395069,645669430,33,326,13257,11897,16213,14006
161813,2023-01-20 11:16:51.397315,646671686,33,329,13322,12149,16303,14124
162143,2023-01-20 11:16:52.400130,647674487,33,329,13391,11115,15634,13233
162469,2023-01-20 11:16:53.402321,648676682,33,325,13214,11570,15940,13790
162796,2023-01-20 11:16:54.404743,649679101,33,326,13257,11991,16264,14062
163122,2023-01-20 11:16:55.408358,650682768,33,325,13214,11263,16323,13845
163451,2023-01-20 11:16:56.409184,651684437,33,328,13295,11241,15770,13360
163775,2023-01-20 11:16:57.393227,652686977,33,323,13128,11706,16076,13921
164103,2023-01-20 11:16:58.394539,653689118,33,327,13305,12079,16298,14158
164430,2023-01-20 11:16:59.396971,654691632,33,326,13267,11124,16297,13512
164763,2023-01-20 11:17:00.400234,655694838,33,332,13511,11276,15843,13451
165117,2023-01-20 11:17:01.402718,656697375,33,353,14328,11741,16111,13948
165444,2023-01-20 11:17:02.404489,657699100,33,326,13257,11085,16304,13755
165770,2023-01-20 11:17:03.407014,658701630,33,325,13229,11245,16326,13505
166096,2023-01-20 11:17:04.409556,659704169,33,325,13214,11671,16007,13852
166472,2023-01-20 11:17:05.413167,660707797,33,375,14678,11900,16270,13983
166798,2023-01-20 11:17:06.394986,661709126,33,325,13166,11233,16322,14051
167127,2023-01-20 11:17:07.415489,662711619,33,328,13343,11365,15681,13567
167454,2023-01-20 11:17:08.400189,663714436,33,326,13262,11655,16025,13758
167782,2023-01-20 11:17:09.402351,664716725,33,327,13310,11990,16310,13985
168108,2023-01-20 11:17:10.406126,665720517,33,325,13214,11121,16335,13718
168437,2023-01-20 11:17:11.407265,666721652,33,328,13295,11443,15716,13611
168763,2023-01-20 11:17:12.409751,667724144,33,325,13214,11738,16108,13837
169091,2023-01-20 11:17:13.412282,668726667,33,327,13305,12073,16256,14045
169416,2023-01-20 11:17:14.414769,669729142,33,324,13185,11209,16276,13491
169740,2023-01-20 11:17:15.417740,670732085,33,323,13156,11627,16026,13828
170070,2023-01-20 11:17:16.419808,671734168,33,329,13444,11856,16188,13978
170395,2023-01-20 11:17:17.402500,672736736,33,324,13199,11181,16270,13782
170720,2023-01-20 11:17:18.404746,673739124,33,324,13204,11242,15719,13328
171048,2023-01-20 11:17:19.407571,674741950,33,327,13405,11827,16119,13984
171372,2023-01-20 11:17:20.412569,675746953,33,323,13156,11974,16322,14075
171697,2023-01-20 11:17:21.414926,676749300,33,324,13161,11338,16358,13899
172024,2023-01-20 11:17:22.417272,677751647,33,326,13255,11399,15825,13443
172352,2023-01-20 11:17:23.419812,678754195,33,327,13305,11861,16129,14022
172677,2023-01-20 11:17:24.422590,679757015,33,324,13185,12151,16323,14203
173001,2023-01-20 11:17:25.425235,680759592,33,323,13156,11250,15598,13345
173331,2023-01-20 11:17:26.408102,681761622,33,329,13433,11614,15885,13630
173655,2023-01-20 11:17:27.409813,682764165,33,323,13156,11974,16261,14154
173980,2023-01-20 11:17:28.412300,683766660,33,324,13204,11120,16328,13631
174305,2023-01-20 11:17:29.415076,684769465,33,324,13209,11421,15763,13498
174634,2023-01-20 11:17:30.417289,685771723,33,328,13470,11633,15941,13640
174962,2023-01-20 11:17:31.419786,686774175,33,327,13277,12013,16325,14205
175286,2023-01-20 11:17:32.422256,687776690,33,323,13156,11178,16278,13649
175659,2023-01-20 11:17:33.424735,688779117,33,372,14610,11385,15813,13431
175985,2023-01-20 11:17:34.427585,689781956,33,325,13214,11923,16239,14101
176312,2023-01-20 11:17:35.409761,690782943,33,326,13257,12241,16321,14248
176640,2023-01-20 11:17:36.409731,691784147,33,327,13252,11221,15537,13297
176966,2023-01-20 11:17:37.412276,692786652,33,325,13224,11556,15949,13651
177293,2023-01-20 11:17:38.414707,693789121,33,326,13262,12059,16327,14226
177620,2023-01-20 11:17:39.417239,694791620,33,326,13267,11306,16318,13937
177950,2023-01-20 11:17:40.420232,695794614,33,329,13371,11327,15643,13401
178302,2023-01-20 11:17:41.422951,696797338,33,351,14208,11662,16060,13874
178629,2023-01-20 11:17:42.424731,697799119,33,326,13257,12127,16316,14193
178956,2023-01-20 11:17:43.427253,698801646,33,326,13262,11234,16294,13593
179283,2023-01-20 11:17:44.429754,699804135,33,326,13257,11449,15731,13428
179609,2023-01-20 11:17:45.413311,700807820,33,325,13214,11936,16186,14121
179938,2023-01-20 11:17:46.414647,701809117,33,328,13295,11104,16300,13909
180265,2023-01-20 11:17:47.417058,702811658,33,326,13243,11256,15572,13355
180594,2023-01-20 11:17:48.419583,703814221,33,328,13359,11594,15938,13586
180969,2023-01-20 11:17:49.421994,704816647,33,374,14655,12004,16218,14206
181296,2023-01-20 11:17:50.424997,705819638,33,326,13257,11217,16316,13827
181624,2023-01-20 11:17:51.426971,706821627,33,327,13252,11200,15664,13227
181951,2023-01-20 11:17:52.429476,707824120,33,326,13257,11721,15971,13901
182280,2023-01-20 11:17:53.432018,708826690,33,328,13332,12034,16284,14084
182606,2023-01-20 11:17:54.434500,709829141,33,325,13214,11235,16300,13836
182933,2023-01-20 11:17:55.417883,710832136,33,326,13257,11290,15800,13325
183261,2023-01-20 11:17:56.419812,711834152,33,327,13252,11739,15989,13950
183588,2023-01-20 11:17:57.422314,712836690,33,326,13257,12122,16318,14179
183914,2023-01-20 11:17:58.424783,713839151,33,325,13214,11457,16349,13899
184243,2023-01-20 11:17:59.427223,714841627,33,328,13358,11387,15864,13421
184569,2023-01-20 11:18:00.432282,715846648,33,325,13214,11845,16116,14049
184898,2023-01-20 11:18:01.434755,716849161,33,328,13295,12233,16313,14232
185224,2023-01-20 11:18:02.437267,717851636,33,325,13214,11231,15570,13310
185552,2023-01-20 11:18:03.439780,718854169,33,327,13311,11503,16004,13598
185879,2023-01-20 11:18:04.442620,719856986,33,326,13262,11933,16183,14139
186206,2023-01-20 11:18:05.423622,720857851,33,326,13257,11139,16314,13916
186582,2023-01-20 11:18:06.425224,721859599,33,375,14640,11249,15673,13257
186909,2023-01-20 11:18:07.427200,722861612,33,326,13257,11650,15900,13854
187235,2023-01-20 11:18:08.429753,723864136,33,325,13214,12033,16318,14098
187563,2023-01-20 11:18:09.432236,724866658,33,327,13315,11267,16315,13846
187890,2023-01-20 11:18:10.435059,725869457,33,326,13257,11245,15746,13306
188218,2023-01-20 11:18:11.437344,726871733,33,327,13252,11685,15935,13893
188545,2023-01-20 11:18:12.439752,727874142,33,326,13257,12101,16264,14141
188871,2023-01-20 11:18:13.442295,728876667,33,325,13214,11436,16328,13923
189199,2023-01-20 11:18:14.427632,729879097,33,327,13305,11414,15867,13463
189525,2023-01-20 11:18:15.427731,730881940,33,325,13214,11844,16094,14044
189854,2023-01-20 11:18:16.429716,731884091,33,328,13295,12232,16312,14227
190180,2023-01-20 11:18:17.432274,732886630,33,325,13214,11230,15566,13305
190507,2023-01-20 11:18:18.434737,733889119,33,326,13257,11502,16003,13600
190835,2023-01-20 11:18:19.437316,734891674,33,327,13315,11927,16129,14106
191166,2023-01-20 11:18:20.440178,735894553,33,330,13425,11128,16316,13908
191518,2023-01-20 11:18:21.442977,736897346,33,351,14208,11265,15601,13234
191893,2023-01-20 11:18:22.444746,737899121,33,374,14635,11657,16081,13970
192220,2023-01-20 11:18:23.430474,738901603,33,326,13257,11979,16315,13970
192548,2023-01-20 11:18:24.430000,739904148,33,327,13299,11229,16293,13729
192875,2023-01-20 11:18:25.447839,740906946,33,326,13257,11284,15708,13548
193203,2023-01-20 11:18:26.434725,741909102,33,327,13252,11647,15918,13770
193530,2023-01-20 11:18:27.437249,742911622,33,326,13257,12030,16333,14023
193856,2023-01-20 11:18:28.439790,743914159,33,325,13214,11365,16326,13796
194185,2023-01-20 11:18:29.442362,744916736,33,328,13358,11410,15743,13623
194511,2023-01-20 11:18:30.445215,745919619,33,325,13214,11720,15970,13838
194840,2023-01-20 11:18:31.447656,746922028,33,328,13295,12108,16314,14053
195166,2023-01-20 11:18:32.449979,747924375,33,325,13214,11400,16346,13830
195493,2023-01-20 11:18:33.432215,748926670,33,326,13257,11498,15879,13742
195820,2023-01-20 11:18:34.434582,749929130,33,326,13262,11856,16072,13957
196147,2023-01-20 11:18:35.437594,750932170,33,326,13257,11090,16296,13793
196476,2023-01-20 11:18:36.439502,751934168,33,328,13306,11227,15618,13245
196802,2023-01-20 11:18:37.442116,752936740,33,325,13214,11619,16043,13870
197129,2023-01-20 11:18:38.444463,753939127,33,326,13257,11977,16248,14092
197506,2023-01-20 11:18:39.447013,754941641,33,376,14736,11209,16327,13704
197833,2023-01-20 11:18:40.452078,755946705,33,326,13257,11230,15654,13486
198160,2023-01-20 11:18:41.454463,756949108,33,326,13219,11593,15843,13710
198487,2023-01-20 11:18:42.457024,757951645,33,326,13257,11976,16312,13978
198813,2023-01-20 11:18:43.439893,758954174,33,325,13214,11311,16323,13816
199141,2023-01-20 11:18:44.442756,759956995,33,327,13305,11409,15742,13653
199467,2023-01-20 11:18:45.442610,760957004,33,325,13214,11805,16058,13887
199796,2023-01-20 11:18:46.445149,761959543,33,328,13295,12165,16306,14104
200122,2023-01-20 11:18:47.447239,762961633,33,325,13214,11224,16324,13570
200449,2023-01-20 11:18:48.449751,763964139,33,326,13257,11530,15911,13797
200777,2023-01-20 11:18:49.452281,764966668,33,327,13315,11921,16174,14001
201104,2023-01-20 11:18:50.455083,765969466,33,326,13257,11122,16275,13783
201432,2023-01-20 11:18:51.457272,766971658,33,327,13252,11231,15632,13267
201759,2023-01-20 11:18:52.459798,767974176,33,326,13268,11565,15989,13844
202086,2023-01-20 11:18:53.442417,768976663,33,326,13257,12009,16262,14087
202412,2023-01-20 11:18:54.444839,769979116,33,325,13214,11258,16324,13857
202741,2023-01-20 11:18:55.447606,770981980,33,328,13342,11315,15688,13335
203118,2023-01-20 11:18:56.449732,771984107,33,376,14673,11439,15861,13693
203445,2023-01-20 11:18:57.452244,772986626,33,326,13257,11968,16252,13968
203771,2023-01-20 11:18:58.454727,773989106,33,325,13214,11273,16285,13774
204099,2023-01-20 11:18:59.457191,774991612,33,327,13310,11318,15699,13588
204429,2023-01-20 11:19:00.460232,775994615,33,329,13376,11714,15985,13787
204782,2023-01-20 11:19:01.462909,776997327,33,352,14251,12074,16319,14182
205108,2023-01-20 11:19:02.449889,777999120,33,325,13214,11308,16320,13731
205435,2023-01-20 11:19:03.447272,779001624,33,326,13257,11406,15830,13602
205759,2023-01-20 11:19:04.449870,780004125,33,323,13156,11850,16129,13872
206088,2023-01-20 11:19:05.452543,781006971,33,328,13429,11127,16328,13711
206414,2023-01-20 11:19:06.454735,782009118,33,325,13194,11388,16331,13791
206738,2023-01-20 11:19:07.457192,783011624,33,323,13156,11515,15968,13730
207064,2023-01-20 11:19:08.459876,784014269,33,325,13253,12031,16296,14035
207391,2023-01-20 11:19:09.462296,785016673,33,326,13376,11104,16321,13731
207716,2023-01-20 11:19:10.465200,786019604,33,324,13204,11303,15785,13604
208043,2023-01-20 11:19:11.447347,787021628,33,326,13223,11662,16115,13876
208366,2023-01-20 11:19:12.449742,788024103,33,322,13123,12178,16304,14122
208692,2023-01-20 11:19:13.452303,789026686,33,325,13228,11277,15752,13276
209016,2023-01-20 11:19:14.454751,790029135,33,323,13156,11718,16117,13983
209342,2023-01-20 11:19:15.457697,791032085,33,325,13233,12053,16316,14185
209673,2023-01-20 11:19:16.459752,792034136,33,330,13462,11306,16310,13862
209996,2023-01-20 11:19:17.462310,793036674,33,322,13127,11314,15859,13368
210320,2023-01-20 11:19:18.464754,794039149,33,323,13156,11827,16255,14112
210645,2023-01-20 11:19:19.467220,795041601,33,324,13209,11259,16236,13897
210975,2023-01-20 11:19:20.465639,796046618,33,329,13518,11144,15303,13220
211302,2023-01-20 11:19:21.454708,797049160,33,326,13223,11382,15869,13408
211626,2023-01-20 11:19:22.457064,798051628,33,323,13156,11866,16265,14130
211954,2023-01-20 11:19:23.459557,799054171,33,327,13311,11177,16297,13607
212325,2023-01-20 11:19:24.462354,800056969,33,370,14519,11232,15852,13267
212653,2023-01-20 11:19:25.464916,801059523,33,327,13305,11799,16099,14017
212983,2023-01-20 11:19:26.466964,802061601,33,329,13322,11906,16330,14099
213310,2023-01-20 11:19:27.469533,803064136,33,326,13257,11187,16319,13535
213636,2023-01-20 11:19:28.472026,804066650,33,325,13214,11391,15849,13431
213963,2023-01-20 11:19:29.474882,805069479,33,326,13267,11764,16134,14024
214291,2023-01-20 11:19:30.470124,806071630,33,327,13305,12027,16316,14176
214619,2023-01-20 11:19:31.459918,807074151,33,327,13252,11222,16314,13572
214946,2023-01-20 11:19:32.462309,808076661,33,326,13257,11469,15973,13529
215271,2023-01-20 11:19:33.464732,809079114,33,324,13181,11852,16222,14133
215598,2023-01-20 11:19:34.467589,810082004,33,326,13257,11178,16310,13921
215925,2023-01-20 11:19:35.469724,811084108,33,326,13262,11242,15567,13371
216254,2023-01-20 11:19:36.472205,812086609,33,328,13295,11595,16112,13649
216580,2023-01-20 11:19:37.474717,813089102,33,325,13214,11973,16312,14245
216907,2023-01-20 11:19:38.477236,814091620,33,326,13257,11299,16288,13664
217240,2023-01-20 11:19:39.460571,815094720,33,332,13489,11310,15683,13443
217592,2023-01-20 11:19:40.463001,816097315,33,351,14261,11711,16164,13941
217969,2023-01-20 11:19:41.464710,817099099,33,376,14673,11938,16308,13996
218296,2023-01-20 11:19:42.467204,818101625,33,326,13257,11307,16319,13771
218622,2023-01-20 11:19:43.469734,819104116,33,325,13214,11511,15881,13723
218949,2023-01-20 11:19:44.472555,820106942,33,326,13257,11763,16133,13959
219277,2023-01-20 11:19:45.474688,821109097,33,327,13291,12112,16309,14106
219605,2023-01-20 11:19:46.477204,822111601,33,327,13252,11067,15437,13114
219931,2023-01-20 11:19:47.479769,823114181,33,325,13224,11632,16023,13841
220258,2023-01-20 11:19:48.482279,824116676,33,326,13267,11884,16275,14076
220585,2023-01-20 11:19:49.477502,825119588,33,326,13257,12223,16337,14157
220912,2023-01-20 11:19:50.467350,826121630,33,326,13262,11221,15674,13282
221241,2023-01-20 11:19:51.469723,827124126,33,328,13295,11701,16037,13905
221567,2023-01-20 11:19:52.472286,828126667,33,325,13214,11919,16289,14114
221894,2023-01-20 11:19:53.474714,829129115,33,326,13257,11245,16320,13542
222220,2023-01-20 11:19:54.477710,830132096,33,325,13214,11309,15810,13375
222548,2023-01-20 11:19:55.479768,831134158,33,327,13311,11884,16211,14083
222879,2023-01-20 11:19:56.482293,832136680,33,330,13370,12007,16323,14175
223255,2023-01-20 11:19:57.484717,833139095,33,375,14678,11236,16320,13393
223582,2023-01-20 11:19:58.487272,834141625,33,326,13267,11440,15810,13645
223908,2023-01-20 11:19:59.472367,835146606,33,325,13214,11672,16063,13862
224235,2023-01-20 11:20:00.474815,836149153,33,326,13257,12064,16304,14055
224564,2023-01-20 11:20:01.477284,837151633,33,328,13300,11304,16310,13780
224891,2023-01-20 11:20:02.479776,838154158,33,326,13257,11542,15878,13729
225217,2023-01-20 11:20:03.482585,839156967,33,325,13214,11760,16130,13949
225544,2023-01-20 11:20:04.485127,840159528,33,326,13257,12152,16315,14105
225870,2023-01-20 11:20:05.487536,841161950,33,325,13214,11150,15620,13236
226199,2023-01-20 11:20:06.489877,842164260,33,328,13310,11639,15966,13845
226525,2023-01-20 11:20:07.492262,843166670,33,325,13214,11848,16218,14040
226853,2023-01-20 11:20:08.474990,844169495,33,327,13310,11174,16349,13827
227179,2023-01-20 11:20:09.477105,845171665,33,325,13214,11185,15709,13271
227507,2023-01-20 11:20:10.479556,846174212,33,327,13311,11793,16141,13987
227836,2023-01-20 11:20:11.482030,847176680,33,328,13300,11964,16307,14121
228163,2023-01-20 11:20:12.484489,848179117,33,326,13257,11251,16317,13544
228489,2023-01-20 11:20:13.487342,849181984,33,325,13214,11306,15776,13402
228864,2023-01-20 11:20:14.489467,850184115,33,374,14635,11881,16041,14058
229191,2023-01-20 11:20:15.492009,851186646,33,326,13257,12063,16303,14050
229520,2023-01-20 11:20:16.494467,852189128,33,328,13300,11177,16325,13478
229847,2023-01-20 11:20:17.488406,853191649,33,326,13257,11507,15877,13712
230177,2023-01-20 11:20:18.480236,854194585,33,329,13381,11845,16218,13988
230529,2023-01-20 11:20:19.482985,855197366,33,351,14300,11162,16331,13913
230855,2023-01-20 11:20:20.484758,856199157,33,325,13214,11369,15706,13561
231185,2023-01-20 11:20:21.487287,857201664,33,329,13343,11666,15945,13768
231511,2023-01-20 11:20:22.489721,858204123,33,325,13214,11913,16286,13984
231838,2023-01-20 11:20:23.492552,859206931,33,326,13257,11239,16328,13747
232164,2023-01-20 11:20:24.494748,860209124,33,325,13214,11457,15776,13648
232491,2023-01-20 11:20:25.497325,861211702,33,326,13257,11792,16162,13933
232821,2023-01-20 11:20:26.499839,862214216,33,329,13354,12049,16299,14061
233150,2023-01-20 11:20:27.491463,863216657,33,328,13327,11250,16295,13492
233477,2023-01-20 11:20:28.485293,864219592,33,326,13267,11475,15741,13648
233803,2023-01-20 11:20:29.487210,865221605,33,325,13214,11757,16127,13897
234179,2023-01-20 11:20:30.489721,866224112,33,375,14678,12095,16312,14226
234508,2023-01-20 11:20:31.492275,867226678,33,328,13300,11139,15461,13344
234835,2023-01-20 11:20:32.494716,868229121,33,326,13257,11459,15807,13569
235161,2023-01-20 11:20:33.497686,869232087,33,325,13214,11754,16158,13856
235488,2023-01-20 11:20:34.499728,870234150,33,326,13257,11114,16312,13995
235815,2023-01-20 11:20:35.502271,871236678,33,326,13236,11298,15635,13485
236144,2023-01-20 11:20:36.504672,872239081,33,328,13321,11595,15874,13702
236469,2023-01-20 11:20:37.497929,873241985,33,324,13181,11842,16246,13936
236797,2023-01-20 11:20:38.492625,874246965,33,327,13310,11149,16311,13699
