LineNo,UTC_Approx,TimeUS,C,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
52393,2023-01-20 11:11:20.021696,314596078,0,0.07,0.01,0.03,0.23,0,0.007815933,3.144728,-0.9072883,0,48,107327,0,0
52424,2023-01-20 11:11:20.121700,314696100,0,0.07,0.01,0.03,0.19,0,0.007887564,3.144728,-0.9072883,0,48,107327,0,0
52458,2023-01-20 11:11:20.221673,314796083,0,0.07,0.01,0.04,0.22,0,0.007823574,3.144728,-0.9072883,0,48,107327,0,0
52491,2023-01-20 11:11:20.321682,314896072,0,0.07,0.01,0.02,0.18,0,0.007889848,3.144728,-0.9072883,0,48,107327,0,0
52525,2023-01-20 11:11:20.421695,314996072,0,0.05,0.01,0.03,0.22,0,0.007833583,3.144728,-0.9072883,0,48,107327,0,0
52560,2023-01-20 11:11:20.521692,315096080,0,0.05,0.01,0.03,0.18,0,0.007898439,3.144728,-0.9072883,0,48,107327,0,0
52592,2023-01-20 11:11:20.621675,315196072,0,0.07,0.01,0.01,0.2,0,0.007829702,3.144728,-0.9072883,0,48,107327,0,0
52626,2023-01-20 11:11:20.721682,315296077,0,0.07,0.01,0,0.17,0,0.007903346,3.144728,-0.9072883,0,48,107327,0,0
52658,2023-01-20 11:11:20.821692,315396083,0,0.07,0.01,0.02,0.21,0,0.007831375,3.144728,-0.9072883,0,48,107327,0,0
52689,2023-01-20 11:11:20.921687,315496068,0,0.07,0.01,0.02,0.1,0,0.007891406,3.144728,-0.9072883,0,48,107327,0,0
52722,2023-01-20 11:11:21.021713,315596086,0,0.04,0.01,0.02,0.16,0,0.007819969,3.144728,-0.9072883,0,48,107327,0,0
52753,2023-01-20 11:11:21.121709,315696084,0,0.04,0.01,0.02,0.19,0,0.007885943,3.144728,-0.9072883,0,48,107327,0,0
52787,2023-01-20 11:11:21.221708,315796079,0,0.06,0.01,0.03,0.07,0,0.007820281,3.144728,-0.9072883,0,48,107327,0,0
52820,2023-01-20 11:11:21.321722,315896072,0,0.06,0.01,0.03,0.08,0,0.007878714,3.144728,-0.9072883,0,48,107327,0,0
52853,2023-01-20 11:11:21.421731,315996078,0,0.04,0.01,0.02,0.22,0,0.007811624,3.144728,-0.9072883,0,48,107327,0,0
52886,2023-01-20 11:11:21.521671,316096082,0,0.04,0.01,0.03,0.22,0,0.007872662,3.144728,-0.9072883,0,48,107327,0,0
52919,2023-01-20 11:11:21.621624,316196072,0,0.07,0.01,0.02,0.23,0,0.007823721,3.144728,-0.9072883,0,48,107327,0,0
52953,2023-01-20 11:11:21.721698,316296085,0,0.07,0.01,0.02,0.27,0,0.007887477,3.144728,-0.9072883,0,48,107327,0,0
52985,2023-01-20 11:11:21.821729,316396070,0,0.05,0.01,0.01,0.19,0,0.0078296,3.144728,-0.9072883,0,48,107327,0,0
53016,2023-01-20 11:11:21.921727,316496076,0,0.05,0.01,0.03,0.26,0,0.007902845,3.144728,-0.9072883,0,48,107327,0,0
53049,2023-01-20 11:11:22.019723,316596072,0,0.06,0.01,0.02,0.18,0,0.007849691,3.144728,-0.9072883,0,48,107327,0,0
53080,2023-01-20 11:11:22.110555,316696081,0,0.06,0.01,0.03,0.19,0,0.007915759,3.144728,-0.9072883,0,48,107327,0,0
53114,2023-01-20 11:11:22.201542,316796104,0,0.06,0.01,0.02,0.2,0,0.007981927,3.144728,-0.9072883,0,48,107327,0,0
53147,2023-01-20 11:11:22.301544,316896072,0,0.08,0.01,0.03,0.23,0,0.007910501,3.144728,-0.9072883,0,48,107327,0,0
53180,2023-01-20 11:11:22.401592,316996088,0,0.08,0.01,0.03,0.2,0,0.007974847,3.144728,-0.9072883,0,48,107327,0,0
53213,2023-01-20 11:11:22.501544,317096072,0,0.06,0.01,0.03,0.23,0,0.007926575,3.144728,-0.9072883,0,48,107327,0,0
53246,2023-01-20 11:11:22.601539,317196099,0,0.06,0.01,0.04,0.2,0,0.007995145,3.144728,-0.9072883,0,48,107327,0,0
53280,2023-01-20 11:11:22.701538,317296084,0,0.05,0.01,0.02,0.21,0,0.00793045,3.144728,-0.9072883,0,48,107327,0,0
53312,2023-01-20 11:11:22.801560,317396093,0,0.05,0.01,0.05,0.23,0,0.007998119,3.144728,-0.9072883,0,48,107327,0,0
53343,2023-01-20 11:11:22.901474,317496072,0,0.02,0.01,0.03,0.23,0,0.007926896,3.144728,-0.9072883,0,48,107327,0,0
53376,2023-01-20 11:11:23.001463,317596124,0,0.02,0.01,0.03,0.23,0,0.007986136,3.144728,-0.9072883,0,48,107327,0,0
53407,2023-01-20 11:11:23.101434,317696079,0,0.03,0.01,0.01,0.3,0,0.007917222,3.144728,-0.9072883,0,48,107327,0,0
53441,2023-01-20 11:11:23.201490,317796120,0,0.03,0.01,0.01,0.35,0,0.007983207,3.144728,-0.9072883,0,48,107327,0,0
53474,2023-01-20 11:11:23.301442,317896072,0,0.05,0.01,0.01,0.37,0,0.007923617,3.144728,-0.9072883,0,48,107327,0,0
53507,2023-01-20 11:11:23.401484,317996116,0,0.05,0.01,0.01,0.26,0,0.00799037,3.144728,-0.9072883,0,48,107327,0,0
53540,2023-01-20 11:11:23.501407,318096076,0,0.05,0.01,0.01,0.29,0,0.007932658,3.144728,-0.9072883,0,48,107327,0,0
53572,2023-01-20 11:11:23.601405,318196110,0,0.05,0.01,0.01,0.33,0,0.007986436,3.144728,-0.9072883,0,48,107327,0,0
53606,2023-01-20 11:11:23.701415,318296086,0,0.05,0.01,0,0.28,0,0.007928611,3.144728,-0.9072883,0,48,107327,0,0
53638,2023-01-20 11:11:23.801473,318396111,0,0.05,0.01,0.01,0.32,0,0.007988761,3.144728,-0.9072883,0,48,107327,0,0
53669,2023-01-20 11:11:23.901449,318496072,0,0.02,0.01,0,0.3,0,0.007930821,3.144728,-0.9072883,0,48,107327,0,0
53702,2023-01-20 11:11:24.001508,318596115,0,0.02,0.01,0.01,0.32,0,0.007994525,3.144728,-0.9072883,0,48,107327,0,0
53733,2023-01-20 11:11:24.101532,318696096,0,0.04,0.01,0,0.35,0,0.007933152,3.144728,-0.9072883,0,48,107327,0,0
53767,2023-01-20 11:11:24.201581,318796103,0,0.04,0.01,0,0.26,0,0.007998697,3.144728,-0.9072883,0,48,107327,0,0
53800,2023-01-20 11:11:24.301518,318896081,0,0.04,0.01,0,0.25,0,0.007943461,3.144728,-0.9072883,0,48,107327,0,0
53833,2023-01-20 11:11:24.401505,318996109,0,0.04,0.01,0,0.27,0,0.008022617,3.144728,-0.9072883,0,48,107327,0,0
53866,2023-01-20 11:11:24.501448,319096078,0,0.11,0.01,0,0.21,0,0.007975579,3.144728,-0.9072883,0,48,107327,0,0
53898,2023-01-20 11:11:24.601462,319196117,0,0.11,0.01,0.01,0.21,0,0.008047421,3.144728,-0.9072883,0,48,107327,0,0
53932,2023-01-20 11:11:24.701418,319296072,0,0.05,0.01,0.01,0.11,0,0.007992071,3.144728,-0.9072883,0,48,107327,0,0
53965,2023-01-20 11:11:24.801462,319396115,0,0.05,0.01,0.01,0.26,0,0.008043754,3.144728,-0.9072883,0,48,107327,0,0
53996,2023-01-20 11:11:24.901436,319496081,0,0.03,0.01,0.01,0.21,0,0.007996515,3.144728,-0.9072883,0,48,107327,0,0
54029,2023-01-20 11:11:25.001472,319596109,0,0.03,0.01,0.02,0.19,0,0.008077814,3.144728,-0.9072883,0,48,107327,0,0
54060,2023-01-20 11:11:25.101439,319696080,0,0.03,0.01,0.01,0.13,0,0.008009632,3.144728,-0.9072883,0,48,107327,0,0
54094,2023-01-20 11:11:25.201477,319796122,0,0.03,0.01,0,0.2,0,0.008054881,3.144728,-0.9072883,0,48,107327,0,0
54127,2023-01-20 11:11:25.301439,319896072,0,0.05,0.01,0.02,0.31,0,0.007963579,3.144728,-0.9072883,0,48,107327,0,0
54160,2023-01-20 11:11:25.401488,319996111,0,0.05,0.01,0.05,0.41,0,0.00802227,3.144728,-0.9072883,0,48,107327,0,0
54195,2023-01-20 11:11:25.501405,320096084,0,0.04,0.01,0.05,0.39,0,0.007971943,3.144728,-0.9072883,0,48,107327,0,0
54227,2023-01-20 11:11:25.601367,320196100,0,0.04,0.01,0.03,0.21,0,0.008041371,3.144728,-0.9072883,0,48,107327,0,0
54261,2023-01-20 11:11:25.701391,320296073,0,0.04,0.01,0.04,0.17,0,0.007949374,3.144728,-0.9072883,0,48,107327,0,0
54292,2023-01-20 11:11:25.801492,320396123,0,0.04,0.01,0.05,0.25,0,0.007996535,3.144728,-0.9072883,0,48,107327,0,0
54323,2023-01-20 11:11:25.901450,320496072,0,0.06,0.01,0.06,0.25,0,0.007913211,3.144728,-0.9072883,0,48,107327,0,0
54356,2023-01-20 11:11:26.001506,320596120,0,0.06,0.01,0.04,0.21,0,0.007971384,3.144728,-0.9072883,0,48,107327,0,0
54387,2023-01-20 11:11:26.101437,320696084,0,0.04,0.01,0.05,0.27,0,0.007894794,3.144728,-0.9072883,0,48,107327,0,0
54421,2023-01-20 11:11:26.201432,320796111,0,0.04,0.01,0.03,0.15,0,0.007969596,3.144728,-0.9072883,0,48,107327,0,0
54454,2023-01-20 11:11:26.301426,320896080,0,0.07,0,0,0.07,0,0.007915157,3.144728,-0.9072883,0,48,107327,0,0
54487,2023-01-20 11:11:26.401469,320996099,0,0.07,0,0.02,0.07,0,0.00799266,3.144728,-0.9072883,0,48,107327,0,0
54520,2023-01-20 11:11:26.501431,321096081,0,0.07,0,0.02,0.09,0,0.007925228,3.144728,-0.9072883,0,48,107327,0,0
54552,2023-01-20 11:11:26.601438,321196108,0,0.07,0,0.02,0.13,0,0.007991458,3.144728,-0.9072883,0,48,107327,0,0
54587,2023-01-20 11:11:26.701410,321296078,0,0.06,0,0,0.2,0,0.007909444,3.144728,-0.9072883,0,48,107327,0,0
54619,2023-01-20 11:11:26.801445,321396111,0,0.06,0,0.01,0.05,0,0.007971689,3.144728,-0.9072883,0,48,107327,0,0
54651,2023-01-20 11:11:26.901428,321496070,0,0.07,0,0,0.13,0,0.007878649,3.144728,-0.9072883,0,48,107327,0,0
54684,2023-01-20 11:11:27.001504,321596122,0,0.07,0,0.04,0.23,0,0.00794703,3.144728,-0.9072883,0,48,107327,0,0
54715,2023-01-20 11:11:27.101450,321696076,0,0.01,0,0.01,0.33,0,0.007885301,3.144728,-0.9072883,0,48,107327,0,0
54749,2023-01-20 11:11:27.201489,321796123,0,0.01,0,0.04,0.34,0,0.007957014,3.144728,-0.9072883,0,48,107327,0,0
54782,2023-01-20 11:11:27.301436,321896068,0,0.08,0,0.03,0.36,0,0.007880351,3.144728,-0.9072883,0,48,107327,0,0
54815,2023-01-20 11:11:27.401497,321996128,0,0.08,0,0.05,0.35,0,0.007938639,3.144728,-0.9072883,0,48,107327,0,0
54848,2023-01-20 11:11:27.501457,322096100,0,0.1,0,0.04,0.39,0,0.007850659,3.144728,-0.9072883,0,48,107327,0,0
54880,2023-01-20 11:11:27.601462,322196116,0,0.1,0,0.02,0.34,0,0.007910719,3.144728,-0.9072883,0,48,107327,0,0
54914,2023-01-20 11:11:27.701432,322296071,0,0.09,0,0.03,0.22,0,0.00784166,3.144728,-0.9072883,0,48,107327,0,0
54946,2023-01-20 11:11:27.801499,322396124,0,0.09,0,0,0.18,0,0.007910026,3.144728,-0.9072883,0,48,107327,0,0
54977,2023-01-20 11:11:27.901455,322496072,0,0.09,0,0.02,0.18,0,0.007832572,3.144728,-0.9072883,0,48,107327,0,0
55010,2023-01-20 11:11:28.001498,322596109,0,0.09,0,0.02,0.18,0,0.007895317,3.144728,-0.9072883,0,48,107327,0,0
55041,2023-01-20 11:11:28.101449,322696091,0,0.09,0,0.01,0.19,0,0.007832208,3.144728,-0.9072883,0,48,107327,0,0
55075,2023-01-20 11:11:28.201438,322796111,0,0.09,0,0,0.2,0,0.007895068,3.144728,-0.9072883,0,48,107327,0,0
55108,2023-01-20 11:11:28.301429,322896073,0,0.09,0,0.02,0.23,0,0.007840886,3.144728,-0.9072883,0,48,107327,0,0
55141,2023-01-20 11:11:28.401500,322996117,0,0.09,0,0.03,0.28,0,0.007909408,3.144728,-0.9072883,0,48,107327,0,0
55174,2023-01-20 11:11:28.501427,323096076,0,0.1,0,0.01,0.2,0,0.007853359,3.144728,-0.9072883,0,48,107327,0,0
55206,2023-01-20 11:11:28.601430,323196110,0,0.1,0,0.03,0.2,0,0.007923746,3.144728,-0.9072883,0,48,107327,0,0
55240,2023-01-20 11:11:28.701406,323296096,0,0.08,0,0.03,0.16,0,0.00785788,3.144728,-0.9072883,0,48,107327,0,0
55272,2023-01-20 11:11:28.801423,323396122,0,0.08,0,0.02,0.23,0,0.007924937,3.144728,-0.9072883,0,48,107327,0,0
55303,2023-01-20 11:11:28.901402,323496068,0,0.13,0,0.01,0.18,0,0.007857285,3.144728,-0.9072883,0,48,107327,0,0
55337,2023-01-20 11:11:29.001483,323596116,0,0.13,0,0,0.22,0,0.007922925,3.144728,-0.9072883,0,48,107327,0,0
55368,2023-01-20 11:11:29.101440,323696075,0,0.12,0,0.01,0.23,0,0.007856487,3.144728,-0.9072883,0,48,107327,0,0
55402,2023-01-20 11:11:29.201480,323796117,0,0.12,0,0.02,0.2,0,0.007929571,3.144728,-0.9072883,0,48,107327,0,0
55435,2023-01-20 11:11:29.301445,323896088,0,0.09,0,0.01,0.27,0,0.007870348,3.144728,-0.9072883,0,48,107327,0,0
55468,2023-01-20 11:11:29.401460,323996109,0,0.09,0,0.01,0.1,0,0.007942947,3.144728,-0.9072883,0,48,107327,0,0
55502,2023-01-20 11:11:29.501404,324096091,0,0.12,0,0.03,0.23,0,0.007882961,3.144728,-0.9072883,0,48,107327,0,0
55534,2023-01-20 11:11:29.601393,324196118,0,0.12,0,0.03,0.17,0,0.007948129,3.144728,-0.9072883,0,48,107327,0,0
55568,2023-01-20 11:11:29.701385,324296074,0,0.23,0.01,0.02,0.14,0,0.007883029,3.144728,-0.9072883,0,48,107327,0,0
55600,2023-01-20 11:11:29.801462,324396115,0,0.23,0.01,0.02,0.13,0,0.007959547,3.144728,-0.9072883,0,48,107327,0,0
55631,2023-01-20 11:11:29.901449,324496077,0,0.19,0,0.03,0.2,0,0.007895723,3.144728,-0.9072883,0,48,107327,0,0
55664,2023-01-20 11:11:30.001505,324596108,0,0.19,0,0.04,0.16,0,0.007953911,3.144728,-0.9072883,0,48,107327,0,0
55695,2023-01-20 11:11:30.101459,324696080,0,0.23,0.01,0.05,0.18,0,0.007895172,3.144728,-0.9072883,0,48,107327,0,0
55729,2023-01-20 11:11:30.201491,324796129,0,0.23,0.01,0.05,0.16,0,0.007953351,3.144728,-0.9072883,0,48,107327,0,0
55762,2023-01-20 11:11:30.301449,324896072,0,0.11,0.01,0.05,0.02,0,0.007889253,3.144728,-0.9072883,0,48,107327,0,0
55795,2023-01-20 11:11:30.401496,324996105,0,0.11,0.01,0.05,0.04,0,0.007958752,3.144728,-0.9072883,0,48,107327,0,0
55828,2023-01-20 11:11:30.501511,325096140,0,0.11,0.01,0.03,0.05,0,0.007904758,3.144728,-0.9072883,0,48,107327,0,0
55862,2023-01-20 11:11:30.601474,325196122,0,0.11,0.01,0.04,0.06,0,0.007968284,3.144728,-0.9072883,0,48,107327,0,0
55896,2023-01-20 11:11:30.701442,325296091,0,0.1,0.01,0.03,0.14,0,0.007912873,3.144728,-0.9072883,0,48,107327,0,0
55928,2023-01-20 11:11:30.801347,325396127,0,0.1,0.01,0.03,0.09,0,0.007976765,3.144728,-0.9072883,0,48,107327,0,0
55959,2023-01-20 11:11:30.892415,325496087,0,0.09,0,0.04,0.15,0,0.007921092,3.144728,-0.9072883,0,48,107327,0,0
55990,2023-01-20 11:11:30.983523,325596091,0,0.09,0,0.04,0.22,0,0.007990496,3.144728,-0.9072883,0,48,107327,0,0
56023,2023-01-20 11:11:31.081909,325696084,0,0.09,0,0.03,0.09,0,0.00792686,3.144728,-0.9072883,0,48,107327,0,0
56056,2023-01-20 11:11:31.181926,325796097,0,0.09,0,0.01,0.14,0,0.007994978,3.144728,-0.9072883,0,48,107327,0,0
56091,2023-01-20 11:11:31.281884,325896072,0,0.08,0,0,0.12,0,0.007935074,3.144728,-0.9072883,0,48,107327,0,0
56122,2023-01-20 11:11:31.381902,325996111,0,0.08,0,0,0.08,0,0.008008911,3.144728,-0.9072883,0,48,107327,0,0
56157,2023-01-20 11:11:31.481814,326096082,0,0.11,0,0,0.08,0,0.007952402,3.144728,-0.9072883,0,48,107327,0,0
56187,2023-01-20 11:11:31.581777,326196113,0,0.11,0,0,0.12,0,0.008023295,3.144728,-0.9072883,0,48,107327,0,0
56223,2023-01-20 11:11:31.681804,326296084,0,0.07,0,0,0.16,0,0.007949672,3.144728,-0.9072883,0,48,107327,0,0
56254,2023-01-20 11:11:31.781897,326396094,0,0.07,0,0.01,0.18,0,0.008029725,3.144728,-0.9072883,0,48,107327,0,0
56287,2023-01-20 11:11:31.890778,326496072,0,0.1,0,0.01,0.1,0,0.007965953,3.144728,-0.9072883,0,48,107327,0,0
56320,2023-01-20 11:11:32.001388,326596126,0,0.1,0,0.02,0.2,0,0.008034347,3.144728,-0.9072883,0,48,107327,0,0
56351,2023-01-20 11:11:32.092355,326696080,0,0.16,0.01,0.02,0.17,0,0.007968335,3.144728,-0.9072883,0,48,107327,0,0
56383,2023-01-20 11:11:32.183373,326796089,0,0.16,0.01,0.03,0.24,0,0.008038985,3.144728,-0.9072883,0,48,107327,0,0
56418,2023-01-20 11:11:32.281716,326896081,0,0.09,0,0.02,0.25,0,0.007957564,3.144728,-0.9072883,0,48,107327,0,0
56449,2023-01-20 11:11:32.381714,326996087,0,0.09,0,0.02,0.21,0,0.008023653,3.144728,-0.9072883,0,48,107327,0,0
56484,2023-01-20 11:11:32.481705,327096071,0,0.14,0.01,0.04,0.24,0,0.007941942,3.144728,-0.9072883,0,48,107327,0,0
56514,2023-01-20 11:11:32.581740,327196096,0,0.14,0.01,0.05,0.21,0,0.007986143,3.144728,-0.9072883,0,48,107327,0,0
56599,2023-01-20 11:11:32.681766,327296075,0,0.1,0.01,0.04,0.21,0,0.007900091,3.144728,-0.9072883,0,48,107327,0,0
56629,2023-01-20 11:11:32.781831,327396085,0,0.1,0.01,0.06,0.25,0,0.007962029,3.144728,-0.9072883,0,48,107327,0,0
56662,2023-01-20 11:11:32.881791,327496080,0,0.17,0.01,0.03,0.26,0,0.007885256,3.144728,-0.9072883,0,48,107327,0,0
56693,2023-01-20 11:11:32.981743,327596088,0,0.17,0.01,0.05,0.39,0,0.007940287,3.144728,-0.9072883,0,48,107327,0,0
56726,2023-01-20 11:11:33.081716,327696073,0,0.18,0.01,0.03,0.27,0,0.0078589,3.144728,-0.9072883,0,48,107327,0,0
56758,2023-01-20 11:11:33.181749,327796108,0,0.18,0.01,0.04,0.38,0,0.007921235,3.144728,-0.9072883,0,48,107327,0,0
56794,2023-01-20 11:11:33.281709,327896079,0,0.14,0.01,0.03,0.4,0,0.007835163,3.144728,-0.9072883,0,48,107327,0,0
56825,2023-01-20 11:11:33.381713,327996096,0,0.14,0.01,0.02,0.33,0,0.007903305,3.144728,-0.9072883,0,48,107327,0,0
56860,2023-01-20 11:11:33.481682,328096080,0,0.11,0.01,0.01,0.29,0,0.007819811,3.144728,-0.9072883,0,48,107327,0,0
56890,2023-01-20 11:11:33.581678,328196090,0,0.11,0.01,0,0.32,0,0.007891112,3.144728,-0.9072883,0,48,107327,0,0
56926,2023-01-20 11:11:33.681682,328296075,0,0.05,0.01,0.01,0.3,0,0.007799376,3.144728,-0.9072883,0,48,107327,0,0
56956,2023-01-20 11:11:33.781729,328396094,0,0.05,0.01,0.01,0.29,0,0.007870573,3.144728,-0.9072883,0,48,107327,0,0
56989,2023-01-20 11:11:33.881708,328496072,0,0.06,0.01,0.02,0.29,0,0.007787321,3.144728,-0.9072883,0,48,107327,0,0
57020,2023-01-20 11:11:33.981720,328596088,0,0.06,0.01,0.02,0.3,0,0.007852889,3.144728,-0.9072883,0,48,107327,0,0
57053,2023-01-20 11:11:34.081705,328696089,0,0.06,0.01,0.03,0.29,0,0.007777884,3.144728,-0.9072883,0,48,107327,0,0
57085,2023-01-20 11:11:34.181684,328796086,0,0.06,0.01,0.02,0.29,0,0.007851901,3.144728,-0.9072883,0,48,107327,0,0
57120,2023-01-20 11:11:34.281675,328896071,0,0.08,0.01,0.01,0.31,0,0.007788294,3.144728,-0.9072883,0,48,107327,0,0
57151,2023-01-20 11:11:34.381715,328996099,0,0.08,0.01,0.01,0.3,0,0.007861216,3.144728,-0.9072883,0,48,107327,0,0
57186,2023-01-20 11:11:34.481677,329096072,0,0.09,0.01,0.01,0.27,0,0.007797911,3.144728,-0.9072883,0,48,107327,0,0
57216,2023-01-20 11:11:34.581676,329196087,0,0.09,0.01,0.02,0.33,0,0.007873697,3.144728,-0.9072883,0,48,107327,0,0
57252,2023-01-20 11:11:34.681678,329296088,0,0.08,0.01,0.02,0.25,0,0.007816663,3.144728,-0.9072883,0,48,107327,0,0
57282,2023-01-20 11:11:34.781684,329396090,0,0.08,0.01,0.01,0.28,0,0.007884565,3.144728,-0.9072883,0,48,107327,0,0
57315,2023-01-20 11:11:34.881685,329496072,0,0.08,0.01,0.01,0.25,0,0.00781958,3.144728,-0.9072883,0,48,107327,0,0
57346,2023-01-20 11:11:34.981706,329596072,0,0.08,0.01,0.02,0.26,0,0.007885736,3.144728,-0.9072883,0,48,107327,0,0
57379,2023-01-20 11:11:35.081711,329696074,0,0.11,0.02,0,0.29,0,0.007814961,3.144728,-0.9072883,0,48,107327,0,0
57411,2023-01-20 11:11:35.181709,329796074,0,0.11,0.02,0.01,0.27,0,0.007880099,3.144728,-0.9072883,0,48,107327,0,0
57446,2023-01-20 11:11:35.281704,329896079,0,0.09,0.02,0,0.27,0,0.007811007,3.144728,-0.9072883,0,48,107327,0,0
57477,2023-01-20 11:11:35.381681,329996068,0,0.09,0.02,0,0.21,0,0.007872776,3.144728,-0.9072883,0,48,107327,0,0
57513,2023-01-20 11:11:35.481674,330096073,0,0.13,0.02,0.01,0.2,0,0.00780555,3.144728,-0.9072883,0,48,107327,0,0
57545,2023-01-20 11:11:35.581674,330196085,0,0.13,0.02,0,0.16,0,0.007875032,3.144728,-0.9072883,0,48,107327,0,0
57581,2023-01-20 11:11:35.681683,330296075,0,0.05,0.02,0,0.16,0,0.007813131,3.144728,-0.9072883,0,48,107327,0,0
57611,2023-01-20 11:11:35.781706,330396072,0,0.05,0.02,0,0.05,0,0.007883476,3.144728,-0.9072883,0,48,107327,0,0
57644,2023-01-20 11:11:35.881708,330496072,0,0.07,0.02,0,0.08,0,0.007827014,3.144728,-0.9072883,0,48,107327,0,0
57675,2023-01-20 11:11:35.981705,330596072,0,0.07,0.02,0.01,0.05,0,0.007894389,3.144728,-0.9072883,0,48,107327,0,0
57708,2023-01-20 11:11:36.081717,330696082,0,0.2,0.02,0.01,0.16,0,0.007837286,3.144728,-0.9072883,0,48,107327,0,0
57740,2023-01-20 11:11:36.181712,330796075,0,0.2,0.02,0.01,0.1,0,0.007909604,3.144728,-0.9072883,0,48,107327,0,0
57775,2023-01-20 11:11:36.281704,330896071,0,0.11,0.02,0.03,0.09,0,0.007862654,3.144728,-0.9072883,0,48,107327,0,0
57806,2023-01-20 11:11:36.381702,330996076,0,0.11,0.02,0.05,0.05,0,0.007933815,3.144728,-0.9072883,0,48,107327,0,0
57841,2023-01-20 11:11:36.481682,331096073,0,0.04,0.02,0.05,0.07,0,0.007892423,3.144728,-0.9072883,0,48,107327,0,0
57871,2023-01-20 11:11:36.581660,331196071,0,0.04,0.02,0.06,0.08,0,0.007983427,3.144728,-0.9072883,0,48,107327,0,0
57907,2023-01-20 11:11:36.681669,331296079,0,0.12,0.02,0.05,0.01,0,0.00793003,3.144728,-0.9072883,0,48,107327,0,0
57937,2023-01-20 11:11:36.781667,331396072,0,0.12,0.02,0.06,0.08,0,0.007986311,3.144728,-0.9072883,0,48,107327,0,0
57971,2023-01-20 11:11:36.881684,331496072,0,0.31,0.02,0.04,0.14,0,0.007924714,3.144728,-0.9072883,0,48,107327,0,0
58002,2023-01-20 11:11:36.981707,331596076,0,0.31,0.02,0.05,0.14,0,0.007981849,3.144728,-0.9072883,0,48,107327,0,0
58035,2023-01-20 11:11:37.081709,331696075,0,0.22,0.02,0.05,0.1,0,0.007894152,3.144728,-0.9072883,0,48,107327,0,0
58067,2023-01-20 11:11:37.181712,331796079,0,0.22,0.02,0.04,0.09,0,0.007957681,3.144728,-0.9072883,0,48,107327,0,0
58102,2023-01-20 11:11:37.281692,331896081,0,0.19,0.02,0.04,0.07,0,0.007896906,3.144728,-0.9072883,0,48,107327,0,0
58133,2023-01-20 11:11:37.381663,331996079,0,0.19,0.02,0.02,0.07,0,0.007974955,3.144728,-0.9072883,0,48,107327,0,0
58167,2023-01-20 11:11:37.481658,332096078,0,0.16,0.02,0.01,0.16,0,0.007918041,3.144728,-0.9072883,0,48,107327,0,0
58198,2023-01-20 11:11:37.581670,332196088,0,0.16,0.02,0.01,0.1,0,0.007980055,3.144728,-0.9072883,0,48,107327,0,0
58234,2023-01-20 11:11:37.681675,332296071,0,0.16,0.02,0.02,0.12,0,0.007924885,3.144728,-0.9072883,0,48,107327,0,0
58264,2023-01-20 11:11:37.781703,332396072,0,0.16,0.02,0.02,0.11,0,0.007990469,3.144728,-0.9072883,0,48,107327,0,0
58297,2023-01-20 11:11:37.881717,332496081,0,0.16,0.02,0.02,0.14,0,0.007920901,3.144728,-0.9072883,0,48,107327,0,0
58328,2023-01-20 11:11:37.981714,332596078,0,0.16,0.02,0.01,0.1,0,0.007986477,3.144728,-0.9072883,0,48,107327,0,0
58361,2023-01-20 11:11:38.081707,332696077,0,0.14,0.01,0.01,0.13,0,0.007919579,3.144728,-0.9072883,0,48,107327,0,0
58393,2023-01-20 11:11:38.181706,332796083,0,0.14,0.01,0.02,0.19,0,0.007991157,3.144728,-0.9072883,0,48,107327,0,0
58428,2023-01-20 11:11:38.281688,332896068,0,0.09,0.01,0.03,0.17,0,0.007925913,3.144728,-0.9072883,0,48,107327,0,0
58459,2023-01-20 11:11:38.381690,332996072,0,0.09,0.01,0.01,0.16,0,0.007995985,3.144728,-0.9072883,0,48,107327,0,0
58494,2023-01-20 11:11:38.481689,333096096,0,0.11,0.01,0.02,0.16,0,0.007943017,3.144728,-0.9072883,0,48,107327,0,0
58524,2023-01-20 11:11:38.581644,333196080,0,0.11,0.01,0.02,0.17,0,0.00800644,3.144728,-0.9072883,0,48,107327,0,0
58560,2023-01-20 11:11:38.681665,333296078,0,0.1,0.01,0.02,0.16,0,0.007914216,3.144728,-0.9072883,0,48,107327,0,0
58590,2023-01-20 11:11:38.781702,333396081,0,0.1,0.01,0.01,0.08,0,0.00797132,3.144728,-0.9072883,0,48,107327,0,0
58623,2023-01-20 11:11:38.881699,333496072,0,0.12,0.02,0.02,0.13,0,0.00790094,3.144728,-0.9072883,0,48,107327,0,0
58654,2023-01-20 11:11:38.981695,333596068,0,0.12,0.02,0.03,0.15,0,0.007961563,3.144728,-0.9072883,0,48,107327,0,0
58687,2023-01-20 11:11:39.081714,333696088,0,0.05,0.02,0.03,0.19,0,0.007903752,3.144728,-0.9072883,0,48,107327,0,0
58719,2023-01-20 11:11:39.181698,333796074,0,0.05,0.02,0.03,0.12,0,0.007970219,3.144728,-0.9072883,0,48,107327,0,0
58754,2023-01-20 11:11:39.281668,333896068,0,0.05,0.02,0.03,0.12,0,0.007910239,3.144728,-0.9072883,0,48,107327,0,0
58785,2023-01-20 11:11:39.381650,333996080,0,0.05,0.02,0.03,0.14,0,0.007974087,3.144728,-0.9072883,0,48,107327,0,0
