LineNo,UTC_Approx,TimeUS,I,Alt,Press,Temp,CRt,SMS,Offset,GndTemp,Health
53568,2023-01-20 11:11:23.601882,318196586,0,55.64962,92282.72,30.44,-0.1601744,318196,0,27.36973,1
53602,2023-01-20 11:11:23.701932,318296603,0,55.70198,92282.16,30.43,-0.2419853,318296,0,27.36973,1
53634,2023-01-20 11:11:23.801950,318396588,0,55.55317,92283.72,30.43,-0.1937604,318396,0,27.36973,1
53665,2023-01-20 11:11:23.901933,318496556,0,55.68269,92282.36,30.42,-0.1782608,318496,0,27.36973,1
53698,2023-01-20 11:11:24.001965,318596572,0,55.50357,92284.23,30.43,-0.2187371,318596,0,27.36973,1
53729,2023-01-20 11:11:24.101990,318696554,0,55.58899,92283.36,30.42,-0.2437115,318696,0,27.36973,1
53763,2023-01-20 11:11:24.202043,318796565,0,55.50081,92284.28,30.43,-0.2652419,318796,0,27.36973,1
53796,2023-01-20 11:11:24.301968,318896531,0,55.45672,92284.73,30.43,-0.288496,318896,0,27.36973,1
53829,2023-01-20 11:11:24.401997,318996601,0,55.58899,92283.34,30.43,-0.2755785,318996,0,27.36973,1
53862,2023-01-20 11:11:24.501910,319096540,0,55.352,92285.85,30.44,-0.2032375,319096,0,27.36973,1
53894,2023-01-20 11:11:24.601911,319196566,0,55.33546,92286,30.44,-0.2109885,319196,0,27.36973,1
53928,2023-01-20 11:11:24.701877,319296531,0,55.35751,92285.78,30.44,-0.4426455,319296,0,27.36973,1
53961,2023-01-20 11:11:24.801931,319396584,0,55.30239,92286.37,30.45,-0.5821538,319396,0,27.36973,1
53992,2023-01-20 11:11:24.901891,319496536,0,55.68269,92282.36,30.43,-0.2790189,319496,0,27.36973,1
54025,2023-01-20 11:11:25.001961,319596598,0,55.58348,92283.42,30.44,0.3599716,319596,0,27.36973,1
54056,2023-01-20 11:11:25.101906,319696547,0,55.44845,92284.81,30.44,0.8482551,319696,0,27.36973,1
54090,2023-01-20 11:11:25.201946,319796591,0,55.18941,92287.55,30.43,0.5072284,319796,0,27.36973,1
54123,2023-01-20 11:11:25.301888,319896521,0,54.8725,92290.87,30.42,-0.6587982,319896,0,27.36973,1
54156,2023-01-20 11:11:25.401957,319996580,0,54.85321,92291.09,30.42,-1.768845,319996,0,27.36973,1
54191,2023-01-20 11:11:25.501896,320096575,0,55.07367,92288.75,30.41,-2.003084,320096,0,27.36973,1
54223,2023-01-20 11:11:25.601842,320196575,0,54.93864,92290.17,30.41,-1.195307,320196,0,27.36973,1
54257,2023-01-20 11:11:25.701921,320296603,0,54.8725,92290.88,30.41,-0.1791215,320296,0,27.36973,1
54288,2023-01-20 11:11:25.801962,320396593,0,54.67408,92292.95,30.4,-0.02755523,320396,0,27.36973,1
54319,2023-01-20 11:11:25.901914,320496536,0,54.90557,92290.52,30.39,-0.5279005,320496,0,27.36973,1
54352,2023-01-20 11:11:26.001961,320596576,0,54.72369,92292.44,30.39,-0.6639671,320596,0,27.36973,1
54383,2023-01-20 11:11:26.101902,320696549,0,54.94139,92290.14,30.38,-0.2583539,320696,0,27.36973,1
54417,2023-01-20 11:11:26.201904,320796582,0,55.23901,92287.03,30.37,0.2574885,320796,0,27.36973,1
54450,2023-01-20 11:11:26.301929,320896583,0,55.07091,92288.8,30.37,0.8241415,320896,0,27.36973,1
54483,2023-01-20 11:11:26.401927,320996557,0,55.0406,92289.1,30.37,1.126416,320996,0,27.36973,1
54516,2023-01-20 11:11:26.501891,321096541,0,55.05162,92288.98,30.37,0.6441593,321096,0,27.36973,1
54548,2023-01-20 11:11:26.601890,321196560,0,55.20043,92287.42,30.37,-0.02325176,321196,0,27.36973,1
54583,2023-01-20 11:11:26.701870,321296538,0,55.17012,92287.75,30.37,-0.006891496,321296,0,27.36973,1
54615,2023-01-20 11:11:26.801930,321396596,0,55.32444,92286.13,30.36,0.4004443,321396,0,27.36973,1
54647,2023-01-20 11:11:26.901889,321496531,0,54.91108,92290.47,30.36,0.4900086,321496,0,27.36973,1
54680,2023-01-20 11:11:27.002011,321596629,0,55.15083,92287.95,30.36,0.05253315,321596,0,27.36973,1
54711,2023-01-20 11:11:27.101932,321696558,0,54.88903,92290.7,30.36,-0.5175626,321696,0,27.36973,1
54745,2023-01-20 11:11:27.201959,321796593,0,54.98273,92289.7,30.36,-0.690657,321796,0,27.36973,1
54778,2023-01-20 11:11:27.301903,321896536,0,54.82565,92291.36,30.36,-0.5692339,321896,0,27.36973,1
54811,2023-01-20 11:11:27.401953,321996584,0,54.85045,92291.11,30.37,-0.5175686,321996,0,27.36973,1
54844,2023-01-20 11:11:27.501923,322096566,0,55.13154,92288.14,30.37,-0.4056168,322096,0,27.36973,1
54876,2023-01-20 11:11:27.601951,322196605,0,55.03509,92289.16,30.37,0.06028176,322196,0,27.36973,1
54910,2023-01-20 11:11:27.701899,322296538,0,55.2583,92286.81,30.38,0.6587994,322296,0,27.36973,1
54942,2023-01-20 11:11:27.801951,322396576,0,55.09847,92288.5,30.38,0.865481,322396,0,27.36973,1
54973,2023-01-20 11:11:27.901904,322496521,0,55.14807,92287.99,30.39,0.6088495,322496,0,27.36973,1
55006,2023-01-20 11:11:28.001954,322596565,0,55.18665,92287.56,30.39,0.224762,322596,0,27.36973,1
55037,2023-01-20 11:11:28.101923,322696565,0,55.45672,92284.74,30.39,0.1188362,322696,0,27.36973,1
55071,2023-01-20 11:11:28.201893,322796565,0,55.18114,92287.63,30.38,0.4314471,322796,0,27.36973,1
55104,2023-01-20 11:11:28.301931,322896575,0,55.08194,92288.67,30.39,0.5304861,322896,0,27.36973,1
55137,2023-01-20 11:11:28.401947,322996564,0,55.21146,92287.33,30.39,-0.05597353,322996,0,27.36973,1
55170,2023-01-20 11:11:28.501874,323096523,0,55.0406,92289.11,30.41,-0.5881786,323096,0,27.36973,1
55202,2023-01-20 11:11:28.601880,323196560,0,55.04611,92289.05,30.42,-0.5166995,323196,0,27.36973,1
55236,2023-01-20 11:11:28.701872,323296562,0,55.11225,92288.36,30.44,-0.3410208,323296,0,27.36973,1
55268,2023-01-20 11:11:28.801874,323396572,0,55.22248,92287.19,30.43,-0.2075434,323396,0,27.36973,1
55299,2023-01-20 11:11:28.901910,323496575,0,55.41538,92285.18,30.44,0.2299273,323496,0,27.36973,1
55333,2023-01-20 11:11:29.001931,323596564,0,55.2831,92286.56,30.44,0.7664382,323596,0,27.36973,1
55364,2023-01-20 11:11:29.101900,323696535,0,55.19768,92287.47,30.44,0.818975,323696,0,27.36973,1
55398,2023-01-20 11:11:29.201937,323796574,0,55.28862,92286.52,30.44,0.2772999,323796,0,27.36973,1
55431,2023-01-20 11:11:29.301903,323896545,0,55.3272,92286.09,30.45,-0.1903176,323896,0,27.36973,1
55464,2023-01-20 11:11:29.401914,323996563,0,55.07367,92288.77,30.45,-0.1481199,323996,0,27.36973,1
55498,2023-01-20 11:11:29.501863,324096551,0,55.14256,92288.04,30.47,-0.1446736,324096,0,27.36973,1
55530,2023-01-20 11:11:29.601882,324196607,0,55.23901,92287.02,30.47,-0.4185259,324196,0,27.36973,1
55564,2023-01-20 11:11:29.701843,324296532,0,55.20043,92287.42,30.49,-0.3496349,324296,0,27.36973,1
55596,2023-01-20 11:11:29.801917,324396570,0,55.08469,92288.64,30.49,0.03616571,324396,0,27.36973,1
55627,2023-01-20 11:11:29.901918,324496546,0,55.03509,92289.18,30.5,0.01291156,324496,0,27.36973,1
55660,2023-01-20 11:11:30.001968,324596571,0,54.91108,92290.45,30.5,-0.4262841,324596,0,27.36973,1
55691,2023-01-20 11:11:30.101944,324696565,0,54.85872,92291.02,30.51,-0.7569695,324696,0,27.36973,1
55725,2023-01-20 11:11:30.201997,324796635,0,54.91108,92290.45,30.51,-0.8008873,324796,0,27.36973,1
55758,2023-01-20 11:11:30.301917,324896540,0,54.89454,92290.64,30.51,-0.5881798,324896,0,27.36973,1
55791,2023-01-20 11:11:30.401966,324996575,0,55.0406,92289.1,30.51,-0.1894593,324996,0,27.36973,1
55824,2023-01-20 11:11:30.501958,325096587,0,54.97171,92289.82,30.5,0.1980686,325096,0,27.36973,1
55858,2023-01-20 11:11:30.601921,325196569,0,55.06264,92288.88,30.49,0.3909743,325196,0,27.36973,1
55892,2023-01-20 11:11:30.701907,325296556,0,55.07918,92288.69,30.5,0.3789186,325296,0,27.36973,1
55924,2023-01-20 11:11:30.801764,325396585,0,54.90557,92290.52,30.49,0.2635169,325396,0,27.36973,1
55955,2023-01-20 11:11:30.892863,325496579,0,54.92761,92290.3,30.49,0.0094676,325496,0,27.36973,1
55986,2023-01-20 11:11:30.983943,325596552,0,55.07091,92288.79,30.5,-0.2910793,325596,0,27.36973,1
56019,2023-01-20 11:11:31.082362,325696537,0,55.22523,92287.17,30.5,-0.1472604,325696,0,27.36973,1
56052,2023-01-20 11:11:31.182385,325796557,0,55.29137,92286.48,30.49,0.5123985,325796,0,27.36973,1
56087,2023-01-20 11:11:31.282346,325896534,0,55.40711,92285.27,30.47,1.049769,325896,0,27.36973,1
56118,2023-01-20 11:11:31.382360,325996569,0,55.33271,92286.04,30.47,1.077323,325996,0,27.36973,1
56153,2023-01-20 11:11:31.482308,326096577,0,55.31342,92286.24,30.47,0.7319915,326096,0,27.36973,1
56183,2023-01-20 11:11:31.582270,326196606,0,55.4016,92285.32,30.46,0.2781594,326196,0,27.36973,1
56219,2023-01-20 11:11:31.682263,326296543,0,55.58348,92283.41,30.46,0.1033485,326296,0,27.36973,1
56250,2023-01-20 11:11:31.782350,326396547,0,55.61655,92283.05,30.45,0.4297316,326396,0,27.36973,1
56283,2023-01-20 11:11:31.891289,326496533,0,55.70198,92282.16,30.45,0.8689225,326496,0,27.36973,1
56316,2023-01-20 11:11:32.001800,326596579,0,55.71576,92282.03,30.44,0.9412599,326596,0,27.36973,1
56347,2023-01-20 11:11:32.092769,326696535,0,55.80945,92281.03,30.43,0.7328605,326696,0,27.36973,1
56379,2023-01-20 11:11:32.183887,326796654,0,55.71851,92281.98,30.42,0.5365121,326796,0,27.36973,1
56414,2023-01-20 11:11:32.282184,326896549,0,55.75985,92281.55,30.41,0.3504932,326896,0,27.36973,1
56445,2023-01-20 11:11:32.382219,326996592,0,55.97204,92279.32,30.41,0.1877308,326996,0,27.36973,1
56480,2023-01-20 11:11:32.482179,327096545,0,56.09881,92277.99,30.42,0.3668583,327096,0,27.36973,1
56510,2023-01-20 11:11:32.582253,327196609,0,55.98307,92279.21,30.43,0.8413672,327196,0,27.36973,1
56595,2023-01-20 11:11:32.682235,327296544,0,56.25589,92276.34,30.44,0.9998249,327296,0,27.36973,1
56625,2023-01-20 11:11:32.782390,327396644,0,55.98031,92279.23,30.45,0.7190823,327396,0,27.36973,1
56658,2023-01-20 11:11:32.882297,327496587,0,56.12361,92277.73,30.46,0.3694415,327496,0,27.36973,1
56689,2023-01-20 11:11:32.982262,327596607,0,55.94173,92279.64,30.46,0.0172174,327596,0,27.36973,1
56722,2023-01-20 11:11:33.082178,327696535,0,56.03818,92278.63,30.45,-0.2773011,327696,0,27.36973,1
56754,2023-01-20 11:11:33.182245,327796604,0,55.96929,92279.37,30.44,-0.336715,327796,0,27.36973,1
56790,2023-01-20 11:11:33.282160,327896530,0,55.85906,92280.5,30.43,-0.2712631,327896,0,27.36973,1
56821,2023-01-20 11:11:33.382204,327996587,0,55.75158,92281.66,30.42,-0.3591049,327996,0,27.36973,1
56856,2023-01-20 11:11:33.482174,328096572,0,55.6882,92282.3,30.4,-0.6536282,328096,0,27.36973,1
56886,2023-01-20 11:11:33.582165,328196577,0,55.73505,92281.83,30.39,-0.8422267,328196,0,27.36973,1
56922,2023-01-20 11:11:33.682148,328296540,0,55.73229,92281.84,30.38,-0.6553555,328296,0,27.36973,1
56952,2023-01-20 11:11:33.782236,328396601,0,55.89488,92280.14,30.38,-0.2075481,328396,0,27.36973,1
56985,2023-01-20 11:11:33.882175,328496539,0,55.86732,92280.42,30.37,0.2505982,328496,0,27.36973,1
57016,2023-01-20 11:11:33.982233,328596601,0,55.91417,92279.94,30.37,0.5244565,328596,0,27.36973,1
57049,2023-01-20 11:11:34.082224,328696608,0,55.83977,92280.7,30.37,0.4822612,328696,0,27.36973,1
57081,2023-01-20 11:11:34.182248,328796651,0,55.75985,92281.55,30.39,0.1722372,328796,0,27.36973,1
57116,2023-01-20 11:11:34.282151,328896547,0,55.78189,92281.31,30.38,-0.1963484,328896,0,27.36973,1
57147,2023-01-20 11:11:34.382213,328996597,0,55.74607,92281.69,30.37,-0.3944218,328996,0,27.36973,1
57182,2023-01-20 11:11:34.482143,329096538,0,55.82874,92280.84,30.35,-0.3126108,329096,0,27.36973,1
57212,2023-01-20 11:11:34.582190,329196601,0,55.82874,92280.84,30.35,-0.06200672,329196,0,27.36973,1
57248,2023-01-20 11:11:34.682155,329296565,0,55.72678,92281.91,30.35,0.1240087,329296,0,27.36973,1
57278,2023-01-20 11:11:34.782249,329396655,0,55.70473,92282.13,30.36,0.0430584,329396,0,27.36973,1
57311,2023-01-20 11:11:34.882146,329496533,0,55.8315,92280.8,30.37,-0.1954853,329496,0,27.36973,1
57342,2023-01-20 11:11:34.982154,329596520,0,55.55868,92283.66,30.39,-0.2488744,329596,0,27.36973,1
57375,2023-01-20 11:11:35.082181,329696544,0,55.39333,92285.41,30.39,-0.3100157,329696,0,27.36973,1
57407,2023-01-20 11:11:35.182184,329796549,0,55.58899,92283.35,30.39,-0.7199383,329796,0,27.36973,1
57442,2023-01-20 11:11:35.282157,329896532,0,55.58624,92283.38,30.39,-0.8732331,329896,0,27.36973,1
57473,2023-01-20 11:11:35.382146,329996533,0,55.63308,92282.88,30.39,-0.2816069,329996,0,27.36973,1
57509,2023-01-20 11:11:35.482191,330096590,0,55.55317,92283.72,30.37,0.3074384,330096,0,27.36973,1
57541,2023-01-20 11:11:35.582126,330196537,0,55.46498,92284.66,30.37,0.2394056,330196,0,27.36973,1
57577,2023-01-20 11:11:35.682150,330296542,0,55.53663,92283.89,30.38,-0.1619005,330296,0,27.36973,1
57607,2023-01-20 11:11:35.782167,330396533,0,55.4953,92284.33,30.4,-0.3539419,330396,0,27.36973,1
57640,2023-01-20 11:11:35.882157,330496521,0,55.30515,92286.34,30.42,-0.2859128,330496,0,27.36973,1
57671,2023-01-20 11:11:35.982162,330596529,0,55.23626,92287.05,30.44,-0.386672,330596,0,27.36973,1
57704,2023-01-20 11:11:36.082234,330696600,0,55.23626,92287.05,30.46,-0.74664,330696,0,27.36973,1
57736,2023-01-20 11:11:36.182199,330796562,0,55.01855,92289.35,30.48,-0.9197319,330796,0,27.36973,1
57771,2023-01-20 11:11:36.282173,330896540,0,54.88076,92290.78,30.49,-0.9085321,330896,0,27.36973,1
57802,2023-01-20 11:11:36.382169,330996543,0,54.82841,92291.34,30.5,-1.079042,330996,0,27.36973,1
57837,2023-01-20 11:11:36.482152,331096543,0,54.74298,92292.25,30.5,-1.240945,331096,0,27.36973,1
57867,2023-01-20 11:11:36.582129,331196540,0,54.80912,92291.55,30.52,-1.047184,331196,0,27.36973,1
57903,2023-01-20 11:11:36.682154,331296565,0,54.65755,92293.14,30.52,-0.6579351,331296,0,27.36973,1
57933,2023-01-20 11:11:36.782173,331396578,0,54.85321,92291.06,30.53,-0.3608298,331396,0,27.36973,1
57967,2023-01-20 11:11:36.882161,331496549,0,54.69613,92292.72,30.54,-0.1601779,331496,0,27.36973,1
57998,2023-01-20 11:11:36.982176,331596544,0,54.68786,92292.81,30.54,-0.0335896,331596,0,27.36973,1
58031,2023-01-20 11:11:37.082183,331696549,0,54.73746,92292.28,30.56,-0.09301185,331696,0,27.36973,1
58063,2023-01-20 11:11:37.182178,331796545,0,54.81187,92291.5,30.56,-0.1575971,331796,0,27.36973,1
58098,2023-01-20 11:11:37.282140,331896529,0,54.91935,92290.39,30.57,0.09472847,331896,0,27.36973,1
58129,2023-01-20 11:11:37.382159,331996575,0,55.03509,92289.17,30.57,0.5296218,331996,0,27.36973,1
58163,2023-01-20 11:11:37.482124,332096544,0,55.03509,92289.16,30.57,0.8241451,332096,0,27.36973,1
58194,2023-01-20 11:11:37.582118,332196536,0,55.01028,92289.44,30.57,0.8215618,332196,0,27.36973,1
58230,2023-01-20 11:11:37.682132,332296528,0,54.99375,92289.59,30.57,0.5089533,332296,0,27.36973,1
58260,2023-01-20 11:11:37.782169,332396538,0,54.92761,92290.3,30.57,0.09042144,332396,0,27.36973,1
58293,2023-01-20 11:11:37.882165,332496529,0,55.08745,92288.63,30.57,-0.1463997,332496,0,27.36973,1
58324,2023-01-20 11:11:37.982171,332596535,0,55.0654,92288.84,30.57,-0.05425215,332596,0,27.36973,1
58357,2023-01-20 11:11:38.082251,332696621,0,55.00202,92289.52,30.57,0.2049601,332696,0,27.36973,1
58389,2023-01-20 11:11:38.182201,332796578,0,54.92486,92290.33,30.58,0.1989293,332796,0,27.36973,1
58424,2023-01-20 11:11:38.282154,332896534,0,55.15358,92287.92,30.58,-0.08697987,332896,0,27.36973,1
58455,2023-01-20 11:11:38.382164,332996547,0,55.01028,92289.41,30.59,-0.1110911,332996,0,27.36973,1
58490,2023-01-20 11:11:38.482175,333096582,0,55.04611,92289.06,30.59,0.1550102,333096,0,27.36973,1
58520,2023-01-20 11:11:38.582111,333196547,0,55.04611,92289.06,30.61,0.182569,333196,0,27.36973,1
58556,2023-01-20 11:11:38.682201,333296614,0,55.11225,92288.37,30.6,0.01809,333296,0,27.36973,1
58586,2023-01-20 11:11:38.782183,333396562,0,55.03233,92289.19,30.59,0.03789663,333396,0,27.36973,1
58619,2023-01-20 11:11:38.882168,333496541,0,54.98549,92289.69,30.6,0.07836698,333496,0,27.36973,1
58650,2023-01-20 11:11:38.982180,333596553,0,55.00477,92289.48,30.61,-0.09903549,333596,0,27.36973,1
58683,2023-01-20 11:11:39.082202,333696576,0,54.99651,92289.56,30.61,-0.2652431,333696,0,27.36973,1
58715,2023-01-20 11:11:39.182179,333796555,0,55.00202,92289.52,30.6,-0.2015209,333796,0,27.36973,1
58750,2023-01-20 11:11:39.282158,333896558,0,55.01855,92289.33,30.6,-0.04995346,333896,0,27.36973,1
58781,2023-01-20 11:11:39.382176,333996606,0,54.97446,92289.8,30.6,0.01894832,333996,0,27.36973,1
58817,2023-01-20 11:11:39.482138,334096566,0,55.21972,92287.23,30.61,0.06976127,334096,0,27.36973,1
58847,2023-01-20 11:11:39.582138,334196558,0,54.93037,92290.27,30.61,0.2127123,334196,0,27.36973,1
58883,2023-01-20 11:11:39.682165,334296570,0,54.92486,92290.33,30.62,0.2023756,334296,0,27.36973,1
58914,2023-01-20 11:11:39.782175,334396563,0,55.0654,92288.86,30.62,-0.1662052,334396,0,27.36973,1
58947,2023-01-20 11:11:39.882149,334496548,0,55.26657,92286.73,30.64,-0.2695477,334496,0,27.36973,1
58978,2023-01-20 11:11:39.982158,334596575,0,54.99926,92289.54,30.64,0.2772939,334596,0,27.36973,1
59011,2023-01-20 11:11:40.082172,334696567,0,55.10123,92288.48,30.65,0.5830133,334696,0,27.36973,1
59043,2023-01-20 11:11:40.182189,334796553,0,55.10949,92288.39,30.66,0.1731002,334796,0,27.36973,1
59078,2023-01-20 11:11:40.274791,334896536,0,55.02682,92289.25,30.66,-0.1713693,334896,0,27.36973,1
59109,2023-01-20 11:11:40.365815,334996550,0,54.97446,92289.8,30.66,-0.1558721,334996,0,27.36973,1
59144,2023-01-20 11:11:40.462402,335096539,0,54.82565,92291.36,30.66,-0.2850509,335096,0,27.36973,1
59176,2023-01-20 11:11:40.562349,335196528,0,54.77605,92291.89,30.67,-0.6252158,335196,0,27.36973,1
59212,2023-01-20 11:11:40.662435,335296623,0,54.91108,92290.48,30.68,-0.7905602,335296,0,27.36973,1
59242,2023-01-20 11:11:40.762388,335396564,0,55.01028,92289.42,30.68,-0.4857016,335396,0,27.36973,1
59275,2023-01-20 11:11:40.862357,335496544,0,54.8973,92290.6,30.68,0.1377892,335496,0,27.36973,1
59306,2023-01-20 11:11:40.962343,335596556,0,54.66031,92293.11,30.69,0.3573871,335596,0,27.36973,1
59339,2023-01-20 11:11:41.062350,335696575,0,54.68235,92292.88,30.69,-0.2109873,335696,0,27.36973,1
59371,2023-01-20 11:11:41.162333,335796562,0,54.93588,92290.2,30.7,-0.7828069,335796,0,27.36973,1
59406,2023-01-20 11:11:41.262358,335896626,0,54.89454,92290.65,30.71,-0.4340351,335896,0,27.36973,1
59437,2023-01-20 11:11:41.362238,335996565,0,54.5363,92294.41,30.71,0.2790153,335996,0,27.36973,1
59472,2023-01-20 11:11:41.462188,336096550,0,54.33788,92296.48,30.72,0.001722583,336096,0,27.36973,1
59502,2023-01-20 11:11:41.562165,336196546,0,54.50323,92294.77,30.73,-1.104017,336196,0,27.36973,1
59537,2023-01-20 11:11:41.662188,336296562,0,54.4922,92294.87,30.74,-1.470016,336296,0,27.36973,1
59567,2023-01-20 11:11:41.762182,336396531,0,54.33788,92296.48,30.75,-0.7414699,336396,0,27.36973,1
59600,2023-01-20 11:11:41.862190,336496536,0,54.36544,92296.2,30.75,-0.1722372,336496,0,27.36973,1
59632,2023-01-20 11:11:41.962230,336596586,0,54.39024,92295.93,30.76,-0.2695453,336596,0,27.36973,1
59665,2023-01-20 11:11:42.062181,336696546,0,54.23867,92297.53,30.78,-0.3702986,336696,0,27.36973,1
59698,2023-01-20 11:11:42.162169,336796543,0,54.1312,92298.66,30.77,-0.3513551,336796,0,27.36973,1
59733,2023-01-20 11:11:42.269069,336896536,0,54.07884,92299.2,30.79,-0.5855978,336896,0,27.36973,1
59763,2023-01-20 11:11:42.380187,336996535,0,54.11742,92298.81,30.79,-0.8318925,336996,0,27.36973,1
59798,2023-01-20 11:11:42.474698,337096558,0,54.2001,92297.95,30.8,-0.642432,337096,0,27.36973,1
59830,2023-01-20 11:11:42.565608,337196588,0,54.2001,92297.94,30.79,-0.1291728,337196,0,27.36973,1
59866,2023-01-20 11:11:42.662116,337296547,0,54.25797,92297.34,30.8,0.2816046,337296,0,27.36973,1
59896,2023-01-20 11:11:42.762101,337396534,0,54.26623,92297.25,30.8,0.3952753,337396,0,27.36973,1
59929,2023-01-20 11:11:42.862125,337496541,0,54.26072,92297.3,30.8,0.3332675,337496,0,27.36973,1
59959,2023-01-20 11:11:42.962146,337596533,0,54.29103,92296.97,30.78,0.2333736,337596,0,27.36973,1
59992,2023-01-20 11:11:43.062171,337696548,0,53.98515,92300.19,30.77,0.05081058,337696,0,27.36973,1
60024,2023-01-20 11:11:43.162171,337796550,0,53.94657,92300.59,30.77,-0.3814971,337796,0,27.36973,1
60059,2023-01-20 11:11:43.262183,337896577,0,54.00168,92300.01,30.77,-0.9102583,337896,0,27.36973,1
60090,2023-01-20 11:11:43.362134,337996550,0,54.03751,92299.65,30.75,-0.9335077,337996,0,27.36973,1
60125,2023-01-20 11:11:43.462122,338096546,0,54.07609,92299.23,30.76,-0.3487706,338096,0,27.36973,1
60155,2023-01-20 11:11:43.562110,338196534,0,54.22765,92297.66,30.75,0.2359628,338196,0,27.36973,1
60193,2023-01-20 11:11:43.662142,338296554,0,54.21112,92297.83,30.74,0.5382323,338296,0,27.36973,1
60223,2023-01-20 11:11:43.762161,338396553,0,54.45638,92295.25,30.72,0.7182145,338396,0,27.36973,1
60256,2023-01-20 11:11:43.862208,338496590,0,54.54732,92294.28,30.71,0.9050858,338496,0,27.36973,1
60286,2023-01-20 11:11:43.962189,338596567,0,54.6107,92293.61,30.7,1.125549,338596,0,27.36973,1
60319,2023-01-20 11:11:44.062176,338696555,0,54.57763,92293.98,30.7,1.160864,338696,0,27.36973,1
60351,2023-01-20 11:11:44.162169,338796552,0,54.66582,92293.05,30.69,0.836202,338796,0,27.36973,1
60386,2023-01-20 11:11:44.262172,338896554,0,54.53078,92294.45,30.67,0.409056,338896,0,27.36973,1
60417,2023-01-20 11:11:44.362171,338996549,0,54.69337,92292.76,30.67,0.1395071,338996,0,27.36973,1
60452,2023-01-20 11:11:44.462162,339096555,0,54.77053,92291.94,30.66,0.09989382,339096,0,27.36973,1
60482,2023-01-20 11:11:44.562188,339196606,0,54.81463,92291.49,30.66,0.3479123,339196,0,27.36973,1
60517,2023-01-20 11:11:44.662140,339296554,0,54.59968,92293.74,30.65,0.5675125,339296,0,27.36973,1
60547,2023-01-20 11:11:44.762143,339396535,0,54.73196,92292.34,30.66,0.2962446,339396,0,27.36973,1
60580,2023-01-20 11:11:44.862172,339496549,0,54.7788,92291.88,30.65,-0.1412308,339496,0,27.36973,1
60610,2023-01-20 11:11:44.962171,339596539,0,54.84219,92291.2,30.65,-0.07233857,339596,0,27.36973,1
60643,2023-01-20 11:11:45.062164,339696536,0,54.89454,92290.66,30.64,0.3530788,339696,0,27.36973,1
60675,2023-01-20 11:11:45.162218,339796603,0,54.94139,92290.14,30.63,0.5804276,339796,0,27.36973,1
60710,2023-01-20 11:11:45.262137,339896541,0,54.81463,92291.47,30.63,0.5098117,339896,0,27.36973,1
60741,2023-01-20 11:11:45.362113,339996539,0,54.96068,92289.94,30.62,0.2712691,339996,0,27.36973,1
60776,2023-01-20 11:11:45.462118,340096551,0,55.0158,92289.36,30.62,0.09731532,340096,0,27.36973,1
60808,2023-01-20 11:11:45.562105,340196536,0,55.22799,92287.14,30.61,0.302273,340196,0,27.36973,1
60843,2023-01-20 11:11:45.662147,340296561,0,55.12327,92288.23,30.61,0.7440508,340296,0,27.36973,1
60873,2023-01-20 11:11:45.762153,340396541,0,55.34649,92285.89,30.59,0.9300649,340396,0,27.36973,1
60906,2023-01-20 11:11:45.862181,340496574,0,55.37955,92285.54,30.57,0.8267283,340496,0,27.36973,1
60936,2023-01-20 11:11:45.962117,340596534,0,55.34924,92285.86,30.56,0.7612789,340596,0,27.36973,1
60969,2023-01-20 11:11:46.062137,340696543,0,55.56144,92283.63,30.55,0.7225215,340696,0,27.36973,1
61001,2023-01-20 11:11:46.162162,340796537,0,55.54766,92283.8,30.56,0.6519044,340796,0,27.36973,1
61036,2023-01-20 11:11:46.262170,340896539,0,55.50632,92284.22,30.55,0.6553518,340896,0,27.36973,1
61067,2023-01-20 11:11:46.362192,340996572,0,55.70198,92282.16,30.55,0.5795705,340996,0,27.36973,1
61102,2023-01-20 11:11:46.462200,341096597,0,55.86732,92280.42,30.53,0.5072331,341096,0,27.36973,1
61132,2023-01-20 11:11:46.562115,341196534,0,55.83977,92280.72,30.53,0.7767808,341196,0,27.36973,1
61167,2023-01-20 11:11:46.662158,341296572,0,55.87008,92280.41,30.51,1.025658,341296,0,27.36973,1
61197,2023-01-20 11:11:46.762150,341396541,0,55.60553,92283.18,30.53,0.6880737,341396,0,27.36973,1
61230,2023-01-20 11:11:46.862176,341496561,0,55.68269,92282.36,30.52,-0.06114961,341496,0,27.36973,1
61260,2023-01-20 11:11:46.962172,341596559,0,55.81772,92280.94,30.53,-0.5606282,341596,0,27.36973,1
61294,2023-01-20 11:11:47.062178,341696566,0,56.05471,92278.45,30.51,-0.2617979,341696,0,27.36973,1
61326,2023-01-20 11:11:47.162229,341796616,0,56.18699,92277.06,30.51,0.6708527,341796,0,27.36973,1
61363,2023-01-20 11:11:47.262174,341896559,0,56.42398,92274.59,30.49,1.481217,341896,0,27.36973,1
61395,2023-01-20 11:11:47.362189,341996571,0,56.60035,92272.73,30.49,1.814493,341996,0,27.36973,1
61430,2023-01-20 11:11:47.462147,342096534,0,56.58382,92272.91,30.46,1.836882,342096,0,27.36973,1
61460,2023-01-20 11:11:47.562130,342196527,0,56.76294,92271.02,30.45,1.602641,342196,0,27.36973,1
61495,2023-01-20 11:11:47.662141,342296536,0,56.99443,92268.59,30.44,1.263342,342296,0,27.36973,1
61525,2023-01-20 11:11:47.762196,342396581,0,56.90348,92269.54,30.43,1.191003,342396,0,27.36973,1
