LineNo,UTC_Approx,TimeUS,TPD,PD,DVD,TVD,VD,DAD,TAD,AD
19002,2023-01-20 11:09:38.922870,213297232,-35.08519,-35.26652,-0.9016787,-0.7203506,-0.771948,0,0.3611659,0.1122847
19034,2023-01-20 11:09:39.022880,213397234,-35.17538,-35.35884,-0.9016787,-0.7182119,-0.7824879,0,0.3291122,0.2780027
19065,2023-01-20 11:09:39.122849,213497208,-35.26556,-35.44646,-0.9016787,-0.7207852,-0.7390742,0,0.2194418,0.2276392
19099,2023-01-20 11:09:39.222831,213597198,-35.35575,-35.52979,-0.9016787,-0.7276382,-0.7643874,0,0.05904048,-0.02934456
19133,2023-01-20 11:09:39.322844,213697235,-35.44594,-35.61084,-0.9016787,-0.7367837,-0.7460001,0,0.06271126,-0.1801052
19165,2023-01-20 11:09:39.422811,213797220,-35.53613,-35.6948,-0.9016787,-0.7430093,-0.738261,0,0.05788537,0.007526398
19196,2023-01-20 11:09:39.522809,213897214,-35.62631,-35.78097,-0.9016787,-0.7470254,-0.7925603,0,0.0657243,-0.188158
19229,2023-01-20 11:09:39.622836,213997235,-35.7165,-35.86931,-0.9016787,-0.7488711,-0.7677659,0,0.1391736,-0.04823303
19264,2023-01-20 11:09:39.722810,214097197,-35.80669,-35.95978,-0.9016787,-0.7485855,-0.7976214,0,0.1657121,0.02301693
19300,2023-01-20 11:09:39.822852,214197226,-35.89687,-36.05294,-0.9016787,-0.7456143,-0.7952221,0,0.2196224,-0.05195045
19332,2023-01-20 11:09:39.922883,214297246,-35.98706,-36.14398,-0.9016787,-0.7447647,-0.7530227,0,0.1421566,-0.05928707
19364,2023-01-20 11:09:40.022866,214397221,-36.07725,-36.23613,-0.9016787,-0.7428042,-0.7912642,0,0.2194704,-0.02898407
19395,2023-01-20 11:09:40.122893,214497252,-36.16743,-36.32793,-0.9016787,-0.7411856,-0.7806146,0,0.1861126,0.3174267
19429,2023-01-20 11:09:40.222852,214597214,-36.25763,-36.41672,-0.9016787,-0.7425845,-0.7841337,0,0.18842,-0.1279144
19463,2023-01-20 11:09:40.322972,214697337,-36.34781,-36.50802,-0.9016787,-0.7414737,-0.8017865,0,0.2712992,-0.1412973
