FrameIndex,VideoTimeSec,Status,SearchMode,Latitude,Longitude,MapCenterXPx,MapCenterYPx,Score,TileId,MatchCount,InlierCount,InlierRatio,MeanMatchConfidence,ReprojectionErrorPx
26828,447.133,localized,track_local,39.80391482,32.38216047,1134.61,780.66,96.7184,tile_512px_0016,43,41,0.9535,0.7543,1.2386
26836,447.267,localized,track_local,39.80391761,32.38215924,1134.41,780.06,98.3034,tile_512px_0016,46,43,0.9348,0.6930,1.5598
26846,447.433,localized,track_local,39.80392988,32.38217316,1136.74,777.44,98.9583,tile_512px_0016,43,42,0.9767,0.7541,1.1795
26854,447.567,localized,track_local,39.80393058,32.38218346,1138.45,777.30,88.8072,tile_512px_0015,35,35,1.0000,0.7183,1.1672
26863,447.717,localized,track_local,39.80393142,32.38219732,1140.75,777.13,71.8617,tile_512px_0015,35,28,0.8000,0.6809,1.2626
26870,447.833,localized,track_local,39.80393000,32.38220188,1141.51,777.44,82.9323,tile_512px_0015,37,34,0.9189,0.5784,1.8917
26878,447.967,localized,track_local,39.80393810,32.38220843,1142.61,775.71,79.7769,tile_512px_0016,31,30,0.9677,0.6890,1.5265
26888,448.133,localized,track_local,39.80394167,32.38221319,1143.40,774.95,86.1386,tile_512px_0016,38,35,0.9211,0.6874,1.1562
26902,448.367,localized,track_local,39.80395534,32.38222453,1145.30,772.02,89.4687,tile_512px_0016,46,39,0.8478,0.6559,1.3665
26916,448.6,localized,telemetry_prior,39.80395646,32.38223021,1146.25,771.78,82.3992,tile_512px_0015,36,33,0.9167,0.6577,1.5704
26925,448.75,localized,track_local,39.80395172,32.38222040,1144.61,772.79,86.5293,tile_512px_0016,37,35,0.9459,0.6752,1.4683
26936,448.933,localized,track_local,39.80397297,32.38223241,1146.64,768.23,86.7910,tile_512px_0015,40,36,0.9000,0.6852,1.4144
26946,449.1,localized,track_local,39.80397451,32.38223441,1146.97,767.90,91.3992,tile_512px_0016,46,40,0.8696,0.6703,1.8543
26958,449.3,localized,track_local,39.80398189,32.38226583,1152.20,766.35,80.7643,tile_512px_0016,50,36,0.7200,0.6242,1.4374
26970,449.5,localized,track_local,39.80401229,32.38226591,1152.26,759.81,80.0384,tile_512px_0015,43,34,0.7907,0.6481,1.5514
26983,449.717,localized,track_local,39.80402358,32.38227395,1153.61,757.39,87.1910,tile_512px_0016,37,35,0.9459,0.7265,1.2698
26991,449.85,localized,track_local,39.80403305,32.38227824,1154.34,755.35,83.5982,tile_512px_0015,36,33,0.9167,0.7419,1.0941
27000,450.0,localized,telemetry_prior,39.80404785,32.38226586,1152.30,752.15,93.0534,tile_512px_0010,45,41,0.9111,0.5661,1.9217
27012,450.2,localized,telemetry_prior,39.80405373,32.38227135,1153.22,750.90,109.0118,tile_512px_0010,53,50,0.9434,0.6716,1.3420
27020,450.333,localized,track_local,39.80405702,32.38227156,1153.26,750.19,94.0467,tile_512px_0016,43,40,0.9302,0.7245,1.4737
27028,450.467,localized,track_local,39.80408222,32.38227295,1153.53,744.77,94.8613,tile_512px_0016,50,43,0.8600,0.6226,2.2199
27036,450.6,localized,telemetry_prior,39.80407497,32.38226470,1152.15,746.32,109.2561,tile_512px_0010,52,50,0.9615,0.6653,1.6575
27045,450.75,localized,track_local,39.80407456,32.38226472,1152.15,746.40,98.9708,tile_512px_0015,48,44,0.9167,0.6762,1.7221
27054,450.9,localized,track_local,39.80408129,32.38226742,1152.61,744.96,102.1200,tile_512px_0015,50,46,0.9200,0.6681,1.5476
27064,451.067,localized,track_local,39.80409608,32.38227473,1153.85,741.79,111.1737,tile_512px_0015,55,52,0.9455,0.6279,1.9588
27073,451.217,localized,track_local,39.80409442,32.38227389,1153.70,742.14,92.6026,tile_512px_0016,50,42,0.8400,0.5701,1.7307
27084,451.4,localized,telemetry_prior,39.80410486,32.38228871,1156.18,739.91,123.4982,tile_512px_0010,62,59,0.9516,0.7477,1.3698
27094,451.567,localized,track_local,39.80411632,32.38229336,1156.97,737.45,92.0089,tile_512px_0015,44,40,0.9091,0.6005,1.6915
27103,451.717,localized,track_local,39.80414219,32.38230320,1158.64,731.89,80.6650,tile_512px_0016,45,35,0.7778,0.6174,1.7903
27113,451.883,localized,track_local,39.80413460,32.38231301,1160.26,733.54,89.3689,tile_512px_0015,43,38,0.8837,0.7151,1.7250
27125,452.083,localized,track_local,39.80413667,32.38231848,1161.17,733.10,104.1152,tile_512px_0016,51,47,0.9216,0.7103,1.5127
27135,452.25,localized,track_local,39.80414550,32.38233439,1163.82,731.22,108.9330,tile_512px_0015,57,51,0.8947,0.6833,1.6559
27146,452.433,localized,track_local,39.80415135,32.38234270,1165.21,729.97,108.9337,tile_512px_0016,54,50,0.9259,0.7232,1.4350
27156,452.6,localized,telemetry_prior,39.80416820,32.38235090,1166.60,726.35,131.0359,tile_512px_0010,70,65,0.9286,0.6705,1.3689
27167,452.783,localized,track_local,39.80417792,32.38235388,1167.11,724.26,102.7473,tile_512px_0016,54,47,0.8704,0.7135,1.3324
27179,452.983,localized,track_local,39.80419653,32.38236631,1169.20,720.27,99.9736,tile_512px_0015,47,44,0.9362,0.6712,1.0986
27189,453.15,localized,track_local,39.80419985,32.38237328,1170.36,719.56,105.6538,tile_512px_0015,53,48,0.9057,0.7431,1.2629
27199,453.317,localized,track_local,39.80421371,32.38239483,1173.96,716.61,104.3060,tile_512px_0015,55,48,0.8727,0.7202,1.4376
27209,453.483,localized,track_local,39.80422784,32.38238707,1172.69,713.56,106.7704,tile_512px_0016,50,48,0.9600,0.6835,1.1531
27219,453.65,localized,track_local,39.80423590,32.38240100,1175.01,711.84,112.5208,tile_512px_0015,57,53,0.9298,0.6160,1.3785
27227,453.783,localized,track_local,39.80424632,32.38240690,1176.01,709.60,101.4149,tile_512px_0015,55,47,0.8545,0.6364,1.4479
27237,453.95,localized,track_local,39.80425463,32.38240654,1175.96,707.81,102.7906,tile_512px_0016,54,47,0.8704,0.7167,1.3171
27245,454.083,localized,track_local,39.80425646,32.38240991,1176.52,707.42,106.9155,tile_512px_0016,50,48,0.9600,0.7101,1.3138
27254,454.233,localized,track_local,39.80426843,32.38241402,1177.23,704.85,108.8075,tile_512px_0016,54,50,0.9259,0.7156,1.5019
27263,454.383,localized,track_local,39.80427627,32.38242759,1179.49,703.18,107.0852,tile_512px_0016,51,48,0.9412,0.7787,1.2493
27271,454.517,localized,track_local,39.80428885,32.38243506,1180.75,700.48,108.6948,tile_512px_0016,51,49,0.9608,0.7422,1.4008
27279,454.65,localized,track_local,39.80429146,32.38244036,1181.63,699.92,93.7205,tile_512px_0016,46,41,0.8913,0.6490,1.3455
27288,454.8,localized,telemetry_prior,39.80430797,32.38244288,1182.07,696.37,113.3902,tile_512px_0011,55,53,0.9636,0.6198,1.6230
27301,455.017,localized,track_local,39.80430644,32.38246634,1185.97,696.73,88.5866,tile_512px_0016,49,39,0.7959,0.7128,1.2254
27314,455.233,localized,track_local,39.80431320,32.38247266,1187.02,695.28,99.6159,tile_512px_0015,48,44,0.9167,0.7078,1.2833
27323,455.383,localized,track_local,39.80431416,32.38248454,1189.00,695.09,95.5980,tile_512px_0015,43,41,0.9535,0.6404,1.2140
27332,455.533,localized,track_local,39.80432713,32.38249091,1190.08,692.31,89.5683,tile_512px_0015,45,39,0.8667,0.6112,1.3916
27341,455.683,localized,track_local,39.80433279,32.38248425,1188.98,691.08,95.6784,tile_512px_0016,44,41,0.9318,0.7270,1.3953
27350,455.833,localized,track_local,39.80437110,32.38253728,1197.84,682.90,88.0477,tile_512px_0016,47,39,0.8298,0.6253,2.1321
27360,456.0,localized,telemetry_prior,39.80436740,32.38249530,1190.86,683.64,111.8750,tile_512px_0011,53,52,0.9811,0.5602,1.5484
27371,456.183,localized,track_local,39.80438103,32.38250122,1191.87,680.72,96.0222,tile_512px_0016,43,41,0.9535,0.7063,1.5275
27380,456.333,localized,track_local,39.80439007,32.38250666,1192.78,678.78,91.2939,tile_512px_0016,40,38,0.9500,0.6903,1.4793
27388,456.467,localized,track_local,39.80439701,32.38251238,1193.74,677.29,97.4717,tile_512px_0016,42,41,0.9762,0.7836,1.5336
27397,456.617,localized,track_local,39.80440746,32.38251779,1194.66,675.05,100.2564,tile_512px_0010,48,45,0.9375,0.5962,1.7746
27406,456.767,localized,track_local,39.80441516,32.38252902,1196.53,673.40,103.8196,tile_512px_0010,52,48,0.9231,0.5587,1.9457
27415,456.917,localized,track_local,39.80441795,32.38253244,1197.10,672.81,84.3497,tile_512px_0016,38,34,0.8947,0.7674,1.5557
27423,457.05,localized,track_local,39.80442610,32.38254316,1198.89,671.07,99.4067,tile_512px_0010,50,45,0.9000,0.6024,1.4898
27432,457.2,localized,telemetry_prior,39.80443178,32.38254918,1199.90,669.85,99.6452,tile_512px_0011,48,45,0.9375,0.5433,1.8840
27441,457.35,localized,track_local,39.80444257,32.38255941,1201.62,667.54,102.9464,tile_512px_0010,47,46,0.9787,0.5922,1.7830
27451,457.517,localized,track_local,39.80444669,32.38256471,1202.50,666.66,90.9813,tile_512px_0016,43,39,0.9070,0.6685,1.8836
27462,457.7,localized,track_local,39.80445580,32.38257349,1203.97,664.71,99.7299,tile_512px_0010,49,45,0.9184,0.6014,1.7798
27471,457.85,localized,track_local,39.80447242,32.38257955,1205.00,661.14,99.4780,tile_512px_0010,46,44,0.9565,0.6245,1.9507
27481,458.017,localized,track_local,39.80447482,32.38257849,1204.83,660.62,97.9930,tile_512px_0010,46,43,0.9348,0.6786,1.7825
27491,458.183,localized,track_local,39.80449074,32.38257733,1204.66,657.19,109.2878,tile_512px_0010,49,49,1.0000,0.7041,1.6712
27500,458.333,localized,track_local,39.80449946,32.38260052,1208.53,655.34,91.2819,tile_512px_0010,47,40,0.8511,0.7113,1.8169
27508,458.467,localized,track_local,39.80449969,32.38261133,1210.32,655.31,95.0817,tile_512px_0010,44,41,0.9318,0.6817,1.5870
27521,458.683,localized,track_local,39.80451466,32.38261668,1211.23,652.09,80.4484,tile_512px_0010,35,32,0.9143,0.6278,1.6777
27531,458.85,localized,track_local,39.80453055,32.38262686,1212.94,648.68,78.1873,tile_512px_0010,45,34,0.7556,0.5875,1.8060
27540,459.0,localized,telemetry_prior,39.80453798,32.38265109,1216.98,647.11,51.6976,tile_512px_0011,16,14,0.8750,0.4945,0.6638
27548,459.133,localized,track_local,39.80474268,32.38308803,1289.81,603.55,23.0430,tile_512px_0010,20,7,0.3500,0.2871,1.1038
27560,459.333,localized,track_local,39.80457711,32.38265974,1218.47,638.70,43.4870,tile_512px_0016,16,11,0.6875,0.6785,0.5646
27565,459.417,localized,track_local,39.80456687,32.38265893,1218.32,640.90,60.2785,tile_512px_0010,20,18,0.9000,0.7114,1.1142
27572,459.533,localized,track_local,39.80467659,32.38257186,1204.03,617.19,45.0473,tile_512px_0017,10,9,0.9000,0.5409,1.1487
27578,459.633,localized,track_local,39.80467441,32.38266342,1219.23,617.76,41.5851,tile_512px_0016,16,11,0.6875,0.5434,1.2981
27584,459.733,localized,track_local,39.80462176,32.38269751,1224.81,629.13,50.3049,tile_512px_0016,12,11,0.9167,0.6724,0.5589
27590,459.833,localized,track_local,39.80464948,32.38277692,1238.03,623.26,45.6992,tile_512px_0010,17,12,0.7059,0.7184,0.8812
27596,459.933,localized,track_local,39.80460123,32.38269920,1225.06,633.55,50.5094,tile_512px_0016,12,11,0.9167,0.6768,0.3448
27602,460.033,localized,track_local,39.80464223,32.38270423,1225.95,624.74,45.6906,tile_512px_0016,22,14,0.6364,0.6522,1.2293
27608,460.133,localized,track_local,39.80462421,32.38270024,1225.26,628.61,47.0412,tile_512px_0016,14,11,0.7857,0.7250,0.3733
27614,460.233,localized,track_local,39.80468057,32.38271597,1227.96,616.50,47.2050,tile_512px_0016,16,12,0.7500,0.7340,0.8463
27619,460.317,localized,track_local,39.80465079,32.38271604,1227.93,622.91,46.4215,tile_512px_0016,16,12,0.7500,0.6355,0.5775
27625,460.417,localized,track_local,39.80464408,32.38269909,1225.10,624.33,55.8225,tile_512px_0011,18,16,0.8889,0.5828,0.8963
27630,460.5,localized,track_local,39.80463688,32.38271279,1227.36,625.90,49.3602,tile_512px_0011,24,16,0.6667,0.5741,0.5071
27636,460.6,localized,telemetry_prior,39.80465640,32.38270374,1225.89,621.69,56.5133,tile_512px_0010,18,16,0.8889,0.6443,0.7955
27641,460.683,localized,track_local,39.80465688,32.38270050,1225.36,621.58,48.9721,tile_512px_0010,18,14,0.7778,0.5294,0.8742
27647,460.783,localized,track_local,39.80465943,32.38269860,1225.04,621.03,46.7820,tile_512px_0010,21,14,0.6667,0.6206,0.5650
27653,460.883,localized,track_local,39.80468218,32.38271042,1227.04,616.14,47.1696,tile_512px_0016,25,15,0.6000,0.7510,1.1208
27660,461.0,localized,telemetry_prior,39.80468258,32.38269073,1223.77,616.04,57.2921,tile_512px_0016,24,19,0.7917,0.6100,1.4107
27669,461.15,localized,track_local,39.80469360,32.38270755,1226.58,613.68,58.9961,tile_512px_0016,25,20,0.8000,0.6055,1.4112
27677,461.283,localized,track_local,39.80470003,32.38269830,1225.05,612.29,46.5294,tile_512px_0011,24,15,0.6250,0.6211,1.2424
27683,461.383,localized,track_local,39.80470605,32.38271693,1228.16,611.01,49.0961,tile_512px_0010,26,17,0.6538,0.5387,1.8755
27690,461.5,localized,track_local,39.80470028,32.38271195,1227.32,612.25,54.9428,tile_512px_0010,19,16,0.8421,0.6125,0.5934
27697,461.617,localized,track_local,39.80470447,32.38272173,1228.95,611.36,47.9251,tile_512px_0011,22,15,0.6818,0.5793,1.0967
27705,461.75,localized,track_local,39.80470550,32.38271428,1227.72,611.13,54.4034,tile_512px_0010,27,19,0.7037,0.5428,0.8478
27713,461.883,localized,track_local,39.80475874,32.38288456,1256.06,599.87,49.6067,tile_512px_0011,20,15,0.7500,0.5749,1.5227
27721,462.017,localized,track_local,39.80471813,32.38272464,1229.45,608.42,64.0279,tile_512px_0010,23,21,0.9130,0.5770,0.8444
27727,462.117,localized,track_local,39.80474750,32.38276890,1236.84,602.15,44.4021,tile_512px_0011,19,13,0.6842,0.5334,1.2771
27736,462.267,localized,track_local,39.80474917,32.38278244,1239.09,601.81,54.7336,tile_512px_0016,19,16,0.8421,0.6189,0.9583
27746,462.433,localized,track_local,39.80473894,32.38275127,1233.91,603.97,58.0813,tile_512px_0016,21,18,0.8571,0.6161,1.0593
27755,462.583,localized,track_local,39.80475026,32.38275615,1234.73,601.54,62.0667,tile_512px_0011,29,22,0.7586,0.7099,1.0543
27764,462.733,localized,track_local,39.80476098,32.38274933,1233.62,599.23,68.2272,tile_512px_0010,27,24,0.8889,0.6586,1.3669
27773,462.883,localized,track_local,39.80475613,32.38276149,1235.63,600.29,60.9612,tile_512px_0011,31,22,0.7097,0.7379,0.9436
27780,463.0,localized,telemetry_prior,39.80478141,32.38279357,1240.99,594.88,50.5391,tile_512px_0011,25,17,0.6800,0.5727,1.4499
27790,463.167,localized,track_local,39.80475792,32.38282019,1245.37,599.97,42.1172,tile_512px_0010,22,13,0.5909,0.5803,1.2174
27797,463.283,localized,track_local,39.80476680,32.38281660,1244.79,598.05,53.8910,tile_512px_0010,22,17,0.7727,0.6122,1.2174
27804,463.4,localized,telemetry_prior,39.80478574,32.38282374,1246.00,593.99,44.9077,tile_512px_0010,19,13,0.6842,0.5633,1.0026
27813,463.55,localized,track_local,39.80482022,32.38283687,1248.23,586.58,53.8237,tile_512px_0011,24,18,0.7500,0.5315,1.3223
27823,463.717,localized,track_local,39.80482828,32.38286498,1252.91,584.88,46.2249,tile_512px_0011,26,16,0.6154,0.4974,1.6140
27831,463.85,localized,track_local,39.80481270,32.38283411,1247.76,588.20,59.7158,tile_512px_0016,22,19,0.8636,0.6341,1.3796
27840,464.0,localized,telemetry_prior,39.80481196,32.38284056,1248.83,588.36,58.4041,tile_512px_0010,22,19,0.8636,0.4886,1.1886
27848,464.133,localized,track_local,39.80483709,32.38287807,1255.10,583.00,55.5687,tile_512px_0010,25,19,0.7600,0.5348,1.4388
27855,464.25,localized,track_local,39.80482057,32.38284799,1250.08,586.52,60.5136,tile_512px_0010,29,22,0.7586,0.5734,1.3051
27863,464.383,localized,track_local,39.80482529,32.38285929,1251.96,585.51,61.5282,tile_512px_0010,22,20,0.9091,0.5363,1.4766
27870,464.5,localized,track_local,39.80485662,32.38283379,1247.78,578.74,53.8631,tile_512px_0016,27,19,0.7037,0.5597,1.7934
27877,464.617,localized,track_local,39.80483423,32.38286201,1252.43,583.59,65.5366,tile_512px_0011,34,25,0.7353,0.6831,1.1371
27887,464.783,localized,track_local,39.80484837,32.38287233,1254.16,580.56,69.3575,tile_512px_0010,28,25,0.8929,0.5988,1.2210
27896,464.933,localized,track_local,39.80485216,32.38286746,1253.36,579.74,50.5947,tile_512px_0010,21,16,0.7619,0.4521,1.0443
27905,465.083,localized,track_local,39.80485124,32.38287633,1254.83,579.95,37.7712,tile_512px_0011,23,12,0.5217,0.4911,1.0566
27913,465.217,localized,track_local,39.80485801,32.38286777,1253.42,578.48,56.3455,tile_512px_0016,18,16,0.8889,0.6270,0.7887
27922,465.367,localized,track_local,39.80528438,32.38298756,1273.94,486.86,22.4411,tile_512px_0011,12,5,0.4167,0.2752,0.4145
27931,465.517,localized,track_local,39.80488034,32.38289437,1257.87,573.71,40.5187,tile_512px_0011,26,14,0.5385,0.4391,1.3677
27946,465.767,localized,track_local,39.80489208,32.38290519,1259.68,571.19,58.1936,tile_512px_0010,27,21,0.7778,0.4774,1.8852
27955,465.917,localized,track_local,39.80490153,32.38290935,1260.39,569.16,68.3674,tile_512px_0010,24,23,0.9583,0.6212,1.4589
27964,466.067,localized,track_local,39.80491433,32.38290742,1260.09,566.41,69.5577,tile_512px_0010,30,26,0.8667,0.5653,1.4609
27974,466.233,localized,track_local,39.80492195,32.38291308,1261.04,564.77,63.7884,tile_512px_0010,29,24,0.8276,0.4549,2.1179
27988,466.467,localized,track_local,39.80493338,32.38293055,1263.95,562.33,75.9535,tile_512px_0010,31,29,0.9355,0.5862,1.9642
27998,466.633,localized,track_local,39.80494459,32.38293877,1265.33,559.93,65.9031,tile_512px_0011,28,24,0.8571,0.5329,1.5200
28005,466.75,localized,track_local,39.80494790,32.38294709,1266.72,559.23,75.2192,tile_512px_0011,28,27,0.9643,0.6411,0.8268
28014,466.9,localized,track_local,39.80495453,32.38295773,1268.50,557.81,72.6815,tile_512px_0010,27,26,0.9630,0.6081,1.7181
28024,467.067,localized,track_local,39.80495622,32.38295332,1267.77,557.44,73.8372,tile_512px_0011,29,27,0.9310,0.6499,1.4575
28031,467.183,localized,track_local,39.80495637,32.38296414,1269.56,557.42,75.0664,tile_512px_0010,31,28,0.9032,0.7023,1.4038
28039,467.317,localized,track_local,39.80496485,32.38296411,1269.57,555.60,63.1378,tile_512px_0011,28,23,0.8214,0.4850,1.1405
28049,467.483,localized,track_local,39.80496534,32.38297585,1271.52,555.51,62.4100,tile_512px_0011,25,21,0.8400,0.6450,0.9870
28057,467.617,localized,track_local,39.80498349,32.38297622,1271.61,551.60,50.7785,tile_512px_0010,27,18,0.6667,0.5218,1.9189
28064,467.733,localized,track_local,39.80498340,32.38297649,1271.65,551.62,75.3815,tile_512px_0010,27,27,1.0000,0.5785,1.2053
28072,467.867,localized,track_local,39.80499258,32.38297720,1271.78,549.65,71.6305,tile_512px_0011,36,29,0.8056,0.5245,1.7088
28079,467.983,localized,track_local,39.80500014,32.38298788,1273.57,548.03,71.1530,tile_512px_0010,26,25,0.9615,0.6046,1.6520
28088,468.133,localized,track_local,39.80500706,32.38299169,1274.21,546.55,71.3220,tile_512px_0010,32,27,0.8438,0.6151,0.8558
28095,468.25,localized,track_local,39.80501298,32.38299424,1274.64,545.27,73.6764,tile_512px_0010,32,28,0.8750,0.6098,0.8956
28103,468.383,localized,track_local,39.80502037,32.38300198,1275.94,543.69,72.8694,tile_512px_0011,28,26,0.9286,0.6512,0.6663
28111,468.517,localized,track_local,39.80502902,32.38300884,1277.09,541.84,76.7532,tile_512px_0011,29,28,0.9655,0.6325,0.7166
28118,468.633,localized,track_local,39.80504191,32.38301057,1277.40,539.07,67.0740,tile_512px_0010,27,24,0.8889,0.5210,1.0704
28128,468.8,localized,telemetry_prior,39.80504722,32.38302153,1279.22,537.94,55.4530,tile_512px_0011,22,18,0.8182,0.4758,1.1336
28141,469.017,localized,track_local,39.80506489,32.38302356,1279.59,534.14,71.4428,tile_512px_0011,31,27,0.8710,0.5620,1.0754
28151,469.183,localized,track_local,39.80507722,32.38302979,1280.64,531.49,63.7327,tile_512px_0011,33,24,0.7273,0.6369,0.6064
28159,469.317,localized,track_local,39.80509089,32.38303343,1281.26,528.55,75.9218,tile_512px_0010,31,29,0.9355,0.5435,1.4370
28169,469.483,localized,track_local,39.80509738,32.38304802,1283.69,527.17,67.4178,tile_512px_0011,30,25,0.8333,0.5630,0.9493
28178,469.633,localized,track_local,39.80511777,32.38306488,1286.52,522.80,72.9581,tile_512px_0010,28,26,0.9286,0.6800,0.9323
28186,469.767,localized,track_local,39.80512523,32.38307391,1288.03,521.21,67.7177,tile_512px_0010,34,26,0.7647,0.6718,1.2547
28194,469.9,localized,track_local,39.80514249,32.38308728,1290.28,517.51,77.2856,tile_512px_0011,31,29,0.9355,0.6761,1.3867
28201,470.017,localized,track_local,39.80515474,32.38310000,1292.41,514.89,75.5096,tile_512px_0010,28,27,0.9643,0.6672,0.7882
28208,470.133,localized,track_local,39.80517366,32.38311738,1295.32,510.84,69.4177,tile_512px_0011,33,27,0.8182,0.5745,1.8305
28216,470.267,localized,track_local,39.80521565,32.38314339,1299.70,501.83,65.8395,tile_512px_0010,25,23,0.9200,0.4729,1.3195
28229,470.483,localized,track_local,39.80521934,32.38314823,1300.51,501.04,75.4621,tile_512px_0004,37,31,0.8378,0.4918,1.4553
28240,470.667,localized,track_local,39.80524065,32.38317863,1305.59,496.49,82.8295,tile_512px_0004,41,35,0.8537,0.5251,0.7080
28251,470.85,localized,track_local,39.80530651,32.38325150,1317.78,482.40,88.2278,tile_512px_0004,44,39,0.8864,0.4307,1.5598
28266,471.1,localized,track_local,39.80528788,32.38322790,1313.84,486.38,141.2044,tile_512px_0005,78,72,0.9231,0.6415,1.2042
28280,471.333,localized,track_local,39.80530683,32.38324027,1315.92,482.31,155.9208,tile_512px_0005,84,81,0.9643,0.6488,1.3278
28289,471.483,localized,track_local,39.80531837,32.38324555,1316.81,479.84,167.4875,tile_512px_0005,89,88,0.9888,0.6698,1.1652
28300,471.667,localized,track_local,39.80535050,32.38326525,1320.13,472.94,144.6103,tile_512px_0005,82,75,0.9146,0.6117,1.9279
28309,471.817,localized,track_local,39.80532749,32.38325032,1317.62,477.88,161.8487,tile_512px_0005,88,85,0.9659,0.6479,1.4762
28321,472.017,localized,track_local,39.80532805,32.38324298,1316.40,477.75,163.4758,tile_512px_0005,91,87,0.9560,0.5490,1.5937
28335,472.25,localized,track_local,39.80531264,32.38322776,1313.85,481.05,159.9217,tile_512px_0005,84,83,0.9881,0.6833,1.4050
28347,472.45,localized,track_local,39.80529430,32.38321101,1311.04,484.98,143.3147,tile_512px_0005,74,72,0.9730,0.6956,1.1079
28356,472.6,localized,telemetry_prior,39.80532250,32.38322584,1313.55,478.93,108.8259,tile_512px_0004,52,50,0.9615,0.6266,1.7153
28368,472.8,localized,telemetry_prior,39.80529629,32.38321073,1311.00,484.55,98.0039,tile_512px_0004,45,43,0.9556,0.5942,1.4728
28379,472.983,localized,track_local,39.80529310,32.38320338,1309.77,485.23,90.8966,tile_512px_0004,43,39,0.9070,0.5977,1.0533
28392,473.2,localized,telemetry_prior,39.80530697,32.38321033,1310.95,482.25,92.7078,tile_512px_0004,44,40,0.9091,0.6410,1.3001
28404,473.4,localized,telemetry_prior,39.80529139,32.38319456,1308.31,485.59,106.2146,tile_512px_0004,49,48,0.9796,0.5950,1.4969
28415,473.583,localized,track_local,39.80529271,32.38320551,1310.13,485.31,97.6255,tile_512px_0004,48,43,0.8958,0.7193,1.2563
28425,473.75,localized,track_local,39.80532158,32.38323813,1315.58,479.14,95.5919,tile_512px_0004,53,44,0.8302,0.5988,1.7353
28439,473.983,localized,track_local,39.80529169,32.38321560,1311.80,485.55,120.8139,tile_512px_0005,62,58,0.9355,0.6596,1.1284
28449,474.15,localized,track_local,39.80531967,32.38321319,1311.44,479.52,114.5932,tile_512px_0004,58,54,0.9310,0.6827,1.5528
28460,474.333,localized,track_local,39.80532352,32.38320989,1310.90,478.69,122.6662,tile_512px_0004,62,59,0.9516,0.6647,1.3721
28470,474.5,localized,track_local,39.80534610,32.38321907,1312.46,473.84,112.2661,tile_512px_0004,60,53,0.8833,0.7321,1.4060
28478,474.633,localized,track_local,39.80533744,32.38322037,1312.66,475.70,159.7524,tile_512px_0005,84,83,0.9881,0.6663,1.4046
28490,474.833,localized,track_local,39.80533218,32.38321697,1312.09,476.83,149.1493,tile_512px_0005,87,78,0.8966,0.6255,1.3368
28500,475.0,localized,telemetry_prior,39.80535789,32.38322333,1313.18,471.31,121.3428,tile_512px_0004,62,58,0.9355,0.7244,1.2875
28510,475.167,localized,track_local,39.80536798,32.38321637,1312.04,469.13,150.0239,tile_512px_0005,86,78,0.9070,0.6916,1.4684
28519,475.317,localized,track_local,39.80537518,32.38323286,1314.79,467.60,159.2977,tile_512px_0005,90,84,0.9333,0.6387,1.4519
28528,475.467,localized,track_local,39.80538247,32.38324797,1317.31,466.05,145.5565,tile_512px_0005,76,74,0.9737,0.6259,1.2181
28538,475.633,localized,track_local,39.80539126,32.38326176,1319.61,464.17,162.0717,tile_512px_0005,87,85,0.9770,0.6303,1.3888
28547,475.783,localized,track_local,39.80539368,32.38328115,1322.83,463.67,164.1939,tile_512px_0005,88,86,0.9773,0.6876,1.3336
28556,475.933,localized,track_local,39.80540048,32.38330664,1327.07,462.24,164.0775,tile_512px_0005,88,86,0.9773,0.6810,1.4004
28565,476.083,localized,track_local,39.80540038,32.38331602,1328.63,462.27,154.0548,tile_512px_0005,82,79,0.9634,0.7463,1.0811
28573,476.217,localized,track_local,39.80540624,32.38332845,1330.70,461.02,159.2592,tile_512px_0005,83,82,0.9880,0.7561,1.2536
28582,476.367,localized,track_local,39.80540209,32.38332346,1329.87,461.91,158.4456,tile_512px_0005,86,82,0.9535,0.7678,1.1164
28590,476.5,localized,track_local,39.80540854,32.38331837,1329.03,460.51,153.9624,tile_512px_0005,94,81,0.8617,0.7263,0.8689
28598,476.633,localized,track_local,39.80540456,32.38331773,1328.92,461.37,162.0247,tile_512px_0005,85,84,0.9882,0.7125,0.9972
28606,476.767,localized,track_local,39.80539106,32.38331053,1327.71,464.27,153.1377,tile_512px_0005,84,79,0.9405,0.7199,1.0344
28614,476.9,localized,track_local,39.80537866,32.38331356,1328.19,466.94,147.7317,tile_512px_0005,76,75,0.9868,0.6462,1.1142
28623,477.05,localized,track_local,39.80529329,32.38324119,1316.05,485.23,130.2795,tile_512px_0005,79,67,0.8481,0.5597,1.6807
28632,477.2,localized,telemetry_prior,39.80532035,32.38324782,1317.19,479.41,127.5298,tile_512px_0004,71,64,0.9014,0.5749,1.6817
28640,477.333,localized,track_local,39.80534157,32.38329139,1324.46,474.90,166.1689,tile_512px_0005,92,88,0.9565,0.6331,1.1434
28649,477.483,localized,track_local,39.80533377,32.38326276,1319.69,476.54,152.5489,tile_512px_0005,83,79,0.9518,0.6332,1.1170
28659,477.65,localized,track_local,39.80532497,32.38324238,1316.30,478.41,152.0505,tile_512px_0005,80,78,0.9750,0.6546,0.9934
28668,477.8,localized,telemetry_prior,39.80531078,32.38322208,1312.91,481.44,131.2144,tile_512px_0004,70,65,0.9286,0.6642,1.0461
28676,477.933,localized,track_local,39.80530322,32.38320653,1310.31,483.05,152.0863,tile_512px_0005,84,79,0.9405,0.6170,1.0643
